Word	happiness_average	happiness_standard_deviation
split	4.26	1.4957
storm	4.26	2.0082
concerning	4.24	1.6898
contrary	4.24	1.5211
4am	4.24	1.546
bah	4.24	1.1877
barely	4.24	1.5722
but	4.24	1.1528
courts	4.24	1.4647
kanye	4.24	1.685
lower	4.24	1.0797
minority	4.24	1.546
orders	4.24	1.4786
pounding	4.24	2.026
protests	4.24	1.6358
psychiatric	4.24	1.3334
questioned	4.24	1.2707
raw	4.24	1.2867
rebels	4.24	1.5059
sag	4.24	1.318
shoulda	4.24	1.1704
smash	4.24	1.5722
spy	4.24	1.7677
stern	4.24	1.3637
stray	4.24	1.8245
swear	4.24	1.6233
unless	4.24	1.0012
worn	4.23	1.0962
dues	4.22	1.3581
freaks	4.22	2.0028
#iranelection	4.22	1.3746
away	4.22	1.2664
backwards	4.22	1.3746
beware	4.22	1.6695
blast	4.22	2.1217
breakin	4.22	1.4748
bush's	4.22	1.5158
calories	4.22	1.6817
cold	4.22	1.7761
concerned	4.22	1.6573
due	4.22	1.5022
grind	4.22	1.3746
iranian	4.22	1.148
labor	4.22	1.6199
limit	4.22	1.3138
limited	4.22	1.1657
loan	4.22	1.4039
mutha	4.22	1.5292
python	4.22	1.799
republicans	4.22	1.9722
scratch	4.22	1.3746
veto	4.22	1.4039
waitin	4.22	1.3445
wtf	4.22	1.7761
waar	4.21	1.2876
beat	4.2	1.9795
blah	4.2	1.6288
darn	4.2	1.5119
default	4.2	1.4708
dnt	4.2	1.3401
expenditure	4.2	1.5908
exposed	4.2	1.4428
grrr	4.2	1.4708
legislators	4.2	1.8844
levy	4.2	1.3851
lone	4.2	1.5649
mccain	4.2	1.7843
periods	4.2	1.6537
politically	4.2	1.3702
pow	4.2	1.3553
prosecutors	4.2	1.5908
screw	4.2	1.8516
uh	4.2	1.3851
verdict	4.2	1.6537
weird	4.2	1.3553
whips	4.2	1.906
underlying	4.19	1.3128
objection	4.18	1.4673
arsenal	4.18	1.8371
boss	4.18	1.5868
capture	4.18	1.6986
chemical	4.18	1.3952
dis	4.18	1.3506
ex	4.18	1.3045
exam	4.18	1.5609
explode	4.18	1.9763
forces	4.18	1.5868
grr	4.18	1.6374
porn	4.18	2.4302
prey	4.18	1.9968
reduce	4.18	1.2567
smells	4.18	1.5868
unpublished	4.18	1.3045
warcraft	4.18	1.7106
implications	4.17	1.2392
uptight	4.17	1.9278
acute	4.16	1.7719
blades	4.16	1.6751
astray	4.16	1.4337
bash	4.16	1.9416
chop	4.16	1.4479
clinic	4.16	1.6458
froze	4.16	1.4194
gambling	4.16	1.9935
heat	4.16	1.8223
nowhere	4.16	1.2675
palin	4.16	2.151
sigh	4.16	1.8223
stranger	4.16	0.9553
strangers	4.16	1.7538
sucking	4.16	1.7304
sweat	4.16	1.3903
vice	4.16	1.6946
crowd	4.14	1.5388
demand	4.14	1.4144
drag	4.14	1.4287
fuck	4.14	2.5794
havent	4.14	1.3554
minimum	4.14	1.2779
pee	4.14	1.5254
pirates	4.14	2.119
pushing	4.14	1.325
shark	4.14	1.9167
ripped	4.13	1.805
strict	4.13	1.7646
decrease	4.12	1.5523
drain	4.12	1.282
messing	4.12	1.6283
renal	4.12	1.3171
5am	4.12	1.9021
aren't	4.12	1.2879
attorney	4.12	1.3037
bother	4.12	1.6243
fuss	4.12	1.7802
hittin	4.12	1.686
negro	4.12	1.6616
nonsense	4.12	1.599
nope	4.12	1.3797
political	4.12	1.5205
reductions	4.12	1.698
rush	4.12	1.3649
shallow	4.12	1.5732
taxpayers	4.12	1.5205
twisted	4.12	1.6738
blunts	4.11	1.2551
abyss	4.1	1.7108
lesser	4.1	1.2949
liability	4.1	1.6863
murda	4.1	1.6863
conviction	4.1	1.9404
cost	4.1	1.4033
demanded	4.1	1.5682
enforcement	4.1	1.4178
erase	4.1	1.4743
freaking	4.1	1.8434
hard	4.1	1.3887
heavy	4.1	1.4178
hunting	4.1	2.0127
laundry	4.1	1.6568
less	4.1	1.2495
numb	4.1	1.632
pills	4.1	1.6067
pushed	4.1	1.4743
rid	4.1	1.4178
sacrifice	4.1	2.1309
takeover	4.1	1.632
wack	4.1	1.1112
ego	4.08	1.5524
rumors	4.08	1.9455
servant	4.08	1.3668
weary	4.08	1.6181
conservatives	4.08	1.9984
crumble	4.08	1.7243
cutting	4.08	1.3974
fallin	4.08	1.6517
freeze	4.08	1.8609
hung	4.08	1.6268
knife	4.08	1.3974
plea	4.08	1.2262
stopping	4.08	1.3974
surrender	4.08	1.6762
temper	4.08	1.7939
wont	4.08	1.0467
cardiac	4.06	1.7249
fading	4.06	1.265
blinding	4.06	1.671
concerns	4.06	1.5572
flushing	4.06	1.4902
haiti	4.06	2.2077
kurupt	4.06	1.5308
mondays	4.06	1.7775
prosecutor	4.06	1.6587
sour	4.06	1.5039
test	4.06	1.4057
toll	4.06	1.0956
unfollow	4.06	1.0577
collide	4.04	1.713
fade	4.04	1.3064
needles	4.04	1.9891
chemicals	4.04	1.6777
colder	4.04	1.9583
concern	4.04	1.6157
discharge	4.04	1.7838
dominated	4.04	1.5248
fall	4.04	1.9687
hollow	4.04	1.4422
hospice	4.04	1.8401
hunter	4.04	1.7608
imposed	4.04	1.1773
reduction	4.04	1.293
shootin	4.04	2.1942
spittin	4.04	2.0098
unknown	4.04	1.5113
unlike	4.04	1.4136
welt	4.04	1.6283
worm	4.04	1.6655
rust	4.02	1.6307
distant	4.02	1.5342
affair	4.02	1.8349
aint	4.02	1.4356
block	4.02	1.4213
consequences	4.02	1.3169
dropping	4.02	1.0971
ending	4.02	1.4213
goodbyes	4.02	1.9005
hasn't	4.02	1.1865
imprecisely	4.02	1.505
incident	4.02	1.3923
investigation	4.02	1.4776
off	4.02	1.3013
strife	4.02	1.8349
strikes	4.02	1.3626
weren't	4.02	1.1516
ain't	4.0	1.2778
alleged	4.0	1.7496
arafat	4.0	1.5518
bum	4.0	1.7261
ceased	4.0	1.4428
cracks	4.0	1.3553
creeping	4.0	1.4577
defensive	4.0	1.5253
didn't	4.0	1.2936
didnt	4.0	1.2454
downs	4.0	1.7143
force	4.0	1.6903
least	4.0	1.069
limits	4.0	1.1952
racial	4.0	1.7261
ridiculous	4.0	1.7957
rip	4.0	1.5518
roughly	4.0	1.2122
twit	4.0	1.7613
zombies	4.0	2.3733
accidentally	3.98	1.237
avoided	3.98	1.5185
bite	3.98	1.7201
breaking	3.98	1.4913
demands	3.98	1.3169
diagnosis	3.98	1.8897
fled	3.98	1.1692
hardly	3.98	1.2534
humidity	3.98	1.6962
isnt	3.98	1.2696
old	3.98	1.7553
punks	3.98	1.9742
terminal	3.98	2.0353
ruins	3.98	1.7617
cracked	3.98	1.9295
slam	3.98	1.6351
argh	3.96	1.428
bang	3.96	1.4841
bye	3.96	1.4978
closing	3.96	1.0872
dagger	3.96	1.3242
expense	3.96	1.2447
fists	3.96	1.6532
iraqi	3.96	1.3991
loose	3.96	1.6532
minus	3.96	1.4978
slugs	3.96	1.6408
strike	3.96	1.3547
tough	3.96	1.4136
trial	3.96	1.6898
unclear	3.96	1.428
killa	3.96	1.9045
skull	3.96	1.6325
charges	3.94	1.5308
darker	3.94	1.8996
erroneously	3.94	1.5174
mess	3.94	1.5703
pakistan	3.94	1.1502
reluctant	3.94	1.3763
slumdog	3.94	1.7775
strapped	3.94	1.544
dizzy	3.94	1.7249
executed	3.94	2.2023
honky	3.94	2.0567
homework	3.92	1.8165
nixon	3.92	1.7361
omitted	3.92	1.2095
stained	3.92	1.8277
ughh	3.92	1.3068
jaded	3.92	1.6563
dusty	3.92	1.699
absent	3.9	1.2657
alarm	3.9	1.6568
artificial	3.9	1.5682
defendant	3.9	1.632
dim	3.9	1.3439
doesnt	3.9	1.3887
impose	3.9	1.1294
iraq	3.9	1.6568
issues	3.9	1.374
killas	3.9	1.8434
misses	3.9	1.374
neediest	3.9	1.5682
nothing	3.9	1.2817
opponent	3.9	1.5419
quit	3.9	1.4604
slipping	3.9	1.4463
stop	3.9	1.3439
bald	3.9	1.9284
begged	3.9	1.6739
dropped	3.88	1.0029
drunk	3.88	2.2464
mortgage	3.88	1.9445
nooo	3.88	1.3797
shout	3.88	1.3797
artillery	3.88	1.5361
goddamn	3.88	2.1759
rags	3.88	1.5361
restless	3.88	1.7033
uncertain	3.88	1.1481
fiends	3.88	1.9199
ass	3.86	1.8627
farewell	3.86	2.1286
fuckin	3.86	2.7405
hang	3.86	1.325
not	3.86	1.2938
sanctions	3.86	1.7844
stopped	3.86	1.2291
subjected	3.86	1.3999
tremble	3.86	1.7263
voodoo	3.86	2.0405
wouldnt	3.86	1.1068
slipped	3.86	1.5811
mold	3.85	1.7982
shiver	3.85	1.4874
allegations	3.84	1.4479
armed	3.84	1.8556
ended	3.84	1.4479
excuses	3.84	1.5167
gripe	3.84	1.8666
lawyer	3.84	1.4194
messed	3.84	1.3149
none	3.84	1.4896
offline	3.84	1.0759
pleaded	3.84	1.3756
rent	3.84	1.4758
shouldn't	3.84	0.8172
snatch	3.84	1.6333
ghosts	3.84	1.9827
hatin	3.84	1.5458
fragile	3.83	1.3262
baddest	3.82	2.0172
blood	3.82	1.7922
creep	3.82	1.6123
dark	3.82	1.4097
darkness	3.82	1.8702
eliminate	3.82	1.746
forgetting	3.82	1.4097
gang	3.82	2.1824
hanging	3.82	1.7225
hardest	3.82	1.6249
haven't	3.82	1.2567
junk	3.82	1.3354
loans	3.82	1.2728
oppose	3.82	1.4384
slip	3.82	1.2887
sos	3.82	1.7343
thirst	3.82	1.7225
erased	3.82	1.5093
vain	3.82	1.7874
fades	3.81	1.0762
aggressive	3.8	1.5779
costs	3.8	1.4428
critics	3.8	1.6782
fire	3.8	1.5779
fist	3.8	1.2454
interment	3.8	1.8295
ow	3.8	1.3702
pale	3.8	1.088
protesters	3.8	1.6903
witch	3.8	2.0898
chronic	3.79	1.9236
thirsty	3.79	1.458
thorns	3.79	1.6753
sink	3.79	1.6008
battles	3.78	2.003
bugs	3.78	1.5158
court	3.78	1.799
ends	3.78	1.4886
exams	3.78	1.6573
predeceased	3.78	1.6199
risks	3.78	1.7646
rusty	3.78	1.4609
slow	3.78	1.1119
wouldn't	3.78	1.148
bothered	3.78	1.5311
unnecessary	3.78	1.5581
nothings	3.76	1.7677
resigned	3.76	1.5851
symptoms	3.76	1.3933
yell	3.76	1.7209
gutter	3.76	1.7143
hangs	3.76	1.6774
void	3.76	1.422
bailout	3.74	1.6759
boo	3.74	1.7591
critic's	3.74	1.4682
denying	3.74	1.4682
last	3.74	1.2586
noise	3.74	1.3063
obsession	3.74	1.1214
reckless	3.74	1.9146
shove	3.74	1.7357
stomp	3.74	1.4682
wait	3.74	1.209
sucka	3.74	1.7704
pimp	3.73	2.1581
stranded	3.73	1.8905
tearing	3.73	1.3811
strain	3.73	1.8071
crack	3.72	1.4434
fewer	3.72	1.1256
gross	3.72	1.4852
kick	3.72	1.5524
oops	3.72	1.4852
operation	3.72	1.6041
removed	3.72	1.3856
withdrawal	3.72	1.841
crowded	3.71	2.0514
lacking	3.71	1.633
revenge	3.71	2.3363
foolish	3.7	1.6929
con	3.7	1.1473
crooked	3.7	1.6067
demanding	3.7	1.6194
dirt	3.7	1.5286
don't	3.7	1.0926
dont	3.7	1.0738
goodbye	3.7	1.8323
locked	3.7	1.2657
remove	3.7	1.1995
sentenced	3.7	1.6568
wasnt	3.7	1.0546
won't	3.7	1.1112
abnormal	3.69	1.6734
hustler	3.69	1.7644
controversy	3.68	1.7431
disagree	3.68	1.2526
fees	3.68	1.5043
hitting	3.68	1.7431
kicking	3.68	1.6218
mean	3.68	1.9213
missed	3.68	1.2362
rival	3.68	1.5043
sucker	3.68	1.9529
waiting	3.68	1.2362
wrath	3.68	1.9737
plead	3.67	1.4052
closed	3.66	1.5986
deadline	3.66	1.1537
down	3.66	1.5598
low	3.66	1.1178
messy	3.66	1.1886
outdated	3.66	1.1713
patients	3.66	1.4086
pressure	3.66	1.5467
snitch	3.66	1.6489
sorry	3.66	1.7567
stuck	3.66	1.1178
anti	3.65	1.5214
complications	3.65	1.8206
disappear	3.65	1.6273
snakes	3.65	2.0872
lesions	3.65	1.8961
bill	3.64	1.77
blocked	3.64	1.4535
bore	3.64	1.5877
cuts	3.64	1.3962
darkest	3.64	2.1166
delete	3.64	1.4813
ghost	3.64	2.0777
miss	3.64	1.6258
nobody	3.64	1.2415
nothin	3.64	1.6507
shocked	3.64	1.3211
swine	3.64	1.8379
uncertainty	3.64	1.0451
fooled	3.63	1.7992
awkward	3.62	1.3981
baghdad	3.62	1.9048
begging	3.62	1.9472
brat	3.62	1.7484
doesn't	3.62	1.1045
haunt	3.62	1.6399
hussein	3.62	1.8724
incompletely	3.62	1.6769
limitations	3.62	1.3536
risk	3.62	1.6399
tore	3.62	1.6523
bacteria	3.61	1.9771
crude	3.6	1.4428
dust	3.6	1.1606
falls	3.6	1.8952
flies	3.6	1.6782
indicted	3.6	1.8626
madness	3.6	1.8183
mistaken	3.6	1.4286
shattered	3.6	1.6903
suspects	3.6	1.1952
acid	3.59	1.5535
pistol	3.59	1.8953
decreased	3.58	1.3966
absence	3.58	1.0708
couldnt	3.58	1.1265
excluded	3.58	1.5398
gossip	3.58	1.9282
leaving	3.58	1.2792
punch	3.58	1.7967
shotgun	3.58	1.8745
sirens	3.58	1.4995
restricted	3.57	1.5143
darkened	3.57	1.599
slut	3.57	2.63
servants	3.56	1.6999
afghanistan	3.56	1.7861
confrontation	3.56	1.6922
confusing	3.56	0.9723
denial	3.56	1.6433
empty	3.56	1.6308
fucked	3.56	2.7117
gloom	3.56	2.1205
misidentified	3.56	1.402
mob	3.56	1.8644
offense	3.56	1.5274
piss	3.56	1.728
protest	3.56	1.4591
runaway	3.56	1.6801
shut	3.56	1.0333
sorely	3.56	1.2803
dire	3.55	1.9902
stains	3.55	1.4728
taxation	3.55	1.8491
flee	3.54	1.0907
haunted	3.54	1.6368
bug	3.54	1.3734
caught	3.54	1.7867
chained	3.54	1.9505
crushed	3.54	1.6686
despise	3.54	2.0325
dispute	3.54	1.7286
expensive	3.54	1.7637
forsaken	3.54	1.94
hospitals	3.54	1.5677
owe	3.54	1.5147
poor's	3.54	1.4172
rough	3.54	1.4458
shock	3.54	1.6189
slug	3.54	1.3734
without	3.54	1.1104
drunken	3.53	2.0011
missin	3.53	1.4157
separation	3.53	1.8155
spite	3.53	1.8269
addicted	3.52	2.1019
apart	3.52	1.3438
fallen	3.52	1.4177
suspected	3.52	1.1648
suspicion	3.52	1.5016
teardrops	3.52	1.729
tomb	3.52	2.0428
ugh	3.52	1.5016
warned	3.52	1.313
untrue	3.51	1.309
casket	3.5	2.102
dope	3.5	1.7053
foe	3.5	1.7053
hospital	3.5	1.6194
paranoid	3.5	1.8434
snake	3.5	1.669
struck	3.5	1.4033
deficiency	3.49	1.6971
pressures	3.49	1.7574
cant	3.48	1.111
inmates	3.48	2.0227
no	3.48	1.2974
opponents	3.48	1.0925
opposition	3.48	1.2329
sucked	3.48	1.8543
tobacco	3.48	2.1782
unlikely	3.48	1.313
zombie	3.48	1.821
screams	3.48	2.042
sinking	3.48	1.7503
swollen	3.48	1.8334
deceive	3.47	2.0114
monsters	3.47	1.6845
urine	3.47	1.6721
chaos	3.46	1.7867
creepy	3.46	1.6928
fee	3.46	1.2969
insanity	3.46	2.1779
isolated	3.46	1.8206
late	3.46	1.1643
misspelled	3.46	1.3584
misstated	3.46	1.0144
misunderstood	3.46	1.7049
monster	3.46	1.9189
refuse	3.46	0.9304
shoot	3.46	1.6686
sting	3.46	1.7404
thorn	3.46	1.5677
wreck	3.46	1.7979
fright	3.45	1.8378
radiation	3.45	2.2827
stab	3.45	2.1317
confined	3.44	1.7398
delays	3.44	1.1457
deny	3.44	1.3874
fault	3.44	1.2961
forgot	3.44	1.4165
ghetto	3.44	1.6922
litigation	3.44	1.5928
poop	3.44	1.7162
seized	3.44	1.4591
zero	3.44	1.6433
cage	3.44	1.9776
disappeared	3.44	1.7734
trap	3.44	1.8324
diss	3.43	1.8819
foes	3.43	1.3229
smashed	3.42	1.7443
anxious	3.42	1.6671
can't	3.42	0.9708
cut	3.42	1.295
erroneous	3.42	1.1968
gangsta	3.42	1.8962
gone	3.42	1.739
ignorant	3.42	1.8745
invasion	3.42	2.0212
lame	3.42	1.4299
obsessed	3.42	1.4721
raging	3.42	1.6424
shatter	3.42	1.8193
shouting	3.42	1.6047
troubles	3.42	2.1485
disturbed	3.41	1.5932
zit	3.41	1.6447
against	3.4	1.2289
condolences	3.4	1.8844
muthafucka	3.4	2.1946
separated	3.4	1.3248
struggle	3.4	1.7496
whores	3.4	2.2946
deception	3.39	1.8007
stain	3.39	1.3357
unconscious	3.39	1.5113
delay	3.38	1.3231
difficulty	3.38	1.2271
discontinued	3.38	1.4553
eliminated	3.38	1.689
haunting	3.38	1.7366
hungry	3.38	1.9261
refused	3.38	1.4553
wicked	3.38	1.9472
blinded	3.37	1.5771
hunger	3.37	1.9968
torn	3.37	1.4676
phony	3.36	1.9137
argued	3.36	1.4675
beast	3.36	1.5221
bullet	3.36	1.8043
busted	3.36	1.3056
critic	3.36	1.3211
dammit	3.36	1.793
deleted	3.36	1.4813
dentist	3.36	1.6874
forbidden	3.36	1.793
killin	3.36	1.9458
syndrome	3.36	1.0835
tornado	3.36	1.8268
weapon	3.36	1.663
emptiness	3.35	1.9731
injection	3.35	1.5776
burnt	3.34	1.9337
complicated	3.34	1.6977
crap	3.34	1.6489
never	3.34	1.239
politicians	3.34	1.1359
tired	3.34	1.1178
traffic	3.34	1.6489
unfair	3.34	2.0062
vulnerable	3.34	1.5066
warning	3.34	1.423
fucker	3.33	2.2057
sinner	3.33	1.8426
envy	3.33	1.5463
whack	3.32	1.4345
alone	3.32	1.7313
bleeds	3.32	1.812
cannot	3.32	0.9781
confusion	3.32	1.3619
couldn't	3.32	1.1328
expenses	3.32	1.3468
ignored	3.32	1.5043
nigga	3.32	2.0548
noose	3.32	2.2172
opposed	3.32	1.4061
restrictions	3.32	0.957
scars	3.32	1.7313
shots	3.32	2.0146
savage	3.31	1.9473
choke	3.31	1.6858
cigarettes	3.31	2.5997
doubts	3.3	1.4321
fool	3.3	1.2657
fury	3.3	1.7757
lowest	3.3	1.165
suckers	3.3	1.7053
whip	3.3	1.7409
helpless	3.29	2.0207
rats	3.29	1.893
conspiracy	3.28	1.4574
crashing	3.28	1.8848
falling	3.28	1.5391
fools	3.28	1.4003
lazy	3.28	1.4574
nuclear	3.28	1.7847
scar	3.28	1.4574
suspicious	3.28	1.3708
scarred	3.27	2.0287
screamed	3.27	1.6429
cough	3.26	1.4957
damned	3.26	1.9672
frown	3.24	1.7504
pimps	3.24	2.0466
vengeance	3.24	1.9097
canceled	3.24	1.5722
cavity	3.24	1.8245
delayed	3.24	1.1877
dull	3.24	1.2216
fat	3.24	1.8245
jerk	3.24	1.3024
missile	3.24	1.8905
remorse	3.24	1.2707
rot	3.24	1.6107
screwed	3.24	1.6107
gangstas	3.23	1.7963
captured	3.22	1.6073
critical	3.22	1.4748
fell	3.22	1.4748
forget	3.22	1.2824
freezing	3.22	1.5556
ignore	3.22	1.3746
losers	3.22	1.8767
lynch	3.22	2.1217
wasting	3.22	1.4184
defect	3.21	1.7005
frightened	3.2	1.8594
combat	3.2	1.6782
convicted	3.2	1.7728
defeat	3.2	1.9483
dirty	3.2	1.5119
dread	3.2	1.9483
drug	3.2	2.0702
inferior	3.2	1.4708
screamin	3.2	1.7957
cryin	3.19	1.7093
liar	3.18	1.5636
aching	3.18	1.4941
difficult	3.18	0.8965
faggot	3.18	1.9763
false	3.18	1.3506
forgotten	3.18	1.2728
garbage	3.18	1.6249
kicked	3.18	1.3952
scandal	3.18	1.5609
sinners	3.18	1.7807
suspension	3.18	1.4803
woe	3.18	2.007
accusations	3.16	1.5301
complain	3.16	1.5566
declined	3.16	1.5434
disorders	3.16	1.4337
doubt	3.16	1.2675
forced	3.16	1.2675
lack	3.16	1.2835
severe	3.16	1.7186
smoke	3.16	1.9416
yuck	3.16	1.6333
feared	3.14	1.9257
gangster	3.14	2.189
argument	3.14	1.552
avoid	3.14	1.578
bitch	3.14	1.8071
bruise	3.14	1.2124
dismissed	3.14	1.1068
disorder	3.14	1.3999
exhausted	3.14	1.7144
incorrectly	3.14	1.0304
isolation	3.14	1.4976
scream	3.14	1.4144
slapped	3.14	1.552
spit	3.14	1.4144
suck	3.14	1.8184
sucks	3.14	1.4848
suspect	3.14	1.3095
whore	3.14	2.1094
wrong	3.14	0.9691
cursed	3.12	1.9646
doom	3.12	1.9217
desperate	3.12	1.6243
lonesome	3.12	1.6243
regret	3.12	1.507
rob	3.12	1.8913
defects	3.1	1.5578
ambulance	3.1	1.6067
annoy	3.1	1.3887
conflict	3.1	1.5286
criticism	3.1	1.1473
execution	3.1	2.3889
fought	3.1	1.3887
indictment	3.1	1.7757
pity	3.1	1.3132
smoking	3.1	1.9404
stink	3.1	1.2164
tear	3.1	1.374
unable	3.1	0.8391
cigarette	3.09	2.5163
beg	3.08	1.336
prejudice	3.08	1.7893
bullshit	3.08	2.0785
decay	3.08	1.4119
decline	3.08	1.2262
deficit	3.08	1.3529
difficulties	3.08	1.2752
graves	3.08	1.8499
regrets	3.08	1.5232
suspended	3.08	1.2591
trapped	3.08	1.5232
yelling	3.08	1.5628
aging	3.06	1.6214
arguing	3.06	1.3614
bullets	3.06	1.963
dumb	3.06	0.9564
emergency	3.06	1.7775
greed	3.06	1.921
idiot	3.06	1.5308
idiots	3.06	1.6088
inadequate	3.06	1.3311
refugees	3.06	1.6587
turmoil	3.06	1.634
rotting	3.04	1.5293
greedy	3.04	2.0306
havoc	3.04	1.6827
arguments	3.04	1.5248
bled	3.04	1.5903
bored	3.04	1.1945
complaints	3.04	1.3242
horror	3.04	1.9996
insane	3.04	1.7257
jealousy	3.04	1.5513
lawsuits	3.04	1.7019
rat	3.04	1.8622
resignation	3.04	1.261
scare	3.04	1.5644
anxiety	3.03	1.8923
fiend	3.02	1.5532
hostile	3.02	1.9737
weeping	3.02	1.8199
broken	3.02	1.4068
criticized	3.02	1.5713
offensive	3.02	1.5583
trembling	3.02	1.3013
argue	3.0	1.5386
argues	3.0	1.6759
bitter	3.0	1.2454
condemned	3.0	1.7321
fights	3.0	1.3702
muthafuckin	3.0	2.3094
vicious	3.0	1.9272
battle	2.98	1.7319
confused	2.98	1.2856
crappy	2.98	1.6597
damn	2.98	1.6224
guns	2.98	2.0151
ignorance	2.98	1.3626
missing	2.98	1.3775
niggaz	2.98	2.1332
problem	2.98	1.4068
worthless	2.98	1.9112
insecure	2.98	1.1271
coffin	2.96	1.9894
conflicts	2.96	1.4563
damages	2.96	1.3696
lawsuit	2.96	1.6157
niggas	2.96	2.0698
screaming	2.96	1.5248
wound	2.96	1.6777
bloody	2.94	1.6953
cemetery	2.94	1.7072
choking	2.94	1.878
explosion	2.94	1.596
foul	2.94	1.3311
nervous	2.94	1.3311
sore	2.94	1.3311
tension	2.94	1.5832
thief	2.94	2.2077
thug	2.94	1.596
unfortunate	2.94	1.4636
weakness	2.94	1.5331
breakdown	2.94	1.3591
bury	2.93	1.5261
accused	2.92	1.5497
awful	2.92	1.9361
burn	2.92	1.3377
cries	2.92	1.5887
hangover	2.92	1.7124
mistakes	2.92	1.4546
problems	2.92	1.5628
riot	2.92	1.7594
sleepless	2.92	1.5497
demon	2.92	1.9552
boring	2.9	1.1473
bruised	2.9	1.7525
burned	2.9	1.4178
collapse	2.9	1.4463
complained	2.9	0.9949
debt	2.9	1.6568
fake	2.9	1.2495
frustrated	2.9	1.6067
impossible	2.9	1.2657
ouch	2.9	1.669
deadly	2.9	1.8171
disrespect	2.9	1.7824
drown	2.9	2.0941
badly	2.88	1.6117
banned	2.88	1.2879
burning	2.88	1.4934
cancelled	2.88	1.1542
dislike	2.88	1.1183
threats	2.88	1.7687
sins	2.88	1.3171
bombs	2.86	2.2679
complaint	2.86	1.0104
errors	2.86	0.9691
illegal	2.86	1.3704
lonely	2.86	1.512
mourns	2.86	1.9379
prisoner	2.86	1.8518
stress	2.86	1.6037
tax	2.86	1.4144
violations	2.86	1.4287
widow	2.86	1.8737
addict	2.84	1.3149
buried	2.84	1.4194
devils	2.84	1.7066
dump	2.84	1.3303
hater	2.84	1.8775
incorrect	2.84	1.0174
infection	2.84	1.6458
neglected	2.84	1.7538
penalty	2.84	1.3149
terrible	2.84	1.8111
unkind	2.84	1.8775
weak	2.84	1.2513
annoying	2.82	1.32
bills	2.82	1.6374
blame	2.82	1.5345
burden	2.82	1.5345
complaining	2.82	1.1373
danger	2.82	1.6374
demise	2.82	1.7343
despair	2.82	2.007
disabled	2.82	1.1899
discrimination	2.82	1.4941
filthy	2.82	1.826
gun	2.82	1.4097
lied	2.82	1.207
missiles	2.82	1.5868
mourners	2.82	1.5996
obituary	2.82	1.6986
prosecution	2.82	1.5077
worry	2.82	1.7106
mafia	2.81	1.7943
wounds	2.8	2.0203
burns	2.78	1.4469
cowards	2.78	1.3596
fever	2.78	1.5556
mistake	2.78	1.2002
trouble	2.78	1.4748
troubled	2.78	1.4327
wasted	2.78	1.1657
bitches	2.76	1.9226
bleeding	2.76	1.6606
fighting	2.76	1.5722
lose	2.76	1.0984
lost	2.76	1.3933
pathetic	2.76	1.2867
unfortunately	2.76	1.5722
neglect	2.76	2.175
defeated	2.74	1.6138
loses	2.74	1.2423
stressed	2.74	1.1214
ugly	2.74	1.4401
violation	2.74	1.0844
unholy	2.73	1.3951
addiction	2.72	1.4574
arrests	2.72	1.5913
disgrace	2.72	1.4148
heartbreaker	2.72	1.7266
mourn	2.72	1.8848
struggling	2.72	1.2129
desperation	2.7	1.9086
distress	2.7	1.4178
fight	2.7	1.7409
spam	2.7	1.374
taxes	2.7	1.5286
waste	2.7	1.0546
worse	2.7	1.4178
sorrows	2.69	1.7819
bleed	2.69	1.5731
ache	2.68	1.2027
bastards	2.68	1.5178
fears	2.68	1.2688
injuries	2.68	1.5043
jealous	2.68	1.2027
misery	2.68	2.0448
ruin	2.68	1.5706
shame	2.68	1.3005
stupid	2.68	1.2196
trash	2.68	1.2196
deaf	2.67	1.3262
afraid	2.66	1.5066
ban	2.66	1.3188
drugs	2.66	1.6364
loneliness	2.66	1.8139
penalties	2.66	1.0806
surgery	2.66	1.7451
tensions	2.66	1.2554
bad	2.64	1.4675
curse	2.64	1.3516
demons	2.64	2.0678
enemy	2.64	1.3211
guilty	2.64	1.5877
inflation	2.64	1.3365
motherfucking	2.64	2.4558
sin	2.64	1.6995
heartaches	2.63	2.0184
#fail	2.62	1.4831
beaten	2.62	1.5894
lies	2.62	1.3834
losing	2.62	1.1761
nasty	2.62	1.2271
retarded	2.62	1.5372
rude	2.62	1.6399
threatened	2.62	1.4693
violated	2.62	1.3834
thugs	2.61	2.0798
abortion	2.6	1.5253
brutal	2.6	2.08
crash	2.6	1.3702
error	2.6	0.8081
lie	2.6	1.6162
mad	2.6	1.3248
selfish	2.6	1.0498
stole	2.6	1.4142
worries	2.6	1.3248
ashamed	2.59	1.3057
infections	2.59	1.914
annoyed	2.58	1.6424
blind	2.58	1.2304
cheated	2.58	1.5919
damage	2.58	1.4995
disgusting	2.58	1.4721
guilt	2.58	1.4577
lying	2.58	1.7034
motherfuckin	2.58	2.3043
rotten	2.58	1.6047
scared	2.58	1.4299
scary	2.58	1.7272
shitty	2.58	1.5661
starving	2.58	1.4721
stroke	2.58	1.6047
betrayed	2.57	1.8257
nightmares	2.56	1.6491
assault	2.56	1.6557
beating	2.56	1.8969
grave	2.56	1.8534
hopeless	2.56	1.6557
loss	2.56	1.5005
rage	2.56	1.514
satan	2.56	2.1301
upset	2.56	1.4309
corpse	2.55	1.9585
abandoned	2.54	1.3734
broke	2.54	1.2811
