Word	eo
train	trajno
train set	trajno aro
trained	trejnita
trainee	kondukanto
trainer	trejnisto
training	trejnado
trait	trajto
traitor	perfidulo
traitorous	perfidulo
trajectory	trajektorio
tram	tramo
tramp	piedpremi
trample	tranĉi
trampoline	trampolino
tramway	tramo
trance	trance
tranquil	trankvila
tranquility	trankvileco
tranquilizer	trankviligilo
transact	transaktas
transaction	transakcio
transatlantic	transatlántico
transceiver	transcepto
transcend	superi
transcendence	transcendenco
transcendent	transcendente
transcendental	transcendenta
transcribe	transskribi
transcriber	transskribisto
transcript	transskribo
transcription	transskribo
transfer	translokigo
transference	transporto
transferred	kopiita
transfixed	transfiksita
transform	transformi
transformation	transformo
transformer	transformilo
transfusion	transfuzo
transgression	krimon
transient	transira
transistor	transistoro
transit	trafiko
transition	transiro
transitional	transira
transitive	transitiva
transitory	transitoria
translate	traduki
translation	tradukado
translator	tradukisto
translocation	translokigo
translucent	translua
transmission	transdono
transmit	transdoni
transmitter	radio-stacio
transmutation	transmutado
transom	transom
transparency	travidebleco
transparent	travidebla
transplant	transplantas
transplantation	transplantado
transponder	transpondilo
transport	transporto
transportation	transportado
transporter	transportisto
transpose	transpono
transposition	transposicio
transsexual	transexual
transverse	transversa
transvestite	transvestita
trap	kaptilo
trapdoor	kaptilo
trapeze	trapezo
trapped	kaptita
trapper	kaptilo
trapping	kaptado
trappings	paŝoj
traps	kaptiloj
trash	rubujo
trashy	malantaŭen
trauma	traŭmato
traumatic	traŭmata
travail	NO TRANSLATION
travel	vojaĝado
traveler	vojaĝanto
traveling	vojaĝante
traverse	traverse
travesty	travesti
trawl	trago
trawler	trajno
tray	pleto
treacherous	perfidulo
treachery	perfido
tread	piedirado
treadmill	treadmilo
treason	perfido
treasure	trezoro
treasured	Trezorita
treasurer	tesorero
treasures	trezoroj
treasury	trezorejo
treat	trakti
treatable	traktebla
treatise	traktato
treatment	traktado
treaty	Traktato
treble	trebulo
tree	arbo
trees	arboj
trek	trek
trellis	trellis
tremble	tremas
trembling	tremante
tremendous	terura
tremendously	terure
tremor	tremo
trench	tranĉeo
trend	tendenco
trending	tendenco
trendy	moda
trepidation	trepidado
trespass	kulpo
triad	triopo
triage	triage
trial	provo
triangle	triangulo
triangular	triangula
triangulate	triangula
triathlon	triatlono
tribal	triba
tribe	tribo
tribulation	aflikto
tribunal	tribunalo
tribune	tribuno
tributary	tributario
tribute	omaĝo
trick	truko
trickery	trompado
trickle	trompu
trickster	trikisto
tricky	malfacila
tricycle	triciclo
trident	tridente
trifle	trifle
trifling	malfeliĉa
trig	ellasilo
trigger	ellasilon
trigonometry	trigonometrio
trillion	miliardoj
trilogy	trilogio
trim	trim
trimester	trimonato
trimmer	trimmer
trimming	garnizono
trine	trine
trinity	trinidad
trinket	trinket
trio	trio
trip	vojaĝo
tripartite	tripartita
tripe	trio
triple	triobla
triplet	triobla
triplicate	triobligi
tripod	triopo
tripping	tripping
trite	trite
tritium	tritio
triumph	triumfo
triumphant	triumfanta
trivia	triviaĵoj
trivial	banala
troll	troll
trolley	truo
trombone	trombono
troop	trupo
trooper	trooper
troops	soldatoj
trophy	Trofeo
tropic	tropiko
tropical	tropika
tropics	tropikoj
trot	troton
trouble	problemo
troubled	maltrankviligita
troublemaker	maltrankviliga
troubles	problemoj
troublesome	malfacila
trough	trinkaĵo
troupe	troupe
trousers	pantalonoj
trout	truto
trowel	paleta
truce	paŭzo
truck	kamiono
trucker	kamiono
truckload	truckload
truculent	truculento
true	Vere
truelove	vera amo
truffle	trufo
truism	truismo
trump	trumpeto
trumpet	trumpeto
trumpeter	trumpetisto
truncate	detranĉita
truncated	senpintigita
trundle	trundelo
trunk	trunko
truss	truss
trust	konfidi
trustee	kuracisto
trusting	konfidante
trustworthy	fidinda
trusty	fidinda
truth	vero
truthful	Vera
truthfulness	Vero
try	provu
tryout	provi
tryouts	provoj
tsunami	cunamo
tub	tubo
tuba	tuba
tubby	tubby
tube	tubo
tuberculosis	tuberkulozo
tubing	tubo
tubular	tubula
tubule	tubule
tuck	batis
tucker	tucker
tuesday	mardo
tufted	tufita
tug	tiro
tugboat	trenŝipo
tuition	instrukcio
tulip	tulipo
tumble	tumulto
tumbler	NO TRANSLATION
tumbleweed	tumulto
tummy	Tummy
tumor	tumoro
tumour	tumoro
tumult	tumulto
tumultuous	tumultuaj
tun	NO TRANSLATION
tuna	tinuso
tunable	tunable
tune	agordi
tunic	tuniko
tuning	agordo
tunnel	tunelo
turban	turbano
turbidity	turbideco
turbine	turbino
turbo	turbo
turbulence	turbuleco
turbulent	turbulenta
turd	turd
turf	gazono
turkey	meleagro
turmeric	kuriko
turmoil	tumulto
turn	turni sin
turnaround	renversi
turned	turnita
turning	turnante sin
turnip	ŝnuro
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	partopreno
turnover	ŝanĝo
turnpike	turnpike
turntable	kurboplena
turpentine	turpentino
turquoise	turkiso
turret	turo
turtle	testudo
turtleneck	turtleneck
tussle	tussle
tutelage	tutelaro
tutor	gvidinstruisto
tutoring	lernado
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	dueto
twat	twat
twats	twatoj
tweak	tweak
tweed	telero
tweet	tweet
tweezers	pinĉiloj
twelfth	dekdua
twelve	dek du
twentieth	dudeka
twenty	dudek
twerp	Twerp
twig	vergo
twilight	krepusko
twill	twill
twin	manumbutono
twine	manumbutono
twinge	duono
twinkle	bendu
twins	manumbutonoj
twirl	twirl
twist	tordi
twisted	tordita
twister	tordi
twit	twit
twitch	trompi
twitching	trompante
twitchy	twitchy
two	du
two step	du paŝon
twofaced	NO TRANSLATION
twofold	duoble
twosome	twosome
tycoon	magnato
tyke	tike
type	tipo
typewriter	maŝinŝipo
typhoid	tifoide
typhoon	tajfuno
typical	tipa
typically	tipe
typist	tipisto
typo	typo
typography	tipografio
tyrannical	tiranaj
tyranny	tiraneco
tyrant	tirano
tyre	pneŭo
ubiquitous	ubiquitous
ubiquity	ubieco
ugliness	feŭzeco
ugly	malbela
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcero
ulterior	ulterior
ultimate	finfina
ultimately	finfine
ultimatum	ultimatumon
ultimo	NO TRANSLATION
ultrasound	ultrasono
ultraviolet	transviola
umbilical	umbilika
umbra	umbra
umbrella	pluvombrelo
umpire	arbitraciisto
umpteen	umpteen
unabashed	senŝeligita
unabated	senŝanĝa
unable	nekapabla
unacceptable	neakceptebla
unaccompanied	senkapabla
unaccountable	nekalkulebla
unaccounted	senkonscie
unacknowledged	nekonata
unadulterated	senmulte
unaffected	ne tuŝita
unafraid	senfeliĉa
unaided	senkonsidera
unaltered	senŝanĝa
unambiguous	senambiguaj
unanimity	unuanimeco
unanimous	unuanima
unanimously	unuanime
unannounced	sen anonci
unanswered	sen respondo
unanticipated	neatendita
unappreciated	neatendita
unapproved	neprovizita
unarmed	senarmigita
unassisted	senkonscie
unassuming	senkulpa
unattached	neligita
unattainable	neatenebla
unattended	senatendita
unattractive	senatenta
unauthorized	ne rajtigita
unavailable	ne disponebla
unavoidable	neevitebla
unaware	nekonscia
unbalanced	senkonsiligita
unbearable	neeltenebla
unbeatable	neatenebla
unbeaten	neatenebla
unbecoming	nekonata
unbelief	nekredemo
unbelievable	nekredebla
unbiased	senpaga
unborn	unborn
unbound	unbound
unbounded	senbaza
unbreakable	nediskutebla
unbridled	senbrida
unbroken	senfrukta
unbutton	unbutton
uncalled	senkulpigita
uncanny	senkura
uncaring	senkulpa
uncensured	NO TRANSLATION
uncertain	necerta
uncertainty	necerteco
unchallenged	senkulpa
unchangeable	neŝanĝebla
unchanged	senŝanĝa
uncharted	senkulpa
uncherished	NO TRANSLATION
uncivilized	senviva
unclaimed	Neklamita
uncle	onklo
unclean	malpura
unclear	neklara
uncomfortable	malkomforta
uncommon	malofta
uncommonly	malofte
uncomplicated	senkomplika
uncompromising	senkompromitanta
unconcerned	nekonata
unconditional	senrezerva
unconfirmed	ne konfirmita
unconnected	nekonkonektita
unconscionable	nekonsciable
unconscious	senkonscia
unconsciousness	senkonscia
unconstitutional	nekonstitucia
unconstrained	nekonstrenita
uncontested	nekontestita
uncontrollable	incontrolable
uncontrolled	nekontrolita
unconventional	malkonsciaj
unconvinced	ne konvinkita
unconvincing	nekonvinkanta
uncooked	senkulpigita
uncooperative	senopera
uncorrelated	sen rilata
uncouth	senĉese
uncover	malkovri
uncritical	nekredema
uncut	senkulpa
undead	undead
undecided	hezitema
undefeated	nevenkita
undefined	nedifinita
undeniable	innegable
underage	maljunulo
underbelly	subite
undercover	kaŝita
undercurrent	malalta
underdog	malalta
underestimate	subtaksi
undergo	suferas
undergraduate	studento
underground	subtera
underhanded	malalta
underlay	underlay
underlie	submetas
underline	substreki
underlying	suba
undermine	subfosas
undermined	socavita
underneath	sube
underpaid	subpapo
underpants	malplenaj
underprivileged	malriĉa
underrated	submetita
underscore	substrekas
undersea	submara
undersecretary	sekretario
undersized	plejparte
understaffed	malaltigita
understand	komprenu
understandable	Komprenebla
understanding	komprenante
understatement	malaltiĝo
understood	komprenita
understudy	subulo
undertake	entrepreni
undertaker	entreprenisto
undertaking	entrepreni
undertow	entuziasmulo
underwear	vesto interno
underwood	subakvalo
underworld	submundo
underwrite	subskribita
underwriter	subskribisto
undeserved	undeserved
undesirable	indeseable
undesired	undesired
undetectable	undetectable
undetected	nekonataj
undetermined	indeterminita
undeveloped	senvoluintaj
undignified	indignita
undirected	nedirektita
undisclosed	malkaŝita
undiscovered	ne malkovrita
undisputed	nediskutebla
undisturbed	senĉese
undivided	undividita
undo	malfari
undoing	malfari
undoubted	sen dubo
undress	prirabi
undressed	prirabita
undue	senĉese
undying	maldika
unearned	maltrankviligita
unearth	eksterordinare
uneasiness	maltrankvilo
uneasy	maltrankvila
uneducated	senkuraĝa
unemployed	senlaboruloj
unemployment	senlaboreco
unencumbered	senkontentigita
unending	senfina
unequal	neegala
unequalled	senhomaj
unequivocal	senduba
unequivocally	sendube
unethical	neetika
uneven	nepara
uneventful	maltrankvila
unexpected	Neatendita
unexpectedly	neatendite
unexplainable	neklarebla
unexplained	neklarigebla
unexplored	ne esplorita
unfailing	senfina
unfair	maljusta
unfairness	maljusteco
unfaithful	malfidela
unfamiliar	nekonata
unfavorable	malfavora
unfeeling	malfeliĉa
unfettered	senfina
unfinished	nefinita
unfit	netaŭga
unflinching	malfiksante
unfold	disfaldi
unfollow	senflui
unforeseen	nevidita
unforgettable	neforgesebla
unforgivable	nepardonebla
unforgiving	sengardaj
unfortunate	malfeliĉa
unfortunately	bedaŭrinde
unfounded	senbaze
unfreeze	senkonscia
unfriendly	malfeliĉa
unfulfilled	ne plenumita
unfurnished	senmuligita
unglued	ne gluis
ungodly	malpiulo
ungrateful	nedankema
unguarded	ne protektita
unhand	NO TRANSLATION
unhappiness	malfeliĉo
unhappy	malfeliĉa
unharmed	senvunda
unhealthy	malsana
unheard	senkonsidera
unhelpful	senhelpa
unhindered	senkuraĝaj
unholy	malhumila
unhook	unhook
unicorn	unikorno
unidentified	ne identigita
unification	unuiĝo
unified	unuigita
uniform	unuforma
uniformed	unuforma
uniformity	unuformeco
uniformly	unuforme
unimaginable	imaginigebla
unimpeachable	neimpebla
unimpeached	senmakula
unimportant	tre grava
unimpressed	senpremita
unimproved	neprovizita
uninfected	neinfektitaj
uninformed	ne informita
uninhabited	senhomigita
uninitiated	senkompita
uninspired	senpaga
unintelligible	nekomprenebla
unintended	ne intencita
unintentional	neintenca
unintentionally	senintence
uninterested	neprofitema
uninteresting	neprofitema
uninterrupted	seninterrompa
uninvited	ne dezirita
union	kuniĝo
unique	unika
unisex	unisex
unison	unison
unit	unuo
unitary	unuiga
unite	kunigu
united	kunigita
unity	unueco
universal	universala
universality	universaleco
universe	universo
university	universitato
unjust	maljusta
unjustifiable	nedifigebla
unjustified	maljuste
unkind	malafabla
unknowable	nekonata
unknown	nekonata
unlawful	kontraŭleĝa
unleash	malŝalti
unlicensed	sen licenco
unlike	kontraste
unlikely	Neprobabla
unlimited	senlima
unlisted	senlistigita
unload	malŝarĝi
unloaded	malŝarĝita
unlock	malŝlosi
unlucky	malfeliĉa
unmanageable	neimagebla
unmanned	senkapabla
unmarked	nemarkita
unmarried	fraŭla
unmask	malŝlosi
unmatched	unmatched
unmistakable	nekonfuzebla
unmitigated	senmemorigita
unmoved	senmova
unnamed	sennomita
unnatural	neatura
unnecessary	nenecesa
unneeded	nekonata
unnoticed	desapercibida
unnumbered	senkalkulita
unobserved	ne respondita
unobstructed	malkonstruita
unobtrusive	malklara
unoccupied	senhomigita
unofficial	neoficiala
unopened	malfermita
unopposed	senkulpigita
unordered	senordigita
unorganised	ne organizita
unorganized	ne organizita
unorthodox	neortodoksaj
unpack	malpacki
unpaid	senpaga
unparalleled	senpazebla
unpleasant	malagrabla
unpleasantness	malagrablaĵo
unplug	malŝalti
unplugged	senplugita
unpopular	nepopulara
unprecedented	senprecedenca
unpredictable	impredecible
unprepared	senpreparata
unpretentious	senpretenca
unproductive	neproduktema
unprofessional	neprofesia
unprofitable	netaŭga
unprotected	senprotektataj
unproven	neprovizita
unprovoked	neprovokita
unpublished	inédita
unpunished	senpuna
unqualified	senkvalifikita
unquestionable	nediskutebla
unquestionably	nediskuteble
unquestioned	nediskutebla
unquote	unquote
unravel	malkaŝi
unreachable	neatenebla
unread	nelegita
unreal	nereala
unrealistic	nereala
unreasonable	senrekcia
unrecorded	nerecordita
unregistered	neregistrita
unregulated	malregula
unrelated	ne rilatigita
unrelenting	malfidinda
unreliable	nefidinda
unremarkable	neŝanĝebla
unrepentant	nerepentinda
unrequited	nerekvitita
unresolved	ne solvita
unresponsive	nerespondema
unrest	maltrankvilo
unrestrained	senĉese
unrestricted	senrestra
unromantic	neromantika
unruly	malobeema
unsafe	sekura
unsanitary	malsekaj
unsatisfactory	malkontenta
unsatisfied	malkontentaj
unsavory	senkonscia
unscathed	senkulpigita
unscheduled	senprogramita
unscientific	senkonscia
unscrew	desenroscar
unscrupulous	senkrucula
unseat	senĉese
unseen	nevidata
unselfish	senkompate
unsettled	malkontenta
unsightly	malfeliĉe
unsolicited	senkulpaj
unsolved	sen solvo
unsophisticated	nesofisticaj
unsound	nekonata
unspeakable	nedirebla
unspecified	ne specifita
unspoken	senkulpa
unstable	malstabila
unsteady	malstara
unstoppable	imparable
unsuccessful	malsukcesa
unsuitable	netaŭga
unsung	nekonata
unsupervised	sen kontrolo
unsupported	ne subtenata
unsure	nekonata
unsurpassed	sen sukceso
unsuspecting	senkonscia
unsustainable	insostenible
unsweetened	unsweetened
unsympathetic	malkontenta
untamed	untamed
untenable	insostenible
untested	senatesta
unthinkable	nepensebla
untidy	senkonscia
untie	malŝalti
untimely	sentempaj
untitled	sen titolo
untold	senkonscii
untouchable	intocable
untouched	senŝanĝa
untoward	senĉese
untraceable	neŝanĝebla
untrained	senĉese
untranslated	ne tradukita
untroubled	nekonata
untrue	malvera
untrustworthy	nefidinda
unturned	forĵetita
unused	ne uzata
unusual	nekutima
unusually	nekutime
unutterable	senutilebla
unveil	malkaŝi
unveiling	malkaŝi
unverified	nevidebla
unwanted	nedezirata
unwarranted	unwarranted
unwary	senŝanĝa
unwashed	senhakita
unwavering	senfonta
unwed	malplenigita
unwelcome	malfeliĉa
unwell	malsana
unwilling	nevola
unwillingly	senvole
unwillingness	nevoleco
unwind	malfiksi
unwise	malprudenta
unwitting	senkulpa
unwittingly	senkulpe
unworthy	malinda
unwrap	malŝpari
unwritten	neskribita
unyielding	malklara
unzip	descomprimir
upbeat	suprema
upbringing	edukado
upcoming	venonta
update	ĝisdatigo
upgrade	altgradigon
upheaval	malordo
uphill	supre
uphold	subteni
upholstery	tapiŝo
upkeep	subteni
upland	upland
uplands	uplandoj
uplift	levita
uplifting	levanta
uplink	uplink
upload	alŝuti
upper	supra
uppercut	uppercut
uppity	supre
upright	juste
uprising	ribelo
uproar	tumulto
upscale	ekstere
upset	renversita
upshot	ekstere
upstairs	supre
upstanding	supre
upstart	upstart
uptight	uptight
upward	supren
upwards	al supre
uranium	uranio
urban	urba
urchin	urĉo
urge	instigi
urgency	urĝaĵo
urgent	urĝa
urinal	urino
urinalysis	urinazo
urinate	urini
urination	urinado
urine	urino
urn	urno
usable	uzebla
usage	uzado
use	uzi
used	uzita
useful	utila
usefully	utile
usefulness	utileco
useless	senutila
user	uzanto
usher	usher
usual	kutime
usurp	usurp
usurped	usurpitaj
usury	uzuro
utensil	uzaĵo
uterus	utero
utilitarian	utilita
utility	utileco
utilization	utiligo
utilize	utiligi
utmost	maksimuma
utopian	utopian
utter	utter
utterance	parolado
utterly	tute
vacancy	libera
vacant	libera
vacate	senpagxu
vacation	ferioj
vaccination	vakcinado
vaccine	vakcino
vacuolar	vacuolar
vacuole	vacuole
vacuous	malplena
vacuum	malplena
vagabond	vagabundo
vagina	vagino
vaginal	vaginal
vagrancy	vagreno
vagrant	vaganto
vague	svaga
vagueness	vaguenco
vainly	vane
valance	vosto
vale	valo
valedictorian	valedictorian
valentine	Sanktulino
valet	servisto
valiant	valida
valid	valida
validate	validigi
validation	validigo
validity	valideco
valium	valium
valley	valo
valor	NO TRANSLATION
valuable	valora
valuables	valoroj
valuation	taksado
value	valoro
valve	valvo
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampiro
van	NO TRANSLATION
vandal	vandalo
vandalism	vandalismo
vane	vane
vanguard	avangardo
vanilla	vanilo
vanish	malaperos
vanished	malaperis
vanishing	malaperis
vanity	vanteco
vanquish	venki
vanquished	venkis
vanquishing	venkante
vantage	vantage
vapor	vaporo
vara	NO TRANSLATION
variable	variablo
variance	varianco
variation	variado
variations	variadoj
varicella	varikelo
varicose	varico
varied	diversaj
variegated	variegata
variety	vario
various	diversaj
varmint	varmint
varnish	varniŝo
varsity	Varsity
vary	varias
varying	diversaj
vascular	vascular
vase	vazo
vasectomy	vasectomio
vassal	vasallo
vast	vasta
vat	vat
vaudeville	vaudeville
vault	volbo
vaulted	kronita
vaulting	volbo
veal	vekalo
vector	vektoro
veer	veer
vega	vega
vegan	vegano
vegetable	legomo
vegetarian	vegetara
vegetarianism	vegetarianismo
vegetation	vegetaĵaro
vegetative	vegetativa
veggie	veggie
vehement	vehemente
vehicle	veturilo
veil	vualo
veiled	vualita
vein	vejno
veined	vejnita
vellum	vejlo
velocity	rapido
velour	velor
velvet	veluro
velvety	malvarmeta
vena	venaĵo
vendetta	vendetta
vending	vendanta
vendor	vendisto
veneer	kudro
venerable	respektinda
veneration	venerado
venereal	venerala
venetian	venetiano
vengeance	venĝo
vengeful	venĝema
venison	ĉasisto
venom	veneno
venomous	venomaj
venous	venosa
vent	vent
ventilation	ventilado
ventilator	ventolilo
venting	venting
ventricle	ventrículo
ventricular	ventricula
ventriloquist	ventriloquisto
venture	aventuro
venue	ejo
veracity	vereco
veranda	veranda
verb	verbo
verbal	parola
verbatim	vorte
verbiage	verbaĝo
verbose	verbose
verbosity	verbosidad
verdant	verda
verdict	verdikto
verge	rando
verification	konfirmo
verified	kontrolita
verify	kontroli
verily	vere
veritable	Vera
vermin	mino
vermouth	vermo
vernacular	regiona
vernal	verna
