Word	ta
sermon	பிரசங்கம்
serpent	பாம்பு
serpentine	நெளிந்திருப்பதன்
serrated	ரம்பம்
serum	சீரம்
servant	வேலைக்காரன்
serve	பணியாற்ற
server	சர்வர்
service	சேவை
serviceable	ஒத்தாசையாயுள்ள
servile	கொத்தடிமை
servitude	அடிமைப்பணி
sesame	எள்
sess	NO TRANSLATION
session	அமர்வு
sessions	அமர்வுகள்
set	தொகுப்பு
setback	பின்னடைவு
sett	NO TRANSLATION
setter	செட்டர்
settle	குடியேற
settled	தீர்வு
settlement	தீர்வு
settler	குடியேற்றக்காரர்
settlor	settlor
setup	அமைப்பு
seven	ஏழு
seventeen	பதினேழு
seventh	ஏழாம்
seventy	எழுபது
sever	துண்டிக்க
severable	severable
severally	ஆகியவைத்
severance	பணிநீக்க
severe	கடுமையான
severely	கடுமையாக
severity	தீவிரத்தை
sew	தை
sewage	கழிவுநீர்
sewer	பாதாள சாக்கடை
sewerage	கழிவுநீர்
sewing	தையல்
sex	செக்ஸ்
sexist	ஆபாச
sexual	பாலியல்
sexuality	பாலியல்
sexy	கவர்ச்சியாக
shabby	அவலட்சணமான
shack	குடிசையில்
shackle	விலங்காக
shade	நிழல்
shades	நிழல்கள்
shading	நிழல்
shadow	நிழல்
shadowy	நிழல்
shady	நிழலான
shaft	தண்டு
shag	புணர்தல்
shaggy	கரடுமுரடான
shake	குலுக்கி
shakedown	உலுக்கியதை
shaken	கலங்கியது
shaker	குலுக்கி
shaking	குலுக்க
shaky	தடுமாற்றத்தை
shall	பேசலாம்
shallow	ஆழமற்ற
shallows	ஆழமற்ற
sham	போலி
shaman	மத குருவாகவும்
shambles	குப்பையாக
shame	அவமானம்
shamed	வெட்கித்
shameful	வெட்கக்கேடான
shameless	வெட்கமின்றி
shampoo	ஷாம்பு
shanghai	ஷாங்காய்
shank	அற்ற
shanty	குடிசை
shape	வடிவம்
shapely	வடிவுடையதாக
shard	சில்லை
share	பகிர்
shareholder	பங்குதாரர்
sharing	பகிர்ந்து
shark	சுறா
sharp	கூர்மையான
sharpen	கூர்மைப்படுத்துங்கள்
sharpened	கூரான
sharpener	கூர்மையாக்கும்
sharpness	ஓங்கியிருக்கும்
sharpshooter	ஷார்ப்ஷூட்டரை
shatter	நொறுக்கு
shattered	சிதைந்த
shattering	சிதறடித்தார்
shave	ஷேவ்
shaver	ஷேவர்
shaving	ஷேவிங்
shawl	சால்வை
sheaf	ஏடுகள் சிலவற்றை
shear	வெட்டு
shears	கத்தரிகள்
sheath	உறை
sheathing	sheathing
shed	சிந்திய
sheen	ஷீன்
sheep	ஆடுகள்
sheepdog	ஷீப்டாக்
sheepish	செம்மறியாடு
sheer	வெளிப்படையான
sheet	தாள்
sheik	ஷேக்
shelf	அலமாரியில்
shell	ஷெல்
shellfish	மட்டி
shelling	ஷெல்
shelter	தங்குமிடம்
sheltered	அடைக்கலம்
shelters	முகாம்களில்
shelved	கிடப்பில்
shepherd	மேய்க்கும்
sherbet	பானங்கள்
sheriff	ஷெரிப்
sherry	ச்செரிக்கு
shield	கவசம்
shift	மாற்றம்
shifting	மாற்றம்
shifty	நேர்மையற்ற
shilling	ஷில்லிங்க்
shimmer	பளபளப்பு
shimmering	மின்னும்
shimmy	உந்து வண்டிகளில் முன் சக்கரங்களில் அசைவாட்டம்
shin	தாடை
shindig	shindig ஒரு
shine	பிரகாசம்
shiner	ஷைனர்
shingle	கூழாங்கல்
shining	பிரகாசிக்கும்
shiny	பளபளப்பான
ship	கப்பல்
shipment	கப்பலில்
shipping	கப்பல்
shipshape	ஒழுங்கான
shipwreck	கப்பல் விபத்தில்
shipyard	கப்பல்துறைமுகத்தையும்
shire	Shire
shirt	சட்டை
shit	மலம்
shitday	NO TRANSLATION
shitfaced	போதையான
shithead	ஷிட்ஹெட்
shitless	shitless
shitload	அதற்காக நமக்கு பல்மடங்கு
shittest	NO TRANSLATION
shitty	கேவலமானவள்
shiver	தூண்டல்
shivering	நடுக்கம்
shoals	திரள்கள்
shock	அதிர்ச்சி
shocked	அதிர்ச்சி
shocker	அதிர்ச்சி
shocking	அதிர்ச்சி
shockingly	அதிர்ச்சியளிக்கக்கூடிய
shoddy	சொதப்பலாக
shoe	ஷூ
shoelace	Shoelace
shoemaker	செருப்புத்
shoes	காலணிகள்
shoeshine	நிற்றல்
shook	குலுக்கியது
shoot	சுட
shooter	சுடும்
shooting	படப்பிடிப்பு
shootout	ஷூட்அவுட்
shop	கடை
shopkeeper	கடைக்காரர்
shoplifter	கடைத் திருடர்களில்
shoplifting	கடை திருட்டு
shopper	நுகர்வோருக்கு
shopping	கடையில் பொருட்கள் வாங்குதல்
shore	கரையில்
shoreline	கடற்கரையை
shorn	அபிகரிக்கப்பட்ட
short	குறுகிய
short story	சிறு கதை
shortage	பற்றாக்குறை
shortcake	சிறிய கேக்
shortcoming	குறைபாடு
shortcut	குறுக்குவழி
shorten	சுருக்கவும்
shortening	குறுக்கல்
shorthand	சுருக்கெழுத்து
shortly	விரைவில்
shortness	திணறல்
shorts	ஷார்ட்ஸ்
shortstop	shortstop
shortwave	சிற்றலைகளை
shot	ஷாட்
shotgun	பலவந்தமான
shoulder	தோள்பட்டை
shout	சத்தம்
shove	ஆர்ப்பரிப்பு
shovel	மண்வாரி
shoveling	தோண்டியெடுப்பு
show	நிகழ்ச்சி
showbiz	திரைத்துறையில்
showboat	Showboat
showcase	காட்சி
showdown	மோதல்
shower	மழை
showgirl	கவர்ச்சி நடன மங்கை
showing	காண்பிக்கப்படுகிறது
showoff	ShowOff
showroom	ஷோரூம்
showy	பகட்டான
shrapnel	உலோகத்துண்டு
shred	துளியேனும்
shrew	சண்டைக்காரி
shrewd	விவேகமுள்ள
