Word	da
transponder	transponder
transport	transportere
transportation	transport
transporter	transportør
transpose	omsætte
transposition	gennemførelse
transsexual	transseksuel
transverse	tværgående
transvestite	transvestit
trap	fælde
trapdoor	faldlem
trapeze	trapez
trapped	fanget
trapper	pelsjæger
trapping	fældefangst
trappings	staffage
traps	fælder
trash	affald
trashy	trashy
trauma	trauma
traumatic	traumatisk
travail	NO TRANSLATION
travel	rejse
traveler	rejsende
traveling	rejsende
traverse	krydse
travesty	parodi
trawl	trawl
trawler	trawler
tray	bakke
treacherous	forræderiske
treachery	forræderi
tread	slidbane
treadmill	løbebånd
treason	forræderi
treasure	skat
treasured	skattede
treasurer	kasserer
treasures	skatte
treasury	statskassen
treat	behandle
treatable	behandles
treatise	afhandling
treatment	behandling
treaty	traktat
treble	diskant
tree	træ
trees	træer
trek	trek
trellis	espalier
tremble	skælve
trembling	rysten
tremendous	enorm
tremendously	uhyre
tremor	rysten
trench	skyttegrav
trend	trend
trending	tendenser
trendy	smarte
trepidation	bæven
trespass	ulovlig indtrængen
triad	triade
triage	triage
trial	forsøg
triangle	trekant
triangular	trekantede
triangulate	triangulere
triathlon	triathlon
tribal	tribal
tribe	stamme
tribulation	trængsel
tribunal	domstol
tribune	tribune
tributary	biflod
tribute	hyldest
trick	trick
trickery	svindel
trickle	sive
trickster	trickster
tricky	tricky
tricycle	trehjulet cykel
trident	trefork
trifle	bagatel
trifling	ubetydelig
trig	trig
trigger	udløser
trigonometry	trigonometri
trillion	billioner
trilogy	trilogi
trim	trimme
trimester	trimester
trimmer	trimmer
trimming	trimning
trine	trine
trinity	treenighed
trinket	nipsting
trio	trio
trip	rejse
tripartite	tredelte
tripe	kallun
triple	triple
triplet	triplet
triplicate	tre eksemplarer
tripod	stativ
tripping	tripping
trite	banal
tritium	tritium
triumph	triumf
triumphant	Triumferende
trivia	trivia
trivial	trivielt
troll	trold
trolley	trolley
trombone	trombone
troop	troop
trooper	soldat
troops	tropper
trophy	trofæ
tropic	trope
tropical	tropisk
tropics	troperne
trot	trav
trouble	problemer
troubled	urolige
troublemaker	ballademager
troubles	urolighederne
troublesome	generende
trough	trug
troupe	trup
trousers	bukser
trout	ørred
trowel	murske
truce	våbenstilstand
truck	lastbil
trucker	trucker
truckload	vognlæs
truculent	stridslysten
true	RIGTIGT
truelove	ægte kærlighed
truffle	trøffel
truism	floskel
trump	trumf
trumpet	trompet
trumpeter	trompetist
truncate	afkorte
truncated	trunkeret
trundle	trille
trunk	bagagerum
truss	truss
trust	tillid
trustee	administrator
trusting	tillidsfuld
trustworthy	troværdig
trusty	trofaste
truth	sandhed
truthful	sandfærdig
truthfulness	sandfærdighed
try	prøve
tryout	PRØVEKOPIER
tryouts	tryouts
tsunami	tsunamien
tub	badekar
tuba	tuba
tubby	tubby
tube	rør
tuberculosis	tuberkulose
tubing	slange
tubular	rørformede
tubule	tubulus
tuck	guf
tucker	tucker
tuesday	tirsdag
tufted	tuftede
tug	slæbebåd
tugboat	bugserbåd
tuition	undervisning
tulip	tulipan
tumble	tumle
tumbler	NO TRANSLATION
tumbleweed	Tumbleweed
tummy	mave
tumor	svulst
tumour	svulst
tumult	tumult
tumultuous	omtumlet
tun	NO TRANSLATION
tuna	tunfisk
tunable	justerbar
tune	tune
tunic	tunika
tuning	tuning
tunnel	tunnel
turban	turban
turbidity	turbiditet
turbine	turbine
turbo	turbo
turbulence	turbulens
turbulent	turbulent
turd	skiderik
turf	græstørv
turkey	Kalkun
turmeric	gurkemeje
turmoil	oprør
turn	tur
turnaround	Vend om
turned	vendt
turning	dreje
turnip	majroe
turnkey	nøglefærdige
turnoff	NO TRANSLATION
turnout	viser sig
turnover	omsætning
turnpike	landevejen
turntable	pladespiller
turpentine	terpentin
turquoise	turkis
turret	tårn
turtle	skildpadde
turtleneck	turtleneck
tussle	slagsmål
tutelage	formynderskab
tutor	vejleder
tutoring	vejledning
tutu	tutu
tux	tux
tuxedo	smoking
tv	fjernsyn
twain	twain
twat	twat
twats	twats
tweak	nappe
tweed	tweed
tweet	tweet
tweezers	pincet
twelfth	tolvte
twelve	tolv
twentieth	tyvende
twenty	tyve
twerp	twerp
twig	Kvist
twilight	tusmørke
twill	twill
twin	tvilling
twine	sejlgarn
twinge	jag
twinkle	twinkle
twins	tvillinger
twirl	snurre rundt
twist	vride
twisted	snoet
twister	twister
twit	skvat
twitch	ryk
twitching	trækninger
twitchy	jerntæppets
two	to
two step	to trin
twofaced	NO TRANSLATION
twofold	dobbelt
twosome	twosome
tycoon	tycoon
tyke	tyke
type	type
typewriter	skrivemaskine
typhoid	tyfus
typhoon	tyfon
typical	typisk
typically	typisk
typist	maskinskriver
typo	tastefejl
typography	typografi
tyrannical	tyranniske
tyranny	tyranni
tyrant	tyran
tyre	dæk
ubiquitous	allestedsnærværende
ubiquity	allestedsnærværelse
ugliness	grimhed
ugly	grim
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	mavesår
ulterior	skjulte
ultimate	ultimative
ultimately	ultimativt
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultralyd
ultraviolet	ultraviolet
umbilical	navlestreng
umbra	umbra
umbrella	paraply
umpire	opmand
umpteen	umpteen
unabashed	skamløs
unabated	uformindsket styrke
unable	ude af stand
unacceptable	uacceptabel
unaccompanied	uledsaget
unaccountable	uforklarlig
unaccounted	rede
unacknowledged	uerkendt
unadulterated	uforfalsket
unaffected	upåvirket
unafraid	bange
unaided	uden hjælp
unaltered	uændret
unambiguous	entydig
unanimity	enstemmighed
unanimous	enstemmig
unanimously	enstemmigt
unannounced	uanmeldt
unanswered	ubesvaret
unanticipated	uventede
unappreciated	unappreciated
unapproved	ikke-godkendt
unarmed	ubevæbnet
unassisted	uden hjælp
unassuming	fordringsløs
unattached	løstliggende
unattainable	Uopnålig
unattended	uden opsyn
unattractive	uinteressante
unauthorized	uberettiget
unavailable	utilgængelig
unavoidable	uundgåelig
unaware	uvidende
unbalanced	ubalanceret
unbearable	uudholdelig
unbeatable	uovervindelig
unbeaten	ubesejret
unbecoming	uklædelig
unbelief	vantro
unbelievable	utrolig
unbiased	fordomsfri
unborn	ufødte
unbound	ubundet
unbounded	ubegrænsede
unbreakable	ubrydelig
unbridled	utøjlede
unbroken	ubrudt
unbutton	knappe
uncalled	malplaceret
uncanny	uhyggelig
uncaring	ufølsom
uncensured	NO TRANSLATION
uncertain	usikker
uncertainty	usikkerhed
unchallenged	uantastet
unchangeable	uforanderlig
unchanged	uændret
uncharted	Uncharted
uncherished	NO TRANSLATION
uncivilized	uciviliserede
unclaimed	uafhentede
uncle	onkel
unclean	urene
unclear	uklar
uncomfortable	ubehageligt
uncommon	ualmindelig
uncommonly	ualmindelig
uncomplicated	ukompliceret
uncompromising	kompromisløs
unconcerned	ubekymret
unconditional	ubetinget
unconfirmed	ubekræftet
unconnected	usammenhængende
unconscionable	samvittighedsløse
unconscious	bevidstløs
unconsciousness	bevidstløshed
unconstitutional	forfatningsstridig
unconstrained	uhindret
uncontested	ubestridte
uncontrollable	ustyrlig
uncontrolled	ukontrolleret
unconventional	ukonventionelle
unconvinced	ikke overbevist
unconvincing	overbevisende
uncooked	ubehandlede
uncooperative	usamarbejdsvillig
uncorrelated	ukorrelerede
uncouth	uncouth
uncover	afdække
uncritical	ukritisk
uncut	uncut
undead	udøde
undecided	uafklaret
undefeated	ubesejret
undefined	undefined
undeniable	ubestridelig
underage	mindreårig
underbelly	underbelly
undercover	undercover
undercurrent	understrøm
underdog	underdog
underestimate	undervurdere
undergo	gennemgå
undergraduate	bachelor
underground	underjordisk
underhanded	underhanded
underlay	underlag
underlie	ligge til grund
underline	understrege
underlying	underliggende
undermine	underminere
undermined	undermineret
underneath	under
underpaid	underbetalt
underpants	underbukser
underprivileged	underprivilegerede
underrated	undervurderet
underscore	understregning
undersea	undersøiske
undersecretary	understatssekretær
undersized	undermålere
understaffed	underbemandet
understand	forstå
understandable	forståelig
understanding	forståelse
understatement	underdrivelse
understood	forstået
understudy	dubleant
undertake	foretage
undertaker	bedemand
undertaking	tilsagn
undertow	understrøm
underwear	undertøj
underwood	underwood
underworld	underverden
underwrite	garantere
underwriter	underskriver
undeserved	ufortjent
undesirable	uønsket
undesired	uønsket
undetectable	målbart
undetected	uopdaget
undetermined	ubestemt
undeveloped	uudviklet
undignified	uværdige
undirected	ikke-orienteret
undisclosed	frigivet
undiscovered	uopdaget
undisputed	ubestridt
undisturbed	uforstyrret
undivided	udelt
undo	fortryde
undoing	fortryde
undoubted	ubestridelig
undress	klæde
undressed	afklædt
undue	unødig
undying	udødelige
unearned	ufortjent
unearth	grave
uneasiness	uro
uneasy	urolig
uneducated	uuddannet
unemployed	arbejdsløs
unemployment	arbejdsløshed
unencumbered	ubehæftet
unending	uendelig
unequal	ulige
unequalled	sidestykke
unequivocal	utvetydige
unequivocally	utvetydigt
unethical	uetisk
uneven	ujævn
uneventful	begivenhedsløs
unexpected	uventet
unexpectedly	uventet
unexplainable	uforklarlige
unexplained	uforklarlig
unexplored	uudforsket
unfailing	ufejlbarlig
unfair	urimelig
unfairness	urimelighed
unfaithful	utro
unfamiliar	ukendt
unfavorable	ugunstige
unfeeling	ufølsom
unfettered	uhæmmet
unfinished	ufærdige
unfit	uegnet
unflinching	ubøjelig
unfold	udfolde
unfollow	unfollow
unforeseen	uforudset
unforgettable	uforglemmelig
unforgivable	utilgivelig
unforgiving	nådesløs
unfortunate	uheldig
unfortunately	desværre
unfounded	ubegrundet
unfreeze	optø
unfriendly	uvenlig
unfulfilled	uopfyldte
unfurnished	umøbleret
unglued	unglued
ungodly	ugudelige
ungrateful	utaknemmelig
unguarded	ubevogtet
unhand	NO TRANSLATION
unhappiness	ulykkelighed
unhappy	ulykkelig
unharmed	uskadt
unhealthy	usund
unheard	uhørt
unhelpful	uhensigtsmæssigt
unhindered	uhindret
unholy	uhellig
unhook	krogen
unicorn	enhjørning
unidentified	uidentificeret
unification	forening
unified	forenet
uniform	uniform
uniformed	uniformeret
uniformity	ensartethed
uniformly	ensartet
unimaginable	utænkelig
unimpeachable	uangribelig
unimpeached	unimpeached
unimportant	uvæsentlig
unimpressed	uimponeret
unimproved	uforbedrede
uninfected	inficerede
uninformed	uvidende
uninhabited	ubeboet
uninitiated	uindviede
uninspired	uinspirerede
unintelligible	uforståelig
unintended	utilsigtet
unintentional	uforsætlig
unintentionally	utilsigtet
uninterested	uinteresseret
uninteresting	uinteressant
uninterrupted	uafbrudt
uninvited	ubudne
union	Union
unique	enestående
unisex	unisex
unison	kor
unit	enhed
unitary	ét stykke
unite	forene
united	forenet
unity	enhed
universal	universel
universality	universalitet
universe	univers
university	universitet
unjust	uretfærdig
unjustifiable	uberettiget
unjustified	ubegrundet
unkind	uvenlig
unknowable	uerkendelig
unknown	ukendt
unlawful	ulovlig
unleash	frigøre
unlicensed	uden licens
unlike	I modsætning til
unlikely	usandsynlig
unlimited	ubegrænset
unlisted	unoterede
unload	losse
unloaded	losset
unlock	låse op
unlucky	uheldig
unmanageable	uoverskuelig
unmanned	ubemandet
unmarked	umærket
unmarried	ugift
unmask	demaskere
unmatched	uovertruffen
unmistakable	umiskendelig
unmitigated	ubetinget
unmoved	uberørt
unnamed	unavngiven
unnatural	unaturlig
unnecessary	unødvendig
unneeded	overflødige
unnoticed	ubemærket
unnumbered	unummererede
unobserved	ubemærket
unobstructed	uhindret
unobtrusive	diskret
unoccupied	ubesatte
unofficial	uofficiel
unopened	uåbnet
unopposed	enstemmigt
unordered	uordnet
unorganised	uorganiserede
unorganized	uorganiserede
unorthodox	uortodokse
unpack	pakker ud
unpaid	ubetalt
unparalleled	uden sidestykke
unpleasant	ubehagelig
unpleasantness	ubehageligheder
unplug	tag
unplugged	unplugged
unpopular	upopulær
unprecedented	uden fortilfælde
unpredictable	uforudsigelig
unprepared	uforberedt
unpretentious	uhøjtidelig
unproductive	uproduktive
unprofessional	uprofessionel
unprofitable	urentable
unprotected	ubeskyttede
unproven	uprøvede
unprovoked	uprovokeret
unpublished	upubliceret
unpunished	ustraffede
unqualified	ukvalificeret
unquestionable	ubestridelige
unquestionably	utvivlsomt
unquestioned	ubestridt
unquote	citat slut
unravel	trævle
unreachable	utilgængelig
unread	ulæst
unreal	uvirkelig
unrealistic	urealistisk
unreasonable	urimelig
unrecorded	uindspillede
unregistered	uregistrerede
unregulated	ureguleret
unrelated	ingen forbindelse
unrelenting	vedholdende
unreliable	upålidelige
unremarkable	upåfaldende
unrepentant	uforbederlig
unrequited	ulykkelig
unresolved	uløst
unresponsive	reagerer ikke
unrest	uro
unrestrained	uhæmmet
unrestricted	ubegrænset
unromantic	uromantisk
unruly	uregerlig
unsafe	usikre
unsanitary	uhygiejniske
unsatisfactory	utilfredsstillende
unsatisfied	utilfreds
unsavory	usmagelig
unscathed	uskadt
unscheduled	uplanlagt
unscientific	uvidenskabelig
unscrew	skru
unscrupulous	skrupelløs
unseat	afsætte
unseen	uset
unselfish	uselvisk
unsettled	uafviklede
unsightly	uskøn
unsolicited	uopfordret
unsolved	uløst
unsophisticated	usofistikerede
unsound	usund
unspeakable	ubeskrivelige
unspecified	uspecificeret
unspoken	uudtalt
unstable	ustabil
unsteady	ustadig
unstoppable	ustoppelig
unsuccessful	mislykket
unsuitable	uegnet
unsung	ubesungne
unsupervised	opsyn
unsupported	ikke-understøttet
unsure	usikker
unsurpassed	uovertruffen
unsuspecting	intetanende
unsustainable	uholdbar
unsweetened	usødet
unsympathetic	usympatisk
untamed	utæmmet
untenable	uholdbar
untested	uafprøvede
unthinkable	utænkelig
untidy	sjusket
untie	løsne
untimely	utidig
untitled	untitled
untold	ufortalt
untouchable	urørlige
untouched	uberørt
untoward	genstridige
untraceable	usporlige
untrained	utrænede
untranslated	uoversatte
untroubled	uforstyrrethed
untrue	usandt
untrustworthy	utroværdig
unturned	unturned
unused	ubrugt
unusual	usædvanlig
unusually	usædvanligt
unutterable	usigelig
unveil	afsløre
unveiling	afsløringen
unverified	ubekræftede
unwanted	uønsket
unwarranted	uberettiget
unwary	uforsigtige
unwashed	uvaskede
unwavering	urokkelige
unwed	ugifte
unwelcome	uvelkomne
unwell	utilpas
unwilling	uvillige
unwillingly	uvilligt
unwillingness	uvilje
unwind	slappe af
unwise	uklogt
unwitting	uafvidende
unwittingly	uforvarende
unworthy	uværdig
unwrap	pak
unwritten	uskrevet
unyielding	ubøjelige
unzip	unzip
upbeat	optimistisk
upbringing	opdragelse
upcoming	kommende
update	opdatering
upgrade	opgradering
upheaval	omvæltning
uphill	op ad bakke
uphold	opretholde
upholstery	polstring
upkeep	vedligeholdelse
upland	højlandet
uplands	højland
uplift	hævning
uplifting	opløftende
uplink	uplink
upload	upload
upper	øverst
uppercut	uppercut
uppity	hovskisnovski
upright	oprejst
uprising	opstand
uproar	tumult
upscale	opskalere
upset	ked
upshot	Resultatet
upstairs	ovenpå
upstanding	opretstående
upstart	opkomling
uptight	nervøs
upward	opad
upwards	opad
uranium	uran
urban	by-
urchin	urchin
urge	trang til
urgency	haster
urgent	presserende
urinal	urinal
urinalysis	urinanalyse
urinate	urinere
urination	vandladning
urine	urin
urn	urne
usable	brugbar
usage	forbrug
use	brug
used	Brugt
useful	nyttig
usefully	med fordel
usefulness	anvendelighed
useless	ubrugelig
user	bruger
usher	indvarsle
usual	sædvanlig
usurp	tilrane
usurped	tilranet
usury	åger
utensil	redskab
uterus	livmoder
utilitarian	utilitaristisk
utility	nytte
utilization	udnyttelse
utilize	udnytte
utmost	yderste
utopian	utopisk
utter	fremsige
utterance	ytring
utterly	aldeles
vacancy	ledig stilling
vacant	ledig
vacate	fraflytte
vacation	ferie
vaccination	vaccination
vaccine	vaccine
vacuolar	vacuolær
vacuole	vakuole
vacuous	intetsigende
vacuum	vakuum
vagabond	Vagabond
vagina	vagina
vaginal	vaginale
vagrancy	vagrancy
vagrant	vagabond
vague	vag
vagueness	vage
vainly	forgæves
valance	Valance
vale	vale
valedictorian	afgangselev
valentine	valentinsdag
valet	kammertjener
valiant	tapper
valid	gyldig
validate	validere
validation	validering
validity	gyldighed
valium	valium
valley	dal
valor	NO TRANSLATION
valuable	værdifuld
valuables	værdigenstande
valuation	vurdering
value	værdi
valve	ventil
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampyr
van	NO TRANSLATION
vandal	vandal
vandalism	vandalisme
vane	vinge
vanguard	fortrop
vanilla	vanilje
vanish	forsvinde
vanished	forsvundet
vanishing	forsvindende
vanity	forfængelighed
vanquish	besejre
vanquished	besejrede
vanquishing	vanquishing
vantage	udsigtspunkt
vapor	damp
vara	NO TRANSLATION
variable	variabel
variance	varians
variation	variation
variations	variationer
varicella	varicella
varicose	åreknuder
varied	varieret
variegated	brogede
variety	bred vifte
various	forskellige
varmint	varmint
varnish	lak
varsity	varsity
vary	variere
varying	varierende
vascular	vaskulær
vase	vase
vasectomy	vasektomi
vassal	vasal
vast	langt
vat	moms
vaudeville	vaudeville
vault	hvælving
vaulted	hvælvede
vaulting	vaulting
veal	kalvekød
vector	vektor
veer	Veer
vega	vega
vegan	veganer
vegetable	grøntsag
vegetarian	vegetarisk
vegetarianism	vegetarisme
vegetation	vegetation
vegetative	vegetativ
veggie	veggie
vehement	heftige
vehicle	køretøj
veil	slør
veiled	tilsløret
vein	vene
veined	skimmeldannelse
vellum	vellum
velocity	hastighed
velour	velour
velvet	fløjl
velvety	fløjlsagtig
vena	vena
vendetta	hævn
vending	automater
vendor	sælger
veneer	finer
venerable	ærværdige
veneration	veneration
venereal	kønssygdom
venetian	venetianske
vengeance	hævn
vengeful	hævngerrig
venison	vildt kød
venom	venom
venomous	giftig
venous	venøs
