Word	ku
spider	pîrê
spiders	spî
spiffy	spily
spigot	spigot
spike	spike
spiked	xist
spiky	spiky
spill	rijandin
spillin	NO TRANSLATION
spin	hûnîn
spinach	îspenax
spinal	spinal
spindle	spindle
spine	movik
spineless	bêhêz
spinner	spinner
spinning	qirikê
spinster	spinster
spiny	spî
spiral	lihevgerya
spire	spire
spirit	rewş
spirited	spirît
spirits	ruhên
spiritual	fikrî
spirituality	ruhanî
spit	tûkirin
spite	vekin
spiteful	direş
spitfire	spitfire
spittoon	spittoon
splash	derzşkirin
splat	parçe
splatter	perçe
spleen	telaq
splendid	birqok
splendor	şêrîn
splice	perçe
spline	xistin
splint	hesinê tirênê
splinter	kûrtal
split	qelişandin
splitting	parçe
splurge	perçe
spoil	delalîkirin
spoiler	xistin
spoiling	şaş
spoils	çêdike
spoke	axivî
spoken	axaftin
spokesman	berdevkê
spokesperson	berdevkê
sponge	singer
spongy	spongy
sponsor	alîkar
sponsorship	sponsor
spontaneity	neheqiyê
spontaneous	bixwe
spoof	şewitandin
spook	xistin
spooky	xerîb
spool	spool
spoon	kevçî
spoonful	spoonful
sporadic	hemane
spore	qirêj
sport	sîpor
sporting	sporê
sports	sporê
sports car	otomobîlan
sportsman	bedenparêz
sportsmanship	sîporî
sportswriter	sporê
sporty	sîporî
spot	leke
spotless	bêleke
spotlight	balkêş
spotted	xuya kirin
spotter	xerîb
spotty	lekyî
spousal	kişandin
spouse	jin
spout	bifikirin
sprain	velistî
sprawl	çûk
spray	pejiqandin
spread	belakirin
spreader	belavkirin
spree	dilsoz
spring	bihar
springtime	zivistanê
sprinkle	pijiqandin
sprinkler	veşartî
sprinkling	veşartin
sprint	sprint
sprite	sprite
sprout	bifikirin
spruce	spruce
spud	spud
spunk	qirêj
spunky	spunky
spur	spur
spurious	bêhtir
spurred	xistin
spurt	lez
spy	xefî
squabble	xemgîn
squad	çûne
squadron	hêz
squall	tîrêj
squamous	xemgîn
squander	dorpêç
square	meydan
squash	avêtin
squat	dorpêç
squatter	çêdike
squaw	tîrêj
squawk	dorpêç
squeak	qirçîn
squeaky	xwar
squeal	salkal
squealer	squealer
squeamish	şaş
squeeze	pêlêkirin
squeezing	derxistin
squelch	dorpêç
squid	masî mirekeb
squint	çêdibe
squire	tîrêj
squirm	çêdike
squirrel	sihorîk
squirt	xemgîn
squish	veşartin
squishy	xemgîn
stab	têrekirin
stabbed	veşartin
stability	nehejî
stabilize	zexmkirin
stabilizer	stabilizer
stable	stewr
staccato	staccato
stack	lod
stadium	stadyom
staff	darik
stag	stag
stage	şanocî
stagecoach	stagecoach
stagehand	asteng
stagger	lerzîn
staggering	xemgîniyê
stagnant	sekinî
stagnation	stagnation
staid	stêdan
stain	leke
stained	dirûşm
stainless	stenbolê
stair	stir
staircase	kevir
stairs	pêlik
stairway	stairway
stairwell	stairwell
stake	parçeyek
stakeout	tevlihev
stale	stale
stalemate	stalemate
stalk	stalk
stalker	stalker
stall	axûr
stallion	stallion
stalls	stols
stalwart	stalwart
stamina	berxwedanî
stamp	mor
stampede	stampede
stance	helwesta
stand	serpêsekinîn
standard	wek herdem
standardize	yekkirin
standardized	standardîzekirin
standby	amade be
standing	rawesta
standoff	rawestandin
standpoint	nîqaş
standstill	pêdivî ye
standup	rabe
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	stêrk
star fruit	stêr xist
starboard	pêşîya gemîyê
starch	qawet
stardom	stardom
stardust	stardust
stare	ziqnerrîn
starfish	avstêrk
stargazing	stargazing
staring	xerîb
stark	stark
starlet	stêr
starlight	stêr
starling	stêrîn
starry	birçîbûnê
stars	stêr
starship	stêr
start	destpêkirin
starter	starter
startle	tirsîn
startled	zû
startling	destpêkirin
starvation	ji naza mirin
starve	birçîman
starved	birçîbûnê
starving	birçîbûnê
stash	hilweşînin
stat	stat
state	rewş
stately	zû
statement	îfade
stateroom	stateroom
stateside	dewletide
statesman	dewlet
static	static
staticky	NO TRANSLATION
statics	stateyên
station	meydan
stationary	çikandî
stationery	qereqolê
statistic	statîstîk
statistical	statîstîk
statistician	statîstîstan
stator	stator
statuary	statûyê
statue	pût
statuette	statuya
stature	stêjeyê
status	cî
statute	qanûn
statutory	qanûnî
staunch	staunch
stave	stave
stay	mayin
stayaway	NO TRANSLATION
stayed	bimîne
stays	dimîne
stead	veşartin
steadfast	dilsoz
steady	berdewam dike
steak	steak
steakhouse	steakhouse
steal	dizîn
stealing	dizîn
stealth	bêdeng
stealthily	bêdeng
stealthy	bêdeng
steam	bixar
steamboat	stamboat
steamer	steamer
steaming	hilweşandin
steamroller	steamroller
steamship	hilweşandin
steamy	bixarî
steel	pola
steep	tûj
steeple	hilweşandin
steer	hefsarkirin
steering	hefsar
stellar	stellar
stem	qam
stench	stench
stencil	stencil
stenographer	stenographer
step	gav
stepdaughter	pêdivî ye
stepfather	bamarî
stepmother	dêmarî
steppe	gav
steps	gav
stepson	stepson
stereo	dûdeng
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	dorpêkirin
sterile	paqij
sterility	neheqiyê
sterilize	paqijkirin
sterling	sterling
stern	pêşî
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	stew
steward	karkerê balafirê
stewardess	karkera balafirê
stewardship	bîhnfirehiyê
stfu	stfu
stick	dar
sticker	lezaqok
sticking	veşartin
stickler	stalkar
stickup	stupup
sticky	lezeqî
stiff	hişk
stiffen	hişk
stiffness	stiffness
stifle	stifle
stifled	xistin
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	hêbirth
stillborn	zû
stillness	hebûn
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	berbiçav
stimulate	mizdan
stimulating	veguhestin
stimulation	bicankirinî
stimulus	stimulus
sting	pêvedan
stinger	stinger
stinging	sting
stingy	stingy
stink	bînbed
stinker	şaş
stinking	şikandin
stinky	hêrs
stint	stint
stipend	xistin
stipulate	derxistin
stipulation	peyda kirin
stir	lihevxistin
stirring	xistin
stitch	stitch
stitching	dirûşm
stock	embar
stockade	stûyê
stockbroker	stockbroker
stockholder	bargêrkerê
stocking	hilgirtin
stockings	gore
stockpile	hilberîn
stockroom	xanî
stocks	firotanê
stoic	stoic
stole	dizî
stolen	dizîn
stomach	made
stomachache	made êş
stomp	stomp
stomped	stomped
stone	kevir
stoned	stoned
stonewall	stonewall
stoneware	stoneware
stony	stony
stooge	stûge
stool	stool
stools	stools
stoop	vekin
stoopid	stoopid
stop	rawestan
stopover	rawestandina
stoppage	stoppage
stopper	girtok
stopping	rawestandin
stopwatch	rawestandin
storage	embarkirinî
store	dikan
storefront	dikir
storehouse	xanî
storeroom	embar
storing	digirin
storm	bahoz
storming	êrîşî
stormy	bahozane
story	Çîrok
storybook	çîrokek
storyteller	çîrokek
storytelling	çîrok
stound	avêtin
stout	stout
stove	sobe
stow	stow
stowaway	stowaway
straddle	berbiçav
straight	rast
straighten	rastkirin
straightforward	rasterast
straightway	rasterast
strain	kedxwarî
strained	tengahî
strait	deryateng
straitjacket	straitjacket
straits	straits
strand	serhildanê
stranded	şaş kirin
strange	xerîb
stranger	xerîb
strangle	xeniqandin
strangulation	hûrgelan
strap	strap
strapless	hişk
strapping	xistin
strata	strata
strategic	stratejîk
strategist	stratejîst
strategy	stratejîk
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	strate
straw	sap
strawberry	tû
stray	şaş
streak	stêrk
streaked	tûj
stream	herrok
streamer	çêdike
streaming	streaming
streamline	binivîse
street	rêgah
streetcar	trambahn
streetlight	kolanan
strength	qawet
strengthen	hêzkirin
strengthening	bihêzkirin
strenuous	zehmetker
strep	strep
stress	dûbare
stressed	xurt kirin
stresses	xurt dike
stressfree	NO TRANSLATION
stressful	zordar
stressin	NO TRANSLATION
stressing	balkêş
stressrelief	NO TRANSLATION
stretch	dirêjkirin
stretcher	sellace
stricken	zehmet
strict	zexma
stride	berbiçav
strife	tengahiyê
strike	karberdan
strikeout	grev
striker	striker
striking	balkêş
strikingly	balkêş
string	ben
strings	kevir
stringy	xurt
strip	veşartin
stripe	tîrêj
striped	pêdivî ye
stripped	veşartî
stripper	kişandin
striptease	striptease
strive	xwestin
strobe	strobe
stroke	stroke
stroll	bikişîne
stroller	stroller
strolling	çêdike
strong	qewî
stronghold	cihekî
strongly	xurt
structural	struktural
structure	awayî
strudel	strudel
struggle	şerr
strut	strut
stub	stub
stubbed	til
stubble	stalk
stubborn	hişk
stubbornness	zehmetiyê
stubby	stûby
stucco	stucco
stuck	rawestandin
stuckup	NO TRANSLATION
stud	stud stud
studded	studded
student	zankoyî
studied	xwendin
studio	studio
study	xwendina zanko
stuff	caw
stuffed animal	heywanên pijandî
stuffing	navî
stuffy	xilas
stumble	likûmîn
stump	serkor
stumped	stumped
stun	stun
stunned	veşartî
stunner	stunner
stunning	şaş
stunt	stunt
stunted	bêdeng kirin
stuntman	stuntman
stupefaction	stupefaction
stupefy	şaş
stupendous	bêdeng
stupid	balûle
stupidity	balûletî
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	xurt
sturgeon	storgeon
stutter	lalîn
sty	stî
style	awayî
styling	styl
stylish	sosyal
stylist	stylist
suave	suave
sub	sub
subatomic	subatomîk
subcommittee	subcommittee
subconscious	berbiçav
subcutaneous	berbiçav
subdivide	subdivide
subdivision	subdivision
subduction	veguherîn
subdue	berbiçav
subdued	derxistin
subdural	navendî
subito	NO TRANSLATION
subject	mijar
subjected	binçavkirin
subjection	mijara
subjective	nezerî
subjugation	şewitandin
sublet	jêrîn
sublevel	berbiçav
sublimation	sublimation
sublime	berbiçav
subliminal	subliminal
submarine	bota binavê
submerge	binavçûn
submerged	şewitandin
submersible	berbiçav
submission	binxwekirinî
submissive	gûhlê
submit	nermijîn
submitting	şandin
subordinate	binçavkirin
subordination	dabeşkirin
subplot	jêrîn
subpoena	dawetname
subscribe	beşdar bikin
subscriber	pêdivî ye
subscription	abonetî
subsequence	paşê
subsequent	lipê
subsequently	paşê
subservient	xwedan
subset	berbiçav
subside	tevlihev
subsidence	aborî
subsidiary	şîrketa girêdayî
subsidize	piştgirtin
subsidy	alî
subsist	bistîne
subsistence	xemgîniyê
subsoil	berbiçav
subspace	perçeyek
substance	navik
substandard	nerast
substantial	girîng e
substantially	girîng
substantiate	nirxandin
substantive	girîng
substation	veguhestinê
substitute	diberdasitin
substituted	veguherîn
substitution	veguherîn
substructure	avahîtiyê
subterranean	perestayî
subtext	berbiçav
subtitle	binnivîs
subtle	berbiçav
subtlety	perçeyek
subtract	jêkêmkirin
subtraction	jexistinî
subtype	celeb
suburb	bergûnd
suburban	bajêr
suburbia	suburbia
suburbs	deverên
subversion	berbiçav
subversive	veguherîn
subvert	veguherînin
subway	tirêna binerdî
succeed	serketin
succeeding	serketinê
success	serketinî
successful	serfiraz
succession	serkeftinê
successive	li pêhev
successor	karkera li pêhat
succinct	xurt
succubus	succubus
succulent	xilas
succumb	şaş
suck	mêtin
sucker	xwarin
sucking	xwarinê
suckling	xwarin
sucks	bikişîne
suction	mête
sudden	nişka
suddenly	nişkê
suds	suds
sue	dozkirin
suede	sede
suffer	êşkişîn
sufferer	cefayê
suffering	tengahiyê
suffice	nebe
sufficiency	bêhtir
sufficient	bese
sufficiently	baş
suffix	pêdivî ye
suffocate	fetisîn
suffocating	hilweşînin
suffocation	fetis
sugar	îekir
suggest	pêşniyar dikin
suggestion	pêşnîyar
suggestive	pêşniyar
suicidal	xwekujî
suicide	xwekûştinî
suicidebombing	NO TRANSLATION
suit	qat
suitable	lêtê
suitcase	bahol
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulfur
sultan	sultan
sultry	çolê
sum	giş
summarily	kurtasî
summarize	bihevrekirin
summary	berhevkirinî
summation	hevdîtinê
summer	havîn
summerhouse	kursiyê
summertime	summertime
summit	ser
summon	gazîkirin
summons	gazîname
sumo	sumo
sump	sump
sumptuous	xemgîn
sun	tav
sunbeam	sunbeam
sunburn	şewata tavê
sundae	sundae
sunday	Yekşem
sundial	sundial
sundown	şewitandin
sundry	paqij
sunflower	sunflower
sunglass	sunglass
sunglasses	sunglasses
sunk	rojav
sunken	hişk
sunless	berbiçav
sunlight	şevê
sunny	ro
sunrise	rohilatî
sunroof	sunroof
sunscreen	kêşan
sunset	roava
sunshine	tîrêja tavê
suntan	suntan
sunup	rojav
sup	sup
super	yekemxweş
superannuation	xilas
superb	şahî
superficial	astarî
superfluous	bêhtir
superhero	superhero
superhuman	dilsoz
superimposed	xurt kirin
superintendent	superintendent
superior	baştir
superiority	serketinî
superlative	superlative
superman	superman
supermarket	dikana mezin
supermodel	supermodel
supernatant	supernatant
supernatural	cewherî
supernova	supernova
superposition	xurtkirin
superpower	hêzdar
supersede	hilweşînin
superstar	superstar
superstition	reşbawerî
superstitious	reşbawer
superstore	superstore
supervise	gûhliserbûn
supervision	gûhliserî
supervisor	gûhliser
supper	şîv
suppertime	suppertime
supplant	bistînin
supple	nerm
supplement	zêdayî
supplemental	pêdivî ye
supplementary	temamî
supplication	ditirsin
supplier	şandevan
supplies	peyda kirin
supply	erzaq
support	alîkarî
supported	piştgirî kirin
supporter	piştevanîya
supporters	alîgiran
supporting	piştevanîya
supportive	piştevanîya
suppose	bawerkirin
supposed	guman
supposing	spas kirin
supposition	spas
suppress	bindestkirin
suppression	zordariyê
supremacy	serketinî
supreme	bilindtirîn
supremely	berbiçav
surcharge	pêdan
sure	emîn
surety	ewlehî
surf	surf
surface	rû
surfboard	surfboard
surfer	surfer
surge	zêdebûna
surgeon	emelîkar
surgery	emelî
surgical	emelî
surly	surly
surmise	xemgîniyê
surname	paşnav
surpassing	berbiçav
surplus	zêdeyî
surprise	nişkeşayî
surprised	şaş kirin
surprises	ecêb
surprising	nişkevaşakir
surprisingly	ecêb
surreal	surreal
surrender	teslîmkirinî
surrendering	şewitandin
surrogate	lêpirsîn
surround	dorgirtî
surrounding	derdorê
surroundings	dorhalî
surveillance	kontrol
survey	lêkolîn
surveying	lêkolîn
surveyor	surveyor
survival	jîyanî
survive	jîyan
surviving	dijîn
survivor	saxma
susceptibility	hestiyariyê
susceptible	neheq
sushi	sushi
suspect	bişik
suspected	gumanbar
suspend	dardekirin
suspended	rawestandin
suspenders	sekinandin
suspense	dexsî
suspension	dardekirinî
suspicion	şik
suspicions	gumanbaran
suspicious	nebawer
sustain	lêxwedîderketin
sustained	domdar
sustenance	dewlemendiyê
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	paqij
swagger	xerîb
swallow	nerm
swami	swami
swamp	avî
swamped	xweş kirin
swampy	şermî
swan	swan
swank	swank
swap	swap
swarm	naxir
swarming	xurt kirin
swastika	swastika
swat	swat
sway	berbiçav
swear	nifirkirin
swearing	sond bikin
sweat	xwêdan
sweater	kenze
sweating	xwarinê
sweatshirt	xwarinê
sweatshop	xwarinê
sweaty	xwarinê
sweep	maltin
sweeper	paqij
sweeping	veşartin
sweet	şêrîn
sweeten	şêrîn
sweetened	şêrîn
sweetener	şêrîn
sweetest	dilxweş
sweetheart	kêfxweş
sweetie	şîrîn
sweetness	şêrînî
sweets	şîrîn
swell	werimîn
swelling	nepixok
sweltering	şewitandin
swerve	swerve
swift	lez
swiftly	bi lez
swig	tîrêj
swill	şewitandin
swim	ajnêkirin
swimmer	swimmer
swimming	çerm
swimsuit	swimsuit
swindle	şewitandin
swindler	swindler
swine	berazan
swing	hejandin
swinger	swinger
swinging	şewitandin
swipe	şewitandin
swirl	şewitandin
swish	şewitandin
switch	gûherr
switchblade	switchblade
switchboard	switchboard
swivel	qirêj
swollen	werimî
swoon	şûn
swoop	veşartin
sword	şûr
swordfish	şûr
swordplay	şûr
swordsman	xerîb
sycamore	berbiçav
syllable	sîllable
syllabus	syllabus
symbiotic	sembiotic
symbol	nîşan
symbolic	nîşane
symbolically	sembolîk
symbolism	sembolîzma
symbolize	sembolîzmê
symmetric	symmetric
symmetrical	hevpeyman
symmetry	hevpeymaniyê
sympathetic	pêrehiskir
sympathize	pêrehiskirin
sympathy	pêrehis
symphonic	symphonic
symphony	symphony
symposium	sempozyona
symptom	xûya
symptomatic	nîşanek
synagogue	hewra
synapse	hevrêz
synaptic	synaptic
sync	sync
synchronize	synchronize
synchronous	synchronous
syncope	syncope
syndicate	hevdû
syndrome	xûya
synergistic	synergistic
synergy	hevkariyê
synod	kinîştê
synonym	navwekhev
synonymous	hevpeyman
synopsis	synopsis
synoptic	synoptîk
syntax	syntax
synthesis	peyman
synthesizer	synthesizer
synthetic	sûnî
syphilis	sifîlîs
syringe	derzî
syrup	şerbet
system	sîstem
systematic	sîstemî
systematically	sîstematîk
t-shirt	t-shirt
tab	tablo
tabasco	tabasco
tabby	tablo
tabernacle	konê
table	mêz
tableau	NO TRANSLATION
tablecloth	sifrê
tablespoon	çermê
tablet	heb
tableware	masê
tabloid	tabloid
taboo	taboo
tabular	tabul
tabulate	dagirkirin
tabulation	tabloya
tachometer	tachometer
tacit	tacit
tack	pênûs
tackle	çêdibe
tackled	têde kirin
tackling	tedbîrên
tacky	teng
taco	taco
tact	aw
tactful	bihemd
tactic	taktîk
tactical	hemdîn
tactics	hemdî
tactile	taktîk
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	tirsek
tag	tag
tail	terrî
tailed	têde
tailgate	tewra
tailings	pêkanîn
taillight	taillight
tailor	lebaskar
tailoring	xemgîniyê
tailpipe	tîrêj
taint	neheqî
take	wergirtin
takeoff	rabûn
takeout	kêşana derve
takeover	desthilatdarî
taker	xerîb
talcum	talcum
tale	gotûbêj
talent	jîrî
talented	dilxwaz
talisman	talisman
talk	axaftin
talkative	axaftin
talker	axaftin
tall	mezin
tallies	tallies
tallow	tilî
tally	tilî
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	têde
tamper	kişandin
tampon	tampon
tan	tavrengî
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	tengible
tangle	tengle
tangled	teng
tango	tango
tank	depo
tank top	top tank
tanker	tankêr
tanned	tedbîran
tantalizing	tantalîzasyonê
tantamount	xemgîn
tantrum	tantrum
taoism	taoîzmê
tap	dîk
tape	lezaq
tape measure	pîvana tape
taper	sifrê
tapering	kêmtirîn
tapestry	tepestiyê
tapeworm	tepeworm
tapioca	tapioca
taps	tûj
tar	zift
tarantula	pilindir
tardiness	xemgîniyê
tardy	tardy
target	armanc
targeted	armanc kirin
targeting	armanc
tariff	nasdanî
tarmac	tarmac
tarnish	xemgîn
tarot	tarot
tarp	NO TRANSLATION
tarry	tariyê
tart	tart
tartan	tartan
tartar	tartar
task	karî
tassel	tassel
taste	tam
tasteful	birtam
tasteless	bêtam
tasting	bîhnxweş
tasty	tamxweş
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	deq
taught	hîn kirin
taunt	xemgîniyê
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawîdiyê
tawny	tawny
tax	bac
taxed	bacê ye
taxi	texsî
taxicab	taxicab
taxonomy	bacgiriyê
taxpayer	bacê
tea	çay
teach	hînkirin
teacher	mamoste
teaching	hînkirin
teacup	teacup
teahouse	diranan
teal	teal
team	kom
teamjesus	NO TRANSLATION
teammate	televîzyonê
teamwork	komkar
teapot	teapot
tear	hêsir
tearful	tirsnak
tearsofjoy	NO TRANSLATION
teary	teor
tease	tewzpêkirin
teaser	teaser
teasing	teze
teaspoon	xwarinê
teat	gûhan
teatime	teatime
tech	tech
technical	teknîkî
technicality	awaşaşî
technician	teknîker
technique	teknîk
techno	teknîkî
technological	teknîkî
technology	teknolocî
ted	tedbîran
teddy bear	pê kêfê bikin
tedious	hişk
tedium	tedium
tee	tee
teeming	teşwîq
teen	ciwan
teenage	ciwan
teenager	ciwan
teens	ciwan
teensy	teensy
teeny	ciwan
teeth	diranan
teething	teze
teflon	teflon
telegram	têlxiram
telegraph	têlxiraf
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathîk
telepathy	telepathy
telephone	telefûn
telescope	lûla dûrdîtinê
telescopic	telescopîk
telethon	telethon
teletype	teletype
televised	televîzyonê
television	televîzyon
tell	gotin
teller	axaftinê
telling	bêje
telltale	bêje
temp	temp
temper	bitrî
tempera	nefret
temperament	dilsoz
temperamental	kêfgûherr
temperance	tewrê
temperate	xweş
temperature	germî
tempered	xweş
tempest	tengahî
template	Şablon
temple	olxane
tempo	NO TRANSLATION
temporal	demjimêr
temporarily	demjimêr
temporary	derbasî
tempt	cerribandin
temptation	dilbijînî
tempting	dilkêş
temptress	temptress
ten	deh
tenable	kiryar
tenacious	xurt
tenacity	berbiçav
tenancy	kirêdariyê
tenant	kirêdar
tend	dikin
tendency	meyil
tender	tenik
tenderfoot	tenderfoot
tenderness	cinsî
tending	deyn kirin
tendon	jî
tenement	kirêdar
tenet	rêzik
tenets	rêbazên
tenfold	dehfold
tennis	tenîs
tenor	tenor
tense	kêşî
tensile	tensile
tension	kêşî
tent	kon
