Word	tg
spinster	Спинестер
spiny	садақа
spiral	spiral
spire	spire
spirit	рӯҳ
spirited	spirited
spirits	рӯҳҳо
spiritual	рӯҳонӣ
spirituality	рӯҳонӣ
spit	торт
spite	тез
spiteful	шадид
spitfire	spitfire
spittoon	spittoon
splash	дубора
splat	пластикӣ
splatter	пошидан
spleen	spleen
splendid	аҷиб аст
splendor	шодравон
splice	яклухт
spline	дубора
splint	резинӣ
splinter	резинӣ
split	Зада шикастан
splitting	тақсим кардан
splurge	обхезӣ
spoil	гумроҳӣ
spoiler	spoiler
spoiling	харобшуда
spoils	харобшуда
spoke	гуфт
spoken	гуфт
spokesman	сухангӯи
spokesperson	сухангӯи
sponge	лӯбиё
spongy	spongy
sponsor	сарпараст
sponsorship	sponsorship
spontaneity	spontaneity
spontaneous	spontaneous
spoof	спир
spook	данд
spooky	тарсовар
spool	spool
spoon	spoon
spoonful	spoonful
sporadic	sporadic
spore	Варзиш
sport	варзиш
sporting	варзиш
sports	варзишӣ
sports car	мошини варзишӣ
sportsman	варзишгар
sportsmanship	варзишӣ
sportswriter	варзишгар
sporty	варзишӣ
spot	нуқта
spotless	бесамар
spotlight	нур
spotted	диданд
spotter	ноком
spotty	макаллӣ
spousal	ҳамсараш
spouse	ҳамсар
spout	spout
sprain	резед
sprawl	пошидан
spray	дорупошӣ
spread	паҳн
spreader	паҳнкунанда
spree	хандид
spring	баҳор
springtime	баҳор
sprinkle	пошидани
sprinkler	пошидан
sprinkling	пошидан
sprint	резед
sprite	sprite
sprout	чукур
spruce	Чон
spud	spud
spunk	нопадид шуд
spunky	spunky
spur	данд
spurious	фахрӣ
spurred	шитобон
spurt	фишурда
spy	ҷосусӣ
squabble	данд
squad	squad
squadron	варзишгар
squall	вирус
squamous	шадид
squander	данд
square	квадрат
squash	каду
squat	дубора
squatter	данд
squaw	данд
squawk	данд
squeak	данд
squeaky	шитобед
squeal	squeal
squealer	squealer
squeamish	Ситамиш
squeeze	бурида
squeezing	пинҳон кардан
squelch	қаҳва
squid	Калмар
squint	шитобед
squire	дубора
squirm	сиёҳ
squirrel	сикка
squirt	ҷарима
squish	зич
squishy	ғамгин
stab	стаб
stabbed	бандед
stability	устуворӣ
stabilize	устувор
stabilizer	stabilizer
stable	устувор
staccato	staccato
stack	яхдон
stadium	стадион
staff	кормандон
stag	садақа кардан
stage	давра
stagecoach	дандонпизишк
stagehand	секунҷа
stagger	шитобон
staggering	шӯришгарон
stagnant	ибратангез
stagnation	статистика
staid	стонд
stain	дандон
stained	бадбахт
stainless	намак
stair	басанда
staircase	басомад
stairs	басомадҳо
stairway	дафтар
stairwell	пойафзол
stake	саҳ
stakeout	ташхис
stale	сола
stalemate	сталематсия
stalk	борик
stalker	stalker
stall	истодааст
stallion	данд
stalls	нишастҳо
stalwart	дубора
stamina	стамина
stamp	мӯҳр
stampede	мӯҳр
stance	мавқеъ
stand	истодаанд
standard	стандарт
standardize	стандартизатсия
standardized	стандартизатсия
standby	омода
standing	истодааст
standoff	истодааст
standpoint	нуқтаи назар
standstill	истодаанд
standup	хестан
stanza	страна
staph	стаф
staple	дандон
stapler	дастгир кардан
star	ситора
star fruit	мева ситора
starboard	снарядҳо
starch	крахмал
stardom	stardom
stardust	stardust
stare	назар
starfish	ситора
stargazing	шаффофият
staring	чашм ба чашм
stark	данд
starlet	ситора
starlight	ситораӣ
starling	сардиҳо
starry	starry
stars	ситораҳо
starship	ситора
start	оғоз кунед
starter	сенатор
startle	оғоз
startled	оғоз ёфт
startling	дубора
starvation	гуруснагӣ
starve	гуруснагӣ
starved	зебо
starving	гуруснагӣ
stash	пӯшед
stat	stat
state	давлат
stately	бодиққат
statement	изҳорот
stateroom	статима
stateside	давлат
statesman	давлатмардон
static	статистикӣ
staticky	NO TRANSLATION
statics	статистика
station	station
stationary	доимист
stationery	хушкӣ
statistic	омор
statistical	омор
statistician	омор
stator	статор
statuary	данд
statue	ҳайкал
statuette	статус
stature	данд
status	мақоми
statute	қонун
statutory	қонунӣ
staunch	данд
stave	ставка
stay	истед
stayaway	NO TRANSLATION
stayed	мондааст
stays	хоб
stead	Бештар
steadfast	устувор
steady	устувор
steak	данд
steakhouse	офтоб
steal	дуздӣ
stealing	дуздӣ
stealth	пинҳон
stealthily	пинҳон
stealthy	беғаразона
steam	хом
steamboat	бангладеш
steamer	бухор
steaming	буѓї
steamroller	шиша
steamship	вирус
steamy	буғӣ
steel	пӯлод
steep	санг
steeple	дубора
steer	роҳбарӣ кунед
steering	Роҳбарият
stellar	шитобон
stem	бунёдӣ
stench	коса
stencil	стенил
stenographer	stenographer
step	қадам
stepdaughter	духтарак
stepfather	дандон
stepmother	модар
steppe	дашт
steps	Қадамҳо
stepson	дандон
stereo	стерео
stereoscopic	стереопоп
stereotype	стереотип
stereotyped	стереотип
sterile	sterile
sterility	sterility
sterilize	стерилизатсия
sterling	пиёдагард
stern	сахт
sternum	sternum
steroid	стероид
stethoscope	стеноскоп
stew	данд
steward	идоракунанда
stewardess	идоракунанда
stewardship	идоракунӣ
stfu	stfu
stick	пӯшанд
sticker	маснуот
sticking	данд
stickler	дандон
stickup	шустани он
sticky	ширин
stiff	қавӣ
stiffen	мустаҳкам
stiffness	шиддатнокӣ
stifle	бадбахт
stifled	зада истодааст
stifling	шитобон
stigma	стигма
stile	NO TRANSLATION
stiletto	Шаҳритус
stillbirth	таваллуд
stillborn	зиндагонӣ
stillness	сустӣ
stillwaiting	NO TRANSLATION
stilts	сабз
stimulant	ҳавасмандкунӣ
stimulate	ҳавасмандгардонӣ
stimulating	ҳавасмандгардонӣ
stimulation	ҳавасмандгардонӣ
stimulus	ҳавасмандгардонӣ
sting	данд
stinger	стинг
stinging	данд
stingy	хашмгин
stink	хушк кунед
stinker	клик
stinking	шустани он
stinky	шоколад
stint	данд
stipend	грантҳо
stipulate	пешбинӣ менамояд
stipulation	пешбинӣ шудааст
stir	абрешим
stirring	дубора
stitch	данд
stitching	дубора
stock	захира карда шудааст
stockade	stocked
stockbroker	саҳмия
stockholder	саҳҳомон
stocking	пошхӯрӣ
stockings	қолинҳо
stockpile	захира кардан
stockroom	stocked
stocks	захираҳо
stoic	стоик
stole	дуздида шуд
stolen	дуздида шудааст
stomach	меъда
stomachache	дарди меъда
stomp	стомп
stomped	пӯсида
stone	санг
stoned	сангсор
stonewall	stonewall
stoneware	дубора
stony	санг
stooge	stooge
stool	дона
stools	донаҳо
stoop	дубора
stoopid	дандонпизишк
stop	Ист
stopover	истироҳат
stoppage	қатъӣ
stopper	қатъкунанда
stopping	қатъ кардан
stopwatch	stopwatch
storage	нигоҳдорӣ
store	захира кунед
storefront	банкомат
storehouse	анборхона
storeroom	ошхона
storing	нигоҳдорӣ
storm	шӯриш
storming	шитобон
stormy	санглох
story	ҳикоя
storybook	Ҳикояҳо
storyteller	Ҳикояҳо
storytelling	Ҳикояҳо
stound	NO TRANSLATION
stout	стут
stove	ставка
stow	сутунмӯҳра
stowaway	хомӯшӣ
straddle	straddle
straight	Рост
straighten	рост кунед
straightforward	рост
straightway	фавран
strain	фишор
strained	зада истодааст
strait	душвор
straitjacket	данд
straits	душвор
strand	ранд
stranded	нопадид шуд
strange	аҷиб
stranger	бегона
strangle	сангин
strangulation	тарроҳӣ
strap	тасма
strapless	бесадо
strapping	ангуштзанӣ
strata	тасма
strategic	стратегия
strategist	стратегияи
strategy	стратегия
stratification	тасвири
stratosphere	Статосфера
stratum	Стратума
stratus	Стратус
straw	коҳи
strawberry	тути заминӣ
stray	гумроҳ
streak	секунҷа
streaked	секунҷа
stream	ҷараён
streamer	суроға
streaming	ҷараёнро
streamline	таҳрир
street	кӯч
streetcar	толор
streetlight	кӯч
strength	қувват
strengthen	мустаҳкам
strengthening	мустаҳкам кардан
strenuous	хеле заиф
strep	данд
stress	стресс
stressed	таъкид кард
stresses	стрессҳо
stressfree	NO TRANSLATION
stressful	стресс
stressin	NO TRANSLATION
stressing	таъкид кард
stressrelief	NO TRANSLATION
stretch	данд
stretcher	ангуштарин
stricken	задааст
strict	сахт
stride	тарроҳӣ
strife	муборак
strike	задааст
strikeout	барнагарданд
striker	ҳамлагар
striking	возеҳ аст
strikingly	возеҳ аст
string	данд
strings	хонданд
stringy	фарбеҳӣ
strip	фишор
stripe	шиша
striped	сӯзонданд
stripped	канда шуд
stripper	stripper
striptease	шампанез
strive	кӯшиш кунед
strobe	тасвир
stroke	садама
stroll	ҳаракат кунед
stroller	тарроҳӣ
strolling	тарроҳӣ
strong	қавӣ
stronghold	қудрат
strongly	қавӣ
structural	сохтор
structure	сохтмон
strudel	тарроҳӣ
struggle	мубориза баред
strut	данд
stub	рубл
stubbed	дӯхта шудааст
stubble	резинӣ
stubborn	ҷарроҳӣ
stubbornness	оҳиста-оҳиста
stubby	стубби
stucco	стучка
stuck	хомӯш карданд
stuckup	NO TRANSLATION
stud	данд
studded	коркард шудааст
student	донишҷӯ
studied	омӯхтем
studio	studio
study	омӯзиш
stuff	Мавзӯъҳои рӯз
stuffed animal	ҳайвон
stuffing	қуттиҳо
stuffy	хушкӣ
stumble	пешпо хӯрдан
stump	резед
stumped	сангин
stun	дандоншикан
stunned	шитобон
stunner	бензин
stunning	зебо
stunt	дандон
stunted	қасдан
stuntman	стантмен
stupefaction	шаффофият
stupefy	шамшер
stupendous	бесамар аст
stupid	аёдат
stupidity	шамшер
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	шамшер
sturdy	устувор
sturgeon	Стратегия
stutter	бӯй
sty	sty
style	сабки
styling	тарроҳӣ
stylish	стимулятор
stylist	стилист
suave	suave
sub	Бештар
subatomic	subatomic
subcommittee	зермаҷм
subconscious	зебо
subcutaneous	сӯзанак
subdivide	subdivide
subdivision	воҳима
subduction	subduction
subdue	сутун
subdued	таслим карда шуд
subdural	subdural
subito	NO TRANSLATION
subject	мавзӯъ
subjected	таслим карда мешавад
subjection	фиристодан
subjective	subjective
subjugation	унвон
sublet	субӣ
sublevel	Субҳ
sublimation	сублимӣ
sublime	софдилона
subliminal	Субҳанин
submarine	submarine
submerge	submerge
submerged	резед
submersible	пешниҳод карда мешавад
submission	пешниҳоди
submissive	итоаткорона
submit	пешниҳод кунед
submitting	фиристодан
subordinate	тобеъ аст
subordination	тобеъ аст
subplot	subplot
subpoena	даъватнома
subscribe	Садо Ояндасоз
subscriber	муштарӣ
subscription	обуна
subsequence	минбаъд
subsequent	минбаъд
subsequently	баъдтар
subservient	бегуноҳ
subset	зергурӯҳ
subside	садама
subsidence	суст
subsidiary	фаръӣ
subsidize	субсидия
subsidy	субсидия
subsist	subsist
subsistence	зиндагӣ
subsoil	зеризаминӣ
subspace	subspace
substance	модда
substandard	зеристифода
substantial	муҳим аст
substantially	асосан
substantiate	асоснок
substantive	асоснок
substation	зеристгоҳ
substitute	иваз кунед
substituted	иваз карда шаванд
substitution	иваз карда шаванд
substructure	лутфан
subterranean	subterranean
subtext	матн
subtitle	subtitle
subtle	пинҳон
subtlety	бадбахт
subtract	ҷудо кунед
subtraction	табдил додан
subtype	навъи аломат
suburb	шаҳр
suburban	шаҳрӣ
suburbia	suburbia
suburbs	ноҳияҳои дурдаст
subversion	таҳрир
subversive	таҳрир
subvert	subvert
subway	метро
succeed	муваффақият
succeeding	муваффақият
success	муваффақият
successful	бомуваффақият
succession	бойкот
successive	муваффақият
successor	ворис
succinct	секунҷа
succubus	succubus
succulent	succulent
