Word	zu
surviving	usinda
survivor	osindile
susceptibility	ukutholakala
susceptible	kungabanjwa
sushi	sushi
suspect	umsolwa
suspected	usolwa
suspend	ukumisa
suspended	imisiwe
suspenders	ukumisa okwesikhashana
suspense	ukusola
suspension	ukumiswa
suspicion	ukusola
suspicions	izinsolo
suspicious	okusolisayo
sustain	ukusekela
sustained	eqinisiwe
sustenance	ukudla
suture	suture
suv	suv
sux	NO TRANSLATION
swab	i-swab
swag	swag
swagger	i-swagger
swallow	ukugwinya
swami	swami
swamp	inhlanzi
swamped	ifakwe
swampy	i-swampy
swan	swan
swank	swank
swap	shintsha
swarm	i-swarm
swarming	ukuthuthumela
swastika	swastika
swat	swat
sway	sway
swear	funga
swearing	ukufunga
sweat	thuthumela
sweater	sweat
sweating	ukuthuthumela
sweatshirt	i-sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	shisha
sweeper	i-sweeper
sweeping	ukuqhuma
sweet	elimnandi
sweeten	phumula
sweetened	ifanisiwe
sweetener	sweetener
sweetest	mnandi kakhulu
sweetheart	othandekayo
sweetie	i-sweetie
sweetness	ubumnandi
sweets	amaswidi
swell	ukuvuvukala
swelling	ukuvuvukala
sweltering	sweltering
swerve	swerve
swift	esheshayo
swiftly	ngokushesha
swig	i-swig
swill	swill
swim	bhukuda
swimmer	ukugijima
swimming	ukubhukuda
swimsuit	i-swimsuit
swindle	swayipha
swindler	umphangi
swine	izingulube
swing	swing
swinger	swinger
swinging	swayipha
swipe	swayipha
swirl	i-swirl
swish	swish
switch	shintsha
switchblade	switchblade
switchboard	inkinobho yokushintsha
swivel	swivel
swollen	ukuvuvukala
swoon	swoon
swoop	swoop
sword	inkemba
swordfish	i-swordfish
swordplay	swordplay
swordsman	inkemba
sycamore	i-sycamore
syllable	i-syllable
syllabus	i-syllabus
symbiotic	i-symbiotic
symbol	uphawu
symbolic	okungokomfanekiso
symbolically	ngokomfanekiso
symbolism	uphawu
symbolize	kufanekisela
symmetric	i-symmetric
symmetrical	i-symmetrical
symmetry	ukulinganisa
sympathetic	uzwela
sympathize	uzwela
sympathy	isihawu
symphonic	umsindo
symphony	i-symphony
symposium	uchungechunge
symptom	uphawu
symptomatic	uphawu
synagogue	esinagogeni
synapse	i-synapse
synaptic	i-synaptic
sync	ukuvumelanisa
synchronize	vumelanisa
synchronous	okuhambisanayo
syncope	i-syncope
syndicate	i-syndicate
syndrome	i-syndrome
synergistic	i-synergistic
synergy	synergy
synod	i-synod
synonym	okufanayo
synonymous	okufanayo
synopsis	isiqubulo
synoptic	i-synoptic
syntax	i-syntax
synthesis	synthesis
synthesizer	i-synthesizer
synthetic	isakhi
syphilis	i-syphilis
syringe	isirinji
syrup	isiraphu
system	uhlelo
systematic	ehlelekile
systematically	ngokuhlelekile
t-shirt	i-t-shirt
tab	ithebhu
tabasco	ithebhu
tabby	ithebhu
tabernacle	itabernakele
table	ithebula
tableau	NO TRANSLATION
tablecloth	indwangu yetafula
tablespoon	isipuni
tablet	ithebhulethi
tableware	i-tableware
tabloid	ithebhudidi
taboo	taboo
tabular	ithebhulethi
tabulate	thinta
tabulation	ukubethelwa
tachometer	tachometer
tacit	tacit
tack	tack
tackle	ukubhekana
tackled	ihlangene
tackling	ukubhekana
tacky	tacky
taco	taco
tact	ukuhlakanipha
tactful	ukukhalipha
tactic	amaqhinga
tactical	tactical
tactics	amaqhinga
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	i-taffeta
taffy	taffy
tag	ithegi
tail	umsila
tailed	tailed
tailgate	thola
tailings	ukusila
taillight	umsila
tailor	funda
tailoring	ukulungisa
tailpipe	i-tailpipe
taint	ukugcoba
take	thatha
takeoff	suka
takeout	khipha
takeover	Qhubeka
taker	ukuthatha
talcum	talcum
tale	indaba
talent	ithalente
talented	abanamakhono
talisman	i-talisman
talk	ukukhuluma
talkative	ukukhuluma
talker	ukhuluma
tall	ubude
tallies	tallies
tallow	ithole
tally	ukulandelana
talon	i-talon
talons	NO TRANSLATION
tambourine	ithamborini
tame	NO TRANSLATION
tamer	i-tamer
taming	ukuphosa
tamper	tamper
tampon	itampula
tan	tan
tandem	i-tandem
tang	tang
tangent	i-tangent
tangerine	i-tangerine
tangible	okubonakalayo
tangle	tangle
tangled	ziboshwe
tango	tango
tank	ithangi
tank top	tank top
tanker	ithangi
tanned	tanned
tantalizing	okuthakazelisayo
tantamount	kufana
tantrum	ukuduma
taoism	i-taoism
tap	thinta
tape	tape
tape measure	Intambo yoku kala
taper	i-taper
tapering	i-tapering
tapestry	i-tapestry
tapeworm	i-tapeworm
tapioca	NO TRANSLATION
taps	amathinta
tar	NO TRANSLATION
tarantula	i-tarantula
tardiness	ukulinda
tardy	tardy
target	umgomo
targeted	okuhlosiwe
targeting	ukukhomba
tariff	intela
tarmac	i-alarmac
tarnish	ukuphoqa
tarot	i-tarot
tarp	NO TRANSLATION
tarry	linda
tart	i-tart
tartan	i-tartan
tartar	i-tartar
task	umsebenzi
tassel	ingongolo
taste	ukunambitha
tasteful	ukunambitheka
tasteless	ezingenangqondo
tasting	ukunambitha
tasty	okuhlwabusayo
tat	ukudweba
tattler	i-tattler
tattletale	i-tattletale
tattoo	tattoo
taught	wafundiswa
taunt	ukuhleka usulu
taupe	taupe
taut	phula
tavern	i-tavern
tawdry	u-tawdry
tawny	tawny
tax	intela
taxed	intela
taxi	itekisi
taxicab	i-taxicab
taxonomy	i-taxonomy
taxpayer	umkhokhi wentela
tea	itiye
teach	fundisa
teacher	uthisha
teaching	ukufundisa
teacup	teacup
teahouse	teahouse
teal	teal
team	ithimba
teamjesus	NO TRANSLATION
teammate	ukusebenzisana nabo
teamwork	ukusebenzisana
teapot	i-teapot
tear	izinyembezi
tearful	izinyembezi
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	i-teaser
teasing	ukuhleka
teaspoon	isipuni
teat	i-teat
teatime	teatime
tech	tech
technical	ubuchwepheshe
technicality	ubuchwepheshe
technician	ochwepheshe
technique	amasu
techno	techno
technological	ubuchwepheshe
technology	ubuchwepheshe
ted	ted
teddy bear	i-teddy bear
tedious	kuyisicefe
tedium	i-tedium
tee	tee
teeming	ukuhlaziya
teen	ingane
teenage	intsha
teenager	intsha
teens	intsha
teensy	intsha
teeny	teeny
teeth	amazinyo
teething	i-teething
teflon	i-teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	ucingo
telephone	ucingo
telescope	i-telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	ithelevishini
television	ithelevishini
tell	tshela
teller	umtsheli
telling	ukutshela
telltale	i-telltale
temp	isiphepho
temper	ukufutheka
tempera	i-tempera
temperament	ubumnene
temperamental	i-temperamental
temperance	ukuzithoba
temperate	ukuzithoba
temperature	lokushisa
tempered	unomsindo
tempest	isiphepho
template	ithempulethi
temple	ithempeli
tempo	NO TRANSLATION
temporal	okwesikhashana
temporarily	okwesikhashana
temporary	okwesikhashana
tempt	uzame
temptation	isilingo
tempting	ukulinga
temptress	umlingisi
ten	eziyishumi
tenable	iphathekayo
tenacious	uzimisele
tenacity	ukuqina
tenancy	indawo yokuhlala
tenant	umqashi
tend	bathambekele
tendency	ukuthambekela
tender	ithenda
tenderfoot	i-tenderfoot
tenderness	ububele
tending	ukulinda
tendon	i-tendon
tenement	i-tenement
tenet	i-tenet
tenets	iziqu
tenfold	okuphindwe kabili
tennis	i-tennis
tenor	i-tenor
tense	isikhathi
tensile	ukuphoqa
tension	ukungezwani
tent	itende
tentacle	itende
tentative	ukuthambekela
tenth	okweshumi
tenths	okweshumi
tenuous	unomusa
tenure	ukuhlala
tepee	i-tepee
tepid	tepid
tequila	i-tequila
teriyaki	teriyaki
term	isikhathi
terminal	Isikhumulo
terminate	ukuqeda
termination	ukuqedwa
terminator	i-terminator
terminology	isichazamazwi
terminus	i-terminus
termite	ukuqeda
terms	imigomo
tern	tern
ternary	i-ternary
terrace	ithala
terrain	indawo
terrestrial	emhlabeni
terrible	esabekayo
terribly	kakhulu
terrier	terrier
terrific	kakhulu
terrified	esaba kakhulu
terrifies	kwesaba
terrify	kusabisa
terrifying	esabekayo
territorial	indawo
territory	insimu
terror	ukwesaba
terrorism	ubuphekula
terrorist	amaphekula
terrorists	amaphekula
terrorize	ukuthuthumela
terse	u-terse
tertiary	ephakeme
test	ukuhlolwa
testament	isivumelwano
testicle	i-testicle
testicular	ubufakazi
testify	ngifakazela
testimonial	ubufakazi
testimony	ubufakazi
testosterone	i-testosterone
testy	NO TRANSLATION
tetanus	i-tetanus
tether	i-tether
tethered	sithandwa
tetrahedral	i-tetrahedral
text	umbhalo
textbook	ibhuku lokufundisa
textile	textile
textural	umbhalo wombhalo
texture	ukuthungwa
tgif	tgif
thank	ngiyabonga
thankful	ngiyabonga
thankgod	Ngiyabonga Nkosi
thanking	ngiyabonga
thankless	angabonga
thanks	ngiyabonga
thanksalot	NO TRANSLATION
thanksgiving	ukubonga
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	i-thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	thaw
theater	indawo yaseshashalazini
theatrical	ithempeli
theatrics	i-theatrics
thebest	okuncono
theft	ukweba
theism	i-theism
theistic	i-theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	isihloko
theocracy	intando yeningi
theocratic	okungokwasezulwini
theologian	isazi semfundiso yenkolo
theological	isayensi
theology	imfundiso yenkolo
theorem	i-theorem
theoretical	i-theoretical
theory	i-theory
therapeutic	ukwelapha
therapeutics	ukwelapha
therapist	isazi
therapy	ukwelapha
thereabouts	lapho
thereof	yalo
therewith	ngakho
thermal	ezishisayo
thermocouple	i-thermocouple
thermodynamics	thermodynamics
thermometer	i-thermometer
thermos	thermos
thermostat	i-thermostat
thesaurus	i-thesaurus
thesis	umqondo
thick	obukhulu
thicken	thicken
thickening	ukuqina
thicket	isitifiketi
thickness	ubukhulu
thief	isela
thigh	ithanga
thimble	thimble
thin	mncane
thing	into
things	izinto
thingy	intoy
think	cabanga
thinker	ucabanga
thinking	ukucabanga
third	wesithathu
thirds	okwesithathu
thirst	ukoma
thirsty	omile
thirteen	ishumi nantathu
thirteenth	ishumi nantathu
thirty	amashumi amathathu
thistle	i-thistle
thither	lapho
thong	thong
thorn	iva
thorny	thola
thorough	kahle
thoroughbred	kahle
thoroughfare	kahle
thought	wacabanga
thoughtful	ukucabangela
thoughtfulness	ukucabanga
thoughtless	engacabangi
thoughts	imicabango
thousand	izinkulungwane
thrash	thrash
thread	intambo
threat	usongo
threaten	usongela
threatened	esongelwa
threatening	esongelayo
three	ezintathu
threefold	kathathu
threesome	ama-threesome
thresh	phuma
threshold	umkhawulo
thrice	kathathu
thrift	i-thrift
thrifty	ukushisa
thrill	ukujabula
thrilled	ujabule
thriller	okujabulisayo
thrilling	okujabulisayo
thrive	phumelela
thriving	ephumelelayo
throat	umphimbo
throb	i-throb
throbbing	ukubhoboza
throes	imiphetho
throne	isihlalo sobukhosi
throng	isixuku
throttle	phutha
throw	phosa
throwback	ukuphonswa
thrower	umphangi
thrown	waphonswa
thrush	thrush
thrust	ukuphosa
thruster	thruster
thud	i-thud
thug	isib
thumb	isithupha
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumping
thunder	ukuduma
thunderbolt	ukuduma
thunderclap	ukuduma
thundering	ukuduma
thunderstorm	ukuduma kwezulu
thunderstruck	thunderstruck
thwart	ukuphazamisa
thx	thx
thyme	i-thyme
thyroid	i-thyroid
tiara	tiara
tibia	tibia
tic	tic
tick	uphawu
ticked	kukhishwe
ticker	umklomelo
ticket	ithikithi
tickle	khathaza
tickled	ukhanyiswa
ticklish	i-ticklish
tidal	i-tidal
tidal wave	Igagasi elingenisayo
tidbit	i-tidbit
tide	umzila
tidings	izindaba
tidy	i-tidy
tie	tie
tier	u-tier
tiff	tiff
tiger	tiger
tighten	qinisa
tightness	ukuqina
tightrope	i-tightrope
tights	izibani
tilde	tilde
tile	tile
tiling	ukudweba
till	NO TRANSLATION
tillage	ukulima
tiller	i-tiller
tilt	tilt
tilting	ukuphikisa
timber	imithi
timberland	i-timberland
timbre	isitembu
time	isikhathi
timeless	ezingapheli isikhathi
timeliness	ukufaneleka kwesikhathi
timely	ngesikhathi esifanele
timeout	isikhathi siphelile
timepiece	inkinobho yesikhathi
timer	i-timer
times	izikhathi
timetable	isikhathi sokuhlela
timewasters	NO TRANSLATION
timid	uhlehlisiwe
timidity	amahloni
timing	isikhathi
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	tinge
tingle	ingoma
tingling	ukulinganisa
tinker	tinker
tinkering	ukuphuza
tinkle	NO TRANSLATION
tinkling	ukuxuba
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	amancane
tip	ithiphu
tipper	i-tipper
tipster	tipster
tipsy	i-tipsy
tiptoe	i-tiptoe
tirade	i-tirade
tire	sitha
tired	ukhathele
tiredness	ukhathala
tiredofit	NO TRANSLATION
tireless	ungenasici
tiresome	ukukhathazeka
tiring	ukukhathala
tissue	izicubu
tistheseason	NO TRANSLATION
tit	isihloko
titan	i-titan
titanic	titanic
titanium	i-titanium
tithe	okweshumi
title	isihloko
titled	okubizwa ngokuthi
titty	titty
titular	NO TRANSLATION
toad	udoti
toast	isilonda
toaster	i-toaster
toasty	ukukhwabanisa
tobacco	ugwayi
toby	toby
tod	i-tod
today	namuhla
toddler	encane
toe	uzwane
toenail	i-toenail
toffee	i-toffee
tofu	tofu
toga	NO TRANSLATION
together	ndawonye
togetherness	ukubumbana
toil	ukukhandleka
toilet	indlu yangasese
toils	ukukhandleka
token	ithokheni
tolerable	ukubekezeleleka
tolerance	ukubekezelelana
tolerant	ukubekezela
tolerate	ukubekezelela
toleration	ukubekezela
toll	Indawo yokukhokha
tomahawk	tomahawk
tomato	utamatisi
tomatoes	utamatisi
tomb	ithuna
tombstone	ithuna
tomcat	tomcat
tome	i-tome
tomorrow	kusasa
ton	NO TRANSLATION
tone	ithoni
toner	i-toner
tong	NO TRANSLATION
tongs	i-tongs
tongue	ulimi
tonic	tonic
tonnage	tonnage
tonsils	amathani
toocold	NO TRANSLATION
tool	ithuluzi
toolbox	ibhokisi lamathuluzi
tooling	ukufaka amathuluzi
toomuchtodo	NO TRANSLATION
toot	i-Toot
tooth	izinyo
toothache	amazinyo
toothbrush	ibhuloho lamazinyo
toothed	ukukhwabanisa
toothless	ungenasidingo
toothpaste	i-toothpaste
toothpick	i-toothpick
toots	ama-toots
top	phezulu
topaz	i-topazi
topic	isihloko
topical	i-topical
topless	ezingenasici
topographic	i-topographic
topographical	i-topographical
topography	indawo yokudweba
topple	ukuphoqa
topside	phezulu
tor	tor
torch	isibani
torment	ukuhlushwa
tormented	behlushwa
torn	ephukile
tornado	isiqhwaga
torpedo	i-torpedo
torque	i-torque
torrent	isifufula
torrid	i-torrid
torsion	i-torsion
torso	i-torso
tort	ukuphutha
tortious	ukuhlukunyezwa
tortoise	i-tortoise
tortuous	i-tortuous
torture	ukuhlushwa
tortured	behlushwa
toss	ukuphonsa
tot	NO TRANSLATION
total	inani
totality	ngokuphelele
totally	ngokuphelele
tote	tote
totem	totem
touch	thinta
touchdown	i-touchdown
touched	uthinte
touching	ukuthinta
touchy	ukuthinta
tough	ezinzima
toughen	i-toughen
toughness	ukuqina
toupee	i-toupee
tour	ukuvakasha
tourism	ezokuvakasha
tourist	izivakashi
tourmaline	i-tourmaline
tournament	umqhudelwano
tourniquet	i-tourniquet
tout	NO TRANSLATION
tow	i-tow
towel	ithawula
tower	umbhoshongo
towering	ukuphakama
town	idolobha
townhouse	townhouse
township	ilokishi
townspeople	abantu bakuleli dolobha
toxic	inobuthi
toxicity	ubuthi
toxicology	i-toxicology
toxin	i-toxin
toy	ithoyizi
toymaker	toymaker
trace	ukulandelela
traceable	okulandelanayo
tracer	umdwebi
traces	umkhondo
trachea	i-trachea
tracing	ukulandela
track	ithrekhi
tracker	tracker
tract	ipheshana
tractable	i-tractable
traction	ukulandelana
tractor	ugandaganda
trade	ukuhweba
trademark	uphawu lokuhweba
trader	umthengisi
tradesman	umhwebi
trading	ukuhweba
tradition	isiko
traditional	zendabuko
traffic	traffic
traffic light	ukukhanya komgwaqo
trafficking	ukuhweba
tragedies	izinhlekelele
tragedy	inhlekelele
tragic	okubuhlungu
trail	umzila
trailer	i-trailer
train	isitimela
train set	isitimela isethi
trained	baqeqeshiwe
trainee	umqeqeshi
trainer	umqeqeshi
training	ukuqeqeshwa
trait	umkhuba
traitor	umthengisi
traitorous	u-traitorous
trajectory	trajectory
tram	tram
tramp	ukunyathela
trample	ukunyathela
trampoline	trampoline
tramway	tramway
trance	i-trance
tranquil	ukuthula
tranquility	ukuthula
tranquilizer	u-tranquilizer
transact	shintsha
transaction	ukuthengiselana
transatlantic	transatlantic
transceiver	i-transceiver
transcend	ukudlula
transcendence	ukudlula
transcendent	esiphezulu
transcendental	i-transcendental
transcribe	bhalisa
transcriber	ukurekhoda
transcript	ukulotshwe
transcription	ukuqoshwa
transfer	ukudluliselwa
transference	ukudluliselwa
transferred	idluliselwe
transfixed	transfixed
transform	guqula
transformation	izinguquko
transformer	i-transformer
transfusion	ukumpontshelwa
transgression	isiphambeko
transient	okwesikhashana
transistor	i-transistor
transit	ukuhamba
transition	ukuguquka
transitional	okuguquguqukayo
transitive	okuguquguqukayo
transitory	okudlulayo
translate	ukuhumusha
translation	ukuhumusha
translator	umhumushi
translocation	ukudluliselwa
translucent	i-translucent
transmission	ukudluliselwa
transmit	thumela
transmitter	i-transmitter
transmutation	ukudluliselwa
transom	i-transom
transparency	obala
transparent	obala
transplant	ukufakelwa
transplantation	ukufakelwa kabusha
transponder	i-transponder
transport	ukuthutha
transportation	ezokuthutha
transporter	i-transporter
transpose	transpose
transposition	ukuguqulwa
transsexual	transsexual
transverse	i-transverse
transvestite	transvestite
trap	umgibe
trapdoor	trapdoor
trapeze	ukuthungatha
trapped	ziboshwe
trapper	umculi
trapping	ukumbamba
trappings	ukulandelana
traps	izicupho
trash	udoti
trashy	i-trashy
trauma	ukuhlukunyezwa
traumatic	okubuhlungu
travail	NO TRANSLATION
travel	ukuhamba
traveler	umhambi
traveling	ukuhamba
traverse	ukuhamba
travesty	travesty
trawl	i-trawl
trawler	umshayeli wethutha
tray	ithreyi
treacherous	okhohlisayo
treachery	ukukhohlisa
tread	ukunyathela
treadmill	umshini wokuhamba ngezinyawo
treason	ukuhlubuka
treasure	umcebo
treasured	ibalulekile
treasurer	umgcinimafa
treasures	ingcebo
treasury	imali
treat	phatha
treatable	ephathekayo
treatise	ukuphatha
treatment	ukwelashwa
treaty	isivumelwano
treble	ukuthuthumela
tree	isihlahla
trees	izihlahla
trek	ukuhamba
trellis	trellis
tremble	thuthumela
trembling	ukuthuthumela
tremendous	kakhulu
tremendously	ngokumangalisayo
tremor	ukuthuthumela
trench	umsele
trend	umkhuba
trending	ehamba phambili
trendy	isitayela
trepidation	ukuthuthumela
trespass	isiphambeko
triad	triad
triage	ukulinganisa
trial	ukuhlolwa
triangle	unxantathu
triangular	i-triangular
triangulate	triangulate
triathlon	triathlon
tribal	isizwe
tribe	isizwe
tribulation	usizi
tribunal	inkantolo
tribune	tribune
tributary	i-tributary
tribute	intela
trick	ukukhohlisa
trickery	ukukhohlisa
trickle	qamba
trickster	i-trickster
tricky	ekhohlisayo
tricycle	tricycle
trident	i-trident
trifle	ukudubula
trifling	i-trifling
trig	i-trig
trigger	qalisa
trigonometry	i-trigonometry
trillion	trillion
trilogy	trilogy
trim	i-trim
trimester	trimester
trimmer	ukusika
trimming	ukunciphisa
trine	i-trine
trinity	ubuthathu
trinket	i-trinket
trio	trio
trip	uhambo
tripartite	i-tripartite
tripe	inyama yangaphakathi
triple	kathathu
triplet	i-triplet
triplicate	kathathu
tripod	i-tripod
tripping	ukuphuma
trite	thula
tritium	i-tritium
triumph	ukunqoba
triumphant	ukunqoba
trivia	i-trivia
trivial	okuncane
troll	i-troll
trolley	Inqola
trombone	trombone
troop	ibutho
trooper	i-trooper
troops	amabutho
trophy	i-trophy
tropic	tropic
tropical	ezishisayo
tropics	ezishisayo
trot	i-trot
trouble	inkathazo
troubled	ukukhathazeka
troublemaker	inkathazo
troubles	izinkinga
troublesome	ezinzima
trough	umkhombe
troupe	inhlanzi
trousers	ibhulukwe
trout	ithrawuthi
trowel	i-trowel
truce	i-truce
truck	iloli
trucker	i-trucker
truckload	ukulayisha iloli
truculent	i-truculent
true	Iqiniso
truelove	uthando lwangempela
truffle	truffle
truism	truism
trump	icilongo
trumpet	icilongo
trumpeter	icilongo
truncate	truncate
truncated	i-truncated
trundle	qamba
trunk	isiqu
truss	i-truss
trust	ukwethemba
trustee	umphathiswa
trusting	ukuthembela
trustworthy	uthembekile
trusty	ithembekile
truth	iqiniso
truthful	iqiniso
truthfulness	iqiniso
try	zama
tryout	Zama
tryouts	ama-tryouts
tsunami	tsunami
tub	ibhubhu
tuba	i-tuba
tubby	i-tubby
tube	tube
tuberculosis	isifo sofuba
tubing	i-tubing
tubular	i-tubular
tubule	i-tubule
tuck	tuck
tucker	i-tucker
tuesday	ngoLwesibili
tufted	sinezandla
tug	ukudubula
tugboat	ukudubula
tuition	isikole
tulip	i-tulip
tumble	i-tumble
tumbler	NO TRANSLATION
tumbleweed	i-tumbleweed
tummy	isisu
tumor	isisu
tumour	isisu
tumult	ukuxokozela
tumultuous	ukuhlukumezeka
tun	NO TRANSLATION
tuna	i-tuna
tunable	kulungiswa
tune	tune
tunic	i-tunic
tuning	ukulungiswa
tunnel	umhubhe
turban	ingubo
turbidity	i-turbidity
turbine	i-turbine
turbo	i-turbo
turbulence	i-turbulence
turbulent	i-turbulent
turd	i-turd
turf	i-turf
turkey	igalikuni
turmeric	i-turmeric
turmoil	ukuphazamiseka
turn	phenduka
turnaround	Jikeleza
turned	waphenduka
turning	ukujika
