Word	ps
shrub	شریب
shrubbery	بډایه
shrug	شریګ
shrunk	ځړول
shrunken	ټوپک
shudder	شاډر
shuddering	شودډنګ
shuffle	شفر کول
shuffleboard	شفیلبورډ
shuffling	شفر کول
shun	ځړول
shunned	شړل شوی
shunt	شانګ
shut	تړل
shutdown	بندول
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	شاتونکی
shuttle	شټل
shutup	NO TRANSLATION
shy	شرم
shyness	شین
shyster	شیسټر
sib	NO TRANSLATION
sibling	وروڼه
sic	sic
sick	ناروغ
sickbay	بی بی بی
sicken	ناروغ
sickening	ناروغی
sickle	بستر
sickly	ناروغ
sickness	ناروغۍ
side	خوا
sidearm	خواړه
sidebar	سایډار
sideboard	خواړه
sideburns	خواړه
sidecar	خواړه
sidekick	خواږه
sideline	پټلۍ
sideshow	sideshow
sidestep	پټنځایونه
sidewalk	د سړک
sideways	دباندې
sidewinder	ګولۍ
siege	محاصره
siesta	سیسټا
sieve	بریالیتوب
sift	بدلون راولي
sifting	سرتیري
sigh	ټوټه
sight	ليد
sighting	لیدل
sightseeing	لیدلوری
sigma	سګما
sign	لاسلیک
signal	نښه
signature	لاسلیک
significance	ارزښت
significant	د پام وړ
signification	لاسلیک
signify	لاسلیک کول
signpost	نښې نښانې
silence	خاموش
silencer	سلینر
silent	خاموش
silently	په خاموشۍ سره
silhouette	سلویټ
silicon	سیلیکون
silicone	سلیکون
silk	ورېښم
silken	خندا
silky	ریښه
sill	سيند
silliness	خوښي
silly	خندا
silo	سولو
silt	silt
silver	سپين زر
silverware	د سپینو زېرمو
silvery	سپوږمۍ
similar	ورته
similarity	ورته والی
simile	NO TRANSLATION
simmer	ډډه وکړئ
simmering	سمبول
simple	ساده
simples	NO TRANSLATION
simpleton	سادهټن
simplicity	سمدستي
simplify	ساده کول
simplistic	ساده
simply	ساده ده
simulate	سمبول
simulated	سمبال شوی
simulating	سمول
simulation	ضمیمه
simulator	سمیکټر
simultaneous	په هماغه وخت کې
simultaneously	په هماغه وخت کې
sin	NO TRANSLATION
sincere	مخلص
sincerity	اخلاص
sinful	ګناهګار
sing	سندره
singer	سندرغاړی
singing	سندره
single	واحد
singly	سندره
singular	واحد
singularity	ساده کول
singularly	په ساده توګه
sinister	سګرټ
sink	ډوب
sinker	سنګیر
sinking	ډوب
sinner	ګناهکار
sinning	ګناه کول
sinus	سينوس
sip	سپیره
siphon	سیفون
sipping	کښته کول
sir	ښاغلی
sire	سیر
siren	ګرانه
sirloin	ښاغلی
sissy	سیسي
sister	خور
sisterhood	غصب
sit	ناستې
sitcom	sitcom
site	سایټ
sith	سيت
sitter	ستاره
sitting	ناستې
situate	وضعیت
situated	موقعیت
situation	حالت
six	شپږ
sixpence	شپږ ټوټه
sixteen	شپاړس
sixth	شپږم
sixty	شپیته
sizable	د پام وړ
size	اندازه
sizzle	sizzle
ska	NO TRANSLATION
skate	سكيټ
skateboard	سکټبورډ
skater	سکټر
skating	سکتینټ
skedaddle	سکډډل
skeet	سکټټ
skein	skein
skeletal	کنکالټ
skeleton	کنکال
skeptic	شکمن
skeptical	شکمن
skepticism	شکایات
sketch	خاوره
sketching	خاوره
sketchy	خوندیتوب
skewed	خوله شوی
skewer	سکور
ski	سکی
skid	سکډ
skier	سکیر
skiff	سکف
skiing	سکینګ
skijump	NO TRANSLATION
skill	مهارت
skilled	ماهر
skillet	سکیلټ
skillful	مهارت لري
skim	سکیم
skimpy	skimpy
skin	پوستکي
skinny	پته
skip	پرېښودل
skipper	سکپ
skirmish	ټوپک
skirt	سکرټ
skirting	سرکونه
skirts	سکرټونه
skit	سکت
skittish	سپتش
skull	هډۍ
skunk	سککا
sky	آسمان
skylight	سکیلټیټ
skyline	دقیقه
skyscraper	سکیا خراپر
slab	سلیزه
slack	خنډ
slag	سلیزه
slam	سلیم
slammer	ځړونکی
slander	بښونکی
slanderous	بدبختانه
slang	سپنګ
slant	لرې
slap	تڼۍ
slash	سلیش
slashes	غوړونه
slate	سلیزه
slates	سلیټونه
slaughter	وژنه
slaughterhouse	وژنه
slaughtering	وژنه
slave	غلام
slavery	غلامۍ
slay	وژنه
slayer	لرې
sleaze	ژوره
sleazy	ژوره ده
sled	NO TRANSLATION
sledding	سویډل
sledge	sledge
sledgehammer	سلیمانر
sleek	لوښه
sleep	خوب
sleeper	سړی
sleeping	خوب کول
sleepless	بې وزلۍ
sleeplessness	بې وزلۍ
sleepover	خوبه
sleepy	خوب دی
sleepyhead	خوب
sleet	شاته
sleeve	آړنه
sleeveless	بې وسه
sleigh	سوسه
sleight	بوره
slender	لرې
sleuth	وژنه
slice	ټوټه
slick	سست
slicker	سریزه
slide	سالیډ
slider	انځورګر
sliding	لرې کول
slight	لږ څه
slight anticipation	لږ څه تمه کول
slight disgust	لږ لږ نفرت
slight surprise	لږ حیرانتیا
slight trust	لږ باور
slightly	لږ
slightly negative	لږ منفي
slightly positive	لږ مثبت
slim	سلم
slime	سلیزه
slimy	خوږه
sling	ګولۍ
slingshot	ټوټه
slink	سلیزه
slinky	سلیمان
slip	ټوپ
slipper	ټوپۍ
slippers	ټوپونه
slippery	ټوټه ټوټه
slit	ټوټه کړئ
sliver	غوړ
slob	سلاب
slobber	سلببر
slogan	نعره
sloop	ټوپ کړئ
slop	NO TRANSLATION
slope	ځړول
sloppy	زوړ
slot	سلاټ
sloth	غوټۍ
slouch	ټوټه کړئ
slough	خندا
slow	ورو
slowly	ورو ورو
slowness	ضایع کول
sludge	غوسه
slug	غوراوي
slugger	سلګګر
sluggish	کمښت
sluice	خوله
slum	غره
slumber	کمه ده
slump	ټوټه ټوټه
slur	لرې کړئ
slurp	خندا
slush	لوټ کړئ
slut	غلام
slutty	لوری
sly	سوره
smack	ټوټه
small	کوچنۍ
smaller	کوچني
smallest	لږ تر لږه
smallpox	کوچنۍ ټوټه
smart	سمارټ
smartass	سماساس
smarten	سمارټ
smarty	سمه ده
smash	خوله
smashed	ټوټه شوه
smattering	توره کول
smear	خوله
smell	بو بو
smelling	بوخت
smelly	بویه
smelt	خندا
smidgen	سکډجن
smile	خندا
smiled	خوږه شوی
smiles	خندا
smiley	سمه
smiling	خندا
smirk	مهربانۍ
smite	سپو
smith	بوټ
smithereens	سمیري
smitten	خوله
smock	خوله
smog	بوغ
smoke	لوګي
smoker	سګرټ
smokey	سګرټ
smoking	سګرټ څکول
smoky	خوله
smoldering	خولې کول
smooch	غوڅ
smooth	ښه
smoothie	خوشاله
smoothly	په آسانۍ سره
smoothness	نرمۍ
smother	خندا
smudge	خوله
smug	خندا
smuggle	قاچاق کول
smuggler	قاچاق وړونکي
smuggling	قاچاق
smut	غوږ
snack	ناڅاپه
snacks	ناڅاپي
snafu	سپافی
snag	انځور
snags	سورتونه
snail	سست
snake	سانپ
snakes	سانپونه
snakeskin	ساککسکن
snap	انځور
snapper	سایپر
snappy	خوشحاله
snapshot	انځور
snare	ساه
snarl	انځور
snarling	سپک کول
snatch	ټوټه کړئ
snatcher	سریچونکی
snazzy	سستیز
sneak	چپ کړئ
sneaker	سپیکر
sneakers	بوټان
sneaking	ساه ورکړه
sneaky	ناڅاپه
sneer	سينه
sneeze	غوڅ کړئ
sneezing	ټوټه کول
snicker	ساکر
snide	انځور
sniff	زخم
snip	انځور
snipe	سپیپ
sniper	سپنر
snippet	انځور
snippy	ښکته
snitch	ساه ورکړه
snob	تنب
snoop	ټوپ کړئ
snoopy	snoopy
snooty	سپوټ
snooze	یادونه
snore	ساه ورکړه
snorkel	ساکر
snort	سحر
snot	انځور
snotty	سټیټی
snout	سپيټ
snow	واورې
snowball	واشبال
snowboard	واوره تخته
snowboarder	واوره تخته
snowday	واورې
snowfall	واورېدل
snowflake	واوره ګل
snowing	واورې
snowmageddon	واشنګډن
snowman	واوره
snowplow	باران
snowstorm	واوره
snowy	واوره
snub	سپب
snubbed	ټوټه شوی
snuff	غوږونه
snug	انځور کړئ
snuggle	غلا کول
snuggled	ټوټې شوې
snuggles	قاچاق
snuggling	قاچاق
soak	ژړا
soaked	ټوپک
soaking	ژغورل
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	صابن
soapbox	صابن باکس
soapy	تناسب
soar	لوړې کچې
soaring	لوړېدل
sob	NO TRANSLATION
sober	صابر
soblessed	NO TRANSLATION
sobriety	سوریه
soc	ټولنیز
soccer	فوټبال
sociable	ټولنیز
social	ټولنیز
socialanxiety	NO TRANSLATION
socialism	ټولنیززم
socialist	سوسیالیست
socialite	ټولنیز
socialize	ټولنیز کول
society	ټولنه
sociology	ټولنپوهنه
sociopath	ټولنیزپوه
sock	جراب
socket	ساکټ
sod	سوډ
soda	سوډا
soda/pop	سوډا / پاپ
sodding	سوډډنګ
sodium	سوډیم
sofa	سوفا
soft	نرم
softball	نرمبال
soften	نرمه
softener	نرمونکی
softening	نرمول
softly	په نرمۍ سره
softness	نرمۍ
software	ساوتري
soggy	soggy
sohappy	ډیر خوښ
soil	خاوره
soiled	غوړ شوی
soiree	ژوره
sojourn	ژړا
solace	سلیزه
solar	لمړی
solarium	سولاريم
solder	سولر
soldering	سولډنګ
soldier	سرتیری
sole	یواځې
solemn	قوي
solicit	غوښتنلیک
solicitation	غوښتنه
solicitor	وکیل
solid	تړل
solidarity	یووالي
solidification	بشپړتیا
solidified	بشپړ شوی
solidify	ټینګ کړئ
solidity	بشپړتیا
solitaire	سولیټیر
solitary	واحد
solitude	یووالي
solo	سولو
solubility	د ککړتیا
soluble	حل کول
solucky	سوکالۍ
solution	حل
solve	حل کړئ
solvency	ژمنتیا
solvent	سالوینټ
somad	NO TRANSLATION
somatic	سایټ
somber	سحر
some anticipation	ځینې ​​اټکلونه
some disgust	ځینې ​​ناڅاپي
some surprise	ځینې ​​حیرانتیا
some trust	ځینې ​​باور
somersault	ځړول
somethingigetalot	NO TRANSLATION
somewhat negative	لږ څه منفي
somewhat positive	یو څه مثبت
somuchtodo	NO TRANSLATION
son	زوی
sonar	سونار
sonata	سونټا
sonervous	NO TRANSLATION
song	سندره
songwriter	سندرغاړی
sonic	آواز
sonice	NO TRANSLATION
sonnet	سونټ
sonorous	زوی
soot	غوښه
soothe	خوږه
soothing	آرامۍ
sophisticated	سمه ده
sophistication	بڼسټ
sophomore	سوفومور
sopissed	NO TRANSLATION
soppy	ساپي
soprano	سوپانانو
sorcerer	جادوگر
sorcery	ژبي
sordid	سرډیډ
sore	زخم
soready	soready
sorely	په زړه پورې
soreness	درد
sorghum	سورغم
sorority	بدبختۍ
sorrow	غم
sorrowful	غمجن
sorry	بخښنه
sort	ډوله
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	ډولونه
sos	NO TRANSLATION
soscared	خوندیتوب
soscary	سوسريري
soslow	سوزلو
sostressed	NO TRANSLATION
sosweet	څومره خوږ
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	روح
soulful	روحاني
soulless	بده مرغه
soulmate	روحاني
sound	غږ
sounding	غږ
soundness	غږ
soundproof	غږیدل
soundtrack	غږ
soup	سوپ
sour	غوړ
source	سرچینه
sourpuss	سوډان
south	سویل
southbound	جنوب جنوب
southeast	جنوب ختیځ
southern	سویلي
southpaw	جنوب ختیځ
southwest	سویل لویدیز
souvenir	سونګیر
sovereign	خپلواک
sovereignty	حاکميت
soviet	سوویټ
sow	واوره
soy	سویا
soy sauce	سویا ساس
soybean	سویاین
spa	سپا
space	ځای
spacecraft	سپوږمکۍ
spaceman	سپوږمکۍ
spaceship	ساحه
spacing	فاصله
spacious	پراخه
spade	ټوټه
spaghetti	سپگتي
spam	سپیم
spammers	سپیمرونه
span	NO TRANSLATION
spandex	سپنډس
spaniel	سپینيیل
spank	سپک
spanking	مننه
spar	سپار
spare	اضافي
spareribs	سپاریربس
sparingly	په زړه پورې
spark	چټک
sparkle	سپکر
sparkling	سپرکنګ
sparkly	سپارک
sparring	ویجاړ
sparrow	سپړ
sparse	سپک
spasm	سپوږمۍ
spastic	سپوږمۍ
spat	سپټ
spatial	سیمه ایز
spatter	تڼۍ
spatula	سپتولا
spawn	سپون
spaz	سپاز
speak	خبرې کول
speakeasy	سپیکیکسي
speaker	غږ
speakerphone	سپیکر فون
speaking	خبری کوی
spear	سپک
spec	ټکي
special	ځانګړې
specialist	متخصص
speciality	ځانګړتیاوې
specialize	NO TRANSLATION
specially	په ځانګړې توګه
specialty	ځانګړتیاوې
specie	NO TRANSLATION
species	ډولونه
specific	ځانګړې
specification	توضيحات
specify	مشخص کړئ
specimen	نمونه
speck	سپک
speckled	اټکل شوی
specs	انځورونه
spectacle	تماشا
spectacles	انځورونه
spectacular	غوره
spectator	نندارتون
specter	لیدونکی
spectral	تمرکز
spectrometer	سپرمومومیتر
spectrophotometer	سپیټروفوتوتوم
spectroscopy	سپیکروسکوپي
spectrum	سپوږمکۍ
speculate	سپکول
speculation	اټکل
speculative	اټکل شوی
speculum	سپکولم
speech	وینا
speechless	ناڅاپه
speed	چټک
speedboat	سپوږمۍ
speedily	په چټکۍ سره
speeding	چټک
speedometer	سپوږمکۍ
speedway	سرعت
speedy	چټک
spell	منډه
spellbound	سپړبنډ
spelling	سپکي
spencer	سپينسر
spend	لګول
spender	سپن
spending	مصرف
spent	لګول شوي
sperm	سپرم
spew	سپو
sphere	ساحه
spherical	کرهڼه
sphincter	سپوږمینر
sphinx	سپينکس
spic	سپک
spice	مساله
spicy	مساله
spider	مکړ
spiders	مکالونه
spiffy	ټوپک
spigot	سپورت
spike	سپک
spiked	سپک شوی
spiky	سپکی
spill	ټوټه
spillin	NO TRANSLATION
spin	سپين
spinach	پالک
spinal	نخښه
spindle	تندل
spine	سپين
spineless	بې وزله
spinner	اسپنر
spinning	سپکي
spinster	سپنټر
spiny	سپینی
spiral	سرپل
spire	سپیره
spirit	روح
spirited	سپک شوی
spirits	روحونه
spiritual	روحاني
spirituality	روحانیت
spit	سپک
spite	سره سره
spiteful	سپړنه
spitfire	سپړنه
spittoon	سپټټوسن
splash	ټوټه
splat	ټوټه
splatter	ټوټه
spleen	غوړ
splendid	سپینه
splendor	ښایسته
splice	جلا کړئ
spline	ټکي
splint	ټوپک
splinter	ټوټه
split	وېشل شوى
splitting	جلا کول
splurge	ټوټه
spoil	خرابه شوه
spoiler	تاوان
spoiling	خرابول
spoils	غلا
spoke	خبرې وکړې
spoken	خبرې کول
spokesman	ویاند
spokesperson	ویاند
sponge	سپنج
spongy	سپنج
sponsor	سپانسر
sponsorship	سپانسر
spontaneity	ناڅاپه
spontaneous	سپوږمۍ
spoof	ټوپ
spook	ټوټه شوه
spooky	ویروونې
spool	سپول
spoon	سپون
spoonful	سپړونکی
sporadic	سپوروډیټ
spore	غله
sport	ورزش
sporting	سپورټ
sports	ورزش
sports car	سپورټ کار
sportsman	ورزشکار
sportsmanship	سپورټ
sportswriter	ورزشکار
sporty	ورزش
spot	ځای
spotless	بې بنسټه
spotlight	سپوږمکۍ
spotted	لیدل شوی
spotter	سپکټر
spotty	سپټی
spousal	سپیسل
spouse	ښځه
spout	ټکی
sprain	ټکي
sprawl	غره
spray	سپری
spread	خپور شو
spreader	خپريږي
spree	تاکید
spring	پسرلی
springtime	پسرلي
sprinkle	ځړول
sprinkler	ویښونکی
sprinkling	ځړول
sprint	سپرنټ
sprite	سپریټ
sprout	سپریټ
spruce	سپروس
spud	سپود
spunk	ټوټه
spunky	سپکاوی
spur	توره
spurious	ناباوره
spurred	ژغورل شوی
spurt	سپورت
spy	جاسوس
squabble	ټوپک
squad	ډله
squadron	سکډادون
squall	ټوټه
squamous	خندا
squander	ډوډۍ
square	مربع
squash	ډک
squat	ډوډۍ
squatter	ټوپک
squaw	خوله
squawk	ټوپک
squeak	ټوپک
squeaky	ټوپک
squeal	squeal
squealer	squealer
squeamish	سلام
squeeze	ټیګز
squeezing	ټوټه کول
squelch	کڅوړه
squid	سکویډ
squint	ټوپک
squire	ټوپیر
squirm	ټوپک
squirrel	ګیریلیل
squirt	ټوټه
squish	ډډه کول
squishy	خندا
stab	پټه
stabbed	ډک شوی
stability	ثبات
stabilize	ثبات
stabilizer	ثبات
stable	باثباته
staccato	ستاسټا
stack	ډک
stadium	لوبغالی
staff	کارکوونکي
stag	ټکی
stage	پړاو
stagecoach	stagecoach
stagehand	مرحله لرونکی
stagger	ستړی
staggering	ستړي
stagnant	مستحکم
stagnation	ټکول
staid	ورکړ شوی
stain	ډډ
stained	رنګ شوی
stainless	پوټکی
stair	زنګونه
staircase	زېرمه
