Word	ceb
soulless	soulless
soulmate	kalagmate
sound	tingog
sounding	pagpatunog
soundness	pagkamaayo
soundproof	soundproof
soundtrack	soundtrack
soup	sabaw
sour	maas
source	tinubdan
sourpuss	sourpuss
south	habagatan
southbound	habagatan
southeast	habagatan
southern	habagatan
southpaw	habagatan
southwest	habagatan-kasad
souvenir	souvenir
sovereign	soberano
sovereignty	pagkasoberano
soviet	soviet
sow	pagpugas
soy	soy
soy sauce	soy sauce
soybean	soybean
spa	spa
space	luna
spacecraft	spacecraft
spaceman	spaceman
spaceship	spaceship
spacing	spacing
spacious	lapad nga
spade	spade
spaghetti	spaghetti
spam	spam
spammers	tigpamaba
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	bunal
spanking	pagpuspusan
spar	spar
spare	pagpalingkawas
spareribs	spareribs
sparingly	hinay
spark	spark
sparkle	sparkle
sparkling	sparkling
sparkly	sparkly
sparring	sparring
sparrow	goryon
sparse	diyutay
spasm	spasm
spastic	spastic
spat	paglansad
spatial	spatial
spatter	spatter
spatula	spatula
spawn	nagtanom
spaz	spaz
speak	pagsulti
speakeasy	Espesipiko
speaker	mamumulong
speakerphone	speakerphone
speaking	pagsulti
spear	sibat
spec	pananglitan
special	espesyal nga
specialist	espesyalista
speciality	espesyalidad
specialize	NO TRANSLATION
specially	ilabi na
specialty	espesyalidad
specie	NO TRANSLATION
species	mga klase
specific	espesipiko
specification	paghingalan
specify	paghingalan
specimen	specimen
speck	speck
speckled	speckled
specs	pananglitan
spectacle	talan-awon
spectacles	talan-awon
spectacular	talagsaon
spectator	talan-awon
specter	panaglalis
spectral	spectral
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	spectroscopy
spectrum	kolor
speculate	pangagpas
speculation	panghunahuna
speculative	pangagpas
speculum	speculum
speech	pagsulti
speechless	dili makatingog
speed	paspas
speedboat	speedboat
speedily	dali
speeding	pagpadali
speedometer	speedometer
speedway	speedway
speedy	paspas
spell	spell
spellbound	nahibulong
spelling	ispeling
spencer	spencer
spend	mogahin
spender	spender
spending	paggasto
spent	gigahin
sperm	sperm
spew	palihug
sphere	kalibutan
spherical	lingin
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	spice
spicy	halang
spider	kaka
spiders	mga kaka
spiffy	spiffy
spigot	spigot
spike	mibugway
spiked	nag-spiked
spiky	spiky
spill	pagbuga
spillin	NO TRANSLATION
spin	pagtuyok
spinach	spinach
spinal	taludtod
spindle	spindle
spine	dugokan
spineless	spineless
spinner	spinner
spinning	pagkalinyas
spinster	spinster
spiny	tunok
spiral	spiral
spire	spire
spirit	espiritu
spirited	malipayon
spirits	mga espiritu
spiritual	espirituhanon
spirituality	espirituwalidad
spit	pagluwa
spite	bisan pa niana
spiteful	mapintas
spitfire	spitfire
spittoon	spittoon
splash	pagsabwag
splat	pagsinati
splatter	nagsuka
spleen	spleen
splendid	nindot kaayo
splendor	kahalangdon
splice	paghugpong
spline	maglihok
splint	hagdanan
splinter	splinter
split	split
splitting	nagbulag
splurge	sa kinatibuk-an
spoil	inagaw
spoiler	spoiler
spoiling	pagdaot
spoils	mga inagaw
spoke	namulong
spoken	gisulti
spokesman	tigpamaba
spokesperson	tigpamaba
sponge	espongha
spongy	spongy
sponsor	sponsor
sponsorship	sponsorship
spontaneity	pagkalimpyo
spontaneous	kusog
spoof	spoof
spook	nagyagayaga
spooky	makahahadlok
spool	spool
spoon	kutsara
spoonful	kutsara
sporadic	panagsa
spore	spore
sport	sport
sporting	sporting
sports	sports
sports car	sports car
sportsman	sportsman
sportsmanship	sportsmanship
sportswriter	sportswriter
sporty	sporty
spot	lugar
spotless	walay lama
spotlight	sugod
spotted	namutol
spotter	spotter
spotty	kidney
spousal	asawa
spouse	asawa
spout	spout
sprain	naglikay
sprawl	naghugpong
spray	spray
spread	mikaylap
spreader	Nagtubo
spree	pagsulay
spring	tingpamulak
springtime	tingpamulak
sprinkle	isablig
sprinkler	sprinkler
sprinkling	pagwisik
sprint	sprint
sprite	sprite
sprout	turok
spruce	magpundok
spud	spud
spunk	spunk
spunky	talagsaon
spur	makapugong
spurious	bakak
spurred	nakapukaw
spurt	miturok
spy	espiya
squabble	magkahiusa
squad	iskwad
squadron	iskwadron
squall	paghubas
squamous	squamous
squander	pag-usik
square	kuwadrado
squash	kalabasa
squat	squat
squatter	squatter
squaw	squaw
squawk	pagdagan
squeak	mag-igo
squeaky	magluhod
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	squeeze
squeezing	pagpuga
squelch	pagpugong
squid	squid
squint	squint
squire	squire
squirm	squirm
squirrel	squirrel
squirt	squirt
squish	squish
squishy	squishy
stab	dinunggaban
stabbed	gidunggab
stability	kalig-on
stabilize	pagpalig-on
stabilizer	stabilizer
stable	lig
staccato	staccato
stack	stack
stadium	estadyante
staff	staff
stag	stag
stage	yugto
stagecoach	stagecoach
stagehand	stagehand
stagger	pagsuroy
staggering	makapahingangha
stagnant	napondo
stagnation	stagnation
staid	malig-on
stain	mansa
stained	namansa
stainless	hinimo
stair	hagdanan
staircase	hagdanan
stairs	hagdanan
stairway	hagdanan
stairwell	hagdanan
stake	stake
stakeout	pag-usisa
stale	hunong
stalemate	pagkamatay
stalk	stalk
stalker	stalker
stall	stall
stallion	stallion
stalls	mga kuwadra
stalwart	lig-on
stamina	kusog
stamp	selyo
stampede	pagpaubos
stance	baruganan
stand	tindog
standard	standard
standardize	estandard
standardized	estandard
standby	pugngan
standing	nga nagatindog
standoff	away
standpoint	panglantaw
standstill	pagbarog
standup	Tindog
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	bituon
star fruit	balimbing
starboard	starboard
starch	starch
stardom	stardom
stardust	stardust
stare	pagtan-aw
starfish	starfish
stargazing	pagtuktok
staring	nagtutok
stark	tinuud
starlet	starlet
starlight	starlight
starling	starling
starry	bituon
stars	mga bituon
starship	mga bituon
start	magsugod
starter	starter
startle	makasugod
startled	nakurat
startling	makapakurat
starvation	gutom
starve	gutom
starved	gutom
starving	gigutom
stash	itago
stat	stat
state	estado
stately	halangdon
statement	pamahayag
stateroom	stateroom
stateside	estadoide
statesman	estadista
static	walay pulos
staticky	NO TRANSLATION
statics	estatika
station	estasyon
stationary	stationary
stationery	stationery
statistic	estatistika
statistical	statistical
statistician	estatistiko
stator	stator
statuary	estatuwa
statue	estatuwa
statuette	estatuwa
stature	gidak-on
status	status
statute	statute
statutory	statutory
staunch	hunong
stave	stave
stay	magpabilin
stayaway	NO TRANSLATION
stayed	nagpabilin
stays	magpabilin
stead	himoa
steadfast	makanunayon
steady	makanunayon
steak	steak
steakhouse	steakhouse
steal	mangawat
stealing	pagpangawat
stealth	pagkawala
stealthily	pirme
stealthy	pirme
steam	alisngaw
steamboat	steamboat
steamer	bapor
steaming	pagnihit
steamroller	nag-ilis
steamship	steamship
steamy	mauga
steel	asero
steep	titip
steeple	taluktok
steer	pagdumala
steering	pagdumala
stellar	stellar
stem	stem
stench	pagkadunot
stencil	mag-stencil
stenographer	stenographer
step	lakang
stepdaughter	anak nga babaye
stepfather	stepfather
stepmother	ina nga ina
steppe	kapatagan
steps	mga lakang
stepson	stepson
stereo	stereo
stereoscopic	stereoskopiko
stereotype	estilo
stereotyped	naghunahuna
sterile	dili maayo
sterility	sterility
sterilize	pag-sterilize
sterling	maayo
stern	ulan
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	stew
steward	piniyalan
stewardess	sulugoon
stewardship	pagkatinugyanan
stfu	stfu
stick	stick
sticker	sticker
sticking	naglihok
stickler	stickler
stickup	stickup
sticky	sticky
stiff	matig-a
stiffen	pag-stiffen
stiffness	pagkagahi
stifle	paghunong
stifled	gisumpo
stifling	pagpugong
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	patay nga pagkatawo
stillborn	patay na
stillness	kahilum
stillwaiting	nagpadayon
stilts	stilts
stimulant	stimulant
stimulate	pag-aghat
stimulating	makapadasig
stimulation	pagpukaw
stimulus	stimulus
sting	pagsakit
stinger	stinger
stinging	nag-uyog
stingy	sulud
stink	pagkadunot
stinker	stinker
stinking	baho
stinky	stinky
stint	tabang
stipend	stipend
stipulate	Nagtakda
stipulation	katungod
stir	pagpalihok
stirring	pagkutaw
stitch	stitch
stitching	paghigda
stock	stock
stockade	pagkabutang
stockbroker	stockbroker
stockholder	stockholder
stocking	medyas
stockings	medyas
stockpile	stockpile
stockroom	stockroom
stocks	stocks
stoic	stoic
stole	gikawat
stolen	gikawat
stomach	tiyan
stomachache	sakit sa tiyan
stomp	stomp
stomped	napungot
stone	bato
stoned	gibato
stonewall	stonewall
stoneware	stoneware
stony	batoon
stooge	stooge
stool	nga hugaw
stools	nga mga bangkaw
stoop	pagduko
stoopid	stoopid
stop	paghunong
stopover	paghunong
stoppage	paghunong
stopper	paghunong
stopping	paghunong
stopwatch	stopwatch
storage	pagtipig
store	tindahan
storefront	tindahan
storehouse	tipiganan
storeroom	bodega
storing	pagtipig
storm	bagyo
storming	pagdrayb
stormy	unos
story	istorya
storybook	storybook
storyteller	istorya
storytelling	istorya
stound	stound
stout	stout
stove	kalan
stow	paghigda
stowaway	stowaway
straddle	maglihok
straight	tul-id
straighten	tul-id
straightforward	diretso
straightway	diha dayon
strain	palabihan
strained	pilit
strait	pahulay
straitjacket	straitjacket
straits	kasamok
strand	pagkiskis
stranded	natanggong
strange	talagsaon
stranger	estranghero
strangle	maghigda
strangulation	pagpanghulga
strap	strap
strapless	strapless
strapping	paghigot
strata	strata
strategic	estratehikong
strategist	strategist
strategy	estratehiya
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	uhot
strawberry	strawberry
stray	saag
streak	streak
streaked	gikutkot
stream	sapa
streamer	streamer
streaming	pag-streaming
streamline	pakusgon
street	dalan
streetcar	trak sa tren
streetlight	dalan sa kadalanan
strength	kusog
strengthen	pagpalig-on
strengthening	pagpalig-on
strenuous	mabudlay
strep	strep
stress	tensiyon
stressed	gikutlo
stresses	mga kapit-osan
stressfree	NO TRANSLATION
stressful	tensiyonado
stressin	NO TRANSLATION
stressing	nagpasiugda
stressrelief	NO TRANSLATION
stretch	pag-uswag
stretcher	yugto
stricken	gihampak
strict	estrikto
stride	lakang
strife	away
strike	welga
strikeout	hampakon sa
striker	striker
striking	makapakurat
strikingly	talagsaon
string	hilo
strings	mga kuldas
stringy	kinulbaan
strip	hubad
stripe	estrikto
striped	kinudlisan
stripped	gikuha
stripper	stripper
striptease	striptease
strive	paningkamot
strobe	strobe
stroke	stroke
stroll	Lakaw
stroller	stroller
strolling	paglakaw
strong	kusog
stronghold	salipdanan
strongly	kusog
structural	estruktura
structure	istruktura
strudel	strudel
struggle	pakigbisog
strut	pag-ayo
stub	Ang usa ka stub
stubbed	gikuha
stubble	dagami
stubborn	gahian
stubbornness	pagkagahian
stubby	stubby
stucco	stucco
stuck	giugbok
stuckup	NO TRANSLATION
stud	stud
studded	gitagbo
student	estudyante
studied	gitun-an
studio	studio
study	pagtuon
stuff	mga butang
stuffed animal	stuffed animal
stuffing	pagputos
stuffy	stuffy
stumble	mapandol
stump	tuod
stumped	nahulog
stun	pahuway
stunned	nahingangha
stunner	pahalipay
stunning	talagsaon
stunt	stunt
stunted	nalisdan
stuntman	stuntman
stupefaction	stupefaction
stupefy	pagkalipong
stupendous	talagsaon
stupid	hungog
stupidity	kabuangan
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	pagkawala
sturdy	lig-on
sturgeon	sturgeon
stutter	gahapon
sty	est
style	estilo
styling	estilo
stylish	estilo
stylist	estilista
suave	suave
sub	sub
subatomic	subatomic
subcommittee	subcommittee
subconscious	subconscious
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	subdue
subdued	nasakop
subdural	subdural
subito	NO TRANSLATION
subject	subject
subjected	gipailalom
subjection	pagpasakop
subjective	suhetibo
subjugation	pagsakop
sublet	subli
sublevel	sublevel
sublimation	sublimasyon
sublime	madungganon
subliminal	subliminal
submarine	submarino
submerge	pag-ilis
submerged	nalunod
submersible	submersible
submission	pagpasakop
submissive	mapinasakopon
submit	submit
submitting	pagsumiter
subordinate	ubos
subordination	subordinasyon
subplot	subplot
subpoena	subpoena
subscribe	subscribe
subscriber	subscriber
subscription	subscription
subsequence	pagkasunod
subsequent	sunod
subsequently	human niana
subservient	subservient
subset	subset
subside	nawala
subsidence	pagkunhod
subsidiary	subsidiary
subsidize	subsidize
subsidy	subsidy
subsist	nagpabilin
subsistence	pagpuyo
subsoil	subsoil
subspace	subspace
substance	substansiya
substandard	substandard
substantial	mahinungdanon
substantially	sa kinatibuk-an
substantiate	pamatuud
substantive	sustantibo
substation	substation
substitute	puli
substituted	ilisan
substitution	paghulip
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	hinay
subtlety	subtlety
subtract	kunhoran
subtraction	pagbawi
subtype	subtype
suburb	suburb
suburban	suburban
suburbia	suburbia
suburbs	Suburbs
subversion	pagkalaglag
subversive	subersibo
subvert	pagbalibad
subway	subway
succeed	molampos
succeeding	milampos
success	kalampusan
successful	malampuson
succession	succession
successive	sunodsunod
successor	nga manununod
succinct	sulud
succubus	succubus
succulent	succulent
succumb	nahulog
suck	pagsuso
sucker	sucker
sucking	pagsuso
suckling	suckling
sucks	sucks
suction	suction
sudden	kalit
suddenly	sa kalit
suds	suds
sue	sue
suede	suede
suffer	antos
sufferer	antos
suffering	pag-antos
suffice	igo na
sufficiency	sufficiency
sufficient	igo
sufficiently	igo
suffix	suffix
suffocate	naghuot
suffocating	makalagot
suffocation	paghuot
sugar	asukar
suggest	sugyot
suggestion	sugyot
suggestive	sugyot
suicidal	paghikog
suicide	paghikog
suicidebombing	NO TRANSLATION
suit	ilisan
suitable	angay
suitcase	maleta
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	malipayon
sully	sully
sulphur	sulfur
sultan	sultan
sultry	sultry
sum	sumaryo
summarily	summarily
summarize	i-summarize
summary	summary
summation	summation
summer	ting-init
summerhouse	summerhouse
summertime	summertime
summit	summit
summon	ipatawag
summons	pagtawag
sumo	sumo
sump	sump
sumptuous	mahalon
sun	adlaw
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	Dominggo
sundial	sundial
sundown	pagsalop sa adlaw
sundry	nagkalainlain
sunflower	sunflower
sunglass	sunglass
sunglasses	sunglasses
sunk	nalunod
sunken	sunken
sunless	walay kahayag
sunlight	kahayag sa adlaw
sunny	sunny
sunrise	sunrise
sunroof	sunroof
sunscreen	sunscreen
sunset	pagsalop sa adlaw
sunshine	kahayag sa adlaw
suntan	suntan
sunup	sunup
sup	sup
super	sobra
superannuation	superannuation
superb	maayo kaayo
superficial	taphaw
superfluous	dili kinahanglan
superhero	superhero
superhuman	labaw sa tawo
superimposed	superimposed
superintendent	superintendent
superior	labaw pa
superiority	pagkalabaw
superlative	superlatibo
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	labaw sa kinaiyahan
supernova	supernova
superposition	superposisyon
superpower	superpower
supersede	supersede
superstar	superstar
superstition	patuotuo
superstitious	matuotuohon
superstore	superstore
supervise	pagdumala
supervision	pagdumala
supervisor	superbisor
supper	panihapon
suppertime	suppertime
supplant	mopuli
supple	supple
supplement	suplemento
supplemental	suplemento
supplementary	suplementaryo
supplication	pangamuyo
supplier	supplier
supplies	mga suplay
supply	supply
support	suporta
supported	gisuportahan
supporter	supporter
supporters	mga tigpaluyo
supporting	pagsuporta
supportive	pagsuporta
suppose	pananglit
supposed	kuno
supposing	nagtuo
supposition	supposisyon
suppress	sumpo
suppression	pagsumpo
supremacy	supremacy
supreme	labing labaw
supremely	labaw sa tanan
surcharge	surcharge
sure	sigurado
surety	garantiya
surf	Surf
surface	nawong
surfboard	surfboard
surfer	surfer
surge	pagdagsang
surgeon	surgeon
surgery	sa operasyon
surgical	operasyon
surly	masulub-on
surmise	pagpaantus
surname	apilyido
surpassing	milabaw
surplus	sobra
surprise	katingala
surprised	natingala
surprises	mga surpresa
surprising	katingala
surprisingly	kahibulongan
surreal	surreal
surrender	pagsurender
surrendering	pagsurender
surrogate	surrogate
surround	palibut
surrounding	palibot
surroundings	palibot
surveillance	pagpaniid
survey	survey
surveying	pagsurbi
surveyor	Surveyor
survival	mabuhi
survive	mabuhi
surviving	naluwas
survivor	naluwas
susceptibility	susceptibility
susceptible	mahikap
sushi	sushi
suspect	suspek
suspected	gikatahapan
suspend	Suspensyon
suspended	gisuspinde
suspenders	suspenders
suspense	pagduda
suspension	Suspensyon
suspicion	pagduda
suspicions	pagduda
suspicious	katahap
sustain	paluyohan
sustained	gipaluyohan
sustenance	pagkaon
suture	panapton
suv	suv
sux	sux
swab	swab
swag	swag
swagger	swagger
swallow	molamoy
swami	swami
swamp	swamp
swamped	nahumok
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	panon
swarming	tigpanon
swastika	swastika
swat	swat
sway	paglihok
swear	manumpa
swearing	pagpanumpa
sweat	singot
sweater	sweater
sweating	nga panapton
sweatshirt	sweat shirt
sweatshop	sweatshop
sweaty	singot
sweep	pagpanilhig
sweeper	magdudula
sweeping	malaglagon
sweet	matam-is
sweeten	pagmasa
sweetened	gipahimuslan
sweetener	sweetener
sweetest	labing matam-is
sweetheart	ganahan
sweetie	sweetie
sweetness	katam-is
sweets	tam-is
swell	Nagtubo
swelling	pagpatubo
sweltering	sweltering
swerve	molihok
swift	matulin
swiftly	dali
swig	swig
swill	swill
swim	paglangoy
swimmer	manlalangoy
swimming	paglangoy
swimsuit	swimsuit
swindle	pagpanglimbong
swindler	swindler
swine	baboy
swing	pagbayaw
swinger	swinger
swinging	pagpaayo
swipe	swipe
swirl	paglihok
swish	swish
switch	switch
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	nanghubag
swoon	pag-usab
swoop	pagdali
sword	espada
swordfish	espada
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	silaba
syllabus	syllabus
symbiotic	symbiotic
symbol	simbolo
symbolic	simbolo
symbolically	sa simbolo
symbolism	simbolo
symbolize	nagsimbolo
symmetric	symmetric
symmetrical	symmetrical
symmetry	simetriya
sympathetic	simpatiya
sympathize	sumadya
sympathy	simpatiya
symphonic	symphonic
symphony	symphony
symposium	simposium
symptom	sintomas
symptomatic	Symptomatic
synagogue	sinagoga
synapse	synapse
synaptic	synaptic
sync	pag-sync
synchronize	i-synchronize
synchronous	kasamtangang
syncope	Syncope
syndicate	sindikato
syndrome	syndrome
synergistic	synergistic
synergy	synergy
synod	synod
synonym	sinonimo
synonymous	sinonimo
synopsis	sinopsis
synoptic	synoptic
syntax	syntax
synthesis	paghiusa
synthesizer	synthesizer
synthetic	artipisyal
syphilis	syphilis
syringe	syringe
syrup	syrup
system	sistema
systematic	sistematiko
systematically	systematically
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernakulo
table	lamesa
tableau	NO TRANSLATION
tablecloth	kan-anan
tablespoon	tablespoon
tablet	tablet
tableware	Mga gamit nga galamiton
tabloid	tabloid
taboo	bawal
tabular	tabular
tabulate	tabulate
tabulation	pagtan-aw
tachometer	tachometer
tacit	tacit
tack	tack
tackle	atubangon
tackled	gihunahuna
tackling	pagdumala
tacky	tacky
taco	taco
tact	taktika
tactful	mataktikanhon
tactic	taktika
tactical	taktikal
tactics	taktika
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	ikog
tailed	ikaduha
tailgate	tailgate
tailings	tailings
taillight	sa tibuok gabii
tailor	nahiangay
tailoring	pagtahi
tailpipe	tailpipe
taint	hugaw
take	pagkuha
takeoff	pagpalupad
takeout	takeout
takeover	pagkuha
taker	taker
talcum	talcum
tale	istorya
talent	talento
talented	talento
talisman	Talisman
talk	pakigpulong
talkative	tabian
talker	talker
tall	taas
tallies	taas
tallow	nga gitas-on
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tamborine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	mawala
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangal
tangerine	tangerine
tangible	mahikap
tangle	pagsulud
tangled	nahigmata
