Word	vi
slag	xỉ
slam	sập
slammer	slammer
slander	vu khống
slanderous	vu khống
slang	tiếng lóng
slant	xiên
slap	tát
slash	gạch chéo
slashes	dấu gạch chéo
slate	đá phiến
slates	đá phiến
slaughter	giết mổ
slaughterhouse	lò mổ
slaughtering	giết mổ
slave	nô lệ
slavery	chế độ nô lệ
slay	giết người
slayer	slayer
sleaze	sleaze
sleazy	nhút nhát
sled	NO TRANSLATION
sledding	trượt tuyết
sledge	sledge
sledgehammer	sledgehammer
sleek	trơn
sleep	ngủ
sleeper	người ngủ
sleeping	đang ngủ
sleepless	chứng mất ngủ
sleeplessness	mất ngủ
sleepover	ngủ nghỉ
sleepy	ngái ngủ
sleepyhead	buồn ngủ
sleet	mưa đá
sleeve	tay áo
sleeveless	không tay
sleigh	xe trượt tuyết
sleight	tình trạng lộn xộn
slender	mảnh khảnh
sleuth	người ngu ngốc
slice	lát cắt
slick	bóng bẩy
slicker	áo mưa
slide	trượt
slider	thanh trượt
sliding	trượt
slight	nhẹ
slight anticipation	dự đoán nhẹ
slight disgust	hơi ghê tởm
slight surprise	bất ngờ nhẹ
slight trust	tin tưởng nhẹ
slightly	khinh bỉ
slightly negative	hơi tiêu cực
slightly positive	hơi tích cực
slim	mảnh khảnh
slime	chất nhờn
slimy	nhầy nhụa
sling	treo lên
slingshot	súng cao su
slink	trượt
slinky	slinky
slip	trượt
slipper	dép
slippers	dép lê
slippery	trơn
slit	khe hở
sliver	mảnh vụn
slob	slob
slobber	slobber
slogan	phương châm
sloop	sloop
slop	NO TRANSLATION
slope	độ dốc
sloppy	luộm thuộm
slot	khe cắm
sloth	lười biếng
slouch	slouch
slough	gồ ghề
slow	chậm chạp
slowly	chậm rãi
slowness	chậm chạp
sludge	bùn
slug	sên
slugger	slugger
sluggish	chậm chạp
sluice	cống
slum	khu ổ chuột
slumber	giấc ngủ
slump	sụt giảm
slur	bùn
slurp	slurp
slush	đỏ mặt
slut	đĩ
slutty	đần độn
sly	sly
smack	đập
small	nhỏ bé
smaller	nhỏ hơn
smallest	nhỏ nhất
smallpox	bệnh đậu mùa
smart	thông minh
smartass	smartass
smarten	tăng gia
smarty	thông minh
smash	đập vỡ
smashed	đập tan
smattering	sự bốc khói
smear	bôi nhọ
smell	mùi
smelling	ngửi
smelly	hôi
smelt	có mùi
smidgen	smidgen
smile	nụ cười
smiled	cười
smiles	nụ cười
smiley	cười
smiling	mỉm cười
smirk	cười nhếch mép
smite	smite
smith	thợ rèn
smithereens	smithereens
smitten	người khờ dại
smock	áo khoác
smog	khói bụi
smoke	hút thuốc lá
smoker	người hút thuốc
smokey	smokey
smoking	hút thuốc lá
smoky	khói
smoldering	âm ỉ
smooch	cười
smooth	trơn tru
smoothie	sinh tố
smoothly	thông suốt
smoothness	êm ái
smother	smother
smudge	smudge
smug	tự mãn
smuggle	buôn lậu
smuggler	người buôn lậu
smuggling	buôn lậu
smut	smut
snack	snack
snacks	đồ ăn nhẹ
snafu	snafu
snag	đánh lừa
snags	khập khiễng
snail	ốc sên
snake	con rắn
snakes	rắn
snakeskin	da rắn
snap	chụp
snapper	cá hồng
snappy	linh hoạt
snapshot	ảnh chụp nhanh
snare	cạm bẫy
snarl	gầm gừ
snarling	gắt gỏng
snatch	cướp bóc
snatcher	người săn mồi
snazzy	snazzy
sneak	lẻn
sneaker	sneaker
sneakers	giày thể thao
sneaking	lén lút
sneaky	lén lút
sneer	sneer
sneeze	hắt hơi
sneezing	hắt xì
snicker	người cười
snide	snide
sniff	bị nghẹt mũi
snip	bắn tỉa
snipe	snipe
sniper	người bắn tỉa
snippet	đoạn trích
snippy	rên rỉ
snitch	giật gân
snob	snob
snoop	snoop
snoopy	snoopy
snooty	khùng khùng
snooze	giấc ngũ ngắn
snore	ngáy
snorkel	ống thở
snort	khịt mũi
snot	snot
snotty	khinh bỉ
snout	mõm
snow	tuyết
snowball	quả cầu tuyết
snowboard	ván trượt tuyết
snowboarder	người trượt tuyết
snowday	ngày tuyết
snowfall	tuyết rơi
snowflake	bông tuyết
snowing	tuyết rơi
snowmageddon	snowmageddon
snowman	người tuyết
snowplow	đồ ủi tuyết
snowstorm	bão tuyết
snowy	có tuyết rơi
snub	snub
snubbed	snubbed
snuff	hít vào
snug	sên
snuggle	ôm chặt
snuggled	lén lút
snuggles	snuggles
snuggling	buôn lậu
soak	ngâm
soaked	ướt sũng
soaking	ngâm
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	xà bông
soapbox	hộp xà phòng
soapy	xà phòng
soar	bay lên
soaring	tăng vọt
sob	NO TRANSLATION
sober	tỉnh táo
soblessed	NO TRANSLATION
sobriety	sobriety
soc	soc
soccer	bóng đá
sociable	Hòa đồng
social	xã hội
socialanxiety	NO TRANSLATION
socialism	chủ nghĩa xã hội
socialist	xã hội chủ nghĩa
socialite	xã hội
socialize	xã hội hóa
society	xã hội
sociology	xã hội học
sociopath	sociopath
sock	bít tất
socket	ổ cắm
sod	sod
soda	Nước ngọt
soda/pop	tiếng kêu nước ngọt sau khi mở Bay hơi
sodding	sodding
sodium	natri
sofa	ghế sô pha
soft	mềm mại
softball	bóng mềm
soften	làm mềm
softener	chất làm mềm
softening	làm mềm
softly	nhẹ nhàng
softness	sự mềm mại
software	phần mềm
soggy	sũng nước
sohappy	rất hạnh phúc
soil	đất
soiled	bẩn thỉu
soiree	buổi dạ tiệc
sojourn	tạm trú
solace	sự an ủi
solar	hệ mặt trời
solarium	phòng tắm nắng
solder	hàn
soldering	hàn
soldier	lính
sole	Duy Nhất
solemn	trang nghiêm
solicit	gạ gẫm
solicitation	mời gọi
solicitor	cố vấn pháp luật
solid	chất rắn
solidarity	tinh thần đoàn kết
solidification	kiên cố hoá
solidified	kiên cố hoá
solidify	kiên cố hoá
solidity	sự vững chắc
solitaire	solitaire
solitary	đơn độc
solitude	cô độc
solo	độc tấu
solubility	độ hòa tan
soluble	hòa tan
solucky	NO TRANSLATION
solution	dung dịch
solve	giải quyết
solvency	khả năng thanh toán
solvent	dung môi
somad	NO TRANSLATION
somatic	somatic
somber	ảm đạm
some anticipation	một số dự đoán
some disgust	một số ghê tởm
some surprise	một số bất ngờ
some trust	một số tin tưởng
somersault	nhào lộn
somethingigetalot	NO TRANSLATION
somewhat negative	hơi tiêu cực
somewhat positive	hơi tích cực
somuchtodo	NO TRANSLATION
son	Con trai
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	bài hát
songwriter	nhạc sĩ
sonic	âm thanh
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	kêu to
soot	bồ hóng
soothe	làm dịu
soothing	nhẹ nhàng
sophisticated	tinh vi
sophistication	sự tinh tế
sophomore	sinh viên năm hai
sopissed	NO TRANSLATION
soppy	mềm mại
soprano	soprano
sorcerer	phù thủy
sorcery	ma thuật
sordid	sordid
sore	đau đớn
soready	bạn đã sẵn sàng
sorely	đau đớn
soreness	đau nhức
sorghum	lúa miến
sorority	sorority
sorrow	nỗi buồn
sorrowful	buồn rầu
sorry	lấy làm tiếc
sort	sắp xếp
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sắp xếp
sos	NO TRANSLATION
soscared	soscared
soscary	Quá sợ hãi
soslow	quá chậm
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	Linh hồn
soulful	có hồn
soulless	vô hồn
soulmate	tri kỷ
sound	âm thanh
sounding	âm thanh
soundness	âm thanh
soundproof	cách âm
soundtrack	nhạc phim
soup	Súp
sour	chua
source	nguồn
sourpuss	chua chát
south	miền Nam
southbound	giới hạn phía Nam
southeast	Đông Nam
southern	phía Nam
southpaw	southpaw
southwest	tây nam
souvenir	quà lưu niệm
sovereign	tối cao
sovereignty	chủ quyền
soviet	liên xô
sow	gieo
soy	đậu nành
soy sauce	nước tương
soybean	đậu tương
spa	spa
space	không gian
spacecraft	tàu vũ trụ
spaceman	phi thuyền
spaceship	tàu không gian
spacing	khoảng cách
spacious	rộng rãi
spade	thuổng
spaghetti	mì ống Ý
spam	RAC
spammers	người gửi spam
span	NO TRANSLATION
spandex	vải thun
spaniel	spaniel
spank	đánh đòn
spanking	đánh đòn
spar	spar
spare	bổ sung
spareribs	spareribs
sparingly	ít
spark	tia lửa
sparkle	lấp lánh
sparkling	lung linh
sparkly	lấp lánh
sparring	sparring
sparrow	chim sẻ
sparse	thưa thớt
spasm	co thắt
spastic	co cứng
spat	spat
spatial	không gian
spatter	bắn tung tóe
spatula	thìa
spawn	đẻ trứng
spaz	spaz
speak	nói
speakeasy	nói chuyện
speaker	loa
speakerphone	loa ngoài
speaking	nói
spear	thương
spec	spec
special	đặc biệt
specialist	chuyên gia
speciality	đặc sản
specialize	NO TRANSLATION
specially	đặc biệt
specialty	đặc sản
specie	NO TRANSLATION
species	loài
specific	riêng
specification	đặc điểm kỹ thuật
specify	chỉ định
specimen	mẫu vật
speck	đốm
speckled	lốm đốm
specs	thông số kỹ thuật
spectacle	cảnh tượng
spectacles	kính đeo mắt
spectacular	đẹp mắt
spectator	khán giả
specter	bóng ma
spectral	quang phổ
spectrometer	quang phổ kế
spectrophotometer	quang phổ kế
spectroscopy	quang phổ
spectrum	phổ
speculate	suy đoán
speculation	đầu cơ
speculative	suy đoán
speculum	mỏ vịt
speech	phát biểu
speechless	không nói nên lời
speed	tốc độ
speedboat	tàu cao tốc
speedily	nhanh chóng
speeding	sự chạy mau
speedometer	công tơ mét
speedway	đường cao tốc
speedy	nhanh chóng
spell	Đánh vần
spellbound	say mê
spelling	chính tả
spencer	spencer
spend	tiêu
spender	người cho vay
spending	chi tiêu
spent	bỏ ra
sperm	tinh trùng
spew	phun ra
sphere	quả cầu
spherical	hình cầu
sphincter	cơ vòng
sphinx	nhân sư
spic	spic
spice	gia vị
spicy	vị cay
spider	con nhện
spiders	nhện
spiffy	lộng lẫy
spigot	cái vòi
spike	mũi nhọn
spiked	tăng vọt
spiky	nhọn
spill	tràn
spillin	NO TRANSLATION
spin	quay
spinach	rau bina
spinal	cột sống
spindle	con quay
spine	xương sống
spineless	không quay
spinner	spinner
spinning	quay tròn
spinster	spinster
spiny	có gai
spiral	xoắn ốc
spire	chóp
spirit	tinh thần
spirited	tinh thần
spirits	linh hồn
spiritual	thuộc linh
spirituality	tâm linh
spit	nhổ
spite	mặc dù
spiteful	vô cùng
spitfire	spitfire
spittoon	spittoon
splash	giật gân
splat	splat
splatter	splatter
spleen	lách
splendid	lộng lẫy
splendor	lộng lẫy
splice	mối nối
spline	spline
splint	nẹp
splinter	splinter
split	chia ra
splitting	tách ra
splurge	nới lỏng
spoil	làm hỏng
spoiler	spoiler
spoiling	làm hư
spoils	chiến lợi phẩm
spoke	đã nói
spoken	nói
spokesman	người phát ngôn
spokesperson	người phát ngôn
sponge	bọt biển
spongy	xốp
sponsor	nhà tài trợ
sponsorship	sự tài trợ
spontaneity	tự phát
spontaneous	tự phát
spoof	giả mạo
spook	spook
spooky	ma quái
spool	ống chỉ
spoon	cái thìa
spoonful	có mùi
sporadic	rời rạc
spore	bào tử
sport	môn thể thao
sporting	thể thao
sports	các môn thể thao
sports car	xe thể thao
sportsman	vận động viên
sportsmanship	tinh thần thể thao
sportswriter	người chơi thể thao
sporty	thể thao
spot	nơi
spotless	không có vết
spotlight	Tiêu điểm
spotted	phát hiện
spotter	người phát hiện
spotty	lốm đốm
spousal	vợ chồng
spouse	người phối ngẫu
spout	vòi
sprain	bong gân
sprawl	kéo dài
spray	Xịt nước
spread	Lan tràn
spreader	người rải rác
spree	spree
spring	mùa xuân
springtime	mùa xuân
sprinkle	rắc
sprinkler	vòi phun nước
sprinkling	rắc nước
sprint	chạy nước rút
sprite	ma
sprout	nảy mầm
spruce	vân sam
spud	spud
spunk	sự to lớn
spunky	spunky
spur	thúc đẩy
spurious	giả mạo
spurred	thúc đẩy
spurt	bứt rứt
spy	gián điệp
squabble	đánh lừa
squad	đội hình
squadron	phi đội
squall	squall
squamous	vảy
squander	lãng phí
square	Quảng trường
squash	bí đao
squat	ngồi xổm
squatter	người ngồi xổm
squaw	squaw
squawk	chim ưng
squeak	tiếng kêu
squeaky	kêu lách cách
squeal	kêu la
squealer	người đánh răng
squeamish	nhút nhát
squeeze	siết chặt
squeezing	ép
squelch	squelch
squid	mực ống
squint	nheo mắt
squire	squire
squirm	vặn vẹo
squirrel	con sóc
squirt	tia nước
squish	squish
squishy	squishy
stab	cú đâm
stabbed	bị đâm
stability	sự ổn định
stabilize	ổn định
stabilizer	chất ổn định
stable	ổn định
staccato	staccato
stack	cây rơm
stadium	sân vận động
staff	cán bộ
stag	nai
stage	sân khấu
stagecoach	stagecoach
stagehand	sân khấu
stagger	lảo đảo
staggering	sửng sốt
stagnant	trì trệ
stagnation	sự trì trệ
staid	nghiêm trang
stain	vết bẩn
stained	dơ bẩn
stainless	không gỉ
stair	cầu thang
staircase	cầu thang
stairs	cầu thang
stairway	cầu thang
stairwell	cầu thang
stake	cổ phần
stakeout	cổ phần
stale	cũ
stalemate	bế tắc
stalk	rình rập
stalker	stalker
stall	gian hàng
stallion	ngựa giống
stalls	quầy hàng
stalwart	kiên quyết
stamina	sức chịu đựng
stamp	con tem
stampede	giẫm đạp
stance	lập trường
stand	đứng
standard	Tiêu chuẩn
standardize	tiêu chuẩn hóa
standardized	tiêu chuẩn hóa
standby	đứng gần
standing	đứng
standoff	bế tắc
standpoint	quan điểm
standstill	bế tắc
standup	đứng lên
stanza	stanza
staph	staph
staple	kẹp giấy
stapler	kim bấm
star	ngôi sao
star fruit	trái khế
starboard	mạn phải
starch	tinh bột
stardom	ngôi sao
stardust	stardust
stare	nhìn chằm chằm
starfish	sao biển
stargazing	ngắm sao
staring	nhìn chằm chằm
stark	ngay đơ
starlet	starlet
starlight	ánh sáng sao
starling	sững sờ
starry	đầy sao
stars	sao
starship	phi thuyền
start	khởi đầu
starter	khởi động
startle	giật mình
startled	giật mình
startling	đáng ngạc nhiên
starvation	đói khát
starve	chết đói
starved	bị bỏ đói
starving	đói
stash	stash
stat	stat
state	tiểu bang
stately	trang nghiêm
statement	tuyên bố
stateroom	stateroom
stateside	tuyên bố
statesman	chánh khách
static	tĩnh
staticky	NO TRANSLATION
statics	thống kê
station	ga tàu
stationary	văn phòng phẩm
stationery	văn phòng phẩm
statistic	thống kê
statistical	thống kê
statistician	nhà thống kê
stator	stator
statuary	tượng tạc tượng
statue	bức tượng
statuette	bức tượng nhỏ
stature	tầm vóc
status	trạng thái
statute	quy chế
statutory	luật định
staunch	trung thành
stave	stave
stay	ở lại
stayaway	NO TRANSLATION
stayed	ở lại
stays	ở lại
stead	thay đổi
steadfast	kiên định
steady	vững chắc
steak	miếng bò hầm
steakhouse	nhà hàng bít tết
steal	lấy trộm
stealing	ăn trộm
stealth	tàng hình
stealthily	lén lút
stealthy	tàng hình
steam	hơi nước
steamboat	tàu hơi nước
steamer	nồi hấp
steaming	hấp
steamroller	xe chạy bằng hơi nước
steamship	tàu hơi nước
steamy	ướt át
steel	Thép
steep	dốc
steeple	gác chuông
steer	chỉ đạo
steering	chỉ đạo
stellar	sao
stem	thân cây
stench	mùi hôi thối
stencil	stencil
stenographer	stenographer
step	bậc thang
stepdaughter	con gái riêng
stepfather	cha dượng
stepmother	mẹ kế
steppe	thảo nguyên
steps	bước
stepson	con trai riêng
stereo	âm thanh nổi
stereoscopic	lập thể
stereotype	khuôn mẫu
stereotyped	rập khuôn
sterile	khô khan
sterility	vô sinh
sterilize	khử trùng
sterling	sterling
stern	nghiêm khắc
sternum	xương ức
steroid	steroid
stethoscope	ống nghe
stew	món thịt hầm
steward	người quản lý
stewardess	tiếp viên
stewardship	quản lý
stfu	stfu
stick	gậy
sticker	hình dán
sticking	gắn bó
stickler	stickler
stickup	dán lên
sticky	dính
stiff	cứng
stiffen	cứng lại
stiffness	độ cứng
stifle	ngột ngạt
stifled	ngột ngạt
stifling	ngột ngạt
stigma	kỳ thị
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	sự sanh thai
stillborn	bế tắc
stillness	sự tĩnh lặng
stillwaiting	NO TRANSLATION
stilts	sàn
stimulant	chất kích thích
stimulate	kích thích
stimulating	kích thích
stimulation	sự kích thích
stimulus	kích thích kinh tế
sting	sting
stinger	stinger
stinging	chua cay
stingy	keo kiệt
stink	mùi hôi
stinker	stinker
stinking	hôi thúi
stinky	hôi thối
stint	stint
stipend	cung cấp
stipulate	quy định
stipulation	sự quy định
stir	khuấy động
stirring	khuấy
stitch	khâu
stitching	khâu
stock	cổ phần
stockade	đồ lưu niệm
stockbroker	người môi giới
stockholder	cổ đông
stocking	thả giống
stockings	vớ
stockpile	kho dự trữ
stockroom	kho hàng
stocks	cổ phiếu
stoic	stoic
stole	lấy trộm
stolen	ăn cắp
stomach	Dạ dày
stomachache	đau bụng
stomp	stomp
stomped	dậm chân
stone	cục đá
stoned	ném đá
stonewall	bức tường đá
stoneware	đồ đá
stony	stony
stooge	stooge
stool	ghế đẩu
stools	ghế đẩu
stoop	lưng tôm
stoopid	khờ khạo
stop	dừng lại
stopover	dừng chân
stoppage	đình chỉ
stopper	cái nút
stopping	dừng lại
stopwatch	đồng hồ bấm giờ
storage	lưu trữ
store	cửa hàng
storefront	mặt tiền cửa hàng
storehouse	nhà kho
storeroom	buồng kho
storing	lưu trữ
storm	bão táp
storming	bão tố
stormy	bão tố
story	câu chuyện
storybook	quyển truyện
storyteller	người kể chuyện
storytelling	kể chuyện
stound	NO TRANSLATION
stout	bia đen
stove	bếp
stow	xếp hàng
stowaway	stowaway
straddle	đứng lên
straight	thẳng
straighten	làm thẳng
straightforward	đơn giản
straightway	đường thẳng
strain	sự căng thẳng, quá tải
strained	căng
strait	eo biển
straitjacket	bó
straits	eo biển
strand	sợi dây
stranded	mắc kẹt
strange	lạ
stranger	người lạ mặt
strangle	bóp nghẹt
strangulation	sự bóp nghẹt
strap	dây đeo
strapless	quây
strapping	đóng đai
strata	Strata
strategic	chiến lược
strategist	nhà chiến lược
strategy	chiến lược
stratification	sự phân tầng
stratosphere	tầng bình lưu
stratum	tầng lớp
