Word	hmn
toothpaste	tshuaj txhuam hniav
toothpick	txhuam hniav
toots	toots
top	saum toj
topaz	topaz
topic	npe
topical	topical
topless	topless
topographic	topographic
topographical	topographical
topography	topography
topple	topple
topside	topside
tor	network
torch	teeb
torment	kev tsim txom
tormented	tormented
torn	torn
tornado	Tornado
torpedo	torpedo
torque	torque
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	cem
tortious	tortious
tortoise	tsim txom
tortuous	tortuous
torture	tsim txom
tortured	tsim txom
toss	toss
tot	NO TRANSLATION
total	tag nrho
totality	tag nrho
totally	lig
tote	tote
totem	totem
touch	kov
touchdown	touchdown
touched	kov
touching	kov
touchy	touchy
tough	tawv
toughen	toughen
toughness	toughness
toupee	toupee
tour	ncig xyuas
tourism	tourism
tourist	tuaj ncig tebchaws uasi
tourmaline	tourmaline
tournament	kev sib tw
tourniquet	tourniquet
tout	NO TRANSLATION
tow	cab
towel	phuam
tower	pej thuam
towering	towering
town	lub zos
townhouse	zos tsev
township	lub zos
townspeople	zospeb neeg
toxic	lom
toxicity	toxicity
toxicology	toxicology
toxin	taug kev
toy	qho khoom ua si
toymaker	toymaker
trace	qhov cim tseg
traceable	traceable
tracer	tracer
traces	khoom siv
trachea	trachea
tracing	tracing
track	khiav
tracker	tracker
tract	daim phiaj
tractable	ua raws nraim
traction	traction
tractor	tsheb laij teb
trade	luam
trademark	trademark
trader	tub luam
tradesman	tradesman
trading	kev lag luam
tradition	kev lig kev cai
traditional	tsoos
traffic	tsheb khiav
traffic light	tsheb sib tw
trafficking	kev lag luam
tragedies	tragedies
tragedy	qee
tragic	tragic
trail	txoj kev
trailer	trailer
train	tsheb nqaj hlau
train set	tsheb nqaj hlau
trained	kawm tiav
trainee	trainee
trainer	tus kws qhia
training	kev cob qhia
trait	kev zoo siab
traitor	tus neeg ntxeev siab
traitorous	ntxeev siab
trajectory	trajectory
tram	tram
tramp	tramp
trample	trample
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	tranquil
tranquility	tranquility
tranquilizer	tranquilizer
transact	hloov
transaction	lw
transatlantic	transatlantic
transceiver	transceiver
transcend	tshaj
transcendence	hloov dua siab tshiab
transcendent	hloov dua siab tshiab
transcendental	hloov hlo
transcribe	sau
transcriber	sau ntawv
transcript	ntawv tshaj tawm
transcription	sau ntawv
transfer	hloov
transference	hloov
transferred	hloov mus
transfixed	hloov mus rau
transform	txaav
transformation	hloov
transformer	transformer
transfusion	txhab ntshav
transgression	kev txhaum
transient	mus ntev
transistor	transistor
transit	pib
transition	kev hloov
transitional	hloov sijhawm
transitive	Transitive
transitory	dhau mus
translate	txhais lus
translation	txhais lus
translator	txhais lus
translocation	translocation
translucent	translucent
transmission	kis tau tus mob
transmit	xa
transmitter	transmitter
transmutation	transmutation
transom	transom
transparency	transparency
transparent	pob tshab
transplant	hloov ntshav
transplantation	hloov ntshav
transponder	transponder
transport	thauj
transportation	tsheb thauj mus los
transporter	thauj
transpose	hloov
transposition	transposition
transsexual	ntxim nyiam
transverse	transverse
transvestite	transvestite
trap	cuab
trapdoor	trapdoor
trapeze	trapeze
trapped	cuab
trapper	trapper
trapping	cuab tsiaj
trappings	trappings
traps	cuab
trash	pov tseg
trashy	trashy
trauma	raug mob
traumatic	kev puas ntsoog
travail	NO TRANSLATION
travel	taug kev
traveler	tus neeg taug kev
traveling	taug kev
traverse	traverse
travesty	travesty
trawl	trawl
trawler	trawler
tray	tais
treacherous	treacherous
treachery	treachery
tread	tread
treadmill	treadmill
treason	treason
treasure	cov khoom muaj nqis
treasured	treasured
treasurer	tus tuav nyiaj
treasures	treasures
treasury	cov khoom muaj nqis
treat	kho
treatable	kho tau
treatise	kev kho mob
treatment	kev kho mob
treaty	treaty
treble	treble
tree	tsob ntoo
trees	cov ntoo
trek	trek
trellis	trellis
tremble	tremble
trembling	trembling
tremendous	zoo kawg li
tremendously	lawg hlob kawg
tremor	tremor
trench	trench
trend	sib
trending	trending
trendy	sib luag
trepidation	trepidation
trespass	ua txhaum
triad	triad
triage	triage
trial	kev sim
triangle	daim duab peb sab
triangular	triangular
triangulate	triangulate
triathlon	triathlon
tribal	pawg neeg
tribe	pawg neeg
tribulation	kev tsim txom
tribunal	kev sibtham
tribune	pawg
tributary	suav daws teeb meem
tribute	khoom plig
trick	ua kom yuam kev
trickery	kev dag ntxias
trickle	trickle
trickster	trickster
tricky	lo lus
tricycle	tricycle
trident	trident
trifle	trifle
trifling	trifling
trig	trig
trigger	txhais
trigonometry	trigonometry
trillion	trillion
trilogy	trilogy
trim	Trim
trimester	trimester
trimmer	trimmer
trimming	trimming
trine	trine
trinity	trinity
trinket	trinket
trio	trio
trip	mus txawv tebchaws
tripartite	tripartite
tripe	tripe
triple	triple
triplet	triplet
triplicate	triplicate
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	kov yeej
triumphant	triumphant
trivia	trivia
trivial	tsis tseem ceeb
troll	troll
trolley	trolley
trombone	trombone
troop	troop
trooper	trooper
troops	pab tub rog
trophy	trophy
tropic	tropic
tropical	chaw kub thiab muaj xyoob ntoo
tropics	tropics
trot	trot
trouble	teeb meem
troubled	teeb meem
troublemaker	teebmeem
troubles	teeb meem
troublesome	teeb meem
trough	lub sab
troupe	troupe
trousers	ris
trout	trout
trowel	trowel
truce	tshaj tawm
truck	tsheb
trucker	trucker
truckload	tsheb truck
truculent	truculent
true	TRUE
truelove	truelove
truffle	truffle
truism	truism
trump	trump
trumpet	trumpet
trumpeter	trumpeter
truncate	truncate
truncated	truncated
trundle	trundle
trunk	pob tw
truss	truss
trust	ntseeg
trustee	tus neeg sawv cev
trusting	kev ntseeg
trustworthy	trustworthy
trusty	trusty
truth	qhov tseeb
truthful	tseeb
truthfulness	truthfulness
try	sim
tryout	sim ua
tryouts	simouts
tsunami	tsunami
tub	tub
tuba	tuba
tubby	tubby
tube	raj
tuberculosis	tuberculosis
tubing	tubing
tubular	tubular
tubule	tubule
tuck	ntxawm
tucker	tucker
tuesday	tuesday
tufted	tufted
tug	tug
tugboat	tugboat
tuition	nqi kawm ntawv
tulip	tulip
tumble	tumble
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	pw khwb khuav
tumor	qog
tumour	qog
tumult	tumult
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	tuna
tunable	tunable
tune	qhib
tunic	tunic
tuning	tuning
tunnel	qhov
turban	turban
turbidity	turbidity
turbine	turbine
turbo	turbo
turbulence	kiv cua
turbulent	cua hlob
turd	turd
turf	turf
turkey	qaib ntxhw
turmeric	noj qab haus huv
turmoil	kev kub ntxhov
turn	tig
turnaround	Turnaround
turned	hloov
turning	tig
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	tuaj koom
turnover	kev ncig
turnpike	tigpike
turntable	tigtable
turpentine	turpentine
turquoise	turquoise
turret	turret
turtle	vaub kib
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	tutor
tutoring	pab qhia ntawv
tutu	ntawv nyeem
tux	tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	caws pliav
twelfth	kaum ob
twelve	kaum ob
twentieth	thib nees nkaum
twenty	nees nkaum
twerp	twerp
twig	twig
twilight	twilight
twill	twill
twin	ntxaib
twine	twine
twinge	twinge
twinkle	twinkle
twins	ntxaib
twirl	twirl
twist	twist
twisted	twisted
twister	twister
twit	twit
twitch	twitch
twitching	twitching
twitchy	twitchy
two	ob
two step	ob kauj ruam
twofaced	NO TRANSLATION
twofold	sib tw
twosome	twosome
tycoon	tycoon
tyke	tyke
type	hom
typewriter	tshuab luam yeeb
typhoid	typhoid
typhoon	typhoon
typical	raug
typically	feem ntau
typist	typist
typo	typo
typography	typography
tyrannical	tyrannical
tyranny	tyranny
tyrant	tyrant
tyre	tyre
ubiquitous	ubiquitous
ubiquity	ubiquity
ugliness	ugliness
ugly	npeeb
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	roog
ulterior	ulterior
ultimate	qhov kawg
ultimately	thaum kawg
ultimatum	kawg
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	Ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	kaus
umpire	umpire
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	tsis muaj peev xwm
unacceptable	tsis tsim nyog
unaccompanied	unaccompanied
unaccountable	unaccountable
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	unadulterated
unaffected	unaffected
unafraid	unafraid
unaided	unaided
unaltered	hloov tsis tau
unambiguous	unambiguous
unanimity	kev sib haum xeeb
unanimous	unanimous
unanimously	unanimously
unannounced	unannounced
unanswered	unanswered
unanticipated	unanticipated
unappreciated	unappreciated
unapproved	tsis pom zoo
unarmed	unarmed
unassisted	unassisted
unassuming	unassuming
unattached	unattached
unattainable	unattainable
unattended	tsis muaj neeg pom
unattractive	unattractive
unauthorized	tsis tau tso cai
unavailable	tsis tuaj yeem
unavoidable	unavoidable
unaware	tsis paub
unbalanced	unbalanced
unbearable	unbearable
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	unbecoming
unbelief	tsis ntseeg
unbelievable	unbelievable
unbiased	kawm tsis tau
unborn	tsis tau yug
unbound	unbound
unbounded	unbounded
unbreakable	unbreakable
unbridled	unbridled
unbroken	unbroken
unbutton	unbutton
uncalled	uncalled
uncanny	uncanny
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	tsis meej
uncertainty	tsis meej
unchallenged	unchallenged
unchangeable	unchangeable
unchanged	unchanged
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	uncivilized
unclaimed	tsis pom
uncle	txiv ntxawm
unclean	tsis huv
unclear	tsis meej
uncomfortable	tsis xis nyob
uncommon	tsis pom
uncommonly	uncommonly
uncomplicated	uncomplicated
uncompromising	uncompromising
unconcerned	unconcerned
unconditional	tsis muaj cai
unconfirmed	unconfirmed
unconnected	unconnected
unconscionable	unconscionable
unconscious	tsis nco qab lawm
unconsciousness	tsis nco qab lawm
unconstitutional	unconstitutional
unconstrained	unconstrained
uncontested	tsis tau txais
uncontrollable	uncontrollable
uncontrolled	tswj tsis tau
unconventional	unconventional
unconvinced	unconvinced
unconvincing	unconvincing
uncooked	tsis paub
uncooperative	uncooperative
uncorrelated	uncorrelated
uncouth	tsis nyiag
uncover	hle
uncritical	uncritical
uncut	uncut
undead	undead
undecided	tsis meej pem
undefeated	undefeated
undefined	undefined
undeniable	undeniable
underage	underage
underbelly	underbelly
undercover	undercover
undercurrent	qaug zog
underdog	underdog
underestimate	txhawj xeeb
undergo	yauv mus
undergraduate	undergraduate
underground	underground
underhanded	underhanded
underlay	underlay
underlie	hauv qab
underline	kos kab hauv qab
underlying	lwm qhov
undermine	undermine
undermined	undermined
underneath	hauv qab
underpaid	them nyiaj tshaj
underpants	underpants
underprivileged	underprivileged
underrated	underrated
underscore	underscore
undersea	undersea
undersecretary	tus thawj tswj hwm
undersized	undersized
understaffed	understaffed
understand	nkag siab
understandable	nkag siab
understanding	nkag siab
understatement	tsis meej pem
understood	to taub
understudy	nkag siab
undertake	lees paub
undertaker	ua haujlwm
undertaking	ua haujlwm
undertow	undertow
underwear	ris tsho hauv qab
underwood	underwood
underworld	ntiajteb sab hauv
underwrite	underwrite
underwriter	kws sau ntawv
undeserved	undeserved
undesirable	undesirable
undesired	undesired
undetectable	undetectable
undetected	undetected
undetermined	undetermined
undeveloped	undeveloped
undignified	undignified
undirected	undirected
undisclosed	undisclosed
undiscovered	undiscovered
undisputed	undisputed
undisturbed	undisturbed
undivided	faib tawm
undo	undo
undoing	undoing
undoubted	undoubted
undress	undress
undressed	undressed
undue	undue
undying	undying
unearned	tsis yog kawm
unearth	unearth
uneasiness	uneasiness
uneasy	tsis muaj kev ntxhov siab
uneducated	tsis tseem ceeb
unemployed	poob hauj lwm
unemployment	poob hauj lwm
unencumbered	unencumbered
unending	unending
unequal	tsis ncaj ncees
unequalled	unequaled
unequivocal	unequivocal
unequivocally	unequivocally
unethical	unethical
uneven	tsis sib xws
uneventful	uneventful
unexpected	npaj txhij txog
unexpectedly	poob nthav
unexplainable	unexplainable
unexplained	unexplained
unexplored	unexplored
unfailing	tsis ncav cuag
unfair	tsis ncaj ncees
unfairness	tsis ncaj ncees
unfaithful	tsis muaj kev ntseeg
unfamiliar	txawv txawv
unfavorable	unfavorable
unfeeling	unfeeling
unfettered	tsis ua haujlwm
unfinished	tsis tiav
unfit	tsis tsim nyog
unflinching	tsis ua haujlwm
unfold	nthuav tawm
unfollow	unfollow
unforeseen	unforeseen
unforgettable	unforgettable
unforgivable	unforgivable
unforgiving	unforgiving
unfortunate	tsis muaj hmoo
unfortunately	hmoov tsis
unfounded	tsis tuaj
unfreeze	tsis paub
unfriendly	unfriendly
unfulfilled	unfulfilled
unfurnished	unfurnished
unglued	unglued
ungodly	ungodly
ungrateful	ungrateful
unguarded	unguarded
unhand	NO TRANSLATION
unhappiness	unhappiness
unhappy	tsis zoo siab
unharmed	unharmed
unhealthy	tsis zoo
unheard	unheard
unhelpful	unhelpful
unhindered	unhindered
unholy	tsis nyiam
unhook	unhook
unicorn	unicorn
unidentified	lam tuaj
unification	unification
unified	unified
uniform	uniform
uniformed	uniformed
uniformity	uniformity
uniformly	uniformly
unimaginable	unimaginable
unimpeachable	unimpeachable
unimpeached	unimpeached
unimportant	tsis tseem ceeb
unimpressed	unimpressed
unimproved	unimproved
uninfected	uninfected
uninformed	uninformed
uninhabited	tsis muaj neeg nyob
uninitiated	uninitiated
uninspired	uninspired
unintelligible	unintelligible
unintended	unintended
unintentional	unintentional
unintentionally	unintentionally
uninterested	uninterested
uninteresting	uninteresting
uninterrupted	uninterrupted
uninvited	uninvited
union	union
unique	txawv
unisex	unisex
unison	unison
unit	chav tsev
unitary	kev ua haujlwm
unite	sib sau ua ke
united	koom siab
unity	kev sib haum xeeb
universal	universal
universality	universality
universe	ntug
university	tsev kawm ntawv
unjust	tsis ncaj ncees
unjustifiable	unjustifiable
unjustified	tsis ncaj ncees
unkind	tsis zoo
unknowable	unknowable
unknown	tsis paub
unlawful	tsis raug cai
unleash	unleash
unlicensed	unlicensed
unlike	tsis zoo li
unlikely	tsis zoo li
unlimited	unlimited
unlisted	unlisted
unload	unload
unloaded	unloaded
unlock	qhib
unlucky	unlucky
unmanageable	unmanageable
unmanned	unmanned
unmarked	unmarked
unmarried	unmarried
unmask	unmask
unmatched	unmatched
unmistakable	unmistakable
unmitigated	unmitigated
unmoved	unmoved
unnamed	unnamed
unnatural	unnatural
unnecessary	tsis tseem ceeb
unneeded	tsis tau
unnoticed	tsis pom
unnumbered	unnumbered
unobserved	unobserved
unobstructed	unobstructed
unobtrusive	unobtrusive
unoccupied	unoccupied
unofficial	unofficial
unopened	unopened
unopposed	unopposed
unordered	unordered
unorganised	unorganized
unorganized	unorganized
unorthodox	unorthodox
unpack	unpack
unpaid	tsis them
unparalleled	unparalleled
unpleasant	tsis kaj siab
unpleasantness	tsis kaj siab
unplug	unplug
unplugged	unplugged
unpopular	unpopular
unprecedented	unprecedented
unpredictable	unpredictable
unprepared	unprepared
unpretentious	unpretentious
unproductive	unproductive
unprofessional	unprofessional
unprofitable	unprofitable
unprotected	tsis muaj kev tiv thaiv
unproven	unproven
unprovoked	unprovoked
unpublished	unpublished
unpunished	unpunished
unqualified	unqualified
unquestionable	unquestionable
unquestionably	unquestionably
unquestioned	unquestioned
unquote	unquote
unravel	unravel
unreachable	unreachable
unread	unread
unreal	unreal
unrealistic	unrealistic
unreasonable	tsis tsim nyog
unrecorded	unrecorded
unregistered	unregistered
unregulated	unregulated
unrelated	tsis sib thooj
unrelenting	unrelenting
unreliable	unreliable
unremarkable	tsis txaus
unrepentant	unrepentant
unrequited	unrequited
unresolved	daws tsis tau
unresponsive	tsis nco qab
unrest	tsis ncaj ncees
unrestrained	tsis tuaj yeem
unrestricted	tsis txwv
unromantic	unromantic
unruly	tsis ncaj ncees
unsafe	tsis zoo
unsanitary	unsanitary
unsatisfactory	unsatisfactory
unsatisfied	tsis txaus siab
unsavory	unsavory
unscathed	unscathed
unscheduled	unscheduled
unscientific	unscientific
unscrew	unscrew
unscrupulous	tsis tsim nyog
unseat	unseat
unseen	unseen
unselfish	unselfish
unsettled	tsis sib haum
unsightly	tsis pom tseeb
unsolicited	unsolicited
unsolved	tsis sib haum
unsophisticated	tsis muaj zog
unsound	unsound
unspeakable	unspeakable
unspecified	unspecified
unspoken	unspoken
unstable	tsis ruaj tsis khov
unsteady	unsteady
unstoppable	unstoppable
unsuccessful	tsis khoom
unsuitable	tsis tsim nyog
unsung	tsis yog
unsupervised	tsis muaj neeg saib xyuas
unsupported	unsupported
unsure	paub meej
unsurpassed	unsurpassed
unsuspecting	unsuspecting
unsustainable	unsustainable
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	untenable
untested	untested
unthinkable	tsis xav
untidy	untidy
untie	untie
untimely	untimely
untitled	untitled
untold	untold
untouchable	untouchable
untouched	untouched
untoward	untoward
untraceable	untraceable
untrained	untrained
untranslated	untranslated
untroubled	untroubled
untrue	tsis tseeb
untrustworthy	untrustworthy
unturned	tsis tuaj yeem
unused	tsis siv
unusual	txawv txawv
unusually	txawv
unutterable	unutterable
unveil	unveil
unveiling	unveiling
unverified	unverified
unwanted	pliaj
unwarranted	unwarranted
unwary	unwary
unwashed	unwashed
unwavering	unwavering
unwed	unwed
unwelcome	tsis txaus siab
unwell	unwell
unwilling	tsis kam
unwillingly	unwillingly
unwillingness	unwillingness
unwind	xaiv
unwise	unwise
unwitting	unwitting
unwittingly	unwittingly
unworthy	unworthy
unwrap	unwrap
unwritten	tsis tau sau
unyielding	unyielding
unzip	unzip
upbeat	upbeat
upbringing	upbringing
upcoming	tom ntej
update	hloov tshiab
upgrade	txawj tej yam ntxiv
upheaval	upheaval
uphill	uphill
uphold	uphold
upholstery	upholstery
upkeep	upkeep
upland	upland
uplands	uplands
uplift	uplift
uplifting	uplifting
uplink	uplink
upload	upload
upper	sab sauv
uppercut	sab sauv
uppity	uppity
upright	upright
uprising	uprising
uproar	uproar
upscale	upscale
upset	chim siab
upshot	upshot
upstairs	sab saum toj
upstanding	upstanding
upstart	upstart
uptight	uptight
upward	upward
upwards	upwards
uranium	uranium
urban	nroog
urchin	urchin
urge	txhawj xeeb
urgency	kev kub ntxhov
urgent	ceev
urinal	mob siab
urinalysis	tso zis
urinate	tso zis
urination	tso zis
urine	zis
urn	urn
usable	usable
usage	kev siv
use	siv
used	siv
useful	pab tau
usefully	usefully
usefulness	nyiam siv
useless	puas siv tau
user	tus neeg siv
usher	usher
usual	niaj zaus
usurp	usurp
usurped	usurped
usury	usury
utensil	tais diav
uterus	uterus
utilitarian	cuav
utility	hluav taws xob
utilization	kev siv
utilize	siv
utmost	utmost
utopian	utopian
utter	tso
utterance	hais
utterly	utterly
vacancy	tsis muaj chaw seem
vacant	tsis muaj
vacate	tawm mus tsev
vacation	so
vaccination	txhaj tshuaj
vaccine	koob tshuaj tiv thaiv
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	nqus tsev
vagabond	vagabond
vagina	qhov chaw mos
vaginal	qhov chaw mos
vagrancy	vagrancy
