Word	yo
stable	idurosinsin
staccato	staccato
stack	akopọ
stadium	ere-idaraya
staff	ọpá
stag	ile
stage	ipele
stagecoach	ipele-ipele
stagehand	ipele
stagger	pa
staggering	ibanujẹ
stagnant	stagnant
stagnation	iṣeduro
staid	jẹ
stain	idoti
stained	abariwon
stainless	irin alagbara
stair	atẹgun
staircase	atẹgun
stairs	pẹtẹẹsì
stairway	stairway
stairwell	stairwell
stake	igi
stakeout	ibi ipasẹ
stale	stale
stalemate	jẹ iṣiro
stalk	igi ọka
stalker	alaṣọ
stall	duro
stallion	stallion
stalls	awọn ile-iṣẹ
stalwart	igbẹkẹle
stamina	agbara
stamp	akọle
stampede	akọle
stance	ipade
stand	duro
standard	boṣewa
standardize	ṣe afiṣewọnwọn
standardized	idiwon
standby	duro die
standing	duro
standoff	upoff
standpoint	standpoint
standstill	duro
standup	dide
stanza	stanza
staph	staph
staple	staple
stapler	stapler
star	Star
star fruit	awọn irawọ irawọ
starboard	starboard
starch	sitashi
stardom	stardom
stardust	stardust
stare	wo
starfish	Starfish
stargazing	Stargazing
staring	wo
stark	stark
starlet	Starlet
starlight	Starlight
starling	ti o fa
starry	Starry
stars	awọn irawọ
starship	irawọ
start	bẹrẹ
starter	akoko
startle	binu
startled	binu
startling	didan
starvation	ebi
starve	irora
starved	ti pa
starving	npa
stash	iṣiro
stat	Ilana
state	ipinle
stately	dara julọ
statement	gbólóhùn
stateroom	yara ibi
stateside	stateside
statesman	agbẹnusọ
static	aimi
staticky	NO TRANSLATION
statics	awọn iṣiro
station	ibudo
stationary	idaduro
stationery	ohun elo ikọwe
statistic	atokọ
statistical	iṣiro-iṣiro
statistician	onisẹpo
stator	stator
statuary	statuary
statue	aworan aworan
statuette	statuette
stature	pupo
status	ipo
statute	ofin
statutory	ofin
staunch	ọpẹ
stave	stave
stay	duro
stayaway	NO TRANSLATION
stayed	duro
stays	awọn irọpa
stead	duro
steadfast	duro
steady	dada
steak	ipakoko
steakhouse	steakhouse
steal	ji
stealing	jiji
stealth	lilọ ni ifura
stealthily	jiji
stealthy	lilọ kiri
steam	atẹgun
steamboat	steamboat
steamer	steamer
steaming	lilọ kiri
steamroller	steamroller
steamship	steamship
steamy	steamy
steel	irin
steep	ga
steeple	titobi
steer	gbigbe
steering	ijoko
stellar	alarinrin
stem	jẹẹ
stench	apọn
stencil	stencil
stenographer	aṣoju-ọrọ
step	Igbesẹ
stepdaughter	stepdaughter
stepfather	stepfather
stepmother	onkowe
steppe	steppe
steps	awọn igbesẹ
stepson	stepson
stereo	sitẹrio
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	stereotyped
sterile	ni ifo ilera
sterility	ailewu
sterilize	sterilize
sterling	ọdun mẹta
stern	Stern
sternum	sternum
steroid	sitẹriọdu
stethoscope	stethoscope
stew	ipẹtẹ
steward	iriju
stewardess	iriju
stewardship	iriju
stfu	stfu
stick	ọpá
sticker	Sticker
sticking	duro
stickler	Stickler
stickup	Stickup
sticky	alalepo
stiff	tutu
stiffen	alara
stiffness	lile
stifle	stifle
stifled	stifled
stifling	stifling
stigma	abuku
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	tunbirin
stillborn	stillborn
stillness	isinmi
stillwaiting	NO TRANSLATION
stilts	awọn alaiṣe
stimulant	stimulant
stimulate	gbin
stimulating	safikun
stimulation	ifesi
stimulus	igbiyanju
sting	gbin
stinger	stinger
stinging	dida
stingy	alara
stink	tẹ
stinker	sita
stinking	mimu
stinky	stinky
stint	stint
stipend	gbilẹ
stipulate	ṣalaye
stipulation	ipinnu
stir	aruwo
stirring	saropo
stitch	aranpo
stitching	stitching
stock	ọja iṣura
stockade	Iboju
stockbroker	stockbroker
stockholder	oluṣowo ọja
stocking	ifipamọ
stockings	ibọsẹ
stockpile	ọja iṣura
stockroom	idoko ọja
stocks	ọjà
stoic	stoic
stole	ji
stolen	ji ji
stomach	Ìyọnu
stomachache	inu rirun
stomp	stomp
stomped	bẹrẹ
stone	okuta
stoned	sọ okuta
stonewall	okutawallwall
stoneware	okuta okuta
stony	stony
stooge	stooge
stool	Tita
stools	awọn atẹgun
stoop	stoop
stoopid	aladugbo
stop	Duro
stopover	stopover
stoppage	stoppage
stopper	Duro
stopping	duro
stopwatch	aago iṣẹju-aaya
storage	ibi ipamọ
store	itaja
storefront	storefront
storehouse	ile itaja
storeroom	ibi ipamọ
storing	titoju
storm	iji
storming	jija
stormy	ẹru
story	itan
storybook	iwe itan
storyteller	storyteller
storytelling	itan itan
stound	NO TRANSLATION
stout	stout
stove	adiro
stow	stow
stowaway	stowaway
straddle	straddle
straight	Taara
straighten	tun gbe
straightforward	titọ
straightway	ni kiakia
strain	igara
strained	ti iṣan
strait	titoro
straitjacket	ti o wa
straits	awọn igara
strand	okun
stranded	ti idaamu
strange	ajeji
stranger	alejo
strangle	strangle
strangulation	strangulation
strap	okun
strapless	aibikita
strapping	fifọ
strata	strata
strategic	ilana
strategist	strategist
strategy	igbimọ
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	ọbẹ
strawberry	iru eso didun kan
stray	ti ṣina
streak	ṣiṣan
streaked	streaked
stream	odò
streamer	streamer
streaming	sisanwọle
streamline	streamline
street	opopona
streetcar	ọkọ ayọkẹlẹ
streetlight	italightlight
strength	agbara
strengthen	lagbara
strengthening	okunkun
strenuous	ibanuje
strep	strep
stress	wahala
stressed	ni itọkasi
stresses	iyatọ
stressfree	NO TRANSLATION
stressful	ni eni lara
stressin	NO TRANSLATION
stressing	ni iyanju
stressrelief	NO TRANSLATION
stretch	na isanwo
stretcher	stretcher
stricken	ti pa
strict	ti o muna
stride	ilọsiwaju
strife	ija
strike	idasesile
strikeout	knockout
striker	oluṣowo
striking	ipilẹṣẹ
strikingly	strikingly
string	okun
strings	okun
stringy	okun
strip	ṣiṣan
stripe	adikala
striped	ṣi kuro
stripped	ti yọ kuro
stripper	Oluja
striptease	pipẹ
strive	gbìyànjú
strobe	strobe
stroke	ọpọlọ
stroll	stroll
stroller	Oludari
strolling	lilọ kiri
strong	lagbara
stronghold	odi
strongly	strongly
structural	ipilẹ
structure	itumọ
strudel	strudel
struggle	Ijakadi
strut	iṣiro
stub	aladi
stubbed	stubbed
stubble	koriko
stubborn	alagidi
stubbornness	alagidi
stubby	stubby
stucco	stucco
stuck	di
stuckup	NO TRANSLATION
stud	ile isise
studded	studded
student	omo akeko
studied	iwadi
studio	ile isise
study	iwadi
stuff	nkan na
stuffed animal	eranko ti a dapọ
stuffing	ounjẹ
stuffy	stuffy
stumble	kọsẹ
stump	alakuro
stumped	ti danu
stun	stun
stunned	binu
stunner	stunner
stunning	yanilenu
stunt	stunt
stunted	ti pa
stuntman	stuntman
stupefaction	ipaniyan
stupefy	bori
stupendous	alawo
stupid	aṣiwère
stupidity	aṣiwère
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	lagbara
sturgeon	sturgeon
stutter	alaku
sty	sty
style	ara
styling	iselona
stylish	aṣa
stylist	stylist
suave	suave
sub	ipin
subatomic	subatomic
subcommittee	alabẹrẹ
subconscious	gbogbo èrońgbà
subcutaneous	subcutaneous
subdivide	fi ara rẹ silẹ
subdivision	ile-iṣẹ
subduction	subduction
subdue	gba agbara
subdued	ti ṣẹgun
subdural	igun
subito	NO TRANSLATION
subject	koko-ọrọ
subjected	tunmọ
subjection	igbọran
subjective	abinibi
subjugation	subjugation
sublet	sublet
sublevel	aṣiṣe
sublimation	igbasilẹ
sublime	ẹda
subliminal	subliminal
submarine	submarine
submerge	submerge
submerged	submerged
submersible	submersible
submission	ifakalẹ
submissive	igbọran
submit	fi silẹ
submitting	awọn ifilọlẹ
subordinate	bajẹ
subordination	isakoso
subplot	subplot
subpoena	ipese
subscribe	ṣe alabapin
subscriber	alabapin
subscription	ṣiṣe alabapin
subsequence	asopo
subsequent	ọwọ
subsequently	ti paradà
subservient	alaranṣe
subset	Atilẹyin
subside	ṣe alabapin
subsidence	ijoko
subsidiary	oniranlọwọ
subsidize	subsidize
subsidy	iranlọwọ owo
subsist	ti ku
subsistence	ipese
subsoil	ipilẹ
subspace	igbasilẹ
substance	nkan
substandard	substandard
substantial	idaran
substantially	substantially
substantiate	awọn iyatọ
substantive	substantive
substation	Fifọpo
substitute	aropo tuntun
substituted	paarọ
substitution	fidipo
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	atunkọ
subtle	jẹkereke
subtlety	subtlety
subtract	Yọkuro
subtraction	iyokuro
subtype	subtype
suburb	agbegbe
suburban	igberiko
suburbia	agbegbe
suburbs	ìgberiko
subversion	iyatọ
subversive	Afẹyinti
subvert	ṣaṣari
subway	alaja ilẹ
succeed	aseyori
succeeding	ṣe aṣeyọri
success	aseyori
successful	aseyori
succession	igbasilẹ
successive	Igbakeji
successor	arọpo
succinct	bibẹrẹ
succubus	iṣan
succulent	ti o ṣe alailẹgbẹ
succumb	succumb
suck	muyan
sucker	sucker
sucking	mimu
suckling	ọmọ ọmu
sucks	agbera
suction	afamora
sudden	lojiji
suddenly	lojiji
suds	ọgbẹ
sue	bẹbẹ
suede	aṣọ ogbe
suffer	jiya
sufferer	to wa
suffering	ijiya
suffice	to
sufficiency	agbara
sufficient	to
sufficiently	to
suffix	suffix
suffocate	suffocate
suffocating	suffocating
suffocation	dogba
sugar	gaari
suggest	daba
suggestion	aba
suggestive	abawọn
suicidal	suicidal
suicide	igbẹmi ara ẹni
suicidebombing	NO TRANSLATION
suit	aṣọ
suitable	o dara
suitcase	aṣọ ẹṣọ
suite	diẹ
suitor	suitor
sulfate	imi-ọjọ
sulfur	efin
sulk	sulk
sullen	sullen
sully	sully
sulphur	efin
sultan	sultan
sultry	sultry
sum	apao
summarily	ni ipari
summarize	ṣe apejuwe
summary	akopọ
summation	summation
summer	ooru
summerhouse	summerhouse
summertime	igba ooru
summit	ipade ti
summon	awọn ipe
summons	summons
sumo	sumo
sump	ipọnla
sumptuous	ipamọra
sun	oorun
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	sunday
sundial	sundial
sundown	sundown
sundry	sundry
sunflower	sunflower
sunglass	gilaasi
sunglasses	awọn oju gilaasi
sunk	sunk
sunken	sunken
sunless	laini
sunlight	orun
sunny	Sunny
sunrise	õrùn
sunroof	sunroof
sunscreen	sunscreen
sunset	Iwọoorun
sunshine	õrùn
suntan	suntan
sunup	sunup
sup	sup
super	Super
superannuation	igbesẹ aye
superb	dara julọ
superficial	Egbò
superfluous	Superfluous
superhero	Superhero
superhuman	Superhuman
superimposed	superimposed
superintendent	alabojuto
superior	superior
superiority	superiority
superlative	superlative
superman	Superman
supermarket	ile ọja nla
supermodel	supermodel
supernatant	opo
supernatural	eleri
supernova	supernova
superposition	ipilẹṣẹ
superpower	superpower
supersede	diẹ ẹ sii
superstar	Superstar
superstition	igbagbọ-ori
superstitious	superstitious
superstore	superstore
supervise	ṣakoso
supervision	abojuto
supervisor	olutọju
supper	aṣalẹ
suppertime	akoko ojukokoro
supplant	ti o dinku
supple	afikun
supplement	afikun afikun
supplemental	afikun
supplementary	afikun iyọnda
supplication	adura
supplier	Olupese
supplies	awọn ipese
supply	ipese
support	atilẹyin
supported	atilẹyin
supporter	alatilẹyin
supporters	Olufowosi
supporting	atilẹyin
supportive	atilẹyin
suppose	Sawon
supposed	ti a gba
supposing	o ronu
supposition	išeduro
suppress	fi opin si
suppression	titẹku
supremacy	iṣeduro
supreme	adajọ julọ
supremely	julọ
surcharge	surcharge
sure	daju
surety	daju
surf	iyalẹnu
surface	dada
surfboard	Bọtini igbimọ
surfer	Surfer
surge	gbaradi
surgeon	onisegun
surgery	abẹ
surgical	iṣẹ iṣe
surly	surly
surmise	ipilẹ
surname	orukọ-idile
surpassing	ti o pọ ju
surplus	ajeseku
surprise	iyalenu
surprised	yà
surprises	awọn iyanilẹnu
surprising	yanilenu
surprisingly	iyalenu
surreal	lorireal
surrender	tẹriba
surrendering	surrendering
surrogate	surrogate
surround	yika
surrounding	agbegbe agbegbe
surroundings	agbegbe
surveillance	iwo-kakiri
survey	iwadi
surveying	iwadi iwadi
surveyor	oluwadi
survival	iwalaaye
survive	yọ ninu ewu
surviving	surviving
survivor	iyokù
susceptibility	ailagbara
susceptible	ni ifarahan
sushi	sushi
suspect	fura
suspected	fura si
suspend	duro
suspended	ti daduro fun igba diẹ
suspenders	awọn olutọju
suspense	itura
suspension	idadoro
suspicion	ifura
suspicions	awọn ifura
suspicious	ifura
sustain	fowosowopo
sustained	idaduro
sustenance	sustenance
suture	suture
suv	Suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	gbe mì
swami	swami
swamp	swamp
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	búra
swearing	gbigbọn
sweat	lagun
sweater	siweta
sweating	gbigbọn
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	gbe
sweeper	Gbigbe
sweeping	gbigba gbigba
sweet	dun
sweeten	sweeten
sweetened	dun
sweetener	ohun tutu
sweetest	dunrin
sweetheart	ololufẹ
sweetie	sweetie
sweetness	didùn
sweets	didun didun
swell	swell
swelling	ewiwu
sweltering	sweltering
swerve	pawọn
swift	kánkán
swiftly	kiakia
swig	swig
swill	bii
swim	we
swimmer	olugbo
swimming	odo
swimsuit	wiwu
swindle	bẹrẹ
swindler	aṣiṣe
swine	ẹlẹdẹ
swing	golifu
swinger	swinger
swinging	fifa
swipe	ra
swirl	swirl
swish	swish
switch	yipada
switchblade	switchblade
switchboard	Iwọn iyipada
swivel	swivel
swollen	swollen
swoon	swoon
swoop	swoop
sword	idà
swordfish	eja tio da b ida
swordplay	idàplayplay
swordsman	idà
sycamore	sycamore
syllable	syllable
syllabus	syllabus
symbiotic	symboliotic
symbol	aami
symbolic	aami apẹrẹ
symbolically	ni aami
symbolism	aami
symbolize	duro
symmetric	didan
symmetrical	symmetrical
symmetry	iṣeduro
sympathetic	alaafia
sympathize	ṣe idunnu
sympathy	aanu
symphonic	symphonic
symphony	tẹnumọ
symposium	apero
symptom	aami aisan
symptomatic	aisan
synagogue	synagogue
synapse	synapse
synaptic	synaptic
sync	ìsiṣẹpọ
synchronize	muṣiṣẹ pọ
synchronous	mimuuṣiṣẹpọ
syncope	syncope
syndicate	ajọṣepọ
syndrome	aisan
synergistic	synergistic
synergy	synergy
synod	Synod
synonym	synonym
synonymous	bakannaa
synopsis	atokuro
synoptic	synoptic
syntax	isopọ
synthesis	kolaginni
synthesizer	olupasẹpọ
synthetic	sintetiki
syphilis	syphilis
syringe	sirinji
syrup	omi ṣuga oyinbo
system	eto
systematic	ifinufindo
systematically	lilo ọna pataki
t-shirt	t-shirt
tab	taabu
tabasco	tabasco
tabby	tabby
tabernacle	agọ
table	tabili
tableau	NO TRANSLATION
tablecloth	tabulẹti
tablespoon	tablespoon
tablet	tabulẹti
tableware	tabulẹti
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	koju
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	imọ
tactful	ọgbọn
tactic	tactic
tactical	ibanujẹ
tactics	awọn ilana
tactile	imularada
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	iru
tailed	tailed
tailgate	tailgate
tailings	awọn iruwe
taillight	bibajẹ
tailor	telo
tailoring	tailoring
tailpipe	Irupipe
taint	taint
take	ya
takeoff	bo kuro
takeout	mu jade
takeover	takeover
taker	taker
talcum	talk
tale	itan
talent	talenti
talented	abinibi
talisman	talisman
talk	Ọrọ
talkative	ọrọ-ọrọ
talker	Ọrọ-ọrọ
tall	ga
tallies	awọn giga
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	bupon
tan	Tan
tandem	kẹkẹ-ara
tang	Tang
tangent	tangent
tangerine	ọsan oyinbo
tangible	ojulowo
tangle	tangle
tangled	tangled
tango	tango
tank	ojò
tank top	Oju oke
tanker	tanker
tanned	tanned
tantalizing	Tilara
tantamount	bibẹrẹ
tantrum	mejeeji
taoism	idaniloju
tap	tẹ ni kia kia
tape	teepu
tape measure	iwon
taper	taper
tapering	tapering
tapestry	tapestry
tapeworm	ideri
tapioca	NO TRANSLATION
taps	taps
tar	NO TRANSLATION
tarantula	tarantula
tardiness	pẹ
tardy	latey
target	afojusun
targeted	ìfọkànsí
targeting	àwákirí
tariff	idiyele ọja
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	duro
tart	tart
tartan	tartan
tartar	tartar
task	iṣẹ-ṣiṣe
tassel	tassel
taste	ohun itọwo
tasteful	ohun itọwo
tasteless	awọn ohun itọwo
tasting	ipanu
tasty	dun
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tatuu
taught	kọwa
taunt	ẹtan
taupe	taupe
taut	atilẹyin
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	owo-ori
taxed	taxed
taxi	takisi
taxicab	owo-ori
taxonomy	taxonomy
taxpayer	ẹniti n san owo-ori
tea	tii
teach	kọ ẹkọ
teacher	olukọ
teaching	ẹkọ
teacup	teacup
teahouse	tii
teal	teal
team	egbe
teamjesus	NO TRANSLATION
teammate	teammate
teamwork	ṣiṣẹpọ iṣẹ
teapot	teapot
tear	yiya
tearful	yiya
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	Iyọlẹnu
teasing	teasing
teaspoon	teaspoon
teat	teat
teatime	teatime
tech	tekinoloji
technical	imọran
technicality	imọ-ẹrọ
technician	onisẹ ẹrọ
technique	ilana
techno	Bluetooth
technological	imọ-ẹrọ
technology	imọ ẹrọ
ted	ted
teddy bear	Teddy agbateru
tedious	tedious
tedium	Tedium
tee	tee
teeming	teeming
teen	ọdọmọkunrin
teenage	ọdọ
teenager	ọdọ
teens	omo ile iwe
teensy	ọdọmọkunrin
teeny	teeny
teeth	eyin
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekini
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	tẹlifoonu
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	televised
television	tẹlifisiọnu
tell	sọ
teller	teller
telling	sọ
telltale	telltale
temp	iwa afẹfẹ
temper	ibinu
tempera	iwọn otutu
temperament	temperament
temperamental	temperamental
temperance	temperance
temperate	temperate
temperature	iwọn otutu
tempered	tempered
tempest	afẹfẹ
template	awoṣe
temple	tẹmpili
tempo	NO TRANSLATION
temporal	ti ara ẹni
temporarily	igba die
temporary	ibùgbé
tempt	idanwo
temptation	idanwo
tempting	idanwo
temptress	idanwo
ten	mẹwa
tenable	ti ko ni
tenacious	taara
tenacity	ti aiya
tenancy	Ibugbe
tenant	agbatọju
tend	ṣọ
tendency	ifarahan
tender	tutu
tenderfoot	tutu ẹsẹ
tenderness	tutu
tending	n tọju
tendon	tendoni
tenement	ipilẹ
tenet	mẹwa
tenets	awọn ohun elo
tenfold	mẹwa mẹwa
tennis	tẹnisi
tenor	mẹwa
tense	tense
tensile	ipọnju
tension	ẹdọfu
tent	agọ
tentacle	Pọnkoti
tentative	Atunwo
tenth	kẹwa
tenths	idamẹwa
tenuous	alaafia
tenure	akoko
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	igba
terminal	ebute
terminate	pari
termination	ipari
terminator	terminator
terminology	awọn ọrọ
terminus	ipari
termite	igbagbe
terms	awọn ofin
tern	tern
ternary	ternary
terrace	terrace
terrain	ibigbogbo ile
terrestrial	ti aye
terrible	ẹru
terribly	gidigidi
terrier	Terrier
terrific	lasan
terrified	bẹru
terrifies	ẹru
terrify	ẹru
terrifying	ẹru
territorial	agbegbe
territory	agbegbe naa
terror	ẹru
terrorism	ipanilaya
terrorist	apanilaya
terrorists	onijagidijagan
terrorize	terrize
terse	terse
tertiary	Ile-ẹkọ giga
test	idanwo
testament	majẹmu
testicle	igbeyewo
testicular	testicular
testify	jẹri
testimonial	ijẹrisi
testimony	ẹrí
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	ọrọ
textbook	iwe ẹkọ kika
textile	textile
textural	textural
texture	Iwọn ọrọ
tgif	tgif
thank	ṣeun
thankful	dupẹ
thankgod	adupe lowo Olorun
thanking	o dupe
thankless	aanu
thanks	ọpẹ
thanksalot	NO TRANSLATION
thanksgiving	idupẹ
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	thaw
theater	itage
theatrical	akọrin
theatrics	awọn igun-ara
thebest	o ti dara ju
theft	ole
theism	theism
theistic	theistic
thelife	awọnlife
thelittlethings	NO TRANSLATION
theme	akori
theocracy	Iṣekọṣe
theocratic	ijọba
theologian	theologian
theological	imq
theology	eko nipa esin
theorem	akẹkọ
theoretical	akori
theory	yii
therapeutic	mba
therapeutics	awọn oogun
therapist	ọpagun
therapy	itọju ailera
thereabouts	nibẹ wa
thereof	rẹ
therewith	pẹlu rẹ
thermal	gbona
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	iwe akosile
thick	nipọn
thicken	thicken
thickening	thickening
thicket	thicket
thickness	sisanra
thief	olè
thigh	itan
thimble	alara
thin	tinrin
thing	ohun
things	ohun
thingy	ohun
think	ro
thinker	oluro
thinking	ero
third	kẹta
thirds	awọn kẹta
thirst	oungbe
thirsty	ongbẹ
thirteen	mẹtala
thirteenth	mẹtala
thirty	ọgbọn
thistle	thistle
thither	nibẹ
thong	thong
thorn	ẹgún
thorny	egungun
thorough	nipasẹ
thoroughbred	gbigbọn
thoroughfare	oke-ọna
thought	ro
thoughtful	ronu
thoughtfulness	thoughtfulness
thoughtless	alairo
thoughts	ero
thousand	ẹgbẹrun
thrash	jamba
thread	o tẹle ara
threat	irokeke
threaten	Irokeke
threatened	ewu
threatening	idẹruba
