Word	zh-CN
theory	理论
therapeutic	治疗
therapeutics	疗法
therapist	治疗师
therapy	治疗
thereabouts	点左右
thereof	其
therewith	于是
thermal	热
thermocouple	热电偶
thermodynamics	热力学
thermometer	温度计
thermos	热水瓶
thermostat	恒温器
thesaurus	词库
thesis	论文
thick	厚
thicken	加粗
thickening	增厚
thicket	灌木丛
thickness	厚度
thief	贼
thigh	大腿
thimble	顶针
thin	瘦
thing	事情
things	事
thingy	啄
think	认为
thinker	思想家
thinking	思维
third	第三
thirds	三分之二
thirst	口渴
thirsty	渴
thirteen	十三
thirteenth	第十三
thirty	三十
thistle	蓟
thither	到那里
thong	丁字裤
thorn	刺
thorny	多刺的
thorough	彻底
thoroughbred	纯种
thoroughfare	通道
thought	思想
thoughtful	周到
thoughtfulness	体贴
thoughtless	粗心
thoughts	思念
thousand	千
thrash	鞭打
thread	线
threat	威胁
threaten	威胁
threatened	受威胁
threatening	危险的
three	三
threefold	三倍
threesome	三人组
thresh	脱粒
threshold	阈
thrice	三次
thrift	节约
thrifty	节俭
thrill	颤抖
thrilled	高兴
thriller	惊悚片
thrilling	惊险
thrive	兴旺
thriving	熙
throat	喉
throb	搏动
throbbing	悸动
throes	阵痛
throne	王座
throng	人群
throttle	风门
throw	扔
throwback	返祖
thrower	运动员
thrown	抛出
thrush	画眉
thrust	推力
thruster	推进器
thud	轰的一声
thug	暴徒
thumb	拇指
thumbprint	指纹
thump	扑通
thumper	桑普
thumping	怦
thunder	雷
thunderbolt	霹雳
thunderclap	霹雳
thundering	雷鸣的
thunderstorm	雷雨
thunderstruck	吓坏的
thwart	阻挠
thx	谢谢
thyme	百里香
thyroid	甲状腺
tiara	头饰
tibia	胫骨
tic	抽搐
tick	蜱
ticked	勾选
ticker	断续器
ticket	票
tickle	痒痒
tickled	胳肢
ticklish	怕痒的
tidal	潮汐
tidal wave	潮汐
tidbit	珍闻
tide	浪潮
tidings	音信
tidy	整洁
tie	领带
tier	一线
tiff	斗嘴
tiger	虎
tighten	紧缩
tightness	紧张
tightrope	拉紧的绳索
tights	紧身衣
tilde	波浪号
tile	瓦
tiling	平铺
till	NO TRANSLATION
tillage	耕作
tiller	分蘖
tilt	倾斜
tilting	倾斜
timber	木材
timberland	林地
timbre	音色
time	时间
timeless	永恒
timeliness	合时
timely	及时
timeout	时间到
timepiece	钟
timer	计时器
times	时
timetable	时间表
timewasters	NO TRANSLATION
timid	胆小
timidity	胆怯
timing	定时
tin	NO TRANSLATION
tincture	药酒
tine	NO TRANSLATION
tinfoil	锡纸
tinge	色调
tingle	耳鸣
tingling	麻
tinker	修补匠
tinkering	修修补补
tinkle	NO TRANSLATION
tinkling	玲
tinnitus	耳鸣
tinsel	箔
tint	着色
tiny	小
tip	小费
tipper	自卸车
tipster	线人
tipsy	喝醉的
tiptoe	脚尖
tirade	长篇大论
tire	胎
tired	累
tiredness	疲劳
tiredofit	NO TRANSLATION
tireless	不知疲倦的
tiresome	烦人的
tiring	累人
tissue	组织
tistheseason	NO TRANSLATION
tit	山雀
titan	泰坦
titanic	泰坦尼克号
titanium	钛
tithe	仂
title	标题
titled	标题
titty	奶
titular	NO TRANSLATION
toad	蟾蜍
toast	烤面包
toaster	烤面包机
toasty	烤面包
tobacco	烟草
toby	托比
tod	狐
today	今天
toddler	幼儿
toe	脚趾
toenail	趾甲
toffee	奶糖
tofu	豆腐
toga	NO TRANSLATION
together	一起
togetherness	和睦
toil	辛劳
toilet	厕所
toils	劳碌
token	代币
tolerable	可容忍
tolerance	公差
tolerant	宽容
tolerate	容忍
toleration	容忍
toll	收费
tomahawk	钺
tomato	番茄
tomatoes	番茄
tomb	墓
tombstone	墓碑
tomcat	tomcat的
tome	对我来说
tomorrow	明天
ton	NO TRANSLATION
tone	音
toner	碳粉
tong	NO TRANSLATION
tongs	钳
tongue	舌
tonic	补品
tonnage	吨位
tonsils	扁桃体
toocold	NO TRANSLATION
tool	工具
toolbox	工具箱
tooling	工装
toomuchtodo	NO TRANSLATION
toot	嘟
tooth	齿
toothache	牙疼
toothbrush	牙刷
toothed	齿形
toothless	无牙
toothpaste	牙膏
toothpick	牙签
toots	茨
top	最佳
topaz	黄玉
topic	话题
topical	局部的
topless	赤裸上身
topographic	地形
topographical	地形
topography	地形
topple	倾覆
topside	顶面
tor	TOR
torch	火炬
torment	折磨
tormented	折磨
torn	撕裂
tornado	龙卷风
torpedo	鱼雷
torque	扭矩
torrent	激流
torrid	热带
torsion	扭力
torso	躯干
tort	侵权
tortious	侵权
tortoise	乌龟
tortuous	曲折
torture	拷打
tortured	折磨
toss	折腾
tot	NO TRANSLATION
total	总
totality	整体
totally	完全
tote	手提包
totem	图腾
touch	触摸
touchdown	接地
touched	感动
touching	接触
touchy	易怒的
tough	强硬
toughen	锻炼
toughness	韧性
toupee	假发
tour	游览
tourism	旅游
tourist	游客
tourmaline	电气石
tournament	比赛
tourniquet	止血带
tout	NO TRANSLATION
tow	拖
towel	毛巾
tower	塔
towering	参天
town	镇
townhouse	联排别墅
township	乡
townspeople	市民
toxic	有毒的
toxicity	毒性
toxicology	毒理学
toxin	毒素
toy	玩具
toymaker	玩具制造商
trace	跟踪
traceable	溯源
tracer	曳光弹
traces	痕迹
trachea	气管
tracing	追踪
track	跟踪
tracker	跟踪器
tract	管道
tractable	听话的
traction	牵引
tractor	拖拉机
trade	贸易
trademark	商标
trader	商人
tradesman	零售商
trading	贸易
tradition	传统
traditional	传统
traffic	交通
traffic light	红绿灯
trafficking	贩卖
tragedies	悲剧
tragedy	悲剧
tragic	悲惨
trail	落后
trailer	预告片
train	培养
train set	动车组
trained	熟练
trainee	实习生
trainer	训练者
training	训练
trait	特征
traitor	叛徒
traitorous	卖国
trajectory	弹道
tram	电车
tramp	流浪汉
trample	践踏
trampoline	蹦床
tramway	有轨电车
trance	发呆
tranquil	宁静
tranquility	宁静
tranquilizer	镇定药
transact	办理
transaction	交易
transatlantic	大西洋
transceiver	收发器
transcend	超越
transcendence	超越
transcendent	超然
transcendental	超越
transcribe	录制
transcriber	抄录
transcript	抄本
transcription	转录
transfer	转让
transference	移情
transferred	转入
transfixed	呆若木鸡
transform	转变
transformation	转型
transformer	变压器
transfusion	输
transgression	愆
transient	短暂的
transistor	晶体管
transit	过境
transition	过渡
transitional	过渡
transitive	及物
transitory	短暂的
translate	翻译
translation	翻译
translator	翻译者
translocation	易位
translucent	半透明
transmission	传输
transmit	发送
transmitter	发射机
transmutation	蜕变
transom	横梁
transparency	透明度
transparent	透明
transplant	移植
transplantation	移植
transponder	转发
transport	运输
transportation	运输
transporter	转运
transpose	颠倒
transposition	换位
transsexual	换性者
transverse	横
transvestite	易装癖
trap	陷阱
trapdoor	暗门
trapeze	飞人
trapped	被困
trapper	捕兽
trapping	诱捕
trappings	服饰
traps	陷阱
trash	垃圾
trashy	没用
trauma	外伤
traumatic	创伤
travail	NO TRANSLATION
travel	旅行
traveler	游客
traveling	旅行
traverse	横过
travesty	滑稽戏
trawl	拖网
trawler	拖网渔船
tray	托盘
treacherous	奸诈
treachery	背信弃义
tread	踏
treadmill	跑步机
treason	叛逆
treasure	宝藏
treasured	宝
treasurer	出纳员
treasures	珍品
treasury	金库
treat	对待
treatable	可治疗
treatise	论文
treatment	治疗
treaty	条约
treble	三重
tree	树
trees	树木
trek	跋涉
trellis	网格
tremble	颤抖
trembling	发抖
tremendous	巨大
tremendously	异常
tremor	震
trench	沟
trend	趋势
trending	趋势
trendy	新潮
trepidation	不安
trespass	侵入
triad	黑社会
triage	分流
trial	审讯
triangle	三角形
triangular	三角形的
triangulate	三角
triathlon	铁人三项
tribal	部落的
tribe	部落
tribulation	苦难
tribunal	法庭
tribune	论坛
tributary	支流
tribute	贡
trick	招
trickery	诡计
trickle	潺
trickster	骗子
tricky	狡猾
tricycle	三轮车
trident	三叉戟
trifle	琐事
trifling	轻微
trig	TRIG
trigger	触发
trigonometry	三角
trillion	兆
trilogy	三部曲
trim	修剪
trimester	三个月
trimmer	微调
trimming	修剪
trine	三合
trinity	三位一体
trinket	饰品
trio	三人
trip	旅
tripartite	三方
tripe	肚
triple	三倍
triplet	三重
triplicate	一式三份
tripod	鼎
tripping	跳闸
trite	平凡的
tritium	氚
triumph	胜利
triumphant	凯
trivia	琐事
trivial	不重要的
troll	拖钓
trolley	手推车
trombone	长号
troop	部队
trooper	士兵
troops	军队
trophy	杯
tropic	热带
tropical	热带
tropics	热带
trot	小跑
trouble	麻烦
troubled	苦恼
troublemaker	麻烦制造者
troubles	麻烦
troublesome	麻烦
trough	槽
troupe	剧团
trousers	长裤
trout	鳟鱼
trowel	镘
truce	休战
truck	卡车
trucker	卡车司机
truckload	整车
truculent	忮
true	真正
truelove	真爱
truffle	松露
truism	老生常谈
trump	王牌
trumpet	喇叭
trumpeter	喇叭手
truncate	截短
truncated	截
trundle	滚动
trunk	树干
truss	桁架
trust	相信
trustee	受托人
trusting	信任的
trustworthy	可靠
trusty	可靠
truth	真相
truthful	真实
truthfulness	真实性
try	尝试
tryout	试用
tryouts	选拔赛
tsunami	海啸
tub	桶
tuba	大号
tubby	短粗的
tube	管
tuberculosis	结核
tubing	管道
tubular	管状的
tubule	小管
tuck	掖
tucker	塔克
tuesday	星期二
tufted	簇绒
tug	拖船
tugboat	拖船
tuition	学费
tulip	郁金香
tumble	下跌
tumbler	NO TRANSLATION
tumbleweed	滚草
tummy	趴着
tumor	瘤
tumour	瘤
tumult	骚动
tumultuous	汹
tun	NO TRANSLATION
tuna	金枪鱼
tunable	可调
tune	调
tunic	中山装
tuning	调音
tunnel	隧道
turban	头巾
turbidity	浊
turbine	涡轮
turbo	涡轮
turbulence	动乱
turbulent	汹涌
turd	粪
turf	草皮
turkey	火鸡
turmeric	姜黄
turmoil	动荡
turn	转
turnaround	回转
turned	转身
turning	车削
turnip	芜菁
turnkey	狱卒
turnoff	NO TRANSLATION
turnout	结果发现
turnover	周转
turnpike	收费公路
turntable	转盘
turpentine	松节油
turquoise	绿松石
turret	炮塔
turtle	龟
turtleneck	高领毛衣
tussle	争论
tutelage	监护
tutor	导师
tutoring	家教
tutu	蓬蓬裙
tux	晚礼服
tuxedo	晚礼服
tv	电视
twain	TWAIN
twat	娘们
twats	twats
tweak	拧
tweed	斜纹软呢
tweet	鸣叫
tweezers	镊子
twelfth	第十二
twelve	十二
twentieth	第二十
twenty	二十
twerp	twerp
twig	枝条
twilight	暮
twill	斜纹
twin	双胞胎
twine	缠绕
twinge	剧痛
twinkle	眨眼
twins	双胞胎
twirl	捻
twist	捻
twisted	扭曲
twister	捻线机
twit	TWIT
twitch	抽搐
twitching	抽搐
twitchy	颠簸
two	二
two step	两步
twofaced	NO TRANSLATION
twofold	双重
twosome	两人一组
tycoon	巨头
tyke	泰克
type	类型
typewriter	打字机
typhoid	伤寒症
typhoon	台风
typical	典型
typically	一般
typist	打字员
typo	错字
typography	活版印刷
tyrannical	强横
tyranny	暴政
tyrant	暴君
tyre	胎
ubiquitous	普及
ubiquity	无处不在
ugliness	丑陋
ugly	丑陋
uhoh	NO TRANSLATION
ukulele	四弦琴
ulcer	溃疡
ulterior	别有用心
ultimate	最终
ultimately	最终
ultimatum	最后通牒
ultimo	NO TRANSLATION
ultrasound	超声
ultraviolet	紫外线
umbilical	脐带
umbra	本影
umbrella	雨伞
umpire	裁判
umpteen	许许多多
unabashed	满不在乎
unabated	不减
unable	无法
unacceptable	不可接受
unaccompanied	举目无亲
unaccountable	莫名其妙
unaccounted	下落不明
unacknowledged	未确认
unadulterated	纯正
unaffected	未受影响
unafraid	不害怕
unaided	独立的
unaltered	不变
unambiguous	明确的
unanimity	一致
unanimous	一致
unanimously	一致
unannounced	暗访
unanswered	悬而未决
unanticipated	意外
unappreciated	赏识
unapproved	未经批准
unarmed	徒手
unassisted	独力的
unassuming	谦逊
unattached	独立的
unattainable	高不可攀
unattended	无人值守
unattractive	没有吸引力
unauthorized	擅自
unavailable	不可用
unavoidable	不免
unaware	不知道
unbalanced	不平衡
unbearable	不堪忍受
unbeatable	无与伦比
unbeaten	不败
unbecoming	不雅观
unbelief	不信
unbelievable	难以置信的
unbiased	不偏不倚
unborn	腹中
unbound	未绑定
unbounded	无界
unbreakable	牢不可破
unbridled	恣意
unbroken	绵绵
unbutton	解开
uncalled	多余
uncanny	神秘的
uncaring	冷漠
uncensured	NO TRANSLATION
uncertain	不确定
uncertainty	不确定
unchallenged	不成问题
unchangeable	不可改变的
unchanged	不变
uncharted	未知
uncherished	NO TRANSLATION
uncivilized	野蛮
unclaimed	无人认领
uncle	叔叔
unclean	肮脏
unclear	不明
uncomfortable	不舒服
uncommon	罕见
uncommonly	罕有
uncomplicated	简单
uncompromising	坚定的
unconcerned	漠不关心
unconditional	无条件的
unconfirmed	未经证实
unconnected	悬空
unconscionable	过度的
unconscious	无意识
unconsciousness	神志不清
unconstitutional	违宪
unconstrained	不受约束
uncontested	无可争议
uncontrollable	不可控
uncontrolled	不受控制
unconventional	非传统的
unconvinced	不服气
unconvincing	不能令人信服
uncooked	生
uncooperative	不合作
uncorrelated	不相关
uncouth	粗野
uncover	揭露
uncritical	不加批判
uncut	完整无缺
undead	亡灵
undecided	未定
undefeated	不败
undefined	未定义
undeniable	不可否认
underage	未成年
underbelly	软肋
undercover	秘密
undercurrent	暗流
underdog	弱旅
underestimate	低估
undergo	经历
undergraduate	大学本科
underground	地下
underhanded	人手不足
underlay	底衬
underlie	背后
underline	强调
underlying	底层
undermine	破坏
undermined	破坏
underneath	下
underpaid	少缴
underpants	内裤
underprivileged	弱势
underrated	被低估
underscore	下划线
undersea	海底
undersecretary	副国务卿
undersized	矮小
understaffed	人手不足
understand	理解
understandable	可理解
understanding	理解
understatement	轻描淡写
understood	了解
understudy	替补
undertake	承担
undertaker	殡仪馆
undertaking	承诺
undertow	暗潮
underwear	内衣
underwood	木头下
underworld	地狱
underwrite	包销
underwriter	承销商
undeserved	不当
undesirable	不可取
undesired	不需要
undetectable	检测不到
undetected	未被发现
undetermined	未确定
undeveloped	未开发
undignified	不体面
undirected	无方向
undisclosed	未公开
undiscovered	未被发现
undisputed	无可争议
undisturbed	不受干扰
undivided	一心一意
undo	解开
undoing	撤消
undoubted	无疑的
undress	脱衣服
undressed	脱了衣服
undue	过度的
undying	不朽
unearned	不劳而获
unearth	挖掘
uneasiness	局促
uneasy	不安
uneducated	没有受过教育
unemployed	失业的
unemployment	失业
unencumbered	支配
unending	无止境
unequal	不等
unequalled	无比
unequivocal	明确的
unequivocally	明确
unethical	不道德的
uneven	不均匀的
uneventful	平安
unexpected	意外
unexpectedly	不料
unexplainable	无法解释的
unexplained	原因不明
unexplored	未开发
unfailing	经久不衰
unfair	不公平
unfairness	不平
unfaithful	不忠
unfamiliar	陌生
unfavorable	不利
unfeeling	冷酷
unfettered	不受约束
unfinished	未完成
unfit	不适当
unflinching	坚定不移
unfold	展开
unfollow	取消关注
unforeseen	意外
unforgettable	难忘
unforgivable	不可饶恕
unforgiving	无情
unfortunate	不幸的
unfortunately	不幸
unfounded	杞人忧天
unfreeze	解冻
unfriendly	不友好
unfulfilled	未了
unfurnished	空屋
unglued	脱胶
ungodly	恶人
ungrateful	忘恩负义
unguarded	无人防守的
unhand	NO TRANSLATION
unhappiness	不幸
unhappy	不快乐
unharmed	安然无恙
unhealthy	不良
unheard	闻所未闻
unhelpful	无益
unhindered	入无人之境
unholy	邪恶
unhook	解开
unicorn	独角兽
unidentified	未确认的
unification	统一
unified	统一
uniform	制服
uniformed	穿制服
uniformity	均匀性
uniformly	均匀
unimaginable	不可思议
unimpeachable	无可指责
unimpeached	unimpeached
unimportant	不重要
unimpressed	不为所动
unimproved	未改良
uninfected	未感染
uninformed	不知情
uninhabited	无人
uninitiated	外行
uninspired	平庸
unintelligible	不知所云
unintended	意外
unintentional	无意
unintentionally	无意中
uninterested	无心恋战
uninteresting	枯燥
uninterrupted	不断
uninvited	不速之
union	联盟
unique	独特
unisex	男女皆宜的
unison	齐奏
unit	单元
unitary	酉
unite	团结
united	联合的
unity	统一
universal	普遍
universality	普遍性
universe	宇宙
university	大学
unjust	不公
unjustifiable	无理
unjustified	不合理
unkind	刻薄
unknowable	不可知
unknown	未知
unlawful	非法的
unleash	发挥
unlicensed	无牌
unlike	不像
unlikely	不会
unlimited	无限
unlisted	非上市
unload	卸下
unloaded	卸载
unlock	开锁
unlucky	不幸的
unmanageable	不可收拾
unmanned	无人
unmarked	无人盯防
unmarried	未婚
unmask	拆穿
unmatched	独一无二
unmistakable	明白的
unmitigated	十足
unmoved	不动摇
unnamed	无名
unnatural	不自然
unnecessary	不必要
unneeded	不需要
unnoticed	被忽视
unnumbered	门牌
unobserved	未观测到
unobstructed	通畅
unobtrusive	不显眼的
unoccupied	没人住
unofficial	非官方
unopened	未开封
unopposed	不反对
unordered	无序
unorganised	无组织的
unorganized	无组织的
unorthodox	非正统的
unpack	解压
unpaid	未付
unparalleled	空前的
unpleasant	不愉快
unpleasantness	不愉快
unplug	拔
unplugged	不插电
unpopular	不得人心
unprecedented	史无前例
unpredictable	不可预料的
unprepared	措手不及
unpretentious	谦逊
unproductive	非生产性
unprofessional	不专业
unprofitable	无利可图
unprotected	无保护
unproven	未经证实
unprovoked	无缘无故
unpublished	未公布
unpunished	逍遥法外
unqualified	不合格
unquestionable	不容置疑
unquestionably	毫无疑问
unquestioned	不容置疑
unquote	引文结束
unravel	绎
unreachable	无法访问
unread	未读
unreal	虚幻
unrealistic	不切实际
unreasonable	不合理
unrecorded	未记录
unregistered	未注册
unregulated	不受管制
unrelated	无关
unrelenting	无情
