Word	so
stuffed animal	xayawaan cufan leh
stuffing	karinta
stuffy	cabsi
stumble	wuu turunturoodaa
stump	xoqin
stumped	xoqin
stun	qummanaan
stunned	la yaabay
stunner	farsamo
stunning	cajiib ah
stunt	duufaan
stunted	faaqidaad
stuntman	stuntman
stupefaction	jaahwareer
stupefy	qosol
stupendous	nasiib darro
stupid	nacas
stupidity	nacasnimo
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	nacas
sturdy	adag
sturgeon	sturgeon
stutter	qoyaan
sty	sty
style	qaabka
styling	qaabeynta
stylish	Isticmaalayo
stylist	stylist
suave	suub
sub	sub
subatomic	subatomic
subcommittee	guddi hoose
subconscious	macquul ah
subcutaneous	subcutaneous
subdivide	subdivide
subdivision	subdivision
subduction	sii-daynta
subdue	subdue
subdued	hoos u dhigay
subdural	subdural
subito	NO TRANSLATION
subject	maadada
subjected	la qabtey
subjection	addeecdo
subjective	shakhsi ahaan
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimation
sublime	sublime
subliminal	subliminal
submarine	submarine
submerge	submerge
submerged	ku dheregsan
submersible	suurtagal ah
submission	soo gudbinta
submissive	adeeca
submit	soo dir
submitting	soo gudbinta
subordinate	hoose
subordination	xoojinta
subplot	subplot
subpoena	subpoena
subscribe	ku qor
subscriber	macaamiisha
subscription	rukumo
subsequence	kadib
subsequent	kadib
subsequently	kadib
subservient	substient
subset	hoose
subside	hoos u dhac
subsidence	hoos u dhac
subsidiary	shaqaale
subsidize	kabidda
subsidy	kabitaan
subsist	deggenaansho
subsistence	joogitaan
subsoil	dhulka hoostiisa
subspace	subspace
substance	walax
substandard	qadarin
substantial	muhiim ah
substantially	si xoog leh
substantiate	caddayn
substantive	muhiim ah
substation	substation
substitute	bedelka
substituted	bedelay
substitution	bedelka
substructure	hoose
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	gaaban
subtlety	subtlety
subtract	iskugeyn
subtraction	kala-goynta
subtype	subtype
suburb	xaafad
suburban	xaafadaha
suburbia	suburbia
suburbs	xaafadaha
subversion	subversion
subversive	subversive
subvert	subvert
subway	Tareenka hoose
succeed	guuleysta
succeeding	guuleysiga
success	guul
successful	guulaystay
succession	guusha
successive	dhammaystir
successor	Hantidhowrka
succinct	succinct
succubus	succubus
succulent	succulent
succumb	raacayn
suck	nuugo
sucker	Gooba
sucking	nuugista
suckling	nuugista
sucks	nuugaan
suction	soo dejinta
sudden	deg deg ah
suddenly	si lama filaan ah
suds	suds
sue	dacwo
suede	suede
suffer	xanuunsado
sufferer	dhibbanaha
suffering	dhibaatada
suffice	ku filan
sufficiency	ku filan
sufficient	ku filan
sufficiently	ku filan
suffix	Suuf
suffocate	cawdaan
suffocating	kicin
suffocation	ruxitaanka
sugar	sonkorta
suggest	soo jeedi
suggestion	soo jeedin
suggestive	soo jeedin
suicidal	is-dilka
suicide	is-dilid
suicidebombing	NO TRANSLATION
suit	suud
suitable	ku haboon
suitcase	shandad
suite	suuli
suitor	suitor
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulfur
sultan	Suldaan
sultry	sultry
sum	wadarta
summarily	ugu dambayn
summarize	Soo koobid
summary	kooban
summation	Soo-jeedin
summer	xagaaga
summerhouse	kuleylka
summertime	jimicsi
summit	shirarka
summon	soo-jeedin
summons	baaqyada
sumo	sumo
sump	fadeexo
sumptuous	sumcad leh
sun	qorraxda
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	maalinta sabtida
sundial	sundial
sundown	ciidda
sundry	dharka
sunflower	gabbaldayaha
sunglass	sunglass
sunglasses	muraayadaha indhaha
sunk	duufaan
sunken	qulqulaya
sunless	qarsoon
sunlight	qoraxda
sunny	qorraxda
sunrise	qorrax dhaca
sunroof	qorraxdu
sunscreen	muraayad qorrax leh
sunset	qorrax dhaca
sunshine	qorraxda
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	fiican
superficial	muuqaal ah
superfluous	aad u sarreeya
superhero	superhero
superhuman	sarreysa
superimposed	aad u sarreeya
superintendent	Kormeeraha Guud
superior	sare
superiority	sareeya
superlative	ugu fiican
superman	superman
supermarket	suuq weyn
supermodel	supermodel
supernatant	sarraysa
supernatural	sarraysa
supernova	supernova
superposition	sare
superpower	superpower
supersede	bedelka
superstar	superstar
superstition	diinta
superstitious	cibaadaysi
superstore	dabeecad
supervise	kormeerka
supervision	kormeerka
supervisor	kormeere
supper	Casho
suppertime	suppertime
supplant	boobka
supple	Fudud
supplement	dhamaystirnaanta
supplemental	dheeraad ah
supplementary	dheeraad ah
supplication	baryootankayga
supplier	bixiyaha
supplies	sahayda
supply	bixinta
support	taageero
supported	taageeray
supporter	taageeraha
supporters	taageerayaasha
supporting	taageeraya
supportive	taageero
suppose	malee
supposed	la filayay
supposing	malaynayo
supposition	saadaalinta
suppress	joojiya
suppression	xakamaynta
supremacy	Awoodda
supreme	ugu sarreeya
supremely	ugu sarreeya
surcharge	dheeraad ah
sure	Hubaal
surety	dammaanad
surf	surf
surface	dusha sare
surfboard	dusha sare
surfer	bixiya
surge	kor u kac
surgeon	dhakhtar qalliin
surgery	qalliin
surgical	qalliin
surly	si qarsoodi ah
surmise	xajin
surname	magaca qoyska
surpassing	dhaafsan
surplus	dheeraad ah
surprise	yaabay
surprised	la yaabay
surprises	cajiib ah
surprising	cajiib ah
surprisingly	la yaab leh
surreal	dhab ah
surrender	is dhiib
surrendering	is-dhiibis
surrogate	beddelaad
surround	ku wareegsan
surrounding	ku hareeraysan
surroundings	hareeraha
surveillance	ilaalinta
survey	sahan
surveying	baadhitaan
surveyor	sahan
survival	Badbaadinta
survive	badbaado
surviving	badbaado
survivor	badbaaday
susceptibility	u nuglaanshaha
susceptible	halis ah
sushi	Suudi
suspect	tuhunsan
suspected	tuhunsan
suspend	joojiso
suspended	joojisey
suspenders	joojiyeyaasha
suspense	shakiga
suspension	joojinta
suspicion	shaki
suspicions	shaki
suspicious	shaki ku jiro
sustain	sii wad
sustained	joogtey
sustenance	Sustenance
suture	diimeed
suv	suv
sux	NO TRANSLATION
swab	dharbaaxo
swag	Qofka warwareega
swagger	dhuujin
swallow	liqo
swami	swami
swamp	Biyaha
swamped	boodboodey
swampy	boodh
swan	swed
swank	wuu qummanaa
swap	isbeddel
swarm	raxan
swarming	xaaqin
swastika	swastika
swat	swat
sway	gabbasho
swear	dhaartaan
swearing	dhaarasho
sweat	dhidid
sweater	dharka
sweating	dhidid
sweatshirt	qoryaha
sweatshop	dhidid
sweaty	dhidid
sweep	xaaqin
sweeper	gawaarida
sweeping	xaaqitaanka
sweet	macaan
sweeten	macaan
sweetened	macaan
sweetener	macaan
sweetest	ugu macaan
sweetheart	gabar
sweetie	macaan
sweetness	macaan
sweets	macmacaanka
swell	barara
swelling	barar
sweltering	barafka
swerve	riix
swift	degdeg ah
swiftly	si deg deg ah
swig	swig
swill	ooddo
swim	dabaal
swimmer	dabbaalan
swimming	dabaasha
swimsuit	dabaasha
swindle	xawilaad
swindler	is beddelka
swine	doofaarka
swing	qulqulaya
swinger	sigaarka
swinging	soodhaweyn
swipe	dhufto
swirl	gawaarida
swish	ku dhufo
switch	bedelka
switchblade	isbeddelka
switchboard	xiranka
swivel	baxa
swollen	barara
swoon	boodh
swoop	riix
sword	seef
swordfish	swordfish
swordplay	swordbar
swordsman	odayga
sycamore	scamore
syllable	caan ah
syllabus	manhaj
symbiotic	isku-dhafan
symbol	calaamad
symbolic	calaamad
symbolically	calaamad ahaan
symbolism	calaamadeynta
symbolize	calaamadee
symmetric	isku dhafan
symmetrical	simmetrical
symmetry	simmetry
sympathetic	dabacsanaadaan
sympathize	niyadjab
sympathy	naxariis
symphonic	calaamadda
symphony	sumcad
symposium	sempe
symptom	Astaamo
symptomatic	astaamaha
synagogue	synagogue
synapse	sinji
synaptic	sinaanta
sync	sync
synchronize	Isku duwo
synchronous	isku dhafan
syncope	syncope
syndicate	ururinta
syndrome	syndrome
synergistic	isku dhafan
synergy	isku-daba-marinta
synod	synod
synonym	isku mid
synonymous	isku midka ah
synopsis	ereyga
synoptic	sinoptic
syntax	ereyga
synthesis	sentthesis
synthesizer	synthesizer
synthetic	synthetic
syphilis	waraabowga
syringe	syringe
syrup	sharoobada
system	nidaamka
systematic	nidaamsan
systematically	nidaam ahaan
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	naqshad
tabernacle	Waa taambuug
table	miis
tableau	NO TRANSLATION
tablecloth	miis fadhiya
tablespoon	qaado
tablet	kiniin
tableware	miiska cuntada
tabloid	tabloid
taboo	tabu
tabular	tabular
tabulate	iskuday
tabulation	jadwalka
tachometer	tachometer
tacit	tacliin
tack	tack
tackle	tactel
tackled	wax laga qabtay
tackling	wax ka qabashada
tacky	tacky
taco	taco
tact	xeelad
tactful	xeelad
tactic	xeelad
tactical	xeelad
tactics	xeeladaha
tactile	taabasho leh
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	daboolka
tailed	qallajiyey
tailgate	tailgate
tailings	qashin
taillight	taillight
tailor	dharbaaxo
tailoring	Qalabaynta
tailpipe	qoryaha
taint	miyir la'aan
take	qaado
takeoff	fasax ka qaataan
takeout	qaadashada
takeover	qaadashada
taker	taker
talcum	talcum
tale	sheeko
talent	awooda
talented	tayo leh
talisman	talisman
talk	hadalka
talkative	hadal badan
talker	hadalka
tall	dheer
tallies	culus
tallow	dhoobo
tally	dhajinta
talon	talon
talons	NO TRANSLATION
tambourine	dambarka
tame	NO TRANSLATION
tamer	tamer
taming	xawaareynta
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tafaariiqda
tangerine	tangerine
tangible	la taaban karo
tangle	tangle
tangled	qallafsan
tango	tango
tank	taangiga
tank top	sare mootada
tanker	booyad
tanned	tanned
tantalizing	tantalising
tantamount	tantamount
tantrum	xanaaqa
taoism	taoism
tap	tuubo
tape	sharooto
tape measure	qiyaasta cajalad
taper	qashinka
tapering	isdabajooga
tapestry	buro
tapeworm	madoow
tapioca	tuioca
taps	tuubooyin
tar	tar
tarantula	tarantula
tardiness	daahidda
tardy	daahitaan
target	bartilmaameed
targeted	la beegsaday
targeting	bartilmaameedka
tariff	canshuur
tarmac	tarmac
tarnish	dhadhanka
tarot	tarot
tarp	NO TRANSLATION
tarry	ku hay
tart	tart
tartan	tartan
tartar	tartar
task	hawl
tassel	roodhiga
taste	dhadhan
tasteful	dhadhanka
tasteless	aan dhadhamin
tasting	dhadhanka
tasty	dhadhan fiican
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	baray
taunt	caajis
taupe	kape
taut	hadt
tavern	lakin
tawdry	tursry
tawny	tawny
tax	canshuur
taxed	canshuur
taxi	tagsi
taxicab	canshuurta
taxonomy	taxonomy
taxpayer	canshuur bixiyaha
tea	shaah
teach	baro
teacher	macallin
teaching	baridda
teacup	teacup
teahouse	teahouse
teal	shabeel
team	koox
teamjesus	NO TRANSLATION
teammate	saaxiibka
teamwork	shaqo kooxeed
teapot	qadhaadh
tear	jeexan
tearful	jeexan
tearsofjoy	NO TRANSLATION
teary	jeexa
tease	shase
teaser	teaser
teasing	murugo
teaspoon	qaado shaah
teat	tattoo
teatime	teatime
tech	tech
technical	farsamo
technicality	farsamo
technician	farsamo yaqaan
technique	farsamo
techno	farsamo
technological	farsamada
technology	tiknoolaji
ted	qaado
teddy bear	ood qaadato
tedious	Caqli badan
tedium	teediyam
tee	tee
teeming	qabashada
teen	dhalinyarada
teenage	dhalinyaro
teenager	dhalinyaro
teens	dhalinyaro
teensy	dhalinyaro
teeny	dhallinyaro
teeth	ilkaha
teething	ilkuhu
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	telefoonka
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	Telefishin
television	telefishanka
tell	sheeg
teller	shaqeeyaha
telling	sheegidda
telltale	u sheeg
temp	doob
temper	xanaaq
tempera	diiradda
temperament	moodada
temperamental	dabacsanaan
temperance	diiradda
temperate	diirada
temperature	heerkulka
tempered	Diyaarsaday
tempest	duufaan
template	template
temple	macbudka
tempo	NO TRANSLATION
temporal	ku meelgaar ah
temporarily	ku meelgaar ah
temporary	ku meel gaar ah
tempt	jeesjees
temptation	jeesjees
tempting	jeesjees
temptress	darso
ten	toban
tenable	waa la aqbali karaa
tenacious	xayawaan
tenacity	deggenaansho
tenancy	kireysiga
tenant	kireyste
tend	u muuqdaan
tendency	ujeeda
tender	hindise
tenderfoot	dharbaaxo
tenderness	raaxo
tending	xayiraadda
tendon	tendon
tenement	kireysiga
tenet	Tartan
tenets	mansabyo
tenfold	Tobanaad
tennis	tennis
tenor	tenor
tense	kacsanaan
tensile	tensile
tension	xiisad
tent	teendhada
tentacle	teendhada
tentative	daaweyn
tenth	tobnaad
tenths	tobnaad
tenuous	Dhibaato
tenure	muddada
tepee	soo qaado
tepid	sare
tequila	taquila
teriyaki	teriyaki
term	mudada
terminal	terminal
terminate	joojin
termination	joojinta
terminator	joojiyaha
terminology	ereyada
terminus	joojin
termite	ereyada
terms	shuruudaha
tern	tern
ternary	sareeya
terrace	teras
terrain	dhul
terrestrial	dhulka
terrible	cabsi leh
terribly	xun
terrier	terrier
terrific	cabsi
terrified	naxdin leh
terrifies	argagax
terrify	argagax
terrifying	cabsi
territorial	dhulka
territory	dhulka
terror	argagixiso
terrorism	argagixisanimo
terrorist	argagixiso
terrorists	argagixisada
terrorize	argagixiso
terse	murugo
tertiary	sareeya
test	imtixaan
testament	axdiga
testicle	xiniinyaha
testicular	tijaabin
testify	marqaati furo
testimonial	markhaati
testimony	markhaati
testosterone	testosterone
testy	NO TRANSLATION
tetanus	teetanus
tether	xayeysiin
tethered	xiran
tetrahedral	tetrahedral
text	qoraalka
textbook	buugaag
textile	textile
textural	textural
texture	sawir
tgif	tgif
thank	mahadsanid
thankful	mahadsanid
thankgod	mahad Ilaah
thanking	mahadsanid
thankless	mahadsanid
thanks	mahadsanid
thanksalot	NO TRANSLATION
thanksgiving	mahadsanid
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	qiiq
thatmoment	NO TRANSLATION
thaumaturgy	asaturgy
thaw	thaw
theater	masraxa
theatrical	masraxa
theatrics	heesaha
thebest	ugu fiican
theft	xatooyada
theism	diinta
theistic	aragtida
thelife	nolosha
thelittlethings	NO TRANSLATION
theme	mawduuc
theocracy	xagjirnimada
theocratic	diinta
theologian	fiqi ahaan
theological	fiqi ahaan
theology	fiqiga
theorem	teorem
theoretical	aragti
theory	aragti
therapeutic	daaweyn
therapeutics	daaweynta
therapist	daaweeye
therapy	daaweynta
thereabouts	halkaas
thereof	iyada
therewith	markaa
thermal	kuleylka
thermocouple	kuleylka
thermodynamics	thermodynamics
thermometer	heerkulbeegga
thermos	kuleylka
thermostat	heerkulbeegga
thesaurus	thesaurus
thesis	dood
thick	qaro weyn
thicken	dhumucda
thickening	dulqaadka
thicket	thicket
thickness	dhumucdiis
thief	tuug
thigh	bowdada
thimble	tuugada
thin	khafiif ah
thing	shay
things	waxyaabo
thingy	Waxyeelo
think	ka fikir
thinker	feker
thinking	fikirka
third	saddexaad
thirds	saddexaad
thirst	harraad
thirsty	harraad
thirteen	saddex iyo toban
thirteenth	tobnaad
thirty	soddon
thistle	yamaarug
thither	halkaas
thong	Tong
thorn	qodax
thorny	xoqan
thorough	si fiican
thoroughbred	faafin
thoroughfare	dharbaaxo
thought	fikirka
thoughtful	fikrado badan
thoughtfulness	fikirka
thoughtless	aan macquul ahayn
thoughts	fikradaha
thousand	kun
thrash	garaacid
thread	thread
threat	hanjabaad
threaten	hanjabaad
threatened	hanjabay
threatening	hanjabaad
three	saddex
threefold	Saddex jeer
threesome	saddex jibaar
thresh	buro
threshold	xuddun
thrice	saddex jeer
thrift	taxadar
thrifty	reysasho
thrill	farxad
thrilled	farxaan
thriller	garaacis
thrilling	farxad
thrive	horumar
thriving	kobcaya
throat	cunaha
throb	garaacid
throbbing	qulqulaya
throes	throes
throne	carshi
throng	aad u badan
throttle	goyso
throw	Tuur
throwback	tuurin
thrower	riixa
thrown	tuura
thrush	riix
thrust	riix
thruster	riixa
thud	thud
thug	thug
thumb	suulka
thumbprint	thumbprint
thump	tuura
thumper	thumper
thumping	boodbood
thunder	qorraxda
thunderbolt	qorraxda
thunderclap	thunderclap
thundering	xagasho
thunderstorm	duufaan
thunderstruck	thunderstruck
thwart	joojin
thx	Mahadsanidiin
thyme	Yourme
thyroid	qanjidhka
tiara	tiara
tibia	tibia
tic	iwm
tick	sax
ticked	sax ah
ticker	ticker
ticket	tigidhka
tickle	isku day
tickled	tickled
ticklish	ticklish
tidal	tidal
tidal wave	baaxad tidic ah
tidbit	tidbit
tide	fariin
tidings	Wargeysyada
tidy	nadiif ah
tie	xerada
tier	tier
tiff	tiff
tiger	tuug
tighten	adkee
tightness	adkeysi
tightrope	Tightrope
tights	tights
tilde	tilde
tile	fargeetada
tiling	karinta
till	NO TRANSLATION
tillage	beerashada
tiller	tiller
tilt	tilmaan
tilting	tilting
timber	alwaax
timberland	timberland
timbre	timbre
time	waqtiga
timeless	waayadii
timeliness	mudnaansho
timely	waqtigii loogu talagalay
timeout	Waqti go'an
timepiece	jadwalka
timer	saacad
times	jeer
timetable	jadwalka
timewasters	NO TRANSLATION
timid	niyad jab
timidity	cabsida
timing	wakhtiga
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	midab
tiny	yar
tip	caarada
tipper	qashinka
tipster	waraaqaha
tipsy	caarada
tiptoe	tilmaamaha
tirade	tirade
tire	taayirka
tired	daal
tiredness	daal
tiredofit	NO TRANSLATION
tireless	macaash la'aan
tiresome	dhib badan
tiring	dardargelinta
tissue	unug
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	toban meelood
title	cinwaanka
titled	cinwaankeedu yahay
titty	moodaa
titular	NO TRANSLATION
toad	toad
toast	toast
toaster	toaster
toasty	qamiis
tobacco	tubaakada
toby	toby
tod	meesha kale
today	maanta
toddler	socod baradka
toe	mindi
toenail	dhaaminta
toffee	sheyga
tofu	tofu
toga	NO TRANSLATION
together	wada jir
togetherness	wadajir
toil	musqusha
toilet	musqusha
toils	xayawaan
token	calaamad
tolerable	loo dulqaadan karo
tolerance	dulqaad
tolerant	dulqaad leh
tolerate	dulqaad
toleration	dulqaad
toll	qadar
tomahawk	Tomahawk
tomato	yaanyo
tomatoes	yaanyada
tomb	xabaashii
tombstone	xayawaan
tomcat	Tomcat
tome	Tome
tomorrow	berrito
ton	NO TRANSLATION
tone	codka
toner	toner
tong	NO TRANSLATION
tongs	calaamadaha
tongue	carrabka
tonic	tonic
tonnage	tonnage
tonsils	qanjidhada
toocold	NO TRANSLATION
tool	qalab
toolbox	qalabka wax lagu qoro
tooling	qalabaynta
toomuchtodo	NO TRANSLATION
toot	toot
tooth	ilko
toothache	ilkaha
toothbrush	buraashka ilkaha
toothed	caday
toothless	ilko la'aan
toothpaste	daawada ilkaha
toothpick	cadayga
toots	cagaarka
top	sare
topaz	topaz
topic	mawduuc
topical	miisaan
topless	ururinta
topographic	shaxanka
topographical	dusha sare
topography	farshaxanka
topple	dillaac
topside	dusha sare
tor	shabeel
torch	shucuur
torment	ciqaab
tormented	la silciyey
torn	dillaacday
tornado	duufaan
torpedo	torpedo
torque	tareenka
torrent	torrent
torrid	murugo
torsion	buro
torso	Dharka
tort	jirdil
tortious	jirdil
tortoise	tortoise
tortuous	tortuous
torture	jirdil
tortured	jirdilay
toss	roon
tot	NO TRANSLATION
total	wadarta guud
totality	wadarta guud
totally	gebi ahaanba
tote	tote
totem	totem
touch	taabasho
touchdown	taabasho
touched	taabtay
touching	taabashada
touchy	taabto
tough	adag
toughen	adag tahay
toughness	adag tahay
toupee	riwaayad
tour	safar
tourism	dalxiiska
tourist	dalxiis
tourmaline	turmaline
tournament	tartanka
tourniquet	albaabbada
tout	NO TRANSLATION
tow	jiidis
towel	shukumaan
tower	munaarad
towering	qulqulka
town	magaalada
townhouse	magaalada dhexdeeda
township	magaalada
townspeople	dadka magaalada
toxic	sunta
toxicity	sunta
toxicology	toxicology
toxin	toxin
toy	toy
toymaker	toymaker
trace	raad raac
traceable	la heli karo
tracer	raadiyaha
traces	raadadka
trachea	trachea
tracing	raadinta
track	socodka
tracker	tracker
tract	waddada
tractable	rikoodh
traction	xakamaynta
tractor	cagaf
trade	ganacsiga
trademark	ganacsiga
trader	ganacsade
tradesman	xirfadle
trading	ganacsiga
tradition	dhaqanka
traditional	dhaqameed
traffic	gaadiidka
traffic light	iftiinka taraafikada
trafficking	tahriibinta
tragedies	musiibo
tragedy	musiibo
tragic	naxdin leh
trail	raad
trailer	trailer
train	tareen
train set	tareenka
trained	tababaran
trainee	tababare
trainer	tababaraha
training	tababarka
trait	sifo
traitor	khiyaanayn
traitorous	hufan
trajectory	dareenka
tram	taraam
tramp	Gaadhi
trample	tufaax
trampoline	boodboodka
tramway	tareenka
trance	socodka
tranquil	nabadgelyo
tranquility	xasilooni
tranquilizer	hudheelka
transact	gawaarida
transaction	macaamil ganacsi
transatlantic	transatlantic
transceiver	gudbiyaha
transcend	ka gudbaan
transcendence	transcendence
transcendent	gudbin
transcendental	gooyay
transcribe	qora
transcriber	gaaban
transcript	qoraalka
transcription	qoraalka
transfer	wareejinta
transference	gudbinta
transferred	la wareejiyay
transfixed	wareejinta
transform	isbeddel
transformation	isbadal
transformer	transformer
transfusion	is-rogid
transgression	xadgudubka
transient	ku-meelgaar ah
transistor	transistor
transit	gaadiidka
transition	kala-guurka
transitional	ku-meelgaar ah
