Word	ar
unorthodox	غير تقليدي
unpack	فضا
unpaid	غير مدفوع
unparalleled	لا نظير له
unpleasant	غير سارة
unpleasantness	بغض
unplug	افصل
unplugged	موصول
unpopular	غير شعبي
unprecedented	غير مسبوق
unpredictable	لا يمكن التنبؤ به
unprepared	غير مستعد
unpretentious	بسيط
unproductive	غير منتج
unprofessional	غير محترف
unprofitable	عديم الجدوى
unprotected	غير محمية
unproven	غير مثبتة
unprovoked	غير مبرر
unpublished	غير منشورة
unpunished	دون عقاب
unqualified	غير مؤهل
unquestionable	لا يرقى إليه الشك
unquestionably	بلا جدال
unquestioned	غير مفند
unquote	ختم كلاما مقتبسا بعلامة
unravel	كشف
unreachable	لا يمكن الوصول
unread	غير مقروء
unreal	غير حقيقي
unrealistic	غير واقعية
unreasonable	غير منطقى
unrecorded	غير المسجلة
unregistered	غير مسجلة
unregulated	غير المنظم
unrelated	غير مرتبطه
unrelenting	لا يلين
unreliable	غير جدير بالثقة
unremarkable	اعتقالهم
unrepentant	غير نادم
unrequited	غير متبادل
unresolved	لم تحل
unresponsive	لا تستجيب
unrest	اضطراب
unrestrained	غير مقيد
unrestricted	مطلق
unromantic	غير رومانسي
unruly	جامح
unsafe	غير مأمون
unsanitary	غير صحي
unsatisfactory	غير مرض
unsatisfied	غير مقنع
unsavory	تافه
unscathed	سالم
unscheduled	غير المجدولة
unscientific	غير علمي
unscrew	انفك
unscrupulous	عديم الضمير
unseat	يخلع
unseen	غير مرئي
unselfish	غير أناني
unsettled	غير مستقر
unsightly	بشع
unsolicited	المرغوب فيها
unsolved	دون حل
unsophisticated	ساذج
unsound	غير سليم
unspeakable	لا يوصف
unspecified	غير محدد
unspoken	غير معلن
unstable	غير مستقر
unsteady	غير مستقر
unstoppable	لا يمكن وقفها
unsuccessful	غير ناجح
unsuitable	غير ملائم
unsung	يتغنى
unsupervised	غير خاضعة للرقابة
unsupported	غير معتمد
unsure	غير متأكد
unsurpassed	لا نظير لهما
unsuspecting	المطمئنين
unsustainable	لا يمكن تحملها
unsweetened	غير محلى
unsympathetic	غير متعاطف
untamed	الجامح
untenable	لا يمكن الدفاع عنها
untested	لم تختبر
unthinkable	غير وارد
untidy	غير مرتب
untie	فك
untimely	غير ملائم
untitled	بدون عنوان
untold	لا يعد ولا يحصى
untouchable	لا تلمس
untouched	يمسها
untoward	صعب المراس
untraceable	لا يمكن تعقبها
untrained	غير مدرب
untranslated	غير مترجمة
untroubled	يكدره
untrue	غير صحيح
untrustworthy	غير موثوق به
unturned	غير محول
unused	غير مستعمل
unusual	غير عادي
unusually	على غير العادة
unutterable	لا يوصف
unveil	كشف النقاب
unveiling	إزاحة الستار
unverified	غير مثبت عليه
unwanted	غير مرغوب فيه
unwarranted	لا مبرر له
unwary	غافل
unwashed	غير مغسولة
unwavering	غير متموج
unwed	غير متزوجة
unwelcome	غير مرغوب فيه
unwell	مريض
unwilling	غير راغبة
unwillingly	كرها
unwillingness	عدم رغبة
unwind	فك
unwise	غير حكيم
unwitting	غير مقصود
unwittingly	عن غير قصد
unworthy	غير مستحق
unwrap	بسط
unwritten	سماعي
unyielding	عنيد
unzip	بفك
upbeat	متفائل
upbringing	تربية
upcoming	القادمة
update	تحديث
upgrade	تطوير
upheaval	ثورة
uphill	صعدا
uphold	دعم
upholstery	تنجيد
upkeep	صيانة
upland	المرتفعات
uplands	أنجاد
uplift	رفع
uplifting	النهضة
uplink	الإرسال
upload	تحميل
upper	أعلى
uppercut	لكمة
uppity	مغرور
upright	مستقيم
uprising	الانتفاضة
uproar	صخب
upscale	الراقي
upset	مضطراب
upshot	نتيجة
upstairs	الطابق العلوي
upstanding	منتصب
upstart	مغرور
uptight	عصبي
upward	إلى أعلى
upwards	صاعدا
uranium	اليورانيوم
urban	الحضاري
urchin	قنفذ
urge	حث
urgency	الاستعجال
urgent	العاجلة
urinal	مبولة
urinalysis	تحليل البول
urinate	تبول
urination	تبول
urine	بول
urn	جرة
usable	صالح للإستعمال
usage	استعمال
use	استعمال
used	مستخدم
useful	مفيد
usefully	مفيد
usefulness	فائدة
useless	بدون فائدة
user	المستعمل
usher	مغني
usual	معتاد
usurp	انتزاع
usurped	المغتصبة
usury	الربا
utensil	إناء
uterus	الرحم
utilitarian	المنفعي
utility	خدمة
utilization	استغلال
utilize	استخدام
utmost	قصارى
utopian	المدينة الفاضلة
utter	نفث
utterance	كلام
utterly	تماما
vacancy	شاغر
vacant	شاغر
vacate	يخلى
vacation	عطلة
vaccination	تلقيح
vaccine	لقاح
vacuolar	فجوي
vacuole	فجوة عصارية
vacuous	فارغ
vacuum	مكنسة كهرباء
vagabond	متشرد
vagina	المهبل
vaginal	مهبلي
vagrancy	تشرد
vagrant	المتشرد
vague	مشاكل
vagueness	غموض
vainly	عبثا
valance	ستارة قصيرة
vale	وادي
valedictorian	الطالب المتفوق
valentine	عيد الحب
valet	خادم
valiant	الشجاع
valid	صالح
validate	التحقق من صحة
validation	التحقق من صحة
validity	صلاحية
valium	الفاليوم
valley	الوادي
valor	NO TRANSLATION
valuable	ذو قيمة
valuables	الأشياء الثمينة
valuation	تقييم
value	القيمة
valve	صمام
vamoose	NO TRANSLATION
vamp	تغوي الرجال
vampire	رعب
van	NO TRANSLATION
vandal	مخرب
vandalism	تخريب
vane	ريشة مروحة
vanguard	مقدمة
vanilla	فانيلا
vanish	تلاشى
vanished	اختفت
vanishing	زوال
vanity	الغرور
vanquish	قهر
vanquished	المهزوم
vanquishing	قهر
vantage	أفضلية
vapor	بخار
vara	NO TRANSLATION
variable	متغير
variance	التباين
variation	الاختلاف
variations	الاختلافات
varicella	الحماق
varicose	الدوالي
varied	متنوع
variegated	منوع
variety	تشكيلة
various	مختلف
varmint	سافل
varnish	ورنيش
varsity	اسكواش
vary	تختلف
varying	متفاوتة
vascular	الأوعية الدموية
vase	مزهرية
vasectomy	قطع القناة الدافقة
vassal	تابع
vast	شاسع
vat	برميل
vaudeville	الفودفيل مسرحية هزلية
vault	قبو
vaulted	معقود
vaulting	واثب
veal	لحم العجل
vector	قوه موجهة
veer	انحرف
vega	النسر الواقع
vegan	نباتي
vegetable	الخضروات
vegetarian	نباتي
vegetarianism	النباتية نظرية
vegetation	الحياة النباتية
vegetative	نام
veggie	الخضروات
vehement	عنيف
vehicle	مركبة
veil	حجاب
veiled	متلثم
vein	وريد
veined	معرق
vellum	الورق الرقي
velocity	● السرعة
velour	القطيفة
velvet	مخمل
velvety	مخملي
vena	الوريد
vendetta	ثأر
vending	بيع
vendor	بائع
veneer	القشرة
venerable	مبجل
veneration	تبجيل
venereal	تناسلي
venetian	فينيسي
vengeance	انتقام
vengeful	منتقم
venison	لحم الغزال
venom	سم
venomous	سام
venous	الأوردة
vent	منفس
ventilation	تنفس
ventilator	التنفس الصناعي
venting	التنفيس
ventricle	بطين القلب
ventricular	البطين
ventriloquist	متكلم من بطنه
venture	المغامر
venue	مكان
veracity	الإيذائية
veranda	شرفة
verb	الفعل
verbal	شفهي
verbatim	حرفي
verbiage	حشو كلامي
verbose	مطنب
verbosity	إسهاب
verdant	وارف
verdict	حكم
verge	حافة
verification	التحقق
verified	التحقق
verify	التحقق
verily	الحق
veritable	حقيقي
vermin	الهوام
vermouth	نوع من الخمر
vernacular	عامية
vernal	ربيعي
veronica	فيرونيكا
versatile	متعدد الجوانب والاستعمالات
versatility	براعه
verse	بيت شعر
version	الإصدار
versus	مقابل
vert	كل نبات أخضر
vertebra	فقرة
vertebral	فقاري
vertex	قمة الرأس
vertical	عمودي
vertically	عموديا
vertigo	دوار
verve	حيوية
very negative	سلبي جدا
very positive	إيجابي جدا
veryangry	NO TRANSLATION
vesicle	حويصلة
vesicular	حويصلي
vessel	وعاء
vest	سترة
vested	راسخ
vestibule	دهليز
vestige	بقايا
vet	دكتور بيطري
veteran	مخضرم
veterinarian	طبيب بيطري
veterinary	طبيب بيطري
veto	حق النقض
vexed	مغيظ
viability	بقاء
viable	قابل للحياة
viaduct	جسر
vial	قارورة
vibe	طاقة
vibes	ردود فعل إيجابية
vibrant	نابض بالحياة
vibrate	تذبذب
vibration	اهتزاز
vibrator	هزاز
vibratory	اهتزازي
vicar	كاهن
vicarious	غير مباشر
vice	نائب
viceroy	نائب الملك
vicinity	المناطق المجاورة
vicious	وحشي
victim	ضحية
victimized	ضحية
victor	منتصر
victoria	فيكتوريا
victorious	انتصاري
victory	فوز
video	فيديو
video game	لعبة فيديو
videotape	شريط فيديو
vie	NO TRANSLATION
view	رأي
viewer	مشاهد
viewing	الاطلاع على
viewpoint	وجهة نظر
vigil	يقظة
vigilance	يقظة
vigilant	اليقظة
vigilante	الاقتصاص
vignette	المقالة القصيرة
vigor	قوة
vigorous	قوي
viking	الإسكندينافي
vile	حقير
villa	فيلا
village	قرية
villager	قروي
villain	الوغد
villainous	خسيس
vinaigrette	مثقبة
vindicate	برر
vindicated	بررت
vindication	تبرئة
vindictive	انتقامي
vine	كرمة
vinegar	خل
vineyard	حقل عنب
vintage	عتيق
vinyl	الفينيل
viola	كمان متوسط
violate	انتهاك
violation	عنيف
violence	عنف
violent	عنيف
violently	بعنف
violet	البنفسجي
violin	كمان
violinist	عازف كمان
viper	أفعى سامة
viral	فيروسي
virgin	عذراء
virginal	عذري
virginity	بتولية
virility	فحولة
virology	مبحث الفيروسات
virtual	افتراضية
virtually	عمليا
virtue	استنادا
virtuoso	فنان مبدع
virtuous	فاضل
virulence	خبث
virus	فيروس
visa	تأشيرة
visage	NO TRANSLATION
viscosity	لزوجة
viscous	لزج
vise	NO TRANSLATION
visibility	رؤية
visible	مرئي
visibly	بوضوح
vision	رؤية
visionary	حالم
visit	يزور
visitation	زيارة
visiting	زيارة
visitor	زائر
visor	قناع
vista	مشهد من خلال
visual	بصري
visualize	تصور
vital	حيوي
vitality	حيوية
vitals	الأعضاء الحيوية
vitamin	فيتامين
vitreous	زجاجي
viva	تحيا
vivacious	مرح
vivid	حي
vixen	امرأة مشاكسة
vocabulary	مفردات اللغه
vocal	صوتي
vocalist	المنشد
vocation	مهنة
vodka	فودكا
vogue	موضة
voice	صوت
voiceless	صامت
voicemail	البريد الصوتي
void	باطل
volatile	متطايره
volatility	التقلب
volcanic	بركاني
volcano	بركان
volition	إرادة
volley	طائرة
volleyball	الكرة الطائرة
voltage	الجهد االكهربى
voltmeter	الفولتميتر
volume	الصوت
volumes	أحجام
voluminous	ضخم
voluntarily	طوعا
voluntary	تطوعي
volunteer	تطوع
volunteering	تطوع
volunteers	المتطوعين
voluptuous	حسي
vomit	قيء
vomiting	قيء
voodoo	شعوذة
voracious	شره
vortex	دوامة
vote	تصويت
voter	ناخب
voting	تصويت
votive	نذري
vouch	جزم
voucher	إيصال
vow	نذر
vowel	حرف متحرك
voyage	رحلة
voyager	رحالة
voyeur	بصاصة
vulgar	مبتذل
vulgarity	عامية
vulnerability	عالي التأثر
vulnerable	غير حصين
vulture	نسر
wacko	مخبول
wacky	أحمق
wad	حشوة
waddle	تهادى
wade	تقدم بصعوبة
wafer	رقاقة
waffle	كعكة بالفواكه
wag	هز
wage	الأجور
wager	رهان
wages	أجور
wagon	عربة
wail	عويل
waist	وسط
waistcoat	صدار
waistline	محيط الخصر
wait	انتظر
waiter	نادل
waiting	انتظار
waitinggame	NO TRANSLATION
waitress	جرسونة
waive	تنازل
waiver	تنازل
wake	استيقظ
walk	سير
walker	مشاية
walking	المشي
walkout	إضراب
wall	حائط
wallaby	الولب
wallet	محفظة نقود
wallflower	زهرة الجدار
wallop	لكمة
wallow	تخبط
wallpaper	ورق الجدران
walnut	جوز
walrus	حصان البحر
waltz	رقصة الفالس
wan	NO TRANSLATION
wand	صولجان
wander	تجول
wanderer	التائه
wandering	تجول
wane	تضاؤل
waning	انحسار
wanker	wanker
wannabe	اريد ان اكون
wannasleep	NO TRANSLATION
want	تريد
wanting	يريد
wanton	وحشي
war	حرب
warbler	مطربة
warcrimes	NO TRANSLATION
ward	جناح
warden	المراقب
wardrobe	خزانة الثياب
ware	سلعة
warehouse	مستودع
warfare	حرب
warhead	الرأس الحربي
warlike	مولع بالحرب
warlock	مشعوذ
warlord	أمراء الحرب
warm	دافئ
warming	تسخين
warms	ارتفاع درجة حرارة الارض
warmth	دفء
warn	حذر
warned	حذر
warning	تحذير
warp	اعوجاج
warpath	طريق الحرب
warped	مشوه
warrant	مذكرة
warranted	مضمون
warrants	مذكرات
warranty	ضمان
warren	منطقة مكتظة
warrior	محارب
warship	سفينة حربية
wart	ثؤلول
wartime	زمن الحرب
wary	حذر
wash	غسل
washed	مغسول
washer	غسالة
washing	غسل
washout	فشل
washroom	غرفة الغسيل
wasp	دبور
waste	المخلفات
wastebasket	سلة النفايات
wasted	ضائع
wasteful	مسرف
wasteland	قفر
wasting	تبذير
watch	راقب
watchdog	كلب الحراسة
watcher	مراقب
watchful	مؤرق
watchman	NO TRANSLATION
watchout	احترس
watchtower	برج المراقبة
water	ماء
water polo	كرة الماء
waterbed	مائي
watercourse	مجرى مائي
watered	سقى
waterfall	شلال
waterfront	الواجهة البحرية
watering can	صفيحة للري
watermelon	البطيخ
waterproof	ضد للماء
waterworks	محطات المياه
watery	مائي
wave	موجة
wavelength	الطول الموجي
waver	تردد
wavering	متردد
waves	أمواج
wavy	تموجي
