Word	ky
trim	кырка
trimester	чейрегинен
trimmer	триммер
trimming	кесүүгө
trine	Trine
trinity	портал'дан
trinket	төлөтүлүшү
trio	трио
trip	на
tripartite	үч
tripe	Майкли
triple	үч
triplet	триплет
triplicate	морандумду
tripod	Камаз
tripping	чалынтпоого
trite	маалым
tritium	тритий
triumph	үстөмдүк
triumphant	өлөр
trivia	Майда-чүйдө
trivial	маанисиз
troll	тинтип
trolley	троллейбустар
trombone	тромбон
troop	өз убагында
trooper	амур
troops	аскер
trophy	олжо
tropic	тропикалык
tropical	тропикалык
tropics	тропикаларда
trot	теминип
trouble	кыйынчылык
troubled	тынчы жок
troublemaker	тентек
troubles	кыйынчылыктар
troublesome	оор
trough	съ
troupe	бийи
trousers	шым
trout	форель
trowel	жипке
truce	элдешүү
truck	жүк ташуучу
trucker	Тракэ
truckload	машинадагы
truculent	тумшугунан
true	ЧЫНЫГЫ
truelove	Чыныгы сүйүү
truffle	Truffle
truism	чындык
trump	комузчу
trumpet	түтүк
trumpeter	боразанджымыз
truncate	кыскарат
truncated	кыскартылган
trundle	ярустук
trunk	сандыкча
truss	чур-
trust	ишеним
trustee	опекун аял
trusting	ишенчээк
trustworthy	ишенимдүү
trusty	курчпу
truth	чындык
truthful	ишенимчил
truthfulness	Чынчыл
try	аракет кылуу
tryout	tryout
tryouts	Tryouts
tsunami	Патрон
tub	жыгач челек
tuba	Tuba
tubby	индюка
tube	түтүк
tuberculosis	кургак учук
tubing	түтүгүнөн
tubular	барабан
tubule	баскыч
tuck	мегаполис
tucker	барабаны
tuesday	Шейшемби
tufted	үкүлүү
tug	тездиги
tugboat	сүйрөгүч кеме
tuition	үйрөнүү
tulip	жоогазын
tumble	кулоо
tumbler	NO TRANSLATION
tumbleweed	Аманда
tummy	Ассад
tumor	шишик
tumour	шишик
tumult	ызы-
tumultuous	төкмөлүү
tun	NO TRANSLATION
tuna	тунец
tunable	tunable
tune	күүлөө
tunic	узун көйнөк
tuning	тюнинг
tunnel	туннель
turban	селде
turbidity	аз бозоруп
turbine	турбина
turbo	турбо
turbulence	дуулдоо
turbulent	дуулдаган
turd	turd
turf	газон
turkey	Туркия
turmeric	куркума
turmoil	ызы чуу
turn	бурулуш
turnaround	айлануу
turned	бурулуп
turning	кайрылуу
turnip	чымгыр
turnkey	тойду
turnoff	NO TRANSLATION
turnout	болуп чыкты
turnover	жүгүртүү
turnpike	алынуучу жол
turntable	Turntable
turpentine	мисте
turquoise	бирюза
turret	бөрк
turtle	таш бака
turtleneck	водолазка
tussle	АКШдан кийинки
tutelage	камкордукту
tutor	репетирор аял
tutoring	Салмандан
tutu	чакарон
tux	Tux
tuxedo	Туксидо
tv	ТЕЛЕКАНАЛЫ
twain	экөө
twat	twat
twats	twats
tweak	чымчылоо
tweed	Пуэрто
tweet	Бир
tweezers	пинцет
twelfth	он экинчи
twelve	он эки
twentieth	жыйырманчы
twenty	жыйырма
twerp	twerp
twig	бутак
twilight	иңир
twill	ченине
twin	эгиз
twine	лескага
twinge	кайра жаман
twinkle	жайнап
twins	эгиз
twirl	twirl
twist	катуу чыйратуу
twisted	чыйратылган
twister	Twister
twit	Twit
twitch	булкунуу
twitching	серпилип
twitchy	паника байкалууда
two	эки
two step	эки кадам
twofaced	NO TRANSLATION
twofold	эки
twosome	жуп
tycoon	магнат
tyke	tyke
type	түрү
typewriter	жазуучу машинка
typhoid	келте
typhoon	куырдак
typical	типтүү
typically	адатта
typist	көчүрмөчү аял
typo	Нашли
typography	Оюп
tyrannical	катаал
tyranny	зулумдугу
tyrant	заалым
tyre	дөңгөлөктүн алкагы
ubiquitous	ооруткан
ubiquity	жайылып баратышы
ugliness	жаман
ugly	кейпсиз
uhoh	NO TRANSLATION
ukulele	аккорды
ulcer	жара
ulterior	өч алуу
ultimate	эң алыскы
ultimately	акыры
ultimatum	талабы
ultimo	NO TRANSLATION
ultrasound	УЗИ
ultraviolet	кырмызы
umbilical	киндик
umbra	колунун
umbrella	кол чатыр
umpire	арачы
umpteen	umpteen
unabashed	сүрдөбөстөн
unabated	тыйылган жок
unable	албай
unacceptable	кабыл алынгыс
unaccompanied	коштоосуз
unaccountable	Начар
unaccounted	дайынсыз жоголду
unacknowledged	КИК
unadulterated	сүткө
unaffected	эч нерсе
unafraid	жалтанбай
unaided	күчүбүзгө
unaltered	өзгөрбөгөн
unambiguous	бирдей
unanimity	добуштуу
unanimous	бир добуштан
unanimously	бир добуштан
unannounced	алдын ала
unanswered	Жоопсуздарды
unanticipated	Күтүүсүз
unappreciated	калып
unapproved	көрсөтүлбөгөн
unarmed	куралсыз
unassisted	өз алдынча
unassuming	байкаган
unattached	тааныбай
unattainable	кол жеткистей
unattended	кароосуз
unattractive	жагымсыз
unauthorized	укугу жок
unavailable	жеткиликтүү эмес
unavoidable	шексиз
unaware	билишпейт
unbalanced	туура эмес
unbearable	чыдагыс
unbeatable	жеңилгис
unbeaten	ойноп
unbecoming	момунга
unbelief	ишенбөө
unbelievable	укмуштуу
unbiased	калыс
unborn	төрөлө элек
unbound	чектелбеген
unbounded	чексиз
unbreakable	бузулгус
unbridled	ооздукталбаган
unbroken	жаракаты
unbutton	киймдерди
uncalled	тентектиги
uncanny	сыйкырдуу
uncaring	кайрымсыз
uncensured	NO TRANSLATION
uncertain	так белгилүү эмес
uncertainty	белгисиздик
unchallenged	күчтүү
unchangeable	өзгөрбөс
unchanged	өзгөртүүсүз
uncharted	өнүгөөрүн
uncherished	NO TRANSLATION
uncivilized	абдан маданиятсыз
unclaimed	талап кылынбаган
uncle	аке
unclean	таза эмес
unclear	түшүнүксүз
uncomfortable	ыңгайсыз
uncommon	кадыресе эмес
uncommonly	адамгерчилик
uncomplicated	нуска
uncompromising	аткарууга
unconcerned	кайдыгерлик
unconditional	эрктүү
unconfirmed	такталбаган
unconnected	кошулган
unconscionable	аргасыз
unconscious	сезимсиз
unconsciousness	эсин жоготуу
unconstitutional	эмес
unconstrained	шартсыз
uncontested	нукта
uncontrollable	ээ бербеген
uncontrolled	көзөмөлсүз
unconventional	салттуу эмес
unconvinced	азаюуда
unconvincing	ынанымсыз
uncooked	Балык
uncooperative	Отордогулар
uncorrelated	uncorrelated
uncouth	кысыла
uncover	этин ачпа,
uncritical	сын
uncut	бүтүн
undead	өлбөс
undecided	жооп бере
undefeated	этпес
undefined	белгисиз
undeniable	талашсыз
underage	жашы жете элек
underbelly	кадала тиктеди
undercover	жашыруун
undercurrent	алдыңкы агым
underdog	аутсайдер
underestimate	жеткире баа бербөө
undergo	дуушар
undergraduate	студенттер
underground	жер астында
underhanded	жашыруун
underlay	субкатмарды
underlie	негизинде
underline	алдын сызып коюу
underlying	негизги
undermine	миналоо
undermined	кетирди
underneath	алдында
underpaid	аз айлык
underpants	ич кийим
underprivileged	абалы
underrated	дебей
underscore	баса
undersea	Undersea
undersecretary	министрдин орун басары
undersized	жапыз
understaffed	адамдар жетишпегендигине
understand	түшүнүү
understandable	түшүнүктүү
understanding	эстүү
understatement	кыскартуу
understood	түшүнүктүү
understudy	изилдөөдө
undertake	кабыл алуу
undertaker	Undertaker
undertaking	милдеттенме
undertow	Undertow
underwear	ич кийим
underwood	Underwood
underworld	өлгөндөр жаткан
underwrite	жабууда
underwriter	Андеррайтер
undeserved	ырайым
undesirable	каалабаган
undesired	керексиз
undetectable	табылбаган
undetected	белгисиз
undetermined	жактын
undeveloped	өнүккөн
undignified	кадыр-
undirected	Бирок башкарылбаган
undisclosed	жабык
undiscovered	изилденбеген
undisputed	талашсыз
undisturbed	тынч
undivided	бөлүнбөгөн
undo	жокко чыгаруу
undoing	кыйрашы
undoubted	шексиздигинен
undress	чечинүү
undressed	маалымат тилкеси
undue	ашыкча
undying	айныгыс
unearned	алар татыбаган
unearth	толтуруу
uneasiness	Сойер
uneasy	тынчыз
uneducated	билимсиз
unemployed	жумушсуз
unemployment	жумушсуздук
unencumbered	берчүдөй
unending	чексиз
unequal	бирдей эмес
unequalled	көп сандагы
unequivocal	маанилүү
unequivocally	бир беткей
unethical	этикага
uneven	түз эмес
uneventful	күтүлбөгөн
unexpected	күтүлбөгөн
unexpectedly	күтүүсүздөн
unexplainable	түшүнгүс
unexplained	түшүнүксүз
unexplored	изилденбеген
unfailing	толугу менен
unfair	адилеттүү
unfairness	акыйкатсыздык
unfaithful	ишенимсиз
unfamiliar	белгисиз
unfavorable	жагымсыз
unfeeling	таш боордук менен
unfettered	аруу
unfinished	бүтпөгөн
unfit	жараксыз
unflinching	тайбай,
unfold	жайуу
unfollow	токтотулсун
unforeseen	күтүлбөгөн
unforgettable	унутулгус
unforgivable	кечирирлгис
unforgiving	Кечиримдүү
unfortunate	бактысыз
unfortunately	тилекке каршы
