Word	ur
unanimity	اتفاق
unanimous	متفق
unanimously	اتفاق سے
unannounced	ناجائز
unanswered	جواب نہیں
unanticipated	غیر متوقع
unappreciated	ناقابل شکست
unapproved	غیر منظور شدہ
unarmed	بغداد
unassisted	بے شک
unassuming	بے چینی
unattached	unattached
unattainable	ناقابل یقین
unattended	نظرانداز
unattractive	ناجائز
unauthorized	غیر مجاز
unavailable	دستیاب نہیں ہے
unavoidable	ناگزیر
unaware	بے خبر
unbalanced	ناقابل یقین
unbearable	ناقابل اعتماد
unbeatable	ناقابل اعتماد
unbeaten	بے شک
unbecoming	بیکار کرنا
unbelief	بے شک
unbelievable	ناقابل یقین
unbiased	غیر جانبدار
unborn	ناجائز
unbound	بے حد
unbounded	بے حد
unbreakable	ناجائز
unbridled	اڑایا
unbroken	ناگوار
unbutton	اقوام متحدہ
uncalled	غیر واضح
uncanny	غیر جانبدار
uncaring	ناگوار
uncensured	NO TRANSLATION
uncertain	غیر یقینی
uncertainty	غیر یقینی
unchallenged	غیر چیلنج
unchangeable	ناقابل قبول
unchanged	غیر تبدیل شدہ
uncharted	بے ترتیب
uncherished	NO TRANSLATION
uncivilized	ناقابل یقین
unclaimed	غیر اعلان شدہ
uncle	چاچا
unclean	ناپاک
unclear	واضح نہیں
uncomfortable	ناقابل یقین
uncommon	غیر معمولی
uncommonly	غیر معمولی
uncomplicated	غیر معمولی
uncompromising	مطمئن نہیں
unconcerned	ناممکن
unconditional	غیر مشروط
unconfirmed	ناممکن
unconnected	غیر منقطع
unconscionable	غیر جانبدار
unconscious	بے ہوش
unconsciousness	بے چینی
unconstitutional	غیر قانونی
unconstrained	بے نقاب
uncontested	غیر منسلک
uncontrollable	بے شمار
uncontrolled	نام نہاد
unconventional	غیر روایتی
unconvinced	غیر متفق
unconvincing	بے ترتیب
uncooked	نکالا
uncooperative	غیر مشترکہ
uncorrelated	غیر واضح
uncouth	غیرت
uncover	بے نقاب
uncritical	غیر جانبدار
uncut	غیر جانبدار
undead	undead
undecided	ناگزیر
undefeated	غیر معمولی
undefined	غیر معمولی
undeniable	ناقابل یقین
underage	کم عمر
underbelly	بے حد
undercover	مخاطب
undercurrent	کم سے کم
underdog	کمتر
underestimate	کم از کم
undergo	گزرنا
undergraduate	انڈرگریجویٹ
underground	زمین کے اندر
underhanded	نام نہاد
underlay	نیچے
underlie	تعارف
underline	ان لائن
underlying	بنیادی
undermine	کمزور
undermined	کمزور
underneath	نیچے
underpaid	زیر التواء
underpants	زیریں
underprivileged	کم سے کم
underrated	زیر آب
underscore	underscore
undersea	undersea
undersecretary	سیکرٹری کے ما تحت
undersized	undersized
understaffed	سمجھا
understand	سمجھو
understandable	سمجھنے والا
understanding	تفہیم
understatement	سمجھنا
understood	سمجھا
understudy	سمجھو
undertake	شروع کرو
undertaker	ابتدائی
undertaking	آغاز
undertow	شروع
underwear	انڈرویر
underwood	underwood
underworld	اندراج
underwrite	اندراج
underwriter	نامکمل
undeserved	غیر محفوظ
undesirable	ناگزیر
undesired	undesired
undetectable	undetectable
undetected	ناپسندیدہ
undetermined	ناممکن
undeveloped	غیر متوقع
undignified	نامکمل
undirected	غیر محفوظ شدہ
undisclosed	نامعلوم
undiscovered	ناپسندیدہ
undisputed	ناپسندی
undisturbed	undisturbed
undivided	غیر متوقع
undo	واپس لاو
undoing	واپس کرنا
undoubted	بے حد
undress	کپڑے اتارنا
undressed	کپڑے اتار دیا
undue	غیر معمولی
undying	undying
unearned	ناگوار
unearth	ایک بار
uneasiness	بے چینی
uneasy	بے چینی
uneducated	ناپسندیدہ
unemployed	بے روزگار
unemployment	بے روزگار
unencumbered	بیکار
unending	انحصار
unequal	غیر مساوی
unequalled	ناجائز
unequivocal	غیر منصفانہ
unequivocally	غیر یقینی طور پر
unethical	غیر اخلاقی
uneven	غیر معمولی
uneventful	غیر ضروری
unexpected	غیر متوقع
unexpectedly	غیر متوقع طور پر
unexplainable	غیر معمولی
unexplained	غیر معمولی
unexplored	بے نقاب
unfailing	غیر منصفانہ
unfair	غیر منصفانہ
unfairness	غیر منصفانہ
unfaithful	بے نظیر
unfamiliar	ناجائز
unfavorable	ناجائز
unfeeling	ناجائز
unfettered	ناپسندیدہ
unfinished	ناممکن
unfit	ناجائز
unflinching	ناگوار
unfold	آشکار
unfollow	ناپسندیدہ
unforeseen	غیر ضروری
unforgettable	ناقابل فراموش
unforgivable	ناقابل یقین
unforgiving	معافی نہیں
unfortunate	بدقسمتی سے
unfortunately	بدقسمتی سے
unfounded	بے حد
unfreeze	مطمئن
unfriendly	غیر دوستی
unfulfilled	ناقابل یقین
unfurnished	ناقابل یقین
unglued	unglued
ungodly	ناقابل یقین
ungrateful	ناجائز
unguarded	غریب
unhand	NO TRANSLATION
unhappiness	دکھ
unhappy	ناخوش
unharmed	غیر جانبدار
unhealthy	بے نظیر
unheard	بے شک
unhelpful	ناقابل یقین
unhindered	غیر جانبدار
unholy	ناجائز
unhook	ناخوش
unicorn	ایک تنگاوالا
unidentified	نامعلوم
unification	یونیفارم
unified	متحد
uniform	یونیفارم
uniformed	یونیفارم
uniformity	یونیفارم
uniformly	یونیفارم
unimaginable	ناقابل اعتماد
unimpeachable	ناقابل اعتماد
unimpeached	unimpeached
unimportant	غیر ضروری
unimpressed	بے چینی
unimproved	ناممکن
uninfected	نام نہاد
uninformed	غیر موثر
uninhabited	غیر جانبدار
uninitiated	uninitiated
uninspired	uninspired
unintelligible	ناقابل یقین
unintended	ناقابل یقین
unintentional	غیر معمولی
unintentionally	غیر جانبدار
uninterested	غیر متوقع
uninteresting	uninteresting
uninterrupted	بے حد
uninvited	ناممکن
union	یونین
unique	منفرد
unisex	unisex
unison	اتحاد
unit	یونٹ
unitary	یونیفارم
unite	متحد
united	متحد
unity	اتحاد
universal	عالمگیر
universality	عالمی سطح پر
universe	کائنات
university	جامع درس گاہ
unjust	ظالم
unjustifiable	ناقابل قبول
unjustified	ناحق
unkind	بدقسمتی
unknowable	غیر جانبدار
unknown	نامعلوم
unlawful	غیر قانونی
unleash	اٹھانے
unlicensed	غیر جانبدار
unlike	برعکس
unlikely	امکان نہیں
unlimited	لامحدود
unlisted	غیر فہرست شدہ
unload	اپ لوڈ کریں
unloaded	اپ لوڈ کیا
unlock	انلاک
unlucky	ناپسندی
unmanageable	ناقابل یقین
unmanned	غیر جانبدار
unmarked	نشان لگا دیا گیا
unmarried	غیر شادی شدہ
unmask	غیر منحصر
unmatched	بے مثال
unmistakable	غیر منقولہ
unmitigated	غیر منحصر ہے
unmoved	unmoved
unnamed	نامعلوم
unnatural	غیرتمندگی
unnecessary	غیر ضروری
unneeded	غیر ضروری
unnoticed	ناپسندیدہ
unnumbered	ناخبر
unobserved	unobserved
unobstructed	ناجائز
unobtrusive	ناقابل یقین
unoccupied	ناقابل یقین
unofficial	غیر سرکاری
unopened	نہ کھولے ہوئے
unopposed	نام نہاد
unordered	بے ترتیب
unorganised	غیر منظم
unorganized	غیر منظم
unorthodox	غیر مستحکم
unpack	unpack
unpaid	غیر قانونی
unparalleled	غیر معمولی
unpleasant	ناپسندی
unpleasantness	ناپسندی
unplug	انلاگ
unplugged	ناگوار
unpopular	ناپسندی
unprecedented	بے مثال
unpredictable	غیر متوقع
unprepared	تیار نہیں
unpretentious	ناقابل یقین
unproductive	غیر فعال
unprofessional	غیر منافع بخش
unprofitable	غیر منافع بخش
unprotected	غیر متوقع
unproven	غیر حاضر
unprovoked	ناپسندیدہ
unpublished	غیر شائع شدہ
unpunished	ناجائز
unqualified	غیر قانونی
unquestionable	ناقابل قبول
unquestionably	بے شک
unquestioned	ناممکن
unquote	unquote
unravel	ناگوار
unreachable	ناقابل یقین
unread	ناخبر
unreal	غیر حقیقی
unrealistic	غیر حقیقی
unreasonable	غیر معقول
unrecorded	ناقابل یقین
unregistered	غیر رجسٹرڈ
unregulated	غیر منظم
unrelated	غیر متعلقہ
unrelenting	بے حد
unreliable	ناقابل یقین
unremarkable	غیر معقول
unrepentant	ناجائز
unrequited	ناقابل یقین
unresolved	غیر حل شدہ
unresponsive	غیر ذمہ دار
unrest	بدبختی
unrestrained	ناگوار
unrestricted	غیر محدود
unromantic	unromantic
unruly	ناقابل یقین
unsafe	غیر محفوظ
unsanitary	غیر معمولی
unsatisfactory	ناگزیر
unsatisfied	ناپسندیدہ
unsavory	ناجائز
unscathed	بے ترتیب
unscheduled	ناپسندیدہ
unscientific	غیر جانبدار
unscrew	چھٹکارا
unscrupulous	بے چینی
unseat	غیب
unseen	غیب
unselfish	بے غرض
unsettled	بے شمار
unsightly	ناراضگی سے
unsolicited	غیر متوقع
unsolved	ناگزیر
unsophisticated	غیر پیچیدہ
unsound	بے حد
unspeakable	غیر معقول
unspecified	غیر واضح
unspoken	غیر واضح
unstable	غیر مستحکم
unsteady	غیر مستحکم
unstoppable	ناقابل اعتماد
unsuccessful	ناکام
unsuitable	ناممکن
unsung	ناگزیر
unsupervised	ناپسندیدہ
unsupported	غیر تعاون شدہ
unsure	یقین نہیں
unsurpassed	ناپسندیدہ
unsuspecting	ناپسندیدہ
unsustainable	ناممکن
unsweetened	ناگزیر
unsympathetic	ناپاک
untamed	ناممکن
untenable	غیر قابل
untested	untested
unthinkable	ناقابل یقین
untidy	بے حد
untie	untie
untimely	غیر یقینی
untitled	ناممکن
untold	بے ترتیب
untouchable	ناقابل یقین
untouched	ناخبر
untoward	ناخوش
untraceable	untraceable
untrained	ناپسندیدہ
untranslated	untranslated
untroubled	ناگوار
untrue	غلط
untrustworthy	ناقابل اعتماد
unturned	ناجائز
unused	غیر استعمال شدہ
unusual	غیر معمولی
unusually	غیر معمولی طور پر
unutterable	ناقابل اعتماد
unveil	بے نقاب
unveiling	انفراسٹرکچر
unverified	غیر تصدیق شدہ
unwanted	ناپسندیدہ
unwarranted	ناجائز
unwary	ناجائز
unwashed	ناپسندی
unwavering	ناجائز
unwed	ناقابل یقین
unwelcome	ناپسندیدہ
unwell	غریب
unwilling	ناگزیر
unwillingly	ناپسندیدہ
unwillingness	ناپسندی
unwind	ناپسندی
unwise	ناواقف
unwitting	ناپسندی
unwittingly	ناگزیر طور پر
unworthy	ناگزیر
unwrap	ناپاک
unwritten	غیر جانبدار
unyielding	غیر جانبدار
unzip	انبیاء
upbeat	پریشان
upbringing	پرورش کرنا
upcoming	آئندہ
update	اپ ڈیٹ
upgrade	اپ گریڈ
upheaval	پریشان
uphill	اوپر
uphold	برقرار رکھو
upholstery	غیر جانبدار
upkeep	پریشان
upland	اپیل
uplands	اپیل
uplift	اٹلانٹ
uplifting	اٹھاؤ
uplink	اپن لنکس
upload	اپ لوڈ کریں
upper	اوپری
uppercut	اونٹ کٹ
uppity	پریشان
upright	سیدھا
uprising	بغاوت
uproar	اپروار
upscale	اوپر
upset	پریشان
upshot	اپ گریڈ
upstairs	اوپر
upstanding	بقایا
upstart	اپ ڈیٹ
uptight	اونچائی
upward	اضافہ
upwards	اوپر
uranium	یورینیم
urban	شہری
urchin	urchin
urge	درخواست کرو
urgency	فوری طور پر
urgent	فوری
urinal	پیشاب
urinalysis	urinalysis
urinate	پیشاب کریں
urination	پیشاب
urine	پیشاب
urn	urn
usable	استعمال کے قابل
usage	استعمال
use	استعمال کریں
used	استعمال کیا جاتا ہے
useful	مفید
usefully	آسانی سے
usefulness	افادیت
useless	بیکار
user	صارف
usher	عشر
usual	معمول
usurp	استعمال اطلاع دیں
usurped	غصہ
usury	استعمال کرنا
utensil	برتن
uterus	بچہ دانی
utilitarian	مفید
utility	افادیت
utilization	استعمال
utilize	استعمال
utmost	انتہائی
utopian	یوٹپین
utter	بولا
utterance	بیان
utterly	بالکل
vacancy	خالی جگہ
vacant	خالی
vacate	خالی
vacation	چھٹی
vaccination	ویکسین
vaccine	ویکسین
vacuolar	vacuolar
vacuole	vacuole
vacuous	خالی
vacuum	خلا
vagabond	واگابنڈ
vagina	اندام نہانی
vaginal	اندام نہانی
vagrancy	ویرانسی
vagrant	اجنبی
vague	مبہم
vagueness	عدم اطمینان
vainly	بے شک
valance	ویلنس
vale	ویلی
valedictorian	ویلڈیکٹیکورین
valentine	ویلنٹائن
valet	والیٹ
valiant	وارث
valid	درست
validate	درست
validation	توثیق
validity	درست
valium	ولیم
valley	وادی
valor	NO TRANSLATION
valuable	قیمتی
valuables	قیمتی چیزیں
valuation	تشخیص
value	قدر
valve	والو
vamoose	NO TRANSLATION
vamp	ویمپ
vampire	ویمپائر
van	NO TRANSLATION
vandal	وینڈل
vandalism	وینڈلزم
vane	بیل
vanguard	موہرا
vanilla	ونیلا
vanish	غائب
vanished	ختم ہوگیا
vanishing	غائب
vanity	باطل
vanquish	خراب ہے
vanquished	خراب ہوگیا
vanquishing	وابستہ
vantage	وینچر
vapor	وانپر
vara	NO TRANSLATION
variable	متغیر
variance	متغیر
variation	مختلف حالت
variations	مختلف حالتوں
varicella	varicella
varicose	varicose
varied	مختلف
variegated	ناراض
variety	مختلف قسم کے
various	مختلف
varmint	عمودی
varnish	وارنش
varsity	وسعت
vary	مختلف
varying	مختلف
vascular	vascular
vase	گلابی
vasectomy	وٹیکیٹومی
vassal	ویسل
vast	وسیع
vat	ویٹ
vaudeville	واودیویل
vault	والٹ
vaulted	غلطی
vaulting	گھبراہٹ
veal	سیل
vector	ویکٹر
veer	ویز
vega	ویگا
vegan	ویگن
vegetable	سبزی
vegetarian	سبزیوں
vegetarianism	سبزیاتمک
vegetation	پودوں
vegetative	سبزیوں
veggie	ویجی
vehement	گھبراہٹ
vehicle	گاڑی
veil	پردہ
veiled	پردہ
vein	رگ
veined	ویسے
vellum	ویلم
velocity	رفتار
velour	velor
velvet	مخمل
velvety	مخلص
vena	ویانا
vendetta	انتقام
vending	وینڈنگ
vendor	وینڈر
veneer	وینی
venerable	سنجیدہ
veneration	تجاویز
venereal	venereal
venetian	ویتنامی
vengeance	انتقام
vengeful	انتقام
venison	ونسن
venom	زہریلا
venomous	زہریلا
venous	venous
vent	وینٹ
ventilation	وینٹیلیشن
ventilator	وینٹیلیٹر
venting	وینچرنگ
ventricle	وینٹیکل
ventricular	وینٹکولر
ventriloquist	وینٹیلیولوجی
venture	وینچر
venue	مقام
veracity	سچائی
veranda	برینڈا
verb	فعل
verbal	زبانی
verbatim	NO TRANSLATION
verbiage	زبانی
verbose	verbose
verbosity	فعلیت
verdant	غلطی
verdict	فیصلے
verge	دہانے
verification	تصدیق
verified	تصدیق
verify	تصدیق کریں
verily	یقینا
veritable	درست
vermin	ورمین
vermouth	ورموتھ
vernacular	ورنہ
vernal	والدہ
veronica	ویرونیکا
versatile	بہمھی
versatility	استحکام
verse	آیت
version	ورژن
versus	بمقابلہ
vert	عمودی
vertebra	اسٹیبرا
vertebral	مستحکم
vertex	عمودی
vertical	عمودی
vertically	عمودی طور پر
vertigo	عمودی
verve	verve
very negative	بہت منفی
very positive	بہت مثبت
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	ویسولر
vessel	برتن
vest	بنیان
vested	مقرر کردہ
vestibule	بنیان
vestige	بنیان
vet	ڈاکٹر
veteran	تجربہ کار
veterinarian	ویٹرنینگر
veterinary	ویٹرنری
veto	ویٹو
vexed	خطرناک
viability	استحکام
viable	قابل عمل
viaduct	ویزا
vial	شیشے
vibe	vibe
vibes	vibes
vibrant	متحرک
vibrate	کمپن
vibration	کمپن
vibrator	vibrator
vibratory	vibratory
vicar	ویکر
vicarious	وکیپیڈیا
vice	نائب
viceroy	وائسور
vicinity	کے ارد گرد
vicious	شیطانی
victim	مظلوم
victimized	مظلوم
victor	فاتح
victoria	وکٹوریہ
victorious	فتح
victory	فتح
video	ویڈیو
video game	ویڈیو گیم
videotape	ویڈیو ٹیپ
vie	NO TRANSLATION
view	ملاحظہ کریں
viewer	ناظرین
viewing	دیکھنے
viewpoint	نقطہ نظر
vigil	نگرانی
vigilance	نگرانی
vigilant	محافظ
vigilante	جادوگر
vignette	ویجٹ
vigor	طاقت
vigorous	بھرپور
viking	ویکنگ
vile	جھنڈا
villa	ولا
village	گاؤں
villager	کلیوال
villain	ھلنایک
villainous	ھلنایک
vinaigrette	vinaigrette
vindicate	بدمعاش
vindicated	معزول
vindication	بدمعاش
vindictive	بدمعاش
vine	انگور
vinegar	سرکہ
vineyard	انگور کا باغ
vintage	ونٹیج
vinyl	vinyl
viola	وارسا
violate	کی خلاف ورزی
violation	خلاف ورزی
violence	تشدد
violent	پرتشدد
violently	خلاف ورزی
violet	وایلیٹ
violin	وایلن
violinist	وارینسٹسٹ
viper	وائپر
viral	وائرل
virgin	ورجن
virginal	کنواری
virginity	کنواری
virility	ویرتا
virology	حیاتیات
virtual	مجازی
virtually	بنیادی طور پر
virtue	فضیلت
virtuoso	فلاؤوسو
virtuous	سچا
virulence	بیماری
virus	وائرس
visa	ویزا
visage	NO TRANSLATION
viscosity	viscosity
viscous	viscous
vise	NO TRANSLATION
visibility	نمائش
visible	نظر آتا ہے
visibly	واضح طور پر
vision	اولین مقصد
visionary	بصیرت
visit	ملاحظہ کریں
visitation	دورہ
visiting	ملاحظہ کریں
visitor	وزیٹر
visor	ویزا
vista	ویٹا
visual	بصری
visualize	تصور کریں
vital	اہم
vitality	وحدت
vitals	وٹیلز
vitamin	وٹامن
vitreous	وائٹ
viva	زبانی
vivacious	ویوچار
vivid	وشد
