Word	mt
shyness	shyness
shyster	shyster
sib	NO TRANSLATION
sibling	aħwa
sic	sic
sick	morda
sickbay	sickbay
sicken	sicken
sickening	sickening
sickle	sickle
sickly	morda
sickness	mard
side	ġenb
sidearm	sidearm
sidebar	sidebar
sideboard	sideboard
sideburns	barbuni tal-ġnub
sidecar	sidecar
sidekick	Sidekick
sideline	tqassim sekondarju
sideshow	sideshow
sidestep	sidestep
sidewalk	bankina
sideways	lejn il-ġenb
sidewinder	ħitan tal-ġenb
siege	assedju
siesta	siesta
sieve	għarbiel
sift	ffiltrati
sifting	tgħarbil
sigh	daqqa
sight	vista
sighting	avvistament
sightseeing	sightseeing
sigma	sigma
sign	sinjal
signal	sinjal
signature	firma
significance	sinifikat
significant	sinifikanti
signification	sinifikat
signify	ifisser
signpost	tabella
silence	silenzju
silencer	silencer
silent	siekta
silently	skiet
silhouette	siluwett
silicon	silikon
silicone	silikon
silk	ħarir
silken	silken
silky	ħarir
sill	soll
silliness	silliness
silly	iblah
silo	silo
silt	silt
silver	fidda
silverware	fidda
silvery	fidda
similar	simili
similarity	xebh
simile	NO TRANSLATION
simmer	simmer
simmering	simmering
simple	sempliċi
simples	NO TRANSLATION
simpleton	simpleton
simplicity	sempliċità
simplify	tissimplifika
simplistic	simplistiku
simply	sempliċement
simulate	simulate
simulated	simulat
simulating	simulazzjoni
simulation	simulazzjoni
simulator	simulatur
simultaneous	simultanja
simultaneously	simultanjament
sin	NO TRANSLATION
sincere	sinċieri
sincerity	sinċerità
sinful	sinful
sing	nijet
singer	kantanta
singing	kant
single	waħda
singly	waħdu
singular	singular
singularity	singularità
singularly	b'mod singolu
sinister	sinister
sink	sink
sinker	sinker
sinking	għarqa
sinner	sinner
sinning	sinning
sinus	sinus
sip	sip
siphon	sifun
sipping	jixorbu
sir	sir
sire	sire
siren	sirena
sirloin	sirloin
sissy	sissy
sister	oħt
sisterhood	sisterhood
sit	toqgħod
sitcom	sitcom
site	sit
sith	sith
sitter	sitter
sitting	seduta
situate	qiegħed
situated	jinsab
situation	is-sitwazzjoni
six	sitta
sixpence	sixpence
sixteen	sittax
sixth	sitta
sixty	sittin
sizable	daqs medju
size	daqs
sizzle	sizzle
ska	NO TRANSLATION
skate	skate
skateboard	skateboard
skater	skater
skating	skating
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	skeletriċi
skeleton	iskeletru
skeptic	xettiku
skeptical	xettiċi
skepticism	xettiċiżmu
sketch	skeċċ
sketching	skeċċjar
sketchy	sketchy
skewed	maqlugħ
skewer	pinzell
ski	ski
skid	skid
skier	skier
skiff	skiff
skiing	skiing
skijump	NO TRANSLATION
skill	ħila
skilled	sengħa
skillet	skillet
skillful	skillful
skim	skim
skimpy	skimpy
skin	ġilda
skinny	skinny
skip	Aqbeż
skipper	kaptan
skirmish	skirmish
skirt	dublett
skirting	skirting
skirts	dbielet
skit	skit
skittish	skittish
skull	kranju
skunk	skunk
sky	sema
skylight	skylight
skyline	orizzont
skyscraper	skajskrejper
slab	Blata
slack	slack
slag	gagazza
slam	slam
slammer	slammer
slander	malafama
slanderous	malafama
slang	slang
slant	slant
slap	slap
slash	slash
slashes	slashes
slate	lavanja
slates	lavanji
slaughter	qatla
slaughterhouse	biċċerija
slaughtering	qatla
slave	slave
slavery	skjavitù
slay	slay
slayer	slayer
sleaze	sleaze
sleazy	ħelu
sled	NO TRANSLATION
sledding	sledding
sledge	sledge
sledgehammer	sledgehammer
sleek	sleek
sleep	irqad
sleeper	rqad
sleeping	irqad
sleepless	sleepless
sleeplessness	nuqqas ta 'rqad
sleepover	sleepover
sleepy	bi ngħas
sleepyhead	sleepyhead
sleet	sleet
sleeve	kmiem
sleeveless	mingħajr kmiem
sleigh	sleigh
sleight	sleight
slender	irqaq
sleuth	sleuth
slice	porzjon
slick	roqgħa
slicker	tleqq
slide	slide
slider	slider
sliding	jiżżerżqu
slight	żgħira
slight anticipation	antiċipazzjoni żgħira
slight disgust	disgust ħafif
slight surprise	sorpriża ħafifa
slight trust	fiduċja żgħira
slightly	ftit
slightly negative	ftit negattiv
slightly positive	ftit pożittiv
slim	SLIM
slime	ħama
slimy	irqaq
sling	braga
slingshot	slingshot
slink	slink
slinky	slinky
slip	slip
slipper	slipper
slippers	papoċċi
slippery	tiżloq
slit	qasma
sliver	sliver
slob	slob
slobber	slobber
slogan	slogan
sloop	sloop
slop	NO TRANSLATION
slope	inklinazzjoni
sloppy	traskurat
slot	slot
sloth	sloth
slouch	slouch
slough	slough
slow	bil-mod
slowly	bil-mod
slowness	dewmien
sludge	ħama
slug	slug
slugger	slugger
sluggish	kajman
sluice	sluice
slum	slum
slumber	slumber
slump	slump
slur	brim
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	daqsxejn
smack	smack
small	żgħar
smaller	iżgħar
smallest	l-iżgħar
smallpox	ġidri
smart	intelliġenti
smartass	smartass
smarten	smarten
smarty	smarty
smash	smash
smashed	smashed
smattering	smattering
smear	smear
smell	riħa
smelling	jinxtammu
smelly	smelly
smelt	smelt
smidgen	smidgen
smile	tbissima
smiled	tbissem
smiles	smiles
smiley	smiley
smiling	jitbissem
smirk	smirk
smite	smite
smith	Smith
smithereens	smithereens
smitten	smitten
smock	smock
smog	smog
smoke	duħħan
smoker	tpejjep
smokey	smokey
smoking	tipjip
smoky	smoky
smoldering	smoldering
smooch	smooch
smooth	bla xkiel
smoothie	smoothie
smoothly	bla xkiel
smoothness	bla intoppi
smother	smother
smudge	smudge
smug	smug
smuggle	kuntrabandu
smuggler	kontrabandu
smuggling	kuntrabandu
smut	smut
snack	snack
snacks	snacks
snafu	snafu
snag	jitħabblu
snags	snags
snail	bebbuxu
snake	serp
snakes	sriep
snakeskin	snakeskin
snap	snap
snapper	snapper
snappy	snappy
snapshot	stampa
snare	snare
snarl	snarl
snarling	snarling
snatch	snatch
snatcher	snatcher
snazzy	snazzy
sneak	Sneak
sneaker	sneaker
sneakers	sneakers
sneaking	sneaking
sneaky	sneaky
sneer	sneer
sneeze	tagħtas
sneezing	għatis
snicker	snicker
snide	snide
sniff	sniff
snip	snip
snipe	Bekkaċċ
sniper	sniper
snippet	snippet
snippy	snippy
snitch	snitch
snob	snob
snoop	snoop
snoopy	snoopy
snooty	snooty
snooze	snooze
snore	snore
snorkel	snorkel
snort	snort
snot	snot
snotty	snotty
snout	imnieħer
snow	borra
snowball	valanga
snowboard	silġ tas-silġ
snowboarder	snowboarder
snowday	snowday
snowfall	silġ
snowflake	snowflake
snowing	snowing
snowmageddon	snowmageddon
snowman	snowman
snowplow	snowplow
snowstorm	silġ tal-borra
snowy	Snowy
snub	snub
snubbed	snubbed
snuff	tabakk
snug	snug
snuggle	snuggle
snuggled	snuggled
snuggles	snuggles
snuggling	snuggling
soak	soak
soaked	mxarrba
soaking	tixrib
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sapun
soapbox	soapbox
soapy	sapun
soar	togħla
soaring	dejjem jogħlew
sob	NO TRANSLATION
sober	sober
soblessed	NO TRANSLATION
sobriety	sobriety
soc	soc
soccer	futbol
sociable	soċjabbli
social	soċjali
socialanxiety	NO TRANSLATION
socialism	soċjaliżmu
socialist	soċjalista
socialite	socialite
socialize	socialize
society	is-soċjetà
sociology	soċjoloġija
sociopath	sociopath
sock	suletta
socket	sokit
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodju
sofa	sufan
soft	artab
softball	softball
soften	irattab
softener	irattab
softening	trattib
softly	ippronunzjata
softness	irtubija
software	softwer
soggy	soggy
sohappy	Ferħan ħafna
soil	ħamrija
soiled	maħmuġin
soiree	soiree
sojourn	soġġorn
solace	solace
solar	solari
solarium	Solarium
solder	istann
soldering	issaldjar
soldier	suldat
sole	lingwata
solemn	solenni
solicit	jitolbu
solicitation	solleċitazzjoni
solicitor	avukat
solid	solidu
solidarity	solidarjetà
solidification	solidifikazzjoni
solidified	solidifikat
solidify	solidifikazzjoni
solidity	solidità
solitaire	Solitaire
solitary	solitarju
solitude	solitudni
solo	waħdu
solubility	solubilità
soluble	solubbli
solucky	solucky
solution	soluzzjoni
solve	issolvi
solvency	solvenza
solvent	solvent
somad	NO TRANSLATION
somatic	somatiċi
somber	somber
some anticipation	xi antiċipazzjoni
some disgust	xi disgust
some surprise	xi sorpriża
some trust	xi fiduċja
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	pjuttost negattiv
somewhat positive	xi ftit pożittiv
somuchtodo	NO TRANSLATION
son	iben
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	kanzunetta
songwriter	songwriter
sonic	sonika
sonice	NO TRANSLATION
sonnet	Sonnet
sonorous	sonorous
soot	nugrufun
soothe	soothe
soothing	serħan il-moħħ
sophisticated	sofistikat
sophistication	sofistikazzjoni
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	sorcerer
sorcery	ħrejjef
sordid	sordid
sore	fil-griżmejn
soready	soready
sorely	sorely
soreness	uġigħ
sorghum	sorgu
sorority	sorority
sorrow	niket
sorrowful	sorrowful
sorry	sorry
sort	tip
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	għażla
sos	NO TRANSLATION
soscared	soscared
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	xi ħlew
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ruħ
soulful	b'qalb
soulless	bla qalbek
soulmate	soulmate
sound	ħoss
sounding	ħoss
soundness	sodezza
soundproof	soundproof
soundtrack	soundtrack
soup	soppa
sour	qarsa
source	sors
sourpuss	sourpuss
south	nofsinhar
southbound	Nofsinhar
southeast	Lbiċ
southern	nofsinhar
southpaw	southpaw
southwest	Lbiċ
souvenir	tifkira
sovereign	sovran
sovereignty	sovranità
soviet	sovjetika
sow	ħanżira
soy	sojja
soy sauce	soy sauce
soybean	sojja
spa	spa
space	spazju
spacecraft	vettura spazjali
spaceman	spaceman
spaceship	spazju
spacing	spazjar
spacious	spazjużi
spade	spade
spaghetti	spagetti
spam	spam
spammers	spammers
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	spare
spareribs	spareribs
sparingly	kemxejn
spark	spark
sparkle	sparkle
sparkling	frizzanti
sparkly	sparkly
sparring	sparring
sparrow	sparrow
sparse	skarsa
spasm	spażmu
spastic	spastiċi
spat	spat
spatial	spazjali
spatter	spatter
spatula	spatula
spawn	tbid
spaz	Spaz
speak	jitkellmu
speakeasy	speakeasy
speaker	kelliem
speakerphone	speakerphone
speaking	jitkellem
spear	lanza
spec	spec
special	speċjali
specialist	speċjalista
speciality	speċjalità
specialize	NO TRANSLATION
specially	apposta
specialty	speċjalità
specie	NO TRANSLATION
species	speċi
specific	speċifiku
specification	speċifikazzjoni
specify	speċifika
specimen	kampjun
speck	speck
speckled	imtaqqba
specs	specs
spectacle	spettaklu
spectacles	nuċċalijiet
spectacular	spettakolari
spectator	spettatur
specter	biża '
spectral	spettrali
spectrometer	ispettrometru
spectrophotometer	spettrofotometru
spectroscopy	spettroskopija
spectrum	spettru
speculate	spekula
speculation	spekulazzjoni
speculative	spekulattiv
speculum	spekulum
speech	diskors
speechless	mingħajr diskussjoni
speed	veloċità
speedboat	speedboat
speedily	malajr
speeding	eċċess ta 'veloċità
speedometer	ispeedometer
speedway	speedway
speedy	malajr
spell	jespliċitaw
spellbound	spellbound
spelling	ortografija
spencer	spencer
spend	jonfqu
spender	spender
spending	infiq
spent	jintefqu
sperm	isperma
spew	spew
sphere	isfera
spherical	sferiku
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	ħwawar
spicy	pikkanti
spider	spider
spiders	Brimb
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	tixrid
spillin	NO TRANSLATION
spin	spin
spinach	spinaċi
spinal	spinali
spindle	magħżel
spine	sinsla
spineless	mingħajr spinyeless
spinner	spinner
spinning	għażil
spinster	spinster
spiny	spiny
spiral	spirali
spire	spire
spirit	spirtu
spirited	spirtu
spirits	spirti
spiritual	spiritwali
spirituality	l-ispiritwalità
spit	spit
spite	minkejja
spiteful	minkejja
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	milsa
splendid	splendid
splendor	splendor
splice	splice
spline	Spline
splint	splint
splinter	splinter
split	maqsuma
splitting	qsim
splurge	splurge
spoil	spoil
spoiler	spoiler
spoiling	tħassir
spoils	gamgmu
spoke	tkellem
spoken	mitkellma
spokesman	kelliem
spokesperson	kelliem
sponge	sponża
spongy	sponża
sponsor	sponsor
sponsorship	sponsorizzazzjoni
spontaneity	spontanjetà
spontaneous	spontanju
spoof	spoof
spook	spook
spooky	tal-biża
spool	spool
spoon	kuċċarina
spoonful	kuċċarina
sporadic	sporadiku
spore	spore
sport	l-isport
sporting	sportivi
sports	sportivi
sports car	karozza tal-isport
sportsman	isportiv
sportsmanship	sportività
sportswriter	sportswriter
sporty	sportivi
spot	post
spotless	spotless
spotlight	attenzjoni
spotted	spotted
spotter	spotter
spotty	spotty
spousal	miżżewġin
spouse	konjuġi
spout	spout
sprain	sprain
sprawl	tixrid
spray	sprej
spread	tixrid
spreader	spreader
spree	spree
spring	rebbiegħa
springtime	rebbiegħa
sprinkle	sprinkle
sprinkler	bexxiexa
sprinkling	tbexxix
sprint	Sprint
sprite	sprite
sprout	sprout
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	foloz
spurred	stimulati
spurt	spurt
spy	spy
squabble	squabble
squad	Skwadra
squadron	squadron
squall	squall
squamous	squamous
squander	titlef
square	kwadra
squash	squash
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	għafas
squeezing	tagħsir
squelch	squelch
squid	klamari
squint	squint
squire	squire
squirm	squirm
squirrel	iskojjattlu
squirt	squirt
squish	squish
squishy	squishy
stab	stab
stabbed	stabbed
stability	stabbiltà
stabilize	jistabbilizza ruħu
stabilizer	stabilizzatur
stable	stabbli
staccato	staccato
stack	munzell
stadium	istadium
staff	persunal
stag	stag
stage	istadju
stagecoach	stagecoach
stagehand	stagehand
stagger	stagger
staggering	xokkanti
stagnant	staġnat
stagnation	staġnar
staid	staid
stain	tebgħa
stained	imtebba
stainless	stainless
stair	turġien
staircase	taraġ
stairs	taraġ
stairway	taraġ
stairwell	tromba tat-taraġ
stake	sehem
stakeout	stakeout
stale	friska
stalemate	stalemate
stalk	zokk
stalker	stalker
stall	stall
stallion	stallion
stalls	posti
stalwart	stalwart
stamina	stamina
stamp	bolla
stampede	timbru
stance	pożizzjoni
stand	stand
standard	standard
standardize	standardizza
standardized	standardizzat
standby	standby
standing	wieqfa
standoff	standoff
standpoint	punt ta 'viżjoni
standstill	waqfien
standup	qum bilwieqfa
stanza	stanza
staph	staph
staple	staple
stapler	stejpler
star	stilla
star fruit	star fruit
starboard	stanbord
starch	lamtu
stardom	stardom
stardust	stardust
stare	stare
starfish	starfish
stargazing	Stargazing
staring	tluq
stark	stark
starlet	starlet
starlight	starlight
starling	sturnell
starry	starry
stars	stilel
starship	stilla
start	tibda
starter	starter
startle	startle
startled	startled
startling	startling
starvation	ġuħ
starve	starve
starved	maqbuda
starving	ġuħ ħażin
stash	stash
stat	stat
state	Stat
stately	stately
statement	stqarrija
stateroom	stateroom
stateside	stateside
statesman	statesman
static	statiku
staticky	NO TRANSLATION
statics	statiċi
station	istazzjon
stationary	stazzjonarju
stationery	kartolerija
statistic	statistika
statistical	statistika
statistician	statistiku
stator	stator
statuary	statwarja
statue	istatwa
statuette	statwetta
stature	istatura
status	l-istatus
statute	statut
statutory	statutorji
staunch	qalbu
stave	stave
stay	waqfa
stayaway	NO TRANSLATION
stayed	qagħad
stays	soġġorni
stead	minflok
steadfast	sod
steady	stabbli
steak	steak
steakhouse	steakhouse
steal	steal
stealing	serq
stealth	stealth
stealthily	sigriet
stealthy	sigriet
steam	fwar
steamboat	steamboat
steamer	steamer
steaming	fwar
steamroller	steamroller
steamship	steamship
steamy	steamy
steel	azzar
steep	wieqaf
steeple	steeple
steer	steer
steering	tmexxija
stellar	stellari
stem	zokk
stench	stench
stencil	stensil
stenographer	stenographer
step	pass
stepdaughter	stepdaughter
stepfather	stepfather
stepmother	stepmother
steppe	steppe
steps	passi
stepson	stepson
stereo	stereo
stereoscopic	sterjoskopiku
stereotype	sterjotip
stereotyped	sterjotipat
sterile	sterili
sterility	sterilità
sterilize	sterilizza
sterling	sterlina
stern	poppa
sternum	l-isternu
steroid	sterojdi
stethoscope	stethoscope
stew	stew
steward	steward
stewardess	stewardess
stewardship	amministrazzjoni
stfu	stfu
stick	stick
sticker	stiker
sticking	teħel
stickler	stickler
stickup	stikka
sticky	twaħħal
stiff	iebes
stiffen	stiffen
stiffness	ebusija
stifle	toqrob
stifled	sfurzat
stifling	toqgħod
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	twelid
stillborn	imwielda mejta
stillness	nuqqas ta 'saħħa
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	stimulant
stimulate	jistimula
stimulating	stimulanti
stimulation	stimulazzjoni
stimulus	stimulu
sting	sting
stinger	stinger
stinging	stinging
stingy	stingy
stink	stink
stinker	stinker
stinking	stinking
stinky	stinky
stint	stint
stipend	stipendju
stipulate	jistipulaw
stipulation	stipulation
stir	ħawwad
stirring	tħawwad
stitch	stitch
stitching	ħjata
stock	stokk
stockade	stockade
stockbroker	stockbroker
stockholder	stockholder
stocking	ħażna
stockings	kalzetti
stockpile	ħażna
stockroom	kamra tal-ħażna
stocks	ħażniet
stoic	stoic
stole	seraq
stolen	misruqa
stomach	stonku
stomachache	stomachache
stomp	stomp
stomped	stomped
stone	ġebla
stoned	stoned
stonewall	stonewall
stoneware	stoneware
stony	ġeblija
stooge	stooge
stool	ippurgar
stools	ippurgar
stoop	stoop
stoopid	stoopid
stop	waqfa
stopover	waqfien
stoppage	waqfien
stopper	tapp
stopping	waqfien
stopwatch	istopwatch
storage	ħażna
store	maħżen
storefront	Storefront
storehouse	maħżen
storeroom	maħżen
storing	ħażna
storm	maltempata
storming	tempesta
stormy	maltemp
story	storja
storybook	storybook
storyteller	l-istejjer
storytelling	stejjer
stound	stound
stout	stout
stove	stufi
stow	stow
stowaway	stowaway
straddle	straddle
straight	dritta
straighten	straighten
straightforward	sempliċi
straightway	minnufih
strain	razza
strained	tensjoni
strait	strett
straitjacket	stretjacket
straits	stretti
strand	linja
stranded	stranded
strange	strambi
stranger	barrani
strangle	strangle
strangulation	strangolazzjoni
strap	ċinga
strapless	strapless
strapping	strapping
strata	strata
strategic	strateġiku
strategist	strategist
strategy	strateġija
stratification	stratifikazzjoni
stratosphere	stratosfera
stratum	stratum
stratus	stratus
straw	tiben
strawberry	frawli
stray	jinqerdu
streak	Streak
streaked	streaked
stream	nixxiegħa
streamer	streamer
streaming	streaming
streamline	tissimplifika
street	triq
streetcar	streetcar
streetlight	fanal tad-dawl
strength	saħħa
strengthen	isaħħu
strengthening	tisħiħ
strenuous	sturdament
strep	strep
stress	stress
stressed	enfasizzat
stresses	jenfasizza
stressfree	NO TRANSLATION
stressful	stressanti
stressin	NO TRANSLATION
stressing	filwaqt li tenfasizza
stressrelief	NO TRANSLATION
stretch	stretch
stretcher	streċer
stricken	milquta
strict	stretti
stride	L-isturdament
strife	konflitti
strike	strajk
strikeout	strikeout
striker	attakkant
striking	impressjonanti
strikingly	impressjonanti
string	spag
strings	kordi
stringy	strinġenti
strip	strixxa
stripe	strixxa
striped	strixxat
stripped	imqaxxar
stripper	stripper
striptease	striptease
strive	tistinka
strobe	strobe
stroke	stroke
stroll	stroll
stroller	stroller
strolling	strolling
strong	qawwija
stronghold	stronghold
strongly	bil-qawwa
structural	strutturali
structure	struttura
strudel	strudel
struggle	ġlieda
strut	strut
stub	stub
stubbed	stubbed
stubble	stubble
stubborn	rasu iebsa
stubbornness	stubbornness
stubby	stubby
