Word	pt
translator	tradutor
translocation	translocação
translucent	translúcido
transmission	transmissão
transmit	transmite
transmitter	transmissor
transmutation	transmutação
transom	popa
transparency	transparência
transparent	transparente
transplant	transplante
transplantation	transplantação
transponder	transponder
transport	transporte
transportation	transporte
transporter	transportador
transpose	transpor
transposition	transposição
transsexual	transexual
transverse	transversal
transvestite	travesti
trap	armadilha
trapdoor	alçapão
trapeze	trapézio
trapped	preso
trapper	caçador
trapping	trapping
trappings	armadilhas
traps	armadilhas
trash	Lixo
trashy	inútil
trauma	trauma
traumatic	traumático
travail	NO TRANSLATION
travel	viagem
traveler	viajante
traveling	viajando
traverse	atravessar
travesty	farsa
trawl	arrasto
trawler	traineira
tray	bandeja
treacherous	traiçoeiro
treachery	traição
tread	piso
treadmill	esteira
treason	traição
treasure	Tesouro
treasured	estimado
treasurer	tesoureiro
treasures	tesouros
treasury	tesouraria
treat	tratar
treatable	tratável
treatise	tratado
treatment	tratamento
treaty	tratado
treble	agudos
tree	árvore
trees	arvores
trek	caminhada
trellis	treliça
tremble	tremer
trembling	tremendo
tremendous	tremendo
tremendously	Tremendo
tremor	tremor
trench	trincheira
trend	tendência
trending	tendendo
trendy	na moda
trepidation	trepidação
trespass	transgressão
triad	tríade
triage	triagem
trial	tentativas
triangle	triângulo
triangular	triangular
triangulate	triangular
triathlon	triatlo
tribal	tribal
tribe	tribo
tribulation	tribulação
tribunal	tribunal
tribune	tribuna
tributary	afluente
tribute	tributo
trick	truque
trickery	trapaça
trickle	gotejar
trickster	trapaceiro
tricky	complicado
tricycle	triciclo
trident	tridente
trifle	bagatela
trifling	insignificante
trig	gatilho
trigger	desencadear
trigonometry	trigonometria
trillion	trilhão
trilogy	trilogia
trim	aparar
trimester	trimestre
trimmer	aparador
trimming	aparar
trine	trígono
trinity	trindade
trinket	bugiganga
trio	trio
trip	viagem
tripartite	tripartido
tripe	tripas
triple	triplo
triplet	trigêmeo
triplicate	triplicado
tripod	tripé
tripping	tropeçar
trite	banal
tritium	trítio
triumph	triunfo
triumphant	triunfante
trivia	trivialidades
trivial	trivial
troll	troll
trolley	carrinho
trombone	trombone
troop	tropa
trooper	Soldado
troops	tropas
trophy	troféu
tropic	trópico
tropical	tropical
tropics	trópicos
trot	trote
trouble	problema
troubled	incomodado
troublemaker	encrenqueiro
troubles	problemas
troublesome	problemático
trough	cocho
troupe	trupe
trousers	calças
trout	truta
trowel	espátula
truce	trégua
truck	caminhão
trucker	caminhoneiro
truckload	caminhão
truculent	truculento
true	VERDADE
truelove	o amor verdadeiro
truffle	Brigadeiro
truism	obvio
trump	trunfo
trumpet	trombeta
trumpeter	trompetista
truncate	truncar
truncated	truncado
trundle	trundle
trunk	tronco
truss	treliça
trust	Confiar em
trustee	administrador
trusting	confiando
trustworthy	confiável
trusty	fiel
truth	verdade
truthful	verdadeiro
truthfulness	veracidade
try	experimentar
tryout	Tente
tryouts	testes
tsunami	tsunami
tub	banheira
tuba	tuba
tubby	tubby
tube	tubo
tuberculosis	tuberculose
tubing	tubulação
tubular	tubular
tubule	túbulo
tuck	dobra
tucker	tucker
tuesday	terça
tufted	tufado
tug	puxão
tugboat	rebocador
tuition	aula particular
tulip	tulipa
tumble	cair
tumbler	NO TRANSLATION
tumbleweed	amaranto
tummy	barriga
tumor	tumor
tumour	tumor
tumult	tumulto
tumultuous	tumultuado
tun	NO TRANSLATION
tuna	atum
tunable	sintonizável
tune	afinação
tunic	túnica
tuning	afinação
tunnel	túnel
turban	turbante
turbidity	turvação
turbine	turbina
turbo	turbo
turbulence	turbulência
turbulent	turbulento
turd	cocô
turf	relva
turkey	Peru
turmeric	açafrão
turmoil	turbulência
turn	virar
turnaround	inversão de marcha
turned	virou
turning	girando
turnip	nabo
turnkey	chave na mão
turnoff	NO TRANSLATION
turnout	vire para fora
turnover	rotatividade
turnpike	turnpike
turntable	toca discos
turpentine	terebintina
turquoise	turquesa
turret	torre
turtle	tartaruga
turtleneck	gola alta
tussle	desordem
tutelage	tutela
tutor	tutor
tutoring	aulas particulares
tutu	tutu
tux	tux
tuxedo	smoking
tv	televisão
twain	dois
twat	vulva
twats	twats
tweak	puxão
tweed	tweed
tweet	tweet
tweezers	pinças
twelfth	décimo segundo
twelve	doze
twentieth	vigésimo
twenty	vinte
twerp	imbecil
twig	galho
twilight	crepúsculo
twill	sarja
twin	gêmeo
twine	guita
twinge	pontada
twinkle	cintilação
twins	gêmeos
twirl	giro
twist	torção
twisted	torcido
twister	twister
twit	twit
twitch	contração muscular
twitching	contraindo
twitchy	inquieto
two	dois
two step	dois passos
twofaced	NO TRANSLATION
twofold	duplo
twosome	dois
tycoon	magnata
tyke	tyke
type	tipo
typewriter	máquina de escrever
typhoid	tifóide
typhoon	tufão
typical	típica
typically	tipicamente
typist	datilógrafo
typo	erro de digitação
typography	tipografia
tyrannical	tirânico
tyranny	tirania
tyrant	tirano
tyre	pneu
ubiquitous	onipresente
ubiquity	onipresença
ugliness	feiúra
ugly	feio
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	úlcera
ulterior	ulterior
ultimate	final
ultimately	enfim
ultimatum	ultimato
ultimo	NO TRANSLATION
ultrasound	ultra-som
ultraviolet	ultravioleta
umbilical	umbilical
umbra	umbra
umbrella	guarda-chuva
umpire	árbitro
umpteen	muitos
unabashed	ousado
unabated	inabalável
unable	incapaz
unacceptable	inaceitável
unaccompanied	desacompanhado
unaccountable	inexplicável
unaccounted	não contabilizado
unacknowledged	não reconhecido
unadulterated	não adulterado
unaffected	não afetado
unafraid	destemido
unaided	sem ajuda
unaltered	inalterado
unambiguous	inequívoca
unanimity	unanimidade
unanimous	unânime
unanimously	por unanimidade
unannounced	sem aviso prévio
unanswered	sem resposta
unanticipated	imprevisto
unappreciated	não apreciado
unapproved	desaprovado
unarmed	desarmado
unassisted	desassistido
unassuming	modesto
unattached	solto
unattainable	inatingível
unattended	desacompanhado
unattractive	pouco atraente
unauthorized	não autorizado
unavailable	indisponível
unavoidable	inevitável
unaware	inconsciente
unbalanced	desequilibrado
unbearable	insuportável
unbeatable	imbatível
unbeaten	invicto
unbecoming	impróprio
unbelief	incredulidade
unbelievable	inacreditável
unbiased	imparcial
unborn	por nascer
unbound	desvinculado
unbounded	sem limites
unbreakable	inquebrável
unbridled	descontrolado
unbroken	inteiro
unbutton	desabotoar
uncalled	não chamado
uncanny	estranho
uncaring	indiferente
uncensured	NO TRANSLATION
uncertain	incerto
uncertainty	incerteza
unchallenged	incontestado
unchangeable	imutável
unchanged	inalterado
uncharted	desconhecido
uncherished	NO TRANSLATION
uncivilized	incivilizado
unclaimed	não reclamado
uncle	tio
unclean	imundo
unclear	pouco claro
uncomfortable	desconfortável
uncommon	incomum
uncommonly	incomum
uncomplicated	descomplicado
uncompromising	intransigente
unconcerned	despreocupado
unconditional	incondicional
unconfirmed	não confirmado
unconnected	desconectado
unconscionable	inconcebível
unconscious	inconsciente
unconsciousness	inconsciência
unconstitutional	inconstitucional
unconstrained	sem restrições
uncontested	incontestado
uncontrollable	incontrolável
uncontrolled	descontrolado
unconventional	não convencional
unconvinced	não convencido
unconvincing	não convincente
uncooked	não cozida
uncooperative	não cooperativo
uncorrelated	não correlacionadas
uncouth	grosseiro
uncover	descobrir
uncritical	acrítico
uncut	sem cortes
undead	Morto-vivo
undecided	indeciso
undefeated	invicto
undefined	Indefinido
undeniable	inegável
underage	menores de idade
underbelly	ponto baixo
undercover	disfarçado
undercurrent	subcorrente
underdog	azarão
underestimate	subestimar
undergo	sofrer
undergraduate	estudante universitário
underground	subterrâneo
underhanded	desonesto
underlay	forro
underlie	underlie
underline	sublinhado
underlying	subjacente
undermine	minar
undermined	minado
underneath	por baixo
underpaid	mal pago
underpants	cuecas
underprivileged	desprivilegiado
underrated	subestimado
underscore	sublinhado
undersea	submarino
undersecretary	subsecretário
undersized	subdimensionado
understaffed	falta de pessoal
understand	Compreendo
understandable	compreensível
understanding	compreensão
understatement	eufemismo
understood	Entendido
understudy	suplente
undertake	empreender
undertaker	Agente funerário
undertaking	empresa
undertow	ressaca
underwear	roupa íntima
underwood	underwood
underworld	submundo
underwrite	subscrever
underwriter	segurador
undeserved	imerecido
undesirable	indesejável
undesired	indesejado
undetectable	indetectável
undetected	não detectado
undetermined	indeterminado
undeveloped	pouco desenvolvido
undignified	indigno
undirected	sem direção
undisclosed	não revelado
undiscovered	não descoberto
undisputed	indiscutível
undisturbed	não perturbado
undivided	indiviso
undo	desfazer
undoing	desfazer
undoubted	sem dúvida
undress	despir
undressed	despido
undue	indevido
undying	imortal
unearned	não ganho
unearth	desenterrar
uneasiness	inquietação
uneasy	inquieto
uneducated	sem educação
unemployed	desempregado
unemployment	desemprego
unencumbered	desonerado
unending	interminável
unequal	desigual
unequalled	inigualável
unequivocal	inequívoco
unequivocally	inequivocamente
unethical	Antiético
uneven	desigual
uneventful	sem complicações
unexpected	inesperado
unexpectedly	inesperadamente
unexplainable	inexplicável
unexplained	inexplicável
unexplored	inexplorado
unfailing	infalível
unfair	Injusto
unfairness	injustiça
unfaithful	infiel
unfamiliar	não familiar
unfavorable	desfavorável
unfeeling	insensível
unfettered	sem restrições
unfinished	inacabado
unfit	inapto
unflinching	inflexível
unfold	desdobrar
unfollow	deixar de seguir
unforeseen	imprevisto
unforgettable	inesquecível
unforgivable	imperdoável
unforgiving	implacável
unfortunate	infeliz
unfortunately	infelizmente
unfounded	sem fundamento
unfreeze	descongelar
unfriendly	hostil
unfulfilled	insatisfeito
unfurnished	sem mobília
unglued	descolado
ungodly	ímpio
ungrateful	ingrato
unguarded	desprotegido
unhand	NO TRANSLATION
unhappiness	infelicidade
unhappy	infeliz
unharmed	ileso
unhealthy	pouco saudável
unheard	inédito
unhelpful	inútil
unhindered	desimpedido
unholy	profano
unhook	desenganchar
unicorn	unicórnio
unidentified	não identificado
unification	unificação
unified	unificado
uniform	uniforme
uniformed	uniformizado
uniformity	uniformidade
uniformly	uniformemente
unimaginable	inimaginável
unimpeachable	imperceptível
unimpeached	unimpeached
unimportant	sem importância
unimpressed	Não impressionado
unimproved	não melhorado
uninfected	não infectado
uninformed	desinformado
uninhabited	desabitada
uninitiated	não iniciado
uninspired	sem inspiração
unintelligible	ininteligível
unintended	não intencional
unintentional	não intencional
unintentionally	involuntariamente
uninterested	desinteressado
uninteresting	desinteressante
uninterrupted	ininterrupto
uninvited	sem ser convidado
union	União
unique	único
unisex	unissex
unison	uníssono
unit	unidade
unitary	unitário
unite	unir
united	Unidos
unity	unidade
universal	universal
universality	universalidade
universe	universo
university	universidade
unjust	injusto
unjustifiable	injustificável
unjustified	injustificado
unkind	indelicado
unknowable	incognoscível
unknown	desconhecido
unlawful	ilegal
unleash	desencadear
unlicensed	sem licença
unlike	ao contrário
unlikely	improvável
unlimited	ilimitado
unlisted	não-listado
unload	descarregar
unloaded	descarregado
unlock	desbloquear
unlucky	azarado
unmanageable	ingovernável
unmanned	não tripulado
unmarked	não marcado
unmarried	solteira
unmask	desmascarar
unmatched	incomparável
unmistakable	inconfundível
unmitigated	não mitigado
unmoved	impassível
unnamed	sem nome
unnatural	antinatural
unnecessary	desnecessário
unneeded	desnecessário
unnoticed	despercebido
unnumbered	não numerado
unobserved	não observado
unobstructed	desobstruída
unobtrusive	discreto
unoccupied	desocupado
unofficial	não oficial
unopened	Fechado
unopposed	sem oposição
unordered	não ordenado
unorganised	desorganizado
unorganized	desorganizado
unorthodox	pouco ortodoxo
unpack	desempacotar
unpaid	não remunerado
unparalleled	inigualável
unpleasant	desagradável
unpleasantness	desagradável
unplug	desligue
unplugged	desconectado
unpopular	impopular
unprecedented	sem precedente
unpredictable	imprevisível
unprepared	despreparado
unpretentious	despretensioso
unproductive	improdutivo
unprofessional	não profissional
unprofitable	não rentável
unprotected	desprotegido
unproven	não comprovado
unprovoked	não provocado
unpublished	não publicado
unpunished	impune
unqualified	não qualificado
unquestionable	inquestionável
unquestionably	inquestionavelmente
unquestioned	inquestionável
unquote	unquote
unravel	desvendar
unreachable	inacessível
unread	Não lida
unreal	irreal
unrealistic	irrealista
unreasonable	irracional
unrecorded	não registrado
unregistered	não registrado
unregulated	não regulamentado
unrelated	não relacionado
unrelenting	implacável
unreliable	não confiável
unremarkable	não digna de nota
unrepentant	impenitente
unrequited	não correspondido
unresolved	não resolvido
unresponsive	sem resposta
unrest	agitação
unrestrained	desenfreado
unrestricted	irrestrito
unromantic	não romântica
unruly	indisciplinado
unsafe	inseguro
unsanitary	insalubre
unsatisfactory	insatisfatório
unsatisfied	insatisfeito
unsavory	desagradável
unscathed	incólume
unscheduled	não programado
unscientific	não científico
unscrew	desaparafusar
unscrupulous	sem escrúpulos
unseat	destituir
unseen	despercebidas
unselfish	altruísta
unsettled	instável
unsightly	desagradável
unsolicited	não solicitado
unsolved	não resolvido
unsophisticated	sem sofisticação
unsound	insalubre
unspeakable	indizível
unspecified	não especificado
unspoken	não dito
unstable	instável
unsteady	instável
unstoppable	imparável
unsuccessful	mal sucedido
unsuitable	impróprio
unsung	não cantado
unsupervised	sem supervisão
unsupported	sem suporte
unsure	inseguro
unsurpassed	insuperável
unsuspecting	desavisado
unsustainable	insustentável
unsweetened	sem açúcar
unsympathetic	antipático
untamed	indomável
untenable	insustentável
untested	não testado
unthinkable	impensável
untidy	desarrumado
untie	desatar
untimely	intempestivo
untitled	sem título
untold	não contado
untouchable	intocável
untouched	intocado
untoward	desagradável
untraceable	não rastreável
untrained	não treinado
untranslated	não traduzido
untroubled	despreocupado
untrue	falso
untrustworthy	não confiável
unturned	não virado
unused	sem uso
unusual	incomum
unusually	incomumente
unutterable	indizível
unveil	desvelar
unveiling	desvendar
unverified	não verificado
unwanted	indesejado
unwarranted	injustificado
unwary	incauto
unwashed	não lavado
unwavering	inabalável
unwed	unwed
unwelcome	indesejável
unwell	indisposto
unwilling	sem vontade
unwillingly	sem querer
unwillingness	falta de vontade
unwind	desenrolar
unwise	imprudente
unwitting	sem querer
unwittingly	involuntariamente
unworthy	indigno
unwrap	desembrulhar
unwritten	não escrito
unyielding	inflexível
unzip	descompactar
upbeat	otimista
upbringing	Educação
upcoming	próximos
update	atualizar
upgrade	atualizar
upheaval	revolta
uphill	subida
uphold	defender
upholstery	estofamento
upkeep	manutenção
upland	planalto
uplands	planaltos
uplift	elevar
uplifting	inspirador
uplink	uplink
upload	Envio
upper	superior
uppercut	uppercut
uppity	uppity
upright	na vertical
uprising	insurreição
uproar	alvoroço
upscale	de luxo
upset	chateado
upshot	resultado
upstairs	andar de cima
upstanding	íntegro
upstart	arrivista
uptight	tenso
upward	para cima
upwards	para cima
uranium	urânio
urban	urbano
urchin	ouriço
urge	impulso
urgency	urgência
urgent	urgente
urinal	mictório
urinalysis	urinálise
urinate	urinar
urination	micção
urine	urina
urn	urna
usable	utilizável
usage	uso
use	usar
used	usava
useful	útil
usefully	de forma útil
usefulness	utilidade
useless	sem utilidade
user	do utilizador
usher	arrumador
usual	habitual
usurp	usurpar
usurped	usurpado
