Word	no
standoff	standoff
standpoint	ståsted
standstill	stillstand
standup	stå opp
stanza	strofe
staph	staph
staple	stift
stapler	stiftemaskin
star	stjerne
star fruit	stjernefrukt
starboard	styrbord
starch	stivelse
stardom	status
stardust	stardust
stare	stirre
starfish	sjøstjerne
stargazing	Stjernekikking
staring	stirrer
stark	stark
starlet	starlet
starlight	stjernelys
starling	stær
starry	stjernehimmel
stars	stjerner
starship	romskip
start	start
starter	starter
startle	skremme
startled	forskrekket
startling	oppsiktsvekkende
starvation	sult
starve	sulte
starved	sultet
starving	sulter
stash	stash
stat	stat
state	stat
stately	stase
statement	uttalelse
stateroom	lugaren
stateside	state
statesman	stats
static	statisk
staticky	NO TRANSLATION
statics	statikk
station	stasjon
stationary	stasjonær
stationery	saker
statistic	statistikk
statistical	statistisk
statistician	statistiker
stator	stator
statuary	statuer
statue	statue
statuette	statuetten
stature	vekst
status	status
statute	Foreldelses
statutory	lovbestemt
staunch	trofast
stave	demme
stay	oppholde seg
stayaway	NO TRANSLATION
stayed	oppholdt seg
stays	opphold
stead	sted
steadfast	standhaftig
steady	stødig
steak	biff
steakhouse	steakhouse
steal	stjele
stealing	stjele
stealth	skjult
stealthily	stjålent
stealthy	stealthy
steam	damp
steamboat	dampbåt
steamer	dampbåt
steaming	dampende
steamroller	dampveivals
steamship	dampskips
steamy	steamy
steel	stål
steep	bratt
steeple	tårn
steer	styre
steering	styring
stellar	stellar
stem	stilk
stench	stank
stencil	sjablong
stenographer	stenograf
step	skritt
stepdaughter	stedatter
stepfather	stefar
stepmother	stemor
steppe	steppe
steps	trinn
stepson	stesønn
stereo	stereo
stereoscopic	stereoskopisk
stereotype	stereotype
stereotyped	stereotype
sterile	steril
sterility	sterilitet
sterilize	sterilisere
sterling	sterling
stern	Stern
sternum	sternum
steroid	steroid
stethoscope	stetoskop
stew	lapskaus
steward	steward
stewardess	flyvertinne
stewardship	forvaltning
stfu	STFU
stick	pinne
sticker	klistremerke
sticking	stikker
stickler	stickler
stickup	stikke opp
sticky	klissete
stiff	stiv
stiffen	stive
stiffness	stivhet
stifle	kvele
stifled	kvalt
stifling	kvelende
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	dødfødsel
stillborn	dødfødt
stillness	stillhet
stillwaiting	NO TRANSLATION
stilts	stylter
stimulant	stimulerende
stimulate	stimulere
stimulating	stimulerende
stimulation	stimulering
stimulus	stimulus
sting	stikke
stinger	stinger
stinging	stinging
stingy	stikkende
stink	stinke
stinker	stinker
stinking	stinkende
stinky	stinkende
stint	stint
stipend	stipend
stipulate	fastsette
stipulation	fastsettelse
stir	røre
stirring	omrøring
stitch	sting
stitching	søm
stock	lager
stockade	stokkade
stockbroker	aksjemegler
stockholder	aksjonær
stocking	strømpe
stockings	strømper
stockpile	beredskapslager
stockroom	lageret
stocks	aksjer
stoic	stoiske
stole	stjal
stolen	stjålet
stomach	mage
stomachache	mageknip
stomp	stomp
stomped	trampet
stone	stein
stoned	stein
stonewall	steinvegg
stoneware	steintøy
stony	steinete
stooge	stooge
stool	avføring
stools	avføring
stoop	synke
stoopid	stoopid
stop	Stoppe
stopover	stoppested
stoppage	stans
stopper	kork
stopping	stoppe
stopwatch	stoppeklokke
storage	Oppbevaring
store	butikk
storefront	utstillingsvinduet
storehouse	stabbur
storeroom	lagerrom
storing	oppbevaring
storm	storm
storming	storming
stormy	storm-
story	historie
storybook	eventyrbok
storyteller	historieforteller
storytelling	historiefortelling
stound	stound
stout	traust
stove	komfyr
stow	stow
stowaway	blindpassasjer
straddle	straddle
straight	rett
straighten	rette
straightforward	rett fram
straightway	straks
strain	press
strained	anstrengt
strait	strede
straitjacket	tvangstrøye
straits	straits
strand	Strand
stranded	strandet
strange	rar
stranger	fremmed
strangle	kvele
strangulation	kvelning
strap	stropp
strapless	strapless
strapping	stropping
strata	lag
strategic	strategisk
strategist	strateg
strategy	strategi
stratification	lagdeling
stratosphere	stratosfæren
stratum	stratum
stratus	stratus
straw	strå
strawberry	jordbær
stray	Stray
streak	strek
streaked	stripete
stream	strøm
streamer	streamer
streaming	streaming
streamline	effektivisere
street	gate
streetcar	trikk
streetlight	gatelykt
strength	styrke
strengthen	forsterke
strengthening	styrking
strenuous	anstrengende
strep	strep
stress	understreke
stressed	stresset
stresses	påkjenninger
stressfree	NO TRANSLATION
stressful	stress
stressin	NO TRANSLATION
stressing	streker
stressrelief	NO TRANSLATION
stretch	tøye ut
stretcher	båre
stricken	slått
strict	streng
stride	skride
strife	stridigheter
strike	streik
strikeout	slå ut
striker	spiss
striking	slående
strikingly	slående
string	string
strings	strenger
stringy	trevlet
strip	strimmel
stripe	stripe
striped	stripete
stripped	strippet
stripper	stripper
striptease	striptease
strive	strebe
strobe	strobe
stroke	hjerneslag
stroll	spasere
stroller	barnevogn
strolling	rusler
strong	sterk
stronghold	fort
strongly	sterk
structural	strukturell
structure	struktur
strudel	strudel
struggle	streve
strut	spankulere
stub	stub
stubbed	stumpet
stubble	halm
stubborn	sta
stubbornness	stahet
stubby	stubby
stucco	stukk
stuck	sittende fast
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	student
studied	studerte
studio	studio
study	studere
stuff	ting
stuffed animal	kosedyr
stuffing	fyll
stuffy	trykkende
stumble	snuble
stump	stubbe
stumped	stabbet
stun	velde
stunned	stunned
stunner	stunner
stunning	slående
stunt	stunt
stunted	forkrøplet
stuntman	stuntmann
stupefaction	forbløffelse
stupefy	stupefy
stupendous	overveldende
stupid	dum
stupidity	dumhet
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	solid
sturgeon	stør
stutter	stamme
sty	svinesti
style	stil
styling	styling
stylish	stilig
stylist	stylist
suave	beleven
sub	under
subatomic	subatomære
subcommittee	underutvalg
subconscious	underbevissthet
subcutaneous	subkutan
subdivide	dele
subdivision	oppdeling
subduction	subduksjon
subdue	undertrykke
subdued	dempet
subdural	subduralt
subito	NO TRANSLATION
subject	Emne
subjected	kastet
subjection	under
subjective	subjektiv
subjugation	undertrykkelse
sublet	fremleie
sublevel	undernivå
sublimation	sublime
sublime	sublime
subliminal	subliminal
submarine	undervannsbåt
submerge	dykke
submerged	neddykket
submersible	nedsenkbare
submission	innlevering
submissive	underdanig
submit	sende inn
submitting	sende inn
subordinate	underordnet
subordination	underordning
subplot	subplot
subpoena	stevning
subscribe	abonnere
subscriber	abonnenten
subscription	abonnement
subsequence	subsequence
subsequent	senere
subsequently	i ettertid
subservient	servil
subset	undergruppe
subside	avta
subsidence	innsynkning
subsidiary	datterselskap
subsidize	subsidiere
subsidy	subsidie
subsist	livnære
subsistence	livsopphold
subsoil	undergrunnen
subspace	underrom
substance	stoff
substandard	substandard
substantial	betydelig
substantially	i det vesentlige
substantiate	bygge
substantive	materielle
substation	transformatorstasjonen
substitute	erstatning
substituted	substituerte
substitution	substitusjon
substructure	understell
subterranean	underjordiske
subtext	undertekst
subtitle	undertittel
subtle	subtil
subtlety	diskresjon
subtract	trekke fra
subtraction	subtraksjon
subtype	subtype
suburb	forstad
suburban	suburban
suburbia	suburbia
suburbs	forsteder
subversion	subversion
subversive	undergravende
subvert	grave
subway	undergrunnsbanen
succeed	lykkes
succeeding	lykkes
success	suksess
successful	vellykket
succession	rekkefølge
successive	suksessiv
successor	etterfølger
succinct	fyndig
succubus	succubus
succulent	saftig
succumb	bukke
suck	suge
sucker	sucker
sucking	suger
suckling	diende
sucks	suger
suction	suging
sudden	plutselig
suddenly	plutselig
suds	såpeskum
sue	saksøke
suede	semsket skinn
suffer	lide
sufferer	lidende
suffering	lidelse
suffice	nok
sufficiency	forsyning
sufficient	tilstrekkelig
sufficiently	tilstrekkelig
suffix	suffiks
suffocate	kveles
suffocating	kvelende
suffocation	kvelning
sugar	sukker
suggest	foreslå
suggestion	forslag
suggestive	antydende
suicidal	suicidal
suicide	selvmord
suicidebombing	NO TRANSLATION
suit	dress
suitable	passende
suitcase	koffert
suite	suite
suitor	frier
sulfate	sulfat
sulfur	svovel
sulk	sulk
sullen	mutt
sully	sully
sulphur	svovel
sultan	sultan
sultry	trykkende
sum	sum
summarily	summa
summarize	oppsummere
summary	sammendrag
summation	summering
summer	sommer
summerhouse	sommerhus
summertime	sommeren
summit	toppmøte
summon	innkalle
summons	stevning
sumo	sumo
sump	sump
sumptuous	overdådig
sun	sol
sunbeam	solstråle
sunburn	solbrenthet
sundae	sundae
sunday	søndag
sundial	solur
sundown	solnedgang
sundry	Diverse
sunflower	solsikke
sunglass	solbriller
sunglasses	solbriller
sunk	senket
sunken	sunket
sunless	sunless
sunlight	sollys
sunny	solfylt
sunrise	soloppgang
sunroof	soltak
sunscreen	solkrem
sunset	solnedgang
sunshine	solskinn
suntan	solbrun
sunup	soloppgang
sup	sup
super	super
superannuation	superannuation
superb	suveren
superficial	overfladisk
superfluous	overflødig
superhero	superhelt
superhuman	menneskelig
superimposed	lagret
superintendent	inspektør
superior	overlegen
superiority	overlegenhet
superlative	superlativ
superman	superman
supermarket	supermarked
supermodel	supermodell
supernatant	supernatanten
supernatural	overnaturlig
supernova	supernova
superposition	super
superpower	supermakt
supersede	overgå
superstar	super
superstition	overtro
superstitious	overtroisk
superstore	super
supervise	overvåke
supervision	tilsyn
supervisor	veileder
supper	kveldsmat
suppertime	supper
supplant	fortrenge
supple	smidig
supplement	supplement
supplemental	supplerende
supplementary	supplerende
supplication	bønn
supplier	leverandør
supplies	forsyninger
supply	forsyning
support	Brukerstøtte
supported	støttet
supporter	supporter
supporters	støttespillere
supporting	bære
supportive	støttende
suppose	anta
supposed	ment
supposing	anta
supposition	antakelse
suppress	undertrykke
suppression	undertrykkelse
supremacy	overlegenhet
supreme	supreme
supremely	super
surcharge	tilleggsavgift
sure	sikker
surety	kausjonist
surf	surf
surface	flate
surfboard	surfebrett
surfer	surferen
surge	bølge
surgeon	kirurg
surgery	kirurgi
surgical	kirurgisk
surly	surly
surmise	anta
surname	etternavn
surpassing	overgår
surplus	overskudd
surprise	overraskelse
surprised	overrasket
surprises	overraskelser
surprising	overrask
surprisingly	overraskende
surreal	surrealistisk
surrender	overgivelse
surrendering	overgivelse
surrogate	surrogat
surround	omgi
surrounding	rundt
surroundings	omgivelser
surveillance	overvåkning
survey	undersøkelse
surveying	oppmåling
surveyor	landmåler
survival	overlevelse
survive	overleve
surviving	overlevende
survivor	overlevende
susceptibility	mottakelighet
susceptible	utsatt
sushi	sushi
suspect	mistenkt
suspected	mistenkt
suspend	henge
suspended	suspendert
suspenders	bukseseler
suspense	spenning
suspension	suspensjon
suspicion	mistanke
suspicions	mistanker
suspicious	mistenkelig
sustain	opprettholde
sustained	vedvarende
sustenance	næring
suture	sutur
suv	suv
sux	NO TRANSLATION
swab	pinne
swag	Swag
swagger	sprade
swallow	svelge
swami	Swami
swamp	sump
swamped	belastet
swampy	myrlendt
swan	svane
swank	swank
swap	bytte
swarm	sverm
swarming	sverm
swastika	hakekors
swat	swat
sway	svaie
swear	sverge
swearing	banning
sweat	svette
sweater	genser
sweating	svette
sweatshirt	collegegenser
sweatshop	sweat
sweaty	svett
sweep	feie
sweeper	sweeper
sweeping	feiing
sweet	søt
sweeten	blid
sweetened	søtet
sweetener	søtningsmiddel
sweetest	søteste
sweetheart	kjæreste
sweetie	søtnos
sweetness	søthet
sweets	søtsaker
swell	hovne opp
swelling	opphovning
sweltering	trykkende
swerve	Vik
swift	fort
swiftly	raskt
swig	slurk
swill	swill
swim	svømme
swimmer	svømmer
swimming	svømme~~POS=TRUNC
swimsuit	badedrakt
swindle	svindle
swindler	svindler
swine	svin
swing	svinge
swinger	swinger
swinging	svingende
swipe	swipe
swirl	virvel
swish	svisj
switch	bytte om
switchblade	Switchblade
switchboard	sentralbord
swivel	swivel
swollen	hoven
swoon	besvimelse
swoop	razzia
sword	sverd
swordfish	sverdfisk
swordplay	sverdkamper
swordsman	fekter
sycamore	platanlønn
syllable	stavelse
syllabus	pensum
symbiotic	symbiotisk
symbol	symbol
symbolic	symbolsk
symbolically	symbolsk
symbolism	symbolikk
symbolize	symbol
symmetric	symmetrisk
symmetrical	symmetrisk
symmetry	symmetri
sympathetic	medfølende
sympathize	sympatisere
sympathy	sympati
symphonic	symfonisk
symphony	symfoni
symposium	symposium
symptom	symptom
symptomatic	symptomatisk
synagogue	synagoge
synapse	synapse
synaptic	synaptiske
sync	synkron
synchronize	synkron
synchronous	synkron
syncope	synkope
syndicate	syndikat
syndrome	syndrom
synergistic	synergistisk
synergy	synergi
synod	synoden
synonym	synonym
synonymous	synonymt
synopsis	synopsis
synoptic	synoptiske
syntax	syntaks
synthesis	syntese
synthesizer	synthesizer
synthetic	syntetisk
syphilis	syfilis
syringe	sprøyte
syrup	sirup
system	system
systematic	systematisk
systematically	systematisk
t-shirt	T skjorte
tab	tab
tabasco	Tabasco
tabby	tabby
tabernacle	tabernaklet
table	bord
tableau	NO TRANSLATION
tablecloth	bordduk
tablespoon	spiseskje
tablet	tablett
tableware	servise
tabloid	tabloid
taboo	tabu
tabular	tabell
tabulate	Tabuleringene
tabulation	tabulation
tachometer	turteller
tacit	taus
tack	stift
tackle	takle
tackled	taklet
tackling	takling
tacky	klebrig
taco	taco
tact	takt
tactful	taktfull
tactic	taktikk
tactical	taktisk
tactics	taktikk
tactile	taktil
tad	NO TRANSLATION
tadpole	rumpetroll
taffeta	taffeta
taffy	Fiffi
tag	stikkord
tail	hale
tailed	tailed
tailgate	bakluke
tailings	avgangsmasser
taillight	baklys
tailor	skredder
tailoring	sying
tailpipe	eksosrør
taint	plett
take	ta
takeoff	ta av
takeout	ta ut
takeover	overtakelse
taker	taker
talcum	talkum
tale	eventyr
talent	talent
talented	talent
talisman	talisman
talk	snakke
talkative	snakkesalig
talker	talker
tall	høy
tallies	tallies
tallow	talg
tally	opptelling
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	tamer
taming	temming
tamper	tukle
tampon	tampong
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	mandarin
tangible	håndgripelig
tangle	floke
tangled	flokete
tango	tango
tank	tank
tank top	tank top
tanker	tankskip
tanned	solbrun
tantalizing	frist
tantamount	ensbetydende
tantrum	raserianfall
taoism	taoisme
tap	springen
tape	teip
tape measure	målebånd
taper	taper
tapering	tapering
tapestry	tapet
tapeworm	bendelorm
tapioca	tapioka
taps	kraner
tar	tjære
tarantula	tarantell
tardiness	tardiness
tardy	sen
target	mål
targeted	målrettet
targeting	rettet mot
tariff	tariff
tarmac	asfalt
tarnish	anløpe
tarot	tarot
tarp	NO TRANSLATION
tarry	tjæreaktig
tart	terte
tartan	tartan
tartar	tartar
task	oppgave
tassel	dusk
taste	smak
tasteful	smak
tasteless	smakløs
tasting	smaker
tasty	velsmakende
tat	tat
tattler	tattler
tattletale	Indikasjons
tattoo	tatovering
taught	undervist
taunt	spydighet
taupe	taupe
taut	stram
tavern	kro
tawdry	glorete
tawny	gulbrun
tax	avgift
taxed	beskattes
taxi	taxi
taxicab	drosje
taxonomy	taksonomi
taxpayer	skattebetaler
tea	te
teach	lære bort
teacher	lærer
teaching	undervisning
teacup	tekopp
teahouse	tehus
teal	blågrønn
team	team
teamjesus	NO TRANSLATION
teammate	lagkamerat
teamwork	teamarbeid
teapot	tekanne
tear	rive
tearful	tårevått
tearsofjoy	NO TRANSLATION
teary	tårevåte
tease	plage
teaser	teaser
teasing	erting
teaspoon	teskje
teat	spene
teatime	teatime
tech	tech
technical	teknisk
technicality	formalitet
technician	tekniker
technique	teknikk
techno	techno
technological	teknologisk
technology	teknologi
ted	ted
teddy bear	Teddybjørn
tedious	langtekkelig
tedium	tedium
tee	tee
teeming	yrende
teen	tenåring
teenage	tenårings
teenager	tenåring
teens	tenåringer
teensy	teensy
teeny	teeny
teeth	tenner
teething	tenner
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekinese
telemetry	telemetri
telepathic	telepatisk
telepathy	telepati
telephone	telefon
telescope	teleskop
telescopic	teleskopisk
telethon	TV-aksjonen
teletype	fjernskriver
televised	tV-
television	fjernsyn
tell	fortelle
teller	forteller
telling	forteller
telltale	avslørende
temp	temp
temper	temperament
tempera	tempera
temperament	temperament
temperamental	temperaments
temperance	måtehold
temperate	temperert
temperature	temperatur
tempered	herdet
tempest	uvær
template	mal
temple	tinning
tempo	NO TRANSLATION
temporal	temporal
temporarily	midlertidig
temporary	midlertidig
tempt	friste
temptation	fristelse
tempting	fristende
temptress	frister
ten	ti
tenable	holdbar
tenacious	utholdende
tenacity	fasthet
tenancy	leieforholdet
tenant	leietaker
tend	tendens
tendency	tendens
tender	mør
tenderfoot	tenderfoot
tenderness	ømhet
tending	tending
tendon	sene
tenement	leiegård
tenet	setning
tenets	prinsippene
tenfold	tidoblet
tennis	tennis
tenor	tenor
tense	anspent
tensile	strekk~~POS=TRUNC
tension	spenning
tent	telt
tentacle	tentakkel
tentative	tentative
tenth	tiende
tenths	tideler
tenuous	tynn
tenure	tenure
tepee	telt
tepid	lunken
tequila	tequila
teriyaki	teriyaki
term	begrep
terminal	terminal
terminate	terminere
termination	avslutning
terminator	terminator
terminology	terminologi
terminus	stasjonen
termite	termitt
terms	vilkår
tern	tern
ternary	trefoldig
terrace	terrasse
terrain	terreng
terrestrial	bakkenett
terrible	fryktelig
terribly	fryktelig
terrier	terrier
terrific	veldig bra
terrified	livredd
terrifies	skremmer
terrify	skremme
terrifying	skremmende
territorial	territorial
territory	territorium
terror	skrekk
terrorism	terrorisme
terrorist	terrorist
terrorists	terrorister
terrorize	terror
terse	avvisende
tertiary	tertiære
test	test
testament	testamente
testicle	testikkel
testicular	testikkel
testify	vitne
testimonial	vurdering
testimony	vitnesbyrd
testosterone	testosteron
testy	NO TRANSLATION
tetanus	stivkrampe
tether	tjore
tethered	tethered
tetrahedral	tetrahedral
text	tekst
textbook	lærebok
textile	tekstil
textural	tekstur
texture	tekstur
tgif	TGIF
thank	takke
thankful	takknemlig
thankgod	takk Gud
thanking	takke
thankless	utakknemlig
thanks	Takk
thanksalot	NO TRANSLATION
thanksgiving	takksigelse
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	tekke
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	smelte
theater	teater
theatrical	teatralsk
theatrics	skuespill
thebest	den beste
theft	tyveri
theism	teisme
theistic	teistisk
thelife	livet
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrati
theocratic	teokratisk
theologian	teolog
theological	teologisk
theology	teologi
theorem	teorem
theoretical	teoretisk
theory	teori
therapeutic	terapeutisk
therapeutics	terapeutika
