Word	hu
summit	csúcstalálkozó
summon	megidéz
summons	idézés
sumo	sumo
sump	tócsa
sumptuous	pazar
sun	nap
sunbeam	napsugár
sunburn	leégés
sundae	fagylaltkehely
sunday	vasárnap
sundial	napóra
sundown	napnyugta
sundry	különböző
sunflower	napraforgó
sunglass	napszemüveg
sunglasses	napszemüveg
sunk	elsüllyedt
sunken	elmerült
sunless	naptalan
sunlight	napfény
sunny	napos
sunrise	Napkelte
sunroof	napfénytető
sunscreen	fényvédő
sunset	napnyugta
sunshine	napfény
suntan	lebarnulás
sunup	napkelte
sup	korty
super	szuper
superannuation	nyugalomba helyezés
superb	nagyszerű
superficial	felszínes
superfluous	felesleges
superhero	szuperhős
superhuman	emberfölötti
superimposed	egymásra
superintendent	felügyelő
superior	kiváló
superiority	fölény
superlative	felsőfokú
superman	felsőbbrendű ember
supermarket	szupermarket
supermodel	szupermodell
supernatant	felülúszót
supernatural	természetfölötti
supernova	szupernóva
superposition	ráhelyezés
superpower	szupererő
supersede	hatálytalanítja
superstar	szupersztár
superstition	babona
superstitious	babonás
superstore	superstore
supervise	felügyel
supervision	felügyelet
supervisor	felügyelő
supper	vacsora
suppertime	vacsoraidő
supplant	kitúr
supple	hajlékony
supplement	kiegészítés
supplemental	kiegészítés
supplementary	kiegészítő
supplication	könyörgés
supplier	támogató
supplies	készletek
supply	kínálat
support	támogatás
supported	támogatott
supporter	támogató
supporters	támogatók
supporting	támogató
supportive	támogató
suppose	tegyük fel
supposed	feltételezett
supposing	feltételezve
supposition	feltételezés
suppress	elnyom
suppression	elnyomás
supremacy	fölény
supreme	legfőbb
supremely	páratlanul
surcharge	pótdíj
sure	biztos
surety	kezes
surf	hullámtörés
surface	felület
surfboard	szörfdeszka
surfer	szörfös
surge	túlfeszültség
surgeon	sebész
surgery	sebészet
surgical	sebészeti
surly	mogorva
surmise	feltevés
surname	vezetéknév
surpassing	kimagasló
surplus	többlet
surprise	meglepetés
surprised	meglepődött
surprises	meglepetés
surprising	meglepő
surprisingly	meglepően
surreal	szürreális
surrender	megadás
surrendering	átadó
surrogate	helyettes
surround	körülvesz
surrounding	környező
surroundings	környéke
surveillance	felügyelet
survey	felmérés
surveying	földmérő
surveyor	felügyelő
survival	túlélés
survive	túlélni
surviving	túlélő
survivor	túlélő
susceptibility	fogékonyság
susceptible	fogékony
sushi	sushi
suspect	gyanúsított
suspected	feltételezett
suspend	felfüggesztésére
suspended	felfüggesztett
suspenders	harisnyatartó
suspense	bizonytalanság
suspension	felfüggesztés
suspicion	gyanú
suspicions	gyanú
suspicious	gyanús
sustain	fenntartani
sustained	kitartó
sustenance	fenntartás
suture	varrat
suv	suv
sux	NO TRANSLATION
swab	felmosó
swag	menő
swagger	henceg
swallow	fecske
swami	Swami
swamp	ingovány
swamped	elárasztják
swampy	mocsaras
swan	hattyú
swank	felvágás
swap	csere
swarm	raj
swarming	rajzás
swastika	horogkereszt
swat	agyonüt
sway	inog, befolyás
swear	esküszik
swearing	káromkodás
sweat	izzad
sweater	pulóver
sweating	izzadó
sweatshirt	pulóver
sweatshop	sweatshop
sweaty	izzadt
sweep	söprés
sweeper	utcaseprő
sweeping	sodró
sweet	édes
sweeten	édesít
sweetened	édesített
sweetener	édesítőszer
sweetest	legédesebb
sweetheart	Édesem
sweetie	édesség
sweetness	édesség
sweets	édesség
swell	dagad
swelling	duzzanat
sweltering	tikkasztó
swerve	félrefordul
swift	gyors
swiftly	gyorsan
swig	vedel
swill	moslék
swim	úszás
swimmer	úszó
swimming	úszás
swimsuit	fürdőruha
swindle	szélhámosság
swindler	csaló
swine	sertés
swing	hinta
swinger	szimuláns
swinging	lengő
swipe	elcsór
swirl	örvény
swish	suhog
switch	kapcsoló
switchblade	rugós kés
switchboard	kapcsolótábla
swivel	forgó
swollen	duzzadt
swoon	elájul
swoop	lecsapás
sword	kard
swordfish	kardhal
swordplay	swordplay
swordsman	kardforgató
sycamore	szikimórfa
syllable	szótag
syllabus	tanmenet
symbiotic	szimbiotikus
symbol	szimbólum
symbolic	szimbolikus
symbolically	jelképesen
symbolism	szimbolizmus
symbolize	szimbolizál
symmetric	szimmetrikus
symmetrical	szimmetrikus
symmetry	szimmetria
sympathetic	rokonszenvező
sympathize	szimpatizál
sympathy	együttérzés
symphonic	szimfonikus
symphony	szimfónia
symposium	szimpózium
symptom	tünet
symptomatic	szimptomatikus
synagogue	zsinagóga
synapse	Szinapszis
synaptic	szinaptikus
sync	szinkronizál
synchronize	szinkronizálni
synchronous	egyidejű
syncope	syncope
syndicate	szindikátus
syndrome	szindróma
synergistic	szinergikus
synergy	szinergia
synod	zsinat
synonym	szinonima
synonymous	szinonim
synopsis	szinopszis
synoptic	szinoptikus
syntax	szintaxis
synthesis	szintézis
synthesizer	szintetizátor
synthetic	szintetikus
syphilis	szifilisz
syringe	fecskendő
syrup	szirup
system	rendszer
systematic	szisztematikus
systematically	szisztematikusan
t-shirt	póló
tab	lap
tabasco	tabasco szósz
tabby	pletykázó vénasszony
tabernacle	imaház
table	asztal
tableau	NO TRANSLATION
tablecloth	asztalterítő
tablespoon	evőkanál
tablet	tabletta
tableware	teríték
tabloid	bulvárlap
taboo	tabu
tabular	táblázatos
tabulate	csoportosít
tabulation	táblázatos kimutatás
tachometer	fordulatszámmérő
tacit	hallgatólagos
tack	tack
tackle	felszerelés
tackled	kezelni
tackling	szerelések
tacky	ragadós
taco	taco
tact	tapintat
tactful	tapintatos
tactic	taktika
tactical	taktikai
tactics	taktika
tactile	tapintható
tad	NO TRANSLATION
tadpole	ebihal
taffeta	taft
taffy	hízelgés
tag	címke
tail	farok
tailed	tailed
tailgate	csomagtérajtó
tailings	maradék
taillight	hátsó lámpa
tailor	Szabó
tailoring	szabászat
tailpipe	kipufogócső
taint	megfertőz
take	vesz
takeoff	felszáll
takeout	eltávolítás
takeover	átvenni
taker	elfogadó
talcum	zsírkő
tale	mese
talent	tehetség
talented	tehetséges
talisman	talizmán
talk	beszélgetés
talkative	beszédes
talker	beszélő
tall	magas
tallies	címkék
tallow	faggyú
tally	Tally
talon	talon
talons	NO TRANSLATION
tambourine	csörgődob
tame	NO TRANSLATION
tamer	szelídítő
taming	szelídítés
tamper	szabotázs
tampon	tampon
tan	Cser
tandem	tandem
tang	csap
tangent	tangens
tangerine	mandarin
tangible	megfogható
tangle	gubanc
tangled	Kusza
tango	tangó
tank	tartály
tank top	trikó
tanker	tartályhajó
tanned	kicserzett
tantalizing	kínzó
tantamount	egyenértékű
tantrum	kitörés
taoism	taoizmus
tap	Koppintson a
tape	szalag
tape measure	mérőszalag
taper	elvékonyodó
tapering	hegyes
tapestry	gobelin
tapeworm	galandféreg
tapioca	tápióka
taps	csapok
tar	kátrány
tarantula	tarantellapók
tardiness	lassúság
tardy	lusta
target	cél
targeted	célzott
targeting	célzás
tariff	tarifa
tarmac	kátrányozott út
tarnish	homályosság
tarot	tarot
tarp	NO TRANSLATION
tarry	kátrányos
tart	kesernyés
tartan	tartán
tartar	fogkő
task	feladat
tassel	bojt
taste	íz
tasteful	ízléses
tasteless	ízléstelen
tasting	ízlelés
tasty	ízletes
tat	tat
tattler	bőbeszédű
tattletale	Tattletale
tattoo	tetoválás
taught	tanított
taunt	gúnyolódás
taupe	tópszín
taut	feszes
tavern	kocsma
tawdry	cifra
tawny	homokszínű
tax	adó
taxed	adóztatják
taxi	Taxi
taxicab	taxi
taxonomy	taxonómia
taxpayer	adófizető
tea	tea
teach	tanít
teacher	tanár
teaching	tanítás
teacup	teáscsésze
teahouse	teaház
teal	a zöldeskék
team	csapat
teamjesus	NO TRANSLATION
teammate	csapattársa
teamwork	csapatmunka
teapot	teáskanna
tear	könny
tearful	könnyes
tearsofjoy	NO TRANSLATION
teary	könnyes
tease	kötekedik
teaser	bevezető
teasing	ugratás
teaspoon	teáskanál
teat	csöcs
teatime	tea idő
tech	tech
technical	műszaki
technicality	szakszerűség
technician	technikus
technique	technika
techno	techno
technological	technikai
technology	technológia
ted	ted
teddy bear	Teddi maci
tedious	unalmas
tedium	unalom
tee	tee
teeming	nyüzsgő
teen	tini
teenage	tizenéves
teenager	tizenéves
teens	tinik
teensy	teensy
teeny	pici
teeth	fogak
teething	fogzás
teflon	teflon
telegram	távirat
telegraph	távíró
telekinesis	mozgásátvitel távolba
telemetry	telemetriai
telepathic	telepatikus
telepathy	telepátia
telephone	telefon
telescope	távcső
telescopic	távcsöves
telethon	telethon
teletype	telex
televised	televízióban
television	televízió
tell	mond
teller	bankpénztáros
telling	sokatmondó
telltale	árulkodó
temp	temp
temper	kedély
tempera	temperafesték
temperament	vérmérséklet
temperamental	vérmérsékleti
temperance	mértékletesség
temperate	mérsékelt
temperature	hőmérséklet
tempered	edzett
tempest	vihar
template	sablon
temple	templom
tempo	NO TRANSLATION
temporal	időbeli
temporarily	ideiglenesen
temporary	ideiglenes
tempt	csábít
temptation	kísértés
tempting	csábító
temptress	kísértő nő
ten	tíz
tenable	tartható
tenacious	állhatatos
tenacity	kitartás
tenancy	lakásbérleti
tenant	bérlő
tend	hajlamosak
tendency	tendencia
tender	pályázati kiírás
tenderfoot	zöldfülű
tenderness	érzékenység
tending	hajló
tendon	ín
tenement	bérlemény
tenet	tan
tenets	tanait
tenfold	tízszeres
tennis	tenisz
tenor	tenor
tense	feszült
tensile	nyújtható
tension	feszültség
tent	sátor
tentacle	csáp
tentative	kísérleti
tenth	tizedik
tenths	tized
tenuous	vékony
tenure	birtoklás
tepee	indiánsátor
tepid	langyos
tequila	tequila
teriyaki	teriyaki
term	kifejezés
terminal	terminál
terminate	végződik
termination	befejezés
terminator	terminátor
terminology	terminológia
terminus	végállomás
termite	termesz
terms	feltételek
tern	csér
ternary	hármas
terrace	terasz
terrain	terep
terrestrial	földi
terrible	szörnyű
terribly	szörnyen
terrier	terrier
terrific	szörnyű
terrified	rémült
terrifies	megrémít
terrify	megijeszt
terrifying	félelmetes
territorial	területi
territory	terület
terror	terror
terrorism	terrorizmus
terrorist	terrorista
terrorists	terroristák
terrorize	rettegésben tart
terse	tömör
tertiary	harmadlagos
test	teszt
testament	végrendelet
testicle	here
testicular	here
testify	tanúskodni
testimonial	ajánlólevél
testimony	bizonyság
testosterone	tesztoszteron
testy	NO TRANSLATION
tetanus	tetanusz
tether	póráz
tethered	kikötve
tetrahedral	tetraéderes
text	szöveg
textbook	tankönyv
textile	textil
textural	szöveti
texture	struktúra
tgif	TGIF
thank	köszönet
thankful	hálás
thankgod	Hála Istennek
thanking	megköszönve
thankless	hálátlan
thanks	Kösz
thanksalot	NO TRANSLATION
thanksgiving	hálaadás
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	nádtető
thatmoment	NO TRANSLATION
thaumaturgy	Taumaturgia
thaw	olvadás
theater	színház
theatrical	színházi
theatrics	színházi élet
thebest	a legjobb
theft	lopás
theism	teizmus
theistic	teista
thelife	Az élet
thelittlethings	NO TRANSLATION
theme	téma
theocracy	papi uralom
theocratic	teokratikus
theologian	teológus
theological	teológiai
theology	teológia
theorem	elv
theoretical	elméleti
theory	elmélet
therapeutic	gyógyászati
therapeutics	gyógykezelés
therapist	gyógyász
therapy	terápia
thereabouts	arrafelé
thereof	abból
therewith	azzal
thermal	termikus
thermocouple	hőelem
thermodynamics	termodinamika
thermometer	hőmérő
thermos	termosz
thermostat	termosztát
thesaurus	szinonimaszótár
thesis	tézis
thick	vastag
thicken	behabar
thickening	vastagodás
thicket	bozót
thickness	vastagság
thief	tolvaj
thigh	comb
thimble	gyűszű
thin	vékony
thing	dolog
things	dolgok
thingy	thingy
think	gondol
thinker	gondolkodó
thinking	gondolkodás
third	harmadik
thirds	kétharmadát
thirst	szomjúság
thirsty	szomjas
thirteen	tizenhárom
thirteenth	tizenharmadik
thirty	harminc
thistle	bogáncs
thither	oda
thong	tanga
thorn	tüske
thorny	tüskés
thorough	alapos
thoroughbred	telivér
thoroughfare	átjárás
thought	gondolat
thoughtful	figyelmes
thoughtfulness	komolyság
thoughtless	meggondolatlan
thoughts	gondolatok
thousand	ezer
thrash	elver
thread	cérna
threat	fenyegetés
threaten	fenyeget
threatened	fenyegetett
threatening	fenyegető
three	három
threefold	háromszoros
threesome	háromszemélyes
thresh	csépel
threshold	küszöb
thrice	háromszor
thrift	takarékosság
thrifty	takarékos
thrill	izgalom
thrilled	izgalommal
thriller	krimi
thrilling	izgató
thrive	gyarapszik
thriving	virágzó
throat	torok
throb	dobog
throbbing	lüktető
throes	izgalom
throne	trón
throng	tömeg
throttle	gázkar
throw	dobás
throwback	primitivizmus
thrower	dobó
thrown	dobott
thrush	rigó
thrust	tolóerő
thruster	karrierista
thud	puffanás
thug	orgyilkos
thumb	hüvelykujj
thumbprint	ujjlenyomata
thump	puffanás
thumper	vagdalkozó személy
thumping	öklöző
thunder	mennydörgés
thunderbolt	villámcsapás
thunderclap	Thunderclap
thundering	mennydörgő
thunderstorm	zivatar
thunderstruck	megdöbbent
thwart	keresztben
thx	Kösz
thyme	kakukkfű
thyroid	pajzsmirigy
tiara	tiara
tibia	sípcsont
tic	arcrángás
tick	ketyegés
ticked	jelölve
ticker	ketyegő
ticket	jegy
tickle	viszket
tickled	csiklandozta
ticklish	csiklandós
tidal	árapály
tidal wave	szökőár
tidbit	csemege
tide	árapály
tidings	hír
tidy	takaros
tie	nyakkendő
tier	tier
tiff	összetűzés
tiger	tigris
tighten	húzza
tightness	feszülés
tightrope	kötélen
tights	harisnyanadrág
tilde	tilde
tile	csempe
tiling	cserepezés
till	NO TRANSLATION
tillage	művelés
tiller	földművelő
tilt	billenés
tilting	billentés
timber	fűrészáru
timberland	erdővidék
timbre	csengés
time	idő
timeless	időtlen
timeliness	időszerűség
timely	időszerű
timeout	időtúllépés
timepiece	óra
timer	időzítő
times	alkalommal
timetable	menetrend
timewasters	NO TRANSLATION
timid	félénk
timidity	félénkség
timing	időzítés
tin	NO TRANSLATION
tincture	színez
tine	NO TRANSLATION
tinfoil	alufólia
tinge	árnyalat
tingle	csípés
tingling	bizsergés
tinker	bádogos
tinkering	bütykölés
tinkle	NO TRANSLATION
tinkling	csilingelő
tinnitus	fülzúgás
tinsel	talmi
tint	színez
tiny	apró
tip	tipp
tipper	billenős
tipster	tippadó
tipsy	becsípett
tiptoe	lábujjhegyen megy
tirade	beszéd
tire	gumi
tired	fáradt
tiredness	fáradtság
tiredofit	NO TRANSLATION
tireless	fáradhatatlan
tiresome	fárasztó
tiring	fárasztó
tissue	szövet
tistheseason	NO TRANSLATION
tit	cinege
titan	titán-
titanic	óriási
titanium	titán
tithe	dézsma
title	cím
titled	címmel
titty	Titty
titular	NO TRANSLATION
toad	varangy
toast	pirítós
toaster	kenyérpirító
toasty	toasty
tobacco	dohány
toby	Toby
tod	bozót
today	Ma
toddler	totyogó
toe	lábujj
toenail	lábujjköröm
toffee	karamell
tofu	tofu
toga	NO TRANSLATION
together	együtt
togetherness	összetartozás
toil	küszködik
toilet	WC
toils	fáradalmak
token	jelképes
tolerable	elviselhető
tolerance	tolerancia
tolerant	toleráns
tolerate	elvisel
toleration	türelem
toll	díj
tomahawk	tomahawk
tomato	paradicsom
tomatoes	paradicsom
tomb	síremlék
tombstone	sírkő
tomcat	kandúr
tome	nekem
tomorrow	holnap
ton	NO TRANSLATION
tone	tónus
toner	toner
tong	NO TRANSLATION
tongs	fogó
tongue	nyelv
tonic	tonik
tonnage	űrtartalom
tonsils	mandulák
toocold	NO TRANSLATION
tool	eszköz
toolbox	Eszköztár
tooling	szerszámok
toomuchtodo	NO TRANSLATION
toot	dudál
tooth	fog
toothache	fogfájás
toothbrush	fogkefe
toothed	fogazott
toothless	fogatlan
toothpaste	fogkrém
toothpick	fogpiszkáló
toots	Toots
top	felső
topaz	topáz
topic	téma
topical	helyi
topless	félig meztelen
topographic	topográfiai
topographical	topográfiai
topography	topográfia
topple	ledönt
topside	felső rész
tor	tor
torch	fáklya
torment	kín
tormented	meggyötört
torn	szakadt
tornado	tornádó
torpedo	torpedó
torque	forgatónyomaték
torrent	özön
torrid	forró
torsion	csavarás
torso	torzó
tort	kár
tortious	károkozó
tortoise	teknős
tortuous	kanyargós
torture	kínvallatás
tortured	megkínzott
toss	dobás
tot	NO TRANSLATION
total	teljes
totality	totalitás
totally	teljesen
tote	cipel
totem	totem
touch	érintés
touchdown	földetérés
touched	érintett
touching	megható
touchy	érzékeny
tough	kemény
toughen	megkeményít
toughness	szívósság
toupee	üstök
tour	túra
tourism	idegenforgalom
tourist	turista
tourmaline	turmalin
tournament	lovagi torna
tourniquet	érszorító
tout	NO TRANSLATION
tow	kóc
towel	törülköző
tower	torony
towering	toronymagas
town	város
townhouse	villában
township	község
townspeople	városiak
toxic	mérgező
toxicity	toxicitás
toxicology	méregtan
toxin	toxin
toy	játék
toymaker	játèk kèszítő
trace	nyom
traceable	visszavezethető
tracer	nyomjelző
traces	nyomai
trachea	légcső
tracing	nyomkövetés
track	nyomon követni
tracker	nyomozó
tract	traktus
tractable	engedékeny
traction	vontatás
tractor	traktor
trade	kereskedelmi
trademark	védjegy
trader	kereskedő
tradesman	kereskedő
trading	kereskedés
tradition	hagyomány
traditional	hagyományos
traffic	forgalom
traffic light	közlekedési lámpa
trafficking	kereskedelem
tragedies	tragédiák
tragedy	tragédia
tragic	tragikus
trail	nyom
trailer	filmelőzetes
train	vonat
train set	vonatkészlet
trained	kiképzett
trainee	gyakornok
trainer	edző
training	kiképzés
trait	jellemvonás
traitor	áruló
traitorous	áruló
trajectory	röppálya
tram	villamos
tramp	csavargó
trample	elnyom
trampoline	trambulin
tramway	villamos-
trance	révület
tranquil	nyugodt
tranquility	nyugalom
tranquilizer	nyugtató
transact	lebonyolít
transaction	tranzakció
transatlantic	transzatlanti
transceiver	Rádió adó-vevő
transcend	felülemelkednek
transcendence	transzcendencia
transcendent	transzcendens
transcendental	transzcendentális
transcribe	lemásol
transcriber	átíró
transcript	másolat
transcription	átírás
transfer	átruházás
transference	átvitel
transferred	átment
transfixed	transfixed
transform	átalakít
