Word	ja
speckled	斑点
specs	スペック
spectacle	光景
spectacles	眼鏡
spectacular	素晴らしい
spectator	観客
specter	幽霊
spectral	スペクトル
spectrometer	分光計
spectrophotometer	分光光度計
spectroscopy	分光法
spectrum	スペクトラム
speculate	推測する
speculation	投機
speculative	投機的
speculum	検鏡
speech	スピーチ
speechless	言葉のない
speed	速度
speedboat	スピードボート
speedily	迅速に
speeding	スピード
speedometer	スピードメーター
speedway	スピードウェイ
speedy	スピーディ
spell	スペル
spellbound	綴りの
spelling	つづり
spencer	スペンサー
spend	費やす
spender	浪費者
spending	支出
spent	過ごした
sperm	精子
spew	噴出する
sphere	球
spherical	球状
sphincter	括約筋
sphinx	スフィンクス
spic	スピック
spice	スパイス
spicy	スパイシー
spider	クモ
spiders	クモ
spiffy	すごい
spigot	スピゴット
spike	スパイク
spiked	スパイクされた
spiky	スパイキー
spill	こぼれる
spillin	NO TRANSLATION
spin	スピン
spinach	ほうれん草
spinal	脊髄
spindle	スピンドル
spine	脊椎
spineless	棘がない
spinner	スピナー
spinning	紡糸
spinster	スピンスター
spiny	棘
spiral	スパイラル
spire	尖塔
spirit	精神
spirited	激しい
spirits	スピリッツ
spiritual	スピリチュアル
spirituality	精神性
spit	唾を吐く
spite	邪悪
spiteful	気まずい
spitfire	スピットファイア
spittoon	スピットーン
splash	スプラッシュ
splat	スプラット
splatter	飛散
spleen	脾臓
splendid	素晴らしい
splendor	素晴らしい
splice	スプライス
spline	スプライン
splint	副子
splinter	はしご
split	スプリット
splitting	分割
splurge	誇張
spoil	台無しにする
spoiler	スポイラー
spoiling	台無しにする
spoils	台無しにする
spoke	スポーク
spoken	話された
spokesman	スポークスマン
spokesperson	広報担当者
sponge	スポンジ
spongy	スポンジ
sponsor	スポンサー
sponsorship	スポンサーシップ
spontaneity	自発性
spontaneous	自発
spoof	偽装
spook	話す
spooky	不気味な
spool	スプール
spoon	スプーン
spoonful	スプーンフル
sporadic	散発的な
spore	胞子
sport	スポーツ
sporting	スポーツ
sports	スポーツ
sports car	スポーツカー
sportsman	スポーツマン
sportsmanship	スポーツマンシップ
sportswriter	スポーツライター
sporty	スポーティー
spot	スポット
spotless	スポットなし
spotlight	スポットライト
spotted	見つかった
spotter	スポッター
spotty	余裕がない
spousal	配偶者
spouse	配偶者
spout	注ぎ口
sprain	捻挫
sprawl	スプロール
spray	スプレー
spread	普及
spreader	スプレッダー
spree	酒宴
spring	春
springtime	春
sprinkle	振りかける
sprinkler	スプリンクラー
sprinkling	振りかける
sprint	スプリント
sprite	スプライト
sprout	芽
spruce	スプルース
spud	スパッド
spunk	スパンク
spunky	スパンクな
spur	拍車
spurious	擬似
spurred	拍車をかける
spurt	スパート
spy	スパイ
squabble	ふざける
squad	分隊
squadron	飛行隊
squall	スコール
squamous	扁平な
squander	浪費
square	平方
squash	押しつぶす
squat	スクワット
squatter	散布機
squaw	鱗
squawk	スクワウク
squeak	きしむ
squeaky	きしむ
squeal	悲鳴を上げる
squealer	スクイラー
squeamish	嫌な
squeeze	絞る
squeezing	圧搾する
squelch	スケルチ
squid	いか
squint	斜視
squire	スクワイヤ
squirm	酔う
squirrel	リス
squirt	噴水
squish	スカッシュ
squishy	かすかな
stab	刺す
stabbed	刺した
stability	安定
stabilize	安定させる
stabilizer	安定剤
stable	安定した
staccato	スタッカート
stack	スタック
stadium	スタジアム
staff	スタッフ
stag	スタッグ
stage	ステージ
stagecoach	馬鹿馬鹿しい
stagehand	ステージハンド
stagger	ふらつき
staggering	驚異的な
stagnant	停滞している
stagnation	停滞
staid	落ち着いた
stain	染色
stained	染色された
stainless	ステンレス
stair	階段
staircase	階段
stairs	階段
stairway	階段
stairwell	階段
stake	ステーク
stakeout	杭打ち
stale	失効した
stalemate	膠着状態
stalk	茎
stalker	ストーカー
stall	ストール
stallion	種馬
stalls	屋台
stalwart	忠実な
stamina	スタミナ
stamp	切手
stampede	刻まれた
stance	スタンス
stand	スタンド
standard	標準
standardize	標準化する
standardized	標準化された
standby	待機する
standing	立っている
standoff	スタンドオフ
standpoint	立場
standstill	停止
standup	立ち上がる
stanza	スタンザ
staph	スタフ
staple	ステープル
stapler	ステープラー
star	星
star fruit	スターフルーツ
starboard	右舷
starch	スターチ
stardom	スターダム
stardust	スターダスト
stare	見詰める
starfish	ヒトデ
stargazing	凝視
staring	凝視する
stark	元気
starlet	スターレット
starlight	スターライト
starling	スターリング
starry	星空
stars	星
starship	宇宙船
start	開始
starter	スターター
startle	驚愕
startled	驚いた
startling	驚くべき
starvation	餓死
starve	飢えている
starved	飢えた
starving	飢えている
stash	隠す
stat	stat
state	状態
stately	堂々たる
statement	ステートメント
stateroom	室外
stateside	Stateside
statesman	政治家
static	静的
staticky	NO TRANSLATION
statics	静的
station	駅
stationary	定常
stationery	文房具
statistic	統計
statistical	統計的
statistician	統計学者
stator	ステータ
statuary	彫像
statue	像
statuette	小像
stature	身長
status	状態
statute	法律
statutory	法定の
staunch	頑張る
stave	溜まる
stay	滞在
stayaway	NO TRANSLATION
stayed	滞在した
stays	滞在する
stead	代わりに
steadfast	不動の
steady	安定しました
steak	ステーキ
steakhouse	ステーキハウス
steal	スチール
stealing	窃盗
stealth	ステルス
stealthily	こっそり
stealthy	隠密
steam	蒸気
steamboat	蒸気船
steamer	スチーマー
steaming	蒸し
steamroller	スチームローラー
steamship	汽船
steamy	蒸気の
steel	鋼
steep	急な
steeple	尖塔
steer	操縦する
steering	操舵
stellar	恒星
stem	幹
stench	悪臭
stencil	ステンシル
stenographer	ステムグラファー
step	ステップ
stepdaughter	義理の娘
stepfather	継父
stepmother	継母
steppe	草原
steps	ステップ
stepson	セプトン
stereo	ステレオ
stereoscopic	立体的な
stereotype	ステレオタイプ
stereotyped	ステレオタイプ
sterile	無菌
sterility	滅菌
sterilize	殺菌する
sterling	スターリング
stern	船尾
sternum	胸骨
steroid	ステロイド
stethoscope	聴診器
stew	シチュー
steward	スチュワード
stewardess	スチュワーデス
stewardship	スチュワードシップ
stfu	ステフ
stick	スティック
sticker	ステッカー
sticking	固着する
stickler	スティラー
stickup	上に突き出る
sticky	粘着性の
stiff	堅い
stiffen	強化する
stiffness	剛性
stifle	窒息する
stifled	渋った
stifling	渋滞
stigma	汚名
stile	NO TRANSLATION
stiletto	スティレット
stillbirth	死産
stillborn	胎児
stillness	静止
stillwaiting	NO TRANSLATION
stilts	竹馬
stimulant	刺激
stimulate	刺激する
stimulating	刺激する
stimulation	刺激
stimulus	刺激
sting	刺す
stinger	刺す
stinging	刺す
stingy	刺青
stink	悪臭
stinker	悪臭
stinking	臭い
stinky	臭い
stint	スティント
stipend	奨励
stipulate	規定する
stipulation	規定
stir	攪拌する
stirring	撹拌
stitch	ステッチ
stitching	ステッチング
stock	株式
stockade	貯蔵
stockbroker	株式ブローカー
stockholder	株主
stocking	ストッキング
stockings	ストッキング
stockpile	備蓄
stockroom	ストックルーム
stocks	株式
stoic	ストイック
stole	ストール
stolen	盗まれた
stomach	胃
stomachache	腹痛
stomp	ストンプ
stomped	踏ん張られた
stone	石
stoned	ストーンズ
stonewall	石垣
stoneware	石器
stony	ストーニー
stooge	ストーゴ
stool	スツール
stools	便
stoop	寝る
stoopid	stoopid
stop	やめる
stopover	途中降機
stoppage	停止
stopper	ストッパー
stopping	停止する
stopwatch	ストップウォッチ
storage	ストレージ
store	格納
storefront	店頭
storehouse	倉庫
storeroom	倉庫
storing	保存する
storm	嵐
storming	ストーミング
stormy	嵐
story	ストーリー
storybook	ストーリーブック
storyteller	ストーリーテラー
storytelling	ストーリーテリング
stound	驚いた
stout	スタウト
stove	レンジ
stow	ストウ
stowaway	密売
straddle	ストラドル
straight	まっすぐ
straighten	まっすぐにする
straightforward	簡単
straightway	真っ直ぐな
strain	株
strained	緊張した
strait	海峡
straitjacket	ストライキジャケット
straits	海峡
strand	鎖
stranded	一本鎖
strange	奇妙な
stranger	ストレンジャー
strangle	絞首刑
strangulation	絞殺
strap	ストラップ
strapless	ストラップレス
strapping	縛り
strata	地層
strategic	戦略的
strategist	ストラテジスト
strategy	戦略
stratification	成層
stratosphere	成層圏
stratum	層
stratus	層
straw	ストロー
strawberry	イチゴ
stray	迷い
streak	ストリーク
streaked	縞模様の
stream	ストリーム
streamer	ストリーマー
streaming	ストリーミング
streamline	合理化
street	通り
streetcar	街頭車
streetlight	街路灯
strength	力
strengthen	強化する
strengthening	強化
strenuous	激しい
strep	ストレプ
stress	応力
stressed	強調された
stresses	ストレス
stressfree	NO TRANSLATION
stressful	ストレス
stressin	NO TRANSLATION
stressing	強調
stressrelief	NO TRANSLATION
stretch	ストレッチ
stretcher	ストレッチャー
stricken	殴られた
strict	厳格な
stride	ストライド
strife	闘争
strike	ストライク
strikeout	三振
striker	ストライカー
striking	印象的な
strikingly	印象的
string	文字列
strings	文字列
stringy	文字通り
strip	ストリップ
stripe	ストライプ
striped	ストライプ
stripped	ストリップされた
stripper	ストリッパー
striptease	ストリップ
strive	努力する
strobe	ストロボ
stroke	ストローク
stroll	散歩
stroller	ベビーカー
strolling	散策
strong	強い
stronghold	要塞
strongly	強く
structural	構造的
structure	構造
strudel	シュトゥルデル
struggle	闘争
strut	ストラット
stub	スタブ
stubbed	スタブされた
stubble	すぼめる
stubborn	頑固な
stubbornness	頑固
stubby	一気に
stucco	スタッコ
stuck	立ち往生
stuckup	NO TRANSLATION
stud	スタッド
studded	飾られた
student	学生
studied	研究した
studio	スタジオ
study	調査
stuff	もの
stuffed animal	動物のぬいぐるみ
stuffing	詰め物
stuffy	ぬるい
stumble	つまずく
stump	切り株
stumped	切り詰められた
stun	気絶する
stunned	唖然
stunner	卑劣な
stunning	見事な
stunt	スタント
stunted	減速した
stuntman	スタントマン
stupefaction	不本意
stupefy	愚かな
stupendous	大変
stupid	愚か
stupidity	愚かな
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	馬鹿
sturdy	頑丈
sturgeon	チョウザメ
stutter	吃音
sty	スティー
style	スタイル
styling	スタイリング
stylish	スタイリッシュ
stylist	スタイリスト
suave	おしゃべりする
sub	サブ
subatomic	亜原子
subcommittee	小委員会
subconscious	潜在意識
subcutaneous	皮下
subdivide	細分する
subdivision	細分
subduction	沈み込み
subdue	征服する
subdued	抑圧された
subdural	硬膜下の
subito	NO TRANSLATION
subject	主題
subjected	被害者
subjection	服従
subjective	主観的
subjugation	征服
sublet	サブレット
sublevel	サブレベル
sublimation	昇華
sublime	昇華する
subliminal	潜在的
submarine	潜水艦
submerge	水没
submerged	水没した
submersible	水中
submission	提出
submissive	従順な
submit	提出する
submitting	提出する
subordinate	下位
subordination	従属
subplot	サブプロット
subpoena	召喚
subscribe	申し込む
subscriber	加入者
subscription	購読
subsequence	サブシーケンス
subsequent	その後の
subsequently	続いて
subservient	従順な
subset	サブセット
subside	沈む
subsidence	沈下
subsidiary	子会社
subsidize	助成する
subsidy	補助金
subsist	生存者
subsistence	生存
subsoil	下層
subspace	部分空間
substance	物質
substandard	標準以下
substantial	実質的な
substantially	実質的に
substantiate	具体化する
substantive	実質的な
substation	変電所
substitute	代替
substituted	置換された
substitution	置換
substructure	下部構造
subterranean	地下の
subtext	サブテキスト
subtitle	字幕
subtle	微妙
subtlety	微妙
subtract	減算
subtraction	減算
subtype	サブタイプ
suburb	郊外
suburban	郊外
suburbia	郊外
suburbs	郊外
subversion	転覆
subversive	破壊的な
subvert	破壊する
subway	地下鉄
succeed	成功する
succeeding	成功する
success	成功
successful	成功した
succession	継承
successive	連続する
successor	後継
succinct	簡潔な
succubus	サキュバス
succulent	多肉植物
succumb	負ける
suck	吸う
sucker	吸盤
sucking	吸う
suckling	授乳中
sucks	吸う
suction	吸引
sudden	突然
suddenly	突然
suds	泡
sue	訴える
suede	スエード
suffer	苦しむ
sufferer	苦しむ人
suffering	苦しみ
suffice	十分な
sufficiency	十分
sufficient	十分
sufficiently	十分に
suffix	サフィックス
suffocate	窒息する
suffocating	窒息する
suffocation	窒息
sugar	シュガー
suggest	提案する
suggestion	提案
suggestive	示唆的な
suicidal	自殺
suicide	自殺
suicidebombing	NO TRANSLATION
suit	スーツ
suitable	適切な
suitcase	スーツケース
suite	スイート
suitor	拘留者
sulfate	硫酸塩
sulfur	硫黄
sulk	サルク
sullen	サレン
sully	スルー
sulphur	硫黄
sultan	スルタン
sultry	蒸し暑い
sum	和
summarily	一言
summarize	要約する
summary	概要
summation	総和
summer	夏
summerhouse	サマーハウス
summertime	夏時間
summit	サミット
summon	召喚
summons	召喚
sumo	相撲
sump	排水
sumptuous	豪華
sun	太陽
sunbeam	サンビーム
sunburn	日焼け
sundae	サンデー
sunday	日曜日
sundial	日時計
sundown	日没
sundry	雑貨
sunflower	ヒマワリ
sunglass	サングラス
sunglasses	サングラス
sunk	沈んだ
sunken	沈んだ
sunless	日暮れの
sunlight	太陽光
sunny	晴れた
sunrise	日の出
sunroof	サンルーフ
sunscreen	日焼け止め
sunset	日没
sunshine	日光
suntan	サンタン
sunup	日焼け
sup	サポート
super	スーパー
superannuation	退職年金
superb	素晴らしいです
superficial	面白い
superfluous	余分な
superhero	スーパーヒーロー
superhuman	超人
superimposed	重ね合わされた
superintendent	監督
superior	優れました
superiority	優位
superlative	最上級
