Word	kn
truth	ಸತ್ಯ
truthful	ಸತ್ಯವಾದ
truthfulness	ಸತ್ಯತೆ
try	ಪ್ರಯತ್ನಿಸಿ
tryout	ಪ್ರಯತ್ನ ಮಾಡು
tryouts	ಪ್ರಯತ್ನಗಳು
tsunami	ಸುನಾಮಿ
tub	ಟಬ್
tuba	ತುಬಾ
tubby	ಟಬ್ಬಿ
tube	ಕೊಳವೆ
tuberculosis	ಕ್ಷಯರೋಗ
tubing	ಕೊಳವೆಗಳು
tubular	ಕೊಳವೆಯಾಕಾರದ
tubule	ಕೊಳವೆ
tuck	ಟಕ್
tucker	ಟಕರ್
tuesday	ಮಂಗಳವಾರ
tufted	ಕೊಳೆತ
tug	ಟಗ್
tugboat	ಟಗ್ಬೋಟ್
tuition	ಶಿಕ್ಷಣ
tulip	ಟುಲಿಪ್
tumble	ಮುಗ್ಗರಿಸು
tumbler	NO TRANSLATION
tumbleweed	ಮುಗ್ಗರಿಸು
tummy	tummy
tumor	ಗೆಡ್ಡೆ
tumour	ಗೆಡ್ಡೆ
tumult	ಗೊಂದಲ
tumultuous	ಪ್ರಕ್ಷುಬ್ಧ
tun	NO TRANSLATION
tuna	ಟ್ಯೂನ ಮೀನು
tunable	ಹೊಂದಿಸಬಲ್ಲದು
tune	ಟ್ಯೂನ್
tunic	ಟ್ಯೂನಿಕ್
tuning	ಶ್ರುತಿ
tunnel	ಸುರಂಗ
turban	ತಲೆಬುರುಡೆ
turbidity	ಗೊಂದಲ
turbine	ಟರ್ಬೈನ್
turbo	ಟರ್ಬೊ
turbulence	ಪ್ರಕ್ಷುಬ್ಧತೆ
turbulent	ಪ್ರಕ್ಷುಬ್ಧತೆ
turd	turd
turf	ಟರ್ಫ್
turkey	ಟರ್ಕಿ
turmeric	ಅರಿಶಿನ
turmoil	ಸಂಕ್ಷೋಭೆ
turn	ತಿರುಗಿ
turnaround	ತಿರುಗಿ
turned	ತಿರುಗಿತು
turning	ತಿರುಗಿ
turnip	ಟರ್ನಿಪ್
turnkey	ಟರ್ನ್ಕೀ
turnoff	NO TRANSLATION
turnout	ಮತದಾನ
turnover	ವಹಿವಾಟು
turnpike	ಟರ್ನ್ಪೈಕ್
turntable	ಟರ್ನ್ಟೇಬಲ್
turpentine	ಟರ್ಪಂಟೈನ್
turquoise	ವೈಡೂರ್ಯ
turret	ತಿರುಗು ಗೋಪುರದ
turtle	ಆಮೆ
turtleneck	ಆಮೆ
tussle	ಮುಷ್ಕರ
tutelage	ರಕ್ಷಣೆ
tutor	ಬೋಧಕ
tutoring	ಪಾಠ
tutu	ಟುಟು
tux	ಟಿಯುಕ್ಸ್
tuxedo	ಟುಕ್ಸೆಡೊ
tv	ಟಿವಿ
twain	ಇಬ್ಬರು
twat	twat
twats	twats
tweak	ತಿರುಚಬಹುದು
tweed	ಟ್ವೀಡ್
tweet	ಟ್ವೀಟ್
tweezers	ಚಿಮುಟಗಳು
twelfth	ಹನ್ನೆರಡನೆಯದು
twelve	ಹನ್ನೆರಡು
twentieth	ಇಪ್ಪತ್ತನೇ
twenty	ಇಪ್ಪತ್ತು
twerp	twerp
twig	ರೆಂಬೆ
twilight	ಟ್ವಿಲೈಟ್
twill	twill
twin	ಅವಳಿ
twine	ಹುರಿಮಾಡಿದ
twinge	twinge
twinkle	ಟ್ವಿಂಕಲ್
twins	ಅವಳಿ
twirl	ಟ್ವಿರ್ಲರ್
twist	ಟ್ವಿಸ್ಟ್
twisted	ತಿರುಚಿದ
twister	ಟ್ವಿಸ್ಟರ್
twit	twit
twitch	ಸೆಳೆಯು
twitching	ಸೆಳೆತ
twitchy	twitchy
two	ಎರಡು
two step	ಎರಡು ಹಂತ
twofaced	NO TRANSLATION
twofold	ಎರಡು ಪಟ್ಟು
twosome	ಎರಡು ಪದರಗಳು
tycoon	ಉದ್ಯಮಿ
tyke	ಟೈಕ್
type	ಮಾದರಿ
typewriter	ಬೆರಳಚ್ಚು ಯಂತ್ರ
typhoid	ಟೈಫಾಯಿಡ್
typhoon	ಟೈಫೂನ್
typical	ವಿಶಿಷ್ಟ
typically	ವಿಶಿಷ್ಟವಾಗಿ
typist	ಮುದ್ರಕ
typo	ಮುದ್ರಣದೋಷ
typography	ಮುದ್ರಣಕಲೆ
tyrannical	ದಬ್ಬಾಳಿಕೆಯ
tyranny	ದಬ್ಬಾಳಿಕೆ
tyrant	ಕ್ರೂರ
tyre	ಟೈರ್
ubiquitous	ಸರ್ವತ್ರ
ubiquity	ಸರ್ವತ್ರ
ugliness	ವಿಕಾರತೆ
ugly	ಕೊಳಕು
uhoh	NO TRANSLATION
ukulele	ಯುಕುಲೇಲಿ
ulcer	ಹುಣ್ಣು
ulterior	ದುರ್ಬಲ
ultimate	ಅಂತಿಮ
ultimately	ಅಂತಿಮವಾಗಿ
ultimatum	ಅಲ್ಟಿಮೇಟಮ್
ultimo	NO TRANSLATION
ultrasound	ಅಲ್ಟ್ರಾಸೌಂಡ್
ultraviolet	ನೇರಳಾತೀತ
umbilical	ಹೊಕ್ಕುಳಿನ
umbra	ಛತ್ರಿ
umbrella	ಛತ್ರಿ
umpire	ಅಂಪೈರ್
umpteen	ಹತ್ತಾರು
unabashed	ನಾಚಿಕೆಯಿಲ್ಲ
unabated	ಅಸಂಘಟಿತ
unable	ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ
unacceptable	ಸ್ವೀಕಾರಾರ್ಹವಲ್ಲ
unaccompanied	ಒಂಟಿಯಾಗಿಲ್ಲ
unaccountable	ಊಹಿಸಲಾಗದ
unaccounted	ಲೆಕ್ಕಿಸದ
unacknowledged	ಗುರುತಿಸಲಾಗದ
unadulterated	ಅಸಮರ್ಪಕ
unaffected	ಬಾಧಿಸುವುದಿಲ್ಲ
unafraid	ನಿರ್ಭಯ
unaided	ಅನುದಾನರಹಿತ
unaltered	ಬದಲಾಗಿಲ್ಲ
unambiguous	ನಿಸ್ಸಂಶಯವಾಗಿ
unanimity	ಒಮ್ಮತ
unanimous	ಅವಿರೋಧ
unanimously	ಏಕಾಂಗಿಯಾಗಿ
unannounced	ಅಘೋಷಿತ
unanswered	ಉತ್ತರಿಸಲಾಗುವುದಿಲ್ಲ
unanticipated	ನಿರೀಕ್ಷಿತ
unappreciated	ಅಸಮಂಜಸ
unapproved	ಅನುಮೋದನೆ ಇಲ್ಲ
unarmed	ನಿಶ್ಶಸ್ತ್ರ
unassisted	ವಿರೋಧಿಸದ
unassuming	ವಿನೀತ
unattached	ಸಂಬಂಧಿಸದ
unattainable	ಸಾಧಿಸಲಾಗದ
unattended	ಯಾರೂ ಇಲ್ಲ
unattractive	ಸುಂದರವಲ್ಲದ
unauthorized	ಅನಧಿಕೃತ
unavailable	ಲಭ್ಯವಿಲ್ಲ
unavoidable	ತಪ್ಪಿಸಿಕೊಳ್ಳಲಾಗದ
unaware	ಅರಿವಿಲ್ಲ
unbalanced	ಅಸಮತೋಲನ
unbearable	ಅಸಹನೀಯ
unbeatable	ಅಜೇಯ
unbeaten	ಅಜೇಯ
unbecoming	ಅನಗತ್ಯ
unbelief	ಅಪನಂಬಿಕೆ
unbelievable	ನಂಬಲಾಗದ
unbiased	ಪಕ್ಷಪಾತವಿಲ್ಲದ
unborn	ಹುಟ್ಟುವ
unbound	ಅನ್ಬೌಂಡ್
unbounded	ಅನ್ಬೌಂಡ್
unbreakable	ಮುರಿಯಲಾಗದ
unbridled	ಕಡಿವಾಣವಿಲ್ಲದ
unbroken	ಮುರಿಯದ
unbutton	ಅನ್ಬಟನ್
uncalled	ಅನೂರ್ಜಿತ
uncanny	ವಿಲಕ್ಷಣ
uncaring	ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು
uncensured	NO TRANSLATION
uncertain	ಅನಿಶ್ಚಿತ
uncertainty	ಅನಿಶ್ಚಿತತೆ
unchallenged	ಅನಪೇಕ್ಷಿತ
unchangeable	ಬದಲಾಯಿಸಲಾಗದ
unchanged	ಬದಲಾಗಿಲ್ಲ
uncharted	ಗುರುತು ಹಾಕದ
uncherished	NO TRANSLATION
uncivilized	ಅನೈಚ್ಛಿಕ
unclaimed	ಹಕ್ಕುಸ್ವಾಮ್ಯವಿಲ್ಲ
uncle	ಚಿಕ್ಕಪ್ಪ
unclean	ಅಶುದ್ಧ
unclear	ಅಸ್ಪಷ್ಟವಾಗಿದೆ
uncomfortable	ಅನಾನುಕೂಲ
uncommon	ಅಸಾಮಾನ್ಯ
uncommonly	ಅಸಾಮಾನ್ಯವಾಗಿ
uncomplicated	ಜಟಿಲಗೊಂಡಿಲ್ಲ
uncompromising	ರಾಜಿಯಾಗದ
unconcerned	ಮನಸ್ಸಿಲ್ಲದ
unconditional	ಬೇಷರತ್ತಾದ
unconfirmed	ದೃಢೀಕರಿಸದ
unconnected	ಸಂಬಂಧವಿಲ್ಲ
unconscionable	ಅಸಂಯಮ
unconscious	ಸುಪ್ತತೆ
unconsciousness	ಸುಪ್ತತೆ
unconstitutional	ಅಸಂವಿಧಾನಿಕ
unconstrained	ಅನಿಯಂತ್ರಿತ
uncontested	ವಿರೋಧಿಸದ
uncontrollable	ಅನಿಯಂತ್ರಿತ
uncontrolled	ಅನಿಯಂತ್ರಿತ
unconventional	ಅಸಾಂಪ್ರದಾಯಿಕ
unconvinced	ಒಪ್ಪದ
unconvincing	ಮನಸ್ಸಿಲ್ಲದ
uncooked	ಬೇಯಿಸದ
uncooperative	ಅಸಮರ್ಥನೀಯ
uncorrelated	ಅಸಂಸ್ಕೃತ
uncouth	ಒರಟು
uncover	ಬಹಿರಂಗಪಡಿಸಲು
uncritical	ನಿರ್ಣಾಯಕ
uncut	ಕತ್ತರಿಸದ
undead	ಶವಗಳ
undecided	ತೀರ್ಮಾನವಾಗಿಲ್ಲ
undefeated	ಅಜೇಯ
undefined	ಸ್ಪಷ್ಟೀಕರಿಸದ
undeniable	ನಿರಾಕರಿಸಲಾಗದ
underage	ವಯಸ್ಸಾದವರು
underbelly	ದುರ್ಬಲತೆ
undercover	ರಹಸ್ಯವಾಗಿ
undercurrent	ಅಂಡರ್ಕ್ರೆಂಟ್
underdog	ದುರ್ಬಲ
underestimate	ಕಡಿಮೆ
undergo	ಒಳಗಾಗಬೇಕು
undergraduate	ಪದವಿಪೂರ್ವ
underground	ಭೂಗತ
underhanded	ಅಂಡರ್ಡೇಡ್
underlay	ಅಂಡರ್ಲೇ
underlie	ಅಂಡರ್ಲೀ
underline	ಅಂಡರ್ಲೈನ್
underlying	ಆಧಾರವಾಗಿರುವ
undermine	ಹಾಳುಮಾಡು
undermined	ದುರ್ಬಲವಾಗಿದೆ
underneath	ಕೆಳಗೆ
underpaid	ಕಡಿಮೆ ಪಾವತಿಯಾಗಿದೆ
underpants	ಒಳ ಉಡುಪುಗಳು
underprivileged	ದುಬಾರಿ
underrated	ಅಂಡರ್ರೇಟೆಡ್
underscore	ಅಂಡರ್ಸ್ಕೋರ್
undersea	ಸಾಗರದೊಳಗಿನ
undersecretary	ಅಂಡರ್ ಸೆಕ್ರೆಟರಿ
undersized	undersized
understaffed	ಕಡಿಮೆಯಾಯಿತು
understand	ಅರ್ಥಮಾಡಿಕೊಳ್ಳಿ
understandable	ಅರ್ಥವಾಗುವ
understanding	ತಿಳುವಳಿಕೆ
understatement	ತಗ್ಗಿಸುವಿಕೆ
understood	ಅರ್ಥ
understudy	ತಿಳಿದುಬಂದಿದೆ
undertake	ಕೈಗೊಳ್ಳುವುದು
undertaker	ಅಂಡರ್ಟೇಕರ್
undertaking	ಅಂಡರ್ಟೇಕಿಂಗ್
undertow	ಅಂಡರ್ಟೋವ್
underwear	ಒಳ ಉಡುಪು
underwood	ಅಂಡರ್ವುಡ್
underworld	ಭೂಗತ
underwrite	ಅಂಡರ್ರೈಟ್
underwriter	ಅಂಡರ್ರೈಟರ್
undeserved	ಅನರ್ಹ
undesirable	ಅನಪೇಕ್ಷಿತ
undesired	ಅನಪೇಕ್ಷಿತ
undetectable	ಕಂಡುಹಿಡಿಯಲಾಗದ
undetected	ಕಂಡುಹಿಡಿಯದ
undetermined	ನಿರ್ಣಯಿಸದ
undeveloped	ಅಭಿವೃದ್ಧಿಯಾಗದ
undignified	ಅಸಮರ್ಥನೀಯ
undirected	ಅಸ್ಪಷ್ಟವಾಗಿದೆ
undisclosed	ಬಹಿರಂಗಪಡಿಸದ
undiscovered	ಪತ್ತೆಯಾಗಿಲ್ಲ
undisputed	ನಿರ್ವಿವಾದ
undisturbed	ತೊಂದರೆಗೊಳಗಾಗಿಲ್ಲ
undivided	ಅವಿಭಜಿತ
undo	ರದ್ದುಗೊಳಿಸಿ
undoing	ರದ್ದುಗೊಳಿಸುವಿಕೆ
undoubted	ನಿಸ್ಸಂದೇಹವಾಗಿ
undress	ವಿವಸ್ತ್ರಗೊಳ್ಳು
undressed	ವಿವರಿಸಲಾಗದ
undue	ಅನಪೇಕ್ಷಿತ
undying	ಅಂತ್ಯವಿಲ್ಲದ
unearned	ತಿಳಿಯದ
unearth	ಅನ್ಅರ್ಥ
uneasiness	ಅಸಮಾಧಾನ
uneasy	ಅಹಿತಕರ
uneducated	ಅಶಿಕ್ಷಿತ
unemployed	ನಿರುದ್ಯೋಗಿ
unemployment	ನಿರುದ್ಯೋಗ
unencumbered	ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು
unending	ಕೊನೆಯಿಲ್ಲದ
unequal	ಅಸಮಾನ
unequalled	ಅಸಮವಾದ
unequivocal	ನಿಸ್ಸಂದಿಗ್ಧವಾಗಿ
unequivocally	ನಿಸ್ಸಂದಿಗ್ಧವಾಗಿ
unethical	ಅನೈತಿಕ
uneven	ಅಸಮ
uneventful	ಅನಿವಾರ್ಯ
unexpected	ಅನಿರೀಕ್ಷಿತ
unexpectedly	ಅನಿರೀಕ್ಷಿತವಾಗಿ
unexplainable	ವಿವರಿಸಲಾಗದ
unexplained	ವಿವರಿಸಲಾಗದ
unexplored	ಪರೀಕ್ಷಿಸದ
unfailing	ವಿಫಲವಾಗಿದೆ
unfair	ಅನ್ಯಾಯದ
unfairness	ಅನ್ಯಾಯ
unfaithful	ವಿಶ್ವಾಸದ್ರೋಹಿ
unfamiliar	ಪರಿಚಯವಿಲ್ಲದ
unfavorable	ಅಹಿತಕರ
unfeeling	ಅಸಹ್ಯ
unfettered	ಅನಿಯಂತ್ರಿತ
unfinished	ಅಪೂರ್ಣ
unfit	ಅನರ್ಹ
unflinching	ಹಿಂಜರಿಯದ
unfold	ಬಯಲಾಗಲು
unfollow	ಅನುಸರಿಸಬೇಡಿ
unforeseen	ಅನಿರೀಕ್ಷಿತ
unforgettable	ಮರೆಯಲಾಗದ
unforgivable	ಕ್ಷಮಿಸದ
unforgiving	ಕ್ಷಮಿಸದ
unfortunate	ದುರದೃಷ್ಟಕರ
unfortunately	ದುರದೃಷ್ಟವಶಾತ್
unfounded	ಆಧಾರವಿಲ್ಲದ
unfreeze	ಮುಕ್ತಗೊಳಿಸು
unfriendly	ಸ್ನೇಹಪರ
unfulfilled	ಅತೃಪ್ತ
unfurnished	ಒದಗಿಸದ
unglued	ಸುರುಳಿಯಾಗಿರುವುದಿಲ್ಲ
ungodly	ಅನಾಚಾರದ
ungrateful	ಕೃತಜ್ಞತೆಯಿಲ್ಲ
unguarded	ರಕ್ಷಿಸದ
unhand	NO TRANSLATION
unhappiness	ಅಸಮಾಧಾನ
unhappy	ಅತೃಪ್ತಿ
unharmed	ಹಾನಿಗೊಳಗಾಗುವುದಿಲ್ಲ
unhealthy	ಅನಾರೋಗ್ಯಕರ
unheard	ಕೇಳದೆ
unhelpful	ಸಹಾಯವಿಲ್ಲದ
unhindered	ಅಡ್ಡಿಪಡಿಸದ
unholy	ಅಪವಿತ್ರ
unhook	ಅದೃಷ್ಟವಶಾತ್
unicorn	ಯುನಿಕಾರ್ನ್
unidentified	ಗುರುತಿಸಲಾಗದ
unification	ಏಕೀಕರಣ
unified	ಏಕೀಕೃತ
uniform	ಸಮವಸ್ತ್ರ
uniformed	ಏಕರೂಪದ
uniformity	ಏಕರೂಪತೆ
uniformly	ಏಕರೂಪವಾಗಿ
unimaginable	ಊಹಾತೀತ
unimpeachable	ಅನಿರ್ದಿಷ್ಟ
unimpeached	ಹೇಳುವುದಿಲ್ಲ
unimportant	ಮುಖ್ಯವಲ್ಲ
unimpressed	ಅಶಕ್ತಗೊಂಡಿದೆ
unimproved	ರುಜುಮಾಡದ
uninfected	ಸೋಂಕಿತ
uninformed	ತಿಳಿಯದ
uninhabited	ವಾಸಯೋಗ್ಯವಲ್ಲ
uninitiated	ಅನನುಭವಿ
uninspired	ನೀರಸ
unintelligible	ಗ್ರಹಿಸಲಾಗದ
unintended	ಅನಪೇಕ್ಷಿತ
unintentional	ಅನುದ್ದೇಶಿತ
unintentionally	ಉದ್ದೇಶಪೂರ್ವಕವಾಗಿ
uninterested	ಆಸಕ್ತಿರಹಿತ
uninteresting	ಆಸಕ್ತಿರಹಿತ
uninterrupted	ತಡೆರಹಿತ
uninvited	ಆಹ್ವಾನಿಸದ
union	ಒಕ್ಕೂಟ
unique	ಅನನ್ಯ
unisex	ಒಂದೇಲಿಂಗದ
unison	ಸಾಮರಸ್ಯ
unit	ಘಟಕ
unitary	ಏಕೀಕೃತ
unite	ಒಂದುಗೂಡಿಸು
united	ಯುನೈಟೆಡ್
unity	ಏಕತೆ
universal	ಸಾರ್ವತ್ರಿಕ
universality	ಸಾರ್ವತ್ರಿಕತೆ
universe	ಬ್ರಹ್ಮಾಂಡ
university	ವಿಶ್ವವಿದ್ಯಾಲಯ
unjust	ಅನ್ಯಾಯದ
unjustifiable	ಅಸಮರ್ಥನೀಯ
unjustified	ಅನ್ಯಾಯದ
unkind	ನಿರ್ದಯ
unknowable	ತಿಳಿದಿಲ್ಲ
unknown	ಅಜ್ಞಾತ
unlawful	ಕಾನೂನುಬಾಹಿರ
unleash	ಸಡಿಲಿಸು
unlicensed	ಪರವಾನಗಿ ಇಲ್ಲ
unlike	ಭಿನ್ನವಾಗಿ
unlikely	ಅಸಂಭವ
unlimited	ಅನಿಯಮಿತ
unlisted	ಪಟ್ಟಿಮಾಡದ
unload	ಇಳಿಸು
unloaded	ಕೆಳಗಿಳಿಸಲಾಯಿತು
unlock	ಅನ್ಲಾಕ್ ಮಾಡಿ
unlucky	ದುರದೃಷ್ಟಕರ
unmanageable	ನಿಯಂತ್ರಿಸಲಾಗದ
unmanned	ಮಾನವರಹಿತ
unmarked	ಗುರುತಿಸಲಾಗಿಲ್ಲ
unmarried	ಅವಿವಾಹಿತರು
unmask	ಅನ್ಮಾಸ್ಕ್
unmatched	ಸಾಟಿಯಿಲ್ಲದ
unmistakable	ಸ್ಪಷ್ಟವಾಗಿಲ್ಲ
unmitigated	ಅಸಮಂಜಸವಾಗಿದೆ
unmoved	ಇಷ್ಟವಿಲ್ಲದಿದ್ದರೂ
unnamed	ಹೆಸರಿಸದ
unnatural	ಅಸ್ವಾಭಾವಿಕ
unnecessary	ಅನಗತ್ಯ
unneeded	ಅನಾವಶ್ಯಕ
unnoticed	ಗಮನಿಸಲಿಲ್ಲ
unnumbered	ಲೆಕ್ಕವಿಲ್ಲದಷ್ಟು
unobserved	ಗಮನಿಸದ
unobstructed	ಅಡ್ಡಿಪಡಿಸದ
unobtrusive	ಒಡ್ಡದ
unoccupied	ತಪ್ಪಿಲ್ಲ
unofficial	ಅನಧಿಕೃತ
unopened	ತೆರೆಯದ
unopposed	ಒಂಟಿಯಾಗಿಲ್ಲ
unordered	ಬದಲಾಯಿಸದ
unorganised	ಅಸಂಘಟಿತ
unorganized	ಅಸಂಘಟಿತ
unorthodox	ಅಸಾಂಪ್ರದಾಯಿಕ
unpack	ಅನ್ಪ್ಯಾಕ್
unpaid	ಪಾವತಿಸದ
unparalleled	ಸಾಟಿಯಿಲ್ಲದ
unpleasant	ಅಹಿತಕರ
unpleasantness	ಅಹಿತಕರ
unplug	ಅಡಚಣೆ ತೆಗೆ
unplugged	ಅನ್ಪ್ಲಗ್ಡ್
unpopular	ಜನಪ್ರಿಯವಲ್ಲದ
unprecedented	ಅಭೂತಪೂರ್ವ
unpredictable	ಅನಿರೀಕ್ಷಿತ
unprepared	ಸಿದ್ಧವಿಲ್ಲದ
unpretentious	ಆಡಂಬರವಿಲ್ಲದ
unproductive	ಅನುತ್ಪಾದಕ
unprofessional	ವೃತ್ತಿಪರರಲ್ಲದವರು
unprofitable	ಲಾಭದಾಯಕವಲ್ಲದ
unprotected	ಅಸುರಕ್ಷಿತ
unproven	ಪ್ರಮಾಣೀಕರಿಸದ
unprovoked	ಪ್ರಚೋದಿಸದ
unpublished	ಅಪ್ರಕಟಿತ
unpunished	ಶಿಕ್ಷಿಸದ
unqualified	ಅನರ್ಹ
unquestionable	ಪ್ರಶ್ನಾರ್ಹವಲ್ಲ
unquestionably	ಪ್ರಶ್ನಾತೀತವಾಗಿ
unquestioned	ಪ್ರಶ್ನಿಸದ
unquote	ಕೊರತೆ
unravel	ಗೋಜುಬಿಡಿಸು
unreachable	ತಲುಪಲಾಗುವುದಿಲ್ಲ
unread	ಓದಿಲ್ಲ
unreal	ಅವಾಸ್ತವ
unrealistic	ಅವಾಸ್ತವಿಕ
unreasonable	ಅವಿವೇಕದ
unrecorded	ದಾಖಲಾಗಿಲ್ಲ
unregistered	ನೋಂದಾಯಿಸದ
unregulated	ಅನಿಯಂತ್ರಿತ
unrelated	ಸಂಬಂಧವಿಲ್ಲದ
unrelenting	ಮನಸ್ಸಿಲ್ಲದ
unreliable	ವಿಶ್ವಾಸಾರ್ಹವಲ್ಲ
unremarkable	ಗುರುತಿಸಲಾಗದ
unrepentant	ಪಶ್ಚಾತ್ತಾಪವಿಲ್ಲ
unrequited	ಅವಿಧೇಯ
unresolved	ಬಗೆಹರಿಸಲಾಗಲಿಲ್ಲ
unresponsive	ಪ್ರತಿಕ್ರಿಯಿಸದ
unrest	ಅಶಾಂತಿ
unrestrained	ನಿಯಂತ್ರಿಸದ
unrestricted	ಅನಿಯಂತ್ರಿತ
unromantic	ಅರೋಮ್ಯಾಂಟಿಕ್
unruly	ಅಶಿಸ್ತಿನ
unsafe	ಅಸುರಕ್ಷಿತ
unsanitary	ಅನಾರೋಗ್ಯಕರ
unsatisfactory	ಅತೃಪ್ತಿಕರ
unsatisfied	ಅತೃಪ್ತಿ
unsavory	ಅಹಿತಕರ
unscathed	ಪಾರಾಗಲು
unscheduled	ಅಂದಾಜು ಮಾಡಲಾಗಿಲ್ಲ
unscientific	ಅವೈಜ್ಞಾನಿಕ
unscrew	ತಿರುಗಿಸದ
unscrupulous	ನಿರ್ಲಜ್ಜ
unseat	ಬಿಟ್ಟುಬಿಡು
unseen	ಕಾಣದ
unselfish	ನಿಸ್ವಾರ್ಥ
unsettled	ಸರಿಪಡಿಸಲಾಗದ
unsightly	ಅಸಹ್ಯವಾದ
unsolicited	ಅಪೇಕ್ಷಿಸದ
unsolved	ಬಗೆಹರಿಸಲಾಗದ
unsophisticated	ಅಸಂಸ್ಕೃತ
unsound	ಅಸಮ
unspeakable	ಅನಿರ್ವಚನೀಯ
unspecified	ಅನಿರ್ದಿಷ್ಟ
unspoken	ಮಾತನಾಡದ
unstable	ಅಸ್ಥಿರ
unsteady	ಅಸ್ಥಿರ
unstoppable	ನಿರೋಧಿಸಲಾಗದ
unsuccessful	ವಿಫಲವಾಗಿದೆ
unsuitable	ಸೂಕ್ತವಲ್ಲ
unsung	ಬೇಯಿಸದ
unsupervised	ಮೇಲ್ವಿಚಾರಣೆ ಮಾಡಲಾಗುವುದಿಲ್ಲ
unsupported	ಬೆಂಬಲವಿಲ್ಲ
unsure	ಖಚಿತವಾಗಿಲ್ಲ
unsurpassed	ಮೀರದ
unsuspecting	ಸಂದೇಹಾಸ್ಪದ
unsustainable	ಸಮರ್ಥನೀಯ
unsweetened	ಸಿಹಿಗೊಳಿಸದ
unsympathetic	ಅನುಕಂಪವಿಲ್ಲದ
untamed	ಹೆಸರಿಸದ
untenable	ಅಸಮರ್ಥನೀಯ
untested	ಪರೀಕ್ಷಿಸಲಾಗಿಲ್ಲ
unthinkable	ಯೋಚಿಸಲಾಗದ
untidy	ಅವ್ಯವಸ್ಥೆ
untie	ಬಿಚ್ಚು
untimely	ಅಕಾಲಿಕವಾಗಿ
untitled	ಹೆಸರಿಸದ
untold	ಅನ್ಟೋಲ್ಡ್
untouchable	ಅಸ್ಪೃಶ್ಯ
untouched	ಒಳಪಡದ
untoward	ಅಸಹ್ಯ
untraceable	ಪತ್ತೆಹಚ್ಚಲಾಗದ
untrained	ತರಬೇತಿ ಪಡೆಯದವರು
untranslated	ಭಾಷಾಂತರಿಸದ
untroubled	ಪ್ರಕ್ಷುಬ್ಧತೆ
untrue	ಸುಳ್ಳು
untrustworthy	ವಿಶ್ವಾಸಾರ್ಹವಲ್ಲ
unturned	ಅನೂರ್ಜಿತಗೊಳಿಸಲಾಗಿಲ್ಲ
unused	ಬಳಕೆಯಾಗದ
unusual	ಅಸಾಮಾನ್ಯ
unusually	ಅಸಾಧಾರಣವಾಗಿ
unutterable	ಅನಪೇಕ್ಷಿತ
unveil	ಅನಾವರಣಗೊಳಿಸು
unveiling	ಅನಾವರಣಗೊಳಿಸುವುದು
unverified	ಪರಿಶೀಲಿಸದ
unwanted	ಅನಗತ್ಯ
unwarranted	ಅನಧಿಕೃತ
unwary	ಅಜಾಗರೂಕ
unwashed	ತೊಳೆಯದ
unwavering	ಅಲ್ಲಾಡದ
unwed	ಬೇಡದ
unwelcome	ಇಷ್ಟವಿಲ್ಲದ
unwell	ಅಸ್ವಸ್ಥ
unwilling	ಇಷ್ಟವಿಲ್ಲದ
unwillingly	ಇಷ್ಟವಿಲ್ಲದೆ
unwillingness	ಮನಸ್ಸಿಲ್ಲದಿರುವುದು
unwind	ಬಿಚ್ಚುವ
unwise	ಅವಿವೇಕದ
unwitting	ಅರಿಯದ
unwittingly	ತಿಳಿಯದೆ
unworthy	ಅನರ್ಹ
unwrap	ಅಡಚಣೆ ತೆಗೆ
unwritten	ಅಲಿಖಿತ
unyielding	ನಿಷ್ಕಳಂಕ
unzip	ಕುಗ್ಗಿಸು
upbeat	ಲವಲವಿಕೆಯ
upbringing	ಅಪ್ಬ್ರೈನಿಂಗ್
upcoming	ಮುಂಬರುವ
update	ಅಪ್ಡೇಟ್
upgrade	ಅಪ್ಗ್ರೇಡ್ ಮಾಡಿ
upheaval	ದಂಗೆ
uphill	ಹತ್ತುವಿಕೆ
uphold	ಎತ್ತಿಹಿಡಿಯಲು
upholstery	ಸಜ್ಜು
upkeep	ಸಂರಕ್ಷಣೆ
upland	ಅಪ್ಲ್ಯಾಂಡ್
uplands	ಎತ್ತರದ ಪ್ರದೇಶಗಳು
uplift	ಉನ್ನತಿ
uplifting	ಉನ್ನತಿಗೇರಿಸುವಿಕೆ
uplink	ಅಪ್ಲಿಂಕ್
upload	ಅಪ್ಲೋಡ್ ಮಾಡಿ
upper	ಮೇಲ್ಭಾಗ
uppercut	ಮೇಲಿನ ಕಾಯಿ
uppity	ಉನ್ನತಿ
upright	ನೇರವಾಗಿ
uprising	ದಂಗೆ
uproar	ಕೋಲಾಹಲವು
upscale	ದುಬಾರಿ
upset	ಅಸಮಾಧಾನ
upshot	ಅಪ್ಶಾಟ್
upstairs	ಮೇಲಿನಿಂದ
upstanding	ಮೇಲಕ್ಕೇರಿತು
upstart	ಅಪ್ಸ್ಟಾರ್ಟ್
uptight	ಅಪ್ಟೈಟ್
upward	ಮೇಲಕ್ಕೆ
upwards	ಮೇಲಕ್ಕೆ
uranium	ಯುರೇನಿಯಂ
urban	ನಗರ
urchin	ಅರ್ಚಿನ್
urge	ಪ್ರಚೋದಿಸು
urgency	ತುರ್ತು
