Word	su
titled	judulna
titty	titty
titular	NO TRANSLATION
toad	bangkong
toast	roti panggang
toaster	alat keur manggang roti
toasty	toasty
tobacco	bako
toby	Tahu Sumedang
tod	tod
today	kiwari
toddler	balita
toe	remasampean
toenail	kuku suku
toffee	toffee
tofu	tahu
toga	NO TRANSLATION
together	bareng
togetherness	kebersamaan
toil	toil
toilet	kakus
toils	toils
token	token
tolerable	lumayan
tolerance	kasabaran
tolerant	sabar
tolerate	sabar
toleration	toléransi
toll	Tol
tomahawk	tomahawk
tomato	tomat
tomatoes	tomat
tomb	makam
tombstone	nisan
tomcat	Tomcat
tome	Tome
tomorrow	enjing
ton	NO TRANSLATION
tone	nada
toner	toner
tong	NO TRANSLATION
tongs	tongs
tongue	letah
tonic	obat kuat
tonnage	tonnage
tonsils	tonsils
toocold	NO TRANSLATION
tool	alat
toolbox	Musieum
tooling	tooling
toomuchtodo	NO TRANSLATION
toot	toot
tooth	huntu
toothache	nyeri huntu
toothbrush	sikat huntu
toothed	toothed
toothless	toothless
toothpaste	odol
toothpick	colok huntu
toots	toots
top	puncak
topaz	topaz
topic	topik
topical	topical
topless	topless
topographic	topographic
topographical	topographical
topography	topografi
topple	topple
topside	topside
tor	TOR
torch	oncor
torment	milaraan
tormented	tormented
torn	torn
tornado	topan
torpedo	torpedo
torque	torsi
torrent	torrent
torrid	torrid
torsion	torsion
torso	watak teu jeung anggahotana
tort	tort
tortious	tortious
tortoise	Kuya
tortuous	tortuous
torture	milaraan
tortured	disiksa
toss	maledogkeun
tot	NO TRANSLATION
total	total
totality	totalitas
totally	sadayana
tote	tote
totem	totem
touch	nyabak
touchdown	touchdown
touched	keuna
touching	matak kagagas
touchy	touchy
tough	hese
toughen	toughen
toughness	kateguhan
toupee	toupee
tour	wisata
tourism	piknik
tourist	nu pelesir
tourmaline	tourmaline
tournament	pasanggiri
tourniquet	tourniquet
tout	NO TRANSLATION
tow	ngerek
towel	anduk
tower	manara
towering	towering
town	kota
townhouse	townhouse
township	Township
townspeople	townspeople
toxic	toksik
toxicity	karacunan
toxicology	Waos
toxin	toxin
toy	kaulinan
toymaker	toymaker
trace	renik
traceable	traceable
tracer	tracer
traces	ngambah
trachea	trachea
tracing	tracing
track	jalan satapak
tracker	Tracker
tract	saluran
tractable	tractable
traction	traction
tractor	traktor
trade	padagangan
trademark	mérek dagang
trader	padagang
tradesman	tradesman
trading	dagang
tradition	adat
traditional	tradisional
traffic	lalar liwat
traffic light	lampu lalulintas
trafficking	trafficking
tragedies	tragedies
tragedy	kajadian nu pinalangsaeun teuing
tragic	pinalangsaeun teuing
trail	jalan satapak
trailer	gandengan
train	ngalatih
train set	karéta set
trained	dilatih
trainee	siswa latihan
trainer	palatih
training	palatihan
trait	tret
traitor	nu ngahianat
traitorous	traitorous
trajectory	lintasan
tram	trem
tramp	kuricakan
trample	trample
trampoline	trampoline
tramway	tramway
trance	trance
tranquil	atuda
tranquility	tranquility
tranquilizer	ubar keur nengtremkeun
transact	transact
transaction	transaksi
transatlantic	transatlantic
transceiver	transceiver
transcend	transcend
transcendence	transcendence
transcendent	transcendent
transcendental	transcendental
transcribe	nranskripsikeun
transcriber	transcriber
transcript	transcript
transcription	transkripsi
transfer	mindahkeun
transference	transference
transferred	ditransfer
transfixed	transfixed
transform	transformasi
transformation	transformasi
transformer	trafo
transfusion	transpusi
transgression	transgression
transient	fana
transistor	transistor
transit	transit
transition	transisi
transitional	peralihan
transitive	transitive
transitory	transitory
translate	narjamahkeun
translation	tarjamahan
translator	penerjemah
translocation	translocation
translucent	tembus
transmission	pangiriman
transmit	ngirimkeun
transmitter	pamancar
transmutation	transmutation
transom	transom
transparency	transparansi
transparent	herang
transplant	cangkok
transplantation	cangkok
transponder	transponder
transport	ngangkut
transportation	kandaraan
transporter	transporter
transpose	transpos
transposition	transposisi
transsexual	waria
transverse	transverse
transvestite	transvestite
trap	senteng
trapdoor	trapdoor
trapeze	trapeze
trapped	trapped
trapper	trapper
trapping	trapping
trappings	trappings
traps	sarap
trash	runtah
trashy	rongsok
trauma	trauma
traumatic	traumatis
travail	NO TRANSLATION
travel	iinditan
traveler	jelema nu pelesir
traveling	iinditan
traverse	Plawangan
travesty	travesty
trawl	trawl
trawler	trawler
tray	baki
treacherous	khianat
treachery	treachery
tread	kembangan
treadmill	treadmill
treason	panghianatan
treasure	banda
treasured	treasured
treasurer	bendahara
treasures	khasanah
treasury	perbendaharaan
treat	nganggap
treatable	treatable
treatise	risalah
treatment	anggapanana
treaty	perjangjian
treble	treble
tree	tangkal
trees	tangkal
trek	Trek
trellis	trellis
tremble	ngadegdeg
trembling	trembling
tremendous	rongkah
tremendously	tremendously
tremor	tremor
trench	solokan
trend	trend
trending	trending
trendy	trendi
trepidation	trepidation
trespass	trespass
triad	neng
triage	triage
trial	pangadilan
triangle	sagi tilu
triangular	triangular
triangulate	triangulate
triathlon	triathlon
tribal	tribal
tribe	seler bangsa
tribulation	tribulation
tribunal	tribunal
tribune	Tribun
tributary	tributary
tribute	panghargaan
trick	tipu
trickery	trickery
trickle	trickle
trickster	trickster
tricky	tricky
tricycle	tricycle
trident	trident
trifle	trifle
trifling	trifling
trig	trig
trigger	pelatuk
trigonometry	trigonométri
trillion	triliun
trilogy	trilogy
trim	motong
trimester	trimester
trimmer	trimmer
trimming	trimming
trine	trine
trinity	trinitas
trinket	trinket
trio	trio
trip	perjalanan
tripartite	tripartite
tripe	perjalanan
triple	triple
triplet	triplet
triplicate	triplicate
tripod	tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	triumph
triumphant	triumphant
trivia	trivia
trivial	trivial
troll	ngakuna
trolley	trolley
trombone	trombone
troop	troop
trooper	trooper
troops	pasukan
trophy	piala
tropic	tropic
tropical	tropis
tropics	tropis
trot	trot
trouble	kasulitan
troubled	troubled
troublemaker	troublemaker
troubles	troubles
troublesome	troublesome
trough	trough
troupe	troupe
trousers	calana panjang
trout	lauk trout
trowel	trowel
truce	eureun perang saheulaanan
truck	truk
trucker	trucker
truckload	truckload
truculent	truculent
true	BENER
truelove	cinta sajati
truffle	truffle
truism	truism
trump	trump
trumpet	tarompet
trumpeter	trumpeter
truncate	truncate
truncated	truncated
trundle	trundle
trunk	tulale
truss	truss
trust	kapercayaan
trustee	wali
trusting	percanten
trustworthy	dipercaya
trusty	trusty
truth	kaleresan
truthful	jujur
truthfulness	truthfulness
try	nyobaan
tryout	cobian
tryouts	tryouts
tsunami	tsunami
tub	bak
tuba	tuba
tubby	tubby
tube	pipah
tuberculosis	tuberkulosis
tubing	tubing
tubular	tubular
tubule	tubule
tuck	keun
tucker	Tucker
tuesday	Salasa
tufted	tufted
tug	tug
tugboat	kapal keur narik
tuition	kuliah
tulip	kembang tulip
tumble	ngagolempang
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	tummy
tumor	tumor
tumour	tumor
tumult	tumult
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	lauk tuna
tunable	tunable
tune	lagu
tunic	tunic
tuning	tuning
tunnel	torowongan
turban	sorban
turbidity	turbidity
turbine	turbin
turbo	turbo
turbulence	kaayaan nu teu tenang
turbulent	ngagalura
turd	turd
turf	turf
turkey	kalkun
turmeric	turmeric
turmoil	kaributan
turn	giliran
turnaround	malik
turned	ngancik
turning	ngarobahna
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	jantenna
turnover	elehan
turnpike	turnpike
turntable	turntable
turpentine	turpentine
turquoise	pirus
turret	turret
turtle	penyu
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	guru
tutoring	bimbel
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	Twain
twat	twat
twats	twats
tweak	tweak
tweed	Tweed
tweet	tweet
tweezers	pinset
twelfth	twelfth
twelve	dua belas
twentieth	ka
twenty	dua puluh
twerp	twerp
twig	twig
twilight	reueuk
twill	twill
twin	kembar
twine	Twine
twinge	twinge
twinkle	twinkle
twins	kembar
twirl	twirl
twist	ngarara
twisted	twisted
twister	twister
twit	twit
twitch	kedutan
twitching	twitching
twitchy	twitchy
two	dua
two step	dua hambalan
twofaced	NO TRANSLATION
twofold	twofold
twosome	twosome
tycoon	tycoon
tyke	tyke
type	ngetik
typewriter	mesin tik
typhoid	typhoid
typhoon	Taufan
typical	has
typically	ilaharna
typist	juru tik
typo	typo
typography	tipografi
tyrannical	tyrannical
tyranny	tirani
tyrant	mairan
tyre	ban
ubiquitous	ubiquitous
ubiquity	kaunikan
ugliness	ugliness
ugly	awon
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	sariawan
ulterior	ulterior
ultimate	pamungkas
ultimately	pamustunganana
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	ultraviolet
umbilical	umbilik
umbra	umbra
umbrella	payung
umpire	umpire
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	teu bisa
unacceptable	unacceptable
unaccompanied	unaccompanied
unaccountable	unaccountable
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	unadulterated
unaffected	unaffected
unafraid	unafraid
unaided	make alat
unaltered	unaltered
unambiguous	unambiguous
unanimity	unanimity
unanimous	unanimous
unanimously	unanimously
unannounced	unannounced
unanswered	unanswered
unanticipated	unanticipated
unappreciated	unappreciated
unapproved	unapproved
unarmed	teu mawa pakarang
unassisted	unassisted
unassuming	unassuming
unattached	unattached
unattainable	unattainable
unattended	unattended
unattractive	unattractive
unauthorized	henteu sah
unavailable	sadia
unavoidable	teu bisa nyingkahan
unaware	teu eling
unbalanced	henteu saimbang
unbearable	teu kaampeuh
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	unbecoming
unbelief	unbelief
unbelievable	teu bisa dipercaya
unbiased	unbiased
unborn	unborn
unbound	unbound
unbounded	unbounded
unbreakable	unbreakable
unbridled	unbridled
unbroken	unbroken
unbutton	unbutton
uncalled	uncalled
uncanny	uncanny
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	asa-asa
uncertainty	kateupastian
unchallenged	unchallenged
unchangeable	unchangeable
unchanged	unchanged
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	uncivilized
unclaimed	unclaimed
uncle	mamang
unclean	najis
unclear	teu eces
uncomfortable	henteu seger
uncommon	teu biasa
uncommonly	uncommonly
uncomplicated	uncomplicated
uncompromising	uncompromising
unconcerned	unconcerned
unconditional	teu aya saratna
unconfirmed	unconfirmed
unconnected	kahubung
unconscionable	unconscionable
unconscious	teu eling
unconsciousness	unconsciousness
unconstitutional	unconstitutional
unconstrained	unconstrained
uncontested	uncontested
uncontrollable	teu bisa kakadalian
uncontrolled	uncontrolled
unconventional	unconventional
unconvinced	unconvinced
unconvincing	unconvincing
uncooked	uncooked
uncooperative	uncooperative
uncorrelated	taya hubungan
uncouth	uncouth
uncover	uncover
uncritical	uncritical
uncut	uncut
undead	vampir
undecided	undecided
undefeated	undefeated
undefined	undefined
undeniable	undeniable
underage	underage
underbelly	underbelly
undercover	Undercover
undercurrent	aliran jero
underdog	underdog
underestimate	nganggap enteng
undergo	ngalaman
undergraduate	sarjana
underground	jero taneuh
underhanded	underhanded
underlay	underlay
underlie	underlie
underline	ngagurat di handapna
underlying	kaayaan
undermine	ngali
undermined	dirusak
underneath	di handap
underpaid	underpaid
underpants	underpants
underprivileged	underprivileged
underrated	underrated
underscore	underscore
undersea	undersea
undersecretary	undersecretary
undersized	undersized
understaffed	understaffed
understand	ngarti
understandable	kaharti
understanding	pangertian
understatement	parnyataan nu ngahinakeun
understood	ngarti
understudy	understudy
undertake	migawe
undertaker	undertaker
undertaking	kalakuan
undertow	undertow
underwear	baju jero
underwood	Underwood
underworld	di dunya
underwrite	underwrite
underwriter	underwriter
undeserved	undeserved
undesirable	teu pikaresepeun
undesired	teu dipikahayang
undetectable	undetectable
undetected	undetected
undetermined	undetermined
undeveloped	undeveloped
undignified	undignified
undirected	undirected
undisclosed	undisclosed
undiscovered	teu kapanggih
undisputed	undisputed
undisturbed	matak ngaganggu
undivided	sapinuhna
undo	bolaykeun
undoing	undoing
undoubted	undoubted
undress	ngalaan baju
undressed	undressed
undue	undue
undying	undying
unearned	unearned
unearth	unearth
uneasiness	uneasiness
uneasy	hariwang
uneducated	teu boga pendidikan
unemployed	teu boga pagawean
unemployment	teu boga pagawean
unencumbered	unencumbered
unending	unending
unequal	unequal
unequalled	unequaled
unequivocal	unequivocal
unequivocally	unequivocally
unethical	unethical
uneven	henteu rata
uneventful	uneventful
unexpected	teu kaduga
unexpectedly	disangka
unexplainable	unexplainable
unexplained	unexplained
unexplored	unexplored
unfailing	unfailing
unfair	teu adil
unfairness	unfairness
unfaithful	teu satia
unfamiliar	teu biasa
unfavorable	nguntungkeun
unfeeling	unfeeling
unfettered	unfettered
unfinished	tacan beres
unfit	teu pantes
unflinching	unflinching
unfold	ngalaan
unfollow	unfollow
unforeseen	aral
unforgettable	henteu kapohoan
unforgivable	teu bisa dihampurakeun
unforgiving	unforgiving
unfortunate	apes
unfortunately	lebar
unfounded	unfounded
unfreeze	unfreeze
unfriendly	teu marahmay
unfulfilled	unfulfilled
unfurnished	unfurnished
unglued	unglued
ungodly	ungodly
ungrateful	henteu ngahatur nuhun
unguarded	unguarded
unhand	NO TRANSLATION
unhappiness	unhappiness
unhappy	teu bagja
unharmed	teu katatu
unhealthy	teu damang
unheard	unheard
unhelpful	unhelpful
unhindered	unhindered
unholy	unholy
unhook	unhook
unicorn	unicorn
unidentified	unidentified
unification	bebeungkeutan
unified	hasil ngahijikeun Tatar
uniform	baju saules
uniformed	uniformed
uniformity	uniformity
uniformly	seragam
unimaginable	henteu kabayang
unimpeachable	unimpeachable
unimpeached	unimpeached
unimportant	teu penting
unimpressed	unimpressed
unimproved	unimproved
uninfected	uninfected
uninformed	uninformed
uninhabited	euwuh nu nyicingan
uninitiated	uninitiated
uninspired	uninspired
unintelligible	unintelligible
unintended	unintended
unintentional	teu ngahaja
unintentionally	ngahaja
uninterested	uninterested
uninteresting	sepa
uninterrupted	uninterrupted
uninvited	uninvited
union	ngahijikeun
unique	unik
unisex	unisex
unison	unison
unit	kamanunggalan
unitary	kahijian
unite	ngahiji
united	ngahiji
unity	persatuan
universal	sadunya
universality	universality
universe	bumi langit
university	unipersitas
unjust	teu adil
unjustifiable	teu bisa dibenerkeun
unjustified	teu dina tempatna
unkind	kejam
unknowable	unknowable
unknown	teu dipikanyaho
unlawful	henteu sah
unleash	unleash
unlicensed	unlicensed
unlike	kawas
unlikely	teu bisa jadi
unlimited	taya
unlisted	unlisted
unload	ngabongkar momotanana
unloaded	unloaded
unlock	ngalaan konci
unlucky	apes
unmanageable	unmanageable
unmanned	unmanned
unmarked	ditandaan
unmarried	unmarried
unmask	unmask
unmatched	unmatched
unmistakable	unmistakable
unmitigated	unmitigated
unmoved	unmoved
unnamed	unnamed
unnatural	teu wajar
unnecessary	teu perlu
unneeded	unneeded
unnoticed	unnoticed
unnumbered	unnumbered
unobserved	teu katalungtik
unobstructed	unobstructed
unobtrusive	unobtrusive
unoccupied	unoccupied
unofficial	resmi
unopened	unopened
unopposed	unopposed
unordered	unordered
unorganised	unorganized
unorganized	unorganized
unorthodox	unorthodox
unpack	ngabongkar
unpaid	unpaid
unparalleled	unparalleled
unpleasant	teu pikaresepeun
unpleasantness	unpleasantness
unplug	unplug
unplugged	unplugged
unpopular	unpopular
unprecedented	unprecedented
unpredictable	unpredictable
unprepared	unprepared
unpretentious	unpretentious
unproductive	unproductive
unprofessional	unprofessional
unprofitable	unprofitable
unprotected	dijagi
unproven	unproven
unprovoked	unprovoked
unpublished	unpublished
unpunished	unpunished
unqualified	teu minuhan sarat
unquestionable	unquestionable
unquestionably	unquestionably
unquestioned	unquestioned
unquote	unquote
unravel	unravel
unreachable	unreachable
unread	can dibaca
unreal	teu nyata
unrealistic	unrealistic
unreasonable	teu asup kaakal
unrecorded	unrecorded
unregistered	unregistered
unregulated	unregulated
unrelated	séjén nu teu patali
unrelenting	unrelenting
unreliable	-usulna teu jelas
unremarkable	unremarkable
unrepentant	unrepentant
unrequited	unrequited
unresolved	unresolved
unresponsive	unresponsive
unrest	kaayaan marudah
unrestrained	unrestrained
unrestricted	unrestricted
unromantic	unromantic
unruly	unruly
unsafe	unsafe
unsanitary	unsanitary
unsatisfactory	unsatisfactory
unsatisfied	unsatisfied
unsavory	unsavory
unscathed	unscathed
unscheduled	unscheduled
unscientific	unscientific
unscrew	ngalesotkeun
unscrupulous	perkara jahat
unseat	unseat
unseen	ghaib
unselfish	unselfish
unsettled	unsettled
unsightly	unsightly
unsolicited	unsolicited
unsolved	kaungkab
unsophisticated	unsophisticated
unsound	unsound
unspeakable	unspeakable
unspecified	unspecified
unspoken	dikecapkeun
unstable	teu saimbang
unsteady	unsteady
unstoppable	unstoppable
unsuccessful	gagal
unsuitable	teu cocog
unsung	unsung
unsupervised	unsupervised
unsupported	unsupported
unsure	teu yakin
unsurpassed	unsurpassed
unsuspecting	unsuspecting
unsustainable	unsustainable
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	untenable
untested	untested
unthinkable	teu bisa jadi
untidy	pabalatak
untie	ngarumbaykeun
untimely	untimely
untitled	Mangle
untold	untold
untouchable	paria
untouched	kacekel
untoward	untoward
untraceable	untraceable
untrained	untrained
untranslated	untranslated
untroubled	untroubled
untrue	bohong
untrustworthy	untrustworthy
unturned	unturned
unused	henteu kapake
unusual	teu biasa
unusually	unusually
unutterable	unutterable
unveil	unveil
unveiling	unveiling
unverified	dikonfirmasi
unwanted	dihoyongkeun
unwarranted	unwarranted
unwary	unwary
unwashed	unwashed
unwavering	unwavering
unwed	unwed
unwelcome	unwelcome
