Word	de
tingling	Kribbeln
tinker	basteln
tinkering	basteln
tinkle	NO TRANSLATION
tinkling	klingeln
tinnitus	Tinnitus
tinsel	Lametta
tint	Farbton
tiny	sehr klein
tip	Spitze
tipper	Kipper
tipster	Tipper
tipsy	beschwipst
tiptoe	Zehenspitzen
tirade	Tirade
tire	Reifen
tired	müde
tiredness	Müdigkeit
tiredofit	NO TRANSLATION
tireless	unermüdlich
tiresome	ermüdend
tiring	ermüdend
tissue	Gewebe
tistheseason	NO TRANSLATION
tit	Meise
titan	Titan
titanic	titanisch
titanium	Titan
tithe	Zehnten
title	Titel
titled	betitelt
titty	Titty
titular	NO TRANSLATION
toad	Kröte
toast	Toast
toaster	Toaster
toasty	geröstet
tobacco	Tabak
toby	Toby
tod	tod
today	heute
toddler	Kleinkind
toe	Zehe
toenail	Zehennagel
toffee	Toffee
tofu	Tofu
toga	NO TRANSLATION
together	zusammen
togetherness	Zusammengehörigkeit
toil	Mühsal
toilet	Toilette
toils	Mühen
token	Zeichen
tolerable	erträglich
tolerance	Toleranz
tolerant	tolerant
tolerate	tolerieren
toleration	Duldung
toll	Maut
tomahawk	Tomahawk
tomato	Tomate
tomatoes	Tomaten
tomb	Grab
tombstone	Grabstein
tomcat	Kater
tome	mir
tomorrow	Morgen
ton	NO TRANSLATION
tone	Ton
toner	Toner
tong	NO TRANSLATION
tongs	Zange
tongue	Zunge
tonic	Tonic
tonnage	Tonnage
tonsils	Mandeln
toocold	NO TRANSLATION
tool	Werkzeug
toolbox	Werkzeugkasten
tooling	Werkzeuge
toomuchtodo	NO TRANSLATION
toot	blasen
tooth	Zahn
toothache	Zahnschmerzen
toothbrush	Zahnbürste
toothed	gezahnt
toothless	zahnlos
toothpaste	Zahnpasta
toothpick	Zahnstocher
toots	Toots
top	oben
topaz	Topas
topic	Thema
topical	aktuell
topless	oben ohne
topographic	topografisch
topographical	topografisch
topography	Topographie
topple	stürzen
topside	Oberseite
tor	Tor
torch	Fackel
torment	quälen
tormented	gequält
torn	zerrissen
tornado	Tornado
torpedo	Torpedo
torque	Drehmoment
torrent	Torrent
torrid	glühend
torsion	Torsion
torso	Torso
tort	unerlaubte Handlung
tortious	unerträglich
tortoise	Schildkröte
tortuous	gewunden
torture	Folter
tortured	gefoltert
toss	werfen
tot	NO TRANSLATION
total	gesamt
totality	Gesamtheit
totally	total
tote	Tote
totem	Totem
touch	berühren
touchdown	Landung
touched	berührt
touching	berührend
touchy	empfindlich
tough	zäh
toughen	verschärfen
toughness	Zähigkeit
toupee	Toupet
tour	Tour
tourism	Tourismus
tourist	Tourist
tourmaline	Turmalin
tournament	Turnier
tourniquet	Blutsperre
tout	NO TRANSLATION
tow	Abschleppen
towel	Handtuch
tower	Turm
towering	hoch aufragend
town	Stadt, Dorf
townhouse	Stadthaus
township	Gemeinde
townspeople	Städter
toxic	giftig
toxicity	Toxizität
toxicology	Toxikologie
toxin	Toxin
toy	Spielzeug
toymaker	Spielzeughersteller
trace	Spur
traceable	nachvollziehbar
tracer	Indikator
traces	Spuren
trachea	Luftröhre
tracing	verfolgen
track	Spur
tracker	Tracker
tract	Traktat
tractable	lenkbar
traction	Traktion
tractor	Traktor
trade	Handel
trademark	Warenzeichen
trader	Händler
tradesman	Händler
trading	Handel
tradition	Tradition
traditional	traditionell
traffic	der Verkehr
traffic light	Ampel
trafficking	Handel
tragedies	Tragödien
tragedy	Tragödie
tragic	tragisch
trail	Weg
trailer	Anhänger
train	Zug
train set	Zug gesetzt
trained	trainiert
trainee	Auszubildender
trainer	Trainer
training	Ausbildung
trait	Merkmal
traitor	Verräter
traitorous	verräterisch
trajectory	Flugbahn
tram	Straßenbahn
tramp	Tramp
trample	trampeln
trampoline	Trampolin
tramway	Straßenbahn
trance	Trance
tranquil	still
tranquility	Ruhe
tranquilizer	Beruhigungsmittel
transact	tätigen
transaction	Transaktion
transatlantic	transatlantisch
transceiver	Transceiver
transcend	transzendieren
transcendence	Transzendenz
transcendent	transzendent
transcendental	transzendental
transcribe	transkribieren
transcriber	Schreibkraft
transcript	Abschrift
transcription	Transkription
transfer	Transfer
transference	Übertragung
transferred	übertragen
transfixed	durchbohrt
transform	verwandeln
transformation	Transformation
transformer	Transformator
transfusion	Transfusion
transgression	Überschreitung
transient	vorübergehend
transistor	Transistor
transit	Transit
transition	Übergang
transitional	vorübergehend
transitive	transitiv
transitory	vorübergehend
translate	Übersetzen
translation	Übersetzung
translator	Übersetzer
translocation	Translokation
translucent	durchscheinend
transmission	Übertragung
transmit	übertragen
transmitter	Sender
transmutation	Transmutation
transom	Querbalken
transparency	Transparenz
transparent	transparent
transplant	Transplantation
transplantation	Transplantation
transponder	Transponder
transport	Transport
transportation	Transport
transporter	Transporter
transpose	transponieren
transposition	Umsetzung
transsexual	Transsexuelle
transverse	quer
transvestite	Transvestit
trap	Falle
trapdoor	Falltür
trapeze	Trapez
trapped	gefangen
trapper	Fallensteller
trapping	Trapping
trappings	Fallen
traps	Fallen
trash	Müll
trashy	trashig
trauma	Trauma
traumatic	traumatisch
travail	NO TRANSLATION
travel	Reise
traveler	Reisender
traveling	Reisen
traverse	Traverse
travesty	Travestie
trawl	Schleppnetz
trawler	Trawler
tray	Tablett
treacherous	tückisch
treachery	Verrat
tread	treten
treadmill	Laufband
treason	Verrat
treasure	Schatz
treasured	geschätzt
treasurer	Schatzmeister
treasures	Schätze
treasury	Schatzkammer
treat	behandeln
treatable	behandelbar
treatise	Abhandlung
treatment	Behandlung
treaty	Vertrag
treble	verdreifachen
tree	Baum
trees	Bäume
trek	Wanderung
trellis	Gitter
tremble	zittern
trembling	Zittern
tremendous	enorm
tremendously	unglaublich
tremor	Tremor
trench	Graben
trend	Trend
trending	Trending
trendy	modisch
trepidation	Angst
trespass	Übertretung
triad	Triade
triage	Triage
trial	Versuch
triangle	Dreieck
triangular	dreieckig
triangulate	triangulieren
triathlon	Triathlon
tribal	Stammes
tribe	Stamm
tribulation	Drangsal
tribunal	Gericht
tribune	Tribun
tributary	Nebenfluss
tribute	Tribut
trick	Trick
trickery	Trickserei
trickle	Rinnsal
trickster	Betrüger
tricky	schwierig
tricycle	Dreirad
trident	Dreizack
trifle	Kleinigkeit
trifling	unbedeutend
trig	trig
trigger	auslösen
trigonometry	Trigonometrie
trillion	Billion
trilogy	Trilogie
trim	trimmen
trimester	Trimester
trimmer	Trimmer
trimming	trimmen
trine	Trigon
trinity	Dreieinigkeit
trinket	Schmuckstück
trio	Trio
trip	Ausflug
tripartite	dreiteilig
tripe	Gekröse
triple	verdreifachen
triplet	Triplett
triplicate	dreifach
tripod	Stativ
tripping	Stolpern
trite	banal
tritium	Tritium
triumph	Triumph
triumphant	triumphierend
trivia	Kleinigkeiten
trivial	trivial
troll	Troll
trolley	Wagen
trombone	Posaune
troop	Trupp
trooper	Soldat
troops	Truppen
trophy	Trophäe
tropic	Wendekreis
tropical	tropisch
tropics	Tropen
trot	Trab
trouble	Ärger
troubled	beunruhigt
troublemaker	Unruhestifter
troubles	Probleme
troublesome	lästig
trough	Trog
troupe	Truppe
trousers	Hose
trout	Forelle
trowel	Kelle
truce	Waffenstillstand
truck	LKW
trucker	Trucker
truckload	Wagenladung
truculent	tollkühn
true	WAHR
truelove	wahre Liebe
truffle	Trüffel
truism	Binsenweisheit
trump	Trumpf
trumpet	Trompete
trumpeter	Trompeter
truncate	kürzen
truncated	gekürzt
trundle	ausrollen
trunk	Kofferraum
truss	Fachwerk
trust	Vertrauen
trustee	Treuhänder
trusting	vertrauend
trustworthy	vertrauenswürdig
trusty	vertrauenswürdig
truth	Wahrheit
truthful	wahrheitsgemäß
truthfulness	Wahrhaftigkeit
try	Versuchen
tryout	ausprobieren
tryouts	Tryouts
tsunami	Tsunami
tub	Wanne
tuba	Tuba
tubby	tubby
tube	Tube
tuberculosis	Tuberkulose
tubing	Schläuche
tubular	rohrförmig
tubule	Tubulus
tuck	stecken
tucker	Tucker
tuesday	Dienstag
tufted	getuftet
tug	Schlepper
tugboat	Schlepper
tuition	Unterricht
tulip	Tulpe
tumble	taumeln
tumbler	NO TRANSLATION
tumbleweed	Tumbleweed
tummy	Bauch
tumor	Tumor
tumour	Tumor
tumult	Tumult
tumultuous	turbulent
tun	NO TRANSLATION
tuna	Thunfisch
tunable	abstimmbar
tune	Melodie
tunic	Tunika
tuning	tunen
tunnel	Tunnel
turban	Turban
turbidity	Trübung
turbine	Turbine
turbo	Turbo
turbulence	Turbulenz
turbulent	turbulent
turd	Scheiße
turf	Rasen
turkey	Truthahn
turmeric	Kurkuma
turmoil	Aufruhr
turn	Wende
turnaround	Dreh dich um
turned	gedreht
turning	drehend
turnip	Steckrübe
turnkey	schlüsselfertig
turnoff	NO TRANSLATION
turnout	herauskommen
turnover	Umsatz
turnpike	Schlagbaum
turntable	Drehscheibe
turpentine	Terpentin
turquoise	Türkis
turret	Revolver
turtle	Schildkröte
turtleneck	Rollkragen
tussle	Kampf
tutelage	Vormundschaft
tutor	Tutor
tutoring	unterrichten
tutu	Tutu
tux	Smoking
tuxedo	Smoking
tv	Fernseher
twain	Twain
twat	Twat
twats	Fotzen
tweak	zwicken
tweed	Tweed
tweet	tweeten
tweezers	Pinzette
twelfth	Zwölftel
twelve	zwölf
twentieth	zwanzigsten
twenty	zwanzig
twerp	twerp
twig	Zweig
twilight	Dämmerung
twill	Köper
twin	Zwilling
twine	Schnur
twinge	zwitschern
twinkle	funkeln
twins	Zwillinge
twirl	drehen
twist	Twist
twisted	verdrehte
twister	Twister
twit	Trottel
twitch	zucken
twitching	Zucken
twitchy	unruhig
two	zwei
two step	zwei Schritte
twofaced	NO TRANSLATION
twofold	zweifach
twosome	zu zweit
tycoon	Tycoon
tyke	Tyke
type	Art
typewriter	Schreibmaschine
typhoid	Typhus-
typhoon	Taifun
typical	typisch
typically	typisch
typist	Schreibkraft
typo	Tippfehler
typography	Typografie
tyrannical	tyrannisch
tyranny	Tyrannei
tyrant	Tyrann
tyre	Reifen
ubiquitous	allgegenwärtig
ubiquity	Allgegenwart
ugliness	Hässlichkeit
ugly	hässlich
uhoh	NO TRANSLATION
ukulele	Ukulele
ulcer	Geschwür
ulterior	später
ultimate	ultimativ
ultimately	letzten Endes
ultimatum	Ultimatum
ultimo	NO TRANSLATION
ultrasound	Ultraschall
ultraviolet	ultraviolett
umbilical	Nabelschnur
umbra	Umbra
umbrella	Regenschirm
umpire	Schiedsrichter
umpteen	zig
unabashed	unverfroren
unabated	unvermindert
unable	unfähig
unacceptable	nicht akzeptabel
unaccompanied	ohne Begleitung
unaccountable	unerklärlich
unaccounted	unerklärlich
unacknowledged	unbestätigt
unadulterated	unverfälscht
unaffected	unberührt
unafraid	furchtlos
unaided	ohne Hilfe
unaltered	unverändert
unambiguous	eindeutig
unanimity	Einstimmigkeit
unanimous	einstimmig
unanimously	einstimmig
unannounced	unangemeldet
unanswered	unbeantwortet
unanticipated	unvorhergesehen
unappreciated	nicht geschätzt
unapproved	nicht genehmigt
unarmed	unbewaffnet
unassisted	ohne Unterstützung
unassuming	bescheiden
unattached	nicht verbunden
unattainable	unerreichbar
unattended	unbeaufsichtigt
unattractive	unattraktiv
unauthorized	nicht autorisiert
unavailable	nicht verfügbar
unavoidable	unvermeidlich
unaware	nicht bewusst
unbalanced	unausgewogen
unbearable	unerträglich
unbeatable	unschlagbar
unbeaten	ungeschlagen
unbecoming	unpassend
unbelief	Unglaube
unbelievable	nicht zu fassen
unbiased	unvoreingenommen
unborn	ungeboren
unbound	ungebunden
unbounded	unbegrenzt
unbreakable	unzerbrechlich
unbridled	ungezügelt
unbroken	ungebrochen
unbutton	aufknöpfen
uncalled	nicht genannt
uncanny	unheimlich
uncaring	gleichgültig
uncensured	NO TRANSLATION
uncertain	unsicher
uncertainty	Unsicherheit
unchallenged	unangefochten
unchangeable	unveränderlich
unchanged	unverändert
uncharted	unbekannt
uncherished	NO TRANSLATION
uncivilized	unzivilisiert
unclaimed	nicht abgeholt
uncle	Onkel
unclean	unrein
unclear	unklar
uncomfortable	unbequem
uncommon	ungewöhnlich
uncommonly	ungewöhnlich
uncomplicated	unkompliziert
uncompromising	kompromisslos
unconcerned	unbekümmert
unconditional	bedingungslos
unconfirmed	unbestätigt
unconnected	nicht verbunden
unconscionable	skrupellos
unconscious	bewusstlos
unconsciousness	Bewusstlosigkeit
unconstitutional	verfassungswidrig
unconstrained	unbeschränkt
uncontested	unbestritten
uncontrollable	unkontrollierbar
uncontrolled	unkontrolliert
unconventional	unkonventionell
unconvinced	nicht überzeugt
unconvincing	nicht überzeugend
uncooked	ungekocht
uncooperative	unkooperativ
uncorrelated	unkorreliert
uncouth	ungehobelt
uncover	aufdecken
uncritical	unkritisch
uncut	ungeschnitten
undead	Untot
undecided	unentschieden
undefeated	unbesiegt
undefined	nicht definiert
undeniable	unbestreitbar
underage	minderjährig
underbelly	Unterbauch
undercover	verdeckt
undercurrent	Unterströmung
underdog	Underdog
underestimate	unterschätzen
undergo	unterziehen
undergraduate	Undergraduate
underground	unter Tage
underhanded	hinterhältig
underlay	Unterlage
underlie	zugrunde liegen
underline	unterstreichen
underlying	zugrunde liegenden
undermine	untergraben
undermined	untergraben
underneath	unterhalb
underpaid	unterbezahlt
underpants	Unterhose
underprivileged	unterprivilegiert
underrated	unterschätzt
underscore	unterstreichen
undersea	unterseeisch
undersecretary	Staatssekretär
undersized	unterdimensioniert
understaffed	unterbesetzt
understand	verstehen
understandable	verständlich
understanding	Verstehen
understatement	Untertreibung
understood	verstanden
understudy	Unterbesetzung
undertake	übernehmen
undertaker	Bestatter
undertaking	Unternehmen
undertow	Sog
underwear	Unterwäsche
underwood	Unterholz
underworld	Unterwelt
underwrite	unterschreiben
underwriter	Versicherer
undeserved	unverdient
undesirable	unerwünscht
undesired	unerwünscht
undetectable	unauffindbar
undetected	unentdeckt
undetermined	unbestimmt
undeveloped	unentwickelt
undignified	unwürdig
undirected	ungerichtet
undisclosed	nicht offenbart
undiscovered	unentdeckt
undisputed	unbestritten
undisturbed	ungestört
undivided	ungeteilt
undo	rückgängig machen
undoing	Verhängnis
undoubted	unzweifelhaft
undress	entkleiden
undressed	ausgezogen
undue	unangemessen
undying	unsterblich
unearned	unverdient
unearth	ausgraben
uneasiness	Unbehagen
uneasy	unruhig
uneducated	ungebildet
unemployed	arbeitslos
unemployment	Arbeitslosigkeit
unencumbered	unbelastet
unending	endlos
unequal	ungleich
unequalled	unerreicht
unequivocal	eindeutig
unequivocally	eindeutig
unethical	unethisch
uneven	ungleichmäßig
uneventful	ereignislos
unexpected	unerwartet
unexpectedly	unerwartet
unexplainable	unerklärlich
unexplained	unerklärt
unexplored	unerforscht
unfailing	unfehlbar
unfair	unfair
unfairness	Ungerechtigkeit
unfaithful	untreu
unfamiliar	unbekannt
unfavorable	ungünstig
unfeeling	gefühllos
unfettered	entfesselt
unfinished	unvollendet
unfit	untauglich
unflinching	unbeirrbar
unfold	entfalten
unfollow	nicht folgen
unforeseen	unvorhergesehen
unforgettable	unvergesslich
unforgivable	unverzeihlich
unforgiving	unversöhnlich
unfortunate	unglücklich
unfortunately	Unglücklicherweise
unfounded	unbegründet
unfreeze	auftauen
unfriendly	unfreundlich
unfulfilled	unerfüllt
unfurnished	unmöbliert
unglued	nicht verklebt
ungodly	gottlos
ungrateful	undankbar
unguarded	unbewacht
unhand	NO TRANSLATION
unhappiness	Unglück
unhappy	unzufrieden
unharmed	unversehrt
unhealthy	ungesund
unheard	ungehört
unhelpful	nicht hilfreich
unhindered	ungehindert
unholy	unheilig
unhook	aushängen
unicorn	Einhorn
unidentified	unbekannt
unification	Vereinigung
unified	einheitlich
uniform	Uniform
uniformed	uniformiert
uniformity	Gleichmäßigkeit
uniformly	gleichmäßig
unimaginable	unvorstellbar
unimpeachable	unantastbar
unimpeached	ungebrochen
unimportant	unwichtig
unimpressed	unbeeindruckt
unimproved	nicht verbessert
uninfected	nicht infiziert
uninformed	nicht informiert
uninhabited	unbewohnt
uninitiated	Uneingeweihte
uninspired	uninspiriert
unintelligible	unverständlich
unintended	unbeabsichtigt
unintentional	unbeabsichtigt
unintentionally	unbeabsichtigt
uninterested	uninteressiert
uninteresting	uninteressant
uninterrupted	ununterbrochen
uninvited	ohne Einladung
union	Union
unique	einzigartig
unisex	unisex
unison	Einklang
unit	Einheit
unitary	einheitlich
unite	Vereinen
united	vereinigt
unity	Einheit
universal	Universal-
universality	Universalität
universe	Universum
university	Universität
unjust	ungerecht
unjustifiable	nicht vertretbar
unjustified	ungerechtfertigt
unkind	nicht nett
unknowable	unerkennbar
unknown	unbekannte
unlawful	ungesetzlich
unleash	entfesseln
unlicensed	nicht lizenziert
unlike	nicht wie
unlikely	unwahrscheinlich
unlimited	unbegrenzt
unlisted	nicht gelistet
unload	entladen
unloaded	entladen
unlock	Freischalten
unlucky	unglücklich
unmanageable	unüberschaubar
unmanned	unbemannt
unmarked	unmarkiert
unmarried	unverheiratet
unmask	entlarven
unmatched	unübertroffen
unmistakable	unverkennbar
unmitigated	unermüdlich
unmoved	unbewegt
unnamed	ungenannt
unnatural	unnatürlich
unnecessary	nicht notwendig
unneeded	nicht benötigt
unnoticed	unbemerkt
unnumbered	unnummeriert
unobserved	unbeobachtet
unobstructed	ungehindert
unobtrusive	unaufdringlich
unoccupied	unbesetzt
unofficial	inoffiziell
unopened	ungeöffnet
unopposed	unangefochten
unordered	ungeordnet
unorganised	unorganisiert
unorganized	unorganisiert
unorthodox	unorthodox
unpack	auspacken
unpaid	unbezahlt
unparalleled	beispiellos
unpleasant	unangenehm
unpleasantness	Unannehmlichkeit
unplug	abziehen
unplugged	unplugged
unpopular	unpopulär
unprecedented	beispiellos
unpredictable	unberechenbar
unprepared	unvorbereitet
unpretentious	unprätentiös
unproductive	unproduktiv
unprofessional	unprofessionell
unprofitable	unrentabel
unprotected	ungeschützt
unproven	unbewiesen
unprovoked	grundlos
unpublished	unveröffentlicht
unpunished	unbestraft
unqualified	unqualifiziert
unquestionable	unbestreitbar
unquestionably	zweifellos
unquestioned	unbestritten
unquote	unquote
unravel	entwirren
unreachable	unerreichbar
unread	ungelesen
unreal	unwirklich
unrealistic	unrealistisch
unreasonable	unvernünftig
unrecorded	nicht eingetragen
unregistered	nicht registriert
unregulated	ungeregelt
unrelated	nicht verwandt
unrelenting	unerbittlich
unreliable	unzuverlässig
unremarkable	unauffällig
unrepentant	unbußfertig
unrequited	unerwidert
unresolved	ungelöst
unresponsive	nicht reagierend
unrest	Unruhe
unrestrained	hemmungslos
unrestricted	uneingeschränkt
unromantic	unromantisch
unruly	widerspenstig
unsafe	unsicher
unsanitary	unhygienisch
unsatisfactory	ungenügend
unsatisfied	nicht zufrieden
unsavory	unappetitlich
unscathed	unversehrt
unscheduled	außerplanmäßig
unscientific	unwissenschaftlich
unscrew	abschrauben
unscrupulous	skrupellos
unseat	abheben
unseen	ungesehen
unselfish	selbstlos
unsettled	ungeklärt
unsightly	unansehnlich
unsolicited	unaufgefordert
unsolved	ungelöst
unsophisticated	nicht ausgereift
unsound	ungesund
unspeakable	unaussprechlich
unspecified	nicht spezifiziert
unspoken	unausgesprochen
unstable	instabil
unsteady	unsicher
unstoppable	nicht zu stoppen
unsuccessful	erfolglos
unsuitable	ungeeignet
unsung	unbesungen
unsupervised	unbeaufsichtigt
unsupported	nicht unterstützt
unsure	unsicher
unsurpassed	unübertroffen
unsuspecting	ahnungslos
unsustainable	nicht nachhaltig
unsweetened	ungesüßt
unsympathetic	unsympathisch
untamed	ungezähmt
untenable	unhaltbar
untested	ungetestet
unthinkable	undenkbar
untidy	unordentlich
untie	lösen
untimely	vorzeitig
untitled	ohne Titel
untold	unerzählt
untouchable	unantastbar
untouched	unberührt
untoward	ungünstig
untraceable	unauffindbar
untrained	untrainiert
untranslated	nicht übersetzt
untroubled	ungetrübt
untrue	unwahr
untrustworthy	unseriös
unturned	unversucht
unused	ungebraucht
unusual	ungewöhnlich
unusually	ungewöhnlich
unutterable	unaussprechlich
unveil	enthüllen
unveiling	Enthüllung
unverified	ungeprüft
unwanted	unerwünscht
unwarranted	unberechtigt
unwary	unvorsichtig
unwashed	ungewaschen
unwavering	unerschütterlich
