Word	ha
turbo	turbo
turbulence	turbulence
turbulent	m
turd	turd
turf	turf
turkey	turkey
turmeric	turmeric
turmoil	tashin hankali
turn	juya
turnaround	turnaround
turned	juya
turning	juya
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	hallara
turnover	karuwar
turnpike	turnpike
turntable	m
turpentine	turpentine
turquoise	turquoise
turret	fargaba
turtle	kaji
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	tutor
tutoring	koyarwa
tutu	sanyi
tux	Tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	twat
twats	twats
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	tweezers
twelfth	goma sha biyu
twelve	goma sha biyu
twentieth	ashirin
twenty	ashirin
twerp	twerp
twig	twig
twilight	maraice
twill	twill
twin	twin
twine	twine
twinge	twinge
twinkle	twinkle
twins	twins
twirl	yanki
twist	karkatarwa
twisted	juya
twister	twister
twit	twit
twitch	juyawa
twitching	twitching
twitchy	twitchy
two	biyu
two step	mataki biyu
twofaced	NO TRANSLATION
twofold	biyu
twosome	twosome
tycoon	yanki
tyke	tyke
type	nau'in
typewriter	mawallafin rubutu
typhoid	typhoid
typhoon	typhoon
typical	hali
typically	yawanci
typist	masanin
typo	typo
typography	typography
tyrannical	cin zarafi
tyranny	cin zarafi
tyrant	mai tsanani
tyre	taya
ubiquitous	a kowane wuri
ubiquity	ƴan aiki
ugliness	ugliness
ugly	mummuna
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	ulterior
ultimate	ƙarshe
ultimately	kyakkyawan
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	duban dan tayi
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	laima
umpire	umpire
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	iya
unacceptable	unacceptable
unaccompanied	ba tare da shi ba
unaccountable	rashin tabbas
unaccounted	unaccounted
unacknowledged	unacknowledged
unadulterated	unadulterated
unaffected	unaffected
unafraid	ba tare da jin tsoro ba
unaided	unaided
unaltered	ba a rage ba
unambiguous	unambiguous
unanimity	unanimity
unanimous	baki daya
unanimously	gaba daya
unannounced	unannounced
unanswered	ba a amsa ba
unanticipated	ba tare da tsammani ba
unappreciated	wanda bai yarda da shi ba
unapproved	ba a amince da shi ba
unarmed	marasa lafiya
unassisted	ba tare da ƙarfafa ba
unassuming	unassuming
unattached	unattached
unattainable	unattainable
unattended	ba a kula ba
unattractive	unattractive
unauthorized	ba tare da izni ba
unavailable	ba samuwa
unavoidable	wanda babu shakka
unaware	rashin sani
unbalanced	rashin daidaituwa
unbearable	wanda ba dama a jure masa ba
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	wanda ba shi da kyau
unbelief	rashin kafirci
unbelievable	marar yarda
unbiased	mara bambanci
unborn	ba a haifa ba
unbound	unbound
unbounded	unbounded
unbreakable	wanda ba a iya raba shi ba
unbridled	unbridled
unbroken	unbroken
unbutton	unbutton
uncalled	ba a buɗe ba
uncanny	ba'a
uncaring	ba tare da damu ba
uncensured	NO TRANSLATION
uncertain	rashin tabbas
uncertainty	rashin tabbas
unchallenged	unchallenged
unchangeable	musanyawa
unchanged	canzawa
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	ba tare da yin la'akari ba
unclaimed	ba a bayyana shi ba
uncle	kawuna
unclean	marar tsarki
unclear	m
uncomfortable	m
uncommon	sababbin abubuwa
uncommonly	ba a sani ba
uncomplicated	uncomplicated
uncompromising	ba tare da komai ba
unconcerned	ba a sani ba
unconditional	ba tare da komai ba
unconfirmed	unconfirmed
unconnected	unconnected
unconscionable	maras komai
unconscious	maras sani
unconsciousness	rashin sani
unconstitutional	rashin bin doka
unconstrained	unconstrained
uncontested	ba a sani ba
uncontrollable	wanda ba a iya lura da shi ba
uncontrolled	uncontrolled
unconventional	unconventional
unconvinced	maras yarda
unconvincing	unconvincing
uncooked	uncooked
uncooperative	uncooperative
uncorrelated	ba tare da sune ba
uncouth	uncouth
uncover	cirewa
uncritical	ba tare da dadewa ba
uncut	uncut
undead	undead
undecided	undecided
undefeated	undefeated
undefined	ba a bayyana ba
undeniable	undeniable
underage	underage
underbelly	underbelly
undercover	shayarwa
undercurrent	undercurrent
underdog	underdog
underestimate	rashin sanin cikakken farashi
undergo	sha
undergraduate	dalibi
underground	karkashin kasa
underhanded	karkashin sa hannun
underlay	kunna
underlie	underlie
underline	layi
underlying	ainihin
undermine	rushe
undermined	undermined
underneath	a ƙasa
underpaid	karkashin biya
underpants	m
underprivileged	ba a ciki ba
underrated	an ƙaddamar
underscore	tabbatarwa
undersea	karkashin ƙasa
undersecretary	mai kula da
undersized	ƙaddara
understaffed	ba a amince ba
understand	fahimta
understandable	m
understanding	fahimta
understatement	rashin faɗi
understood	fahimta
understudy	understudy
undertake	yin aiki
undertaker	makami
undertaking	aikin
undertow	undertow
underwear	tufafi
underwood	underwood
underworld	underworld
underwrite	underwrite
underwriter	underwriter
undeserved	rashin cancanta
undesirable	wanda ba'a so
undesired	ba a so
undetectable	undetectable
undetected	ba a gano ba
undetermined	ba a ƙaddara ba
undeveloped	undeveloped
undignified	ba a sani ba
undirected	wanda ba a taɓa shi ba
undisclosed	ba a bayyana ba
undiscovered	ba a gano ba
undisputed	ba a sani ba
undisturbed	ba a sani ba
undivided	rarrabe
undo	gyara
undoing	undoing
undoubted	babu shakka
undress	sanyaya
undressed	gurgunta
undue	baza
undying	bace
unearned	unarned
unearth	laarth
uneasiness	rashin lafiya
uneasy	m
uneducated	marasa ilimi
unemployed	rashin aiki
unemployment	rashin aikin yi
unencumbered	unencumbered
unending	unending
unequal	rashin daidaito
unequalled	unqualed
unequivocal	rashin daidaituwa
unequivocally	ba tare da komai ba
unethical	unethical
uneven	m
uneventful	m
unexpected	m
unexpectedly	ba zato ba tsammani
unexplainable	unxplainable
unexplained	unxplained
unexplored	unxplored
unfailing	bazawa
unfair	rashin adalci
unfairness	rashin adalci
unfaithful	m
unfamiliar	wanda ba a sani ba
unfavorable	mara kyau
unfeeling	unfeeling
unfettered	bazawa
unfinished	ba a ƙare ba
unfit	rashin lafiya
unflinching	ba tare da nunawa ba
unfold	bayyana
unfollow	ba damuwa
unforeseen	unforeseen
unforgettable	wanda ba a iya mantawa da shi ba
unforgivable	ba a gafarta
unforgiving	unforgiving
unfortunate	m
unfortunately	rashin alheri
unfounded	rashin tushe
unfreeze	bazuwa
unfriendly	rashin tausayi
unfulfilled	ba a cika ba
unfurnished	bazawa
unglued	unglued
ungodly	marar laifi
ungrateful	mãsu gõdiya
unguarded	unguarded
unhand	NO TRANSLATION
unhappiness	rashin tausayi
unhappy	m
unharmed	rashin lafiya
unhealthy	rashin lafiya
unheard	unheard
unhelpful	unhelpful
unhindered	unhindered
unholy	unholy
unhook	unhook
unicorn	unicorn
unidentified	unidentified
unification	unification
unified	unified
uniform	uniform
uniformed	uniformed
uniformity	daidaito
uniformly	daidai
unimaginable	wanda ba a iya kwatanta shi ba
unimpeachable	unimpeachable
unimpeached	unimpeached
unimportant	maras muhimmanci
unimpressed	unimpressed
unimproved	wanda ba shi da amfani
uninfected	uninfected
uninformed	uninformed
uninhabited	wanda ba a zauna ba
uninitiated	uninitiated
uninspired	uninspired
unintelligible	unintelligible
unintended	ba a amince da shi ba
unintentional	ba da gangan ba
unintentionally	ba tare da gangan ba
uninterested	ba a damu ba
uninteresting	uninteresting
uninterrupted	ba tare da katsewa ba
uninvited	uninvited
union	ƙungiyar
unique	musamman
unisex	unisex
unison	unison
unit	ɗaya
unitary	unitary
unite	unite
united	united
unity	hadin kai
universal	duniya
universality	duniya
universe	duniya
university	jami'a
unjust	azzalumai
unjustifiable	rashin amincewa
unjustified	ba daidai ba
unkind	rashin tausayi
unknowable	ba a sani ba
unknown	ba a sani ba
unlawful	haramta
unleash	yardar
unlicensed	unlicensed
unlike	sabanin
unlikely	mai yiwuwa
unlimited	Unlimited
unlisted	unlisted
unload	cirewa
unloaded	cirewa
unlock	buše
unlucky	m
unmanageable	unmanageable
unmanned	unmanned
unmarked	ba a sanya shi ba
unmarried	ba tare da aure ba
unmask	unmask
unmatched	unmatched
unmistakable	marar kuskure
unmitigated	unmitigated
unmoved	unmoved
unnamed	mara suna
unnatural	m
unnecessary	ba dole ba
unneeded	unneeded
unnoticed	ba a sani ba
unnumbered	unnumbered
unobserved	ba tare da izini ba
unobstructed	ba tare da ɓata ba
unobtrusive	unobtrusive
unoccupied	ba a kula ba
unofficial	unofficial
unopened	unopened
unopposed	unopposed
unordered	ba daidai ba
unorganised	unorganized
unorganized	unorganized
unorthodox	unorthodox
unpack	kwashe
unpaid	unpaid
unparalleled	unparalleled
unpleasant	m
unpleasantness	rashin tausayi
unplug	kwashe
unplugged	cirewa
unpopular	m
unprecedented	unprecedented
unpredictable	maras tabbas
unprepared	unprepared
unpretentious	unpretentious
unproductive	unproductive
unprofessional	unprofessional
unprofitable	maras amfani
unprotected	unprotected
unproven	unproven
unprovoked	unprovoked
unpublished	unpublished
unpunished	bashi hukunci
unqualified	ba a daidaita ba
unquestionable	maras yarda
unquestionably	ba shakka
unquestioned	unquestioned
unquote	unquote
unravel	unravel
unreachable	wanda ba a iya kaiwa ba
unread	unread
unreal	ba daidai ba
unrealistic	rashin gaskiya
unreasonable	m
unrecorded	unrecorded
unregistered	ba a rajista ba
unregulated	unregulated
unrelated	ba tare da dangantaka ba
unrelenting	unrelenting
unreliable	unreliable
unremarkable	maras tabbas
unrepentant	ba a tuba ba
unrequited	unrequited
unresolved	ba a warware ba
unresponsive	unresponsive
unrest	tashin hankali
unrestrained	unrestrained
unrestricted	rashin kulawa
unromantic	unromantic
unruly	rikici
unsafe	unsafe
unsanitary	unsanitary
unsatisfactory	rashin tabbacin
unsatisfied	rashin yarda
unsavory	unsavory
unscathed	unscathed
unscheduled	ba tare da izini ba
unscientific	unscientific
unscrew	unscrew
unscrupulous	unscrupulous
unseat	unseat
unseen	gaibi
unselfish	rashin son kai
unsettled	ba tare da tsoro ba
unsightly	unsightly
unsolicited	ba a yarda ba
unsolved	ba a warware ba
unsophisticated	unsophisticated
unsound	unsound
unspeakable	maras tabbas
unspecified	ba a bayyana ba
unspoken	unspoken
unstable	m
unsteady	unsteady
unstoppable	unstoppable
unsuccessful	rashin nasara
unsuitable	m
unsung	ba shi da kyau
unsupervised	ba a kula ba
unsupported	ba tare da shi ba
unsure	m
unsurpassed	ba a yi ba
unsuspecting	ba tare da nuna shakku ba
unsustainable	unsustainable
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	untenable
untested	untested
unthinkable	wanda ba a iya tsammani ba
untidy	rashin ƙarfi
untie	kwance
untimely	ba zato ba tsammani
untitled	untitled
untold	ba a bayyana ba
untouchable	wanda ba a iya iya ba
untouched	ba a taɓa ba
untoward	maras kyau
untraceable	untraceable
untrained	untrained
untranslated	ba a fassara ba
untroubled	untroubled
untrue	gaskiya
untrustworthy	rashin amincewa
unturned	karya
unused	ba amfani ba
unusual	sabon abu
unusually	daban
unutterable	unutterable
unveil	bayyana
unveiling	unveiling
unverified	unverified
unwanted	maras so
unwarranted	marar amincewa
unwary	rashin sani
unwashed	unwashed
unwavering	ba tare da tsoro ba
unwed	unwed
unwelcome	unwelcome
unwell	rashin lafiya
unwilling	ƙi
unwillingly	ba tare da so ba
unwillingness	rashin yarda
unwind	ƙi
unwise	rashin fahimta
unwitting	rashin sani
unwittingly	rashin sani
unworthy	unworthy
unwrap	cirewa
unwritten	wanda ba a san shi ba
unyielding	unyielding
unzip	unzip
upbeat	upbeat
upbringing	upbringing
upcoming	mai zuwa
update	sabuntawa
upgrade	sabuntawa
upheaval	rikicewa
uphill	uphill
uphold	riƙe
upholstery	upholstery
upkeep	upkeep
upland	upland
uplands	ƙasa
uplift	uplift
uplifting	uplifting
uplink	uplink
upload	upload
upper	babba
uppercut	babbar hanya
uppity	uppity
upright	tsaye
uprising	tashin hankali
uproar	hargitsi
upscale	upscale
upset	haushi
upshot	upshot
upstairs	sama
upstanding	ɗaukaka
upstart	upstart
uptight	uptight
upward	sama
upwards	sama
uranium	uranium
urban	birane
urchin	urchin
urge	roƙe
urgency	gaggawa
urgent	gaggawa
urinal	urinal
urinalysis	urinalysis
urinate	urinate
urination	urination
urine	fitsari
urn	urn
usable	amfani
usage	amfani
use	amfani
used	amfani
useful	da amfani
usefully	da amfani
usefulness	amfani
useless	mara amfani
user	mai amfani
usher	usher
usual	saba
usurp	usurp
usurped	usurped
usury	riba
utensil	kayan aiki
uterus	mahaifa
utilitarian	amfani
utility	mai amfani
utilization	amfani
utilize	amfani
utmost	mafi girma
utopian	utopian
utter	furta
utterance	furci
utterly	gaba daya
vacancy	wurin zama
vacant	ba kome
vacate	barci
vacation	hutu
vaccination	alurar riga kafi
vaccine	alurar riga kafi
vacuolar	motsi
vacuole	motsa jiki
vacuous	m
vacuum	yanayi
vagabond	vagabond
vagina	farji
vaginal	raguwa
vagrancy	talata
vagrant	m
vague	m
vagueness	raguwa
vainly	banza
valance	gaskiya
vale	vale
valedictorian	wakilai
valentine	valentine
valet	valet
valiant	jarumi
valid	m
validate	validate
validation	Tabbatarwa
validity	amincin
valium	valium
valley	kwari
valor	NO TRANSLATION
valuable	m
valuables	dukiya mai daraja
valuation	farashin
value	darajar
valve	valve
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampire
van	NO TRANSLATION
vandal	vandal
vandalism	rikici
vane	vane
vanguard	gaba daya
vanilla	vanilla
vanish	bace
vanished	ya ɓace
vanishing	bacewa
vanity	ƙarya
vanquish	rinjaye
vanquished	rinjaye
vanquishing	lalata
vantage	vantage
vapor	tururuwa
vara	NO TRANSLATION
variable	m
variance	bambanci
variation	bambancin
variations	bambancin
varicella	varicella
varicose	varicose
varied	bambanta
variegated	variegated
variety	iri-iri
various	daban
varmint	varmint
varnish	varnish
varsity	varsity
vary	bambanta
varying	bambanta
vascular	vascular
vase	gilashi
vasectomy	kullun
vassal	vassal
vast	sarari
vat	vat
vaudeville	vaudeville
vault	vault
vaulted	fashe
vaulting	vaulting
veal	nama
vector	vector
veer	kariya
vega	vega
vegan	vegan
vegetable	kayan lambu
vegetarian	ganyayyaki
vegetarianism	cin ganyayyaki
vegetation	ciyayi
vegetative	vegetative
veggie	veggie
vehement	jin tsoro
vehicle	motar
veil	shãmaki
veiled	rufe
vein	vein
veined	veined
vellum	kwaya
velocity	gudu
velour	velor
velvet	karammiski
velvety	velvety
vena	vena
vendetta	vendetta
vending	sayar
vendor	dillalai
veneer	kaya
venerable	maras kyau
veneration	veneration
venereal	venereal
venetian	venetian
vengeance	ramuwa
vengeful	fansa
venison	venison
venom	venom
venomous	venomous
venous	venous
vent	iska
ventilation	samun iska
ventilator	ventilator
venting	kwance
ventricle	ventricle
ventricular	ventricular
ventriloquist	ventriloquist
venture	kamfani
venue	wuri
veracity	gaskiya
veranda	gidan waya
verb	magana
verbal	magana
verbatim	magana
verbiage	verbiage
verbose	verbose
verbosity	verbosity
verdant	m
verdict	yanke hukunci
verge	gefe
verification	tabbaci
verified	tabbatar
verify	tabbatar
verily	hakika
veritable	gaskiya
vermin	vermin
vermouth	vermouth
vernacular	harshe
vernal	vernal
veronica	veronica
versatile	m
versatility	versatility
verse	aya
version	version
versus	bisa
vert	vert
vertebra	vertebra
vertebral	vertebral
vertex	labaran
vertical	tsaye
vertically	tsaye
vertigo	vertigo
verve	gaskiya
very negative	sosai mummunan
very positive	sosai tabbatacce
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	vesicular
vessel	jirgin ruwa
vest	kaya
vested	gurgunta
vestibule	vestibule
vestige	abubu
vet	vet
veteran	tsohon soja
veterinarian	likitan dabbobi
veterinary	dabbobi
veto	veto
vexed	zalunci
viability	viability
viable	mai yiwuwa
viaduct	lalata
vial	vial
vibe	vibe
vibes	vibes
vibrant	vibrant
vibrate	faɗakarwa
vibration	vibration
vibrator	vibrator
vibratory	vibratory
vicar	vicar
vicarious	vicarious
vice	mataimakin
viceroy	mataimakin shugaban kasa
vicinity	kusanci
vicious	mugunta
victim	wanda aka azabtar
victimized	cin zarafi
victor	nasara
victoria	victoria
victorious	nasara
victory	nasara
video	bidiyo
video game	wasan bidiyo
videotape	hotuna
vie	NO TRANSLATION
view	duba
viewer	mai kallo
viewing	dubawa
viewpoint	ra'ayi
vigil	hankali
vigilance	farkawa
vigilant	mai hankali
vigilante	mai hankali
vignette	zane
vigor	karfi
vigorous	karfi
viking	viking
vile	m
villa	Villa
village	kauye
villager	villager
villain	villain
villainous	villainous
vinaigrette	vinaigrette
vindicate	amincewa
vindicated	Tabbatacce
vindication	vindication
vindictive	vindictive
vine	itacen inabi
vinegar	vinegar
vineyard	gonar inabinsa
vintage	na da
vinyl	vinyl
viola	viola
violate	karya
violation	cin zarafi
violence	tashin hankali
violent	tashin hankali
violently	tashin hankali
violet	violet
violin	biki
violinist	yar violin
viper	viper
viral	hoto ko bidiyo
virgin	budurwa
virginal	budurwa
virginity	budurwa
virility	ƙwayar cuta
virology	virology
virtual	kama-da-wane
virtually	kusan
virtue	nagarta
virtuoso	virtuoso
virtuous	mai kyau
virulence	virulence
virus	cutar
visa	visa
visage	NO TRANSLATION
viscosity	danko
viscous	viscous
vise	NO TRANSLATION
visibility	ganuwa
visible	bayyane
visibly	bayyane
vision	hangen nesa
visionary	mai gani
visit	ziyarar
visitation	ziyarar
visiting	ziyartar
visitor	baƙo
visor	visor
vista	vista
visual	na gani
visualize	visualize
vital	muhimmanci
vitality	muhimmanci
vitals	Vitals
vitamin	bitamin
vitreous	gilashi
viva	viva
vivacious	vivacious
vivid	m
vixen	vixen
vocabulary	ƙamus
vocal	murya
vocalist	vocalist
vocation	aiki
vodka	giyar vodka
vogue	vogue
voice	murya
voiceless	murya
voicemail	saƙon murya
void	ba kome ba
volatile	maras amfani
volatility	volatility
volcanic	volcanic
volcano	volcano
volition	samfurin
volley	volley
volleyball	wasan kwallon raga
voltage	wutar lantarki
voltmeter	voltmeter
volume	girma
volumes	kundin
voluminous	m
voluntarily	da son zuciya
voluntary	da son rai
volunteer	aikin sa kai
volunteering	aikin aikin kai
volunteers	masu aikin sa kai
voluptuous	voluptuous
vomit	vomit
vomiting	vomiting
voodoo	voodoo
voracious	voracious
vortex	vortex
vote	zabe
voter	mai jefa kuri'a
voting	jefa kuri'a
votive	jefa kuri'a
vouch	bukch
voucher	takardar kuɗi
vow	alwashi
vowel	vowel
voyage	tafiya
voyager	tafiya
voyeur	voyeur
vulgar	m
vulgarity	lalata
vulnerability	damuwa
vulnerable	m
vulture	yanki
wacko	wacko
wacky	wacky
wad	wad
waddle	wadata
wade	wade
wafer	wafer
waffle	waffle
wag	wag
wage	albashi
wager	wager
wages	Hakkin
wagon	wagon
wail	kuka
waist	waƙar
waistcoat	waistcoat
waistline	waistline
wait	jira
waiter	sabis
waiting	jira
waitinggame	NO TRANSLATION
waitress	jira
waive	waive
waiver	hawaye
wake	farka
walk	tafiya
walker	mai tafiya
walking	tafiya
walkout	walkout
wall	bango
wallaby	wallaby
wallet	walat
wallflower	wallflower
wallop	wallop
wallow	wallow
wallpaper	bangon waya
walnut	gyada
walrus	walrus
waltz	waltz
wan	NO TRANSLATION
wand	wand
wander	yawo
wanderer	wanderer
wandering	yawo
wane	wane
waning	ragewa
wanker	wanker
wannabe	Wannabe
wannasleep	NO TRANSLATION
want	so
wanting	yana so
wanton	soon
war	yaki
warbler	warbler
warcrimes	NO TRANSLATION
ward	ward
warden	warden
wardrobe	tufafi
ware	ware
warehouse	masara
warfare	yaki
warhead	warhead
warlike	warlike
warlock	warlock
warlord	dakarun
warm	dumi
warming	warming
warms	warms
warmth	zafi
warn	gargadi
warned	gargadi
warning	gargadi
warp	warp
warpath	warpath
warped	fashe
warrant	garanti
warranted	garanti
warrants	takaddama
warranty	garanti
warren	warren
