Word	ka
safety	უსაფრთხოება
saffron	ზაფრანა
sag	შაბათი
saga	საგა
sage	Sage
saggy	saggy
sail	აფრების
sailboat	sailboat
sailing	მცურავი
sailor	მეზღვაური
saint	წმინდანი
sainted	sainted
saintly	წმინდანი
sake	გულისთვის
salad	სალათი
salamander	სალამანდრა
salami	სალამი
salary	ხელფასი
sale	იყიდება
salesgirl	გამყიდველი
salesman	გამყიდველი
salient	მნიშვნელოვანია
saline	მარილი
saliva	ნერწყვი
sally	sally
salmon	ორაგული
salmonella	სალმონელა
salon	სალონი
saloon	სალონი
salsa	salsa
salt	მარილი
salted	დამარილებული
saltwater	მარილწყალში
salty	მარილი
salutary	სასიამოვნო
salutation	სალუტო
salute	მივესალმებით
salvage	სამაშველო
salvation	ხსნა
salve	salve
samba	სამბა
sameness	sameness
sample	ნიმუში
samurai	სამურაი
sanatorium	სანატორიუმი
sanctification	განწმენდა
sanctified	ეკურთხა
sanctify	sanctify
sanctimonious	sanctimonious
sanction	სანქცია
sanctioned	სანქცირებული
sanctity	სიწმინდე
sanctuary	საკურთხევლის
sanctum	sanctum
sand	ქვიშა
sandal	sandal
sandbox	სავარჯიშოში
sander	შანდერი
sandman	sandman
sandpaper	ქვიშა
sands	ქვიშები
sandstorm	ქვიშიანი
sandwich	სენდვიჩი
sandy	ქვიშიანი
sane	მართალია
sanguine	ნანგრევები
sanitarium	სანიტარიუმი
sanitary	სანიტარული
sanitation	სანიტარია
sanity	საღი აზრი
sans	NO TRANSLATION
santa	სანტა
sap	SAP
sapiens	შპიონები
sapphire	საფირონი
sappy	sappy
sarcasm	სარკაზმი
sarcastic	სარკასტული
sarcoma	სარკომი
sarcophagus	სარკოფაგები
sardine	sardine
sardonic	შარდონი
sarsaparilla	სარაფარილა
sash	sash
sashimi	საშიმი
sassafras	საასფრას
sassy	sassy
satanic	სატანა
satchel	სატელიტი
sate	NO TRANSLATION
satellite	სატელიტი
satin	ატლასის
satire	სატირა
satirical	სატირული
satisfaction	კმაყოფილება
satisfactorily	დამაკმაყოფილებლად
satisfactory	დამაკმაყოფილებელი
satisfied	კმაყოფილი
satisfy	დაკმაყოფილება
satisfying	დამაკმაყოფილებელი
saturate	გაჯერებული
saturated	გაჯერებული
saturation	ინტენსივობა
satyr	სატირა
sauce	სოუსი
saucepan	saucepan
saucer	saucer
saucy	saucy
sauerkraut	sauerkraut
sauna	საუნა
sausage	ძეხვი
savage	ჭირვეული
savagery	მარადიული
savanna	savanna
savannah	savannah
savant	savant
save	გადარჩენა
saver	saver
saving	შენახვა
savings	დანაზოგი
savior	მხსნელი
savor	სასიამოვნოა
savory	ქონდარი
savvy	საზრიანი
saw	დაინახა
sawdust	ნახერხი
sawmill	სახერხი
sax	sax
saxophone	საქსაფონი
say	ამბობენ
sayonara	NO TRANSLATION
scab	scab
scabbard	scabbard
scaffold	scaffold
scaffolding	საყრდენი
scalding	scalding
scale	მასშტაბი
scales	სასწორები
scallop	scallop
scalp	სკალპი
scalpel	სკალპელი
scaly	scaly
scam	თაღლითობა
scamp	ბანაობა
scampi	სკამპი
scan	სკანირება
scandal	სკანდალი
scandalous	სკანდალური
scanner	სკანერი
scanty	მწირია
scape	სცენა
scapegoat	სკალაგვატი
scar	ნაწიბუროვანი
scarab	scarab
scarce	მწირი
scarcely	ძლივს
scarcity	მწირი
scare	შეშინება
scarecrow	შტორმი
scared	შეშინებული
