Word	tl
sum	kabuuan
summarily	summarily
summarize	ibuod
summary	buod
summation	pagbubuo
summer	tag-araw
summerhouse	Bahay bakasyunan
summertime	tag-araw
summit	summit
summon	ipatawag
summons	patawag
sumo	sumo
sump	sump
sumptuous	masagana
sun	araw
sunbeam	sunbeam
sunburn	sunburn
sundae	sorbetes
sunday	Linggo
sundial	sundial
sundown	paglubog ng araw
sundry	sari-sari
sunflower	mirasol
sunglass	sunglass
sunglasses	salaming pang-araw
sunk	mas mababa
sunken	lumubog
sunless	walang sinuman
sunlight	sikat ng araw
sunny	maaraw
sunrise	pagsikat ng araw
sunroof	sunroof
sunscreen	sunscreen
sunset	paglubog ng araw
sunshine	sikat ng araw
suntan	suntan
sunup	sunup
sup	sup
super	sobrang
superannuation	superannuation
superb	napakagaling
superficial	mababaw
superfluous	labis
superhero	superhero
superhuman	higit na tao
superimposed	superimposed
superintendent	superintendente
superior	superior
superiority	higit na kagalingan
superlative	superlatibo
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	sobrenatural
supernova	supernova
superposition	superposisyon
superpower	superpower
supersede	supersede
superstar	superstar
superstition	pamahiin
superstitious	superstitious
superstore	superstore
supervise	mangasiwa
supervision	pangangasiwa
supervisor	superbisor
supper	hapunan
suppertime	suppertime
supplant	palitan
supple	malambot
supplement	suplemento
supplemental	pandagdag
supplementary	pandagdag
supplication	pagmamakaawa
supplier	tagapagtustos
supplies	supplies
supply	supply
support	suporta
supported	suportado
supporter	tagasuporta
supporters	tagasuporta
supporting	pagsuporta
supportive	suportado
suppose	ipagpalagay na
supposed	dapat
supposing	inaakala
supposition	supposisyon
suppress	sugpuin
suppression	pagpigil
supremacy	supremacy
supreme	kataas-taasan
supremely	supremely
surcharge	patong na singil
sure	sigurado
surety	sigurado
surf	mag-surf
surface	ibabaw
surfboard	surfboard
surfer	surfer
surge	pagyurak
surgeon	siruhano
surgery	pagtitistis
surgical	kirurhiko
surly	masama
surmise	surmise
surname	apelyido
surpassing	labis
surplus	sobra
surprise	sorpresa
surprised	Nagulat
surprises	sorpresa
surprising	nakakagulat
surprisingly	nakakagulat
surreal	surreal
surrender	pagsuko
surrendering	pagsuko
surrogate	pangalawa
surround	palibutan
surrounding	nakapaligid
surroundings	kapaligiran
surveillance	pagmamatyag
survey	survey
surveying	pagtilingin
surveyor	surveyor
survival	kaligtasan ng buhay
survive	mabuhay
surviving	nakaligtas
survivor	nakaligtas
susceptibility	pagkamaramdamin
susceptible	madaling kapitan
sushi	sushi
suspect	pinaghihinalaan
suspected	pinaghihinalaan
suspend	isuspinde
suspended	nasuspinde
suspenders	suspenders
suspense	pag-aalinlangan
suspension	suspensyon
suspicion	hinala
suspicions	suspicions
suspicious	kahina-hinala
sustain	umalalay
sustained	napapanatili
sustenance	kabuhayan
suture	sugat
suv	suv
sux	NO TRANSLATION
swab	pamunas
swag	swag
swagger	magyabang
swallow	lunok
swami	swami
swamp	lumubog
swamped	swamped
swampy	lumubog
swan	sisne
swank	swank
swap	magpalitan
swarm	kuyog
swarming	swarming
swastika	swastika
swat	swat
sway	kumilos
swear	sumumpa
swearing	pagmumura
sweat	pawis
sweater	suweter
sweating	pagpapawis
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	pawis
sweep	walisin
sweeper	walis
sweeping	pahapyaw
sweet	matamis
sweeten	matamis
sweetened	sweetened
sweetener	pampatamis
sweetest	sweetest
sweetheart	sweetheart
sweetie	sweetie
sweetness	tamis
sweets	Matamis
swell	sumigaw
swelling	pamamaga
sweltering	sweltering
swerve	lumayo
swift	mabilis
swiftly	matulin
swig	swig
swill	swill
swim	lumangoy
swimmer	manlalangoy
swimming	swimming
swimsuit	swimsuit
swindle	panggagantso
swindler	manloloko
swine	baboy
swing	ugoy
swinger	swinger
swinging	pagtatayon
swipe	mag-swipe
swirl	pag-ikot
swish	swish
switch	lumipat
switchblade	switchblade
switchboard	switchboard
swivel	umiinog
swollen	namamaga
swoon	swoon
swoop	sumayaw
sword	tabak
swordfish	espada
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	pantig
syllabus	syllabus
symbiotic	symbiotic
symbol	simbolo
symbolic	symbolic
symbolically	sa simbolo
symbolism	simbolismo
symbolize	sumagisag
symmetric	simetriko
symmetrical	simetriko
symmetry	simetrya
sympathetic	nagkakasundo
sympathize	sumasalamin
sympathy	simpatya
symphonic	simponiko
symphony	simponya
symposium	panayam
symptom	sintomas
symptomatic	nagpapakilala
synagogue	sinagoga
synapse	synapse
synaptic	synaptic
sync	i-sync
synchronize	i-synchronize
synchronous	kasabay
syncope	pangkatin
syndicate	syndicate
syndrome	sindrom
synergistic	synergistic
synergy	synergy
synod	synod
synonym	kasingkahulugan
synonymous	magkasingkahulugan
synopsis	buod
synoptic	synoptic
syntax	syntax
synthesis	pagbubuo
synthesizer	synthesizer
synthetic	gawa ng tao
syphilis	syphilis
syringe	syringe
syrup	syrup
system	sistema
systematic	sistematiko
systematically	systematically
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernakulo
table	talahanayan
tableau	NO TRANSLATION
tablecloth	tablecloth
tablespoon	kutsara
tablet	tablet
tableware	kubyertos
tabloid	tabloid
taboo	bawal
tabular	hangganan
tabulate	magbuklod
tabulation	pag-tabulasyon
tachometer	tachometer
tacit	tacit
tack	tack
tackle	harapin
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	taktika
tactful	taktika
tactic	taktika
tactical	pantaktika
tactics	taktika
tactile	pandamdam
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	buntot
tailed	tailed
tailgate	tailgate
tailings	tailings
taillight	ilaw sa likuran ng sasakyan
tailor	sastre
tailoring	pananahi
tailpipe	tailpipe
taint	mahina
take	tumagal
takeoff	tangalin
takeout	takeout
takeover	pumalit
taker	taker
talcum	talcum
tale	kuwento
talent	talento
talented	may talento
talisman	anting-anting
talk	usapan
talkative	talkative
talker	talker
tall	matangkad
tallies	tallies
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	pakialaman
tampon	tampon
tan	kulay-balat
tandem	tandem
tang	tang
tangent	padaplis
tangerine	dalanghita
tangible	nasasalat
tangle	magkagulo
tangled	magkagulo
tango	tango
tank	tangke
tank top	damit pantaas
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	bilang katunayan
tantrum	pagmumukha
taoism	taoismo
tap	tapikin ang
tape	tape
tape measure	panukat ng tape
taper	taper
tapering	tapering
tapestry	tapiserya
tapeworm	tapeworm
tapioca	tapioca
taps	taps
tar	NO TRANSLATION
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	target
targeted	naka-target
targeting	pag-target
tariff	taripa
tarmac	tarmac
tarnish	sirain
tarot	tarot
tarp	NO TRANSLATION
tarry	tumigil ka
tart	maasim
tartan	tartan
tartar	Tartar
task	gawain
tassel	tassel
taste	lasa
tasteful	masarap
tasteless	masarap
tasting	pagtikim
tasty	masarap
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	itinuro
taunt	pag-uyam
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	buwis
taxed	buwis
taxi	taxi
taxicab	taksi
taxonomy	taxonomy
taxpayer	nagbabayad ng buwis
tea	tsaa
teach	turo
teacher	guro
teaching	pagtuturo
teacup	tsaa
teahouse	teahouse
teal	tsaa
team	koponan
teamjesus	NO TRANSLATION
teammate	katambal
teamwork	pagtutulungan ng magkakasama
teapot	tsarera
tear	luha
tearful	lumuha
tearsofjoy	NO TRANSLATION
teary	maluha-luha
tease	mang-ulol
teaser	teaser
teasing	panunukso
teaspoon	kutsarita
teat	salamat
teatime	teatime
tech	tech
technical	teknikal
technicality	teknikalidad
technician	tekniko
technique	pamamaraan
techno	techno
technological	teknolohikal
technology	teknolohiya
ted	ted
teddy bear	teddy bear
tedious	nakakapagod
tedium	tedium
tee	tee
teeming	masagana
teen	tinedyer
teenage	malabata
teenager	tinedyer
teens	mga kabataan
teensy	kabataan
teeny	maliit
teeth	ngipin
teething	pag-inom
teflon	teflon
telegram	telegram
telegraph	telegrapo
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepatiko
telepathy	telepatiya
telephone	telepono
telescope	teleskopyo
telescopic	teleskopiko
telethon	telethon
teletype	teletype
televised	telebisyon
television	telebisyon
tell	sabihin
teller	teller
telling	nagsasabi
telltale	katuwaan
temp	temp
temper	kainitan
tempera	tempera
temperament	pag-uugali
temperamental	mapagbigay
temperance	pagpipigil
temperate	mapagpigil
temperature	temperatura
tempered	ulo
tempest	bagyo
template	template
temple	templo
tempo	NO TRANSLATION
temporal	temporal
temporarily	pansamantala
temporary	pansamantala
tempt	tuksuhin
temptation	tukso
tempting	kaakit-akit
temptress	tuksuhan
ten	sampung
tenable	pwedeng magamit
tenacious	mahigpit
tenacity	tenasidad
tenancy	pangungupahan
tenant	nangungupahan
tend	malamang
tendency	pagkahilig
tender	malambot
tenderfoot	malambot na paa
tenderness	lambing
tending	tending
tendon	tendon
tenement	tenement
tenet	prinsipyo
tenets	tenets
tenfold	sampung beses
tennis	tennis
tenor	tenor
tense	panahunan
tensile	makunat
tension	pag-igting
tent	tolda
tentacle	tentacles
tentative	pansamantala
tenth	ikasampu
tenths	tenths
tenuous	tenuous
tenure	panunungkulan
tepee	tepee
tepid	maligamgam
tequila	tequila
teriyaki	teriyaki
term	term
terminal	terminal
terminate	wakasan
termination	pagwawakas
terminator	terminator
terminology	terminolohiya
terminus	terminal
termite	anito
terms	mga tuntunin
tern	tern
ternary	ternary
terrace	terrace
terrain	lupain
terrestrial	panlupa
terrible	kakila-kilabot
terribly	katakut-takot
terrier	terrier
terrific	napakalakas
terrified	takot
terrifies	terrifies
terrify	sindak
terrifying	sumisindak
territorial	teritoryo
territory	teritoryo
terror	malaking takot
terrorism	terorismo
terrorist	terorista
terrorists	terorista
terrorize	takutin
terse	sya
tertiary	tersiyaryo
test	pagsusulit
testament	Tipan
testicle	testicle
testicular	testicular
testify	magpatotoo
testimonial	testimonial
testimony	patotoo
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetano
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	teksto
textbook	aklat-aralin
textile	hinabi
textural	textural
texture	texture
tgif	tgif
thank	salamat
thankful	mapagpasalamat
thankgod	Salamat sa Diyos
thanking	nagpapasalamat
thankless	walang pasasalamat
thanks	salamat
thanksalot	NO TRANSLATION
thanksgiving	pasasalamat
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	lasa
theater	teatro
theatrical	theatrical
theatrics	mga teatro
thebest	thebest
theft	pagnanakaw
theism	theism
theistic	theistic
thelife	ang buhay
thelittlethings	NO TRANSLATION
theme	tema
theocracy	teokrasya
theocratic	teokratiko
theologian	teologo
theological	teolohiko
theology	teolohiya
theorem	teorama
theoretical	teoretikal
theory	teorya
therapeutic	therapeutic
therapeutics	therapeutics
therapist	therapist
therapy	therapy
thereabouts	doon
thereof	nito
therewith	sa gayon
thermal	thermal
thermocouple	thermocouple
thermodynamics	termodinamika
thermometer	thermometer
thermos	thermos
thermostat	termostat
thesaurus	tesaurus
thesis	sanaysay
thick	makapal
thicken	palampasin
thickening	pampalapot
thicket	sukal
thickness	kapal
thief	magnanakaw
thigh	hita
thimble	ikulong
thin	manipis
thing	bagay
things	mga bagay
thingy	thingy
think	isipin
thinker	palaisip
thinking	pag-iisip
third	ikatlo
thirds	ikatlo
thirst	uhaw
thirsty	nauuhaw
thirteen	labintatlo
thirteenth	ikalabintatlo
thirty	tatlumpung
thistle	tistle
thither	doon
thong	sinturon
thorn	tinik
thorny	mahirap
thorough	masinsinang
thoroughbred	thoroughbred
thoroughfare	daanan
thought	naisip
thoughtful	nag-isip
thoughtfulness	pag-iisip
thoughtless	hindi naisip
thoughts	mga saloobin
thousand	libong
thrash	thrash
thread	thread
threat	pagbabanta
threaten	nagbabanta
threatened	nanganganib
threatening	pagbabanta
three	tatlo
threefold	tatlong beses
threesome	tatlong bagay
thresh	thresh
threshold	threshold
thrice	tatlong beses
thrift	matipid
thrifty	matipid
thrill	kiligin
thrilled	nanginginig
thriller	Thriller
thrilling	kapanapanabik
thrive	umunlad
thriving	maunlad
throat	lalamunan
throb	pintig
throbbing	tumitigas
throes	throes
throne	trono
throng	kakapalan
throttle	balbula
throw	itapon
throwback	throwback
thrower	tagahagis
thrown	itinapon
thrush	trus
thrust	tulak
thruster	thruster
thud	thud
thug	thug
thumb	hinlalaki
thumbprint	thumbprint
thump	tumapik
thumper	thumper
thumping	humahampas
thunder	kulog
thunderbolt	kulog
thunderclap	thunderclap
thundering	dumadagundong
thunderstorm	bagyo
thunderstruck	thunderstruck
thwart	hadlangan
thx	Salamat
thyme	thyme
thyroid	teroydeo
tiara	tiara
tibia	tibia
tic	tic
tick	tik
ticked	ticked
ticker	ticker
ticket	tiket
tickle	tickle
tickled	tickled
ticklish	kakaiba
tidal	tidal
tidal wave	tidal wave
tidbit	tidbit
tide	tubig
tidings	Mga balita
tidy	malinis
tie	itali
tier	tier
tiff	tiff
tiger	tigre
tighten	higpitan
tightness	higpit
tightrope	mahigpit na butil
tights	pampitis
tilde	tilde
tile	tile
tiling	pag-tile
till	NO TRANSLATION
tillage	pagbubungkal
tiller	tiller
tilt	ikiling
tilting	Pagkiling
timber	timber
timberland	timberland
timbre	timbre
time	oras
timeless	walang tiyak na oras
timeliness	pagiging maagap
timely	napapanahon
timeout	timeout
timepiece	timepiece
timer	timer
times	beses
timetable	talaorasan
timewasters	NO TRANSLATION
timid	mahiyain
timidity	pagkamahiyain
timing	timing
tin	NO TRANSLATION
tincture	makulayan
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	paikutin
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	ingay sa tainga
tinsel	tinsel
tint	tint
tiny	maliit na maliit
tip	tip
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	gulong
tired	pagod
tiredness	pagod
tiredofit	NO TRANSLATION
tireless	walang tulog
tiresome	nakakatakot
tiring	nakapapagod
tissue	tissue
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titan
tithe	ikapu
title	pamagat
titled	na may pamagat na
titty	titty
titular	NO TRANSLATION
toad	palaka
toast	toast
toaster	toaster
toasty	toasty
tobacco	tabako
toby	toby
tod	tod
today	ngayon
toddler	sanggol
toe	daliri ng paa
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	magkasama
togetherness	magkasama
toil	toil
toilet	toilet
toils	toils
token	token
tolerable	matitiis
tolerance	pagpapahintulot
tolerant	mapagparaya
tolerate	mapagtitiisan
toleration	pagpapahintulot
toll	toll
tomahawk	tomahawk
tomato	kamatis
tomatoes	mga kamatis
tomb	libingan
tombstone	lapida
tomcat	tomcat
tome	tome
tomorrow	bukas
ton	NO TRANSLATION
tone	tono
toner	toner
tong	NO TRANSLATION
tongs	sipit
tongue	dila
tonic	gamot na pampalakas
tonnage	tonelada
tonsils	tonsils
toocold	NO TRANSLATION
tool	tool
toolbox	toolbox
tooling	tooling
toomuchtodo	NO TRANSLATION
toot	toot
tooth	ngipin
toothache	sakit ng ngipin
toothbrush	toothbrush
toothed	may ngipin
toothless	walang ngipin
toothpaste	toothpaste
toothpick	palito
toots	toots
top	itaas
topaz	topaz
topic	paksa
topical	pangkasalukuyan
topless	pinakamataas
topographic	topographic
topographical	topographical
topography	topographiya
topple	bumagsak
topside	topside
tor	tor
torch	sulo
torment	paghihirap
tormented	pinahirapan
torn	napunit
tornado	buhawi
torpedo	torpedo
torque	metalikang kuwintas
torrent	torrent
torrid	torrid
torsion	pamamaluktot
torso	katawan ng tao
tort	tort
tortious	tortious
tortoise	pagong
tortuous	tortuous
torture	labis na pagpapahirap
tortured	tortured
toss	itapon
tot	NO TRANSLATION
total	kabuuan
totality	kabuuan
totally	ganap
tote	magdala
totem	totem
touch	hawakan
touchdown	touchdown
touched	hinawakan
touching	pagpindot
touchy	touchy
tough	matigas
toughen	toughen
toughness	kayamutan
toupee	toupee
tour	paglilibot
tourism	turismo
tourist	turista
tourmaline	tourmaline
tournament	paligsahan
tourniquet	tourniquet
tout	NO TRANSLATION
tow	paghila
towel	tuwalya
tower	tore
towering	matayog
town	bayan
townhouse	townhouse
township	nayon
townspeople	mamamayan
toxic	nakakalason
toxicity	toxicity
toxicology	toxicology
toxin	lason
toy	laruan
toymaker	tagagawa ng laruan
trace	bakas
traceable	maaaring traceable
tracer	tracer
traces	bakas
trachea	trachea
tracing	pagsubaybay
track	subaybayan
tracker	tracker
tract	tract
tractable	tractable
traction	traksyon
tractor	traktor
trade	kalakalan
trademark	trademark
trader	negosyante
tradesman	beterano
trading	kalakalan
tradition	tradisyon
traditional	tradisyonal
traffic	trapiko
traffic light	ilaw ng trapiko
trafficking	trafficking
tragedies	trahedya
tragedy	trahedya
tragic	trahedya
trail	tugaygayan
trailer	trailer
train	tren
train set	set ng tren
trained	sinanay
trainee	trainee
trainer	tagapagsanay
training	pagsasanay
trait	katangian
traitor	traidor
traitorous	traitorous
trajectory	tilapon
tram	tram
tramp	maingay
trample	yapak
trampoline	trampolin
tramway	tramway
trance	kawalan ng ulirat
tranquil	tahimik
tranquility	katahimikan
tranquilizer	pampakalma
transact	transact
transaction	transaksyon
transatlantic	transatlantiko
transceiver	radyo
transcend	lumalampas
transcendence	transcendence
transcendent	transendente
transcendental	transendental
transcribe	transcribe
transcriber	transcriber
transcript	transcript
transcription	pagkasalin
transfer	paglipat
transference	paglipat
transferred	inilipat
transfixed	transfixed
transform	ibahin ang anyo
transformation	pagbabagong-anyo
transformer	transpormer
transfusion	pagsasalin ng dugo
transgression	pagsuway
transient	lumilipas
transistor	transistor
transit	transit
transition	paglipat
transitional	palampas
transitive	palipat
transitory	pansamantala
translate	Isalin
translation	pagsasalin
translator	tagasalin
translocation	paglipat
translucent	translucent
transmission	paghahatid
transmit	magpadala
transmitter	transmiter
transmutation	transmutasyon
transom	transom
transparency	aninaw
transparent	transparent
transplant	transplant
transplantation	paglipat
transponder	transponder
transport	transportasyon
transportation	transportasyon
transporter	transporter
transpose	magbago
transposition	transposisyon
transsexual	transsexual
transverse	transverse
transvestite	transvestite
trap	bitag
trapdoor	trapdoor
trapeze	trapeze
trapped	nakulong
trapper	trapper
trapping	tigil
trappings	gayak
traps	traps
trash	basura
trashy	trashy
trauma	trauma
traumatic	traumatiko
travail	NO TRANSLATION
travel	maglakbay
traveler	traveler
traveling	naglalakbay
traverse	traverse
travesty	travesty
trawl	palakpakan
trawler	trawler
tray	tray
treacherous	mapandaya
treachery	pagtataksil
tread	yapak
treadmill	gilingang pinepedalan
treason	pagtataksil
treasure	kayamanan
treasured	treasured
treasurer	ingat-yaman
treasures	mga kayamanan
treasury	kabang-yaman
treat	gamutin
treatable	magamot
treatise	treatise
