Word	km
teenage	ក្មេងជំទង់
teenager	ក្មេងជំទង់
teens	ក្មេង​ជំទង់
teensy	ក្មេងជំទង់
teeny	ក្មេងជំទង់
teeth	ធ្មេញ
teething	ធ្មេញ
teflon	teflon
telegram	ទូរលេខ
telegraph	ទូរលេខ
telekinesis	telekinesis
telemetry	តេឡេម
telepathic	telepathic
telepathy	telepathy
telephone	ទូរស័ព្ទ
telescope	តេលេស្កុប
telescopic	កែវពង្រីក
telethon	telethon
teletype	teletype
televised	ចាក់ផ្សាយ
television	ទូរទស្សន៍
tell	ប្រាប់
teller	teller
telling	ប្រាប់
telltale	telltale
temp	temp
temper	កំហឹង
tempera	tempera
temperament	និស្ស័យ
temperamental	កំហឹង
temperance	សីលធម៌
temperate	មានសីតុណ្ហភាព
temperature	សីតុណ្ហាភាព
tempered	កំហឹង
tempest	ព្យុះ
template	គំរូ
temple	ប្រាសាទ
tempo	NO TRANSLATION
temporal	ខាងសាច់ឈាម
temporarily	បណ្តោះអាសន្ន
temporary	បណ្តោះអាសន្ន
tempt	ល្បួង
temptation	ការល្បួង
tempting	ល្បួង
temptress	temptress
ten	ដប់
tenable	tenable
tenacious	តឹងរ៉ឹង
tenacity	ភាពតស៊ូ
tenancy	ភតិកៈ
tenant	អ្នក​ជួល
tend	មានទំនោរ
tendency	និន្នាការ
tender	ដេញថ្លៃ
tenderfoot	ស្នេហា
tenderness	ទន់ភ្លន់
tending	ការថែរក្សា
tendon	សរសៃពួរ
tenement	tenement
tenet	គោលការណ៍
tenets	គោលការណ៍
tenfold	ដប់ដង
tennis	កីឡាវាយកូនបាល់
tenor	tenor
tense	តឹងតែង
tensile	tensile
tension	ភាពតានតឹង
tent	តង់
tentacle	tentacle
tentative	បណ្តោះអាសន្ន
tenth	ដប់
tenths	ដប់
tenuous	តឹងរ៉ឹង
tenure	សិទ្ធិកាន់កាប់
tepee	tepee
tepid	ត្រជាក់
tequila	tequila
teriyaki	teriyaki
term	រយៈពេល
terminal	ស្ថានីយ
terminate	បញ្ចប់
termination	បញ្ចប់
terminator	ចុង
terminology	វាក្យស័ព្ទ
terminus	ស្ថានីយ
termite	termite
terms	លក្ខខណ្ឌ
tern	tern
ternary	ternary
terrace	រាបស្មើ
terrain	ដី
terrestrial	ដី
terrible	គួរឱ្យខ្លាច
terribly	យ៉ាងខ្លាំង
terrier	terrier
terrific	អស្ចារ្យ
terrified	ភ័យខ្លាច​ជា​ខ្លាំង
terrifies	terrifies
terrify	ភ័យខ្លាច
terrifying	គួរឱ្យភ័យខ្លាច
territorial	ដែនដី
territory	ទឹកដី
terror	ភេរវកម្ម
terrorism	ភេរវកម្ម
terrorist	ភេរវករ
terrorists	ភេរវករ
terrorize	ភេរវកម្ម
terse	សង្ខេប
tertiary	ទីបី
test	សាកល្បង
testament	សញ្ញា
testicle	ពងស្វាស
testicular	ពងស្វាស
testify	ថ្លែងទីបន្ទាល់
testimonial	ទីបន្ទាល់
testimony	ទីបន្ទាល់
testosterone	អ័រម៉ូន testosterone
testy	NO TRANSLATION
tetanus	តតាណូស
tether	តឹង
tethered	បានភ្ជាប់
tetrahedral	tetrahedral
text	អត្ថបទ
textbook	សៀវភៅ
textile	វាយនភណ្ឌ
textural	វាយនភាព
texture	វាយនភាព
tgif	tgif
thank	អរគុណ
thankful	អរគុណ
thankgod	អរគុណ​ព្រះជាម្ចាស់
thanking	អរគុណ
thankless	អរគុណ
thanks	អរគុណ
thanksalot	NO TRANSLATION
thanksgiving	អរគុណ
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	ថាច់
thatmoment	NO TRANSLATION
thaumaturgy	វះកាត់
thaw	រលាយ
theater	ល្ខោន
theatrical	ល្ខោន
theatrics	ល្ខោន
thebest	ល្អ​បំផុត
theft	ចោរកម្ម
theism	ទ្រឹស្ដី
theistic	ទ្រឹស្តី
thelife	ជីវិត
thelittlethings	NO TRANSLATION
theme	ស្បែក
theocracy	ធិបតេយ្យ
theocratic	ជាព្រះធិបតេយ្យ
theologian	អ្នកល្បីខាងសាសនា
theological	ទ្រឹស្ដី
theology	ទេវសាស្ត្រ
theorem	ទ្រឹស្តីបទ
theoretical	ទ្រឹស្តី
theory	ទ្រឹស្តី
therapeutic	ព្យាបាល
therapeutics	ព្យាបាល
therapist	អ្នកព្យាបាលរោគ
therapy	ការព្យាបាល
thereabouts	តំបន់ដែលមាន
thereof	ក្រុង
therewith	ដោយមាន
thermal	កំដៅ
thermocouple	thermocouple
thermodynamics	ម៉ាស៊ីនឌីណាមិក
thermometer	ទែម៉ូម៉ែត្រ
thermos	thermos
thermostat	កម្តៅ
thesaurus	កម្រងវេវចនសព្ទ
thesis	និក្ខេបបទ
thick	ក្រាស់
thicken	ក្រាស់
thickening	ក្រាស់
thicket	ព្រៃ
thickness	កម្រាស់
thief	ចោរ
thigh	ភ្លៅ
thimble	thimble
thin	ស្តើង
thing	រឿង
things	រឿង
thingy	រឿង
think	គិត
thinker	អ្នកគិត
thinking	គិត
third	ទីបី
thirds	ទីបី
thirst	ស្រេកទឹក
thirsty	ស្រេកទឹក
thirteen	ដប់បី
thirteenth	ដប់បី
thirty	សាមសិប
thistle	thistle
thither	នោះ
thong	ថោង
thorn	បន្លា
thorny	ថ្ពាល់
thorough	ហ្មត់ចត់
thoroughbred	thoroughbred
thoroughfare	ផ្លូវ
thought	គំនិត
thoughtful	គិត
thoughtfulness	គំនិត
thoughtless	មិនគិត
thoughts	គំនិត
thousand	ពាន់នាក់
thrash	វាយ
thread	ខ្សែស្រឡាយ
threat	គំរាម
threaten	គំរាមកំហែង
threatened	គំរាមកំហែង
threatening	គំរាមកំហែង
three	បី
threefold	បីដង
threesome	បី
thresh	thresh
threshold	កម្រិតពន្លឺ
thrice	បីដង
thrift	សន្សំប្រាក់
thrifty	ធ្យូង
thrill	រំភើប
thrilled	រំភើប
thriller	thriller
thrilling	រំភើប
thrive	លូតលាស់
thriving	រីកចម្រើន
throat	បំពង់ក
throb	ឈឺក្បាល
throbbing	ស្ទាក់ស្ទើរ
throes	ធូររលុង
throne	បល្ល័ង្ក
throng	ហ្វូងមនុស្ស
throttle	បិទបើក
throw	បោះ
throwback	បោះចោល
thrower	បោះចោល
thrown	បោះចោល
thrush	រុយ
thrust	វាយ
thruster	រុញ
thud	thud
thug	ប្លន់
thumb	ម្រាមដៃ
thumbprint	ស្នាមម្រាមដៃ
thump	ថប់
thumper	ធ្នឹម
thumping	ទះកំផ្លៀង
thunder	ផ្គរលាន់
thunderbolt	រន្ទះ
thunderclap	ផ្គរលាន់
thundering	ផ្គរលាន់
thunderstorm	ព្យុះផ្គររន្ទះ
thunderstruck	ផ្គររលោង
thwart	រារាំង
thx	អរគុណ
thyme	thyme
thyroid	ក្រពេញទីរ៉ូអ៊ីត
tiara	ទី
tibia	តីប៊ី
tic	tic
tick	ធីក
ticked	បានធីក
ticker	ticker
ticket	សំបុត្រ
tickle	tickle
tickled	tickled
ticklish	ticklish
tidal	លិចទឹក
tidal wave	រលក​លិចទឹក
tidbit	tidbit
tide	ជំនោរ
tidings	ដំណឹង
tidy	ល
tie	ស្មើ
tier	ថ្នាក់
tiff	tiff
tiger	ខ្លា
tighten	រឹតបន្តឹង
tightness	ភាព​តឹង
tightrope	តឹង
tights	តឹង
tilde	សញ្ញាផ្កាយ
tile	ក្បឿង
tiling	tiling
till	NO TRANSLATION
tillage	ភ្ជួររាស់
tiller	កន្ត្រៃ
tilt	ភាពលំអៀង
tilting	តឹងតែង
timber	ឈើ
timberland	timberland
timbre	timbre
time	ពេលវេលា
timeless	មិនចេះចប់
timeliness	ពេលវេលា
timely	ទាន់ពេលវេលា
timeout	ដល់​ម៉ោង
timepiece	នាឡិកា
timer	កម្មវិធីកំណត់ម៉ោង
times	ដង
timetable	កាលវិភាគ
timewasters	NO TRANSLATION
timid	ខ្មាស់អៀន
timidity	ភាពខ្មាសអៀន
timing	ពេលវេលា
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	ពន់ពេក
tinker	tinker
tinkering	ល្បួង
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	ស្នាម
tinsel	tinsel
tint	tint
tiny	តូច
tip	ព័ត៌មានជំនួយ
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	សំបកកង់
tired	អស់កំលាំង
tiredness	អស់កំលាំង
tiredofit	NO TRANSLATION
tireless	មិនចេះនឿយហត់
tiresome	ធុញទ្រាន់
tiring	ធុញទ្រាន់
tissue	ជាលិកា
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	ទិចនិក
titanium	ទីតានីញ
tithe	ដប់
title	ចំណងជើង
titled	ចំណងជើង
titty	titty
titular	NO TRANSLATION
toad	toad
toast	នំបុ័ង​អាំង
toaster	នំប៉័ង
toasty	toasty
tobacco	ថ្នាំជក់
toby	toby
tod	tod
today	ថ្ងៃនេះ
toddler	កូនតូច
toe	ម្រាមជើង
toenail	ច្រមុះ
toffee	កាហ្វេ
tofu	តៅហ៊ូ
toga	NO TRANSLATION
together	រួមគ្នា
togetherness	រួមគ្នា
toil	ការងារ
toilet	បង្គន់
toils	ពលកម្ម
token	និមិត្តសញ្ញា
tolerable	អត់ធ្មត់
tolerance	អត់ធ្មត់
tolerant	អត់ឱន
tolerate	អត់ធ្មត់
toleration	ការអត់ធ្មត់
toll	ចំនួនអ្នកស្លាប់
tomahawk	tomahawk
tomato	ប៉េងប៉ោះ
tomatoes	ប៉េងប៉ោះ
tomb	ផ្នូរ
tombstone	ផ្ទាំងថ្ម
tomcat	tomcat
tome	ដល់​ខ្ញុំ
tomorrow	ថ្ងៃស្អែក
ton	NO TRANSLATION
tone	សម្លេង
toner	ម្ស៉ៅ
tong	NO TRANSLATION
tongs	តោង
tongue	អណ្តាត
tonic	ប៉ូវកំលាំង
tonnage	ទម្ងន់
tonsils	tonsils
toocold	NO TRANSLATION
tool	ឧបករណ៍
toolbox	ប្រអប់ឧបករណ៍
tooling	ឧបករណ៍
toomuchtodo	NO TRANSLATION
toot	toot
tooth	ធ្មេ​ុ​ញ
toothache	ឈឺធ្មេញ
toothbrush	ច្រាសដុសធ្មេញ
toothed	ធ្មេញ
toothless	គ្មានធ្មេញ
toothpaste	ថ្នាំដុសធ្មេញ
toothpick	ចាក់ធ្មេញ
toots	toots
top	កំពូល
topaz	topaz
topic	ប្រធានបទ
topical	ប្រធានបទ
topless	មិនបង្ហាញ
topographic	សណ្ឋានដី
topographical	សណ្ឋានដី
topography	សណ្ឋានដី
topple	ផ្តួលរំលំ
topside	ក្រឡាប់
tor	tor
torch	ពិល
torment	ដាក់ទោស
tormented	ដាក់ទោស
torn	រហែក
tornado	ព្យុះកំបុតត្បូង
torpedo	torpedo
torque	កម្លាំងបង្វិល
torrent	torrent
torrid	រលក
torsion	បង្វិល
torso	សាច់ដុំ
tort	កំហុស
tortious	tortious
tortoise	សត្វ​អ​ណ្តើ​ក
tortuous	ឈឺចាប់
torture	ការធ្វើទារុណកម្ម
tortured	ធ្វើទារុណកម្ម
toss	toss
tot	NO TRANSLATION
total	សរុប
totality	សរុប
totally	ទាំងស្រុង
tote	ក្រណាត់
totem	totem
touch	ប៉ះ
touchdown	touchdown
touched	ប៉ះ
touching	ប៉ះ
touchy	touchy
tough	រឹងមាំ
toughen	toughen
toughness	ភាពរឹងមាំ
toupee	ទំពា
tour	ដំណើរទស្សនកិច្ច
tourism	ទេសចរណ៍
tourist	ភ្ញៀវទេសចរ
tourmaline	tourmaline
tournament	ការប្រកួត
tourniquet	tourniquet
tout	NO TRANSLATION
tow	ងូត
towel	កន្សែង
tower	អគារ
towering	ខ្ពស់
town	ទីក្រុង
townhouse	ផ្ទះល្វែង
township	ទីប្រជុំជន
townspeople	ទីក្រុង
toxic	ពុល
toxicity	ការពុល
toxicology	toxicology
toxin	ពុល
toy	ប្រដាប់ក្មេងលេង
toymaker	toymaker
trace	ដាន
traceable	traceable
tracer	គំនូសតាង
traces	ដាន
trachea	trachea
tracing	តាមដាន
track	បទ
tracker	កម្មវិធីតាមដាន
tract	ខិត្ត
tractable	គួរឱ្យរំភើប
traction	traction
tractor	ត្រាក់ទ័រ
trade	ពាណិជ្ជកម្ម
trademark	ពាណិជ្ជសញ្ញា
trader	ពាណិជ្ជករ
tradesman	ពាណិជ្ជករ
trading	ពាណិជ្ជកម្ម
tradition	ប្រពៃណី
traditional	ប្រពៃណី
traffic	ចរាចរ
traffic light	ភ្លើង​ចរាចរណ៍
trafficking	ការជួញដូរ
tragedies	សោកនាដកម្ម
tragedy	សោកនាដកម្ម
tragic	សោកនាដកម្ម
trail	ផ្លូវ
trailer	ភាពយន្ត
train	រថភ្លើង
train set	សំណុំរថភ្លើង
trained	បណ្តុះបណ្តាល
trainee	សិក្ខាកាម
trainer	គ្រូបង្វឹក
training	ការបណ្តុះបណ្តាល
trait	លក្ខណៈ
traitor	ក្បត់
traitorous	ក្បត់
trajectory	គន្លង
tram	រថយន្តអគ្គិសនី
tramp	ត្រាំ
trample	trample
trampoline	trampoline
tramway	ផ្លូវរថភ្លើង
trance	trance
tranquil	ស្ងប់ស្ងាត់
tranquility	ស្ងប់ស្ងាត់
tranquilizer	tranquilizer
transact	ធ្វើប្រតិបត្តិការ
