Word	bg
shake	клатя
shakedown	изнудване
shaken	потресен
shaker	шейкър
shaking	клатене
shaky	съмнителен
shall	ще
shallow	плитък
shallows	плитчини
sham	измама
shaman	шаман
shambles	пълна бъркотия
shame	срам
shamed	засрамен
shameful	срамен
shameless	безсрамен
shampoo	шампоан
shanghai	Шанхай
shank	дръжка
shanty	коптор
shape	форма
shapely	снажен
shard	елитра
share	дял
shareholder	акционер
sharing	споделяне
shark	акула
sharp	остър
sharpen	остря
sharpened	подострен
sharpener	острилка
sharpness	острота
sharpshooter	снайпер
shatter	разбивам
shattered	разби
shattering	разбиващ
shave	бръснене
shaver	самобръсначка
shaving	бръснене
shawl	фин ленен плат
sheaf	сноп
shear	срязване
shears	ножици
sheath	обвивка
sheathing	обшивка
shed	навес
sheen	блясък
sheep	овца
sheepdog	овчарско куче
sheepish	смутен
sheer	чист
sheet	лист
sheik	шейх
shelf	рафт
shell	черупка
shellfish	миди
shelling	лющене
shelter	приют
sheltered	закътан
shelters	навеси
shelved	отложен
shepherd	овчар
sherbet	шербет
sheriff	шериф
sherry	шери
shield	щит
shift	изместване
shifting	изместване
shifty	хитър
shilling	шилинг
shimmer	блещукане
shimmering	блестящ
shimmy	шими
shin	пищял
shindig	сбиване
shine	блясък
shiner	насинено око
shingle	речен чакъл
shining	блестящ
shiny	лъскав
ship	кораб
shipment	пратка
shipping	доставка
shipshape	в отлично състояние
shipwreck	корабокрушение
shipyard	корабостроителница
shire	графство
shirt	риза
shit	лайна
shitday	NO TRANSLATION
shitfaced	shitfaced
shithead	лайно
shitless	до смърт
shitload	shitload
shittest	NO TRANSLATION
shitty	лайнян
shiver	тръпка
shivering	треперене
shoals	плитчини
shock	шок
shocked	потресен
shocker	отвратителен човек
shocking	скандален
shockingly	шокиращо
shoddy	калпав
shoe	обувка
shoelace	връзка на обувка
shoemaker	обущар
shoes	обувки
shoeshine	вакса
shook	поклати
shoot	стрелям
shooter	стрелец
shooting	стрелба
shootout	дузпи
shop	магазин
shopkeeper	търговец
shoplifter	купувач който краде от магазин
shoplifting	кражба от магазин
shopper	купувач
shopping	пазаруване
shore	бряг
shoreline	бреговата линия
shorn	подстриган
short	къс
short story	разказ
shortage	недостиг
shortcake	сладкиш от маслено тесто
shortcoming	недостатък
shortcut	пряк път
shorten	съкрати
shortening	скъсяване
shorthand	стенография
shortly	скоро
shortness	недостиг
shorts	къси панталонки
shortstop	стопер
shortwave	късовълнова
shot	изстрел
shotgun	ловджийска пушка
shoulder	рамо
shout	вик
