Word	co
trek	caminu
trellis	trellis
tremble	trembles
trembling	trembling
tremendous	tremenda
tremendously	tremendu
tremor	trimulizzu
trench	fossa
trend	tendenza
trending	trending
trendy	di moda
trepidation	trépidation
trespass	i rimettimu
triad	triad
triage	triage
trial	prucessu
triangle	triangulu
triangular	triangulare
triangulate	triangulate
triathlon	triathlon
tribal	tribali
tribe	a tribù
tribulation	tribulazione
tribunal	tribunale
tribune	tribunu
tributary	tributu
tribute	tributu
trick	truccu
trickery	trickery
trickle	sguassa
trickster	truccu
tricky	scaltru
tricycle	tricicle
trident	tridenti
trifle	trifle
trifling	trifling
trig	trig
trigger	trigger
trigonometry	trigonometria
trillion	trilioni
trilogy	triluggia
trim	trim
trimester	trimestre
trimmer	trimmer
trimming	trimming
trine	trine
trinity	trinity
trinket	trinket
trio	trio
trip	viaghju
tripartite	tripartita
tripe	tripe
triple	triplete
triplet	triplets
triplicate	triplicate
tripod	Tripod
tripping	tripping
trite	trite
tritium	tritium
triumph	triunfaturi
triumphant	triunfante
trivia	trivia
trivial	trivial
troll	troll
trolley	carrello
trombone	trombone
troop	truppe
trooper	trooper
troops	e truppe
trophy	trufeu
tropic	tropic
tropical	tropicale
tropics	tropichi
trot	trottu
trouble	u prublemu
troubled	turmintatu
troublemaker	dilicatu
troubles	guai
troublesome	incruciate
trough	trough
troupe	troupe
trousers	i pantaloni
trout	trota
trowel	piuma
truce	tregu
truck	camion
trucker	camionista
truckload	camionò
truculent	truculent
true	VERDURA
truelove	amore veru
truffle	truffle
truism	truismu
trump	trump
trumpet	trumbetta
trumpeter	trombone
truncate	truncate
truncated	truncated
trundle	trundle
trunk	troncu
truss	truss
trust	fiducia
trustee	trustee
trusting	fiducia
trustworthy	fiducia
trusty	fiducia
truth	verità
truthful	verità
truthfulness	a verità
try	pruvà
tryout	tentativu
tryouts	pruvatu
tsunami	tsunami
tub	bagnera
tuba	tuba
tubby	tubby
tube	tubu
tuberculosis	tuberculosis
tubing	tubing
tubular	tubulari
tubule	tubule
tuck	tuck
tucker	tucker
tuesday	Marti
tufted	tufted
tug	tug
tugboat	pugnu
tuition	insignamentu
tulip	tulipanu
tumble	tumble
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	u zianu
tumor	tumor
tumour	tumor
tumult	tumultu
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	tunina
tunable	sintia tuned
tune	sintonia
tunic	tunica
tuning	sintonia
tunnel	tunnel
turban	turban
turbidity	turbidity
turbine	turbina
turbo	turbo
turbulence	turbulenza
turbulent	turbulente
turd	turd
turf	turf
turkey	Turchia
turmeric	turmeric
turmoil	turbulenza
turn	turnu
turnaround	vultà si
turned	girannusi
turning	girannusi
turnip	turnip
turnkey	turnkey
turnoff	NO TRANSLATION
turnout	girà
turnover	di fattura
turnpike	turnpike
turntable	turntable
turpentine	turpentine
turquoise	turchese
turret	torretta
turtle	turtle
turtleneck	collu tartaruga
tussle	tussle
tutelage	tutela
tutor	tuturi
tutoring	tutoring
tutu	tutu
tux	tux
tuxedo	esmoquin
tv	tv
twain	twain
twat	twat
twats	tazzi
tweak	risponde
tweed	u rispunsevuli
tweet	tweet
tweezers	pinzeri
twelfth	dudecesimu
twelve	dodeci
twentieth	vintesimu
twenty	venti
twerp	twerp
twig	ramu
twilight	crepuscolo
twill	sarbagghiu
twin	mellizone
twine	spini
twinge	ghjustu
twinkle	brillavvi
twins	gimelli
twirl	daveru
twist	torci
twisted	torci
twister	twister
twit	twit
twitch	criscenti
twitching	murmurià
twitchy	inzuccaratu
two	due
two step	duie passu
twofaced	NO TRANSLATION
twofold	duppiu
twosome	bellu
tycoon	magnatu
tyke	picca
type	tipu
typewriter	a squadra
typhoid	tifuside
typhoon	u tifuni
typical	tipicu
typically	tipicamenti
typist	meziatricista
typo	typo
typography	tipografia
tyrannical	tirranica
tyranny	tirania
tyrant	tirannu
tyre	pneumatici
ubiquitous	ubiquitous
ubiquity	ubiquity
ugliness	bruttizza
ugly	brutta
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	ulcer
ulterior	ulterior
ultimate	ultimi
ultimately	ultimamente
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	umbrella
umpire	arbitru
umpteen	umpteen
unabashed	unabashed
unabated	unabated
unable	incapacità
unacceptable	inacceptable
unaccompanied	unaccompanied
unaccountable	unaccountable
unaccounted	unaccounted
unacknowledged	impurtante
unadulterated	unadulterated
unaffected	micca affettivu
unafraid	una paura
unaided	unaided
unaltered	inalore
unambiguous	micca ambiguu
unanimity	unanimità
unanimous	unanimità
unanimously	unanimità
unannounced	unanounced
unanswered	senza risposta
unanticipated	unanticipated
unappreciated	unappreciated
unapproved	unapproved
unarmed	unarmatu
unassisted	unassisted
unassuming	unassuming
unattached	unattached
unattainable	unattainable
unattended	unattended
unattractive	pocu attrattivu
unauthorized	micca autorizata
unavailable	micca dispunibile
unavoidable	inevitabbili
unaware	ùn sapien
unbalanced	unbalanced
unbearable	insupportabile
unbeatable	unbeatable
unbeaten	unbeaten
unbecoming	impuru
unbelief	incredulite
unbelievable	incridibile
unbiased	imparziali
unborn	nascuto
unbound	unbound
unbounded	unbounded
unbreakable	impruduble
unbridled	scantu
unbroken	bietà
unbutton	unbutton
uncalled	senza caminu
uncanny	uncanny
uncaring	uncaring
uncensured	NO TRANSLATION
uncertain	incertu
uncertainty	incertezza
unchallenged	senza nigthezza
unchangeable	immutable
unchanged	senza cambiu
uncharted	uncharted
uncherished	NO TRANSLATION
uncivilized	uncivilized
unclaimed	micca chjapputu
uncle	ziu
unclean	impuru
unclear	pocu chjaru
uncomfortable	incunificata
uncommon	micca cumuni
uncommonly	micca cumuni
uncomplicated	uncomplicated
uncompromising	senza saldà
unconcerned	senza tannicchia
unconditional	incondiziale
unconfirmed	micca cunfirmatu
unconnected	inconnettu
unconscionable	inconscionable
unconscious	inconsciente
unconsciousness	inconsciente
unconstitutional	inconstituzionale
unconstrained	senza cuntrullà
uncontested	senza cuntestazioni
uncontrollable	incontrollable
uncontrolled	micca cuntrollatu
unconventional	micca fugliale
unconvinced	micca cunvinti
unconvincing	unconvincing
uncooked	crudo
uncooperative	uncooperative
uncorrelated	micca correlatu
uncouth	uncouth
uncover	scuprarete
uncritical	uncritical
uncut	uncut
undead	undead
undecided	undecides
undefeated	invaditu
undefined	undefined
undeniable	induve
underage	sutta età
underbelly	sutta
undercover	invucatu
undercurrent	undercurrent
underdog	underdog
underestimate	sottestimà
undergo	sutta
undergraduate	undergraduate
underground	suttaterra
underhanded	sappingiddu
underlay	chjave
underlie	sottu
underline	sottotate
underlying	subjacente
undermine	sminisce
undermined	minatu
underneath	suttastanti
underpaid	pagana
underpants	mutanni
underprivileged	privilegiata
underrated	suttamisu
underscore	sottantuate
undersea	undersea
undersecretary	subsecretariu
undersized	sotturiscenu
understaffed	speriennu
understand	capisce
understandable	cumprinzìbbili
understanding	intelligenza
understatement	understatement
understood	capiu
understudy	sottumessu
undertake	impegnà
undertaker	funerale
undertaking	adupratu
undertow	imbusca
underwear	mutanni
underwood	sutta terra
underworld	infernu
underwrite	sustegnu
underwriter	underwriter
undeserved	unervatu
undesirable	micca indelicità
undesired	indipendente
undetectable	indettendu
undetected	micca detattati
undetermined	indeterminate
undeveloped	sviluppu
undignified	undignified
undirected	undirected
undisclosed	micca divulgata
undiscovered	micca detecatu
undisputed	cuntrastu
undisturbed	senza disturbu
undivided	undivided
undo	undo
undoing	undoing
undoubted	induve
undress	spusà
undressed	sputiche
undue	ind'edu
undying	undying
unearned	unearned
unearth	scumparisci
uneasiness	uneasiness
uneasy	disgrazia
uneducated	uneducated
unemployed	unemployed
unemployment	disoccupazioni
unencumbered	senza liberale
unending	unending
unequal	inugee
unequalled	inmanequale
unequivocal	in unequivocale
unequivocally	senza dubbisa
unethical	unethical
uneven	uneven
uneventful	uneventful
unexpected	inesperu
unexpectedly	inesperu
unexplainable	unexplainable
unexplained	unexplained
unexplored	senza esplorazzione
unfailing	unfailing
unfair	ingiustu
unfairness	ingannità
unfaithful	infirtu
unfamiliar	micca amara
unfavorable	disgrazia
unfeeling	insinsatu
unfettered	unteru
unfinished	senza fine
unfit	infit
unflinching	unflinching
unfold	aduprà
unfollow	unfollow
unforeseen	imprevisu
unforgettable	unforgettable
unforgivable	impussìbule
unforgiving	senza perdona
unfortunate	disgraziatu
unfortunately	sfurtunatamenti
unfounded	unfounded
unfreeze	unfreeze
unfriendly	cunfrontu
unfulfilled	micca fatti
unfurnished	senza mobuli
unglued	unglued
ungodly	impii
ungrateful	ingrati
unguarded	unguarded
unhand	NO TRANSLATION
unhappiness	scuntintizza
unhappy	disgraziatu
unharmed	sfurtunatamenti
unhealthy	malsano
unheard	inghjennate
unhelpful	unhelpful
unhindered	senza manicura
unholy	unholy
unhook	unhook
unicorn	unicorn
unidentified	micca identificati
unification	unificazioni
unified	unificatu
uniform	uniformu
uniformed	uniformi
uniformity	uniformità
uniformly	uniformi
unimaginable	inveniente
unimpeachable	impuru
unimpeached	unimpeached
unimportant	impurtante
unimpressed	unprimitu
unimproved	unimproved
uninfected	micca infatti
uninformed	uninformed
uninhabited	unhabitu
uninitiated	micca uninitiated
uninspired	unnpiratu
unintelligible	inintelligibili
unintended	ùn volenu
unintentional	unintentional
unintentionally	senza vulintà
uninterested	uninterested
uninteresting	uninteresting
uninterrupted	ininterrottu
uninvited	uninvited
union	unione
unique	unicu
unisex	unisex
unison	unison
unit	unità
unitary	unitariu
unite	unificà
united	unitu
unity	unità
universal	universale
universality	universalità
universe	universu
university	università
unjust	unjust
unjustifiable	unjustificabile
unjustified	injustita
unkind	unkind
unknowable	micca cunnisciutu
unknown	scunnisciutu
unlawful	lliciti
unleash	unleash
unlicensed	unlicensed
unlike	cuntrariu
unlikely	improbabile
unlimited	unlimited
unlisted	unlisted
unload	scaricà
unloaded	senza carbu
unlock	unlock
unlucky	sfurtunatu
unmanageable	ingannàbbili
unmanned	senza guidata
unmarked	micca marcatu
unmarried	unmindful
unmask	unmask
unmatched	unmatched
unmistakable	un visibili
unmitigated	unmitigated
unmoved	unmoved
unnamed	unnamed
unnatural	unnaturale
unnecessary	micca necessariu
unneeded	unneeded
unnoticed	micca innacidu
unnumbered	unnumbered
unobserved	micca osservatu
unobstructed	unobstructed
unobtrusive	sperienza
unoccupied	unoccupied
unofficial	no uffiziale
unopened	senza apertu
unopposed	senza prepositu
unordered	unordered
unorganised	unmanned
unorganized	unmanned
unorthodox	ortodoxu
unpack	unpack
unpaid	senza paga
unparalleled	senza parallau
unpleasant	pupulari
unpleasantness	unpleasantness
unplug	unplug
unplugged	unplugged
unpopular	impopulari
unprecedented	senza precedente
unpredictable	impredeci
unprepared	senza preparatu
unpretentious	unpretentiu
unproductive	imputtante
unprofessional	prufessionale
unprofitable	senza prufittuamente
unprotected	senza prutezzione
unproven	micca pruvati
unprovoked	senza pruvucazione
unpublished	inedite
unpunished	unpunished
unqualified	senza qualità
unquestionable	indiscutibili
unquestionably	invece
unquestioned	senza dubbure
unquote	unquote
unravel	scrivevi
unreachable	inaccessibili
unread	unread
unreal	irreal
unrealistic	unrealistic
unreasonable	senza ragioni
unrecorded	unrecorded
unregistered	micca registratu
unregulated	unregulated
unrelated	senza manca
unrelenting	unrelenting
unreliable	micca affidate
unremarkable	unveramo
unrepentant	impegnu
unrequited	micca ripetitu
unresolved	senza risolviu
unresponsive	senza rispunnizione
unrest	disturbinturi
unrestrained	unrestrained
unrestricted	senza restu
unromantic	unromànticu
unruly	unruly
unsafe	inseguru
unsanitary	unsanitary
unsatisfactory	insatisfante
unsatisfied	insatisfied
unsavory	unsavory
unscathed	inno
unscheduled	prugrammatu
unscientific	unscientificu
unscrew	unscrew
unscrupulous	senza scrupulous
unseat	unseat
unseen	unseen
unselfish	unselfish
unsettled	inestazione
unsightly	unsightly
unsolicited	micca solitu
unsolved	micca resolviutu
unsophisticated	unsophisticated
unsound	insurdu
unspeakable	indefinitu
unspecified	senza chjaru
unspoken	micca dichjaratu
unstable	inestabile
unsteady	unsteady
unstoppable	senza firmà
unsuccessful	pocu successu
unsuitable	micca adattatu
unsung	unsung
unsupervised	micca vigore
unsupported	micca supportu
unsure	sicuru
unsurpassed	unsurpassed
unsuspecting	ingannà
unsustainable	insostenibule
unsweetened	unsweetened
unsympathetic	unsympathetic
untamed	untamed
untenable	untenable
untested	micca pruvati
unthinkable	impensate
untidy	untidy
untie	untie
untimely	untimely
untitled	senza titulu
untold	untold
untouchable	intouchable
untouched	inoltru
untoward	untoward
untraceable	untraceable
untrained	senza capacità
untranslated	micca traduzzione
untroubled	senza mancu
untrue	falza
untrustworthy	cunfidenza
unturned	unturned
unused	micca usatu
unusual	inusual
unusually	inusamenti
unutterable	unutterable
unveil	unveil
unveiling	invucazione
unverified	micca verificatu
unwanted	micca vuluntà
unwarranted	pruduttu
unwary	pruduttu
unwashed	senza mancu
unwavering	sughjettu
unwed	unweddu
unwelcome	micca bè
unwell	senza timore
unwilling	micca disposti
unwillingly	cunzunanti
unwillingness	vuluntà
unwind	si pò
unwise	unwise
unwitting	impurtante
unwittingly	ùn sapendu
unworthy	indignu
unwrap	spargule
unwritten	micca escritu
unyielding	unieielding
unzip	unzip
upbeat	upbeat
upbringing	upbringing
upcoming	vicinu
update	aghjurnamentu
upgrade	aghjurnamentu
upheaval	trastalettu
uphill	u cuddaru
uphold	sustene
upholstery	u tapiceriu
upkeep	mantenimentu
upland	upland
uplands	i paesi
uplift	elevazioni
uplifting	eranu lucali
uplink	uplink
upload	upload
upper	upper
uppercut	uppercut
uppity	uppity
upright	ghjustu
uprising	insurgenza
uproar	tumultu
upscale	upscale
upset	stunatu
upshot	upshot
upstairs	pianu
upstanding	upstanding
upstart	upstart
uptight	uptight
upward	in altizza
upwards	in altizza
uranium	uranium
urban	urbana
urchin	urchin
urge	urge
urgency	urgenza
urgent	urgente
urinal	urinali
urinalysis	urinisi
urinate	urinate
urination	urinazione
urine	urina
urn	urna
usable	utilizable
usage	usu
use	usu
used	usata
useful	utile
usefully	utile
usefulness	utilità
useless	inùtule
user	utilizatori
usher	usher
usual	solitu
usurp	usurpà
usurped	usurped
usury	usura
utensil	utensili
uterus	utru
utilitarian	utilitari
utility	utilità
utilization	utilizazione
utilize	utilizate
utmost	maiò
utopian	utopista
utter	utter
utterance	utterance
utterly	in tuttu
vacancy	vacanti
vacant	vacante
vacate	vacate
vacation	vacanze
vaccination	vaccination
vaccine	vaccina
vacuolar	vacuole
vacuole	vacuole
vacuous	vacuous
vacuum	vacanti
vagabond	vagabond
vagina	vagina
vaginal	vaginal
vagrancy	vagranzia
vagrant	vagrante
vague	vaga
vagueness	vagueness
vainly	vainly
valance	valance
vale	vale
valedictorian	valedictorian
valentine	Valentine
valet	valet
valiant	valore
valid	validu
validate	validate
validation	validazione
validity	validità
valium	valium
valley	valle
valor	NO TRANSLATION
valuable	valori
valuables	prudutti
valuation	valutazione
value	valore
valve	valve
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampire
van	NO TRANSLATION
vandal	vandalu
vandalism	vandalism
vane	veleia
vanguard	vanguardia
vanilla	vaniglia
vanish	anu vultatu
vanished	spariu
vanishing	vanished
vanity	vanità
vanquish	vanquish
vanquished	vanquished
vanquishing	vanquishing
vantage	vantage
vapor	vapore
vara	NO TRANSLATION
variable	variable
variance	varianza
variation	variazzioni
variations	variations
varicella	varicella
varicose	variziu
varied	variu
variegated	variegated
variety	varietà
various	diversi
varmint	varmint
varnish	vernice
varsity	varsity
vary	varieghja
varying	varii
vascular	vascular
vase	vaso
vasectomy	vasectomia
vassal	vassal
vast	vastu
vat	vat
vaudeville	vaudeville
vault	a sa bovida
vaulted	vaulted
vaulting	bagnu
veal	viteddu
vector	vector
veer	vera
vega	vega
vegan	vegan
vegetable	vegetale
vegetarian	vegetariana
vegetarianism	vegetarianismu
vegetation	vegetazione
vegetative	vegetativu
veggie	veggie
vehement	vehement
vehicle	veiculu
veil	velu
veiled	veiled
vein	vina
veined	venati
vellum	vellum
velocity	vilucità
velour	velu
velvet	velvete
velvety	velvety
vena	vena
vendetta	vendetta
vending	vending
vendor	vendeur
veneer	vene
venerable	venerable
veneration	venerazione
venereal	vernali
venetian	venetian
vengeance	vencia
vengeful	vengeful
venison	salvàghjina
venom	veninu
venomous	venenu
venous	venosa
vent	vent
ventilation	ventilazione
ventilator	ventilatori
venting	venting
ventricle	ventrigiu
ventricular	ventricular
ventriloquist	ventrífochist
venture	venture
venue	postu
veracity	veracità
veranda	veranda
verb	verbu
verbal	verbal
verbatim	verbatim
verbiage	verbiage
verbose	verbose
verbosity	verbosità
verdant	verde
verdict	verità
verge	verge
verification	verificazione
verified	verificate
verify	verificate
verily	veramente
veritable	verità
vermin	vermiculite
vermouth	vermouth
vernacular	vernacula
vernal	vernal
veronica	veronica
versatile	versatile
versatility	versatibilità
verse	versu
version	versione
versus	versus
vert	vert
vertebra	vertebra
vertebral	vertebral
vertex	vertex
vertical	verticale
vertically	verticamenti
