Word	sq
startled	trembeni
startling	befasues
starvation	ngordhje
starve	i mohoj
starved	paqëndrueshmit
starving	ngordhje
stash	fsheh
stat	stat
state	shtet
stately	hijerëndë
statement	deklarata
stateroom	sallë pritjeje
stateside	në SHBA
statesman	burrë shteti
static	i pandryshueshëm
staticky	NO TRANSLATION
statics	zhurma
station	stacion
stationary	i palëvizshëm
stationery	letër shkrimi
statistic	statistikor
statistical	statistikor
statistician	statisticien
stator	stator
statuary	statuja
statue	statujë
statuette	statujëz
stature	shtat
status	Statusi
statute	statut
statutory	statutor
staunch	i fortë
stave	stap
stay	qëndroj
stayaway	NO TRANSLATION
stayed	qëndruan
stays	qëndron
stead	stead
steadfast	i palëkundur
steady	i qëndrueshëm
steak	biftek
steakhouse	restorant mishi
steal	vjedh
stealing	vjedhje
stealth	vjedhje
stealthily	tinëzisht
stealthy	i fshehtë
steam	avull
steamboat	gjemi
steamer	avullore
steaming	steaming
steamroller	rul ngjeshës
steamship	vapor
steamy	me avull
steel	çelik
steep	rrëpirë
steeple	kambanore
steer	orientim
steering	timoni
stellar	yjor
stem	buron
stench	erë e keqe
stencil	klishe
stenographer	stenograf
step	hap
stepdaughter	thjeshtër
stepfather	njerk
stepmother	njerkë
steppe	stepë
steps	hapat
stepson	thjeshtër
stereo	stereo
stereoscopic	stereoskopik
stereotype	stereotipi
stereotyped	i shtypur me klishe
sterile	steril
sterility	sterilitet
sterilize	e bëj shterp
sterling	i pastër
stern	i ashpër
sternum	kafaz i kraharorit
steroid	steroid
stethoscope	stetoskop
stew	merak
steward	kamarier
stewardess	stjuardesë
stewardship	kujdestari
stfu	STFU
stick	shkop
sticker	afishe
sticking	ngjitje
stickler	njeri i qepur
stickup	stickup
sticky	ngjitës
stiff	i ngurtë
stiffen	rëndohet
stiffness	ngurtësi
stifle	mbyt
stifled	mbytur
stifling	mbytje
stigma	njollë
stile	NO TRANSLATION
stiletto	stilet
stillbirth	lindje e frytit të vdekur
stillborn	dështuar
stillness	heshtje
stillwaiting	ende duke pritur
stilts	stilts
stimulant	nxitës
stimulate	stimuloj
stimulating	nxitës
stimulation	stimulim
stimulus	stimul
sting	djeg
stinger	goditje e fortë
stinging	thumbues
stingy	koprac
stink	erë e keqe
stinker	gjë e pakëndshme
stinking	i qelbur
stinky	stinky
stint	kufizoj
stipend	pagë
stipulate	përcaktoj
stipulation	kusht
stir	llokoçis
stirring	trazirje
stitch	syth
stitching	qepur
stock	aksioneve
stockade	gardh
stockbroker	agjent burse
stockholder	zotërues aksionesh
stocking	çorape
stockings	stockings
stockpile	rezervë
stockroom	magazinë
stocks	rezervat
stoic	stoik
stole	vodhi
stolen	i vjedhur
stomach	stomak
stomachache	dhimbje stomaku
stomp	stomp
stomped	shkeli
stone	guri
stoned	me gurë
stonewall	mur guri
stoneware	prodhim gresi
stony	me gurë
stooge	lolo
stool	stol
stools	stools
stoop	kërrusem
stoopid	stoopid
stop	stop
stopover	ndalesë
stoppage	pushim
stopper	ndalues
stopping	ndalim
stopwatch	kronometër
storage	ruajtje
store	dyqan
storefront	Storefront
storehouse	depo
storeroom	depo
storing	magazinimin
storm	stuhi
storming	storming
stormy	i stuhishëm
story	histori
storybook	libër me tregime
storyteller	tregimtar
storytelling	tregim historish
stound	stound
stout	birrë e fortë
stove	sobë
stow	pushoj
stowaway	udhëtar që s'ka biletë
straddle	pushtoj
straight	drejt
straighten	shpjegoj
straightforward	i hapur
straightway	aty për aty
strain	tendosje
strained	i tensionuar
strait	ngushticë
straitjacket	këmishë e forcës
straits	ngushticat
strand	fije floku
stranded	bllokuar
strange	i çuditshëm
stranger	i huaj
strangle	mbyt
strangulation	mbytje
strap	rrip
strapless	strapless
strapping	leukoplast
strata	shtresë
strategic	strategjik
strategist	strateg
strategy	strategji
stratification	shtresim
stratosphere	stratosferë
stratum	shtresë
stratus	re shtresore
straw	kashtë
strawberry	luleshtrydhe
stray	i humbur
streak	dell
streaked	i mbuluar me vija
stream	lumë
streamer	titull i madh
streaming	me kullim
streamline	modernizojë
street	rrugë
streetcar	tramvaj
streetlight	rrugë pa
strength	forcë
strengthen	forcoj
strengthening	forcim
strenuous	i zellshëm
strep	strep
stress	stres
stressed	theksoi
stresses	thekson
stressfree	NO TRANSLATION
stressful	stresues
stressin	NO TRANSLATION
stressing	duke theksuar
stressrelief	NO TRANSLATION
stretch	shtrirje
stretcher	barelë
stricken	i plagosur
strict	i rreptë
stride	hap i madh
strife	grindje
strike	grevë
strikeout	strikeout
striker	grevist
striking	i mrekullueshëm
strikingly	habitshme
string	varg
strings	strings
stringy	me fije
strip	rrip
stripe	shirit
striped	shirita
stripped	zhveshur
stripper	stripper
striptease	striptizë
strive	përpiqem
strobe	strobe
stroke	goditje
stroll	shëtitje
stroller	endacak
strolling	shëtitës
strong	i fortë
stronghold	bastion
strongly	fort
structural	strukturor
structure	strukturë
strudel	strudel
struggle	luftë
strut	traversë
stub	cung
stubbed	stubbed
stubble	kashtë
stubborn	kokëfortë
stubbornness	kokëfortësi
stubby	i shkurtër
stucco	llaç
stuck	mbërthyer
stuckup	NO TRANSLATION
stud	kurvar
studded	studded
student	student
studied	studiuar
studio	studio
study	studim
stuff	gjëra
stuffed animal	Kafshe pellushi
stuffing	mbushje
stuffy	bajat
stumble	ngecje
stump	trung
stumped	stumped
stun	trullos
stunned	habitur
stunner	gjë fantastike
stunning	trullosje
stunt	marifet
stunted	i rrëgjuar
stuntman	stuntman
stupefaction	trullosje
stupefy	topis
stupendous	i jashtëzakonshëm
stupid	budalla
stupidity	marrëzi
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	mpirje
sturdy	i guximshëm
sturgeon	bli
stutter	belbëzoj
sty	kath
style	stil
styling	styling
stylish	elegant
stylist	stilist
suave	i sjellshëm
sub	sub
subatomic	subatomike
subcommittee	nënkomitet
subconscious	nënndërgjegjeshëm
subcutaneous	i nënlëkurës
subdivide	nënndahem
subdivision	nënndarje
subduction	subduction
subdue	mposht
subdued	i ulët
subdural	subdural
subito	NO TRANSLATION
subject	subjekt
subjected	nënshtruar
subjection	varësi
subjective	subjektiv
subjugation	nënshtrim
sublet	lëshoj me nënqira
sublevel	sublevel
sublimation	lartësim
sublime	madhështor
subliminal	i subkoshiencës
submarine	nëndetëse
submerge	fut
submerged	i zhytur
submersible	zhytes
submission	nënshtrim
submissive	i nënshtruar
submit	paraqes
submitting	paraqitur
subordinate	vartës
subordination	vartësi
subplot	subplot
subpoena	thirrje
subscribe	pajtohem
subscriber	pajtimtar
subscription	abonim
subsequence	nensekuenca
subsequent	pasues
subsequently	më pas
subservient	i dobishëm
subset	nëngrup
subside	largohem
subsidence	fundosje
subsidiary	ndihmës
subsidize	subvencinoj
subsidy	subvencion
subsist	rroj
subsistence	jetesë
subsoil	taban
subspace	subspace
substance	substancë
substandard	i rëndomtë
substantial	i konsiderueshëm
substantially	në thelb
substantiate	provoj
substantive	i pavarur
substation	nënstacion
substitute	zëvendësim
substituted	zevendesuar
substitution	zëvendësim
substructure	themel
subterranean	nëntokësor
subtext	subtext
subtitle	nëntitull
subtle	delikat
subtlety	finesë
subtract	zbres
subtraction	zbritje
subtype	nëntip
suburb	periferi
suburban	periferik
suburbia	Suburbia
suburbs	periferi
subversion	përmbysje
subversive	armiqësor
subvert	shkatërroj
subway	metro
succeed	të ketë sukses
succeeding	pasuar
success	sukses
successful	e suksesshme
succession	varg
successive	e suksesshme
successor	pasues
succinct	i ngjeshur
succubus	succubus
succulent	i shijshëm
succumb	jepem
suck	thith
sucker	pinjoll
sucking	gjiri
suckling	foshnjë gjiri
sucks	sucks
suction	thithje
sudden	i papritur
suddenly	papritur
suds	ujë me sapun
sue	hedh në gjyq
suede	kamoshi
suffer	vuaj
sufferer	i sëmurë
suffering	vuajtje
suffice	mjaftoj
sufficiency	mjaftueshmëri
sufficient	i mjaftueshëm
sufficiently	mjaftueshëm
suffix	prapashtesë
suffocate	më merret fryma
suffocating	mbytës
suffocation	asfiksi
sugar	sheqer
suggest	sugjeroj
suggestion	sugjerim
suggestive	që të kujton
suicidal	vetëvrasjeje
suicide	vetëvrasje
suicidebombing	NO TRANSLATION
suit	kostum
suitable	i përshtatshëm
suitcase	valixhe
suite	komplet
suitor	kërkues
sulfate	sulfate
sulfur	squfuri
sulk	jam i zymtë
sullen	i zymtë
sully	njollos
sulphur	squfuri
sultan	sulltan
sultry	i zjarrtë
sum	shumë
summarily	menjëherë
summarize	përmbledh
summary	përmbledhje
summation	mbledhje
summer	verë
summerhouse	Shtëpi verore
summertime	orë e verës
summit	kulm
summon	thërras
summons	thirrje
sumo	sumo
sump	karter
sumptuous	i kushtueshëm
sun	diell
sunbeam	rreze dielli
sunburn	djegie nga dielli
sundae	Sundae
sunday	e diel
sundial	orë diellore
sundown	perëndim dielli
sundry	i ndryshëm
sunflower	luledielli
sunglass	sunglass
sunglasses	syze dielli
sunk	i zhytur
sunken	i mbuluar nga uji
sunless	sunless
sunlight	dritë dielli
sunny	me diell
sunrise	agim
sunroof	sunroof
sunscreen	sunscreen
sunset	muzg
sunshine	kohë e mirë
suntan	nxirje
sunup	lindje dielli
sup	gëlltit
super	super
superannuation	vjetrim
superb	madhështor
superficial	i sipërfaqshëm
superfluous	i tepërt
superhero	superhero
superhuman	mbinjerëzor
superimposed	mbivendosur
superintendent	inspektor
superior	epror
superiority	epërsi
superlative	kulm
superman	mbinjeri
supermarket	supermarket
supermodel	supermodele
supernatant	pluskues
supernatural	mbinatyror
supernova	supernova
superposition	mbivendosje
superpower	superfuqi
supersede	zëvendësoj
superstar	superstar
superstition	paragjykim
superstitious	paragjykues
superstore	Superstore
supervise	mbikëqyr
supervision	mbikëqyrje
supervisor	mbikëqyrës
supper	darkë
suppertime	suppertime
supplant	zëvendësoj
supple	i zhdërvjellët
supplement	shtesë
supplemental	plotësues
supplementary	plotësues
supplication	lutje
supplier	furnizuesi
supplies	furnizimet
supply	furnizim
support	mbështetje
supported	mbështetur
supporter	përkrahës
supporters	mbështetësit
supporting	mbështetës
supportive	mbështetës
suppose	mendoj
supposed	i supozuar
supposing	gjoja
supposition	supozim
suppress	shtyp
suppression	shuarje
supremacy	epërsi
supreme	suprem
supremely	supremely
surcharge	mbingarkesë
sure	i sigurt
surety	garant
surf	shfletoj
surface	sipërfaqe
surfboard	sërf
surfer	surfer
surge	valë e madhe
surgeon	kirurg
surgery	kirurgji
surgical	kirurgjik
surly	i nxehur
surmise	marr me mend
surname	mbiemër
surpassing	i pakrahasueshëm
surplus	tepricë
surprise	befasi
surprised	befasuar
surprises	surpriza
surprising	i papritur
surprisingly	çuditërisht
surreal	surreal
surrender	kapitulloj
surrendering	dorëzim
surrogate	zëvendësues
surround	rrethoj
surrounding	përreth
surroundings	mjedis
surveillance	mbikëqyrje
survey	studim
surveying	anketimit
surveyor	topograf
survival	mbijetesë
survive	mbijetoj
surviving	mbijetuar
survivor	i mbijetuar
susceptibility	sensibilitet
susceptible	i prekshëm
sushi	sushi
suspect	i dyshimtë
suspected	i dyshuar
suspend	pezulloj
suspended	pezulluar
suspenders	aski
suspense	pezullim
suspension	pezullim
suspicion	dyshim
suspicions	dyshimet
suspicious	i dyshimtë
sustain	mbështet
sustained	qëndrueshme
sustenance	ushqim
suture	qepje
suv	SUV
sux	sux
swab	shtupë
swag	ryshfet
swagger	krekosje
swallow	gëlltitje
swami	Swami
swamp	moçal
swamped	mbytur
swampy	moçalor
swan	mjellmë
swank	mburrje
swap	shkëmbim
swarm	mizëri
swarming	swarming
swastika	kryç i thyer
swat	shtyp
sway	ndikoj
swear	betohem
swearing	sharje
sweat	djersë
sweater	triko
sweating	djersitje
sweatshirt	xhup
sweatshop	sweatshop
sweaty	i djersitur
sweep	fshij
sweeper	fshesar
sweeping	gjithëpërfshirës
sweet	e embel
sweeten	ëmbëlsoj
sweetened	ëmbël
sweetener	sheqer diabetik
sweetest	sweetest
sweetheart	i dashur
sweetie	i dashur
sweetness	ëmbëlsi
sweets	Ëmbëlsirat
swell	bymehet
swelling	ënjtje
sweltering	sweltering
swerve	mënjanim
swift	i shpejtë
swiftly	shpejtësi
swig	tel
swill	gargarë
swim	notoj
swimmer	notar
swimming	not
swimsuit	rroba banje
swindle	mashtrim
swindler	mashtrues
swine	derr
swing	ritëm
swinger	goditje e fortë
swinging	lëkundje
swipe	goditje e fortë
swirl	vorbull
swish	kopanis
switch	ndryshim
switchblade	Switchblade
switchboard	komutator
swivel	i kthyeshëm
swollen	i fryrë
swoon	të fikët
swoop	kap
sword	shpatë
swordfish	peshk-shpatë
swordplay	skermë
swordsman	shpatar
sycamore	panjë
syllable	rrokje
syllabus	program mësimor
symbiotic	simbiotike
symbol	simbol
symbolic	simbolik
symbolically	simbolikisht
symbolism	simbolizëm
symbolize	simbolizoj
symmetric	simetrik
symmetrical	simetrik
symmetry	simetri
sympathetic	dashamirës
sympathize	më vjen keq
sympathy	simpati
symphonic	simfonik
symphony	simfoni
symposium	simposium
symptom	simptomë
symptomatic	tregues
synagogue	sinagogë
synapse	Synapse
synaptic	Synaptic
sync	sinkronizoj
synchronize	sinkronizoj
synchronous	sinkron
syncope	të fikët
syndicate	sindikatë
syndrome	sindromë
synergistic	synergistic
synergy	Synergy
synod	sinod
synonym	sinonim
synonymous	sinonim
synopsis	përmbledhje
synoptic	sinoptik
syntax	sintaksë
synthesis	sintezë
synthesizer	sintetizues
synthetic	sintetik
syphilis	sifilis
syringe	shiringë
syrup	shurup
system	sistem
systematic	sistematik
systematically	sistematikisht
t-shirt	t-këmishë
tab	tab
tabasco	tabasko
tabby	lara-lara
tabernacle	tabernakulli
table	tabelë
tableau	NO TRANSLATION
tablecloth	mësallë
tablespoon	lugë gjelle
tablet	tabletë
tableware	takëm
tabloid	i përmbledhur
taboo	tabu
tabular	i sheshtë
tabulate	i rrafshët
tabulation	hedhje në tabelë
tachometer	takeometër
tacit	i pashprehur me fjalë
tack	litar
tackle	trajtuar
tackled	trajtoi
tackling	Trajtimi
tacky	ngjitës
taco	Taco
tact	takt
tactful	me takt
tactic	taktikë
tactical	taktik
tactics	taktikë
tactile	i prekshëm
tad	NO TRANSLATION
tadpole	fulterëz
taffeta	tafta
taffy	lajka
tag	etiketë
tail	bisht
tailed	përbaltur
tailgate	derë e pasme
tailings	mbetje
taillight	dritë e pasme
tailor	rrobaqepës
tailoring	rrobaqepësi
tailpipe	tailpipe
taint	turp
take	marr
takeoff	fluturim
takeout	takeout
takeover	marr persiper
taker	konsumues
talcum	i hedh talk
tale	tregim
talent	talent
talented	i talentuar
talisman	hajmali
talk	diskutim
talkative	llafazan
talker	folës
tall	i gjatë
tallies	tallies
tallow	dhjamë
tally	grup
talon	kthetër
talons	NO TRANSLATION
tambourine	Tambourine
tame	NO TRANSLATION
tamer	stërvitës
taming	Zbutja
tamper	ngacmoj
tampon	tampon
tan	cirk
tandem	në varg
tang	erë e fortë
tangent	tangjent
tangerine	mandarinë
tangible	i prekshëm
tangle	lëmsh
tangled	tangled
tango	tango
tank	tank
tank top	tank lart
tanker	kamion-cisternë
tanned	tanned
tantalizing	tantalizing
tantamount	i barazvlershëm
tantrum	zemërim i çastit
taoism	Taoism
tap	trokitje e lehtë
tape	shirit
tape measure	masë shirit
taper	kon
tapering	konik
tapestry	sixhade
tapeworm	shirit
tapioca	tapiokë
taps	çezmat
tar	katran
tarantula	merimangë e madhe
tardiness	vonesë
tardy	i vonuar
target	objektiv
targeted	në shënjestër
targeting	synimeve të dhënësit
tariff	tarifë
tarmac	pistë
tarnish	nxirje
tarot	tarot
tarp	NO TRANSLATION
tarry	vonohem
tart	i thekshëm
tartan	prej stofi skocez
tartar	tartar
task	detyrë
tassel	xhufkë
taste	shije
tasteful	i shijshëm
tasteless	pa shije
tasting	provë
tasty	i shijshëm
tat	thur dantella
tattler	llafazan
tattletale	llafazan
tattoo	tatuazh
taught	mësuar
taunt	thumb
taupe	i përhimë
taut	i tendosur
tavern	tavernë
tawdry	vulgar
tawny	i kuqërremë
tax	taksë
taxed	tatohen
taxi	taksi
taxicab	taksi
taxonomy	Taksonomia
taxpayer	taksapagues
tea	çaj
teach	mësoj
teacher	mësues
teaching	mësim
teacup	gotë
teahouse	lokal me meze
teal	bajukë
team	ekip
teamjesus	NO TRANSLATION
teammate	shok grupi
teamwork	bashkërendim
teapot	ibrik çaji
tear	lot
tearful	i mbytur në lot
tearsofjoy	NO TRANSLATION
teary	teary
tease	ngas
teaser	ngacmues
teasing	ngacmim
teaspoon	lugë çaji
teat	thithë
teatime	Teatime
tech	tech
technical	teknik
technicality	terminologji
technician	teknik
technique	teknikë
techno	techno
technological	teknologjike
technology	teknologji
ted	përhap
teddy bear	arush pelushi
tedious	i lodhshëm
tedium	mërzi
tee	shkronja T
teeming	i mbushur tepër
teen	fatkeqësi
teenage	adoleshent
teenager	i ri
teens	adoleshencë
teensy	teensy
teeny	i vockël
teeth	Dhëmbët
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekinezi
telemetry	telemetrisë
telepathic	telepatik
telepathy	telepati
telephone	telefon
telescope	teleskop
telescopic	largpamës
telethon	telethon
teletype	teleshkrues
televised	televizion
television	televizion
tell	them
teller	tregimtar
telling	duke u thënë
telltale	llafazan
temp	temp
temper	kalit
tempera	bojë tempera
temperament	temperament
temperamental	tekanjoz
temperance	përmbajtje
temperate	i përmbajtur
temperature	temperaturë
tempered	shkon
tempest	stuhi
template	shabllon
temple	tempull
tempo	NO TRANSLATION
temporal	i përkohshëm
temporarily	përkohësisht
temporary	i përkohshëm
tempt	provokoj
temptation	joshje
tempting	joshës
temptress	joshëse
ten	dhjetë
tenable	i fortë
tenacious	këmbëngulës
tenacity	këmbëngulje
tenancy	qiramarrje
tenant	qiramarrës
tend	priren
tendency	tendencë
tender	i butë
tenderfoot	i porsaardhur
tenderness	butësi
tending	duke u kujdesur
tendon	pjezë
tenement	banesë shumëkatshe
tenet	parim
tenets	parimet
tenfold	i dhjetëfishtë
tennis	tenis
tenor	tenor
tense	i tensionuar
tensile	elastik
tension	tension
tent	tendë
tentacle	brith
tentative	eksperimental
tenth	i dhjetë
tenths	dhjetat
tenuous	i parëndësishëm
tenure	mbajtje
tepee	Tepee
tepid	i vakët
tequila	tekila
teriyaki	teriyaki
term	term
terminal	terminal
terminate	përfundojë
termination	mbarim
terminator	terminator
terminology	terminologji
terminus	kufi
termite	termit
terms	Kushtet
tern	tri sende
ternary	tresh
terrace	tarracë
terrain	terreni
terrestrial	tokësor
terrible	i tmerrshëm
terribly	tmerrshëm
terrier	qen gjahu
terrific	i frikshëm
terrified	tmerruar
terrifies	tmerron
terrify	i fut tmerrin
terrifying	tmerrues
territorial	territorial
territory	territor
terror	terror
terrorism	terrorizëm
terrorist	terrorist
terrorists	terroristët
terrorize	terrorizoj
terse	i shkurtër
tertiary	terciar
test	provë
testament	testament
testicle	koqe
testicular	testicular
testify	dëshmoj
testimonial	dëshmi
testimony	dëshmi
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanos
tether	litar
tethered	tethered
tetrahedral	tetrahedral
text	tekst
textbook	libër mësimi
textile	Tekstil
textural	textural
texture	cilësi
tgif	Tgif
thank	falenderim
thankful	falënderues
thankgod	faleminderit Zotit
thanking	Duke falënderuar
thankless	mosfalënderues
thanks	Faleminderit
thanksalot	NO TRANSLATION
thanksgiving	falënderim
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	kashtë
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	shkrij
theater	teatër
theatrical	teatral
theatrics	art skene
thebest	më e mira
theft	vjedhje
theism	teizëm
theistic	teist
thelife	Jeta
thelittlethings	NO TRANSLATION
theme	temë
theocracy	teokraci
theocratic	teokratik
theologian	teolog
theological	teologjik
theology	teologji
theorem	teoremë
theoretical	teorik
theory	teori
therapeutic	terapeutik
therapeutics	terapi
therapist	terapist
therapy	terapi
thereabouts	aty rrotull
thereof	prej saj
therewith	veç kësaj
thermal	termik
