Word	sv
spatter	stänka
spatula	spatel
spawn	rom
spaz	spaz
speak	tala
speakeasy	lönnkrog
speaker	högtalare
speakerphone	högtalartelefon
speaking	tala
spear	spjut
spec	spec
special	särskild
specialist	specialist
speciality	specialitet
specialize	NO TRANSLATION
specially	speciellt
specialty	specialitet
specie	NO TRANSLATION
species	arter
specific	specifik
specification	Specifikation
specify	specificera
specimen	prov
speck	fläck
speckled	spräcklig
specs	specs
spectacle	skådespel
spectacles	glasögon
spectacular	spektakulär
spectator	åskådare
specter	spöke
spectral	spektral-
spectrometer	spektrometer
spectrophotometer	spektrofotometer
spectroscopy	spektroskopi
spectrum	spektrum
speculate	spekulera
speculation	spekulation
speculative	spekulativ
speculum	spekulum
speech	Tal
speechless	mållös
speed	fart
speedboat	snabb motorbåt
speedily	snabbt
speeding	fortkörning
speedometer	hastighetsmätare
speedway	speedway
speedy	snabb
spell	stava
spellbound	förtrollad
spelling	stavning
spencer	spencer
spend	spendera
spender	slösare
spending	utgifterna
spent	bringade
sperm	sperma
spew	spy
sphere	sfär
spherical	sfärisk
sphincter	sfinkter
sphinx	sfinx
spic	spic
spice	krydda
spicy	kryddad
spider	Spindel
spiders	spindlar
spiffy	spiffy
spigot	tapp
spike	spika
spiked	spiked
spiky	taggiga
spill	spill
spillin	NO TRANSLATION
spin	snurra
spinach	spenat
spinal	ryggrads-
spindle	axel
spine	ryggrad
spineless	ryggradslös
spinner	spinnare
spinning	spinning
spinster	ogift kvinna
spiny	taggig
spiral	spiral-
spire	spira
spirit	anda
spirited	pigg
spirits	sprit
spiritual	andlig
spirituality	andlighet
spit	spotta
spite	trots
spiteful	hätsk
spitfire	spitfire
spittoon	spottkopp
splash	stänk
splat	splat
splatter	stänka ner
spleen	mjälte
splendid	utmärkt
splendor	prakt
splice	splitsa
spline	spline
splint	skena
splinter	splittra
split	dela
splitting	delning
splurge	splurge
spoil	skämma bort
spoiler	spoiler
spoiling	förstörelse
spoils	bytet
spoke	eker
spoken	talad
spokesman	talesman
spokesperson	talesman
sponge	svamp
spongy	svampig
sponsor	sponsor
sponsorship	sponsorskap
spontaneity	spontanitet
spontaneous	spontan
spoof	parodi
spook	spöke
spooky	läskigt
spool	spole
spoon	sked
spoonful	sked
sporadic	sporadisk
spore	spor
sport	sport
sporting	sportslig
sports	sporter
sports car	sportbil
sportsman	sportsman
sportsmanship	sports
sportswriter	sportjournalist
sporty	sportig
spot	fläck
spotless	fläckfri
spotlight	strålkastare
spotted	fick syn på
spotter	spotter
spotty	ojämn
spousal	makar
spouse	make
spout	pip
sprain	vrickning
sprawl	utbredning
spray	spray
spread	spridning
spreader	spridare
spree	spree
spring	vår
springtime	springtime
sprinkle	stänk
sprinkler	sprinkler
sprinkling	stänk
sprint	sprinta
sprite	sprite
sprout	gro
spruce	gran
spud	spud
spunk	sädesvätska
spunky	spunky
spur	sporre
spurious	oäkta
spurred	sporrade
spurt	spurt
spy	spionera
squabble	kivas
squad	trupp
squadron	skvadron
squall	skråla
squamous	squamous
squander	slösa
square	fyrkant
squash	squash
squat	sitta på huk
squatter	husockupant
squaw	squaw
squawk	skriande
squeak	gnissla
squeaky	pipig
squeal	skrika
squealer	tjallare
squeamish	kinkig
squeeze	pressa
squeezing	klämma
squelch	krossa
squid	bläckfisk
squint	skelning
squire	väpnare
squirm	våndas
squirrel	ekorre
squirt	squirt
squish	squish
squishy	squishy
stab	hugg
stabbed	knivhuggen
stability	stabilitet
stabilize	stabilisera
stabilizer	stabilisator
stable	stabil
staccato	stackato
stack	stack
stadium	stadion
staff	personal
stag	sven
stage	skede
stagecoach	diligens
stagehand	stagehand
stagger	sprida
staggering	förbluffande
stagnant	stagnerande
stagnation	stagnation
staid	stadgad
stain	fläck
stained	målat
stainless	rostfri
stair	trappsteg
staircase	trappa
stairs	trappa
stairway	trappa
stairwell	trapphus
stake	insats
stakeout	utsättning
stale	unken
stalemate	dödläge
stalk	stjälk
stalker	stalker
stall	bås
stallion	hingst
stalls	parkett
stalwart	trogen
stamina	uthållighet
stamp	stämpel
stampede	panik
stance	ställning
stand	stå
standard	standard-
standardize	standardisera
standardized	standardiserad
standby	står fast vid
standing	stående
standoff	standoff
standpoint	ståndpunkt
standstill	stå still
standup	stå upp
stanza	strof
staph	staph
staple	häfta
stapler	häftapparat
star	stjärna
star fruit	stjärnfrukt
starboard	styrbord
starch	stärkelse
stardom	berömmelse
stardust	stardust
stare	stirra
starfish	sjöstjärna
stargazing	stjärnskådning
staring	stirrande
stark	skarp
starlet	starlet
starlight	starlight
starling	stare
starry	starry
stars	stjärnor
starship	Rymdskepp
start	Start
starter	förrätt
startle	skrämma
startled	uppskrämd
startling	häpnadsväckande
starvation	svält
starve	svälta
starved	utsvulten
starving	svältande
stash	gömma
stat	statistik
state	stat
stately	ståtlig
statement	påstående
stateroom	hytt
stateside	state
statesman	statsman
static	statisk
staticky	NO TRANSLATION
statics	statik
station	station
stationary	stationär
stationery	brevpapper
statistic	statistisk
statistical	statistisk
statistician	statistiker
stator	statorn
statuary	skulpturer
statue	staty
statuette	statyett
stature	resning
status	status
statute	stadga
statutory	lagstadgad
staunch	pålitlig
stave	stav
stay	stanna kvar
stayaway	NO TRANSLATION
stayed	stannade
stays	vistelser
stead	ställe
steadfast	ståndaktig
steady	stadig
steak	biff
steakhouse	Steak House
steal	stjäla
stealing	stjäla
stealth	smygande
stealthily	i smyg
stealthy	smyg
steam	ånga
steamboat	ångbåt
steamer	ångkokare
steaming	ångande
steamroller	ångvält
steamship	ångare
steamy	ångande
steel	stål
steep	brant
steeple	torn
steer	styra
steering	styrning
stellar	stjärn-
stem	stam
stench	stank
stencil	stencil
stenographer	stenograf
step	steg
stepdaughter	styv
stepfather	styvfar
stepmother	styvmor
steppe	stäpp
steps	steg
stepson	styvson
stereo	stereo-
stereoscopic	stereoskopisk
stereotype	stereotyp
stereotyped	stereotyp
sterile	steril
sterility	sterilitet
sterilize	sterilisera
sterling	sterling-
stern	akter
sternum	bröstben
steroid	steroid
stethoscope	stetoskop
stew	gryta
steward	steward
stewardess	Flygvärdinnan
stewardship	förvaltarskap
stfu	stfu
stick	pinne
sticker	dekal
sticking	fastklibbning
stickler	stickler
stickup	rån
sticky	klibbig
stiff	styv
stiffen	stelna
stiffness	styvhet
stifle	kväva
stifled	kvävas
stifling	kvalmig
stigma	stigma
stile	NO TRANSLATION
stiletto	stilett
stillbirth	dödfödsel
stillborn	dödfödd
stillness	stillhet
stillwaiting	NO TRANSLATION
stilts	styltor
stimulant	stimulerande medel
stimulate	stimulera
stimulating	stimulerande
stimulation	stimulering
stimulus	stimulans
sting	sting
stinger	stinger
stinging	svidande
stingy	snål
stink	stank
stinker	stinker
stinking	stinkande
stinky	illaluktande
stint	snålhet
stipend	stipendium
stipulate	föreskriva
stipulation	Fastställande
stir	uppståndelse
stirring	omröring
stitch	sy
stitching	söm
stock	stock
stockade	palissad
stockbroker	fondkommissionär
stockholder	aktieägare
stocking	strumpa
stockings	strumpor
stockpile	lagra
stockroom	lagret
stocks	lager
stoic	stoisk
stole	stola
stolen	stulna
stomach	mage
stomachache	magont
stomp	stampa
stomped	stampade
stone	sten
stoned	urkärnad
stonewall	stenmur
stoneware	stengods
stony	stenig
stooge	nickedocka
stool	pall
stools	avföring
stoop	böja sig
stoopid	stoopid
stop	sluta
stopover	landning
stoppage	TILLTÄPPANDE
stopper	propp
stopping	stoppa
stopwatch	stoppur
storage	lagring
store	Lagra
storefront	skyltfönster
storehouse	magasin
storeroom	förrådsrum
storing	lagring
storm	storm
storming	storming
stormy	stormig
story	berättelse
storybook	sagobok
storyteller	berättare
storytelling	berättande
stound	NO TRANSLATION
stout	stout
stove	spis
stow	stuva
stowaway	fripassagerare
straddle	grensla
straight	rakt
straighten	räta ut
straightforward	enkel
straightway	genast
strain	anstränga
strained	spänd
strait	sund
straitjacket	tvångströja
straits	sund
strand	strå
stranded	stranded
strange	konstig
stranger	främling
strangle	strypa
strangulation	strypning
strap	rem
strapless	axelbandslös
strapping	bandnings
strata	strata
strategic	strategisk
strategist	strateg
strategy	strategi
stratification	stratifiering
stratosphere	stratosfär
stratum	skikt
stratus	stratus
straw	sugrör
strawberry	jordgubbe
stray	herrelös
streak	strimma
streaked	strimmig
stream	strömma
streamer	banderoll
streaming	streaming
streamline	effektivisera
street	gata
streetcar	spårvagn
streetlight	gatlykta
strength	styrka
strengthen	stärka
strengthening	förstärkning
strenuous	ansträngande
strep	strep
stress	påfrestning
stressed	betonade
stresses	påkänningar
stressfree	NO TRANSLATION
stressful	stressig
stressin	NO TRANSLATION
stressing	betonar
stressrelief	NO TRANSLATION
stretch	sträcka
stretcher	bår
stricken	drabbade
strict	sträng
stride	kliva
strife	kiv
strike	strejk
strikeout	struken
striker	anfallare
striking	slående
strikingly	slående
string	sträng
strings	strängar
stringy	trådig
strip	remsa
stripe	rand
striped	randig
stripped	avskalade
stripper	stripper
striptease	striptease
strive	sträva
strobe	strobe
stroke	stroke
stroll	promenad
stroller	sittvagn
strolling	promenader
strong	stark
stronghold	fäste
strongly	starkt
structural	strukturell
structure	strukturera
strudel	strudel
struggle	kamp
strut	stag
stub	stump
stubbed	stubbed
stubble	stubb
stubborn	envis
stubbornness	envishet
stubby	kort och tjock
stucco	stuck
stuck	fastnat
stuckup	NO TRANSLATION
stud	hingst
studded	studded
student	studerande
studied	studerade
studio	studio
study	studie
stuff	grejer
stuffed animal	gosedjur
stuffing	fyllning
stuffy	tilltäppt
stumble	snubbla
stump	stubbe
stumped	stumped
stun	bedöva
stunned	bedövad
stunner	bedövande
stunning	fantastisk
stunt	hämma
stunted	förkrympt
stuntman	stuntman
stupefaction	häpnad
stupefy	stupefy
stupendous	förbluffande
stupid	dum
stupidity	dumhet
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	dvala
sturdy	kraftig
sturgeon	stör
stutter	stamma
sty	vagel
style	stil
styling	styling
stylish	elegant
stylist	frisör
suave	förbindlig
sub	sub
subatomic	subatomära
subcommittee	underkommitté
subconscious	undermedvetna
subcutaneous	subkutan
subdivide	dela upp
subdivision	delfältet
subduction	subduktion
subdue	dämpa
subdued	dämpad
subdural	subdural
subito	NO TRANSLATION
subject	ämne
subjected	utsattes
subjection	underkastelse
subjective	subjektiv
subjugation	underkuvande
sublet	hyra ut
sublevel	undernivå
sublimation	sublime
sublime	sublim
subliminal	subliminal
submarine	u-båt
submerge	dränka
submerged	nedsänkt
submersible	dränkbar
submission	underkastelse
submissive	undergiven
submit	lämna
submitting	att skicka in
subordinate	underlydande
subordination	underordning
subplot	subplot
subpoena	stämning
subscribe	prenumerera
subscriber	abonnent
subscription	prenumeration
subsequence	subsekvens
subsequent	senare
subsequently	senare
subservient	underdånig
subset	delmängd
subside	avta
subsidence	sättningar
subsidiary	dotterföretag
subsidize	subventionera
subsidy	bidrag
subsist	existera
subsistence	uppehälle
subsoil	alv
subspace	underrum
substance	ämne
substandard	undermålig
substantial	väsentlig
substantially	väsentligen
substantiate	dokumentera
substantive	materiella
substation	substation
substitute	ersättning
substituted	substituerad
substitution	utbyte
substructure	substruktur
subterranean	subterranean
subtext	undertext
subtitle	texta
subtle	subtil
subtlety	subtilitet
subtract	subtrahera
subtraction	subtraktion
subtype	subtyp
suburb	förort
suburban	förorts
suburbia	förorterna
suburbs	förorter
subversion	omstörtning
subversive	omstörtande
subvert	omstörta
subway	tunnelbana
succeed	lyckas
succeeding	efterföljande
success	Framgång
successful	framgångsrik
succession	följd
successive	på varandra följande
successor	efterträdare
succinct	kortfattad
succubus	succubus
succulent	saftig
succumb	ge efter
suck	suga
sucker	parasit
sucking	sugande
suckling	spenabarn
sucks	suger
suction	sugning
sudden	plötslig
suddenly	plötsligt
suds	såplödder
sue	stämma
suede	mocka
suffer	lida
sufferer	lidande person
suffering	lidande
suffice	räcka
sufficiency	sufficiency
sufficient	tillräcklig
sufficiently	tillräckligt
suffix	ändelse
suffocate	kväva
suffocating	kvävande
suffocation	kvävning
sugar	socker
suggest	föreslå
suggestion	förslag
suggestive	suggestiv
suicidal	suicidal
suicide	självmord
suicidebombing	NO TRANSLATION
suit	kostym
suitable	lämplig
suitcase	resväska
suite	svit
suitor	friare
sulfate	sulfat
sulfur	svavel
sulk	tjura
sullen	trumpen
sully	sully
sulphur	svavel
sultan	sultan
sultry	kvav
sum	belopp
summarily	summariskt
summarize	sammanfatta
summary	sammanfattning
summation	summering
summer	sommar
summerhouse	sommarstuga
summertime	sommartid
summit	summit
summon	kalla
summons	kallelse
sumo	sumo
sump	sump
sumptuous	överdådig
sun	Sol
sunbeam	solstråle
sunburn	solbränna
sundae	fruktglass
sunday	söndag
sundial	solur
sundown	solnedgång
sundry	diverse
sunflower	solros
sunglass	solglasögon
sunglasses	solglasögon
sunk	sjunkit
sunken	nedsänkt
sunless	Brun utan
sunlight	solljus
sunny	solig
sunrise	soluppgång
sunroof	soltak
sunscreen	solskyddsmedel
sunset	solnedgång
sunshine	solsken
suntan	solbränna
sunup	soluppgång
sup	supera
super	super
superannuation	superannuation
superb	utmärkt
superficial	ytlig
superfluous	överflödig
superhero	superhjälte
superhuman	mänsklig
superimposed	lagrad
superintendent	föreståndare
superior	överlägsen
superiority	överlägsenhet
superlative	superlativ
superman	stålman
supermarket	mataffär
supermodel	super
supernatant	supernatant
supernatural	övernaturlig
supernova	supern
superposition	överlagring
superpower	supermakt
supersede	ersätta
superstar	superstar
superstition	vidskepelse
superstitious	vidskeplig
superstore	superstore
supervise	övervaka
supervision	övervakning
supervisor	handledare
supper	kvällsmat
suppertime	suppertime
supplant	supplant
supple	smidig
supplement	tillägg
supplemental	kompletterande
supplementary	kompletterande
supplication	ödmjuk bön
supplier	leverantör
supplies	leveranser
supply	tillförsel
support	Stöd
supported	stöds
supporter	anhängare
supporters	supportrar
supporting	stödjande
supportive	stödjande
suppose	anta
supposed	förment
supposing	Antag att
supposition	antagande
suppress	dämpa
suppression	undertryckande
supremacy	överlägsenhet
supreme	överlägsen
supremely	högsta grad
surcharge	tilläggsavgift
sure	Säker
surety	säkerhet
surf	surfa
surface	yta
surfboard	surfingbräda
surfer	surfare
surge	svalla
surgeon	kirurg
surgery	kirurgi
surgical	kirurgisk
surly	buttre
surmise	förmoda
surname	efternamn
surpassing	överträffar
surplus	överskott
surprise	överraskning
surprised	överraskad
surprises	överraskningar
surprising	förvånande
surprisingly	förvånande
surreal	overkligt
surrender	överlämna
surrendering	överlämnande
surrogate	surrogat
surround	omge
surrounding	omgivande
surroundings	miljö
surveillance	övervakning
survey	undersökning
surveying	undersökande
surveyor	besiktningsman
survival	överlevnad
survive	överleva
surviving	efterlevande
survivor	efterlevande
susceptibility	känslighet
susceptible	mottaglig
sushi	sushi
suspect	misstänka
suspected	misstänkt
suspend	uppskjuta
suspended	upphängd
suspenders	hängslen
suspense	spänning
suspension	suspension
suspicion	misstanke
suspicions	misstankar
suspicious	misstänksam
sustain	upprätthålla
sustained	oavbruten
sustenance	uppehälle
suture	sutur
suv	suv
sux	NO TRANSLATION
swab	svabb
swag	bylte
swagger	skryt
swallow	svälja
swami	swami
swamp	träsk
swamped	svämmas
swampy	sumpig
swan	svan
swank	swank
swap	byta
swarm	svärm
swarming	myllrande
swastika	hakkors
swat	flugsmälla
sway	vingla
swear	svära
swearing	svära
sweat	svettas
sweater	Tröja
sweating	svettas
sweatshirt	tröja
sweatshop	svält
sweaty	svettig
sweep	sopa
sweeper	sopmaskin
sweeping	sotning
sweet	ljuv
sweeten	söta
sweetened	sötad
sweetener	sötningsmedel
sweetest	sweetest
sweetheart	Älskling
sweetie	sötnos
sweetness	sötma
sweets	sötsaker
swell	svälla
swelling	svullnad
sweltering	tryckande
swerve	vika av
swift	snabb
swiftly	snabbt
swig	slurk
swill	skulor
swim	simma
swimmer	simmare
swimming	simning
swimsuit	baddräkt
swindle	lura
swindler	svindlare
swine	svin
swing	svänga
swinger	swinger
swinging	svängande
swipe	hårt slag
swirl	virvla runt
swish	sus
switch	växla
switchblade	switchblade
switchboard	växel
swivel	snurra
swollen	svullen
swoon	svimma
swoop	nedslag
sword	svärd
swordfish	svärdfisk
swordplay	fäktning
swordsman	fäktare
sycamore	platan
syllable	stavelse
syllabus	kursplan
symbiotic	symbiotisk
symbol	symbol
symbolic	symbolisk
symbolically	symboliskt
symbolism	symbolism
symbolize	symbolisera
symmetric	symmetrisk
symmetrical	symmetrisk
symmetry	symmetri
sympathetic	sympatisk
sympathize	sympatiserar
sympathy	sympati
symphonic	symfonisk
symphony	symfoni
symposium	symposium
symptom	symptom
symptomatic	symptomatisk
synagogue	synagoga
synapse	synaps
synaptic	synaptic
sync	synkronisera
synchronize	synkronisera
synchronous	synkron
syncope	synkope
syndicate	syndikat
syndrome	syndrom
synergistic	synergistisk
synergy	synergi
synod	synod
synonym	synonym
synonymous	synonym
synopsis	synopsis
synoptic	synoptiska
syntax	syntax
synthesis	syntes
synthesizer	synthesizer
synthetic	syntetisk
syphilis	syfilis
syringe	spruta
syrup	sirap
system	systemet
systematic	systematisk
systematically	systematiskt
t-shirt	t-shirt
tab	flik
tabasco	tabasco
tabby	tabby
tabernacle	tabernakel
table	tabell
tableau	NO TRANSLATION
tablecloth	bordsduk
tablespoon	matsked
tablet	tablett
tableware	porslin
tabloid	tabloid
taboo	tabu
tabular	tabell
tabulate	tabulera
tabulation	tabulering
tachometer	takometer
tacit	tyst
tack	kryssa
tackle	tackla
tackled	tacklas
tackling	tackling
tacky	klibbig
taco	taco
tact	takt
tactful	finkänslig
tactic	taktik
tactical	taktisk
tactics	taktik
tactile	taktil
tad	NO TRANSLATION
tadpole	grodyngel
taffeta	taft
taffy	taffy
tag	märka
tail	svans
tailed	tailed
tailgate	baklucka
tailings	bearbetningsavfall
taillight	baklykta
tailor	skräddare
tailoring	skrädderi
tailpipe	slutrör
taint	bismak
take	ta
takeoff	ta av
takeout	ta ut
takeover	ta över
taker	tagare
talcum	talk
tale	berättelse
talent	talang
talented	begåvad
talisman	talisman
talk	prata
talkative	pratsam
talker	talare
tall	lång
tallies	stämmer
tallow	talg
tally	tally
talon	klo
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	djurtämjare
taming	tämja
tamper	manipulera
tampon	tampong
tan	solbränna
tandem	tandem
tang	tang
tangent	tangent
tangerine	mandarin
tangible	påtagliga
tangle	härva
tangled	tilltrasslad
tango	tango
tank	tank
