Word	az
suffice	kifayətdir
sufficiency	kifayətdir
sufficient	kifayətdir
sufficiently	kifayət qədər
suffix	əlavə et
suffocate	boğulma
suffocating	boğulma
suffocation	boğulma
sugar	şəkər
suggest	təklif
suggestion	təklif
suggestive	düşüncəli
suicidal	intihar
suicide	intihar
suicidebombing	NO TRANSLATION
suit	kostyum
suitable	uyğun
suitcase	bavul
suite	suite
suitor	suitor
sulfate	sulfat
sulfur	kükürd
sulk	sulk
sullen	sanki
sully	sully
sulphur	kükürd
sultan	sultanı
sultry	səliqəli
sum	cəmi
summarily	ümumiyyətlə
summarize	yekunlaşdırmaq
summary	xülasə
summation	yekunlaşdırma
summer	yay
summerhouse	yay evi
summertime	yaz mövsümü
summit	zirvəsi
summon	çağırın
summons	çağırışlar
sumo	sumo
sump	kələm
sumptuous	dəbdəbəli
sun	günəş
sunbeam	günəş səsi
sunburn	günəş yanığı
sundae	sundae
sunday	bazar günü
sundial	günəşli
sundown	sundown
sundry	hər şey
sunflower	ayçiçəyi
sunglass	sunglass
sunglasses	günəş gözlüyü
sunk	batdı
sunken	batmışdı
sunless	günəşsiz
sunlight	günəş işığı
sunny	günəşli
sunrise	günəş doğuşu
sunroof	lövhə
sunscreen	günəş kremi
sunset	gün batışı
sunshine	günəş işığı
suntan	günəş
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	üstün
superficial	səthi
superfluous	artıq deyil
superhero	superhero
superhuman	superhuman
superimposed	üst-üstə düşmüşdür
superintendent	nəzarətçi
superior	Üstün
superiority	üstünlük
superlative	üstünlük
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	süpernatant
supernatural	fövqəltəbii
supernova	supernova
superposition	Üstünlük
superpower	super güc
supersede	supersede
superstar	superstar
superstition	xəyanətdir
superstitious	batil
superstore	superstore
supervise	nəzarət
supervision	nəzarət
supervisor	nəzarətçi
supper	axşam yeməyi
suppertime	təzminat
supplant	təzələmək
supple	elastik
supplement	əlavə et
supplemental	əlavə edir
supplementary	əlavə edir
supplication	dua edin
supplier	təchizatçı
supplies	təchizat
supply	təchizatı
support	dəstək
supported	dəstəklənir
supporter	tərəfdar
supporters	tərəfdarları
supporting	dəstəkləyirik
supportive	dəstəkləyici
suppose	güman
supposed	ehtimal edirdi
supposing	ehtimal edir
supposition	ehtimal
suppress	bastır
suppression	təzyiq
supremacy	üstünlük
supreme	ali
supremely	təəccüblü
surcharge	surcharge
sure	əminəm
surety	etibarlılıq
surf	sörf
surface	səthi
surfboard	surfboard
surfer	surfer
surge	dalğalanma
surgeon	cərrah
surgery	Əməliyyat
surgical	cərrahi
surly	hörmətli
surmise	surmise
surname	Soyad
surpassing	aşdı
surplus	artıq
surprise	sürpriz
surprised	təəccübləndi
surprises	sürprizlər
surprising	təəccüblü
surprisingly	təəccüblü
surreal	surreal
surrender	təslim
surrendering	təslim
surrogate	surrogate
surround	ətraf
surrounding	ətrafı
surroundings	ətrafı
surveillance	nəzarət
survey	sorğu
surveying	tədqiqat
surveyor	sörveyör
survival	yaşamaq
survive	yaşamaq
surviving	sağ qalan
survivor	xilas
susceptibility	həssaslıq
susceptible	həssas
sushi	suşi
suspect	şübhəli
suspected	şübhəli
suspend	dayandırın
suspended	dayandırılıb
suspenders	dayandırıcılar
suspense	ləğv
suspension	dayandırılması
suspicion	şübhə
suspicions	şübhələr
suspicious	şübhəli
sustain	davam et
sustained	davamlı
sustenance	ruzi
suture	sütur
suv	su
sux	sux
swab	swab
swag	sürüşmək
swagger	sürtüşmək
swallow	udmaq
swami	swami
swamp	bataqlıq
swamped	batdı
swampy	bataqlıq
swan	quan
swank	swank
swap	dəyişdirmək
swarm	sürüşmək
swarming	sürüşmə
swastika	swastika
swat	swat
sway	sway
swear	yemin et
swearing	küfr
sweat	tər
sweater	sviter
sweating	tərləmə
sweatshirt	sweatshirt
sweatshop	tərəvəz
sweaty	tərli
sweep	süpürmək
sweeper	süpürgəçi
sweeping	süpürmə
sweet	şirin
sweeten	tatlandırıcı
sweetened	şirinləşdirilmişdir
sweetener	tatlandırıcı
sweetest	tatlı
sweetheart	sevgilim
sweetie	sevgilim
sweetness	şirinlik
sweets	şirniyyat
swell	şişmək
swelling	şişkinlik
sweltering	sürtüşmə
swerve	sürünmək
swift	cəld
swiftly	sürətlə
swig	swig
swill	qaçmaq
swim	üzmək
swimmer	swimmer
swimming	üzgüçülük
swimsuit	Çimərlik geyimi
swindle	dolandırıcılık
swindler	aldadıcı
swine	donuz
swing	swing
swinger	swinger
swinging	salınan
swipe	sürüşdürün
swirl	qıvrım
swish	swish
switch	keçid
switchblade	switchblade
switchboard	santimetr
swivel	dönmə
swollen	şişmişdir
swoon	qışqırıq
swoop	sürüşmək
sword	qılınc
swordfish	kılıçbalığı
swordplay	qılınc
swordsman	qılıncdan
sycamore	sycamore
syllable	heca
syllabus	tədris proqramı
symbiotic	simbiyotik
symbol	simvolu
symbolic	simvolik
symbolically	simvolik olaraq
symbolism	simvolizm
symbolize	simvollaşdırmaq
symmetric	simmetrik
symmetrical	simmetrik
symmetry	simmetriya
sympathetic	sempatik
sympathize	səmimiyyətlə
sympathy	sempati
symphonic	simfonik
symphony	simfoniya
symposium	simpozium
symptom	simptom
symptomatic	simptomatik
synagogue	sinaqoq
synapse	sinapsız
synaptic	sinaptik
sync	sinxronizasiya
synchronize	sinxronlaşdırın
synchronous	sinxron
syncope	senkop
syndicate	sindikat
syndrome	sindromu
synergistic	sinerjistik
synergy	sinerji
synod	sinod
synonym	sinonim
synonymous	eşitdim
synopsis	sinopsis
synoptic	sinoptik
syntax	sintaksis
synthesis	sintez
synthesizer	sintezator
synthetic	sintetik
syphilis	sifiliz
syringe	iynə
syrup	şərbət
system	sistemi
systematic	sistemli
systematically	sistemli şəkildə
t-shirt	T-shirt
tab	nişanı
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	masa
tableau	NO TRANSLATION
tablecloth	masa örtüsü
tablespoon	kaşığı kaşığı
tablet	tablet
tableware	qabyuyan maşınlar
tabloid	tabloid
taboo	tabu
tabular	cədvəl
tabulate	tabe
tabulation	tabulyasiya
tachometer	takometre
tacit	tacit
tack	tack
tackle	mübarizə
tackled	həll etdi
tackling	qarşıdurma
tacky	yapışqan
taco	taco
tact	toxunma
tactful	həssasdır
tactic	taktik
tactical	taktik
tactics	taktikalar
tactile	toxunma
tad	NO TRANSLATION
tadpole	təzyiq
taffeta	tafta
taffy	taffy
tag	etiket
tail	quyruq
tailed	quyruqlu
tailgate	arxa qapı
tailings	tullantılar
taillight	aralıq
tailor	dərzi
tailoring	bəzək
tailpipe	quyruq borusu
taint	təəssüf
take	götür
takeoff	çıxarmaq
takeout	çıxarmaq
takeover	təhvil almaq
taker	taker
talcum	söhbət
tale	nağıl
talent	istedad
talented	istedadlı
talisman	talisman
talk	danışmaq
talkative	dilli-dilavər
talker	danışan
tall	uzun boylu
tallies	tallies
tallow	dondurma
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambura
tame	NO TRANSLATION
tamer	tamer
taming	təhqir
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	naringi
tangible	maddi
tangle	qarışıqlıq
tangled	dolaşıq
tango	tango
tank	tank
tank top	tank üst
tanker	tanker
tanned	qaralmış
tantalizing	tantalizing
tantamount	hörmət
tantrum	tantrum
taoism	taoizm
tap	vurun
tape	tape
tape measure	tape ölçüsü
taper	konus
tapering	tapering
tapestry	goblen
tapeworm	Tələsin
tapioca	tapyoka
taps	taps
tar	tar
tarantula	tarantula
tardiness	hədiyyələr
tardy	tardy
target	hədəf
targeted	hədəfləndi
targeting	hedefleme
tariff	tarifi
tarmac	tarmac
tarnish	lağ
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	vəzifə
tassel	pudra
taste	dad
tasteful	zövqlü
tasteless	tatsız
tasting	dadma
tasty	dadlı
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	döymə
taught	öyrədilmiş
taunt	təlaş
taupe	taupe
taut	taut
tavern	lokali
tawdry	tawdry
tawny	tawny
tax	vergi
taxed	vergidir
taxi	taksi
taxicab	taksi-Fayton
taxonomy	taksonomiya
taxpayer	vergi ödəyicisi
tea	çay
teach	öyrətmək
teacher	müəllim
teaching	tədris
teacup	teacup
teahouse	teahouse
teal	teal
team	komanda
teamjesus	NO TRANSLATION
teammate	komanda yoldaşı
teamwork	komanda işi
teapot	çaynik
tear	gözyaşardıcı
tearful	gözyaşardıcı
tearsofjoy	NO TRANSLATION
teary	gözyaşardıcı
tease	sataşmaq
teaser	teaser
teasing	zəhlətökən
teaspoon	çay qaşığı
teat	emzik
teatime	teatime
tech	texnologiya
technical	texniki
technicality	texniki cəhətdən
technician	texniki
technique	texnika
techno	techno
technological	texnoloji
technology	texnologiya
ted	ted
teddy bear	Oyuncaq ayı
tedious	yorucu
tedium	bədbəxtlik
tee	tee
teeming	teeming
teen	yeniyetmə
teenage	gənclik
teenager	yeniyetmə
teens	yeniyetmələr
teensy	yeniyetmələr
teeny	ucalıq
teeth	dişlər
teething	teething
teflon	teflon
telegram	teleqram
telegraph	teleqraf
telekinesis	telekinesis
telemetry	telemetri
telepathic	telepatik
telepathy	telepatiya
telephone	telefon
telescope	teleskop
telescopic	teleskopik
telethon	teleton
teletype	teletype
televised	televiziya verildi
television	televiziya
tell	deyirəm
teller	teller
telling	deyirəm
telltale	deyirlər
temp	temp
temper	həsrət
tempera	temperatur
temperament	həssaslıq
temperamental	temperamentli
temperance	Sıxlıq
temperate	mülayimdir
temperature	temperatur
tempered	temperli
tempest	pusqu
template	şablon
temple	məbəd
tempo	NO TRANSLATION
temporal	temporal
temporarily	müvəqqəti olaraq
temporary	müvəqqəti
tempt	aldatmaq
temptation	temptation
tempting	cazibədar
temptress	temptress
ten	on
tenable	tənzimlənir
tenacious	inandırıcı
tenacity	etibarlılıq
tenancy	kirayəlik
tenant	kiracı
tend	meylli
tendency	tendensiya
tender	tender
tenderfoot	bıçaq
tenderness	həssaslıq
tending	əyilmək
tendon	tendon
tenement	kirayəlik
tenet	həqiqi
tenets	etiqadlar
tenfold	on qat
tennis	tennis
tenor	tenor
tense	gərgin
tensile	gərginlik
tension	gərginlik
tent	çadır
tentacle	tentacle
tentative	əvvəlcədən
tenth	onda
tenths	onda
tenuous	zəif
tenure	vəzifə
tepee	tepe
tepid	təəccüblü
tequila	tekila
teriyaki	teriyaki
term	müddəti
terminal	terminal
terminate	ləğv et
termination	sona çatma
terminator	terminator
terminology	terminologiya
terminus	termin
termite	termit
terms	şərtləri
tern	tern
ternary	Üçlü
terrace	teras
terrain	Ərazi
terrestrial	karasal
terrible	qorxunc
terribly	dəhşətli
terrier	terrier
terrific	dəhşətli
terrified	qorxunc
terrifies	tərəddüd edir
terrify	dəhşət
terrifying	dəhşətli
territorial	ərazi
territory	ərazisində
terror	terror
terrorism	terrorizm
terrorist	terrorist
terrorists	terroristlər
terrorize	terrorizm
terse	ters
tertiary	üçüncü
test	test
testament	vasiyetname
testicle	testis
testicular	testiküler
testify	ifadə vermək
testimonial	ifadəsi
testimony	ifadəsi
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tetanoz
tether	hörümçək
tethered	tethered
tetrahedral	tetrahedral
text	mətn
textbook	dərs kitabı
textile	tekstil
textural	textual
texture	toxuması
tgif	tgif
thank	təşəkkür edirəm
thankful	minnətdar
thankgod	təşəkkür edirəm
thanking	təşəkkür edirəm
thankless	hörmətsiz
thanks	təşəkkür edirəm
thanksalot	NO TRANSLATION
thanksgiving	Şükran günü
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	çəmənlik
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	çözülür
theater	teatr
theatrical	teatr
theatrics	teatr
thebest	ən yaxşı
theft	oğurluq
theism	teizm
theistic	teistik
thelife	həyat
thelittlethings	NO TRANSLATION
theme	mövzu
theocracy	teokratiya
theocratic	teokratik
theologian	ilahiyyatçı
theological	teoloji
theology	ilahiyyat
theorem	teorem
theoretical	nəzəri
theory	nəzəriyyə
therapeutic	terapevtik
therapeutics	terapevtik
therapist	terapevt
therapy	terapiya
thereabouts	var
thereof	bunlardan
therewith	bununla birlikdə
thermal	termal
thermocouple	termokupl
thermodynamics	termodinamik
thermometer	termometr
thermos	termos
thermostat	termostat
thesaurus	tezahürat
thesis	tezis
thick	qalın
thicken	qalınlaşdırır
thickening	qalınlaşdırma
thicket	həkk
thickness	qalınlığı
thief	oğru
thigh	bud
thimble	haşiyə
thin	ince
thing	şey
things	şeylər
thingy	şey
think	düşünün
thinker	mütəfəkkir
thinking	düşünmək
third	üçüncüdür
thirds	üçdə biri
thirst	susuzluq
thirsty	susuz
thirteen	on üç
thirteenth	on üçüncü
thirty	otuz
thistle	Thistle
thither	orada
thong	toxunma
thorn	diken
thorny	qaranlıq
thorough	hərtərəfli
thoroughbred	arvadı
thoroughfare	körpü
thought	düşündüm
thoughtful	düşüncəli
thoughtfulness	düşüncəsizlik
thoughtless	düşünmədən
thoughts	fikirlər
thousand	min
thrash	Thrash
thread	mövzu
threat	təhlükə
threaten	təhdid edir
threatened	təhdid etdi
threatening	təhdid edir
three	üç
threefold	üçqat
threesome	üçlü
thresh	tresh
threshold	eşik
thrice	üç dəfə
thrift	qənaət
thrifty	qənaətcil
thrill	həyəcan
thrilled	heyecanlandım
thriller	gerilim
thrilling	heyecan verici
thrive	inkişaf et
thriving	inkişaf etməkdədir
throat	boğaz
throb	zərbə
throbbing	pıhtılaşma
throes	darıxır
throne	taxt
throng	qaçırdılar
throttle	dəmir yolu
throw	atmaq
throwback	atma
thrower	atıcı
thrown	atıldı
thrush	qılınc
thrust	itələmə
thruster	thruster
thud	thud
thug	haydut
thumb	thumb
thumbprint	thumbprint
thump	zərbə
thumper	zərbəçi
thumping	zərbə
thunder	Şimşək
thunderbolt	gurultulu
thunderclap	göy gurultusu
thundering	gurultulu
thunderstorm	göy gurultusu
thunderstruck	thunderstruck
thwart	qarşısını almaq
thx	Təşəkkür
thyme	kəklik
thyroid	tiroid
tiara	tiara
tibia	tibia
tic	tik
tick	gənə
ticked	seçilmişdir
ticker	ticker
ticket	bilet
tickle	qıdıq
tickled	qışqırdı
ticklish	qüsursuz
tidal	gelgit
tidal wave	gelgit dalğası
tidbit	tidbit
tide	gelgit
tidings	xəbərdarlıq
tidy	səliqəli
tie	qalustuk
tier	qat
tiff	tiff
tiger	pələng
tighten	sıxmaq
tightness	sıxılma
tightrope	sıxma
tights	taytlar
tilde	tilde
tile	kafel
tiling	kirəmit
till	NO TRANSLATION
tillage	əkinçilik
tiller	rəssam
tilt	tilt
tilting	əyərək
timber	ağac
timberland	timberland
timbre	timbre
time	vaxt
timeless	zamansızdır
timeliness	vaxtında
timely	vaxtında
timeout	vaxt
timepiece	timepiece
timer	timer
times	dəfə
timetable	cədvəl
timewasters	NO TRANSLATION
timid	utancaq
timidity	dözümlülük
timing	vaxt
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	çalar
tingle	qaranlıq
tingling	qarışıqlıq
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	rəngi
tiny	kiçik
tip	ucu
tipper	damper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	təkər
tired	yorğun
tiredness	yorğunluq
tiredofit	NO TRANSLATION
tireless	yorulmaz
tiresome	yorucu
tiring	yorucu
tissue	toxuma
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanik
titanium	titan
tithe	onda
title	başlıq
titled	başlıqlı
titty	titty
titular	NO TRANSLATION
toad	qurbağa
toast	qızartmaq
toaster	toaster
toasty	toasty
tobacco	tütün
toby	toby
tod	tod
today	bu gün
toddler	toddler
toe	ayaq
toenail	toenail
toffee	şirniyyat
tofu	tofu
toga	NO TRANSLATION
together	birlikdə
togetherness	birlikdəyəm
toil	çalışmaq
toilet	tualet
toils	tualetlər
token	token
tolerable	tolerable
tolerance	tolerantlıq
tolerant	tolerant
tolerate	dözüm
toleration	tolerantlıq
toll	ödəniş
tomahawk	tomahawk
tomato	pomidor
tomatoes	pomidor
tomb	məzarı
tombstone	məzar daşını
tomcat	tomcat
tome	mənə
tomorrow	sabah
ton	NO TRANSLATION
tone	ton
toner	toner
tong	NO TRANSLATION
tongs	zəncirlər
tongue	dil
tonic	tonik
tonnage	tonaj
tonsils	bademcikler
toocold	NO TRANSLATION
tool	alət
toolbox	alət qutusu
tooling	vasitələr
toomuchtodo	NO TRANSLATION
toot	toot
tooth	diş
toothache	diş ağrısı
toothbrush	diş fırçası
toothed	dişlədi
toothless	dişsiz
toothpaste	Diş pastası
toothpick	diş həkimi
toots	Tövsiyələr
top	üst
topaz	topaz
topic	mövzu
topical	topikal
topless	üstsüz
topographic	topoqrafik
topographical	topoqrafik
topography	topoqrafiya
topple	atmaq
topside	üst tərəfdən
tor	tor
torch	məşəl
torment	əzab
tormented	əzab çəkdi
torn	cırıq
tornado	tornado
torpedo	torpedo
torque	tork
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	tort
tortious	təvazökar
tortoise	tısbağa
tortuous	cəsarətli
torture	işgəncə
tortured	işgəncə verildi
toss	atmaq
tot	NO TRANSLATION
total	ümumi
totality	cəmi
totally	tamamilə
tote	tote
totem	totem
touch	toxun
touchdown	toxunma
touched	toxundu
touching	toxundu
touchy	toxunma
tough	çətin
toughen	sərtləşmək
toughness	sərtlik
toupee	toupee
tour	tur
tourism	turizm
tourist	turist
tourmaline	turmalin
tournament	turnir
tourniquet	turnike
tout	NO TRANSLATION
tow	çəkmək
towel	dəsmal
tower	qüllə
towering	güclü
town	şəhər
townhouse	şəhər evi
township	qəsəbə
townspeople	şəhər əhalisi
toxic	Toksik
toxicity	toksiklik
toxicology	toksikoloji
toxin	toksin
toy	oyuncaq
toymaker	toy qurucusu
trace	iz
traceable	izlenebilir
tracer	izləyici
traces	izlər
trachea	trakea
tracing	izləmə
track	iz
tracker	izci
tract	tract
tractable	tractable
traction	dartma
tractor	traktor
trade	ticarət
trademark	ticarət nişanı
trader	treyder
tradesman	esnaf
trading	ticarət
tradition	ənənə
traditional	ənənəvi
traffic	trafik
traffic light	işıqfor
trafficking	insan alveri
tragedies	faciələr
tragedy	faciə
tragic	faciəvi
trail	Trail
trailer	trailer
train	qatar
train set	qatar dəsti
trained	təlim keçdi
trainee	stajyer
trainer	məşqçi
training	təlim
trait	xətt
traitor	xain
traitorous	xəyanətkar
trajectory	trajectory
tram	tramvay
tramp	tramp
trample	tramp
trampoline	trambolin
tramway	tramvay
trance	trance
tranquil	sükunət
tranquility	Sükunət
tranquilizer	trankvilizator
transact	əməliyyatlar
transaction	əməliyyat
transatlantic	transatlantik
transceiver	alıcı verici
transcend	aşmaq
transcendence	transsendence
transcendent	aşkardır
transcendental	transsendental
transcribe	yazmaq
transcriber	transcriber
transcript	transkript
transcription	transkripsiyası
transfer	transfer
transference	köçürmə
transferred	köçürüldü
transfixed	transfixed
transform	çevirmək
transformation	çevrilmə
transformer	transformator
transfusion	transfüzyon
transgression	günahkarlıq
transient	keçici
transistor	tranzistor
transit	tranzit
transition	keçid
transitional	keçid
transitive	keçid
transitory	keçid
translate	tərcümə etmək
translation	tərcümə
translator	tərcüməçi
translocation	translokasiya
translucent	yarı şəffaf
transmission	Transmissiya
transmit	ötürmək
transmitter	verici
transmutation	transmutasiya
transom	keçid
transparency	şəffaflıq
transparent	şəffaf
transplant	nəqli
transplantation	transplantasiya
transponder	transponder
transport	nəqliyyat
transportation	nəqliyyat
transporter	nəqliyyat vasitəsi
transpose	köçürmək
transposition	transpozisiya
transsexual	transseksual
transverse	eninə
transvestite	travesti
trap	tələ
trapdoor	trapdoor
trapeze	trapeze
trapped	qapalı qaldı
trapper	tələyəçi
trapping	tutma
trappings	trappings
traps	tələlər
trash	zibil
trashy	zibil
trauma	travma
traumatic	travmatik
travail	NO TRANSLATION
travel	səyahət
traveler	səyyah
traveling	səyahət edir
traverse	travers
travesty	travesty
