Word	am
stunted	ነቀለ
stuntman	ጭንቅላት
stupefaction	መፈታተን
stupefy	አሻሚ
stupendous	በጣም ደስተኛ
stupid	ደደብ
stupidity	ሞኝነት
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ትንንሽ
sturdy	ጠንካራ
sturgeon	ስተርጅን
stutter	የመንተባተብ
sty	ቅጥ
style	ቅጥ
styling	ቅጥ
stylish	ዘናጭ
stylist	የኪነ ጥበብ ባለሙያ
suave	ሞልቷል
sub	ንዑስ
subatomic	አስማታዊ
subcommittee	ንዑስ ኮሚቴ
subconscious	ንስሃ
subcutaneous	ከታች ከተከሰተ
subdivide	ንዑስ አደባባይ
subdivision	ንኡስ ክፍል
subduction	ንዑስ ቅኝት
subdue	ተገደለ
subdued	ተገደለ
subdural	ንዑስ ክፍል
subito	NO TRANSLATION
subject	ርዕሰ ጉዳይ
subjected	ተገዝቷል
subjection	መታዘዝ
subjective	በመባል የሚታወቀው
subjugation	ድብደባ
sublet	ማከራየት
sublevel	ዝቅተኛ
sublimation	ድንክዬ
sublime	ግሩም
subliminal	ንዑስ ንዑስ
submarine	ባሕር ሰርጓጅ መርከብ
submerge	ድብደባ
submerged	ተጣራ
submersible	ሊጣል የሚችል
submission	ማስረከብ
submissive	የመታዘዝ
submit	አስገባ
submitting	ማስገባት
subordinate	ተቆጣጣሪ
subordination	እግር
subplot	ግቢ
subpoena	የፍርድ እገዳ
subscribe	ይመዝገቡ
subscriber	ተመዝጋቢ
subscription	የደንበኝነት ምዝገባ
subsequence	ተከታታይነት
subsequent	ተከታይ
subsequently	ቀጥሎ
subservient	አገልጋይ
subset	ንዑስ ክፍል
subside	ተጎድቷል
subsidence	ሞገድ
subsidiary	ቅርንጫፍ
subsidize	ድጎማ
subsidy	ድጎማ
subsist	ቀጥታ
subsistence	መኖር
subsoil	ንኡስ አፈር
subspace	ንዑስ ክፍል
substance	ንጥረ ነገር
substandard	ጥራት የሌለው
substantial	ብዛት ያለው
substantially	በአጠቃላይ
substantiate	መረጋገጡ
substantive	ቁልፍነት
substation	የኤሌክትሪክ መስመር
substitute	ተካ
substituted	ተካ
substitution	ምትክ
substructure	ተተኳሪ
subterranean	ድንበር
subtext	ንዑስ ርዕስ
subtitle	ንዑስ ርዕስ
subtle	ግልጽ
subtlety	ብልህነት
subtract	ይቀንሱ
subtraction	መቀነስ
subtype	ንዑስ ፊደል
suburb	ድንበራቸው
suburban	ድንበሮች
suburbia	ሱቢቢያን
suburbs	የከተማ ዳርቻዎች
subversion	ማስፈራራት
subversive	ዘረፋ
subvert	ድብልቅ
subway	ባቡር ጋለርያ
succeed	ተሳክቷል
succeeding	በተሳካ ሁኔታ
success	ስኬት
successful	ተሳክቷል
succession	ንፅፅር
successive	ተከታታይ
successor	ተከታይ
succinct	እጥር ምጥን
succubus	እባብ
succulent	እንጉዳይ
succumb	ተጎድቷል
suck	እጠጠ
sucker	ሱኪር
sucking	እጠባ
suckling	እጠባ
sucks	እጥቅ
suction	ሽርሽር
sudden	ድንገተኛ
suddenly	በድንገት
suds	ቡዳዎች
sue	ክስ
suede	ተከራይ
suffer	መከራ
sufferer	ሕመምተኛ
suffering	ሥቃይ
suffice	በቂ ነው
sufficiency	በቂነት
sufficient	በቂ
sufficiently	በቂ
suffix	ድህረ ቅጥያ
suffocate	ድንገተኛ
suffocating	ድካም
suffocation	ድብደባ
sugar	ስኳር
suggest	ሐሳብ ይጠቁሙ
suggestion	ጥቆማ
suggestive	ስሜት ቀስቃሽ
suicidal	ራስን መግደል
suicide	ራስን መግደል
suicidebombing	NO TRANSLATION
suit	ክርክር
suitable	ተስማሚ
suitcase	ሻንጣ
suite	ተከታታይ
suitor	ተጠባባቂ
sulfate	ሰልፌት
sulfur	ድኝ
sulk	ሱክ
sullen	ተዝለፈለፈ
sully	sully
sulphur	ድኝ
sultan	ሱልጣን
sultry	ድብልቅ
sum	ድምር
summarily	በአጠቃላይ
summarize	ማጠቃለል
summary	ማጠቃለያ
summation	ድምር
summer	በበጋ
summerhouse	የበጋ ማረፊያ ቤት
summertime	የመኸር ወቅት
summit	ስብሰባ
summon	ጥሪ
summons	መጥራት
sumo	sumo
sump	እምብርት
sumptuous	አስደሳች
sun	ፀሐይ
sunbeam	sunbeam
sunburn	በፀሐይ መጥለቅ
sundae	sundae
sunday	እሁድ
sundial	የፀዳ ምሽት
sundown	ፀሐይ ከጠለቀ
sundry	ልዩ ልዩ ነገሮች
sunflower	የሾም አበባ
sunglass	የፀጉር ማጌጫ
sunglasses	የፀሐይ መነፅር
sunk	ተገደለ
sunken	ጸሐይ
sunless	ጸሐይ የሌለ
sunlight	የፀሐይ ብርሃን
sunny	ጸሐይ
sunrise	ፀሐይ መውጫ
sunroof	sunroof
sunscreen	የጸሐይ መከላከያ
sunset	ጀንበር ስትጠልቅ
sunshine	የፀሐይ ብርሃን
suntan	santean
sunup	ፀሐይ ይወጣል
sup	sup
super	በጣም ጥሩ
superannuation	የጡረታ አበል
superb	በጣም ጥሩ
superficial	ውጫዊ
superfluous	በላይፍፍል
superhero	ትላልቅ ጀግኖች
superhuman	ከሰው በላይ የሆነ አካል ነው
superimposed	ተስተካክሏል
superintendent	የበላይ አለቃ
superior	የበላይ
superiority	የበላይነት
superlative	እጅግ በጣም ጥሩ
superman	ታላቅ ሰው
supermarket	ሱፐርማርኬት
supermodel	supermodel
supernatant	ተቆጣጣሪ
supernatural	ከተፈጥሮ በላይ
supernova	ሱፐርኔቫ
superposition	ድግግሞሽ
superpower	ትልቅ ኃይል
supersede	ተተካ
superstar	ከፍተኛ ኮከብ
superstition	አጉል እምነት
superstitious	አጉል እምነት
superstore	ትልቅ ሱቅ
supervise	ይቆጣጠራል
supervision	ቁጥጥር
supervisor	ተቆጣጣሪ
supper	እራት
suppertime	እራት
supplant	መተካት
supple	supple
supplement	ተጨማሪ
supplemental	ተጨማሪ
supplementary	ተጨማሪ
supplication	ማበረታቻ
supplier	አቅራቢ
supplies	አቅርቦቶች
supply	አቅርቦት
support	ድጋፍ
supported	ይደገፋሉ
supporter	ደጋፊ
supporters	ደጋፊዎች
supporting	ድጋፍ
supportive	ድጋፍ ሰጪ
suppose	እንበል
supposed	ታሳቢ
supposing	አስመስለን
supposition	ግምቶች
suppress	እገዳ
suppression	ማጥፋት
supremacy	የበላይነት
supreme	የበላይ
supremely	በከፍተኛ ሁኔታ
surcharge	ተጨማሪ ክፍያ
sure	እርግጠኛ ነኝ
surety	ዋስትና
surf	surf
surface	ገጽታ
surfboard	surfboard
surfer	ሰርጎ ገመድ
surge	ሞገስ
surgeon	የቀዶ ጥገና ሃኪም
surgery	ቀዶ ጥገና
surgical	ቀዶ ጥገና
surly	በልክ ያለፈ
surmise	አጠራጣሪ
surname	የአባት ስም
surpassing	ይበልጣል
surplus	ትርፍ
surprise	አስገረመ
surprised	ተገረመ
surprises	አስገራሚዎች
surprising	አስገራሚ
surprisingly	የሚያስደንቅ
surreal	ውብ
surrender	መሰጠት
surrendering	መሰጠት
surrogate	ምትክ
surround	በዙሪያው
surrounding	በዙሪያው
surroundings	አካባቢ
surveillance	ክትትል
survey	ጥናት
surveying	ቅየሳ
surveyor	ቀያሽ
survival	በሕይወት መትረፍ
survive	በሕይወት ይኖራል
surviving	በሕይወት መትረፍ
survivor	የተረፈ
susceptibility	ተጋላጭነት
susceptible	በቀላሉ ሊፈርስ የሚችል
sushi	ሱሺ
suspect	ተጠርጣሪ
suspected	ተጠራጠረ
suspend	ተንጠልጥል
suspended	ታግዷል
suspenders	እገዳዎች
suspense	ማገገም
suspension	እገዳ
suspicion	ጥርጣሬ
suspicions	ጥርጣሬዎች
suspicious	ተጠራጣሪ
sustain	ቀጥል
sustained	ተደግሟል
sustenance	ምግብ
suture	ስርዓት
suv	suv
sux	ሱክስ
swab	ስባሪ
swag	አራዳ
swagger	ሞገስ
swallow	ዋጠ
swami	swami
swamp	ሞገድ
swamped	ተዳፋት
swampy	ረግረጋማ
swan	ስዋይ
swank	ጀግና
swap	መለዋወጥ
swarm	መንጋጋ
swarming	እብጠት
swastika	ስዋስቲካ
swat	ሽቅብ
sway	ሰመጠ
swear	መሳደብ
swearing	መሳደብ
sweat	ላብ
sweater	ሱፍ
sweating	እብጠት
sweatshirt	sweaterhirt
sweatshop	አፉዶፕስ
sweaty	ላብ
sweep	ጠጉር
sweeper	አጥፊ
sweeping	መጥረግ
sweet	ጣፋጭ
sweeten	ጣፋጭ
sweetened	ጣፋጭ
sweetener	ጣፋጩን
sweetest	በጣም ጣፋጭ ነው
sweetheart	ውዴም
sweetie	ጣፋጭ
sweetness	ጣፋጭነት
sweets	ጣፋጭ
swell	ነበልባል
swelling	እብጠት
sweltering	ብስለት
swerve	ዘወነ
swift	ፈጣን
swiftly	ፈጣን
swig	ስዋጋ
swill	እብጠት
swim	ዋኛ
swimmer	ሞገድ
swimming	መዋኛ
swimsuit	የውጊያ ቁሳቁስ
swindle	አታላይ
swindler	አጭበርባሪ
swine	አሳማዎች
swing	ዞር
swinger	ስዋሂዲ
swinging	ማወዛወዝ
swipe	ያንሸራትቱ
swirl	ሞገስ
swish	swish
switch	ቀይር
switchblade	መቀየር
switchboard	የመደቢያ ሰሌዳ
swivel	ተጣጣፊ
swollen	ተበጠ
swoon	ተኛ
swoop	ተዝለፍል
sword	ሰይፍ
swordfish	swordfish
swordplay	ድብቅነት
swordsman	ሰይፍ ሰልፍ
sycamore	ሻርክ
syllable	ገደል
syllabus	ስርዓተ ትምህርት
symbiotic	ማህበረተሰብ
symbol	ምልክት
symbolic	ተምሳሌታዊ
symbolically	በምሳሌነት
symbolism	symbolism
symbolize	ምልክት አድርግ
symmetric	ሚዛሜትሪክ
symmetrical	ሚዛናዊ
symmetry	ሚዛናዊነት
sympathetic	ርህሩህ
sympathize	ታጋሽ
sympathy	ርህራሄ
symphonic	ሲምፎን
symphony	ተለዋዋጭ
symposium	ሲምፖዚየም
symptom	ምልክት
symptomatic	ምልክታዊ
synagogue	የምኩራብ
synapse	synapse
synaptic	synaptic
sync	ሥምሪያ
synchronize	ማመሳሰል
synchronous	ተመሳሳዩ
syncope	syncope
syndicate	ማህበራት
syndrome	ሲንድሮም
synergistic	ተመጣጣኝነት
synergy	ድካም
synod	synod
synonym	ተመሳሳይ ቃል
synonymous	ተመሳሳይ ቃል
synopsis	ማጠቃለያ
synoptic	synoptic
syntax	አገባብ
synthesis	ማዋሃድ
synthesizer	ማዋሃድ
synthetic	ውበት
syphilis	ቂጥኝ
syringe	ሲሪንጅ
syrup	ኮር
system	ስርዓት
systematic	ሥርዓታዊ
systematically	ስርዓት
t-shirt	ቲሸርት
tab	ትር
tabasco	ታቦኮ
tabby	ትርፍ
tabernacle	የማደሪያ ድንኳን
table	ሰንጠረዥ
tableau	NO TRANSLATION
tablecloth	የጠረጴዛ ጨርቅ
tablespoon	ጠረጴዛ
tablet	ጡባዊ
tableware	የምግብ ሠርግ
tabloid	ታቦሎይድ
taboo	ጥብቅ
tabular	ሰንጠረዥ
tabulate	የታዘዘ
tabulation	ሰንጠረዥ
tachometer	ቴካሜር
tacit	እሺታ
tack	ድካም
tackle	ተከራይ
tackled	ተስተካክሏል
tackling	መፈታተን
tacky	ድካም
taco	ታኮ
tact	ዘዴኛ
tactful	በዘዴ
tactic	ዘዴኛ
tactical	ዘዴኛ
tactics	ዘዴዎች
tactile	ተከሳሽ
tad	NO TRANSLATION
tadpole	መጣጥፉ
taffeta	Taffeta
taffy	ጭጋጋማ
tag	መለያ
tail	ጅራት
tailed	ተጎላ
tailgate	ጅራት
tailings	ቆሻሻዎች
taillight	ድብደባ
tailor	ልብስ ወዘተ
tailoring	ልብስ ሥራ
tailpipe	ሹራብ
taint	ቁጣ
take	መውሰድ
takeoff	አውልቅ
takeout	ማውጣት
takeover	ተቆጣጠር
taker	ተቆጣጣሪ
talcum	ታክሲም
tale	ታሪክ
talent	ችሎታ
talented	ተሰጥኦ ያለው
talisman	ድንገቴ
talk	ንግግር
talkative	ወሬኛ
talker	ተናጋሪ
tall	ቁመት
tallies	የተራዘመ
tallow	ረግረግ
tally	በመጥቀስ
talon	ሳሊን
talons	NO TRANSLATION
tambourine	ታምቡር
tame	NO TRANSLATION
tamer	ቲሞር
taming	ድብደባ
tamper	ማሳጠፍ
tampon	ታምፕን
tan	መበጠስ
tandem	ተለዋጭ
tang	ታንግ
tangent	ታንጀንት
tangerine	ታንጀሪ
tangible	ተጨባጭ
tangle	እምብርት
tangled	የተደራረበ
tango	ታንጎ
tank	ማጠራቀሚያ
tank top	ታንክ ከላይ
tanker	ታአሪተር
tanned	ድፍን
tantalizing	እኩይ ምግባር
tantamount	እውነቱን ለመግለጽ
tantrum	እኩይ ምግባር
taoism	ታኦይዝም
tap	መታ ያድርጉ
tape	ቲፕ
tape measure	የቴፕ መለኪያ
taper	ይቁረምር
tapering	መታ ማድረግ
tapestry	ማሳመሪያ
tapeworm	የፀጉር ትል
tapioca	ታፓካ
taps	መክፈቻዎች
tar	ዘይት
tarantula	ታርታለላ
tardiness	መዘግየት
tardy	ዘግይቷል
target	ዒላማ
targeted	ዒላማ ተደርጓል
targeting	ዒላማ ማድረግ
tariff	ታሪፍ
tarmac	ተርካክ
tarnish	አረረሸ
tarot	ታርተር
tarp	NO TRANSLATION
tarry	ዘግይቶ
tart	ትሩክ
tartan	tartan
tartar	ታርታር
task	ተግባር
tassel	ተስባ
taste	ጣዕም
tasteful	ጥሩ ጣዕም
tasteless	ጣዕም የሌለው
tasting	ጣዕም
tasty	ጣፋጭ
tat	አጥንት
tattler	tattler
tattletale	tattletale
tattoo	መነቀስ
taught	አስተማረ
taunt	መኩራት
taupe	ትሬፕ
taut	እምብርት
tavern	Tavern
tawdry	ታድን
tawny	ተኩላ
tax	ግብር
taxed	ታክሷል
taxi	ታክሲ
taxicab	ታክሲ
taxonomy	ታክሲዮን
taxpayer	የግብር ከፋይ
tea	ሻይ
teach	ማስተማር
teacher	መምህር
teaching	ማስተማር
teacup	ሻይ
teahouse	ቴራሃው
teal	አረንጓዴ
team	ቡድን
teamjesus	NO TRANSLATION
teammate	የቡድን ጓደኛ
teamwork	የቡድን ሥራ
teapot	ጣፋጭ
tear	እንባ
tearful	ማልቀስ
tearsofjoy	NO TRANSLATION
teary	ቲሪያ
tease	ያፌዛ
teaser	ድራማ
teasing	ተኩስ
teaspoon	የሻይ ማንኪያ
teat	ጣፋጭ
teatime	ቲታሜ
tech	ቴክ
technical	ቴክኒካዊ
technicality	ቴክኒካዊነት
technician	የቴክኒክ ባለሙያ
technique	ቴክኒካዊ
techno	ቴክኖ
technological	ቴክኖሎጂ
technology	ቴክኖሎጂ
ted	ted
teddy bear	ቴዲ ቢር
tedious	አጥባቂ
tedium	ቲዲየም
tee	ቲ
teeming	ቧንቧ
teen	ታዳጊ
teenage	በአሥራዎቹ ዕድሜ
teenager	በአሥራዎቹ ዕድሜ ላይ የሚገኝ
teens	ወጣቶች
teensy	ወጣት
teeny	ወጣት
teeth	ጥርሶች
teething	የመታመሙ
teflon	ቴፍሎን
telegram	ቴሌግራም
telegraph	ቴሌግራፍ
telekinesis	telekinesis
telemetry	ቴሌሜትሪ
telepathic	ቴሌፓትቲክ
telepathy	telepathy
telephone	ስልክ
telescope	ቴሌስኮፕ
telescopic	ቴሌስኮፒ
telethon	ቴትቶን
teletype	teletype
televised	ቴሌቪዥን
television	ቴሌቪዥን
tell	ይንገሩ
teller	ተናጋሪ
telling	መናገር
telltale	ምንትዋሌ
temp	ሙቀት
temper	ቁጣ
tempera	ቁጣን
temperament	ስሜት
temperamental	ትኩሳት
temperance	መረጋጋት
temperate	ትኩስ
temperature	ሙቀት
tempered	ሞገስ
tempest	አውሎ ነፋስ
template	አብነት
temple	ቤተ መቅደስ
tempo	NO TRANSLATION
temporal	ጊዜያዊ
temporarily	ለጊዜው
temporary	ጊዜያዊ
tempt	ፈታኝ
temptation	ፈተና
tempting	ፈታኝ
temptress	ፈታኝ
ten	አስር
tenable	ተከራይ
tenacious	ቆራጥ
tenacity	ድካም
tenancy	ተከራይና አከራይ
tenant	ተከራይ
tend	ዘልቋል
tendency	ዝንባሌ
tender	ሩቅ
tenderfoot	መራመድ
tenderness	ርኅራኄ
tending	እየተንከባከቡ
tendon	ጅራታ
tenement	ማጎልበት
tenet	ሥነ ምግባር
tenets	ዜጎች
tenfold	አስር እጥፍ
tennis	ቴኒስ
tenor	ተከራይ
tense	ቆንጆ
tensile	የመጠጥ
tension	ውጥረት
tent	ድንኳን
tentacle	መስቀል
tentative	ጊዜያዊ
tenth	አስረኛ
tenths	አሥረኛ
tenuous	ድሃ
tenure	አከራይ
tepee	ቴፔ
tepid	ቲፒድ
tequila	ቴኳላ
teriyaki	ቴራኪኪ
term	ውል
terminal	ተርሚናል
terminate	ይቋረጣል
termination	ማቋረጥ
terminator	ማቆሚያ
terminology	የቃላት ዝርዝር
terminus	መድረሻ
termite	ምስጥር
terms	ውሎች
tern	tern
ternary	ተጣማጅ
terrace	መተላለፊያ
terrain	መሬት
terrestrial	መሬት ላይ
terrible	አስከፊ
terribly	በጣም አስፈሪ
terrier	ተባይ
terrific	ድንቅ
terrified	በፍርሃት
terrifies	አስፈሪ
terrify	አስፈሪ
terrifying	አስፈሪ
territorial	ግዛት
territory	ግዛት
terror	አስፈሪ
terrorism	ሽብርተኝነት
terrorist	አሸባሪ
terrorists	አሸባሪዎች
terrorize	ሽብር ፈጠራ
terse	እጥርጥር
tertiary	ሶስተኛ ደረጃ
test	ሙከራ
testament	ምስክር
testicle	ስቴክል
testicular	እንከን የለሽ
testify	መስክ
testimonial	ምስክርነት
testimony	ምስክርነት
testosterone	ቴስቶስትሮን
testy	NO TRANSLATION
tetanus	ቴታነስ
tether	ድፍን
tethered	ተያይዟል
tetrahedral	ቴትራድራል
text	ጽሁፍ
textbook	መማሪያ መጽሐፍ
textile	ጨርቃ ጨርቅ
textural	ስነጽሑፍ
texture	ስሪት
tgif	tgif
thank	አመሰግናለሁ
thankful	አመስጋኝ ነኝ
thankgod	እግዚአብሄር ይመስገን
thanking	ማመስገን
thankless	አመሰግናለሁ
thanks	አመሰግናለሁ
thanksalot	NO TRANSLATION
thanksgiving	በምስጋና
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	የሳምባ ፍሬ
thatmoment	NO TRANSLATION
thaumaturgy	ታውማቶርጅ
thaw	ፈነጠቀ
theater	ቲያትር
theatrical	ቲያትር
theatrics	ቲያትር
thebest	ከሁሉም ምርጥ
theft	ስርቆት
theism	ጭቅጭቅ
theistic	ሥነ-መለኮታዊ
thelife	ህይወት
thelittlethings	NO TRANSLATION
theme	ገጽታ
theocracy	ቲኦክራሲ
theocratic	ቲኦክራሲያዊ
theologian	የሃይማኖት ምሁር
theological	ሥነ-መለኮታዊ
theology	ሥነ መለኮት
theorem	ሥነ-መለኮት
theoretical	ዶክትሪን
theory	ሥነ-መለኮት
therapeutic	ቴራፒዩቲክ
therapeutics	ቴራፒዩቲክስ
therapist	ሐኪም
therapy	ሕክምና
thereabouts	እዚህ
thereof	ይባላል
therewith	እዚያም
thermal	ሙቀት
thermocouple	የሙቀት ማሞቂያ
thermodynamics	ቴርሞዳይናሚክስ
thermometer	ቴርሞሜትር
thermos	ሙቀት
thermostat	ቴርሞስታት
thesaurus	ተውሳኮች
thesis	ሐተታ
thick	ወፍራም
thicken	ወፍራም
thickening	እብጠት
thicket	ጥሻ
thickness	ውፍረት
thief	ሌባ
thigh	ጭን
thimble	እፉኝት
thin	ቀጭን
thing	ነገር
things	ነገሮች
thingy	ነገር
think	ማሰብ
thinker	አስማተኛ
thinking	አስተሳሰብ
third	ሶስተኛ
thirds	ሶስተኛ
thirst	ጥማት
thirsty	ተጠምቷል
thirteen	አስራ ሶስት
thirteenth	አስራ ሶስተኛ
thirty	ሰላሳ
thistle	እሾህ
thither	እዚያም
thong	ታንግ
thorn	እሾህ
thorny	እሾህ
thorough	በጥልቀት
thoroughbred	ጥንቃቄ የተሞላበት
thoroughfare	መጓጓዣ
thought	ሐሳብ
thoughtful	ጥንቁቅ
thoughtfulness	አሳቢነት
thoughtless	ሳያስበው
thoughts	ሐሳቦች
thousand	ሺ
thrash	ድብደባ
thread	ክር
threat	ማስፈራራት
threaten	ማስፈራራት
threatened	አስፈራርቷል
threatening	ማስፈራራት
three	ሶስት
threefold	ሶስት እጥፍ
threesome	ሶስት
thresh	አረም
threshold	ገደብ
thrice	ሶስት ጊዜ
thrift	ታክሏል
thrifty	ትጥቅ
thrill	ደስተኛ
thrilled	በደስታ
thriller	ጭራሽ
thrilling	አስደሳች
thrive	እድገት አድርግ
thriving	እድገት
throat	ጉሮሮ
throb	ድብደባ
throbbing	ድብደባ
throes	ድባብ
throne	ዙፋን
throng	ሕዝብ
throttle	ስሮትል
throw	ይጥፉ
throwback	መመለስ
thrower	ሰበር
thrown	ተጣለ
thrush	ተክል
thrust	ግፊት
thruster	ተንሳፋፊ
thud	ጩኸት
thug	ዘራፊ
thumb	አውራ ጣት
thumbprint	የእግር አሻራ
thump	እብጠት
thumper	ገመተ
thumping	ተጎላ
thunder	ነጎድጓድ
thunderbolt	ነጎድጓድ
thunderclap	ነጎድጓድ
thundering	ነጎድጓድ
thunderstorm	ነጎድጓድ
thunderstruck	ነጎድጓድ
thwart	መከልከል
thx	ቲክስ
thyme	ቲም
thyroid	ታይሮይድ
tiara	ቲራ
tibia	ቲቢ
tic	ቲክ
tick	ምልክት
ticked	ምልክት ተደርጎበታል
ticker	ቲኬር
ticket	ትኬት
tickle	መኮረጅ
