Word	ga
unrealistic	neamhréadúil
unreasonable	míréasúnta
unrecorded	neamhchláraithe
unregistered	neamhchláraithe
unregulated	neamhrialaithe
unrelated	neamhghaolmhar
unrelenting	neamhbhriste
unreliable	neamhiontaofa
unremarkable	neamh-inghlactha
unrepentant	unrepentant
unrequited	neamhdhéanta
unresolved	gan réiteach
unresponsive	neamhfhreagrach
unrest	maireachtáil
unrestrained	gan srian
unrestricted	neamhshrianta
unromantic	unromantic
unruly	neamhriallach
unsafe	neamhshábháilte
unsanitary	unsanitary
unsatisfactory	míshásúil
unsatisfied	míshásta
unsavory	unsavory
unscathed	neamhchaite
unscheduled	neamhsceidealta
unscientific	neamhspleách
unscrew	unscrew
unscrupulous	neamhscrupallacha
unseat	unseat
unseen	gan a fheiceáil
unselfish	neamhúsach
unsettled	neamhshuite
unsightly	gan mhoill
unsolicited	gan iarraidh
unsolved	gan réiteach
unsophisticated	neamhspleách
unsound	neamhbhun
unspeakable	unspeakable
unspecified	neamhshonraithe
unspoken	unspoken
unstable	éagobhsaí
unsteady	unsteady
unstoppable	unstoppable
unsuccessful	nár éirigh leo
unsuitable	mí-oiriúnach
unsung	gan iarraidh
unsupervised	gan maoirseacht
unsupported	gan tacaíocht
unsure	cinnte
unsurpassed	unsurpassed
unsuspecting	unsuspecting
unsustainable	neamh-inbhuanaithe
unsweetened	neamh-mhilsithe
unsympathetic	neamh-chomhchuí
untamed	neamhthuaite
untenable	neamh-inbhuanaithe
untested	neamhthástáilte
unthinkable	unthinkable
untidy	untidy
untie	untie
untimely	in amanna
untitled	gan teideal
untold	neamhthuairisc
untouchable	neamh-inchaite
untouched	untouched
untoward	untoward
untraceable	untraceable
untrained	gan srian
untranslated	gan aistriú
untroubled	untroubled
untrue	dearfach
untrustworthy	neamhfhreagrach
unturned	gan scor
unused	neamhúsáidte
unusual	neamhghnách
unusually	neamhghnách
unutterable	neamh-inbhuanaithe
unveil	nochtadh
unveiling	nochtadh
unverified	gan fhíorú
unwanted	nach dteastaíonn uait
unwarranted	neamhriachtanach
unwary	neamhfhálú
unwashed	neamhtheite
unwavering	neamhbhrabúis
unwed	neamhtheoranta
unwelcome	gan choinne
unwell	tinn
unwilling	toilteanach
unwillingly	gan iarraidh
unwillingness	toilteanach
unwind	unwind
unwise	gan aithne
unwitting	gan iarraidh
unwittingly	gan amhras
unworthy	neamhánta
unwrap	unwrap
unwritten	neamhscríofa
unyielding	unyielding
unzip	unzip
upbeat	suas
upbringing	ardú
upcoming	atá le teacht
update	nuashonrú
upgrade	uasghrádú
upheaval	sárú
uphill	suas an cnoc
uphold	seasfaidh
upholstery	clúdaitheoir
upkeep	cothabháil
upland	Uachtarach
uplands	ardtailte
uplift	ardaitheoir
uplifting	ag ardú
uplink	uplink
upload	uaslódáil
upper	Uachtarach
uppercut	uppercut
uppity	uppity
upright	in airde
uprising	ardaigh
uproar	scorradh
upscale	upscale
upset	trína chéile
upshot	upshot
upstairs	thuas staighre
upstanding	seasmhach
upstart	upstart
uptight	uptight
upward	suas
upwards	suas
uranium	úráiniam
urban	uirbeach
urchin	urchin
urge	áiteamh
urgency	práinne
urgent	práinneach
urinal	fualán
urinalysis	urinalysis
urinate	urinate
urination	urination
urine	fual
urn	urn
usable	inúsáidte
usage	úsáid
use	bain úsáid as
used	a úsáidtear
useful	úsáideach
usefully	úsáideach
usefulness	úsáideach
useless	gan úsáid
user	úsáideoir
usher	usher
usual	gnáth
usurp	usurp
usurped	usurped
usury	usury
utensil	utensil
uterus	uterus
utilitarian	utilitarian
utility	fóntais
utilization	úsáid
utilize	bain úsáid as
utmost	ndícheall
utopian	utópach
utter	utter
utterance	buntáiste
utterly	go hiomlán
vacancy	folúntas
vacant	folamh
vacate	fág
vacation	laethanta saoire
vaccination	vacsaíniú
vaccine	vacsaín
vacuolar	vacuolar
vacuole	vacuole
vacuous	trua
vacuum	bhfolús
vagabond	vagabond
vagina	vagina
vaginal	faighne
vagrancy	vagrancy
vagrant	vagrant
vague	doiléir
vagueness	vagueness
vainly	vainly
valance	valance
vale	vale
valedictorian	valedictorian
valentine	Valentine
valet	valet
valiant	bailí
valid	bailí
validate	bailíochtú
validation	bailíochtú
validity	bailíocht
valium	valium
valley	gleann
valor	NO TRANSLATION
valuable	luachmhar
valuables	earraí luachmhara
valuation	luacháil
value	luach
valve	comhla
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampire
van	NO TRANSLATION
vandal	vandal
vandalism	lochtacht
vane	uan
vanguard	ceardlann
vanilla	vanilla
vanish	vanish
vanished	imithe
vanishing	ag fulaingt
vanity	vanity
vanquish	vanquish
vanquished	vanquished
vanquishing	vanquishing
vantage	vantage
vapor	gal
vara	NO TRANSLATION
variable	athróg
variance	diffríochtaí
variation	athrú
variations	athruithe
varicella	varicella
varicose	varicose
varied	éagsúil
variegated	éagsúil
variety	éagsúlacht
various	éagsúla
varmint	varmint
varnish	vearnais
varsity	varsity
vary	éagsúil
varying	éagsúil
vascular	soithíoch
vase	vása
vasectomy	vasectomy
vassal	vassal
vast	mór
vat	vat
vaudeville	vaudeville
vault	bóthair
vaulted	caorach
vaulting	bóthair
veal	veal
vector	veicteoir
veer	veer
vega	vega
vegan	vegan
vegetable	glasraí
vegetarian	vegetarian
vegetarianism	vegetarianism
vegetation	fásra
vegetative	fásúil
veggie	veggie
vehement	vehement
vehicle	feithicil
veil	veil
veiled	veiled
vein	vein
veined	veined
vellum	vellum
velocity	treoluas
velour	velor
velvet	veilbhit
velvety	folamh
vena	vena
vendetta	vendetta
vending	díolachán
vendor	díoltóir
veneer	veiníre
venerable	venerable
veneration	veneration
venereal	venereal
venetian	venetian
vengeance	díoltas
vengeful	vengeful
venison	venison
venom	venom
venomous	venomous
venous	venous
vent	vent
ventilation	aerála
ventilator	aerálaí
venting	fánaíochta
ventricle	ventricle
ventricular	ventricular
ventriloquist	ventriloquist
venture	fiontar
venue	ionad
veracity	fírinneacht
veranda	veranda
verb	briathar
verbal	briathar
verbatim	focal focal
verbiage	verbiage
verbose	verbose
verbosity	verbosity
verdant	verdant
verdict	fíorasc
verge	imeall
verification	fíorú
verified	fíoraithe
verify	fhíorú
verily	fíor
veritable	fíorúil
vermin	mná
vermouth	vermouth
vernacular	dúchasach
vernal	vernal
veronica	veronica
versatile	versatile
versatility	solúbthacht
verse	véarsa
version	leagan
versus	in aghaidh
vert	vert
vertebra	veirteabra
vertebral	veirteabrach
vertex	vertex
vertical	ingearach
vertically	go hingearach
vertigo	vertigo
verve	verve
very negative	an-diúltach
very positive	an-dearfach
veryangry	NO TRANSLATION
vesicle	vesicle
vesicular	troscánach
vessel	soitheach
vest	dílsiú
vested	dílsithe
vestibule	vestibule
vestige	vestige
vet	vet
veteran	veteran
veterinarian	tréidlia
veterinary	tréidliachta
veto	crosadh
vexed	vexed
viability	inmharthanacht
viable	inmharthana
viaduct	droichead
vial	vial
vibe	vibe
vibes	vibes
vibrant	bríomhar
vibrate	vibrate
vibration	creathadh
vibrator	vibrator
vibratory	vibratory
vicar	vicar
vicarious	vicarious
vice	leas
viceroy	Baile Átha Cliath
vicinity	comharsanacht
vicious	dona
victim	íospartach
victimized	íospartach
victor	victor
victoria	victoria
victorious	buaiseach
victory	bua
video	físeán
video game	físchluiche
videotape	fístéip
vie	NO TRANSLATION
view	amharc
viewer	breathnóir
viewing	féachana
viewpoint	dearcadh
vigil	faire
vigilance	faireachas
vigilant	Airdeallach
vigilante	aireach
vignette	vignette
vigor	bríomhar
vigorous	bríomhar
viking	viking
vile	vile
villa	Villa
village	sráidbhaile
villager	villager
villain	villain
villainous	díograiseach
vinaigrette	vinaigrette
vindicate	dearbhaigh
vindicated	dearbhaithe
vindication	díograis
vindictive	díograsach
vine	fíniúna
vinegar	fínéagar
vineyard	fíonghoirt
vintage	seanré
vinyl	vinil
viola	viola
violate	sárú
violation	sárú
violence	foréigean
violent	foréigneach
violently	go foréigneach
violet	violet
violin	veidhlín
violinist	veidhlíní
viper	viper
viral	viral
virgin	maighdean
virginal	maighdean
virginity	maighdeanas
virility	virility
virology	virology
virtual	fíorúil
virtually	beagnach
virtue	de bhua
virtuoso	virtuoso
virtuous	beagnach
virulence	virulence
virus	víreas
visa	víosa
visage	NO TRANSLATION
viscosity	slaodacht
viscous	slaodach
vise	NO TRANSLATION
visibility	infheictheacht
visible	infheicthe
visibly	infheicthe
vision	fís
visionary	radharcach
visit	cuairt
visitation	cuairt
visiting	ag tabhairt cuairte
visitor	cuairteoir
visor	visor
vista	vista
visual	amhairc
visualize	léirshamhlú
vital	ríthábhachtach
vitality	beoga
vitals	vitals
vitamin	vitimín
vitreous	vitreous
viva	viva
vivacious	vivacious
vivid	beoga
vixen	vixen
vocabulary	Foclóir
vocal	gutha
vocalist	ceoltóir
vocation	gairme
vodka	vodca
vogue	vogue
voice	guth
voiceless	gan ghuth
voicemail	glórphost
void	neamhní
volatile	so-ghalaithe
volatility	luaineacht
volcanic	volcanach
volcano	bolcán
volition	toil
volley	volley
volleyball	eitpheil
voltage	voltas
voltmeter	voltmeter
volume	toirte
volumes	méideanna
voluminous	voluminous
voluntarily	deonach
voluntary	deonach
volunteer	deonach
volunteering	obair dheonach
volunteers	oibrithe deonacha
voluptuous	voluptuous
vomit	vomit
vomiting	urlacan
voodoo	voodoo
voracious	voracious
vortex	vortex
vote	vótáil
voter	vótálaí
voting	vótáil
votive	vótasach
vouch	dearbhán
voucher	dearbhán
vow	vow
vowel	guthán
voyage	turas
voyager	voyager
voyeur	voyeur
vulgar	vulgar
vulgarity	vulgarity
vulnerability	leochaileacht
vulnerable	leochaileach
vulture	vulture
wacko	wacko
wacky	wacky
wad	wad
waddle	waddle
wade	wade
wafer	wafer
waffle	waffle
wag	wag
wage	pá
wager	wager
wages	pá
wagon	wagon
wail	wail
waist	waist
waistcoat	waistcoat
waistline	waistline
wait	fan
waiter	waiter
waiting	ag fanacht
waitinggame	NO TRANSLATION
waitress	freastalaí
waive	tharscaoileadh
waiver	tarscaoileadh
wake	dúisigh
walk	siúl
walker	siúlóir
walking	ag siúl
walkout	súil amach
wall	balla
wallaby	wallaby
wallet	sparán
wallflower	bláthanna talún
wallop	wallop
wallow	barra
wallpaper	páipéar balla
walnut	gallchnó
walrus	walrus
waltz	waltz
wan	NO TRANSLATION
wand	wand
wander	wander
wanderer	wanderer
wandering	ag fulaingt
wane	wane
waning	ag dul in olcas
wanker	wanker
wannabe	wannabe
wannasleep	NO TRANSLATION
want	ag iarraidh
wanting	ag iarraidh
wanton	mianach
war	cogadh
warbler	caorach
warcrimes	NO TRANSLATION
ward	bharda
warden	maor
wardrobe	wardrobe
ware	earraí
warehouse	stóras
warfare	cogaíocht
warhead	warhead
warlike	cogaidh
warlock	warlock
warlord	warlord
warm	te
warming	téamh
warms	warms
warmth	teas
warn	rabhadh
warned	rabhadh
warning	rabhadh
warp	dlúth
warpath	warpath
warped	cogadh
warrant	barántas
warranted	baránta
warrants	barántais
warranty	bharántas
warren	warren
warrior	laochra
warship	long cogaidh
wart	wart
wartime	am saoire
wary	fainiciúil
wash	nigh
washed	nite
washer	washer
washing	ag ní
washout	washout
washroom	seomra níocháin
wasp	fuí
waste	dramhaíl
wastebasket	dramhaíola
wasted	amú
wasteful	dramhaíola
wasteland	dramhaíl
wasting	amú
watch	faire
watchdog	faire
watcher	faireoir
watchful	faireach
watchman	NO TRANSLATION
watchout	Bi curamach
watchtower	watchtower
water	uisce
water polo	póló uisce
waterbed	waterbed
watercourse	sruthchúrsa
watered	uathúil
waterfall	eas
waterfront	cladach
watering can	is féidir uisce a dhéanamh
watermelon	watermelon
waterproof	uiscedhíonach
waterworks	oibreacha uisce
watery	uisceach
wave	tonn
wavelength	tonnfhad
waver	waver
wavering	wavering
waves	dtonnta
wavy	wavy
wax	céir
waxed	céirithe
waxy	waxy
way	bhealach
ways	bealaí
wayward	slí
weak	lag
weaken	lagú
weakened	lagú
weakling	lagú
weakly	lag
weakness	laige
wealth	saibhreas
wealthy	saibhir
weapon	arm
weaponry	arm arm
wear	chaitheamh
wearer	duine féin
wearily	go géar
weariness	caitheamh
wearing	ag caitheamh
weary	weary
weasel	weasel
weather	aimsir
weathered	teoranta
weatherman	aimsirire
weatherproof	droch-aimsir
weave	weave
web	gréasáin
website	láithreán gréasáin
wed	pós
wedded	wedded
wedding	bainise
wedge	dinge
wedlock	pósadh
wee	wee
weed	fiail
weeding	weeding
weeds	fiailí
weedy	bréige
weeeee	NO TRANSLATION
week	seachtaine
weekday	lá seachtaine
weekend	deireadh seachtaine
weekly	seachtainiúil
weenie	weenie
weep	caorach
weeping	ag caoineadh
weeping willow	saileach ag caitheamh
weepy	caorach
weigh	meáchan
weighing	meáchan
weight	meáchan
weightless	gan uaim
weightloss	NO TRANSLATION
weights	meáchain
weighty	meáchan
weir	cair
weird	aisteach
weirdness	aisteach
weirdo	weirdo
welcome	fáilte roimh chách
welcomed	fáilte roimh
welcoming	fáilteach
weld	weld
welder	welder
welding	táthú
welfare	leas
wellhead	maith
wellness	folláine
welsh	Gaeilge
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	wench
werewolf	waswolf
west	siar
westbound	siar
western	an iarthair
wet	fliuch
wetback	wetback
whack	whack
whale	whale
whaling	whaling
wham	wham
whammy	whammy
wharf	caladh
whatdoido	NO TRANSLATION
whatif	Cad má
whatmakesmesmile	NO TRANSLATION
whatnot	whatnot
whatsoever	ar bith
whatsthepoint	NO TRANSLATION
wheat	cruithneacht
wheel	roth
wheel barrow	NO TRANSLATION
wheelbarrow	rothra
wheelchair	cathaoir rothaí
wheels	rothaí
wheeze	wheeze
whelp	whelp
whereabouts	cén áit
wherefore	mar sin
wherewith	leis an
wherewithal	áit ar bith
whet	whet
whiff	whiff
whilst	ag an am céanna
whim	whim
whimper	whimper
whimsical	cumasach
whimsy	whimsy
whine	cnámh
whiny	whiny
whip	fuip
whiplash	whiplash
whipped	bhuailtí
whirl	whirl
whirlpool	guairneáin
whirlwind	turín
whisk	whisk
whisker	whisker
whiskers	whiskers
whiskey	fuisce
whisky	fuisce
whisper	maireachtáil
whispered	a dúirt
whistle	feadóg
whit	whit
white	bán
whitefish	iasc bán
whiteness	bháine
whitewash	bánna
whitish	whitish
whittle	boladh
whiz	whiz
whole	iomlán
wholesale	mórdhíola
wholesome	folláin
wholly	go hiomlán
whoo	whoo
whoop	whoop
whopper	whopper
whopping	bualadh
whore	bréagán
whorehouse	whorehouse
wick	wick
wicked	wicked
wickedness	wickedness
wicker	uibheann
wicket	wicket
wide	leathan
widely	go forleathan
widen	leathnú
widespread	go forleathan
widow	baintreach
widowed	baintreach
widower	baintreach fir
width	leithead
wield	wield
wiener	wiener
wienie	NO TRANSLATION
wife	bean chéile
wig	wig
wiggle	wiggle
wight	wight
wiki	wiki
wild	fiáin
wildcat	wildcat
wildebeest	wildebeest
wilderness	wilderness
wildfire	fána feartha
wildlife	fiadhúlra
will	beidh
willful	toiliúil
willies	Willies
willing	sásta
willingly	go deonach
willingness	toilteanas
willow	saileach
willpower	willpower
wilt	wilt
wilted	wilted
wily	wily
wimp	wimp
wimpy	wimpy
win	bua
wince	wince
winch	winch
wind	gaoth
windbag	mála gaoithe
windfall	easpa
winding	foirceannadh
windmill	muileann gaoithe
window	fuinneog
windowsill	NO TRANSLATION
windpipe	píopa gaoithe
windshield	windshield
windy	gaothmhar
wine	fíon
wine cooler	fíon leis
wing	sciathán
winged	winged
winger	winger
wingman	wingman
wink	wink
winner	buaiteoir
winning	a bhuaigh
winnings	winnings
wino	NO TRANSLATION
winter	an gheimhridh
winterbreak	NO TRANSLATION
wintertime	saoire
wintery	gheimhridh
wintry	wintry
wipe	wipe
wiper	cuimilteora
wire	sreang
wired	sreinge
wireless	Gan sreang
wiretap	wiretap
wiring	sreangú
wis	chonaic
wisdom	eagna
wise	ciallmhar
wish	ar mian leo
wishbone	cnámh
wishful	mianach
wishing	ar mian leo
wishmeluck	wishmeluck
wisp	wisp
wistful	wistful
wit	éirim
witch	cailleach
witchcraft	witchcraft
withal	withal
withdraw	tarraingt siar
withdrawal	tarraingt siar
withdrawals	tarraingt siar
withdrawn	tarraingthe siar
wither	wither
withered	withered
withering	withering
withhold	aisghabháil
withholding	aisghabháil
withstand	a sheasamh
witless	witless
witness	finné
wits	wits
witty	scéalta
wiz	wiz
wizard	draoi
wobble	wobble
wobbly	wobbly
woe	tá
woeful	tromchúiseach
woefully	go dona
wok	wok
wokemeup	NO TRANSLATION
wolf	mac tíre
wolverine	wolverine
woman	bean
womanhood	bean
womanizer	womanizer
womanly	bean chéile
womb	broinn
wonder	Wonder
wonderful	iontach
wonderfully	go hiontach
wonderment	iontas
wondrous	iontach
wont	NO TRANSLATION
woo	woo
wood	adhmad
woodcut	adhmad adhmaid
wooden	adhmaid
woodland	coillearnach
woodlands	coillearnacha
woodpecker	seiceálaí
woods	coillte
woodshed	adhmad
woodsman	adhmad
woodwork	obair adhmaid
woody	adhmadach
woof	woof
woohoo	woohoo
wooing	wooing
wool	olann
woolen	olla
woolly	woolly
woot	woot
woozy	woozy
wop	wop
word	focal
wording	foclaíocht
words	focail
wordy	wordy
work	obair
workaholic	workaholic
workbook	leabhar oibre
worker	oibrí
working	ag obair
workings	obair
workload	ualach oibre
workman	fear oibre
workmanship	ceardaíocht
workout	oibriú amach
workplace	ionad oibre
works	oibreacha
workshop	ceardlann
workup	obair suas
world	domhan
worldly	domhain
worldwide	ar fud an domhain
worm	worm
wormhole	cnuasaigh
wormwood	mormóim
worn	caite
worried	buartha
worries	imní
worry	imní ort
worrying	imní ort
worse	níos measa
worsening	ag dul in olcas
worship	adhradh
worshipful	adhradh
worstfeeling	NO TRANSLATION
worth	fiú
worthless	worthless
worthwhile	fiúntach
worthy	fiúntach
wot	wot
would	bheadh
wound	créachta
wounded	créachtaithe
wounding	créachtú
wounds	créachtaí
wracking	rabhadh
wrangler	wrangler
wrangling	wrangling
wrap	wrap
wrapper	cumhdach
wrapping	timfhilleadh
wrath	wrath
wrathful	feargach
wreak	wreak
wreath	fleasc
wreck	raic
wreckage	raic
wrecked	rabhadh
wrecker	wrecker
wrench	eochair
wrenching	wrenching
wrest	wrest
wrestle	wrestle
wrestler	luchtóir
wrestling	wrestling
wretch	wretch
wretched	mise
wriggle	wriggle
wright	wright
wring	wring
wringer	wringer
wrinkle	wrinkle
wrinkled	wrinkled
wrist	wrist
wristband	wristband
wristwatch	faire láimhe
writ	scríobh
write	scríobh
writer	scríbhneoir
writing	scríobh
written	scríofa
wrong	mícheart
wrongdoing	mícheart
wrongful	mícheart
wrongly	go mícheart
wrought	saothraithe
wry	wry
xanax	xanax
xenophobia	xeifóibe
xerox	xerox
xmas	xmas
xoxo	xoxo
yaaaay	NO TRANSLATION
yaaay	NO TRANSLATION
yaay	NO TRANSLATION
yacht	luamh
yachting	yachting
yahoo	Yahoo
yak	yak
yam	yam
yank	yank
yap	NO TRANSLATION
yard	clós
yarn	snáth
yaw	yaw
yawn	breacaine
yawning	boscaireacht
yay	yay
yayy	NO TRANSLATION
yayyy	NO TRANSLATION
yayyyy	NO TRANSLATION
yea	yea
yeahhh	yeahhh
yeahhhh	NO TRANSLATION
year	bliain
yearbook	bliainleabhar
yearling	bliantúil
yearly	bliantúil
yearn	yearn
yearning	slánú
years	blianta
yeast	giosta
yehey	NO TRANSLATION
yell	yell
yeller	yeller
yelling	ag rá
yellow	buí
yellows	buachaillí
yelp	yelp
yen	yen
yeoman	yeoman
yesss	yesss
yessss	yessss
yesterday	inné
yesteryear	inniu
yew	sí
yey	NO TRANSLATION
yield	toradh
yielding	ag teacht
yo-yo	NO TRANSLATION
yodel	yodel
yoga	yoga
yogi	yogi
yogurt	iógart
yoke	cuing
yolk	buíocán
yon	NO TRANSLATION
yonder	ansin
