Word	mk
tattoo	тетоважа
taught	предава
taunt	потсмев
taupe	taupe
taut	затегнат
tavern	таверна
tawdry	tawdry
tawny	tawny
tax	данок
taxed	оданочен
taxi	такси
taxicab	такси
taxonomy	таксономија
taxpayer	даночен обврзник
tea	чај
teach	учат
teacher	наставник
teaching	настава
teacup	чај
teahouse	чајџилница
teal	teal
team	тим
teamjesus	NO TRANSLATION
teammate	соиграч
teamwork	тимска работа
teapot	чајник
tear	солза
tearful	плачлив
tearsofjoy	NO TRANSLATION
teary	солзи
tease	закачам
teaser	закачка
teasing	надразнување
teaspoon	лажичка
teat	чај
teatime	teatime
tech	tech
technical	технички
technicality	технички
technician	техничар
technique	техника
techno	техно
technological	технолошки
technology	технологија
ted	ted
teddy bear	плишано мече
tedious	досадни
tedium	tedium
tee	ти
teeming	преполнување
teen	тинејџер
teenage	тинејџер
teenager	тинејџер
teens	тинејџери
teensy	тинејџерски
teeny	тинејџерски
teeth	заби
teething	почетнички
teflon	тефлон
telegram	телеграма
telegraph	телеграф
telekinesis	телекинеза
telemetry	телеметрија
telepathic	телепатичен
telepathy	телепатија
telephone	телефон
telescope	телескоп
telescopic	телескопски
telethon	telethon
teletype	телетип
televised	телевизија
television	телевизија
tell	кажи
teller	прекар
telling	кажувам
telltale	казна
temp	темп
temper	темперамент
tempera	темпера
temperament	темперамент
temperamental	темпераментен
temperance	воздржаност
temperate	умерена
temperature	температура
tempered	темпериран
tempest	бура
template	дефиниција
temple	храм
tempo	NO TRANSLATION
temporal	временски
temporarily	привремено
temporary	привремено
tempt	искушува
temptation	искушение
tempting	примамливо
temptress	искушение
ten	десет
tenable	издржан
tenacious	издржлив
tenacity	издржливост
tenancy	закуп
tenant	закупец
tend	имаат тенденција
tendency	тенденција
tender	тендер
tenderfoot	tenderfoot
tenderness	нежност
tending	тенденција
tendon	тетива
tenement	tenement
tenet	принцип
tenets	принципи
tenfold	десет пати
tennis	Тенис
tenor	тенор
tense	напната
tensile	затегнувачка
tension	тензија
tent	шатор
tentacle	пипало
tentative	пробен
tenth	десетина
tenths	десетини
tenuous	слаб
tenure	мандат
tepee	Tepee
tepid	млака
tequila	текила
teriyaki	teriyaki
term	термин
terminal	терминал
terminate	престанете
termination	престанок
terminator	терминатор
terminology	терминологија
terminus	крај
termite	термит
terms	термини
tern	цврст
ternary	троично
terrace	тераса
terrain	терен
terrestrial	земно
terrible	страшно
terribly	ужасно
terrier	териер
terrific	прекрасен
terrified	преплашени
terrifies	страши
terrify	заплашувам
terrifying	застрашувачки
territorial	територијален
territory	територија
terror	терор
terrorism	тероризам
terrorist	терористички
terrorists	терористи
terrorize	тероризирам
terse	скршено
tertiary	високо
test	тест
testament	завет
testicle	тестис
testicular	тестикуларен
testify	сведочи
testimonial	тестамент
testimony	сведоштво
testosterone	тестостерон
testy	NO TRANSLATION
tetanus	тетанус
tether	tether
tethered	Врзан
tetrahedral	tetrahedral
text	текст
textbook	тетратка
textile	текстил
textural	текстурална
texture	текстура
tgif	tgif
thank	благодарам
thankful	благодарен
thankgod	фала богу
thanking	заблагодарувајќи се
thankless	неблагодарен
thanks	благодарам
thanksalot	NO TRANSLATION
thanksgiving	благодарност
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	јаде
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	одмрзнување
theater	театар
theatrical	театарски
theatrics	театар
thebest	најдобар
theft	кражба
theism	теизмот
theistic	теистички
thelife	животот
thelittlethings	NO TRANSLATION
theme	тема
theocracy	теократија
theocratic	теократска
theologian	теолог
theological	теолошки
theology	теологија
theorem	теорема
theoretical	теоретски
theory	теорија
therapeutic	терапевтски
therapeutics	терапевтика
therapist	терапевт
therapy	терапија
thereabouts	Таму
thereof	од него
therewith	со него
thermal	термички
thermocouple	термоспој
thermodynamics	термодинамика
thermometer	термометар
thermos	термос
thermostat	термостат
thesaurus	речник
thesis	теза
thick	дебели
thicken	се згусне
thickening	задебелување
thicket	шума
thickness	дебелина
thief	крадец
thigh	бутот
thimble	напрсток
thin	тенки
thing	нешто
things	работи
thingy	нешто
think	мислам
thinker	мислител
thinking	размислување
third	трето
thirds	третини
thirst	жед
thirsty	жеден
thirteen	тринаесет
thirteenth	тринаесетти
thirty	триесет години
thistle	трн
thither	таму
thong	камшик
thorn	трн
