Word	sd
tribute	خراج تحسين
trick	چال
trickery	وڇڻ
trickle	ٺهيل
trickster	ٽڪيٽ
tricky	خوف سان
tricycle	ٽرڪن
trident	هيٺيون
trifle	ٽڪر
trifling	ٽڪرائڻ
trig	ٽريڪ
trigger	پيچرو
trigonometry	ٽرگاميٽري
trillion	ٽنڊو
trilogy	مثل آهي
trim	ٽيم
trimester	ٽٻيٽر
trimmer	ٽممير
trimming	ترڻ
trine	ٽيل
trinity	تثليث
trinket	ٽڪيٽ
trio	ٽنڊو
trip	سفر
tripartite	ٽرندڙ
tripe	ٽريول
triple	ٽنڊو
triplet	ٽنهي
triplicate	تڪڙو
tripod	ٽپائي
tripping	ٽپڻ
trite	ٽٽل
tritium	ٽٽيٽل
triumph	فتح
triumphant	فتح
trivia	تڪڙو
trivial	مهربان
troll	ٽٽل
trolley	ٽولي
trombone	ٽرمون
troop	ٽاپي
trooper	ٽاپيٽر
troops	فوج
trophy	ٽرافي
tropic	ڦوڪيو
tropical	اڀرندي
tropics	ڦڦڙو
trot	رستو
trouble	مصيبت
troubled	ڏکيو آهي
troublemaker	پريشاني
troubles	ڏکيو
troublesome	مصيبت
trough	گرت
troupe	ٽڪيٽ
trousers	پتلون
trout	ڦاٽي
trowel	ڍڪيل
truce	ٽڪر
truck	ٽرڪ
trucker	ٽرڪر
truckload	ٽرڪ لوڊ
truculent	ٺهيل
true	صحيح آهي
truelove	سچو پيار
truffle	ٽڪر
truism	ذوق
trump	ٽڪر
trumpet	ٽڪر
trumpeter	ٽرپوٽٽر
truncate	ٽرڪ
truncated	ڦاٽل
trundle	گهڻائي
trunk	ٽٻڪن
truss	ٽسڪ
trust	يقين رکو
trustee	اعتبار ڪندڙ
trusting	يقين رکو
trustworthy	معتبر
trusty	معتبر
truth	سچ پچ
truthful	سچ پچ
truthfulness	سچائي
try	ڪوشش ڪر
tryout	آزمائش
tryouts	ڪوششون
tsunami	سونامي
tub	ٽائيب
tuba	ٽوبا
tubby	ڪوبي
tube	ٽيوب
tuberculosis	ٽائيپلوپيڊيا
tubing	ٽيوبنگ
tubular	ٽيوبلر
tubule	ٽيوبول
tuck	ڪري رهيو آهي
tucker	ٽوڙي
tuesday	اڱارو
tufted	تون ٿڪجي پيو
tug	ڳئون
tugboat	ٽبوبوٽ
tuition	ٽيوشن
tulip	ٿلهو
tumble	ٿلهو
tumbler	NO TRANSLATION
tumbleweed	ڳاڙهو
tummy	ڳمي
tumor	تومور
tumour	تومور
tumult	تاميل
tumultuous	بدمعاشي
tun	NO TRANSLATION
tuna	ٽنا
tunable	استعمال ڪندڙ
tune	دانهون
tunic	ساٿي
tuning	ٽائيم
tunnel	سرنگ
turban	دستاراب
turbidity	خشڪسالي
turbine	تورين جو
turbo	ٽربو
turbulence	وڳوڙ
turbulent	زبردست
turd	ٽنگ
turf	ٽر
turkey	ترڪي
turmeric	سرزمين
turmoil	ڦيرو
turn	موڙ
turnaround	گهمي وڃو
turned	ڦيرايو
turning	ڦرڻ
turnip	ٽرپ
turnkey	موڙ
turnoff	NO TRANSLATION
turnout	بند ڪريو
turnover	ڦيرڦار
turnpike	ٽرپ
turntable	ٽرڻو
turpentine	ترڪ
turquoise	فيروز
turret	برداشت
turtle	ڪمي
turtleneck	زبردست
tussle	ڪفن
tutelage	غلبو
tutor	ٽيوٽر
tutoring	پرائڻ
tutu	tutu
tux	ٽڪس
tuxedo	ڪلڪو
tv	ٽي وي
twain	بس
twat	ڦاٽ
twats	ڦاٽيون
tweak	ڇڪيو
tweed	ٽڪر
tweet	ٽائيٽل
tweezers	ٽڪر
twelfth	ٻارهون
twelve	ٻارهن
twentieth	ويهون
twenty	ويهه
twerp	ٽرڪو
twig	ٻٻر
twilight	ڳاڙهو
twill	ٽٽل
twin	ٽوٽ
twine	ڳنڍيل
twinge	ٽوٽل
twinkle	ٽڪر
twins	جاڙا
twirl	ٽڪر
twist	موڙيندڙ
twisted	ڪٽيو
twister	ٽوٽل
twit	ڪٽيو
twitch	ڪچڙو
twitching	ٽوڙڻ
twitchy	ڪٽيو
two	ٻه
two step	ٻه قدم
twofaced	NO TRANSLATION
twofold	ٻه ڀيرا
twosome	ٻٽو
tycoon	ٽڪنڊو
tyke	ٽڪي
type	قسم
typewriter	ٽائيپ رائيٽر
typhoid	ٽائيفائڊ
typhoon	ٽٻڪن
typical	عام طور تي
typically	خاص طور تي
typist	ٽائپ
typo	ٽائپو
typography	قسم جو قسم
tyrannical	ناانصافي
tyranny	خوفناڪ
tyrant	ظالم
tyre	ٽائر
ubiquitous	فيروز
ubiquity	جڳهه
ugliness	بدانتظامي
ugly	بدصورت
uhoh	NO TRANSLATION
ukulele	يوگولل
ulcer	السر
ulterior	اٽرينئر
ultimate	حتمي
ultimately	آخرڪار
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	الٽراسائونڊ
ultraviolet	الٽروئل
umbilical	ناتي
umbra	umbra
umbrella	ڇانو
umpire	امپائر
umpteen	ٻٻڻي
unabashed	ناڪام ٿيو
unabated	اڻ پڙهيل
unable	ناھي
unacceptable	غير قابل قبول
unaccompanied	اڻ پڙهيل هو
unaccountable	ناقابل قبول آهي
unaccounted	ناحق
unacknowledged	اڻڄاتل
unadulterated	اڻ ڳڻي
unaffected	ناھي
unafraid	اڻڄاڻ ناھي
unaided	اڻڄاتل
unaltered	اڻ ڳڻي
unambiguous	ٺيڪ آهي
unanimity	ايمانداري
unanimous	اتفاق ڪندڙ
unanimously	اتفاق سان
unannounced	ناهن
unanswered	جواب ڏنل
unanticipated	اڻڄاتل
unappreciated	ناحق
unapproved	قبول نه ٿيو
unarmed	اڻ ڄاتل
unassisted	ناحق
unassuming	بي عزتي
unattached	اڻڄاتل
unattainable	اڻ ڄاتل
unattended	ناھي
unattractive	ناجائز
unauthorized	غير مجاز آهي
unavailable	دستياب ناهي
unavoidable	ناقابل قبول آهي
unaware	خبر ناهي
unbalanced	غير برابر
unbearable	ناجائز
unbeatable	ناهن
unbeaten	اڻ ڄاڻي واڻي
unbecoming	اڻڄاڻ
unbelief	بي دين
unbelievable	انڪار ڪندڙ
unbiased	غير ترتيب
unborn	زياده
unbound	بيڪار
unbounded	ٿڌو
unbreakable	خطرناڪ
unbridled	اڻ ڳڻي
unbroken	ٽٽل
unbutton	غير يونٽ
uncalled	ناھي
uncanny	نگاهه
uncaring	اڻ کٽ
uncensured	NO TRANSLATION
uncertain	يقينا
uncertainty	بي يقيني
unchallenged	پريشاني
unchangeable	ناھي
unchanged	بدلايو ويو
uncharted	اڻ ڄاڻايل
uncherished	NO TRANSLATION
uncivilized	غيرقانوني
unclaimed	اعلان ڪيو
uncle	چاچو
unclean	ناحق
unclear	صاف ناهي
uncomfortable	نااميد
uncommon	غير معمولي
uncommonly	غير معمولي طور تي
uncomplicated	غير معمولي
uncompromising	سمجھوتي ناهي
unconcerned	ناحق
unconditional	غير مشروط
unconfirmed	ناپسنديده
unconnected	ناھي
unconscionable	غير يقيني
unconscious	اڻ پڙهيل
unconsciousness	لاقانونيت
unconstitutional	غير آئيني
unconstrained	اڻ ڄاتل
uncontested	اڻ ڄاڻ آهي
uncontrollable	اڻ لامحدود
uncontrolled	ضابطي ۾ نه آيو
unconventional	غير روايتي
unconvinced	اڻڄاتل
unconvincing	اڻڄاتل
uncooked	اڻڄاتل
uncooperative	نڀاڳو
uncorrelated	اڻ پڙهيل
uncouth	غيرت
uncover	نڀاڳو
uncritical	غير جانبدار
uncut	غيرت
undead	اڻڄاتل
undecided	اڻڄاتل
undefeated	اڻڄاتل
undefined	اڻڄاتل
undeniable	ناقابل بيان
underage	هيٺيان
underbelly	تڪڙ ۾
undercover	هيٺ
undercurrent	اڳوڻي
underdog	هيٺيان
underestimate	هيٺ ڏنل
undergo	اجايو
undergraduate	گريجوئيٽري
underground	زير زمين
underhanded	اڻ ڄاڻيو
underlay	هيٺيون حصو
underlie	هيٺان
underline	هيٺيون
underlying	هيٺ
undermine	هيٺان ٿو
undermined	ختم ٿي وئي
underneath	هيٺان
underpaid	هيٺيون ويون
underpants	هيٺيون
underprivileged	هيٺ نڀاڳو
underrated	هيٺ ڏنل
underscore	اڻ وڻندڙ
undersea	اڻ وڻندڙ
undersecretary	اڻ پڙهيل
undersized	اڻ وڻندڙ
understaffed	سمجهي نه سگهيو
understand	سمجھيو
understandable	سمجھو
understanding	سمجهيو
understatement	سمجھو
understood	سمجھيو ويو
understudy	سمجھو
undertake	ٺهرايو
undertaker	ويڙهاڪ
undertaking	گڏ ڪرڻ
undertow	جاري رکندو
underwear	هيٺيون ڪپڙا
underwood	هيٺيون
underworld	هيٺيون حصو
underwrite	هيٺ ڏنل
underwriter	هيٺيان
undeserved	اڻ ڄاتل
undesirable	ناپسنديده
undesired	اڻڄاتل
undetectable	اڻ وڻندڙ
undetected	اڻڄاتل
undetermined	اڻ ڄاڻايل
undeveloped	اڻ وڻندڙ
undignified	اڻڄاتل
undirected	اڻ سڌي طرح
undisclosed	اڻ پڙهيل
undiscovered	اڻڄاتل
undisputed	اڻڄاتل
undisturbed	اڻڄاتل
undivided	اڻڄاتل
undo	واپس ڪريو
undoing	واپس آڻيو
undoubted	ختم ٿي ويو
undress	کٽيو
undressed	اڻڄاتل
undue	اڻ پڙهيل
undying	ناھي
unearned	ناپسنديده
unearth	ڳاڙهو
uneasiness	بي عزتي
uneasy	بيوقوف
uneducated	اڻ ڄاتل
unemployed	بيروزگار
unemployment	بيروزگاري
unencumbered	اڻ ڳڻي
unending	ناهن
unequal	ناهن
unequalled	اڻڄاڻ
unequivocal	غير يقيني
unequivocally	غير يقيني طور
unethical	غير يقيني
uneven	هڪجهڙا
uneventful	غير يقيني
unexpected	اوچتو
unexpectedly	غير متوقع
unexplainable	غير ضروري
unexplained	اڻڄاتل
unexplored	اڻڄاتل
unfailing	غير قانوني
unfair	غير منصفانه
unfairness	غير منصفانه
unfaithful	بي عزتي
unfamiliar	نا واقف
unfavorable	غير مناسب
unfeeling	ناهن
unfettered	اڻڄاتل
unfinished	ناپسنديده
unfit	اڻڄاتل
unflinching	اڻڄاڻ
unfold	چرچا
unfollow	اڻڄاتل
unforeseen	اڻ پڙهيل
unforgettable	ناقابل فراموش
unforgivable	ناجائز
unforgiving	نه مڃيندا
unfortunate	بدقسمتي آهي
unfortunately	بدقسمتي سان
unfounded	اڻڄاتل
unfreeze	ناجائز
unfriendly	دوستي سان
unfulfilled	اڻ ڄاتل
unfurnished	اڻڄاتل
unglued	اڻڄاتل
ungodly	اڻ ڳڻي
ungrateful	بي شڪر
unguarded	غافل آهي
unhand	NO TRANSLATION
unhappiness	خوشيء سان
unhappy	ناهن
unharmed	ناهن
unhealthy	بي عقل
unheard	غافل آهي
unhelpful	غير يقيني
unhindered	نااهل ٿيو
unholy	نااهل
unhook	ٿڪجي ويو
unicorn	ڄاڻي واڻي
unidentified	نامعلوم ناهن
unification	ضابطي
unified	متحد
uniform	يونيفارم
uniformed	وردي
uniformity	وحدت
uniformly	غير معمولي
unimaginable	نااهل
unimpeachable	اڻ ڄاتل
unimpeached	اڻڄاتل
unimportant	اڻ ڄاتل
unimpressed	اڻڄاتل
unimproved	اڻڄاتل
uninfected	اڻ ڄاتل
uninformed	اڻ ڄاڻايل
uninhabited	اڻڄاتل
uninitiated	اڻ پڙهيل
uninspired	اڻڄاتل
unintelligible	ناممڪن آهي
unintended	اڻڄاتل
unintentional	اڻ ڄاڻي واڻي
unintentionally	بلڪل نه
uninterested	اڻڄاتل
uninteresting	اڻ پڙهيل
uninterrupted	اڻ رڪاوٽ
uninvited	اڻ پڙهيل
union	يونين
unique	ڌار ڌار
unisex	يونيسيس
unison	اجايو
unit	يونٽ
unitary	وحدت
unite	وحدت
united	متحد
unity	اتحاد
universal	آفاقي
universality	ڪائنات
universe	ڪائنات
university	يونيورسٽي
unjust	ظالم
unjustifiable	ناحق
unjustified	ناحق
unkind	سختي
unknowable	ناهن
unknown	اڻڄاتل
unlawful	غير قانوني
unleash	اجايو
unlicensed	غير قانوني
unlike	ان جي ابتڙ
unlikely	ممڪن ناهي
unlimited	لامحدود
unlisted	اڻ لسٽ
unload	انٽرويو
unloaded	اڻڄاتل
unlock	انلاڪ ڪريو
unlucky	ناحق
unmanageable	غير مصلحت
unmanned	اڻ وڻندڙ
unmarked	نشان ناھي
unmarried	اڻڄاڻ
unmask	اڻڄاتل
unmatched	اڻڄاتل
unmistakable	نااهل
unmitigated	تصديق ٿيل
unmoved	ناهن
unnamed	غيرتمند
unnatural	غيرتمند
unnecessary	غير ضروري
unneeded	اڻ ڄاڻايل
unnoticed	اڻ ڄاتل
unnumbered	ناهن
unobserved	اڻ ڄاتل
unobstructed	اڻ ڄاتل
unobtrusive	ناقابل برداشت
unoccupied	اڻ ڄاتل
unofficial	غير رسمي
unopened	خالي نه ٿيو
unopposed	اڻڄاتل
unordered	اڻڄاتل
unorganised	غير منظم ٿيل
unorganized	غير منظم ٿيل
unorthodox	غير معياري
unpack	بيٺو
unpaid	اڻڄاتل
unparalleled	بي مثال
unpleasant	ناپسنديده
unpleasantness	ناپسنديده
unplug	اڻڄاڻ
unplugged	اڻ ڄاتل
unpopular	اڻ ڄاتل
unprecedented	غير معمولي
unpredictable	ناقابل اعتبار
unprepared	تيار نه ٿيو
unpretentious	بي مثال
unproductive	غير ضروري
unprofessional	غير معمولي
unprofitable	غير مناسب
unprotected	ناھي
unproven	غير ضروري
unprovoked	اڻڄاتل
unpublished	اڻڄاتل
unpunished	ناهن
unqualified	نااهل
unquestionable	قابل قدر
unquestionably	اتفاق سان
unquestioned	غيرت جي
unquote	اڻ پڙهيل آهي
unravel	اڻ پڙهيل
unreachable	غير مناسب
unread	اڻ پڙهيل
unreal	غير حقيقي
unrealistic	غير حقيقي
unreasonable	غير مناسب
unrecorded	اڻ پڙهيل
unregistered	اڻڄاتل
unregulated	اڻڄاتل
unrelated	جهڙي آهي
unrelenting	جهليندڙ
unreliable	غير يقيني
unremarkable	اڻڄاتل
unrepentant	ناجائز
unrequited	نااهل
unresolved	حل ٿيل
unresponsive	غير معتبر
unrest	بدامني
unrestrained	ناقابل برداشت
unrestricted	ممڪن ناهي
unromantic	غير جانبدار
unruly	اڻ پڙهيل
unsafe	غير محفوظ
unsanitary	غير منصفانه
unsatisfactory	غير يقيني
unsatisfied	ناپسنديده
unsavory	اڪيلو
unscathed	اڻڄاتل
unscheduled	اڻ ڄاڻايل
unscientific	اڻ ڄاڻيو
unscrew	ختم ڪيو
unscrupulous	بيوقوف
unseat	ڳجھ
unseen	ڳجھ
unselfish	خودڪار ٿيو
unsettled	ناڪام ٿيو
unsightly	سمجھو
unsolicited	گڏيل طور تي
unsolved	حل ٿيل
unsophisticated	غير نفيس
unsound	زخم
unspeakable	اڻ پڙهيل
unspecified	اڻڄاتل
unspoken	اڻڄاتل
unstable	ناھي
unsteady	اڻڄاتل
unstoppable	ناھي
unsuccessful	ناڪام ٿيو
unsuitable	غير مناسب
unsung	اڻڄاتل
unsupervised	اڻ سڌريل
unsupported	اڻڄاتل
unsure	يقين نه آيو
unsurpassed	اڻ سڌريل
unsuspecting	نااهل
unsustainable	ناھي
unsweetened	حيران ٿيل آهي
unsympathetic	اڻ وڻندڙ
untamed	اڻڄاتل
untenable	غير قابل
untested	اڻڄاتل
unthinkable	اڻڄاتل
untidy	بيوقوف
untie	اڻ ڄاڻ
untimely	غير يقيني طور تي
untitled	بي ترتيب
untold	اڻڄاتل
untouchable	غير مناسب
untouched	اڻڄاتل
untoward	اڻڄاڻ
untraceable	ناهن
untrained	اڻ ڄاتل
untranslated	اڻ ترجمو ٿيل
untroubled	اڻ ڄاتل
untrue	اڻڄاڻ
untrustworthy	اڻ پڙهيل
unturned	اڻ پڙهيل
unused	نااهل
unusual	غير معمولي
unusually	غير معمولي
unutterable	غير قابل
unveil	انٽرويو
unveiling	غيرت
unverified	تصديق ٿيل
unwanted	ناپسنديده
unwarranted	اڻ پڙهيل آهي
unwary	ناپسنديده
unwashed	بيدل
unwavering	بيحد رهڻ
unwed	نااهل
unwelcome	ناپسنديده
unwell	بيڪار
unwilling	اڻڄاتل
unwillingly	ناهن
unwillingness	اڻڄاڻ
unwind	ناهن
unwise	بلڪل نه
unwitting	ناهن
unwittingly	ناهن
unworthy	نااهل
unwrap	اڻپڙيل
unwritten	اڻڄاتل
unyielding	اڻڄاتل
unzip	رهو
upbeat	تڪليف
upbringing	ڦاٽل
upcoming	ايندڙ
update	تازه ڪاري
upgrade	اپ گيٽ
upheaval	ڦاٽ
uphill	تڪليف
uphold	ڪٽيو
upholstery	اپوزيشن
upkeep	پنڌ
upland	ٻڏل
uplands	اپيلڊ
uplift	ڦاٽل
uplifting	ڦاٽل
uplink	اپيلڪس
upload	اپلوڊ
upper	مٿيون
uppercut	گهڙي کٽيو
uppity	ويندڙ
upright	سڌو رستو
uprising	بغاوت
uproar	اپروار
upscale	اضافي
upset	پريشاني
upshot	تڪڙو
upstairs	گهڻيون شيون
upstanding	زبردست
upstart	هڪٻئي سان
uptight	تڪليف
upward	مٿي
upwards	مٿي
uranium	يورڪيم
urban	شهري
urchin	urchin
urge	هوشيار
urgency	تڪڙو
urgent	تڪڙو
urinal	ٺهيل
urinalysis	ٺهيل
urinate	پيش ڪنديون
urination	پيشاب
urine	پيشاب
urn	urn
usable	ڪوبہ
usage	استعمال
use	استعمال ڪريو
used	استعمال ڪيو ويو آهي
useful	مفيد
usefully	سمجھو
usefulness	فائدي
useless	بي عيب آهي
user	استعمال ڪندڙ
usher	جوش
usual	عام طرح
usurp	پيشاب
usurped	زهر ڪيو
usury	کٽيو
utensil	ڪمزور
uterus	uterus
utilitarian	صفائي
utility	ڀلائي
utilization	استعمال
utilize	استعمال ڪيو
utmost	تمام گهڻو
utopian	يوٽيوپين
utter	ڳالهايو
utterance	بت
utterly	پڪاريو
vacancy	خالي
vacant	خالي ناهي
vacate	خالي ڪريو
vacation	موڪل
vaccination	ويڪسينشن
vaccine	ڪئسيڪس
vacuolar	vacuolar
vacuole	خالي ڪيو
vacuous	صفا
vacuum	صفائي
vagabond	وانگ
vagina	وانگي
vaginal	وانگي
vagrancy	وانگي
vagrant	واجبي
vague	وجهه
vagueness	لاقانونيت
vainly	ڦٽي
valance	واعدو
vale	وانء
valedictorian	اداڪارڪار
valentine	وينٽنٽ
valet	صفر
valiant	ديوار
valid	صحيح
validate	صحيح ناهي
validation	تصديق
validity	اعتبار
valium	valium
valley	وادي
valor	NO TRANSLATION
valuable	قيمتي
valuables	قيمتي شيون
valuation	قدر
value	قدر
valve	والو
vamoose	NO TRANSLATION
vamp	ویمپ
vampire	ویمپائر
van	NO TRANSLATION
vandal	وانڊ
vandalism	وندلزم
vane	وانهن
vanguard	گهرو
vanilla	وينلا
vanish	وسري ويو
vanished	غائب
vanishing	وسري رهيو آهي
vanity	وحدت
vanquish	گروي
vanquished	غائب ٿيو
vanquishing	ويران
vantage	واجبي
vapor	وانپ
vara	NO TRANSLATION
variable	ڪشش
variance	ورهاڱي
variation	قسم
variations	مختلف تبديليون
varicella	ويريلا
varicose	ويڪسيز
varied	مختلف
variegated	سمجھي ويو آهي
variety	قسم
various	مختلف
varmint	ويران
varnish	ويران
varsity	جلاد
vary	مختلف شيون
varying	طرحين
vascular	ويڪرول
vase	گهاٽي
vasectomy	ويسرتيات
vassal	واهه
vast	وسيع
vat	ووٽ
vaudeville	ويوديويل
vault	وقفي
vaulted	غلط
vaulting	ٽڪرائڻ
veal	وجهه
vector	ویکٹر
veer	وير
vega	وهن
vegan	واتان
vegetable	ڀاڃي
vegetarian	ڀاڄيون
vegetarianism	سبزيات
vegetation	نباتات
vegetative	سبزي
veggie	وڄ
vehement	ويچارو
vehicle	گاڏي
veil	پردو
veiled	پڪل
vein	رڻ
veined	ويران
vellum	وليم
velocity	رفتار
velour	velor
velvet	مخفف
velvety	ننڍپڻ
vena	وينا
vendetta	واشنگٽن
vending	وينداسين
vendor	فروٽر
veneer	عمارتون
venerable	معالج
veneration	تعارف
venereal	وينئرل
venetian	وينين
vengeance	انتقام
vengeful	انتقام
venison	وينجن
venom	زهري
venomous	ڦاسي
venous	ڦاسي
vent	ويندڙ
ventilation	وائيليشن
ventilator	ويندڻ وارو
venting	ويندڙ
ventricle	ويندڙ
ventricular	ويندڙ
ventriloquist	وائيٽيلوسي
venture	ويندڙ
venue	جڳهه
veracity	سچائي
veranda	غلطي
verb	فعل
verbal	زباني
verbatim	لفظ
verbiage	لفظي
verbose	ڳالھائڻ
verbosity	سخاوت
verdant	پريشان آهي
verdict	حڪم
verge	ڪانگ
verification	تصديق
verified	تصديق ٿيل
verify	تصديق ڪريو
verily	بيشڪ اھو
veritable	صحيح
vermin	ويرين
vermouth	ويرمو
vernacular	ويسرڪول
vernal	زنده
veronica	ويرونڪا
versatile	ورڇيل
versatility	استحکام
verse	پڙهڻي
version	نسخ
