Word	th
start	เริ่มต้น
starter	เริ่มต้น
startle	ทำให้ตกใจ
startled	ขวัญหาย
startling	ที่ทำให้ตกใจ
starvation	ความอดอยาก
starve	อดมื้อกินมื้อ
starved	ที่ได้ถูกหิวโหย
starving	ที่หิวโหย
stash	ซ่อน
stat	สถิติ
state	สถานะ
stately	โอฬาร
statement	คำแถลง
stateroom	ห้องนอน
stateside	ประเทศสหรัฐอเมริกา
statesman	รัฐบุรุษ
static	คงที่
staticky	NO TRANSLATION
statics	วิชาว่าด้วยวุตถุ
station	สถานี
stationary	เครื่องเขียน
stationery	เครื่องเขียน
statistic	สถิติ
statistical	สถิติ
statistician	นักสถิติ
stator	สเตเตอร์
statuary	รูปปั้น
statue	รูปปั้น
statuette	รูปหล่อเล็ก ๆ
stature	ความสูง
status	สถานะ
statute	พระราชบัญญัติ
statutory	ตามกฎหมาย
staunch	แข็งขัน
stave	เจาะทะลุ
stay	พักอยู่
stayaway	NO TRANSLATION
stayed	อยู่
stays	การเข้าพัก
stead	สถานที่
steadfast	แน่วแน่
steady	มั่นคง
steak	สเต็ก
steakhouse	ร้านสเต็ก
steal	ขโมย
stealing	การขโมย
stealth	ชิงทรัพย์
stealthily	ลอบ
stealthy	หลบ ๆ ซ่อน ๆ
steam	ไอน้ำ
steamboat	เรือกลไฟ
steamer	เรือกลไฟ
steaming	นึ่ง
steamroller	รถบดถนน
steamship	เรือกลไฟ
steamy	ร้อน
steel	เหล็ก
steep	สูงชัน
steeple	ยอดสูง
steer	คัดท้าย
steering	การขับขี่
stellar	เป็นตัวเอก
stem	ก้านดอก
stench	กลิ่นเหม็น
stencil	ลายฉลุ
stenographer	นักชวเลข
step	ขั้นตอน
stepdaughter	ลูกสาวของสามีหรือภรรยา
stepfather	พ่อเลี้ยง
stepmother	แม่เลี้ยง
steppe	ที่ราบกว้างใหญ่
steps	ขั้นตอน
stepson	บุตรชายของสามีหรือภรรยา
stereo	ระบบเสียงสเตอริโอ
stereoscopic	สามมิติ
stereotype	ทำให้เป็นกฎตายตัว
stereotyped	ซึ่งตายตัว
sterile	หมัน
sterility	ความแห้งแล้ง
sterilize	ฆ่าเชื้อ
sterling	เงินสเตอร์ลิง
stern	ท้ายเรือ
sternum	กระดูกสันอก
steroid	เตียรอยด์
stethoscope	หูฟัง
stew	สตูว์
steward	สจ๊วต
stewardess	พนักงานเสิร์ฟ
stewardship	การดูแล
stfu	หุบปาก
stick	ติด
sticker	สติ๊กเกอร์
sticking	การผสาน
stickler	ปัญหายุ่งยาก
stickup	stickup
sticky	เหนียว
stiff	แข็ง
stiffen	ทำให้แข็ง
stiffness	ความแข็ง
stifle	ยับยั้ง
stifled	กลั้น
stifling	ที่ยับยั้ง
stigma	ปาน
stile	NO TRANSLATION
stiletto	กริช
stillbirth	การคลอดทารกที่ตายในครรภ์
stillborn	ซึ่งคลอดออกมาตาย
stillness	ความเงียบสงบ
stillwaiting	NO TRANSLATION
stilts	ไม้ค้ำถ่อ
stimulant	กระตุ้น
stimulate	กระตุ้น
stimulating	ที่กระตุ้น
stimulation	การกระตุ้น
stimulus	แรงบันดาลใจ
sting	ต่อย
stinger	พลิ้วไหว
stinging	ที่กัด
stingy	ตระหนี่
stink	กลิ่นเหม็น
stinker	ผู้มีกลิ่นเหม็น
stinking	ที่ทำให้เหม็น
stinky	อับ
stint	จำกัด
stipend	ค่าจ้าง
stipulate	กำหนด
stipulation	ข้อตกลง
stir	กวน
stirring	ตื่นเต้น
stitch	ตะเข็บ
stitching	เย็บ
stock	หุ้น
stockade	รั้ว
stockbroker	นายหน้าซื้อขายหุ้น
stockholder	หุ้นส่วน
stocking	ถุงเท้ายาว
stockings	ถุงน่อง
stockpile	คลังสินค้า
stockroom	ห้องเก็บ
stocks	หุ้น
stoic	อดทน
stole	ขโมย
stolen	ที่ถูกขโมย
stomach	กระเพาะอาหาร
stomachache	ปวดท้อง
stomp	เหยียบ
stomped	กระทืบ
stone	หิน
stoned	เมา
stonewall	กำแพงหิน
stoneware	เครื่องหิน
stony	เต็มไปด้วยหิน
stooge	สมุน
stool	ม้านั่ง
stools	อุจจาระ
stoop	โก้งโค้ง
stoopid	โง่
stop	หยุด
stopover	หยุดพักระหว่างทาง
stoppage	การหยุด
stopper	อุด
stopping	การหยุด
stopwatch	นาฬิกาจับเวลา
storage	การเก็บรักษา
store	เก็บ
storefront	หน้าร้าน
storehouse	โกดัง
storeroom	ห้องเก็บของ
storing	การเก็บรักษา
storm	พายุ
storming	ระดม
stormy	ดุเดือด
story	เรื่องราว
storybook	นิทาน
storyteller	ผู้เล่า
storytelling	การเล่านิยาย
stound	NO TRANSLATION
stout	อ้วน
stove	เตา
stow	เก็บรักษา
stowaway	คนแอบซ่อนไปในเรือหรือรถ
straddle	นั่งคร่อม
straight	ตรง
straighten	ทำให้ตรง
straightforward	ซื่อตรง
straightway	ทันที
strain	ความเครียด
strained	ที่ทำให้เครียดแล้ว
strait	ช่องแคบ
straitjacket	เครื่องนุ่งห่มที่รัดแขนบังคับ
straits	ช่องแคบ
strand	เส้นใย
stranded	ที่ควั่น
strange	แปลก
stranger	คนแปลกหน้า
strangle	บีบคอ
strangulation	การบีบรัด
strap	รัด
strapless	ที่ไม่มีสายหนัง
strapping	ที่รัด
strata	ชั้น
strategic	ยุทธศาสตร์
strategist	นักยุทธศาสตร์
strategy	กลยุทธ์
stratification	การแบ่งชั้น
stratosphere	บรรยากาศเหนือพื้นโลกตั้งแต่ 7 ไมล์ขึ้นไป
stratum	ชั้น
stratus	ชั้นเมฆ
straw	ฟางข้าว
strawberry	สตรอเบอร์รี่
stray	หลงทาง
streak	ริ้ว
streaked	ลาย
stream	กระแส
streamer	ลำแสง
streaming	สตรีมมิ่ง
streamline	เพรียวลม
street	ถนน
streetcar	รถราง
streetlight	ไฟถนน
strength	ความแข็งแรง
strengthen	เสริมสร้าง
strengthening	เสริมสร้างความเข้มแข็ง
strenuous	มีพลัง
strep	อักเสบ
stress	ความตึงเครียด
stressed	เครียด
stresses	ความเครียด
stressfree	NO TRANSLATION
stressful	เครียด
stressin	NO TRANSLATION
stressing	การเน้นหนัก
stressrelief	NO TRANSLATION
stretch	ยืด
stretcher	แคร่หาม
stricken	เสียใจ
strict	เข้มงวด
stride	ก้าวย่าง
strife	การปะทะกัน
strike	การนัดหยุดงาน
strikeout	ขีดฆ่า
striker	ผู้ตี
striking	โดดเด่น
strikingly	เปี๊ยบ
string	เชือก
strings	เงื่อนไข
stringy	เหนียว
strip	เพิก
stripe	ริ้ว
striped	ลาย
stripped	เปลือยเปล่า
stripper	ผู้เปลื่อง
striptease	เปลื้องผ้า
strive	มุ่งมั่น
strobe	แฟลช
stroke	ลากเส้น
stroll	เดินเล่น
stroller	ผู้เดินทอดน่อง
strolling	ที่เดินเล่น
strong	แข็งแรง
stronghold	ที่มั่น
strongly	เสถียร
structural	โครงสร้าง
structure	โครงสร้าง
strudel	แป้งอบเปลือกแข็ง
struggle	การต่อสู้
strut	ป๋อ
stub	ต้นขั้ว
stubbed	ที่ค้างอยู่
stubble	ตอ
stubborn	ปากแข็ง
stubbornness	ความดื้อรั้น
stubby	ม่อต้อ
stucco	ปูนปั้น
stuck	ติดอยู่
stuckup	NO TRANSLATION
stud	แกน
studded	ที่ได้ถูกใส่ปุม
student	นักเรียน
studied	มีการศึกษา
studio	สตูดิโอ
study	ศึกษา
stuff	สิ่ง
stuffed animal	ตุ๊กตาสัตว์
stuffing	การบรรจุ
stuffy	อุดอู้
stumble	สะดุด
stump	ตอไม้
stumped	นิ่งงัน
stun	งัน
stunned	ตะลึง
stunner	stunner
stunning	ที่สวยงาม
stunt	การแสดงความสามารถ
stunted	ค่อม
stuntman	ระห่ำ
stupefaction	ความมึนงง
stupefy	ทำให้ไม่รู้สึกตัว
stupendous	น่าทึ่ง
stupid	โง่
stupidity	ความโง่เขลา
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	อาการมึนงง
sturdy	แข็งแรง
sturgeon	ปลาสเตอร์เจียน
stutter	พูดติดอ่าง
sty	กุ้งยิง
style	สไตล์
styling	การออกแบบ
stylish	ทันสมัย
stylist	สไตล์ลิส
suave	อ่อนโยน
sub	ย่อย
