Word	lo
supervisor	supervisor
supper	supper
suppertime	ອາຫານເຊົ້າ
supplant	supplant
supple	supple
supplement	ເສີມ
supplemental	ເພີ່ມເຕີມ
supplementary	ເພີ່ມເຕີມ
supplication	supplication
supplier	ຜູ້ຈັດຈໍາຫນ່າຍ
supplies	ອຸປະກອນ
supply	ສະຫນອງໃຫ້
support	ສະຫນັບສະຫນູນ
supported	ສະຫນັບສະຫນູນ
supporter	ຜູ້ສະຫນັບສະຫນູນ
supporters	ຜູ້ສະຫນັບສະຫນູນ
supporting	ສະຫນັບສະຫນູນ
supportive	ສະຫນັບສະຫນູນ
suppose	ສົມມຸດວ່າ
supposed	supposed
supposing	ສົມມຸດວ່າ
supposition	supposition
suppress	ສະກັດກັ້ນ
suppression	suppression
supremacy	supremacy
supreme	supreme
supremely	ຢ່າງສູງສຸດ
surcharge	ຄ່າບໍລິການ
sure	ໃຫ້ແນ່ໃຈວ່າ
surety	ແນ່ນອນ
surf	surf
surface	ດ້ານ
surfboard	surfboard
surfer	surfer
surge	ເພີ່ມຂຶ້ນ
surgeon	ຜ່າຕັດ
surgery	ການຜ່າຕັດ
surgical	ການຜ່າຕັດ
surly	ຢ່າງລວດໄວ
surmise	surmise
surname	ນາມສະກຸນ
surpassing	surpassing
surplus	surplus
surprise	ແປກໃຈ
surprised	ປະຫລາດໃຈ
surprises	ຫນ້າແປກໃຈ
surprising	ຫນ້າແປກໃຈ
surprisingly	ຫນ້າແປກໃຈ
surreal	surreal
surrender	ຍອມຈໍານົນ
surrendering	surrendering
surrogate	surrogate
surround	ລ້ອມຮອບ
surrounding	ອ້ອມຂ້າງ
surroundings	surroundings
surveillance	ການເຝົ້າລະວັງ
survey	ການສໍາຫຼວດ
surveying	ການສໍາຫຼວດ
surveyor	ນັກສໍາຫລວດ
survival	ການຢູ່ລອດ
survive	ຢູ່ລອດ
surviving	ການຢູ່ລອດ
survivor	ຜູ້ລອດຊີວິດ
susceptibility	ຄວາມອ່ອນໄຫວ
susceptible	ຄວາມອ່ອນໄຫວ
sushi	sushi
suspect	ສົງໃສ
suspected	ສົງໃສ
suspend	suspend
suspended	ຖືກຍົກເລີກ
suspenders	suspenders
suspense	suspense
suspension	suspension
suspicion	ສົງໄສ
suspicions	ສົງໃສ
suspicious	ສົງໃສ
sustain	ຍືນຍົງ
sustained	ຍືນຍົງ
sustenance	sustenance
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	ກືນກິນ
swami	swami
swamp	swamp
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	swap
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	swear
swearing	swearing
sweat	ເຫງື່ອ
sweater	sweater
sweating	sweating
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	sweep
sweeper	sweeper
sweeping	sweeping
sweet	ຫວານ
sweeten	sweeten
sweetened	sweetened
sweetener	sweetener
sweetest	sweetest
sweetheart	sweetheart
sweetie	sweetie
sweetness	sweetness
sweets	ເຂົ້າຫນົມຫວານ
swell	ໃຄ່ບວມ
swelling	ການໃຄ່ບວມ
sweltering	sweltering
swerve	swerve
swift	swift
swiftly	ຢ່າງໄວວາ
swig	swig
swill	swill
swim	ລອຍນ້ໍາ
swimmer	swimmer
swimming	ລອຍນ້ໍາ
swimsuit	swimsuit
swindle	swindle
swindler	swindler
swine	ຫມູ
swing	swing
swinger	swinger
swinging	swinging
swipe	swipe
swirl	swirl
swish	swish
switch	ປ່ຽນແປງ
switchblade	switchblade
switchboard	switchboard
swivel	swivel
swollen	ໃຄ່ບວມ
swoon	swoon
swoop	swoop
sword	ດາບ
swordfish	swordfish
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	syllable
syllabus	ຫຼັກ​ສູດ
symbiotic	symbiotic
symbol	ສັນຍາລັກ
symbolic	ສັນຍາລັກ
symbolically	symbolically
symbolism	symbolism
symbolize	symbolize
symmetric	symmetric
symmetrical	symmetrical
symmetry	symmetry
sympathetic	sympathetic
sympathize	ເຫັນອົກເຫັນໃຈ
sympathy	sympathy
symphonic	symphonic
symphony	symphony
symposium	symposium
symptom	ອາການ
symptomatic	ເປັນອາການ
synagogue	synagogue
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	synchronize
synchronous	synchronous
syncope	syncope
syndicate	syndicate
syndrome	ໂຣກ
synergistic	synergistic
synergy	synergy
synod	synod
synonym	ຄໍາສັບຄ້າຍຄື
synonymous	synonymous
synopsis	ບົດສະຫຼຸບ
synoptic	synoptic
syntax	syntax
synthesis	synthesis
synthesizer	synthesizer
synthetic	ສັງເຄາະ
syphilis	syphilis
syringe	syringe
syrup	syrup
system	ລະບົບ
systematic	ລະບົບ
systematically	ຢ່າງເປັນລະບົບ
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	ຕາຕະລາງ
tableau	NO TRANSLATION
tablecloth	tablecloth
tablespoon	ບ່ວງ
tablet	ເມັດ
tableware	tableware
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabulation
tachometer	tachometer
tacit	tacit
tack	tack
tackle	tackle
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	tact
tactful	tactful
tactic	tactic
tactical	ມີສິດເທົ່າທຽມ
tactics	ມີສິດເທົ່າທຽມ
tactile	tactile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	ຫາງ
tailed	tailed
tailgate	tailgate
tailings	ສິ່ງເສດເຫຼືອ
taillight	taillight
tailor	tailor
tailoring	ເຄື່ອງຕັດຫຍິບ
tailpipe	tailpipe
taint	taint
take	ໃຊ້ເວລາ
takeoff	ຖອດ
takeout	ເອົາ​ອອກ
takeover	takeover
taker	taker
talcum	talcum
tale	tale
talent	ພອນສະຫວັນ
talented	ມີພອນສະຫວັນ
talisman	talisman
talk	ສົນທະນາ
talkative	ເວົ້າລົມ
talker	talker
tall	ສູງ
tallies	tallies
tallow	tallow
tally	ນັບ
talon	heel
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	tangible
tangle	tangle
tangled	tangled
tango	tango
tank	tank
tank top	ເສື້ອ​ກ້າມ
tanker	tanker
tanned	tanned
tantalizing	tantalizing
tantamount	ທຽບເທົ່າ
tantrum	tantrum
taoism	taoism
tap	ແຕະ
tape	tape
tape measure	tape measure
taper	taper
tapering	tapering
tapestry	ຜ້າປູໂຕະ
tapeworm	tapeworm
tapioca	tapioca
taps	taps
tar	tar
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	ເປົ້າ​ຫມາຍ
targeted	ເປົ້າຫມາຍ
targeting	ການກໍາຫນົດເປົ້າຫມາຍ
tariff	tariff
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	ວຽກງານ
tassel	tassel
taste	ລົດຊາດ
tasteful	ມີປະສິດທິພາບ
tasteless	tasteless
tasting	ລົດຊາດຂົມ
tasty	ມີລົດຊາດແຊບ
tat	tat
tattler	tattler
tattletale	tattletale
tattoo	tattoo
taught	ໄດ້ສອນ
taunt	taunt
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	ພາສີ
taxed	taxed
taxi	taxi
taxicab	taxicab
taxonomy	taxonomy
taxpayer	ຜູ້ເສຍພາສີ
tea	ຊາ
teach	ສອນ
teacher	ຄູສອນ
teaching	ການສອນ
teacup	teacup
teahouse	teahouse
teal	teal
team	ທີມງານ
teamjesus	NO TRANSLATION
teammate	ເພື່ອນຮ່ວມທີມ
teamwork	ການເຮັດວຽກຮ່ວມກັນ
teapot	ຊາຕານ
tear	tear
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	teaser
teasing	teasing
teaspoon	ບ່ວງກາເຟ
teat	teat
teatime	teatime
tech	tech
technical	ເທກນິກ
technicality	ດ້ານວິຊາການ
technician	technician
technique	ເທກນິກ
techno	techno
technological	ເທກໂນໂລຍີ
technology	ເທກໂນໂລຍີ
ted	ted
teddy bear	teddy bear
tedious	tedious
tedium	tedium
tee	tee
teeming	teeming
teen	ໄວລຸ້ນ
teenage	ໄວຫນຸ່ມ
teenager	ໄວຫນຸ່ມ
teens	ໄວລຸ້ນ
teensy	ໄວຮຸ່ນ
teeny	ໄວຫນຸ່ມ
teeth	ແຂ້ວ
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	ໂທລະສັບ
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	ໂທລະພາບ
television	ໂທລະທັດ
tell	ບອກ
teller	teller
telling	ບອກ
telltale	telltale
temp	temp
temper	ອົດທົນ
tempera	tempera
temperament	temperament
temperamental	ທໍາມະຊາດ
temperance	temperance
temperate	temperate
temperature	ອຸນຫະພູມ
tempered	tempered
tempest	tempest
template	ແມ່ແບບ
temple	ພຣະວິຫານ
tempo	NO TRANSLATION
temporal	temporal
temporarily	ຊົ່ວຄາວ
temporary	ຊົ່ວຄາວ
tempt	tempt
temptation	ການທົດລອງ
tempting	tempting
temptress	temptress
ten	ສິບ
tenable	tenable
tenacious	tenacious
tenacity	ຄວາມທົນທານ
tenancy	ການເຊົ່າເຮືອນ
tenant	ຜູ້ເຊົ່າເຮືອນ
tend	ມີແນວໂນ້ມ
tendency	tendency
tender	tender
tenderfoot	tenderfoot
tenderness	tenderness
tending	tending
tendon	tendon
tenement	tenement
tenet	ນະໂຍບາຍ
tenets	tenets
tenfold	tenfold
tennis	tennis
tenor	tenor
tense	tense
tensile	tensile
tension	ຄວາມເຄັ່ງຕຶງ
tent	tent
tentacle	tentacle
tentative	tentative
tenth	ສິບ
tenths	ສິບເອັດ
tenuous	ອົດທົນ
tenure	tenure
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	ໄລຍະເວລາ
terminal	ປາຍທາງ
terminate	ສິ້ນສຸດລົງ
termination	ການສິ້ນສຸດ
terminator	terminator
terminology	terminology
terminus	terminus
termite	termite
terms	ຂໍ້ກໍານົດ
tern	tern
ternary	ternary
terrace	ລະບຽງ
terrain	terrain
terrestrial	ດິນ
terrible	ຂີ້ຮ້າຍ
terribly	ອັນຕະລາຍ
terrier	terrier
terrific	terrific
terrified	ຢ້ານ
terrifies	terrifies
terrify	ຢ້ານ
terrifying	terrifying
territorial	territorial
territory	ອານາເຂດ
terror	ຄວາມຢ້ານກົວ
terrorism	terrorism
terrorist	terrorist
terrorists	terrorists
terrorize	terrorize
terse	terse
tertiary	tertiary
test	ທົດສອບ
testament	testament
testicle	testicle
testicular	testicular
testify	ຊີ້ແຈງ
testimonial	testimonial
testimony	ປະຈັກພະຍານ
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tethered
tetrahedral	tetrahedral
text	ຂໍ້​ຄວາມ
textbook	ປື້ມຮຽນ
textile	textile
textural	textural
texture	texture
tgif	tgif
thank	ຂອບໃຈ
thankful	ຂອບໃຈ
thankgod	ຂອບ​ໃຈ​ພະ​ເຈົ້າ
thanking	ຂອບໃຈ
thankless	ຂອບໃຈ
thanks	ຂອບໃຈ
thanksalot	NO TRANSLATION
thanksgiving	thanksgiving
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ລະລາຍ
theater	ໂຮງລະຄອນ
theatrical	theatrical
theatrics	theatrics
thebest	ດີ​ທີ່​ສຸດ
theft	ການລ່ວງລະເມີດ
theism	theism
theistic	theistic
thelife	thelife
thelittlethings	NO TRANSLATION
theme	ຫົວຂໍ້
theocracy	theocracy
theocratic	theocratic
theologian	ນັກສາດສະຫນາ
theological	theological
theology	theology
theorem	theorem
theoretical	ທິດສະດີ
theory	ທິດສະດີ
therapeutic	therapeutic
therapeutics	therapeutics
therapist	therapist
therapy	ການປິ່ນປົວ
thereabouts	ບ່ອນຢູ່ອາໃສ
thereof	ຂອງມັນ
therewith	ມີ therewith
thermal	ຄວາມຮ້ອນ
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	thesis
thick	ຫນາ
thicken	thicken
thickening	ຄວາມຫນາແຫນ້ນ
thicket	thicket
thickness	ຄວາມຫນາ
thief	ໂຈນ
thigh	ຂາ
thimble	thimble
thin	ບາງໆ
thing	ສິ່ງທີ່
things	ສິ່ງ​ຂອງ
thingy	thingy
think	ຄິດວ່າ
thinker	thinker
thinking	ການຄິດ
third	ທີສາມ
thirds	ສ່ວນສາມ
thirst	ຫິວ
thirsty	ຫິວ
thirteen	thirteen
thirteenth	thirteenth
thirty	ສາມສິບ
thistle	thistle
thither	ແລ້ວ
thong	thong
thorn	thorn
thorny	thorny
thorough	thorough
thoroughbred	thoroughbred
thoroughfare	thoroughfare
thought	ຄິດວ່າ
thoughtful	ມີຄວາມຄິດ
thoughtfulness	ຄວາມຄິດ
thoughtless	ຄິດບໍ່ໄດ້
thoughts	ຄວາມຄິດ
thousand	ພັນ
thrash	thrash
thread	thread
threat	ໄພຂົ່ມຂູ່ຕໍ່
threaten	ໄພຄຸກຄາມ
threatened	ໄພຂົ່ມຂູ່
threatening	ໄພຂົ່ມຂູ່
three	ສາມ
threefold	ສາມເທົ່າ
threesome	threesome
thresh	thresh
threshold	threshold
thrice	ສາມຄັ້ງ
thrift	thrift
thrifty	thrifty
thrill	ຕື່ນເຕັ້ນ
thrilled	ຕື່ນເຕັ້ນ
thriller	thriller
thrilling	thrilling
thrive	ເຕີບໂຕ
thriving	ກ້າວຫນ້າ
throat	ຄໍ
throb	throb
throbbing	throbbing
throes	throes
throne	throne
throng	throng
throttle	throttle
throw	ຖິ້ມ
throwback	throwback
thrower	thrower
thrown	ຖິ້ມ
thrush	thrush
thrust	thrust
thruster	thruster
thud	thud
thug	thug
thumb	ຫົວຂໍ້
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thumping
thunder	ຟ້າຮ້ອງ
thunderbolt	thunderbolt
thunderclap	thunderclap
thundering	thundering
thunderstorm	thunderstorm
thunderstruck	thunderstruck
thwart	ຂັດຂວາງ
thx	ຂອບ​ໃຈ
thyme	thyme
thyroid	thyroid
tiara	tiara
tibia	tibia
tic	tic
tick	tick
ticked	ticked
ticker	ticker
ticket	ticket
tickle	tickle
tickled	tickled
ticklish	ticklish
tidal	tidal
tidal wave	ຄື້ນທະເລ
tidbit	tidbit
tide	tide
tidings	ຂ່າວສານ
tidy	tidy
tie	tie
tier	tier
tiff	tiff
tiger	tiger
tighten	tighten
tightness	ຄວາມໃກ້ຊິດ
tightrope	tightrope
tights	tights
tilde	tilde
tile	ກະເບື້ອງ
tiling	tiling
till	NO TRANSLATION
tillage	tillage
tiller	tiller
tilt	tilt
tilting	tilting
timber	ໄມ້
timberland	timberland
timbre	timbre
time	ເວລາ
timeless	timeless
timeliness	ຄວາມທັນສະໄຫມ
timely	ທັນທີ
timeout	ຫມົດ​ເວ​ລາ
timepiece	ໂມງເວລາ
timer	timer
times	ເວລາ
timetable	ຕາຕະລາງ
timewasters	NO TRANSLATION
timid	timid
timidity	timidity
timing	ເວລາ
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	ນ້ອຍໆ
tip	ປາຍ
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	tire
tired	tired
tiredness	fatigue
tiredofit	NO TRANSLATION
tireless	tireless
tiresome	tiresome
tiring	tiring
tissue	tissue
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	titanium
tithe	ສິບເອັດ
title	ຫົວຂໍ້
titled	ຫົວຂໍ້
titty	titty
titular	NO TRANSLATION
toad	toad
toast	toast
toaster	toaster
toasty	toasty
tobacco	ຢາສູບ
toby	toby
tod	tod
today	ມື້​ນີ້
toddler	ເດັກນ້ອຍ
toe	toe
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	ຮ່ວມກັນ
togetherness	ຮ່ວມກັນ
toil	toil
toilet	ຫ້ອງນ້ໍາ
toils	toils
token	token
tolerable	tolerable
tolerance	ຄວາມທົນທານ
tolerant	ທົນທານ
tolerate	ທົນທານຕໍ່
toleration	toleration
toll	ຄ່າໂທ
tomahawk	tomahawk
tomato	ຫມາກ​ເລັ່ນ
tomatoes	ຫມາກເລັ່ນ
tomb	tomb
tombstone	tombstone
tomcat	tomcat
tome	tome
tomorrow	ມື້ອື່ນ
ton	NO TRANSLATION
tone	tone
toner	toner
tong	NO TRANSLATION
tongs	tongs
tongue	tongue
tonic	tonic
tonnage	tonnage
tonsils	tonsils
toocold	NO TRANSLATION
tool	ເຄື່ອງມື
toolbox	toolbox
tooling	ເຄື່ອງມື
toomuchtodo	NO TRANSLATION
toot	toot
tooth	tooth
toothache	toothache
toothbrush	toothbrush
toothed	toothed
toothless	toothless
toothpaste	ຢາສີຟັນ
toothpick	toothpick
toots	toots
top	ດ້ານເທິງ
topaz	topaz
topic	ຫົວຂໍ້
topical	topical
topless	topless
topographic	topographic
topographical	topographical
topography	topography
topple	topple
topside	topside
tor	tor
torch	torch
torment	ການທໍລະມານ
tormented	ທໍລະມານ
torn	torn
tornado	tornado
torpedo	torpedo
torque	torque
torrent	torrent
torrid	torrid
torsion	torsion
torso	torso
tort	ຜິດ
tortious	ຮ້າຍແຮງ
tortoise	tortoise
tortuous	ຂີ້ຮ້າຍ
torture	ການທໍລະມານ
tortured	ທໍລະມານ
toss	toss
tot	NO TRANSLATION
