Word	gd
sportsman	spòrs
sportsmanship	spòrs spòrs
sportswriter	sgrìobhadair spòrs
sporty	spòrs
spot	spot
spotless	gun spot
spotlight	sònrachadh
spotted	faicinn
spotter	spotter
spotty	spotty
spousal	spousal
spouse	cèile
spout	spout
sprain	sprain
sprawl	sprawl
spray	spraeadh
spread	sgaoileadh
spreader	sgaoileadh
spree	spree
spring	an earraich
springtime	an earrach
sprinkle	crathadh
sprinkler	sprinkler
sprinkling	a 'crathadh
sprint	sprint
sprite	sprite
sprout	saoghail
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	spur
spurious	spurious
spurred	sgaoileadh
spurt	spurt
spy	spy
squabble	squabble
squad	squad
squadron	squadron
squall	squall
squamous	squamous
squander	fuasgladh
square	ceàrnagach
squash	squash
squat	sgaoileadh
squatter	sèididh
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	smealer
squeamish	squeamish
squeeze	briseadh
squeezing	fàgail
squelch	sgaoileadh
squid	squid
squint	sgaoileadh
squire	squire
squirm	squirm
squirrel	feòrag
squirt	squirt
squish	squish
squishy	èibhinn
stab	stuic
stabbed	sgaoileadh
stability	seasmhachd
stabilize	seasmhach
stabilizer	stàlaichear
stable	stàball
staccato	staccato
stack	stack
stadium	stadium
staff	luchd-obrach
stag	damh
stage	ìre
stagecoach	àrdachadh
stagehand	stagehand
stagger	stagger
staggering	sabaid
stagnant	stagnant
stagnation	stagnation
staid	staid
stain	stain
stained	daonnan
stainless	stainless
stair	staidhre
staircase	staidhre
stairs	staidhre
stairway	staidhre
stairwell	staidhre
stake	sgaoileadh
stakeout	sgaoileadh
stale	stale
stalemate	sneachda
stalk	stalk
stalker	stalcair
stall	stall
stallion	stall
stalls	stallaichean
stalwart	stalwart
stamina	stamina
stamp	stampa
stampede	stampa
stance	seasamh
stand	seasamh
standard	àbhaisteach
standardize	àbhaisteach
standardized	àbhaisteach
standby	Bi feitheamh
standing	seasamh
standoff	s an Iar-
standpoint	seasamh
standstill	seasamh
standup	Seas
stanza	rann
staph	staph
staple	staple
stapler	stapler
star	rionnag
star fruit	measan rionnag
starboard	rionnag
starch	starch
stardom	stardom
stardust	stardust
stare	spleuchd
starfish	crosgagan
stargazing	stargazing
staring	sàmhach
stark	stark
starlet	starlet
starlight	seallaidhean rionnag
starling	starling
starry	starry
stars	reultan
starship	sgaoileadh
start	tòiseachadh
starter	tòiseachadh
startle	trang
startled	air thoiseach
startling	sìorraidh
starvation	ann an cunnart
starve	caoidh
starved	dona
starving	caoidh
stash	stash
stat	stat
state	stàite
stately	sàmhach
statement	aithris
stateroom	stateroom
stateside	sgaoileadh
statesman	neach-stàite
static	stoidhle
staticky	NO TRANSLATION
statics	statics
station	stèisean
stationary	stad
stationery	pàipearachd
statistic	staitistig
statistical	staitistigeil
statistician	staitistig
stator	stator
statuary	ìomhaigh
statue	ìomhaigh
statuette	stàit
stature	inbhe
status	inbhe
statute	reachd
statutory	reachdail
staunch	dona
stave	stave
stay	fuireach
stayaway	NO TRANSLATION
stayed	fuireach
stays	fuireach
stead	àite
steadfast	seasmhach
steady	coimeasach
steak	staoig
steakhouse	steakhouse
steal	steal
stealing	a 'goid
stealth	stàite
stealthily	saoghail
stealthy	stallach
steam	steam
steamboat	bàta-smùide
steamer	bàta-smùide
steaming	siubhal
steamroller	steamroller
steamship	bàta-smùide
steamy	steamy
steel	stàilinn
steep	cas
steeple	steeple
steer	stiùir
steering	stiùireadh
stellar	stellar
stem	giùlan
stench	stench
stencil	stencil
stenographer	sgeulaiche
step	ceum
stepdaughter	nighinn
stepfather	athair-athar
stepmother	muime
steppe	ceum
steps	ceumannan
stepson	dalta
stereo	stereo
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	s an Ear-Dheas
sterile	sterile
sterility	duilich
sterilize	sterilize
sterling	sterling
stern	sgaoileadh
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	stew
steward	stiùbhard
stewardess	stiùbhard
stewardship	stiùbhardachd
stfu	stfu
stick	bata
sticker	stiogair
sticking	a 'gèilleadh
stickler	stuic
stickup	gàirdeanan
sticky	glic
stiff	stiff
stiffen	stiffen
stiffness	duilgheadas
stifle	stifle
stifled	stifled
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	marbh-bhreith
stillborn	a tha fhathast beò
stillness	seasmhachd
stillwaiting	NO TRANSLATION
stilts	stilts
stimulant	brosnachadh
stimulate	brosnachadh
stimulating	beòthail
stimulation	brosnachadh
stimulus	brosnachadh
sting	sgoltadh
stinger	stinger
stinging	sgoltadh
stingy	stingy
stink	stink
stinker	stinker
stinking	sàmhach
stinky	stinky
stint	sgaoileadh
stipend	stipend
stipulate	stipulate
stipulation	suidheachadh
stir	stir
stirring	a 'gluasad
stitch	stitch
stitching	a 'fuaigheal
stock	stoc
stockade	stuic
stockbroker	bròcair stoc
stockholder	sealbhadair
stocking	stocadh
stockings	stocainnean
stockpile	cruinneachadh
stockroom	seòmar-stoc
stocks	stoc
stoic	s an Iar-
stole	ghoid
stolen	air a ghoid
stomach	stamag
stomachache	stamag goirt
stomp	stomp
stomped	stomped
stone	clach
stoned	air a chlach
stonewall	balla cloiche
stoneware	bathar cloiche
stony	stony
stooge	steoge
stool	stòl
stools	stòl
stoop	stuic
stoopid	a dh 'fhalbh
stop	stad
stopover	staidhre
stoppage	stad
stopper	stad
stopping	stad
stopwatch	stad-faire
storage	stòradh
store	stòr
storefront	stòiridh
storehouse	taigh-stòir
storeroom	stòr
storing	stòradh
storm	stoirm
storming	s an Iar-
stormy	stoirmeil
story	sgeulachd
storybook	leabhar sgeulachdan
storyteller	seanchaidh
storytelling	sgeulachdan
stound	sneachda
stout	stout
stove	stòbha
stow	stow
stowaway	stowaway
straddle	saoghail
straight	dìreach
straighten	dìreach
straightforward	dìreach
straightway	dìreach
strain	strain
strained	sneachda
strait	caolas
straitjacket	cruaidh-chasach
straits	sreathan
strand	sruth
stranded	sneachda
strange	neònach
stranger	coigreach
strangle	strangle
strangulation	strangulation
strap	strap
strapless	strapless
strapping	sgoltadh
strata	strata
strategic	ro-innleachdail
strategist	strategist
strategy	ro-innleachd
stratification	stratification
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	connlach
strawberry	sùbh-fraoich
stray	sìorraidh
streak	streak
streaked	sneachda
stream	sruth
streamer	sgaoileadh
streaming	sruthadh
streamline	sgioblachadh
street	sràid
streetcar	sràid-rathaid
streetlight	solas sràide
strength	neart
strengthen	neartachadh
strengthening	neartachadh
strenuous	neònach
strep	strep
stress	cuideam
stressed	cuideam
stresses	cuideam
stressfree	NO TRANSLATION
stressful	cuideam
stressin	NO TRANSLATION
stressing	a 'cur cuideam air
stressrelief	NO TRANSLATION
stretch	sreathan
stretcher	sreathan
stricken	air a bhualadh
strict	teann
stride	strì
strife	strì
strike	stailc
strikeout	sgaoileadh
striker	stailc
striking	stoidhle
strikingly	snasail
string	sreang
strings	strings
stringy	sneachda
strip	stiall
stripe	stripe
striped	stiallach
stripped	sgaoileadh
stripper	stripper
striptease	stiallan
strive	strì
strobe	strobe
stroke	stròc
stroll	seinn
stroller	stroller
strolling	seinn
strong	làidir
stronghold	daingneachd
strongly	gu làidir
structural	structarach
structure	structar
strudel	strudel
struggle	strì
strut	strut
stub	stub
stubbed	saoghail
stubble	stubble
stubborn	dùr
stubbornness	gàire
stubby	s an Iar-
stucco	stucco
stuck	stad
stuckup	NO TRANSLATION
stud	gèam
studded	s an Iar-
student	oileanach
studied	sgrùdadh
studio	stiùidio
study	sgrùdadh
stuff	stuth
stuffed animal	beathach air a lìonadh
stuffing	a 'lìonadh
stuffy	stoidhle
stumble	tuiteam
stump	stump
stumped	sgaoileadh
stun	stun
stunned	sguabadh às
stunner	stunner
stunning	iongantach
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	èibhinn
stupendous	èibhinn
stupid	stupid
stupidity	stupidity
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	sturdy
sturgeon	sturgeon
stutter	stutter
sty	sty
style	stoidhle
styling	styling
stylish	stylish
stylist	stylist
suave	sàmhach
sub	fo
subatomic	subatomic
subcommittee	fo-chomataidh
subconscious	subconscious
subcutaneous	sneachda
subdivide	fo-roinn
subdivision	fo-roinn
subduction	gearain
subdue	s an Iar-
subdued	sgaoileadh
subdural	subdural
subito	NO TRANSLATION
subject	cuspair
subjected	fo ùmhlachd
subjection	subjection
subjective	Cuspair
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimation
sublime	sgaoileadh
subliminal	sgaoileadh
submarine	submarine
submerge	submerge
submerged	submerged
submersible	sneachda
submission	iarrtas
submissive	mì-thoilichte
submit	cuir a-steach
submitting	a 'cur a-steach
subordinate	subordinate
subordination	subordination
subplot	s an Iar-
subpoena	s an Iar-
subscribe	subscribe
subscriber	sub-sgrìobhaiche
subscription	subscription
subsequence	an dèidh sin
subsequent	às dèidh sin
subsequently	às dèidh sin
subservient	sgaoileadh
subset	subset
subside	sgaoileadh
subsidence	sgaoileadh
subsidiary	fo-chompanaidh
subsidize	subsadaidh
subsidy	subsadaidh
subsist	subsist
subsistence	subsistence
subsoil	fo-thalamh
subspace	subpace
substance	stuth
substandard	fo-ìre
substantial	susbainteach
substantially	gu mòr
substantiate	dearbhaich
substantive	làidir
substation	fo-thalamh
substitute	àiteach
substituted	ainmichte
substitution	àiteachadh
substructure	fo-structar
subterranean	subterranean
subtext	subtext
subtitle	fo-thiotalan
subtle	subtle
subtlety	beannachadh
subtract	toirt air falbh
subtraction	toirt air falbh
subtype	fo-sgrìobhadh
suburb	iomall
suburban	fo-bhailtean
suburbia	iomall
suburbs	fo-bhailtean
subversion	subversion
subversive	subversive
subvert	sneachda
subway	subway
succeed	soirbheachadh
succeeding	a 'leantainn
success	soirbheachadh
successful	soirbheachail
succession	leantainneachd
successive	às deidh sin
successor	as dèidh sin
succinct	mionaideach
succubus	succubus
succulent	sòghail
succumb	sneachda
suck	tarraing
sucker	siùcair
sucking	a 'tarraing
suckling	a 'suathadh
sucks	s an Iar-
suction	sguabadh
sudden	gu h-obann
suddenly	gu h-obann
suds	suds
sue	cùis-lagha
suede	suede
suffer	fulang
sufferer	fulangach
suffering	fulangas
suffice	gu leòr
sufficiency	fallaineachd
sufficient	gu leòr
sufficiently	gu leòr
suffix	suffix
suffocate	a 'bleith
suffocating	a 'bleith
suffocation	fulang
sugar	siùcar
suggest	moladh
suggestion	moladh
suggestive	moladh
suicidal	suicidal
suicide	fèin-mharbhadh
suicidebombing	NO TRANSLATION
suit	deise
suitable	freagarrach
suitcase	màileid
suite	seòmar
suitor	s an Iar-
sulfate	sulfate
sulfur	sulfur
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulfur
sultan	sultan
sultry	sultry
sum	suim
summarily	gu crìch
summarize	geàrr-chunntas
summary	geàrr-chunntas
summation	crìochan
summer	samhradh
summerhouse	taigh samhraidh
summertime	samhradh
summit	mullach
summon	gairm
summons	gairm
sumo	sumo
sump	sump
sumptuous	èibhinn
sun	ghrian
sunbeam	sgaoileadh
sunburn	losgadh grèine
sundae	sundae
sunday	Didòmhnaich
sundial	sundial
sundown	sundown
sundry	iomadach
sunflower	lus na grèine
sunglass	sneachda
sunglasses	sneachda
sunk	sgaoileadh
sunken	air a bhriseadh
sunless	gun ghrian
sunlight	solas na grèine
sunny	Sgòthan geala
sunrise	dol fodha na grèine
sunroof	s an Iar-
sunscreen	grèine grèine
sunset	dol fodha na grèine
sunshine	ghrian
suntan	suntan
sunup	sgaoileadh
sup	s an Iar-
super	super
superannuation	peinnsean
superb	iongantach
superficial	superficial
superfluous	superfluous
superhero	superhero
superhuman	superhuman
superimposed	air a chumadh
superintendent	àrd-neach-stiùiridh
superior	nas fheàrr
superiority	àrdachadh
superlative	saoghail
superman	superman
supermarket	mòr-bhùth
supermodel	supermodel
supernatant	seann-chasach
supernatural	os-nàdarra
supernova	supernova
superposition	àrdachadh
superpower	superpower
supersede	àite eile
superstar	sàr-rionnag
superstition	saobh-chràbhadh
superstitious	saobh-chràbhach
superstore	àrd-stòr
supervise	stiùireadh
supervision	stiùireadh
supervisor	stiùiriche
supper	suipear
suppertime	ùine shuas
supplant	ath-shuidheachadh
supple	àrdachadh
supplement	a bharrachd
supplemental	a bharrachd
supplementary	a bharrachd
supplication	athchuinge
supplier	solaraiche
supplies	solarachaidhean
supply	solarachadh
support	taic
supported	taic
supporter	neach-taice
supporters	luchd-taic
supporting	taic
supportive	taiceil
suppose	tha e coltach
supposed	air a ràdh
supposing	a 'smaoineachadh
supposition	s an Iar-
suppress	sguabadh às
suppression	sguabadh às
supremacy	àrd-uachdar
supreme	uamhasach
supremely	gu h-àrd
surcharge	iomagain
sure	cinnteach
surety	saoghail
surf	surf
surface	uachdar
surfboard	clàr surf
surfer	surfer
surge	sruth
surgeon	lannsair
surgery	lannsaireachd
surgical	ceàrdach
surly	saoghail
surmise	s an Iar-
surname	sloinneadh
surpassing	a 'dol thairis air
surplus	còrr
surprise	iongnadh
surprised	iongnadh
surprises	iongnadh
surprising	iongnadh
surprisingly	iongnadh
surreal	surreal
surrender	gèilleadh
surrendering	gèilleadh
surrogate	sgaoileadh
surround	timcheall
surrounding	mun cuairt
surroundings	mun cuairt
surveillance	faireachadh
survey	sgrùdadh
surveying	sgrùdadh
surveyor	neach-tomhais
survival	mairsinn
survive	maireann beò
surviving	a mhaireas
survivor	a mhaireas beò
susceptibility	susceptibility
susceptible	susceptible
sushi	sushi
suspect	amharas
suspected	amharas
suspend	stad
suspended	crochte
suspenders	ceangalaichean
suspense	suspense
suspension	sgaoileadh
suspicion	amharas
suspicions	amharas
suspicious	amharasach
sustain	cumail suas
sustained	seasmhach
sustenance	bothain
suture	sèididh
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	swallow
swami	swami
swamp	bog
swamped	sgaoileadh
swampy	sneachda
swan	eala
swank	bratach
swap	suaip
swarm	swarm
swarming	sgaoileadh
swastika	s an Iar-
swat	sneachda
sway	sway
swear	mionnachadh
swearing	mionnachadh
sweat	siud
sweater	geansaidh
sweating	sweating
sweatshirt	sweatshirt
sweatshop	sgaoileadh
sweaty	sgaoileadh
sweep	sguab
sweeper	sguabadh
sweeping	sgaoileadh
sweet	bòidheach
sweeten	milis
sweetened	mionnachadh
sweetener	milisair
sweetest	bòidheach
sweetheart	leannan
sweetie	sweetie
sweetness	mionnachd
sweets	siùcairean
swell	swell
swelling	swelling
sweltering	sèididh
swerve	sgaoileadh
swift	gu luath
swiftly	gu luath
swig	cig
swill	snàmh
swim	a 'snàmh
swimmer	snàmhaiche
swimming	snàmh
swimsuit	seòmar snàmh
swindle	sèididh
swindler	sneachda
swine	muc
swing	swing
swinger	sneachda
swinging	ag atharrachadh
swipe	sèididh
swirl	gàire
swish	sèididh
switch	atharrachadh
switchblade	atharrachadh
switchboard	bòrd-iomlaid
swivel	iomall
swollen	a 'cluinntinn
swoon	sgaoileadh
swoop	swoop
sword	claidheamh
swordfish	iasg claidheamh
swordplay	cluich claidheamh
swordsman	claidheamh
sycamore	scamore
syllable	sgaoileadh
syllabus	clàr-obrach
symbiotic	sgaoileadh
symbol	samhla
symbolic	samhlachail
symbolically	samhlachail
symbolism	samhlaidheachd
symbolize	a 'samhlachadh
symmetric	co-chothromach
symmetrical	co-chothromach
symmetry	chothromachd
sympathetic	co-fhaireachdainn
sympathize	co-fhaireachdainn
sympathy	co-fhaireachdainn
symphonic	sgaoileadh
symphony	symphony
symposium	co-labhairt
symptom	symptom
symptomatic	samhlachail
synagogue	sionagog
synapse	synapse
synaptic	synaptic
sync	sync
synchronize	sioncronaich
synchronous	sioncronaichte
syncope	syncope
syndicate	sgaoileadh
syndrome	syndrome
synergistic	eadar-riaghailteach
synergy	co-obrachadh
synod	sionod
synonym	co-fhacal
synonymous	synonymous
synopsis	geàrr-iomradh
synoptic	sionoptic
syntax	co-rèiteachadh
synthesis	sgaoileadh
synthesizer	sgaoileadh
synthetic	sgaoileadh
syphilis	sphilis
syringe	syringe
syrup	syrup
system	siostam
systematic	riaghailteach
systematically	gu riaghailteach
t-shirt	lèine-t
tab	tab
tabasco	tabasco
tabby	sgaoileadh
tabernacle	pàilliun
table	clàr
tableau	NO TRANSLATION
tablecloth	èideadh-bùird
tablespoon	lobhs-bùird
tablet	Clàr
tableware	bòrd
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	tabulate
tabulation	tabhartas
tachometer	tachometer
tacit	s an Iar-
tack	ionnsaigh
tackle	ionnsaigh
tackled	dèiligeadh ris
tackling	dol an sàs
tacky	tubaist
taco	taco
tact	tact
tactful	deònach
tactic	tactic
tactical	innleachdach
tactics	innleachdan
tactile	sneachda
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	earball
tailed	tailed
tailgate	geata earbaill
tailings	earrainnean
taillight	s an Ear-Dheas
tailor	tàillear
tailoring	tàillearachd
tailpipe	pìob earball
taint	taint
take	gabh
takeoff	Thoir dhìot
takeout	Thoir a-mach
takeover	Gabh thairis
taker	chiad sreath
talcum	talcum
tale	sgeulachd
talent	tàlant
talented	tàlantach
talisman	an t-sasannach
talk	bruidhinn
talkative	bruidhinn
talker	òraidiche
tall	àrd
tallies	tallies
tallow	sneachda
tally	Clàr
talon	s an Iar-
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tàirnear
taming	tubaist
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangent
tangerine	tangerine
tangible	faicsinneach
tangle	tangle
tangled	tangled
tango	tango
tank	tanca
tank top	bàrr tanca
tanker	tancair
tanned	air an cuartachadh
tantalizing	sgaoileadh
tantamount	co-ionnan
tantrum	tantrum
taoism	taoism
tap	tap
tape	teip
tape measure	tomhas teip
taper	taper
tapering	sgaoileadh
tapestry	grèis-bhrat
tapeworm	teas-thìrich
tapioca	tapioca
taps	tapan
tar	tarra
tarantula	tarantula
tardiness	tardiness
tardy	deuchainn
target	targaid
targeted	cuimsichte
targeting	ag amas air
tariff	tariff
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	obair
tassel	tassel
taste	blasad
tasteful	blasad
tasteless	gun blas
tasting	blasad
tasty	blasda
tat	tat
tattler	buntàta
tattletale	tattletale
tattoo	tatù
taught	teagasg
taunt	miannachadh
taupe	taupe
taut	taut
tavern	tavern
tawdry	tawdry
tawny	tawny
tax	cìs
taxed	cìs
taxi	tacsaidh
taxicab	sgaoileadh
taxonomy	sgaoileadh
taxpayer	pàighidh cìse
tea	tì
teach	teagasg
teacher	tidsear
teaching	teagasg
teacup	teacup
teahouse	teahouse
teal	teal
team	sgioba
teamjesus	NO TRANSLATION
teammate	sgioba sgioba
teamwork	obair-sgioba
teapot	teapot
tear	deòir
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	sgaoileadh
teaser	teaser
teasing	sgaoileadh
teaspoon	teaspoon
teat	teat
teatime	sgaoileadh
tech	tech
technical	teicnigeach
technicality	teicnigeach
technician	teicneòlas
technique	teicnigeach
techno	teicneòlas
technological	teicneòlasach
technology	teicneòlas
ted	ted
teddy bear	Mathan teadaidh
tedious	tedious
tedium	tedium
tee	tee
teeming	sgaoileadh
teen	sgaoileadh
teenage	deugaire
teenager	deugaire
teens	deugairean
teensy	deugairean
teeny	deasaich an tùs]
teeth	fiaclan
teething	sgaoileadh
teflon	teflon
telegram	telegram
telegraph	teileagraf
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	fòn
telescope	teileasgop
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	air a telebhisean
television	telebhisean
tell	innis
teller	neach-aithris
telling	ag innse
telltale	aithris
temp	tubaist
temper	s an Iar-
tempera	s an Iar-
temperament	mealladh
temperamental	mìorbhaileach
temperance	stuamachd
temperate	fionnaidh
temperature	teòthachd
tempered	air a thomhas
tempest	sìde
template	teamplaid
temple	teampall
tempo	NO TRANSLATION
temporal	ùineail
temporarily	ùine ghoirid
temporary	sealach
tempt	smuainteachadh
temptation	buairidh
tempting	smuaintean
temptress	bana-bhuidseach
ten	deich
tenable	gabhaltach
tenacious	dìcheallach
tenacity	dìomhaireachd
tenancy	gabhaltas
tenant	neach-gabhail
tend	clachan
tendency	claidheamh
tender	tairgse
tenderfoot	tairgse
tenderness	tinneasachd
tending	a 'feitheamh
tendon	sgaoileadh
tenement	teanamaint
tenet	s an Iar-
tenets	cùmhnantan
tenfold	deich fichead
tennis	teanas
tenor	tenor
tense	mì-shaorsainneil
tensile	cuibhleachadh
tension	teannachadh
