Word	ru
unimportant	неважный
unimpressed	невпечатлен
unimproved	необработанный
uninfected	неинфицированный
uninformed	несведущий
uninhabited	необитаемый
uninitiated	непосвященных
uninspired	невдохновленный
unintelligible	невразумительный
unintended	непреднамеренный
unintentional	непреднамеренный
unintentionally	нечаянно
uninterested	незаинтересованный
uninteresting	неинтересный
uninterrupted	непрерывный
uninvited	незваный
union	союз
unique	уникальный
unisex	унисекса
unison	унисон
unit	Ед. изм
unitary	унитарный
unite	объединять
united	единый
unity	единство
universal	универсальный
universality	универсальность
universe	вселенная
university	Университет
unjust	несправедливый
unjustifiable	неоправданный
unjustified	необоснованный
unkind	недобрый
unknowable	непостижимый
unknown	неизвестный
unlawful	незаконное
unleash	развязать
unlicensed	нелицензированный
unlike	В отличие от
unlikely	вряд ли
unlimited	неограниченный
unlisted	Unlisted
unload	разгружать
unloaded	выгружен
unlock	отпереть
unlucky	несчастливый
unmanageable	неуправляемый
unmanned	беспилотный
unmarked	неотмеченный
unmarried	Незамужняя
unmask	разоблачать
unmatched	бесподобный
unmistakable	безошибочный
unmitigated	несмягченный
unmoved	неподвижный
unnamed	неназванный
unnatural	неестественный
unnecessary	ненужный
unneeded	ненужный
unnoticed	незамеченный
unnumbered	несчитанный
unobserved	незамеченный
unobstructed	свободный
unobtrusive	ненавязчивый
unoccupied	незанятый
unofficial	неофициальный
unopened	нераспечатанный
unopposed	единственный
unordered	неупорядоченный
unorganised	неорганизованный
unorganized	неорганизованный
unorthodox	неортодоксальный
unpack	распаковывать
unpaid	неоплаченный
unparalleled	беспримерный
unpleasant	неприятный
unpleasantness	непривлекательность
unplug	отсоединять
unplugged	отключен от сети
unpopular	непопулярный
unprecedented	беспрецедентный
unpredictable	непредсказуемый
unprepared	неподготовленный
unpretentious	неприхотливый
