Word	hi
surprising	चौंका देने वाला
surprisingly	हैरानी की बात है
surreal	असली
surrender	आत्मसमर्पण
surrendering	समर्पण
surrogate	सरोगेट
surround	चारों ओर से घेरना
surrounding	आसपास के
surroundings	परिवेश
surveillance	निगरानी
survey	सर्वेक्षण
surveying	भूमि की नाप
surveyor	सर्वेक्षक
survival	उत्तरजीविता
survive	बना रहना
surviving	जीवित
survivor	उत्तरजीवी
susceptibility	संवेदनशीलता
susceptible	ग्रहणक्षम
sushi	सुशी
suspect	संदिग्ध
suspected	शक किया
suspend	निलंबित
suspended	बर्खास्त कर दिया
suspenders	ब्रेसिज़
suspense	दुविधा
suspension	निलंबन
suspicion	संदेह
suspicions	शक
suspicious	संदेहजनक
sustain	बनाए रखना
sustained	निरंतर
sustenance	जीविका
suture	टांका
suv	एसयूवी
sux	NO TRANSLATION
swab	पट्टी
swag	लूट
swagger	अकड़
swallow	निगलना
swami	स्वामी
swamp	दलदल
swamped	सैलाब
swampy	दलदल से भरा
swan	हंस
swank	डींग
swap	विनिमय
swarm	झुंड
swarming	रेंगनेवाले
swastika	स्वस्तिक
swat	शक्तिशाली मार
sway	बोलबाला
swear	कसम खाता
swearing	शपथ - ग्रहण
sweat	पसीना
sweater	स्वेटर
sweating	पसीना आना
sweatshirt	स्वेट-शर्ट
sweatshop	शोषित
sweaty	पसीने से तर
sweep	झाड़ू लगा दो
sweeper	मेहतर
sweeping	झाड़ू मारना
sweet	मिठाई
sweeten	मीठा करना
sweetened	मीठा
sweetener	स्वीटनर
sweetest	सबसे प्यारी
sweetheart	प्रिय
sweetie	प्रेमी
sweetness	मिठास
sweets	मिठाइयाँ
swell	महातरंग
swelling	सूजन
sweltering	तपती
swerve	भटकना
swift	तीव्र
swiftly	तेजी से
swig	बड़ा घूँट
swill	खंगालना
swim	तैरना
swimmer	तैराक
swimming	तैराकी
swimsuit	स्विमिंग सूट
swindle	ठग ले
swindler	ठग
swine	सुअर
swing	झूला
swinger	जीवनानंद
swinging	झूला
swipe	कड़ी चोट
swirl	ज़ुल्फ़
swish	बेंत की मार
switch	स्विच
switchblade	स्विच वाले
switchboard	कम्यूटेटर
swivel	कुंडा
swollen	फूला हुआ
swoon	बेहोशी
swoop	झपट्टा
sword	तलवार
swordfish	स्वोर्डफ़िश
swordplay	तलवार का खेल
swordsman	तलवार ले जानेवाला
sycamore	गूलर
syllable	शब्दांश
syllabus	पाठ्यक्रम
symbiotic	सहजीवी
symbol	प्रतीक
symbolic	प्रतीकात्मक
symbolically	प्रतीकात्मक
symbolism	प्रतीकवाद
symbolize	प्रतीक
symmetric	सममित
symmetrical	सममित
symmetry	समरूपता
sympathetic	सहानुभूतिपूर्ण
sympathize	सहानुभूति रखते हे
sympathy	सहानुभूति
symphonic	सिंफ़नी
symphony	स्वर की समता
symposium	संगोष्ठी
symptom	लक्षण
symptomatic	रोगसूचक
synagogue	आराधनालय
synapse	अन्तर्ग्रथन
synaptic	अन्तर्ग्रथनी
sync	सिंक
synchronize	सिंक्रनाइज़
synchronous	एक समय का
syncope	बेहोशी
syndicate	सिंडीकेट
syndrome	सिंड्रोम
synergistic	synergistic
synergy	तालमेल
synod	पादरियों की सभा
synonym	पर्याय
synonymous	पर्याय
synopsis	सार
synoptic	सामान्य अवलोकन
syntax	वाक्य - विन्यास
synthesis	संश्लेषण
synthesizer	सिंथेसाइज़र
synthetic	कृत्रिम
syphilis	उपदंश
syringe	सिरिंज
syrup	सिरप
system	प्रणाली
systematic	व्यवस्थित
systematically	व्यवस्थित ढंग से
t-shirt	टीशर्ट
tab	टैब
tabasco	टबैस्को
tabby	बद गप्पी
tabernacle	तंबू
table	तालिका
tableau	NO TRANSLATION
tablecloth	मेज़पोश
tablespoon	बड़ा चमचा
tablet	गोली
tableware	मेज
tabloid	मुख़्तसर
taboo	निषेध
tabular	तालिका का
tabulate	समतल
tabulation	तालिका बनाना
tachometer	टैकोमीटर
tacit	मतलब रखा हुआ
tack	कील
tackle	पकड़ना
tackled	घेरने की कोशिश की
tackling	से निपटने
tacky	चिपचिपा
taco	टैको
tact	शिष्टाचार
tactful	विनम्र
tactic	युक्ति
tactical	सामरिक
tactics	युक्ति
tactile	स्पर्शनीय
tad	NO TRANSLATION
tadpole	मेढक का डिंभकीट
taffeta	तफ़ता
taffy	टाफ़ी
tag	टैग
tail	पूंछ
tailed	पूंछ
tailgate	tailgate
tailings	अवशेष
taillight	पीछे की बत्ती
tailor	दर्जी
tailoring	सिलाई
tailpipe	टेलपाइप
taint	कलंक
take	लेना
takeoff	उड़ना
takeout	साथ ले जाएं
takeover	कब्जा
taker	लेने वाला
talcum	तालक
tale	कहानी
talent	प्रतिभा
talented	प्रतिभावान
talisman	तावीज़
talk	बातचीत
talkative	बातूनी
talker	बातूनी आदमी
tall	लंबा
tallies	हिसाब
tallow	तेल
tally	गणना
talon	कूपन
talons	NO TRANSLATION
tambourine	डफ
tame	NO TRANSLATION
tamer	जानवरों का शिक्षक
taming	टेमिंग
tamper	हस्तक्षेप करना
tampon	तंपन
tan	तन
tandem	मिलकर
tang	खटास
tangent	स्पर्शरेखा
tangerine	संतरा
tangible	वास्तविक
tangle	उलझन
tangled	पेचीदा
tango	टैंगो
tank	टैंक
tank top	छोटा टॉप
tanker	टैंकर
tanned	tanned
tantalizing	tantalizing
tantamount	समान
tantrum	गुस्से का आवेश
taoism	ताओ धर्म
tap	नल टोटी
tape	फीता
tape measure	नापने का फ़ीता
taper	शंकु
tapering	लंबा और पतला
tapestry	टेपेस्ट्री
tapeworm	टैपवार्म
tapioca	टैपिओका
taps	नल
tar	टार
tarantula	टारेंटयुला
tardiness	मंदी
tardy	मंदा
target	लक्ष्य
targeted	लक्षित
targeting	को लक्षित
tariff	टैरिफ़
tarmac	डामर
tarnish	कलंकति करना
tarot	टैरो
tarp	NO TRANSLATION
tarry	बासना
tart	तीखा
tartan	टैटन
tartar	टैटार
task	कार्य
tassel	गुच्छा
taste	स्वाद
tasteful	सुस्वादु
tasteless	को फीका
tasting	चखने
tasty	स्वादिष्ट
tat	गूंथना
