Word	ig
stark	dị mma
starlet	starlet
starlight	starlight
starling	starling
starry	kpakpando
stars	kpakpando
starship	kpakpando
start	malite
starter	mmalite
startle	egwu
startled	kpariri
startling	egwu
starvation	agụụ
starve	agu
starved	aguu
starving	agụụ na-agụ
stash	ọ dị mma
stat	ụdị
state	ala
stately	dị mma
statement	nkwupụta
stateroom	oche
stateside	ekwu
statesman	onye ọchịchị
static	nke a
staticky	NO TRANSLATION
statics	akụrụngwa
station	ụlọ ọrụ
stationary	eguzo
stationery	ụlọ ọrụ
statistic	ọnụ ọgụgụ
statistical	nchịkọta akụkọ
statistician	onye nyocha
stator	stator
statuary	ọhụụ
statue	ihe oyiyi
statuette	ụda
stature	ogologo
status	ọnọdụ
statute	ụkpụrụ
statutory	iwu
staunch	ike
stave	oche
stay	nọrọ
stayaway	NO TRANSLATION
stayed	nọrọ
stays	anọ
stead	ebe
steadfast	eguzosi ike
steady	kwadoro
steak	steak
steakhouse	steakhouse
steal	na-ezu ohi
stealing	izu ohi
stealth	stealth
stealthily	ezighi ezi
stealthy	na-emerụ onwe ya
steam	ụgbọ mmiri
steamboat	steamboat
steamer	steamer
steaming	ugbo
steamroller	steamroller
steamship	ụfụ
steamy	ugbo
steel	ígwè
steep	elu
steeple	elu
steer	na-elekọta
steering	nduzi
stellar	ụda
stem	ala
stench	ncha
stencil	stencil
stenographer	onye edemede
step	nzọụkwụ
stepdaughter	stepdaughter
stepfather	nna nna
stepmother	nne na nna
steppe	nzọụkwụ
steps	nzọụkwụ
stepson	stepon
stereo	stereo
stereoscopic	stereoscopic
stereotype	stereotype
stereotyped	stereotyped
sterile	enweghị nsogbu
sterility	ike
sterilize	sterilaiz
sterling	ọ bụ
stern	stern
sternum	sternum
steroid	steroid
stethoscope	stethoscope
stew	uzo
steward	onye nlekọta
stewardess	onye nlekọta
stewardship	ọrụ nlekọta
stfu	stfu
stick	osisi
sticker	nyapu
sticking	na-akwagide
stickler	nlekota
stickup	nkwụsị
sticky	nke nnyapade
stiff	siri ike
stiffen	siri ike
stiffness	ike
stifle	stifle
stifled	stifled
stifling	nkwụsị
stigma	ihere
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	ị na-anwụ
stillborn	stillborn
stillness	ịdị jụụ
stillwaiting	NO TRANSLATION
stilts	ike
stimulant	akpali akpali
stimulate	kpalie
stimulating	akpali akpali
stimulation	mkpali
stimulus	ihe mkpali
sting	na-agba
stinger	stinger
stinging	na-atụgharị
stingy	aghara
stink	na-esi ísì
stinker	esi ísì
stinking	na-agwụ ike
stinky	ihe ojoo
stint	stint
stipend	ndokwa
stipulate	kwenye
stipulation	nkwekọrịta
stir	nwuo
stirring	edemede
stitch	atụgharị
stitching	kpachie
stock	ngwaahịa
stockade	echekwa
stockbroker	stockbroker
stockholder	onye na-ere ahịa
stocking	nhazi
stockings	akwa
stockpile	echekwa
stockroom	ụlọ nkwakọba ihe
stocks	ebuka
stoic	stoic
stole	zuru
stolen	zuru
stomach	afo
stomachache	afọ mgbu
stomp	akpụ ụkwụ
stomped	ama jijiji
stone	nkume
stoned	tụgbuo ya
stonewall	stonewall
stoneware	nkume
stony	nkume
stooge	stooge
stool	stool
stools	oche
stoop	kwụ
stoopid	eche
stop	Kwụsị
stopover	emechi
stoppage	nkwụsị
stopper	nkwụsị
stopping	ịkwụsị
stopwatch	nkwụsịtụ
storage	nchekwa
store	ụlọ ahịa
storefront	storefront
storehouse	ụlọ nkwakọba ihe
storeroom	ụlọ nkwakọba ihe
storing	echekwa
storm	oké ifufe
storming	na-ebili
stormy	oké ifufe
story	akụkọ
storybook	akwukwo
storyteller	akụkọ akụkọ
storytelling	ịkọ akụkọ
stound	ama
stout	obi ike
stove	stovu
stow	ike
stowaway	echekwa
straddle	eriri
straight	Kwụ ọtọ
straighten	dozie
straightforward	n'ụzọ ziri ezi
straightway	ozugbo
strain	nsogbu
strained	enwe nsogbu
strait	nkpọrọ
straitjacket	na-agbatị
straits	nsogbu
strand	eriri
stranded	agbada
strange	iju
stranger	ọbịbịa
strangle	nya
strangulation	nhicha
strap	eriri
strapless	enweghị ntụpọ
strapping	na-agba
strata	eriri
strategic	atụmatụ
strategist	onye nduzi
strategy	atụmatụ
stratification	stratification
stratosphere	stratosphere
stratum	atụmatụ
stratus	stratus
straw	ahịhịa
strawberry	strọberị
stray	kpafuo
streak	streak
streaked	gbasaa
stream	iyi
streamer	streamer
streaming	agbanye
streamline	nhazi
street	n'okporo ámá
streetcar	ụgbọ okporo ígwè
streetlight	n'okporo ámá
strength	ike
strengthen	ike
strengthening	ike
strenuous	siri ike
strep	strep
stress	nrụgide
stressed	mesiri ike
stresses	nrụgide
stressfree	NO TRANSLATION
stressful	nsogbu
stressin	NO TRANSLATION
stressing	na-agba ume
stressrelief	NO TRANSLATION
stretch	gbatịa
stretcher	nkwụsị
stricken	etigbu
strict	ike
stride	kwụ ọtọ
strife	esemokwu
strike	agha
strikeout	na-eti mkpu
striker	onye gburu
striking	egbu egbu
strikingly	egbu egbu
string	eriri
strings	ụdọ
stringy	dị egwu
strip	akpa
stripe	gbanye
striped	akpacha
stripped	ewepu
stripper	gbasaa
striptease	ụda
strive	gbalịa
strobe	ọkpụkpụ
stroke	ọrịa strok
stroll	agbagharị
stroller	akpụkpọ ụkwụ
strolling	na-agagharị
strong	ike
stronghold	ike
strongly	ike
structural	ebe obibi
structure	nhazi
strudel	strudel
struggle	agha
strut	esemokwu
stub	isi
stubbed	ọka
stubble	ahịhịa ọka
stubborn	isi ike
stubbornness	isi ike
stubby	ihe isi ike
stucco	stucco
stuck	arapara
stuckup	NO TRANSLATION
stud	stud
studded	studded
student	nwa akwukwo
studied	mụọ
studio	studio
study	ọmụmụ
stuff	ihe
stuffed animal	anụ a kwụrụ akwata
stuffing	nri
stuffy	agwụ
stumble	sụọ ngọngọ
stump	ukwu
stumped	ama jijiji
stun	ụda
stunned	ama akpa
stunner	na-agbasi ike
stunning	dị mma
stunt	agwụ
stunted	aghara
stuntman	nwoke
stupefaction	mmeri
stupefy	obi ojoo
stupendous	dị egwu
stupid	nzuzu
stupidity	nzuzu
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	nzuzu
sturdy	siri ike
sturgeon	ụra
stutter	agwụ
sty	akpụ
style	ụdị
styling	arụ ọrụ
stylish	nkecha
stylist	stylist
suave	mmiri
sub	sub
subatomic	subatomic
subcommittee	okpueze
subconscious	njirimara
subcutaneous	subcutaneous
subdivide	kewaa
subdivision	nkewa
subduction	ntinye
subdue	merie
subdued	merie
subdural	subdural
subito	NO TRANSLATION
subject	isiokwu
subjected	doro
subjection	edo onwe ya n'okpuru
subjective	onwe
subjugation	subjugation
sublet	agba
sublevel	ederede
sublimation	sublimation
sublime	dị mma
subliminal	subliminal
submarine	submarine
submerge	kpochapụ
submerged	merie
submersible	submersible
submission	ntinye
submissive	edo onwe ya n'okpuru
submit	nyefee
submitting	ntinye
subordinate	n'okpuru
subordination	subordination
subplot	nbanye
subpoena	ntinye
subscribe	denye aha
subscriber	onye debanyere aha
subscription	ndenye aha
subsequence	nke sochiri
subsequent	emesia
subsequently	emesị
subservient	kwadoro
subset	ntinye
subside	kwadoro
subsidence	ebe obibi
subsidiary	enyemaka
subsidize	kwadoro
subsidy	enyemaka
subsist	kwadoro
subsistence	ego
subsoil	ala
subspace	nbanye
substance	ihe
substandard	substandard
substantial	ọ dị mkpa
substantially	otutu
substantiate	egosi
substantive	substantive
substation	substation
substitute	dochie
substituted	gbanwere
substitution	ngbanwe
substructure	nhazi
subterranean	mba ọzọ
subtext	subtext
subtitle	ndepụta okwu
subtle	aghụghọ
subtlety	aghụghọ
subtract	wepu
subtraction	nhichapu
subtype	subtype
suburb	ala
suburban	obodo
suburbia	obodo
suburbs	ala ịta ahịhịa
subversion	ngbanwe
subversive	nnupụisi
subvert	wezuga
subway	ụzọ ụgbọ oloko
succeed	ihe ịga nke ọma
succeeding	na-aga nke ọma
success	ọganihu
successful	ihe ịga nke ọma
succession	nnwere onwe
successive	onye sochiri
successor	onye nọchiri ya
succinct	ọ dị obere
succubus	ihe ndị ọzọ
succulent	na-adighi ike
succumb	daa
suck	aṅụ
sucker	ọkpọ
sucking	aṅụ
suckling	nwa ara
sucks	eme nzuzu
suction	nsị
sudden	na mberede
suddenly	na mberede
suds	obere
sue	nwaa
suede	edozi
suffer	ahụhụ
sufferer	onye nwere nsogbu
suffering	ahụhụ
suffice	ezuru
sufficiency	afọ ojuju
sufficient	ezu
sufficiently	zuru ezu
suffix	suffix
suffocate	na-agwụ
suffocating	na-agwụ
suffocation	ngbasa
sugar	shuga
suggest	atụ aro
suggestion	aro
suggestive	atụ aro
suicidal	igbu onwe ya
suicide	igbu onwe ya
suicidebombing	NO TRANSLATION
suit	uwe
suitable	adabara
suitcase	akpa akwa
suite	gaa n'ihu
suitor	suitor
sulfate	sulfate
sulfur	sọlfọ
sulk	obi iru ala
sullen	obi ụtọ
sully	sully
sulphur	sọlfọ
sultan	sultan
sultry	sultry
sum	ego
summarily	n'ozuzu
summarize	chịkọta
summary	nchịkọta
summation	nchikota
summer	okpomọkụ
summerhouse	ụlọ okpomọkụ
summertime	oge okpomọkụ
summit	nzuko
summon	kpọọ
summons	ezumike
sumo	ezumike
sump	ezumike
sumptuous	dị mma
sun	anyanwụ
sunbeam	sunbeam
sunburn	ntachu
sundae	sundae
sunday	sunday
sundial	sundial
sundown	anyanwụ dara
sundry	sundry
sunflower	sunflower
sunglass	ugogbe anya
sunglasses	ugogbe anya anwụ
sunk	dara
sunken	nwuo
sunless	enweghị ebe
sunlight	ìhè anyanwụ
sunny	anwụ na-acha
sunrise	ọwụwa anyanwụ
sunroof	sunroof
sunscreen	sunscreen
sunset	ọdịda anyanwụ
sunshine	anwụ
suntan	suntan
sunup	wepụ
sup	sup
super	nnukwu
superannuation	ntinye anya
superb	nnukwu
superficial	elu
superfluous	oke
superhero	elu
superhuman	karịrị mmadụ
superimposed	buru ibu
superintendent	superintendent
superior	elu
superiority	elu
superlative	oke
superman	oke
supermarket	ụlọ ahịa
supermodel	supermodel
supernatant	ntinye
supernatural	ejiri Ananayas
supernova	supernova
superposition	nkwenye
superpower	superpower
supersede	elu
superstar	nnukwu mma
superstition	nkwenkwe ụgha
superstitious	nkwenkwe ụgha
superstore	ụlọ ahịa
supervise	na-elekọta
supervision	nlekọta
supervisor	onye nlekọta
supper	nri abalị
suppertime	nri abalị
supplant	na-akwado
supple	nke kachasị
supplement	mgbakwunye
supplemental	agbakwunye
supplementary	agbakwunye
supplication	arịọsi arịrịọ ike
supplier	nhazi
supplies	ndokwa
supply	enweta
support	nkwado
supported	akwado
supporter	akwado
supporters	akwado
supporting	akwado
supportive	akwado
suppose	were ya
supposed	ekwuru
supposing	eche echiche
supposition	echiche
suppress	kwụsị
suppression	nhichapu
supremacy	elu
supreme	elu
supremely	oke
surcharge	mgbakwunye
sure	n'aka
surety	obi ike
surf	na-ekiri
surface	elu
surfboard	ọwa mmiri
surfer	na-ekpo ọkụ
surge	elu
surgeon	dọkịta na-awa ahụ
surgery	ịwa ahụ
surgical	ịwa ahụ
surly	surly
surmise	elu
surname	aha nna
surpassing	ihe kariri
surplus	oke
surprise	anya
surprised	anya
surprises	ihe ijuanya
surprising	ihe ijuanya
surprisingly	ihe ijuanya
surreal	surreal
surrender	nyefee
surrendering	nyefe
surrogate	na-arụ ọrụ
surround	gbara gburugburu
surrounding	gbara ya gburugburu
surroundings	gburugburu
surveillance	nyochaa
survey	nnyocha
surveying	nyocha
surveyor	onye nyocha
survival	ndu
survive	ndụ
surviving	ndụ
survivor	onye lanariri
susceptibility	ike
susceptible	dị mfe
sushi	sushi
suspect	eche
suspected	echere
suspend	kwụsịtụ
suspended	kwụsịrị
suspenders	ndị na-akwagide onwe ha
suspense	obi ike
suspension	nkwusioru
suspicion	enyo
suspicions	enyo
suspicious	enyo
sustain	kwado
sustained	kwadoro
sustenance	nri
suture	suture
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	loda
swami	swami
swamp	apiti
swamped	swamped
swampy	swampy
swan	swan
swank	swank
swap	gbanwee
swarm	iyi
swarming	swarming
swastika	swastika
swat	swat
sway	sway
swear	ṅụọ iyi
swearing	ịṅụ iyi
sweat	ọsụsọ
sweater	ejiji
sweating	Sweating
sweatshirt	sweatshirt
sweatshop	ejiji
sweaty	sweaty
sweep	sichaa
sweeper	nhicha
sweeping	Ibulite
sweet	ụtọ
sweeten	sweeten
sweetened	sweetened
sweetener	sweetener
sweetest	ụtọ
sweetheart	obi
sweetie	ụtọ
sweetness	ụtọ
sweets	sweets
swell	gbanye
swelling	ọzịza
sweltering	sweltering
swerve	gbanwee
swift	ngwa ngwa
swiftly	ngwa ngwa
swig	swig
swill	swill
swim	igwu mmiri
swimmer	na-egwu mmiri
swimming	igwu
swimsuit	swimsuit
swindle	na-agba ọsọ
swindler	swindler
swine	ezì
swing	gbanye
swinger	swinger
swinging	na-agagharị
swipe	swipe
swirl	swirl
swish	swish
switch	gbanwee
switchblade	switchblade
switchboard	windon
swivel	swivel
swollen	swollen
swoon	ụda
swoop	na-eme
sword	mma agha
swordfish	sọdfish
swordplay	swordplay
swordsman	swordman
sycamore	sycamore
syllable	syllable
syllabus	syllabus
symbiotic	akara ihe
symbol	akara
symbolic	ihe atụ
symbolically	ihe atụ
symbolism	akara
symbolize	akara
symmetric	ihe ngosi
symmetrical	symmetrical
symmetry	ihe ngosi
sympathetic	enwe ọmịiko
sympathize	nwee ọmịiko
sympathy	ọmịiko
symphonic	symphonic
symphony	nchịkọta
symposium	nchịkọta okwu
symptom	mgbaàmà
symptomatic	symptomatic
synagogue	ụlọ nzukọ
synapse	synapse
synaptic	synaptic
sync	mmekọrịta
synchronize	mekọrịta
synchronous	ejikọta
syncope	syncope
syndicate	akpakọrịta
syndrome	ọrịa
synergistic	synergistic
synergy	synergy
synod	synod
synonym	synonym
synonymous	dika okwu
synopsis	mmeghe
synoptic	synoptic
syntax	syntax
synthesis	njikọ
synthesizer	synthesizer
synthetic	ihe synthetic
syphilis	syphilis
syringe	sirinji
syrup	sirop
system	usoro
systematic	nhazi
systematically	usoro
t-shirt	uwe elu
tab	taabụ
tabasco	tabasco
tabby	tabby
tabernacle	ụlọikwuu
table	okpokoro
tableau	NO TRANSLATION
tablecloth	akwa ákwà
tablespoon	tablespoon
tablet	mbadamba
tableware	tableware
tabloid	tabloid
taboo	taboo
tabular	tabular
tabulate	dee
tabulation	nhazi
tachometer	kwadoro
tacit	tacit
tack	tọọ
tackle	mechie
tackled	kwadoro ya
tackling	na-eti aka
tacky	machi
taco	taco
tact	akọ
tactful	akọ
tactic	akọ
tactical	eji akọ
tactics	usoro
tactile	eme ihe
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	obi ọjọọ
tag	mkpado
tail	ọdụ
tailed	adụkọta
tailgate	ọ bụ ọdụ
tailings	nhazi
taillight	ọhụụ
tailor	akwa
tailoring	ịkwado
tailpipe	tailpipe
taint	dị mma
take	were
takeoff	gbapụ
takeout	wepụ
takeover	weghara
taker	onye taker
talcum	okpukpu
tale	akụkọ
talent	talent
talented	nkà
talisman	ahịa
talk	okwu
talkative	ekwu okwu
talker	ekwu okwu
tall	ogologo
tallies	ogologo
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	na-agba ọsọ
tamper	na-eme ihe
tampon	bupon
tan	tan
tandem	akpọrọ
tang	tang
tangent	ihe oriri
tangerine	tanjerịn
tangible	anya
tangle	gbasaa
tangled	juputara
tango	wepụ
tank	tank
tank top	tank n'elu
tanker	tank
tanned	tanned
tantalizing	na-arụ ọrụ
tantamount	dị ka ọ dị
tantrum	obi ilu
taoism	tao
tap	kpatụ
tape	teepu
tape measure	teepu ọtụtụ
taper	pịa
tapering	tapering
tapestry	tapestry
tapeworm	teepu
tapioca	tapioca
taps	taps
tar	ụ
tarantula	tarantula
tardiness	ọbịbịa
tardy	na-egbu oge
target	lekwasịrị
targeted	ezubere iche
targeting	ezubere iche
tariff	ọnụahịa
tarmac	tarmac
tarnish	tarnish
tarot	achicha
tarp	NO TRANSLATION
tarry	echere
tart	tart
tartan	tartan
tartar	tartar
task	ọrụ
tassel	tassel
taste	uto
tasteful	ụtọ
tasteless	enweghị ntụpọ
tasting	tasting
tasty	tọrọ ụtọ
tat	tat
tattler	echegbu
tattletale	tattletale
tattoo	egbu egbu
taught	kụziri
taunt	ekwu okwu
taupe	taupe
taut	agba
tavern	ụlọ
tawdry	agbụ
tawny	tawny
tax	ụtụ
taxed	na-akwụ ụgwọ
taxi	tagzi
taxicab	taxiab
taxonomy	ụtụ ụtụ
taxpayer	onye na-akwụ ụtụ isi
tea	tii
teach	akụzi
teacher	onye nkụzi
teaching	nkuzi
teacup	teacup
teahouse	teahouse
teal	teal
team	otu
teamjesus	NO TRANSLATION
teammate	onye otu
teamwork	arụ ọrụ
teapot	teapot
tear	akwa ákwá
tearful	akwa ákwá
tearsofjoy	NO TRANSLATION
teary	teary
tease	akwa
teaser	teaser
teasing	njakịrị
teaspoon	teaspoon
teat	teat
teatime	teatime
tech	tech
technical	teknụzụ
technicality	oru
technician	onye nyocha
technique	Usoro
techno	teknụzụ
technological	nkà na ụzụ
technology	nkà na ụzụ
ted	ted
teddy bear	ihe egwuregwu ụmụaka
tedious	dị egwu
tedium	tedium
tee	tee
teeming	teeming
teen	nwa
teenage	afọ iri na ụma
teenager	afọ iri na ụma
teens	eto eto
teensy	na-eto eto
teeny	na-eto eto
teeth	ezé
teething	ihe
teflon	teflon
telegram	telegram
telegraph	telegraph
telekinesis	telekinesis
telemetry	telemetry
telepathic	telepathic
telepathy	telepathy
telephone	ekwentị
telescope	telescope
telescopic	telescopic
telethon	telethon
teletype	teletype
televised	televised
television	telivishọn
tell	kwuo
teller	na-ekwu
telling	agwa
telltale	ekwu
temp	temp
temper	ewe iwe
tempera	okpomọkụ
temperament	obi
temperamental	obi
temperance	enwe nchekasị
temperate	dị jụụ
temperature	okpomọkụ
tempered	ewe iwe
tempest	oké ifufe
template	template
temple	ụlọ nsọ
tempo	NO TRANSLATION
temporal	anụ ahụ
temporarily	ruo nwa oge
temporary	nwa oge
tempt	nwaa
temptation	ọnwụnwa
tempting	na-anwa
temptress	ọnwụnwa
ten	iri
tenable	ike
tenacious	obi siri ike
tenacity	obi ike
tenancy	abụrụ ụlọ
tenant	onye nwe ulo
tend	eche
tendency	omume
tender	obi
tenderfoot	ụkwụ ụkwụ
tenderness	ima ima
tending	na-elekọta
tendon	tendon
tenement	nhazi
tenet	tenet
tenets	ihe
tenfold	iri
tennis	tenis
tenor	tenor
tense	tense
tensile	nhazi
tension	esemokwu
tent	tent
tentacle	tentacle
tentative	ndokwa
tenth	otu ụzọ n'ụzọ iri
tenths	ụzọ iri
tenuous	na-eche
tenure	oge
tepee	na teee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	okwu
terminal	Ọnụ
terminate	kwụsị
termination	nkwụsị
terminator	njedebe
terminology	ngwa ngwa
terminus	kwụsị
termite	termite
terms	okwu
tern	tern
ternary	ternary
terrace	okpokoro
terrain	ala
terrestrial	terrestrial
terrible	egwu
terribly	akwa
terrier	agha
terrific	egwu
terrified	ụjọ jidere
terrifies	egwu
terrify	egwu
terrifying	egwu
territorial	n'ókèala
territory	n'ókèala
terror	egwu
terrorism	iyi ọha egwu
terrorist	na-eyi ọha egwu
terrorists	ndị na-eyi ọha egwu
terrorize	egwu
terse	ụda
tertiary	agụmakwụkwọ
test	ule
testament	nkwa
testicle	nyocha
testicular	testicular
testify	agba akaebe
testimonial	nyocha
testimony	akaebe
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	tether
tethered	tụnyere
tetrahedral	tetrahedral
text	ederede
textbook	ederede
textile	textile
textural	textural
texture	ederede
tgif	tgif
thank	ekele
thankful	ekele
thankgod	Chukwu Daalụ
thanking	ekele
thankless	enweghị ekele
thanks	ekele
thanksalot	NO TRANSLATION
thanksgiving	ekele
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	nach
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	ọgwụ
theater	ihe ngosi
theatrical	egwuregwu
theatrics	ihe omimi
thebest	nke kacha mma
theft	izu ohi
theism	akwara
theistic	theistic
thelife	na ndụ
thelittlethings	NO TRANSLATION
theme	isiokwu
theocracy	ochichi
theocratic	ọchịchị Chineke
theologian	theologian
theological	nkà mmụta okpukpe
theology	nkà mmụta okpukpe
theorem	okwu
theoretical	akụkọ
theory	nkwupụta
therapeutic	ọgwụgwọ
therapeutics	ọgwụgwọ
therapist	onye na-agwọ ọrịa
therapy	ọgwụ
thereabouts	n'ebe ahụ
thereof	ya
therewith	ya
thermal	ọkụ
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	thermostat
thesaurus	thesaurus
thesis	mkpesa
thick	oké
thicken	thicken
thickening	ndim
thicket	thicket
thickness	ọkpụrụkpụ
thief	onye ohi
thigh	apata
thimble	ntụgharị
thin	dị mkpa
thing	ihe
things	ihe
thingy	ihe
think	eche
thinker	eche echiche
thinking	eche echiche
third	nke atọ
thirds	ụzọ atọ
thirst	akpịrị ịkpọ nkụ
thirsty	akpịrị ịkpọ nkụ
thirteen	iri na atọ
thirteenth	nke iri na atọ
thirty	iri atọ
thistle	ahịhịa
thither	n'ebe ahụ
thong	ụda
thorn	ogwu
thorny	ogwu
thorough	nke oma
thoroughbred	thoroughbred
thoroughfare	nke oma
thought	chere
thoughtful	eche echiche
thoughtfulness	eche echiche
thoughtless	enweghị echiche
thoughts	echiche
thousand	puku
thrash	uba
thread	eri
threat	egwu
threaten	egwu
threatened	egwu
threatening	egwu
three	atọ
threefold	atọ
threesome	atọ
thresh	izu
threshold	ụzọ
thrice	ugboro atọ
thrift	kpafuo
thrifty	kpachapụrụ anya
thrill	obi ụtọ
thrilled	obi ụtọ
thriller	aghara
thrilling	na-akpali akpali
thrive	eme nke ọma
thriving	na-eto eto
throat	akpịrị
throb	akpịrị
throbbing	na-atụ egwu
throes	akpịrị
throne	ocheeze
throng	ìgwè
