Word	bn
sentencing	দন্ডিত
sentient	সংবেদী
sentiment	অনুভূতি
sentimental	ভাবপ্রবণ
sentimentality	ভাবপ্রবণতা
sentinel	প্রহরী
sentry	প্রহরী
separable	খণ্ডনীয়
separate	আলাদা
separately	আলাদাভাবে
separation	বিচ্ছেদ
separatist	বিচ্ছিন্নতাবাদী
sepia	সেপিয়া
sepsis	পচন
sept	সেপ্টেম্বর
septic	পচনশীল
septum	নাসামধ্য পর্দা
sequel	পরিণাম
sequence	ক্রম
sequent	অনুবর্তী
sequestered	নি: সঙ্গ
sequestration	স্বতন্ত্র করে রাখা
serenade	সান্ধ্য প্রেমসংগীত
serendipity	লাভজনক
serene	নির্মেঘ
serenity	প্রশান্তি
sergeant	সার্জেণ্ট
serial	ক্রমিক
serialize	ধারাবাহিকভাবে প্রকাশ করা
series	ক্রম
serif	সেরিফ
serious	গম্ভীর
seriousness	গম্ভীরতা
sermon	নৈতিক বক্তৃতা
serpent	সর্প
serpentine	সর্পিল
serrated	ক্রকচ
serum	সিরাম
servant	দাস
serve	পরিবেশন করা
server	সার্ভার
service	সেবা
serviceable	কার্যোপযোগী
servile	ক্রীতদাসতুল্য
servitude	বশ্যতা
sesame	তিল
sess	NO TRANSLATION
session	সেশন
sessions	সেশন
set	সেট
setback	বিপত্তি
sett	NO TRANSLATION
setter	গোয়েন্দা
settle	বসতি স্থাপন করা
settled	স্থায়ী
settlement	বন্দোবস্ত
settler	ঔপনিবেশিকদের
settlor	settlor
setup	সেটআপ
seven	সাত
seventeen	সতের
seventh	সপ্তম
seventy	সত্তর
sever	বিভক্ত হত্তয়া
severable	severable
severally	আলাদাভাবে
severance	বিচ্ছেদ
severe	তীব্র
severely	গুরুতরভাবে
severity	নির্দয়তা
sew	সেলাই করা
sewage	ড্রেনের ময়লা
sewer	নর্দমা
sewerage	নর্দমা
sewing	সেলাই
sex	লিঙ্গ
sexist	যৌন বিষয়ক
sexual	যৌন
sexuality	যৌন আবেদন
sexy	সেক্সি
shabby	হীন
shack	খুপরি
shackle	হাতকড়া
shade	ছায়া
shades	ছায়া গো
shading	শেড
shadow	ছায়া
shadowy	ছায়াময়
shady	ছায়াময়
shaft	খাদ
shag	কোঁকড়া চুল
shaggy	রোমশ
shake	ঝাঁকি
shakedown	shakedown
shaken	ঝাকানো
shaker	মিক্সারে
shaking	ঝাঁকুনিদার
shaky	নড়বড়ে
shall	হইবে
shallow	অগভীর
shallows	Shallows
sham	মিথ্যা
shaman	ওঝা
shambles	বাজারে কসাইর দোকান
shame	লজ্জা
shamed	লজ্জিত
shameful	লজ্জাজনক
shameless	লজ্জাহীন
shampoo	শ্যাম্পু
shanghai	সাংহাই
shank	জঙ্ঘা
shanty	কুঁড়েঘর
shape	আকৃতি
shapely	সুষম
shard	ঠিকরা
share	ভাগ
shareholder	ভাগীদার
sharing	ভাগ
shark	হাঙ্গর
sharp	তীব্র
sharpen	ধার করা
sharpened	নিশিত
sharpener	শার্পনার
sharpness	প্রখরতা
sharpshooter	অব্যর্থসন্ধানী
shatter	ধ্বংস করা
shattered	টুটা
shattering	ফাটিয়ে
shave	কামান
shaver	লোকটা
shaving	খেউরি
shawl	শাল
sheaf	গোছা
shear	বিভক্ত করা
shears	কাঁচি
sheath	খাপ
sheathing	কাঠের বোর্ড
shed	চালা
sheen	জেল্লা
sheep	মেষ
sheepdog	কুকুর
sheepish	লাজুক
sheer	নিছক
sheet	চাদর
sheik	পরিবার প্রধান
shelf	বালুচর
shell	খোল
shellfish	খোলাত্তয়ালা মাছ
shelling	বোমাবর্ষণের
shelter	আশ্রয়
sheltered	আশ্রিত
shelters	আশ্রয়কেন্দ্র
shelved	shelved
shepherd	মেষপালক
sherbet	শরবত
sheriff	শেরিফ
sherry	শেরি
shield	ঢাল
shift	পরিবর্তন
shifting	নাড়াচাড়া
shifty	চতুর
shilling	ব্রিেনের মুদ্রাবিশেষ
shimmer	চকমক
shimmering	ধিকিধিকি
shimmy	কামিজ
shin	ঠেং
shindig	shindig
shine	চকমক
shiner	Shiner
shingle	অমসৃণ নুড়ি
shining	জ্বলজ্বলে
shiny	চকচকে
ship	জাহাজ
shipment	জাহাজে প্রেরিত কাজ
shipping	পাঠানো
shipshape	সুশৃঙ্খল
shipwreck	সর্বনাশ
shipyard	জাহাজ নির্মানের স্থান
shire	ই: ল্যন্ডের জেলা
shirt	শার্ট
shit	বিষ্ঠা
shitday	NO TRANSLATION
shitfaced	শিটফেসড
shithead	ঘৃণিত ব্যক্তি
shitless	shitless
shitload	shitload
shittest	NO TRANSLATION
shitty	শিটি
shiver	শিহরণ
shivering	কন্কন
shoals	ঝাঁকে ঝাঁকে
shock	অভিঘাত
shocked	বিস্মিত
shocker	অখাদ্য
shocking	জঘন্য
shockingly	অত্যন্ত আপত্তিকররূপে
shoddy	নিরেস
shoe	জুতা
shoelace	জুতার ফিতা
shoemaker	মুচি
shoes	জুতা
shoeshine	জুতা উজ্জ্বল
shook	shook
shoot	অঙ্কুর
shooter	শ্যুটার
shooting	শুটিং
shootout	বন্দুকযুদ্ধে
shop	দোকান
shopkeeper	দোকানদার
shoplifter	shoplifter
shoplifting	জাপানী
shopper	খরিদ্দার
shopping	কেনাকাটা
shore	কূল
shoreline	উপকূল
shorn	কর্তিত
short	সংক্ষিপ্ত
short story	ছোট গল্প
shortage	স্বল্পতা
shortcake	কেক
shortcoming	ক্রটি
shortcut	শর্টকাট
shorten	কমান
shortening	কমা
shorthand	সাধারণভাবে সংক্ষেপে
shortly	শীঘ্র
shortness	ক্ষুদ্রতা
shorts	হাফপ্যান্ট
shortstop	shortstop
shortwave	শর্টওয়েভ
shot	শট
shotgun	শটগান
shoulder	অংস
shout	চিত্কার
shove	ঠেলা
shovel	বেলচা
shoveling	shoveling
show	প্রদর্শনী
showbiz	বিনোদন ব্যাবসায়
showboat	showboat
showcase	প্রদর্শনী
showdown	চরম পরীক্ষা
shower	ঝরনা
showgirl	showgirl
showing	দেখাচ্ছে
showoff	showoff
showroom	শোরুম
showy	চটকদার
shrapnel	স্রাপ্নেল্
shred	ছিন্নাংশ
shrew	কলহপ্রি় স্ত্রীলোক
shrewd	বিচক্ষণ
shriek	তীক্ষ্ন চিতকার করা
shrill	উগ্র
shrimp	চিংড়ি
shrine	মন্দির
shrink	সঙ্কুচিত করা
shrinking	কুঁচন
shrivel	কোঁচকান
shroud	আবরণ
shrub	গুল্ম
shrubbery	গুল্মকৃষি
shrug	ঝিঁকা দেত্তয়া
shrunk	সঙ্কুচিত
shrunken	কাঁচুমাচু
shudder	কাম্পনি
shuddering	কম্পিত
shuffle	অদলবদল
shuffleboard	শাফলবোর্ড
shuffling	প্রকাশের shuffling
shun	পরিহার করা
shunned	shunned
shunt	সরিয়া যাত্তয়া
shut	বন্ধ
shutdown	শাটডাউন
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	ঝিলমিল
shuttle	তুরি
shutup	NO TRANSLATION
shy	লাজুক
shyness	ব্রীড়া
shyster	মতলবাজ উকিল
sib	NO TRANSLATION
sibling	সহোদর
sic	এসআইসি
sick	অসুস্থ
sickbay	অসুস্থ উপসাগর
sicken	পীড়িত করান
sickening	বিরক্তিকর
sickle	কাস্তে
sickly	দুর্বল
sickness	অসুস্থতা
side	পাশ
sidearm	sidearm
sidebar	পার্শ্বদন্ডে
sideboard	তাক ইঃ লাগানো টেবিল
sideburns	ঝুলপি
sidecar	সাইডকার
sidekick	Sidekick
sideline	সাইড
sideshow	Sideshow
sidestep	sidestep
sidewalk	ফুটপাথ
sideways	পার্শ্বাভিমুখ
sidewinder	Sidewinder
siege	নিরোধ
siesta	মধ্যাহ্নকালীন নিদ্রা
sieve	চালনী
sift	টালা
sifting	sifting
sigh	দীর্ঘশ্বাস
sight	দৃষ্টিশক্তি
sighting	দেখা
sightseeing	দর্শনীয় স্থানাদিদর্শন
sigma	সিগমা
sign	চিহ্ন
signal	সংকেত
signature	স্বাক্ষর
significance	তাত্পর্য
significant	গুরুত্বপূর্ণ
signification	গুরূত্ব
signify	মানে বোঝান
signpost	পথনির্দেশক স্তম্ভ
silence	নীরবতা
silencer	silencer
silent	নীরব
silently	চুপটি
silhouette	মসীবর্ণ ছায়া-পরিলেখ
silicon	সিলিকোন
silicone	সিলিকন
silk	সিল্ক
silken	রেশমী
silky	রেশমী
sill	গোবরাট
silliness	মূর্খতা
silly	নিরীহ
silo	একঘেয়ে রূপ
silt	পলি
silver	রূপা
silverware	কাঁটাচামচ
silvery	রূপালি
similar	অনুরূপ
similarity	আদল
simile	NO TRANSLATION
simmer	ইতর ফুটন্ত অবস্থা
simmering	simmering
simple	সহজ
simples	NO TRANSLATION
simpleton	বোকা লোক
simplicity	সরলতা
simplify	সহজতর করা
simplistic	সরল
simply	কেবল
