Word	gu
wanderer	વાન્ડેરેર
wandering	ભટકતા
wane	વિલંબ
waning	અસ્ત
wanker	wanker
wannabe	વોન્નેબે
wannasleep	NO TRANSLATION
want	માંગો છો
wanting	ઇચ્છા
wanton	ઉત્સુક
war	યુદ્ધ
warbler	વાર્બલર
warcrimes	NO TRANSLATION
ward	વોર્ડ
warden	વોર્ડન
wardrobe	કપડા
ware	વેર
warehouse	વેરહાઉસ
warfare	યુદ્ધ
warhead	શસ્ત્રો
warlike	લડાયક
warlock	જાદુગર
warlord	સરદાર
warm	ગરમ
warming	ઉષ્ણતામાન
warms	ગરમી
warmth	હૂંફ
warn	ચેતવણી
warned	ચેતવણી આપી
warning	ચેતવણી
warp	દોરા
warpath	વેરપાથ
warped	વિકૃત
warrant	વોરંટ
warranted	સમર્થિત
warrants	વોરંટ
warranty	વોરંટી
warren	વોરન
warrior	યોદ્ધા
warship	યુદ્ધ જહાજ
wart	મસો
wartime	યુદ્ધ સમય
wary	સાવચેત
wash	ધોવું
washed	ધોવાઇ
washer	વાયરસ
washing	ધોવા
washout	ધોવાણ
washroom	વોશરૂમ
wasp	ભમરી
waste	કચરો
wastebasket	કચરાપેટી
wasted	વેડફાઇ જતી
wasteful	ઉડાઉ
wasteland	વંચિત જમીન
wasting	વ્યર્થ
watch	જુઓ
watchdog	વોચડોગ
watcher	નોંધક
watchful	સાવધાન
watchman	NO TRANSLATION
watchout	સાવધાની
watchtower	વૉચટાવર
water	પાણી
water polo	વોટર પોલો
waterbed	પાણીયુક્ત
watercourse	પાણીનો પ્રવાહ
watered	પાણીયુક્ત
waterfall	ધોધ
waterfront	વોટરફ્રન્ટ
watering can	પ્રાણીઓની પાણી પીવાની કરી શકો છો
watermelon	તરબૂચ
waterproof	વોટરપ્રૂફ
waterworks	વોટરવર્ક
watery	પાણીવાળી
wave	તરંગ
wavelength	તરંગલંબાઇ
waver	વેર
wavering	મૂંઝવતી
waves	મોજા
wavy	ઊંચુંનીચું થતું
wax	મીણ
waxed	મીણ લગાવેલું
waxy	મીણ જેવું
way	માર્ગ
ways	રીતે
wayward	તરંગી
weak	નબળા
weaken	નબળા
weakened	નબળા
weakling	નબળા
weakly	નબળું
weakness	નબળાઇ
wealth	સંપત્તિ
wealthy	શ્રીમંત
weapon	હથિયાર
weaponry	હથિયારો
wear	વસ્ત્રો
wearer	પહેરનાર
wearily	હાસ્યાસ્પદ
weariness	થાકતા
wearing	પહેર્યા
weary	કંટાળાજનક
weasel	વેશેલ
weather	હવામાન
weathered	ખવાણ
weatherman	હવામાનશાસ્ત્રી
weatherproof	હવામાનપ્રુફ
weave	વણાટ
web	વેબ
website	વેબસાઇટ
wed	લગ્ન
wedded	વણવેલ
wedding	લગ્ન
wedge	ફાચર
wedlock	લગ્નસંબંધ
wee	ઝીણું
weed	ઘાસ
weeding	નિંદણ
weeds	નીંદણ
weedy	નબળું
weeeee	NO TRANSLATION
week	સપ્તાહ
weekday	અઠવાડિયાનો દિવસ
weekend	સપ્તાહમાં
weekly	સાપ્તાહિક
weenie	વંશ
weep	રડવું
weeping	રડવું
weeping willow	રડે વિલો
weepy	રડે છે
weigh	તોલવું
weighing	વજન
weight	વજન
weightless	વજનવાળા
weightloss	NO TRANSLATION
weights	વજન
weighty	વજનદાર
weir	વાયર
weird	અલૌકિક
weirdness	weirdness
weirdo	વરુડો
welcome	સ્વાગત
welcomed	સ્વાગત
welcoming	સ્વાગત
weld	વેલ્ડ
welder	વેલ્ડર
welding	વેલ્ડીંગ
welfare	કલ્યાણ
wellhead	કૂવા
wellness	સુખાકારી
welsh	વેલ્શ
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	વેન્ચ
werewolf	વેરવોલ્ફ
west	પશ્ચિમ
westbound	વેસ્ટબાઉન્ડ
western	પશ્ચિમી
wet	ભીનું
wetback	વેટબેક
whack	વેક
whale	વ્હેલ
whaling	વ્હીલિંગ
wham	ધુમ્મસ
whammy	હેમમા
wharf	વ્હાર્ફ
whatdoido	NO TRANSLATION
whatif	શું જો
whatmakesmesmile	NO TRANSLATION
whatnot	જેનોટ
whatsoever	બિલકુલ
whatsthepoint	NO TRANSLATION
wheat	ઘઉં
wheel	ચક્ર
wheel barrow	NO TRANSLATION
wheelbarrow	ઠેલો
wheelchair	વ્હીલચેર
wheels	વ્હીલ્સ
wheeze	છટકું
whelp	વેશ
whereabouts	ઠેકાણું
wherefore	શા માટે?
wherewith	સહિત
wherewithal	સહિત
whet	ઘસવું
whiff	ઝબકવું
whilst	જયારે
whim	ધૂન
whimper	ઝબકવું
whimsical	તરંગી
whimsy	તરંગી
whine	બબડાટ
whiny	ચાટવું
whip	ચાબુક
whiplash	વ્હિપ્લેશ
whipped	ચાબૂક મારી
whirl	વમળ
whirlpool	વમળ
whirlwind	વાવંટોળ
whisk	ઝટકવું
whisker	કલ્લા
whiskers	ઝરણા
whiskey	વ્હિસ્કી
whisky	વ્હિસ્કી
whisper	વ્હીસ્પર
whispered	whispered
whistle	વ્હીસલ
whit	કટકો
white	સફેદ
whitefish	સફેદફિશ
whiteness	શુષ્કતા
whitewash	whitewash
whitish	સફેદ
whittle	ભીડ
whiz	સુસવાટો
whole	સંપૂર્ણ
wholesale	જથ્થાબંધ
wholesome	તંદુરસ્ત
wholly	સંપૂર્ણ
whoo	યૂ
whoop	ચીસ પાડવી
whopper	હૂપર
whopping	ભારે મોટું
whore	વેશ્યા
whorehouse	વેશરહાઉસ
wick	વાટ
wicked	દુષ્ટ
wickedness	દુષ્ટતા
wicker	વિકર
wicket	વિકેટ
wide	વિશાળ
widely	વ્યાપકપણે
widen	વિસ્તૃત કરો
widespread	વ્યાપક
widow	વિધવા
widowed	વિધવા
widower	વિધુર
width	પહોળાઈ
wield	કાબૂમાં રાખવું
wiener	વાયિયર
wienie	NO TRANSLATION
wife	પત્ની
wig	પગડી
wiggle	વારંવાર હાલવું
wight	વાઇટ
wiki	વિકી
wild	જંગલી
wildcat	વાઇલ્ડકેટ
wildebeest	જંગલી
wilderness	જંગલી
wildfire	જંગલી આગ
wildlife	વન્યજીવન
will	ઇચ્છા
willful	વિલક્ષણ
willies	વિલિયમ્સ
willing	તૈયાર
willingly	ખુશીથી
willingness	ઈચ્છા
willow	વિલો
willpower	ઇચ્છાશક્તિ
wilt	નમાવવું
wilted	ચીમળાયેલ
wily	કપટી
wimp	વિમમ
wimpy	wimpy
win	જીત
wince	wince
winch	ચંચલ
wind	પવન
windbag	પવનકાર્ય
windfall	વિન્ડફોલ
winding	સમાપ્ત
windmill	પવનચક્કી
window	વિન્ડો
windowsill	NO TRANSLATION
windpipe	પવનચક્કી
windshield	વિન્ડશિલ્ડ
windy	તોફાની
wine	વાઇન
wine cooler	વાઇન કૂલર
wing	પાંખ
winged	પાંખવાળા
winger	વિંગર
wingman	પાંખ
wink	આંખ મારવી
winner	વિજેતા
winning	વિજેતા
winnings	જીતેલી
wino	NO TRANSLATION
winter	શિયાળો
winterbreak	NO TRANSLATION
wintertime	શિયાળો
wintery	શિયાળુ
wintry	શિયાળાનું
wipe	સાફ કરવું
wiper	વાઇપર
wire	વાયર
wired	વાયર્ડ
wireless	વાયરલેસ
wiretap	વાયરટેપ
wiring	વાયરિંગ
wis	શુભેચ્છા
wisdom	શાણપણ
wise	મુજબની
wish	ઇચ્છા
wishbone	ઈચ્છાબૉન
wishful	કશુંક કરવા ઇચ્છુક
wishing	ઈચ્છતા
wishmeluck	મને ભાગ્ય માટે અભિનંદન આપો
wisp	wisp
wistful	આતુર
wit	સમજશક્તિ
witch	ડાકણ
witchcraft	મેલીવિદ્યા
withal	withal
withdraw	પાછી ખેંચી લો
withdrawal	ઉપાડ
withdrawals	ઉપાડ
withdrawn	પાછી ખેંચી લીધી
wither	કરમાવું
withered	withered
withering	વિસ્ફોટક
withhold	રોકવું
withholding	અટકાવવું
withstand	ટકી
witless	નિષ્કલંક
witness	સાક્ષી
wits	wits
witty	વિનોદી
wiz	સરસ
wizard	વિઝાર્ડ
wobble	ધ્રૂજવું
wobbly	વોબલીથી
woe	દુ: ખ
woeful	દુ: ખી
woefully	દુ: ખી
wok	wok
wokemeup	NO TRANSLATION
wolf	વરુ
wolverine	વોલ્વરાઈન
woman	સ્ત્રી
womanhood	સ્ત્રીત્વ
womanizer	સ્ત્રીસ્તર
womanly	સ્ત્રીને લગતું
womb	ગર્ભાશય
wonder	અજાયબી
wonderful	અદ્ભુત
wonderfully	અદ્ભૂત
wonderment	અજાયબી
wondrous	આશ્ચર્યકારક રીતે
wont	NO TRANSLATION
woo	વુ
wood	લાકડું
woodcut	લાકડાનું કાપડ
wooden	લાકડાના
woodland	જંગલ
woodlands	જંગલો
woodpecker	લક્કડખોદ
woods	વૂડ્સ
woodshed	લાકડાવાળી
woodsman	વૂડ્સમેન
woodwork	લાકડાનું કામ
woody	લાકડાનું
woof	વુફ
woohoo	વૂહૂ
wooing	વુઇંગ
wool	ઊન
woolen	ઊનીન
woolly	ઊંડેલી
woot	વોટ
woozy	woozy
wop	wop
word	શબ્દ
wording	શબ્દરચના
words	શબ્દો
wordy	શબ્દાડંબર
work	કામ
workaholic	વર્કહોલિક
workbook	વર્કબુક
worker	કાર્યકર
working	કાર્યરત
workings	કાર્યકારી
workload	વર્કલોડ
workman	કામદાર
workmanship	કારીગર
workout	વર્કઆઉટ
workplace	કાર્યસ્થળે
works	કામ કરે છે
workshop	વર્કશોપ
workup	ઉપર કામ
world	દુનિયા
worldly	દુન્યવી
worldwide	વિશ્વભરમાં
worm	કૃમિ
wormhole	wormhole
wormwood	નાગદમન
worn	પહેરવામાં
worried	ચિંતાતુર
worries	ચિંતાઓ
worry	ચિંતા કરો
worrying	ચિંતાજનક
worse	ખરાબ
worsening	વધુ ખરાબ થવું
worship	પૂજા
worshipful	આદરણીય
worstfeeling	NO TRANSLATION
worth	વર્થ
worthless	નકામું
worthwhile	યોગ્ય
worthy	લાયક
wot	વોટ
would	શું કરશે
wound	ઘા
wounded	ઘાયલ
wounding	ઘાયલ
wounds	જખમો
wracking	wracking
wrangler	રેન્ગલર
wrangling	રાંઝડવું
wrap	કામળો
wrapper	રેપર
wrapping	રેપિંગ
wrath	ક્રોધ
wrathful	ક્રોધી
wreak	લૂંટવું
wreath	માળા
wreck	નંખાઈ
wreckage	ભાંગી ગયેલી વસ્તુ
wrecked	ભાંગી પડ્યા
wrecker	વેરકર
wrench	સાધન
wrenching	wrenching
wrest	કુસ્તી
wrestle	કુસ્તી
wrestler	કુસ્તીબાજ
wrestling	કુસ્તી
wretch	ઉન્માદ
wretched	દુ: ખી
wriggle	સળંગ
wright	રાઈટ
wring	દાબવું
wringer	રૅન્ગર
wrinkle	સળ
wrinkled	કરચલીવાળી
wrist	કાંડા
wristband	wristband
wristwatch	કાંડા ઘડિયાળ
writ	રિટ
write	લખો
writer	લેખક
writing	લેખન
written	લેખિત
wrong	ખોટું
wrongdoing	ખોટું કર્યું
wrongful	અન્યાયી
wrongly	ખોટી રીતે
wrought	ઘડતર
wry	રુ
xanax	xanax
xenophobia	ઝેનોફોબિયા
xerox	ઝેરોક્ષ
xmas	ક્રિસ્ટમસ શબ્દનું ટૂંકું રૂપ
xoxo	xoxo
yaaaay	NO TRANSLATION
yaaay	NO TRANSLATION
yaay	NO TRANSLATION
yacht	યાટ
yachting	યાટિંગ
yahoo	યાહૂ
yak	યાક
yam	યામ
yank	યાંક
yap	NO TRANSLATION
yard	યાર્ડ
yarn	યાર્ન
yaw	યા
yawn	બગાસું ખાવું
yawning	ઝબકવું
yay	હા
yayy	NO TRANSLATION
yayyy	NO TRANSLATION
yayyyy	NO TRANSLATION
yea	હા
yeahhh	યેહહ
yeahhhh	NO TRANSLATION
year	વર્ષ
yearbook	યરબુક
yearling	વર્ષા
yearly	વાર્ષિક
