Word	hr
stamp	pečat
stampede	divlje bjekstvo
stance	stav
stand	stajati
standard	standard
standardize	normirati
standardized	tipiziran
standby	pričekaj
standing	stajati
standoff	uzdržljivost
standpoint	stanovište
standstill	zastoj
standup	ustani
stanza	strofa
staph	Staph
staple	spajalica
stapler	heftalica
star	zvijezda
star fruit	zvijezda voća
starboard	desna strana broda
starch	škrob
stardom	položaj filmske zvijezde
stardust	Zvjezdana prašina
stare	buljiti
starfish	morska zvijezda
stargazing	do zvijezda
staring	zurenje
stark	sasvim
starlet	starleta
starlight	svjetlost zvijezda
starling	čvorak
starry	zvjezdani
stars	zvijezde
starship	brod
start	početak
starter	starter
startle	uzdrhtati
startled	iznenadio
startling	potresan
starvation	gladovanje
starve	umirati od gladi
starved	izgladneo
starving	gladan
stash	skriti
stat	stat
state	država
stately	veličanstven
statement	izjava
stateroom	brodska kabina
stateside	u kontinentalnom djelu Amerike
statesman	državnik
static	statički
staticky	NO TRANSLATION
statics	statika
station	stanica
stationary	stacionaran
stationery	pribor za pisanje
statistic	statistički
statistical	statistički
statistician	statističar
stator	statora
statuary	vajarstvo
statue	kip
statuette	statueta
stature	stas
status	status
statute	statut
statutory	propisan zakonom
staunch	vjeran
stave	kitica
stay	boravak
stayaway	NO TRANSLATION
stayed	ostao
stays	ostaje
stead	Stead
steadfast	postojan
steady	postojan
steak	odrezak
steakhouse	steakhouse
steal	ukrasti
stealing	krađa
stealth	potajno
stealthily	potajno
stealthy	nečujan
steam	para
steamboat	parobrod
steamer	parobrod
steaming	parenje
steamroller	parni valjak
steamship	parobrod
steamy	pun pare
steel	željezo
steep	strm
steeple	zvonik
steer	upravljati
steering	upravljanja
stellar	zvjezdani
stem	stabljika
stench	smrad
stencil	matrica
stenographer	stenograf
step	korak
stepdaughter	pastorka
stepfather	očuh
stepmother	maćeha
steppe	stepa
steps	koraci
stepson	posinak
stereo	stereo
stereoscopic	stereoskopski
stereotype	stereotip
stereotyped	stereotipan
sterile	sterilan
sterility	sterilnost
sterilize	sterilizirati
sterling	pravi
stern	krma
sternum	sternum
steroid	steroidni
stethoscope	stetoskop
stew	paprikaš
steward	konobar
stewardess	stjuardesa
stewardship	položaj upravnika
stfu	STFU
stick	štap
sticker	naljepnica
sticking	lijepljenje
stickler	cjepidlaka
stickup	stršati
sticky	ljepljiv
stiff	krut
stiffen	ukrutiti
stiffness	krutost
stifle	gušiti
stifled	ugušena
stifling	zagušljiv
stigma	stigma
stile	NO TRANSLATION
stiletto	stilet
stillbirth	mrtvorođenče
stillborn	mrtvorođen
stillness	tišina
stillwaiting	još čekam
stilts	štulama
stimulant	stimulativan
stimulate	stimulirati
stimulating	stimuliranje
stimulation	stimulacija
stimulus	stimulans
sting	ubosti
stinger	žaoka
stinging	koji žeže
stingy	škrt
stink	smrad
stinker	smrdljivac
stinking	smrdljiv
stinky	smrdljiv
stint	ograničenje
stipend	plata
stipulate	utvrditi, ugovoriti
stipulation	odredba
stir	promiješati
stirring	uzbudljiv
stitch	šav
stitching	šivanje
stock	zaliha
stockade	zatvor
stockbroker	posrednik u trgovini
stockholder	akcionar
stocking	čarapa
stockings	čarape
stockpile	zaliha
stockroom	skladište
stocks	zalihe
stoic	stoički
stole	ukrao
stolen	ukraden
stomach	trbuh
stomachache	bol u trbuhu
stomp	stomp
stomped	stupala
stone	kamen
stoned	ustondiran
stonewall	kameni zid
stoneware	kamena roba
stony	kameni
stooge	marioneta
stool	stolica
stools	stolice
stoop	pognuti
stoopid	stoopid
stop	Stop
stopover	prekid putovanja
stoppage	obustava
stopper	zapušač
stopping	zaustavljanje
stopwatch	štoperica
storage	skladištenje
store	dućan
storefront	izlog
storehouse	skladište
storeroom	skladište
storing	skladištenje
storm	oluja
storming	storming
stormy	olujni
story	priča
storybook	knjiga pripovjedaka
storyteller	pripovjedač
storytelling	pričanje priče
stound	stound
stout	jako pivo
stove	štednjak
stow	metnuti
stowaway	slijepi putnik
straddle	urakljiti
straight	ravno
straighten	ispraviti
straightforward	iskren
straightway	smjesta
strain	naprezanje
strained	zategnut
strait	tijesan
straitjacket	ludačka košulja
straits	moreuz
strand	nasukati
stranded	nasukan
strange	čudan
stranger	stranac
strangle	daviti
strangulation	gušenje
strap	remen
strapless	bez bretela
strapping	flasteri
strata	slojeva
strategic	strateški
strategist	strateg
strategy	strategija
stratification	stratifikacija
stratosphere	stratosfera
stratum	stratum
stratus	stratus
straw	slama
strawberry	jagoda
stray	zalutao
streak	pruga
streaked	prugast
stream	potok
streamer	traka
streaming	tekući
streamline	strujnica
street	ulica
streetcar	tramvaj
streetlight	ulična rasvjeta
strength	snaga
strengthen	ojačati
strengthening	jačanje
strenuous	naporan
strep	strep
stress	stres
stressed	naglasio
stresses	naprezanja
stressfree	NO TRANSLATION
stressful	stresno
stressin	NO TRANSLATION
stressing	ističući
stressrelief	NO TRANSLATION
stretch	rastezanje
stretcher	nosila
stricken	obolio
strict	strog
stride	koračati
strife	svađa
strike	štrajk
strikeout	Precrtano
striker	udarač
striking	udaranje
strikingly	upadljivo
string	niz
strings	žice
stringy	ljepljiv
strip	traka
stripe	pruga
striped	prugasta
stripped	skinuo
stripper	striptizeta
striptease	striptiz
strive	težiti
strobe	strobe
stroke	udar
stroll	šetati
stroller	šetač
strolling	lutajući
strong	jak
stronghold	uporište
strongly	snažno
structural	strukturalan
structure	struktura
strudel	štrudla
struggle	borba
strut	razmetati se
stub	iskrčiti
stubbed	stubbed
stubble	strnjika
stubborn	tvrdoglav
stubbornness	tvrdoglavost
stubby	čekinjav
stucco	gipsani malter
stuck	u škripcu
stuckup	NO TRANSLATION
stud	klinac
studded	okovan klincima
student	student
studied	studirao
studio	studio
study	studija
stuff	stvari
stuffed animal	plišana životinja
stuffing	punjenje
stuffy	začepljen
stumble	posrnuti
stump	panj
stumped	batrljak
stun	onesvijestiti
stunned	zapanjen
stunner	ošamutilac
stunning	zadivljujući
stunt	štos
stunted	zakržljao
stuntman	kaskader
stupefaction	ošamućivanje
stupefy	ošamutiti
stupendous	ogroman
stupid	glup
stupidity	glupost
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	ukočenost
sturdy	čvrst
sturgeon	jesetra
stutter	mucanje
sty	svinjac
style	stil
styling	stil
stylish	stilski
stylist	stilist
suave	uglađen
sub	pod
subatomic	subatomske
subcommittee	pododbor
subconscious	podsvjestan
subcutaneous	potkožna
subdivide	dalje podijeliti
subdivision	odsjek
subduction	Subdukcijska
subdue	svesti
subdued	podčinjen
subdural	subduralni
subito	NO TRANSLATION
subject	predmet
subjected	podvrgnuti
subjection	podčinjenje
subjective	subjektivan
subjugation	pokoravanje
sublet	dati u podzakup
sublevel	podnivo
sublimation	sublimacija
sublime	uzvišen
subliminal	podsvjestan
submarine	podmornica
submerge	zaroniti
submerged	potopljen
submersible	potopne
submission	podnošenje
submissive	pokoran
submit	podnijeti
submitting	Slanjem
subordinate	podređen
subordination	podređenost
subplot	subplot
subpoena	sudski poziv
subscribe	pretplatiti
subscriber	pretplatnik
subscription	pretplata
subsequence	sekvencija
subsequent	sljedeći
subsequently	zatim
subservient	podređen
subset	podset
subside	opasti
subsidence	slijeganje
subsidiary	podružnica
subsidize	subvencionirati
subsidy	subvencija
subsist	opstajati
subsistence	opstanak
subsoil	plug za duboko oranje
subspace	potprostor
substance	supstanca
substandard	podstandardan
substantial	znatan, bitan, stvaran
substantially	bitno
substantiate	potvrditi
substantive	imenica
substation	podstanica
substitute	zamjena
substituted	supstituirani
substitution	zamjena
substructure	podgradnja
subterranean	podzeman
subtext	podtekst
subtitle	titl
subtle	fin
subtlety	suptilnost
subtract	oduzeti
subtraction	oduzimanje
subtype	podtip
suburb	predgrađe
suburban	prigradski
suburbia	predgrađe
suburbs	predgrađa
subversion	subverzija
subversive	subverzivan
subvert	srušiti
subway	podzemna željeznica
succeed	uspjeti
succeeding	sljedeći
success	uspjeh
successful	uspješan
succession	slijed
successive	uzastopni
successor	nasljednik
succinct	sažet
succubus	Succubus
succulent	sočan
succumb	podleći
suck	sisati
sucker	naivčina
sucking	koji sisa
suckling	odojče
sucks	sranje
suction	usisavanje
sudden	naglo
suddenly	iznenada
suds	sapunica
sue	tužiti
suede	antilop
suffer	patiti
sufferer	stradalac
suffering	pati
suffice	biti dosta
sufficiency	dovoljnost
sufficient	dovoljan
sufficiently	dovoljno
suffix	sufiks
suffocate	ugušiti
suffocating	zagušljiv
suffocation	ugušenje
sugar	šećer
suggest	predložiti
suggestion	prijedlog
suggestive	sugestivan
suicidal	suicidalan
suicide	samoubistvo
suicidebombing	NO TRANSLATION
suit	odijelo
suitable	pogodan
suitcase	kofer
suite	apartman
suitor	tužitelj
sulfate	sulfat
sulfur	sumpor
sulk	duriti se
sullen	sumoran
sully	prljati
sulphur	sumpor
sultan	sultan
sultry	sparan
sum	iznos
summarily	po kratkom postupku
summarize	rezimirati
summary	Sažetak
summation	zbir
summer	ljeto
summerhouse	ljetna kuća
summertime	Ljetno vrijeme
summit	vrh
summon	zvati
summons	poziv
sumo	sumo
sump	dio visoke peći
sumptuous	raskošan
sun	Sunce
sunbeam	sunčev zrak
sunburn	opekotina od sunca
sundae	kupa
sunday	nedjelja
sundial	sunčani sat
sundown	zalazak sunca
sundry	sušen na suncu
sunflower	suncokret
sunglass	sunčane naočale
sunglasses	sunčane naočale
sunk	udubljen
sunken	utonuo
sunless	sunless
sunlight	sunčana svjetlost
sunny	sunčano
sunrise	izlazak sunca
sunroof	krovni otvor
sunscreen	krema za sunčanje
sunset	zalazak sunca
sunshine	sunce
suntan	preplanulost
sunup	sunup
sup	srkati
super	super
superannuation	penzija
superb	divan
superficial	površan
superfluous	prekomjeran
superhero	superheroj
superhuman	nadčovječanski
superimposed	preklapaju
superintendent	domar
superior	superioran
superiority	superiornost
superlative	superlativ
superman	nadčovjek
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	nadnaravan
supernova	supernova
superposition	slaganje
superpower	supersila
supersede	zamijeniti
superstar	super zvijezda
superstition	praznovjerje
superstitious	praznovjeran
superstore	Superstore
supervise	nadgledati
supervision	nadzor
supervisor	nadglednik
supper	večera
suppertime	vrijeme večere
supplant	zamijeniti
supple	mek
supplement	dopuniti
supplemental	naknadni
supplementary	dopunski
supplication	preklinjanje
supplier	dobavljač
supplies	pribor
supply	Opskrba
support	podrška
supported	podržan
supporter	navijač
supporters	pristaše
supporting	potporni
supportive	podržavaju
suppose	pretpostaviti
supposed	trebala
supposing	s pretpostavkom da
supposition	pretpostavka
suppress	ugušiti
suppression	suzbijanje
supremacy	vrhovna vlast
supreme	vrhovni
supremely	krajnje
surcharge	uz nadoplatu
sure	Naravno
surety	izvjesnost
surf	surfati
surface	površinski
surfboard	daska za surfanje
surfer	surfer
surge	udar
surgeon	kirurg
surgery	kirurgija
surgical	kirurška
surly	nabusit
surmise	pretpostaviti
surname	prezime
surpassing	nadmašiv
surplus	višak
surprise	iznenađenje
surprised	iznenađen
surprises	iznenađenja
surprising	iznenađujuće
surprisingly	iznenađujuče
surreal	nestvarno
surrender	predaja
surrendering	surrendering
surrogate	surogat
surround	Surround
surrounding	okolni
surroundings	okruženje
surveillance	prismotra
survey	pregled
surveying	premjeravanje
surveyor	geometar
survival	opstanak
survive	preživjeti
surviving	preživio
survivor	preživio
susceptibility	osjetljivost
susceptible	osjetljiv
sushi	sushi
suspect	sumnjiv
suspected	sumnja
suspend	obustaviti
suspended	suspendiran
suspenders	tregeri
suspense	suspenzija
suspension	suspenzija
suspicion	sumnja
suspicions	sumnje
suspicious	sumnjiv
sustain	održati
sustained	neprekidan
sustenance	hranjivost
suture	šivanje
suv	SUV
sux	sux
swab	tampon
swag	plijen
swagger	šepurenje
swallow	gutljaj
swami	swami
swamp	Močvara
swamped	zaglibljen
swampy	močvaran
swan	labud
swank	elegantan
swap	razmjena
swarm	roj
swarming	rojenje
swastika	svastika
swat	spljeskati
sway	utjecaj
swear	psovati
swearing	psovanje
sweat	znoj
sweater	džemper
sweating	znojenje
sweatshirt	majica
sweatshop	sweatshop
sweaty	znojav
sweep	pomesti
sweeper	čistač
sweeping	brišući
sweet	slatko
sweeten	zasladiti
sweetened	zaslađeno
sweetener	zaslađivač
sweetest	najslađi
sweetheart	draga
sweetie	draga
sweetness	slast
sweets	slatkiši
swell	naduti
swelling	oteklina
sweltering	sparan
swerve	zastranjivanje
swift	brz
swiftly	brzo
swig	gutljaj
swill	pomije
swim	plivati
swimmer	plivač
swimming	plivanje
swimsuit	kupaći kostim
swindle	varati
swindler	varalica
swine	svinja
swing	ljuljati
swinger	raskalašnik
swinging	ljuljanje
swipe	ukrasti
swirl	kovitlanje
swish	zvižduk
switch	prekidač
switchblade	Switchblade
switchboard	telefonska centrala
swivel	stožer
swollen	natečen
swoon	nesvijest
swoop	nalet
sword	mač
swordfish	sabljarka
swordplay	mačevanje
swordsman	mačevalac
sycamore	javor
syllable	slog
syllabus	nastavni plan
symbiotic	živi u simbiozi
symbol	simbol
symbolic	simboličan
symbolically	simbolički
symbolism	simbolizam
symbolize	simboliziraju
symmetric	simetričan
symmetrical	simetričan
symmetry	simetrija
sympathetic	suosjećajan
sympathize	saosjećati
sympathy	simpatija
symphonic	simfonijski
symphony	simfonija
symposium	simpozijum
symptom	simptom
symptomatic	simptomatičan
synagogue	sinagoga
synapse	sinapsa
synaptic	sinaptična
sync	sinkronizirati
synchronize	sinkronizirati
synchronous	sinkroni
syncope	sinkopa
syndicate	sindikat
syndrome	sindrom
synergistic	sinergističko
synergy	sinergija
synod	sinod
synonym	sinonim
synonymous	sinoniman
synopsis	sinopsis
synoptic	sinoptičan
syntax	sintaksa
synthesis	sinteza
synthesizer	sintesajzer
synthetic	sintetski
syphilis	sifilis
syringe	špric
syrup	sirup
system	sistem
systematic	sistematski
systematically	sustavno
t-shirt	majica
tab	kartica
tabasco	tabasco
tabby	torokuša
tabernacle	tabernakul
table	stol
tableau	NO TRANSLATION
tablecloth	stolnjak
tablespoon	žlica
tablet	tableta
tableware	stolno posuđe
tabloid	u zbijenom obliku
taboo	tabu
tabular	tabličast
tabulate	urediti u vidu tablice
tabulation	tabeliranje
tachometer	tahometar
tacit	prešutan
tack	taktika
tackle	pribor
tackled	rješavati
tackling	pribor
tacky	otrcan
taco	taco
tact	takt
tactful	taktičan
tactic	taktika
tactical	taktički
tactics	taktika
tactile	taktilni
tad	NO TRANSLATION
tadpole	punoglavac
taffeta	taft
taffy	karamele
tag	označiti
tail	rep
tailed	podrezan
tailgate	zadnja vrata automobila
tailings	pljeva
taillight	Stražnje svjetlo
tailor	krojač, prilagoditi
tailoring	krojački zanat
tailpipe	auspuhom
taint	uprljati
take	uzeti
takeoff	polijetanje
takeout	Za ponijeti
takeover	preuzeti
taker	lopov
talcum	talk
tale	priča
talent	talenat
talented	talentirani
talisman	talisman
talk	razgovor
talkative	govorljiv
talker	govornik
tall	visok
tallies	podudara
tallow	loj
tally	raboš
talon	talon
talons	NO TRANSLATION
tambourine	tamburin
tame	NO TRANSLATION
tamer	krotitelj
taming	kroćenje
tamper	nagovarati
tampon	tampon
tan	preplanulost
tandem	tandem
tang	morska trava
tangent	tangens
tangerine	mandarina
tangible	opipljiv
tangle	zaplet
tangled	zapleteni
tango	tango
tank	tenk
tank top	tenk top
tanker	tanker
tanned	preplanuo
tantalizing	mučan
tantamount	ravan
tantrum	tantrum
taoism	taoizam
tap	slavina
tape	traka
tape measure	metar
taper	konus
tapering	ušiljen
tapestry	tapiserija
tapeworm	parazit
tapioca	tapioka
taps	mirozov
tar	katran
tarantula	tarantula
tardiness	zakasnelost
tardy	zakasnio
target	cilj
targeted	ciljano
targeting	ciljanje
tariff	tarifa
tarmac	šljunak pomiješan sa katranom
tarnish	gubiti boju
tarot	tarot
tarp	NO TRANSLATION
tarry	zadržati se
tart	opor
tartan	tartan
tartar	kamenac
task	zadatak
tassel	kićanka
taste	ukus
tasteful	ukusan
tasteless	neukusan
tasting	degustacija
tasty	ukusan
tat	heklati
tattler	borovnjak
tattletale	dostavljač
tattoo	tetoviranje
taught	učio
taunt	podsmijeh
taupe	tupe
taut	zategnut
tavern	taverna
tawdry	nakinđuren
tawny	zlatast
tax	porez
taxed	oporezuje
taxi	taksi
taxicab	taksi
taxonomy	taksonomija
taxpayer	porezni obveznik
tea	čaj
teach	učiti
teacher	učitelj, nastavnik, profesor
teaching	nastava
teacup	šalica za čaj
teahouse	čajdžinica
teal	grogotovac
team	tim
teamjesus	NO TRANSLATION
teammate	saigrač
teamwork	timski rad
teapot	čajnik
tear	suza
tearful	uplakan
tearsofjoy	NO TRANSLATION
teary	suzile
tease	zafrkavati
teaser	zadirkivač
teasing	dosadan
teaspoon	čajna žličica
teat	sisa
teatime	vrijeme za čaj
tech	tech
technical	tehnička
technicality	formalnost
technician	tehničar
technique	tehnika
techno	tehno
technological	tehnološki
technology	tehnologija
ted	rasprostirati pokošenu travu radi sušenje
teddy bear	plišani medvjedić
tedious	dosadan
tedium	dosada
tee	meta
teeming	pun
teen	sekiracija
teenage	tinejdžerski
teenager	tinejdžer
teens	tinejdžeri
teensy	teensy
teeny	vrlo mali
teeth	zubi
teething	dobivanje zuba
teflon	teflonski
telegram	telegram
telegraph	telegraf
telekinesis	telekineza
telemetry	telemetrija
telepathic	telepatski
telepathy	telepatija
telephone	telefon
telescope	teleskop
telescopic	teleskopski
telethon	telethon
teletype	teletajp
televised	televiziji
television	televizija
tell	reći
teller	pripovjedač
telling	reći
telltale	izdajnički
temp	temp
temper	temperament
tempera	tempera
temperament	temperament
temperamental	temperamentan
temperance	umjerenost
temperate	umjeren
temperature	temperatura
tempered	pun temperamenta
tempest	oluja
template	predložak
temple	hram
tempo	NO TRANSLATION
temporal	vremenski
temporarily	privremeno
temporary	privremen
tempt	dovesti u iskušenje
temptation	iskušenje
tempting	zavodnički
temptress	zavodnica
ten	deset
tenable	održiv
tenacious	uporan
tenacity	ustrajnost
tenancy	zakup
tenant	stanar
tend	skloni
tendency	sklonost
tender	ponuda
tenderfoot	novajlija
tenderness	nježnost
tending	njegovanje
tendon	tetiva
tenement	oronula stambena zgrada
tenet	načelo
tenets	načela
tenfold	desetostruk
tennis	tenis
tenor	tenor
tense	vrijeme
tensile	vučni
tension	napetost
tent	šator
tentacle	pipaljka
tentative	privremen
tenth	deseti
tenths	desetinke
tenuous	slab
tenure	zakup
tepee	šator
tepid	mlak
tequila	tekila
teriyaki	teriyaki
term	termin
terminal	terminal
terminate	okončati
termination	završetak
terminator	terminator
terminology	terminologija
terminus	kraj
termite	termit
terms	Pojmovi
tern	grupa od tri
ternary	trostruk
terrace	terasa
terrain	teren
terrestrial	zemaljski
terrible	užasan
terribly	užasno
terrier	terijer
terrific	nevjerojatan
terrified	prestravljen
terrifies	užasava
terrify	prestraviti
terrifying	zastrašujući
territorial	teritorijalan
territory	teritorija
terror	teror
terrorism	terorizam
terrorist	terorista
terrorists	teroristi
terrorize	terorizirati
terse	sažet
