Word	eu
sushi	sushi
suspect	susmagarri
suspected	susmatzen
suspend	eseki
suspended	esekita
suspenders	suspenders
suspense	suspense
suspension	etetea
suspicion	susmo
suspicions	susmoak
suspicious	susmagarriak
sustain	eustea
sustained	iraunkorra
sustenance	sostengu
suture	suture
suv	Amestoy
sux	Sux
swab	swab
swag	swag
swagger	swagger
swallow	irentsi
swami	Swami
swamp	swamp
swamped	inbaditu ninduen
swampy	swampy
swan	swan
swank	Swank
swap	swap
swarm	swarm
swarming	pirpir
swastika	swastika
swat	swat
sway	sway
swear	zin
swearing	swearing
sweat	izerdi
sweater	jertse
sweating	izerditan
sweatshirt	kirol-jertsea
sweatshop	sweatshop
sweaty	sweaty
sweep	ekorketa
sweeper	lorazaina
sweeping	miaketa
sweet	gozoa
sweeten	gozatzeko
sweetened	gozotu
sweetener	sweetener
sweetest	gozoenak
sweetheart	maitea
sweetie	Sweetie
sweetness	gozotasuna
sweets	gozokiak
swell	olatuak
swelling	hantura
sweltering	sweltering
swerve	swerve
swift	Swift
swiftly	azkar
swig	swig
swill	swill
swim	igeri
swimmer	igerilari
swimming	igeriketa
swimsuit	bainujantzi
swindle	iruzurra
swindler	swindler
swine	txerri
swing	swing
swinger	swinger
swinging	abentura
swipe	mugitu
swirl	swirl
swish	swish
switch	switch
switchblade	switchblade
switchboard	zentralita
swivel	birakaria
swollen	puztuta
swoon	swoon
swoop	swoop
sword	ezpata
swordfish	ezpata-arraina
swordplay	swordplay
swordsman	swordsman
sycamore	sycamore
syllable	silaba
syllabus	curriculumaren
symbiotic	sinbiotiko
symbol	ikurra
symbolic	sinbolikoak
symbolically	sinbolikoki
symbolism	sinbolismoaren
symbolize	sinbolizatzen
symmetric	simetrikoa
symmetrical	simetrikoa
symmetry	simetria
sympathetic	jatorra
sympathize	sinpatia
sympathy	sinpatia
symphonic	sinfoniko
symphony	sinfonia
symposium	coloquio
symptom	sintoma
symptomatic	sintomatikoa
synagogue	sinagoga
synapse	sinapsi
synaptic	synaptic
sync	sinkronizatu
synchronize	sinkronizatu
synchronous	sinkronoak
syncope	sinkopa
syndicate	sindikatu
syndrome	sindromea
synergistic	sinergikoa
synergy	sinergia
synod	Sinodo
synonym	sinonimo
synonymous	sinonimo
synopsis	sinopsia
synoptic	synoptic
syntax	sintaxia
synthesis	sintesia
synthesizer	sintetizadorea
synthetic	sintetikoa
syphilis	sifilisa
syringe	xiringa
syrup	ziropa
system	sisteman
systematic	sistematikoa
systematically	sistematikoki
t-shirt	kamiseta
tab	fitxa
tabasco	tabasco
tabby	tabby
tabernacle	tabernacle
table	taula
tableau	NO TRANSLATION
tablecloth	Mahai
tablespoon	koilarakada
tablet	tablet
tableware	tableware
tabloid	Tabloidea
taboo	tabu
tabular	taula
tabulate	tabulatuak
tabulation	tabulazio
tachometer	tachometer
tacit	isileko
tack	Tack
tackle	hor
tackled	jorratu
tackling	aurre
tacky	tacky
taco	taco
tact	biribilen
tactful	tactful
tactic	taktika
tactical	taktiko
tactics	taktikak
tactile	ukimenezko
tad	NO TRANSLATION
tadpole	apaburu
taffeta	taffeta
taffy	taffy
tag	etiketa
tail	buztan
tailed	buztanluzea
tailgate	tailgate
tailings	tailings
taillight	taillight
tailor	neurrira
tailoring	tailoring
tailpipe	tailpipe
taint	Taínta
take	hartu
takeoff	aireratzen
takeout	Atera
takeover	erosketaren
taker	hartzailea
talcum	talko
tale	ipuin
talent	talentu
talented	talentu
talisman	talisman
talk	eztabaida
talkative	talkative
talker	hizlari
tall	altuerako
tallies	makil
tallow	tallow
tally	Tally
talon	talon
talons	NO TRANSLATION
tambourine	panderoa
tame	NO TRANSLATION
tamer	domadorea
taming	taming
tamper	manipulatzea
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangente
tangerine	mandarina
tangible	hautemangarria
tangle	tangle
tangled	Tangled
tango	tango
tank	depositua
tank top	tank top
tanker	zisterna
tanned	tanned
tantalizing	tantalizing
tantamount	tantamount
tantrum	tantrum
taoism	taoism
tap	iturriko
tape	zinta
tape measure	zinta neurri
taper	taper
tapering	tapering
tapestry	tapiz
tapeworm	tapeworm
tapioca	tapioca
taps	taps
tar	tar
tarantula	tarantula
tardiness	tardiness
tardy	Tardy
target	xede
targeted	norakoak
targeting	zuzendutako
tariff	tarifa
tarmac	asfaltoa
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tarta
tartan	tartan
tartar	tartar
task	zeregin
tassel	tassel
taste	gustu
tasteful	tasteful
tasteless	tasteless
tasting	dastaketa
tasty	zaporetsua
tat	tAT
tattler	tattler
tattletale	tattletale
tattoo	tatuaje
taught	irakatsi
taunt	taunt
taupe	taupe
taut	taut
tavern	tabernan
tawdry	tawdry
tawny	urubia
tax	zerga
taxed	zergatzen
taxi	taxi
taxicab	taxicab
taxonomy	taxonomiari
taxpayer	zergadunak
tea	tea
teach	irakasteko
teacher	irakasle
teaching	irakaskuntza
teacup	teacup
teahouse	teahouse
teal	zertzeta
team	taldeak
teamjesus	NO TRANSLATION
teammate	taldekide
teamwork	talde-lana
teapot	teapot
tear	alderik
tearful	tearful
tearsofjoy	NO TRANSLATION
teary	teary
tease	tease
teaser	aurkezpenik
teasing	teasing
teaspoon	koilaratxo
teat	teat
teatime	teatime
tech	teknologiako
technical	teknikoak
technicality	technicality
technician	teknikariak
technique	teknika
techno	techno
technological	teknologikoak
technology	teknologia
ted	ted
teddy bear	teddy bear
tedious	aspergarri
tedium	tedium
tee	tee
teeming	teeming
teen	teen
teenage	gaztaroko
teenager	nerabea
teens	Nerabeak
teensy	teensy
teeny	teeny
teeth	hortzak
teething	teething
teflon	teflon
telegram	telegrama
telegraph	telegrafo
telekinesis	telekinesis
telemetry	telemetria
telepathic	telepathic
telepathy	telepathy
telephone	telefonoz
telescope	teleskopioa
telescopic	teleskopikoak
telethon	telethon
teletype	teletype
televised	telebistaz
television	telebistan
tell	esango
teller	kontalaria
telling	kontatzea
telltale	telltale
temp	temp
temper	tenplea
tempera	tenpera
temperament	tenperamentua
temperamental	leiala
temperance	neurritasuna
temperate	epel
temperature	tenperatura
tempered	tenplatua
tempest	ekaitza
template	template
temple	tenplu
tempo	NO TRANSLATION
temporal	temporal
temporarily	aldi baterako,
temporary	Aldi baterako
tempt	tentatu
temptation	tentazioa
tempting	tentagarria
temptress	temptress
ten	hamar
tenable	tenable
tenacious	saiatua
tenacity	irmotasuna
tenancy	tenancy
tenant	maizterrak
tend	joera
tendency	joera
tender	lizitazio
tenderfoot	tenderfoot
tenderness	samurtasuna
tending	joera
tendon	tendoi
tenement	tenement
tenet	printzipio
tenets	tenets
tenfold	tenfold
tennis	tenis
tenor	tenorea
tense	tentsioz
tensile	trakzio
tension	tentsioa
tent	karpa
tentacle	tentacle
tentative	behineko
tenth	hamargarren
tenths	hamarren
tenuous	fina
tenure	agintaldian
tepee	Tepee
tepid	tepid
tequila	Tequila
teriyaki	teriyaki
term	epe
terminal	terminal
terminate	amaitutzat
termination	baja
terminator	terminator
terminology	terminologia
terminus	terminus
termite	termite
terms	Termino
tern	txenada
ternary	hirutarra
terrace	terraza
terrain	orografia
terrestrial	lurreko
terrible	terrible
terribly	izugarri
terrier	terrier
terrific	emanaldirik
terrified	izututa
terrifies	beldurtzen
terrify	izutu
terrifying	beldurgarria
territorial	territorial
territory	lurralde
terror	terror
terrorism	terrorismoa
terrorist	terrorista
terrorists	terroristak
terrorize	izutzen
terse	laburtuta
tertiary	hirugarren mailako
test	proba
testament	testamentu
testicle	barrabil
testicular	testicular
testify	deklaratzera
testimonial	testigantza
testimony	testigantza
testosterone	testosterona
testy	NO TRANSLATION
tetanus	tetanosa
tether	tether
tethered	lotutako
tetrahedral	tetraedikoak
text	testua
textbook	testu liburua
textile	ehungintza
textural	testura
texture	testura
tgif	TGIF
thank	eskerrak
thankful	Asko eskertzen
thankgod	eskerrak Jainkoari
thanking	eskerrak ematen
thankless	thankless
thanks	eskerrik
thanksalot	NO TRANSLATION
thanksgiving	eskerrak
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	thatch
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	desizoztu
theater	antzerki
theatrical	antzerki
theatrics	theatrics
thebest	hoberena
theft	lapurreta
theism	teismoa
theistic	teista
thelife	bizitza
thelittlethings	NO TRANSLATION
theme	Gaia
theocracy	teokrazia
theocratic	teokratikoaren
theologian	teologo
theological	teologikoa
theology	teologia
theorem	teorema
theoretical	teorikoa
theory	teoria
therapeutic	terapeutikoa
therapeutics	terapiak
therapist	terapeuta
therapy	terapia
thereabouts	thereabouts
thereof	kontratuan
therewith	hauekin
thermal	termiko
thermocouple	thermocouple
thermodynamics	Termodinamikaren
thermometer	termometro
thermos	THERMOS
thermostat	termostato
thesaurus	thesaurus
thesis	tesiaren
thick	lodiak
thicken	loditzeko
thickening	loditzeko
thicket	Sasitza
thickness	lodiera
thief	Sustrai
thigh	izterrean
thimble	titare
thin	mehe
thing	gauza
things	gauzak
thingy	thingy
think	uste
thinker	pentsalari
thinking	pentsatzen
third	hirugarren
thirds	herenak
thirst	egarria
thirsty	egarri
thirteen	hamahiru
thirteenth	hamahirugarren
thirty	Hogeita hamar
thistle	Thistle
thither	hara
thong	thong
thorn	arantza
thorny	thorny
thorough	sakon
thoroughbred	thoroughbred
thoroughfare	bide
thought	pentsatu
thoughtful	pentsakor
thoughtfulness	thoughtfulness
thoughtless	thoughtless
thoughts	pentsamenduak
thousand	mila
thrash	thrash
thread	haria
threat	mehatxua
threaten	mehatxatzen
threatened	mehatxatu
threatening	mehatxatzaileak
three	hiru
threefold	hirukoitza
threesome	threesome
thresh	thresh
threshold	atalase
thrice	hiru bider
thrift	thrift
thrifty	thrifty
thrill	emozioa
thrilled	thrilled
thriller	thriller
thrilling	zirraragarria
thrive	aurrera
thriving	thriving
throat	eztarria
throb	throb
throbbing	bizira
throes	throes
throne	tronu
throng	throng
throttle	throttle
throw	bota
throwback	throwback
thrower	thrower
thrown	bota
thrush	birigarro
thrust	bultzada
thruster	thruster
thud	dun
thug	thug
thumb	thumb
thumbprint	hatz marka
thump	TAPA
thumper	Thumper
thumping	thumping
thunder	trumoiak
thunderbolt	tximista
thunderclap	tximista
thundering	thundering
thunderstorm	Ekaitz
thunderstruck	Thunderstruck
thwart	Irailean
thx	eskerrik asko
thyme	ezkaia
thyroid	tiroideo
tiara	tiara
tibia	tibia
tic	TIC
tick	tick
ticked	hautatuz
ticker	ticker
ticket	txartela
tickle	tickle
tickled	tickled
ticklish	ticklish
tidal	marea
tidal wave	Itsasikara
tidbit	tidbit
tide	tide
tidings	berririk
tidy	txukuna
tie	Berdinketa
tier	grada
tiff	tiff
tiger	tigre
tighten	estutu
tightness	tightness
tightrope	tightrope
tights	galtzerdiak
tilde	tilde
tile	baldosa
tiling	teilatuak
till	NO TRANSLATION
tillage	laborantza
tiller	tiller
tilt	okertu
tilting	okertu
timber	egurra
timberland	timberland
timbre	tinbre
time	denbora
timeless	denboratik
timeliness	egokitasuna
timely	puntuala
timeout	denboraz kanpo
timepiece	timepiece
timer	tenporizadorea
times	aldiz
timetable	ordutegi
timewasters	NO TRANSLATION
timid	herabe
timidity	egonezina
timing	Egutegiari
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	kutsu
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	Zumbo
tinsel	tinsel
tint	tint
tiny	txiki-txiki
tip	punta
tipper	tipper
tipster	tipster
tipsy	tipsy
tiptoe	tiptoe
tirade	tirade
tire	pneumatikoen
tired	nekatuta
tiredness	nekea
tiredofit	NO TRANSLATION
tireless	nekaezina
tiresome	tiresome
tiring	nekagarria
tissue	ehun
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	estralurtarra
titanium	titaniozko
tithe	hamarrenak
title	Izenburua
titled	izenburuko
titty	titty
titular	NO TRANSLATION
toad	apo
toast	topa
toaster	toaster
toasty	toasty
tobacco	tabakoa
toby	toby
tod	tod
today	gaur
toddler	toddler
toe	behatz
toenail	toenail
toffee	toffee
tofu	tofu
toga	NO TRANSLATION
together	elkarrekin
togetherness	togetherness
toil	toil
toilet	komuneko
toils	toils
token	token
tolerable	jasangarriagoa
tolerance	tolerantzia
tolerant	toleranteak
tolerate	jasaten
toleration	tolerantzia
toll	ordainleku
tomahawk	tomahawk
tomato	tomatea
tomatoes	tomateak
tomb	hilobia
tombstone	hilarri
tomcat	tomcat
tome	niri
tomorrow	bihar
ton	NO TRANSLATION
tone	tonu
toner	toner
tong	NO TRANSLATION
tongs	tongs
tongue	hizkuntza
tonic	tonic
tonnage	tona
tonsils	amigdala
toocold	NO TRANSLATION
tool	tresna
toolbox	tresna-
tooling	tresneria
toomuchtodo	NO TRANSLATION
toot	toot
tooth	hortza
toothache	haginetako
toothbrush	eskuila
toothed	horzdun
toothless	toothless
toothpaste	hortzetako pasta
toothpick	Zotz
toots	Toots
top	goiko
topaz	Topaz
topic	Gai
topical	gaurkotasun
topless	topless
topographic	topographic
topographical	topografiko
topography	topografia
topple	iraultzea
topside	Ontziaren bizkarrean
tor	tor
torch	zuzi
torment	oinazeak
tormented	oinazetsu
torn	urratu
tornado	tornado
torpedo	torpedo
torque	momentua
torrent	torrent
torrid	torrid
torsion	dura
torso	enborra
tort	tort
tortious	tortious
tortoise	dortoka
tortuous	bihurria
torture	tortura
tortured	torturatuak
toss	zozketa
tot	NO TRANSLATION
total	guztira
totality	osotasun
totally	erabat
tote	tote
totem	totem
touch	ukitu
touchdown	Touchdown
touched	ukitu
touching	Gaztetxean
touchy	touchy
tough	gogorra
toughen	gogortzen
toughness	erresistentzia
toupee	toupee
tour	tour
tourism	turismoa
tourist	turismo
tourmaline	turmalina
tournament	Txapelketa
tourniquet	tourniquet
tout	NO TRANSLATION
tow	tow
towel	toalla
tower	dorrea
towering	towering
town	herri
townhouse	Ezaugarriak
township	udalerrian
townspeople	herritarrak
toxic	toxikoak
toxicity	toxikotasun
toxicology	toxikologia
toxin	Toxina
toy	jostailu
toymaker	toymaker
trace	aztarna
traceable	traceable
tracer	Bektorizatzailea
traces	aztarnak
trachea	trakea
tracing	Bektorizatu
track	track
tracker	tracker
tract	traktu
tractable	tractable
traction	trakzio
tractor	traktorea
trade	merkataritza
trademark	marka komertzial
trader	dendari
tradesman	tradesman
trading	merkataritza
tradition	tradizio
traditional	tradizionalak
traffic	trafikoa
traffic light	semaforoa
trafficking	salerosketa
tragedies	tragedia
tragedy	tragedia
tragic	tragiko
trail	ibilbide
trailer	trailer
train	trena
train set	tren-multzoa
trained	trebatu
trainee	praktiketako
trainer	Entrenatzaile
training	prestakuntza
trait	ezaugarri
traitor	traidore
traitorous	traidore
trajectory	ibilbidea
tram	tranbia
tramp	tramp
trample	zapalduko
trampoline	trampoline
tramway	tranbiaren
trance	trantze
tranquil	lasai
tranquility	lasaitasuna
tranquilizer	tranquilizer
transact	izapideak
transaction	transakzio
transatlantic	Transatlantic
transceiver	transceiver
transcend	gainditzen
transcendence	transzendentziaren
transcendent	garrantzi
transcendental	transcendental
transcribe	transkribatu
transcriber	transcriber
transcript	espedientea
transcription	transkripzio
transfer	transferentzia
transference	transferentzia
transferred	transferitu
transfixed	transfixed
transform	eraldatu
transformation	eraldaketa
transformer	transformatua
transfusion	transfusio
transgression	transgresio
transient	transizioa
transistor	transistorea
transit	igarotze
transition	trantsizio
transitional	transizio
transitive	iragankorra
transitory	iragankorrak
translate	itzuli
translation	itzulpen
translator	itzultzaile
translocation	translokazio
translucent	zeharrargitsu
transmission	transmisioa
transmit	transmititu
transmitter	igorlea
transmutation	transmutazio
transom	transom
transparency	gardentasuna
transparent	gardena
transplant	transplantea
transplantation	transplantea
transponder	errepikagailua
transport	garraioa
transportation	garraio
transporter	Transbordadore
transpose	irauli
transposition	transposizio
transsexual	transexual
transverse	zeharkako
transvestite	trabesti
trap	tranpa
trapdoor	trapdoor
trapeze	trapezista
trapped	harrapatuta
trapper	jartzaileak
trapping	tranpak
trappings	trappings
traps	tranpak
trash	trash
trashy	trashy
trauma	trauma
traumatic	trauma
travail	NO TRANSLATION
travel	bidaia
traveler	Bidaiari
traveling	bidaiatzen
traverse	gurutzatu
travesty	travesty
trawl	arrastre
trawler	Traineru
tray	erretilu
treacherous	treacherous
treachery	traizioa
tread	errodadura
treadmill	treadmill
treason	traizioa
treasure	altxorra
treasured	treasured
treasurer	diruzaina
treasures	altxorrak
treasury	diruzaintzaren
treat	tratatzeko
treatable	treatable
treatise	tratatua
treatment	tratamendua
treaty	itun
treble	treble
tree	zuhaitz
trees	zuhaitzak
trek	trek
trellis	trellis
tremble	dardarka
trembling	dardara
tremendous	izugarria
tremendously	izugarri
tremor	dardara
trench	lubaki
trend	joera
trending	Modako
trendy	modan
trepidation	trepidation
trespass	faltatu
triad	Hirukote
triage	triage
trial	epaiketa
triangle	triangelu
triangular	triangular
triangulate	triangulate
triathlon	triatloia
tribal	tribal
tribe	tribua
tribulation	tribulation
tribunal	tribunal
tribune	tribuna
tributary	afluente
tribute	omenaldi
trick	trick
trickery	trickery
trickle	erakarpen
trickster	trickster
tricky	delikatua
tricycle	tricycle
trident	sardea
trifle	huskeria
trifling	ttipi
trig	trig
trigger	abiarazle
trigonometry	trigonometry
trillion	bilioi
trilogy	trilogia
trim	moztu
trimester	hiruhilekoa
trimmer	trimmer
trimming	trimming
trine	Trine
trinity	trinity
trinket	trinketean
trio	hirukotea
trip	bidaia
tripartite	hiruko
tripe	tripakiak
triple	hirukoitza
triplet	hirukote
triplicate	hirukoiztu
tripod	tripode
tripping	tripping
trite	trite
tritium	tritioa
triumph	garaipen
triumphant	garaile
trivia	bitxikeriak
trivial	trivial
troll	troll
trolley	orga
trombone	tronboia
troop	Tropa
trooper	borrokalaria
troops	tropa
trophy	garaikurra
tropic	tropic
tropical	tropikalak
tropics	tropics
trot	trot
trouble	arazoak
troubled	nahasia
troublemaker	troublemaker
troubles	arazoak
troublesome	kezkaga
trough	kanalaren
troupe	taldearen
trousers	galtzak
trout	amuarrain
trowel	paletan
truce	tregua
truck	kamioia
trucker	Trucker
truckload	truckload
truculent	truculent
true	TRUE
truelove	benetako maitasuna
truffle	trufa
truism	begien bistako gauza
trump	triunfo
trumpet	tronpeta
trumpeter	tronpeta
truncate	moztu
truncated	trunkatuta
trundle	trundle
trunk	enbor
truss	truss
trust	konfiantza
trustee	patronatuko
trusting	fidakor
trustworthy	fidagarriak
trusty	trusty
truth	egia
truthful	egiazkoa
truthfulness	egiazkoak
try	saiatu
tryout	probatu
tryouts	tryouts
tsunami	tsunami
tub	upela
tuba	tuba
tubby	tubby
tube	hodi
tuberculosis	tuberkulosia
tubing	hodiak
tubular	tubular
tubule	tubule
tuck	Tuck
tucker	tucker
tuesday	astearteetan
tufted	tufted
tug	sokatira
tugboat	tugboat
tuition	matrikularen
tulip	tulipa
tumble	vueltas
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	tummy
tumor	tumore
tumour	tumore
tumult	iskanbila
tumultuous	tumultuous
tun	NO TRANSLATION
tuna	atuna
tunable	tunable
tune	sintonizatu
tunic	tunika
tuning	sintonia
tunnel	tunel
turban	turban
turbidity	uhertasuna
turbine	turbina
turbo	turbo
turbulence	turbulentzia
turbulent	nahasietan
turd	turd
turf	Turf
turkey	indioilar
turmeric	turmeric
turmoil	asaldura
turn	txanda
turnaround	biratu
turned	aktibatuta
turning	inflexio
turnip	arbi
turnkey	prest egongo diren
