Word	pl
submarine	Łódź podwodna
submerge	zanurzać
submerged	zanurzony
submersible	podwodny
submission	uległość
submissive	uległy
submit	Zatwierdź
submitting	przedkładający
subordinate	podrzędny
subordination	podporządkowanie
subplot	subplot
subpoena	wezwanie sądowe
subscribe	subskrybować
subscriber	abonent
subscription	Subskrypcja
subsequence	podciąg
subsequent	kolejny
subsequently	następnie
subservient	służalczy
subset	podzbiór
subside	zapadać
subsidence	osiadanie
subsidiary	pomocniczy
subsidize	subsydiować
subsidy	subsydium
subsist	istnieć
subsistence	istnienie
subsoil	podglebie
subspace	podprzestrzeń
substance	substancja
substandard	poniżej normy
substantial	znaczny
substantially	w zasadzie
substantiate	uzasadniać
substantive	rzeczownik
substation	podstacja
substitute	zastąpić
substituted	podstawiony
substitution	podstawienie
substructure	podbudowa
subterranean	podziemny
subtext	podtekst
subtitle	podtytuł
subtle	subtelny
subtlety	subtelność
subtract	odejmować
subtraction	odejmowanie
subtype	podtyp
suburb	przedmieście
suburban	podmiejski
suburbia	przedmieścia
suburbs	peryferie
subversion	obalenie
subversive	wywrotowy
subvert	obalić
subway	metro
succeed	osiągnąć sukces
succeeding	kolejny
success	powodzenie
successful	odnoszący sukcesy
succession	sukcesja
successive	kolejny
successor	następca
succinct	zwięzły
succubus	succubus
succulent	soczysty
succumb	ulec
suck	ssać
sucker	przyssawka
sucking	przy piersi
suckling	osesek
sucks	ssie
suction	ssanie
sudden	nagły
suddenly	nagle
suds	mydliny
sue	pozwać
suede	zamsz
suffer	ponieść
sufferer	poszkodowany
suffering	cierpienie
suffice	wystarczać
sufficiency	dostateczność
sufficient	wystarczający
sufficiently	dostatecznie
suffix	przyrostek
suffocate	dusić
suffocating	duszący
suffocation	uduszenie
sugar	cukier
suggest	sugerować
suggestion	sugestia
suggestive	sugestywny
suicidal	samobójczy
suicide	samobójstwo
suicidebombing	NO TRANSLATION
suit	garnitur
suitable	odpowiedni
suitcase	walizka
suite	zestaw
suitor	konkurent
sulfate	siarczan
sulfur	siarka
sulk	dąsać się
sullen	ponury
sully	kalać
sulphur	siarka
sultan	sułtan
sultry	duszny
sum	suma
summarily	sumarycznie
summarize	podsumować
summary	Podsumowanie
summation	podsumowanie
summer	lato
summerhouse	domek letniskowy
summertime	lato
summit	szczyt
summon	wezwać
summons	wezwanie
sumo	sumo
sump	miska olejowa
sumptuous	wystawny
sun	słońce
sunbeam	promień słońca
sunburn	oparzenie słoneczne
sundae	lody z owocami i śmietaną
sunday	niedziela
sundial	zegar słoneczny
sundown	zachód słońca
sundry	rozmaity
sunflower	słonecznik
sunglass	okular przeciwsłoneczny
sunglasses	okulary słoneczne
sunk	zatopiony
sunken	zatopiony
sunless	bezsłoneczny
sunlight	światło słoneczne
sunny	słoneczny
sunrise	wschód słońca
sunroof	szyberdach
sunscreen	krem do opalania
sunset	zachód słońca
sunshine	światło słoneczne
suntan	opalenizna
sunup	wschodzić
sup	łyk
super	Wspaniały
superannuation	superannuation
superb	wspaniały
superficial	powierzchowny
superfluous	zbędny
superhero	superbohater
superhuman	nadludzki
superimposed	nałożony
superintendent	superintendent
superior	lepszy
superiority	wyższość
superlative	superlatyw
superman	nadczłowiek
supermarket	supermarket
supermodel	supermodelka
supernatant	supernatant
supernatural	nadprzyrodzony
supernova	supernowa
superposition	nałożenie
superpower	supermocarstwo
supersede	zastąpić
superstar	Super gwiazda
superstition	zabobon
superstitious	przesądny
superstore	superstore
supervise	dozorować
supervision	nadzór
supervisor	kierownik
supper	kolacja
suppertime	kolację
supplant	wypierać
supple	giętki
supplement	suplement
supplemental	uzupełniający
supplementary	uzupełniający
supplication	błaganie
supplier	dostawca
supplies	kieszonkowe dzieci
supply	Dostawa
support	wsparcie
supported	utrzymany
supporter	kibic
supporters	zwolennicy
supporting	wspierający
supportive	wspierający
suppose	przypuszczać
supposed	domniemany
supposing	jeżeli
supposition	przypuszczenie
suppress	stłumić
suppression	tłumienie
supremacy	zwierzchnictwo
supreme	najwyższy
supremely	doskonale
surcharge	dopłata
sure	pewnie
surety	pewność
surf	surfować
surface	powierzchnia
surfboard	deska surfingowa
surfer	surfer
surge	przypływ
surgeon	chirurg
surgery	Chirurgia
surgical	chirurgiczny
surly	gburowaty
surmise	domysł
surname	nazwisko
surpassing	nieprześcigniony
surplus	nadwyżka
surprise	niespodzianka
surprised	zaskoczony
surprises	niespodzianki
surprising	zaskakujący
surprisingly	zaskakująco
surreal	surrealistyczny
surrender	poddanie się
surrendering	poddanie się
surrogate	surogat
surround	otaczać
surrounding	otaczający
surroundings	okolica
surveillance	inwigilacja
survey	Ankieta
surveying	geodezja
surveyor	inspektor
survival	przetrwanie
survive	przetrwać
surviving	przeżycie
survivor	niedobitek
susceptibility	podatność
susceptible	podatny
sushi	Sushi
suspect	posądzać
suspected	podejrzany
suspend	zawieszać
suspended	zawieszony
suspenders	szelki
suspense	niepewność
suspension	zawieszenie
suspicion	podejrzenie
suspicions	podejrzenia
suspicious	podejrzany
sustain	ponieść
sustained	trwały
sustenance	utrzymanie
suture	szew
suv	suv
sux	NO TRANSLATION
swab	wymaz
swag	łup
swagger	wywyższać się
swallow	Łyk
swami	Swami
swamp	bagno
swamped	zalany
swampy	bagienny
swan	łabędź
swank	pozować
swap	zamiana
swarm	rój
swarming	roi się
swastika	swastyka
swat	pacnięcie
sway	kołysać
swear	przysięgać
swearing	przysięga
sweat	pocić się
sweater	sweter
sweating	wyzysk
sweatshirt	Bluza
sweatshop	sweatshop
sweaty	spocony
sweep	zamiatać
sweeper	zamiatarka
sweeping	zamaszysty
sweet	Słodkie
sweeten	słodzić
sweetened	osłodzony
sweetener	słodzik
sweetest	najsłodszy
sweetheart	kochanie
sweetie	kochanie
sweetness	słodycz
sweets	słodycze
swell	puchnąć
swelling	obrzęk
sweltering	upalny
swerve	zboczenie
swift	szybki
swiftly	szybko
swig	haust
swill	spłukanie
swim	pływać
swimmer	pływak
swimming	pływanie
swimsuit	kostium kąpielowy
swindle	oszustwo
swindler	oszust
swine	wieprz
swing	huśtawka
swinger	Swinger
swinging	wahadłowy
swipe	trzepnąć
swirl	wirować
swish	śmigać
switch	przełącznik
switchblade	switchblade
switchboard	tablica rozdzielcza
swivel	obracać
swollen	spuchnięty
swoon	omdlenie
swoop	dosiadanie
sword	miecz
swordfish	miecznik
swordplay	szermierka
swordsman	szermierz
sycamore	jawor
syllable	sylaba
syllabus	konspekt
symbiotic	symbiotyczny
symbol	symbol
symbolic	symboliczny
symbolically	symbolicznie
symbolism	symbolizm
symbolize	symbolizować
symmetric	symetryczny
symmetrical	symetryczny
symmetry	symetria
sympathetic	współczujący
sympathize	współczuć
sympathy	współczucie
symphonic	symfoniczny
symphony	symfonia
symposium	sympozjum
symptom	objaw
symptomatic	objawowy
synagogue	synagoga
synapse	synapsa
synaptic	synaptyczny
sync	synchronizacja
synchronize	synchronizować
synchronous	synchroniczny
syncope	omdlenie
syndicate	konsorcjum
syndrome	zespół
synergistic	synergistyczny
synergy	synergia
synod	synod
synonym	synonim
synonymous	równoznaczny
synopsis	streszczenie
synoptic	synoptyczny
syntax	składnia
synthesis	synteza
synthesizer	syntezator
synthetic	syntetyczny
syphilis	syfilis
syringe	strzykawka
syrup	syrop
system	system
systematic	systematyczny
systematically	systematycznie
t-shirt	podkoszulek
tab	patka
tabasco	sos Tabasco
tabby	mora
tabernacle	przybytek
table	stół
tableau	NO TRANSLATION
tablecloth	obrus
tablespoon	łyżka
tablet	tablet
tableware	zastawa stołowa
tabloid	tabletka
taboo	tabu
tabular	tabelaryczny
tabulate	tabularyzować
tabulation	tabulacja
tachometer	tachometr
tacit	milczący
tack	hals
tackle	sprzęt
tackled	Rozwiązany
tackling	zwalczanie
tacky	lepki
taco	taco
tact	takt
tactful	taktowny
tactic	taktyka
tactical	taktyczny
tactics	taktyka
tactile	dotykowy
tad	NO TRANSLATION
tadpole	kijanka
taffeta	tafta
taffy	irys cukierek
tag	etykietka
tail	ogon
tailed	ogoniasty
tailgate	zastawa śluzy
tailings	odpadki
taillight	światła tylne
tailor	dostosować
tailoring	krawiectwo
tailpipe	rura wydechowa
taint	skaza
take	brać
takeoff	odlecieć
takeout	Na wynos
takeover	przejąć
taker	zabieracz
talcum	talk
tale	opowieść
talent	talent
talented	utalentowany
talisman	talizman
talk	rozmowa
talkative	gadatliwy
talker	gaduła
tall	wysoki
tallies	wyniki
tallow	łój
tally	zestawienie
talon	talon
talons	NO TRANSLATION
tambourine	tamburyn
tame	NO TRANSLATION
tamer	pogromca
taming	tresowanie
tamper	majstrować
tampon	tampon
tan	dębnik
tandem	tandem
tang	posmak
tangent	tangens
tangerine	mandarynka
tangible	namacalny
tangle	splot
tangled	zaplątany
tango	tango
tank	czołg
tank top	bezrękawnik
tanker	zbiornikowiec
tanned	opalony
tantalizing	kuszące
tantamount	równoznaczny
tantrum	furia
taoism	taoizm
tap	kran
tape	taśma
tape measure	miara taśmy
taper	stożek
tapering	zbieżny
tapestry	gobelin
tapeworm	tasiemiec
tapioca	tapioka
taps	opukanie
tar	smoła
tarantula	tarantula
tardiness	opieszałość
tardy	leniwy
target	cel
targeted	ukierunkowane
targeting	kierowanie
tariff	taryfa
tarmac	asfalt
tarnish	plamić
tarot	tarot
tarp	NO TRANSLATION
tarry	smolisty
tart	tarta
tartan	tartan
tartar	Tatar
task	zadanie
tassel	kutas
taste	smak
tasteful	gustowny
tasteless	bez smaku
tasting	smakujący
tasty	pyszne
tat	robić frywolitki
tattler	pleciuga
tattletale	plotkarz
tattoo	tatuaż
taught	nauczony
taunt	kpina
taupe	kolor ciemnoszary
taut	napięty
tavern	tawerna
tawdry	tandetny
tawny	opalony
tax	podatek
taxed	opodatkowane
taxi	Taxi
taxicab	taksówka
taxonomy	taksonomia
taxpayer	podatnik
tea	herbata
teach	nauczać
teacher	nauczyciel
teaching	nauczanie
teacup	filiżanka do herbaty
teahouse	herbaciarnia
teal	cyraneczka
team	zespół
teamjesus	NO TRANSLATION
teammate	członek zespołu
teamwork	Praca w zespole
teapot	czajniczek
tear	łza
tearful	płaczliwy
tearsofjoy	NO TRANSLATION
teary	łzawy
tease	droczyć się
teaser	zwiastun
teasing	dokuczanie
teaspoon	łyżeczka
teat	smoczek
teatime	czas na Herbatę
tech	tech
technical	techniczny
technicality	techniczny szczegół
technician	technik
technique	technika
techno	techno
technological	techniczny
technology	technologia
ted	przetrząsać
teddy bear	Miś
tedious	nudny
tedium	nuda
tee	trójnik
teeming	ludny
teen	nastolatków
teenage	nastoletni
teenager	nastolatek
teens	wiek dojrzewania
teensy	nastolatka
teeny	malusieńki
teeth	zęby
teething	ząbkowanie
teflon	teflon
telegram	telegram
telegraph	telegraf
telekinesis	telekinezja
telemetry	telemetria
telepathic	telepatyczny
telepathy	telepatia
telephone	telefon
telescope	teleskop
telescopic	teleskopowy
telethon	telethon
teletype	dalekopis
televised	w telewizji
television	telewizja
tell	powiedzieć
teller	narrator
telling	wymowny
telltale	wskaźnik
temp	temp
temper	hartować
tempera	tempera
temperament	temperament
temperamental	wybuchowy
temperance	wstrzemięźliwość
temperate	umiarkowany
temperature	temperatura
tempered	hartowany
tempest	nawałnica
template	szablon
temple	świątynia
tempo	NO TRANSLATION
temporal	czasowy
temporarily	tymczasowo
temporary	chwilowy
tempt	kusić
temptation	pokusa
tempting	kuszący
temptress	kusicielka
ten	dziesięć
tenable	możliwy do utrzymania
tenacious	wytrwały
tenacity	wytrwałość
tenancy	dzierżawa
tenant	najemca
tend	zmierzać
tendency	tendencja
tender	delikatny
tenderfoot	nowicjusz
tenderness	czułość
tending	pielęgnowanie
tendon	ścięgno
tenement	kamienica
tenet	dogmat
tenets	zasady
tenfold	dziesięciokrotnie
tennis	tenis
tenor	tenor
tense	czas
tensile	rozciągający
tension	napięcie
tent	namiot
tentacle	macka
tentative	niepewny
tenth	dziesiąty
tenths	dziesiąte
tenuous	cieniutki
tenure	tenuta
tepee	tipi
tepid	chłodny
tequila	Tequila
teriyaki	teriyaki
term	semestr
terminal	terminal
terminate	zakończyć
termination	zakończenie
terminator	terminator
terminology	terminologia
terminus	stacja końcowa
termite	bielec
terms	warunki
tern	terno
ternary	potrójny
terrace	taras
terrain	teren
terrestrial	ziemski
terrible	straszny
terribly	niemożliwie
terrier	terier
terrific	przerażający
terrified	przerażony
terrifies	przeraża
terrify	przerazić
terrifying	przerażający
territorial	terytorialny
territory	terytorium
terror	terror
terrorism	terroryzm
terrorist	terrorysta
terrorists	terroryści
terrorize	terroryzować
terse	lakoniczny
tertiary	trzeciorzędowy
test	test
testament	testament
testicle	jądro
testicular	jądra
testify	świadczyć
testimonial	zaświadczenie
testimony	świadectwo
testosterone	testosteron
testy	NO TRANSLATION
tetanus	tężec
tether	pęta
tethered	uwiązany
tetrahedral	czworościenny
text	tekst
textbook	podręcznik
textile	włókienniczy
textural	teksturalny
texture	tekstura
tgif	tgif
thank	podziękować
thankful	wdzięczny
thankgod	dzięki Bogu
thanking	dziękując
thankless	niewdzięczny
thanks	dzięki
thanksalot	NO TRANSLATION
thanksgiving	święto Dziękczynienia
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	strzecha
thatmoment	NO TRANSLATION
thaumaturgy	taumaturgia
thaw	odwilż
theater	teatr
theatrical	teatralny
theatrics	teatralność
thebest	thebest
theft	kradzież
theism	teizm
theistic	Teistyczny
thelife	życie
thelittlethings	NO TRANSLATION
theme	motyw
theocracy	teokracja
theocratic	teokratyczny
theologian	teolog
theological	teologiczny
theology	teologia
theorem	twierdzenie
theoretical	teoretyczny
theory	teoria
therapeutic	terapeutyczny
therapeutics	lecznictwo
therapist	terapeuta
therapy	terapia
thereabouts	w tej okolicy
thereof	tego
therewith	z tym
thermal	termiczny
thermocouple	termoelement
thermodynamics	termodynamika
thermometer	termometr
thermos	termos
thermostat	termostat
thesaurus	słownik wyrazów bliskoznacznych
thesis	Praca dyplomowa
thick	gruby
thicken	gęstnieć
thickening	zagęszczający
thicket	gąszcz
thickness	grubość
thief	złodziej
thigh	udo
thimble	naparstek
thin	cienki
thing	rzecz
things	rzeczy
thingy	Coś
think	myśleć
thinker	myśliciel
thinking	myślący
third	trzeci
thirds	trzecie
thirst	pragnienie
thirsty	spragniony
thirteen	trzynaście
thirteenth	trzynasty
thirty	trzydzieści
thistle	oset
thither	tam
thong	rzemień
thorn	cierń
thorny	drażliwy
thorough	dokładny
thoroughbred	rasowy
thoroughfare	przejście
thought	myśl
thoughtful	rozważny
thoughtfulness	zamyślenie
thoughtless	bezmyślny
thoughts	myśli
thousand	tysiąc
thrash	prać
thread	wątek
threat	zagrożenie
threaten	grozić
threatened	zagrożony
threatening	groźny
three	trzy
threefold	potrójny
threesome	trójka
thresh	namłócić
threshold	próg
thrice	trzykrotnie
thrift	oszczędność
thrifty	oszczędny
thrill	dreszczyk
thrilled	wstrząśnięty
thriller	kryminał
thrilling	porywający
thrive	prosperować
thriving	kwitnie
throat	gardło
throb	pulsować
throbbing	pulsowanie
throes	throes
throne	tron
throng	tłum
throttle	przepustnica
throw	rzucać
throwback	powrót do przeszłości
thrower	miot
thrown	rzucony
thrush	drozd
thrust	nacisk
thruster	ster strumieniowy
thud	walić
thug	bandyta
thumb	kciuk
thumbprint	odcisk kciuka
thump	uderzenie
thumper	kolos
thumping	cholerny
thunder	grzmot
thunderbolt	piorun
thunderclap	grzmot
thundering	grzmiący
thunderstorm	burza z piorunami
thunderstruck	oszołomiony
thwart	udaremniać
thx	dzięki
thyme	tymianek
thyroid	tarczyca
tiara	tiara
tibia	piszczel
tic	tik
tick	kleszcz
ticked	zaznaczone
ticker	serce
ticket	bilet
tickle	łaskotać
tickled	łaskotany
ticklish	delikatny
tidal	pływowy
tidal wave	fala pływowa
tidbit	smakołyk
tide	fala
tidings	wiadomości
tidy	uporządkowane
tie	wiązanie
tier	poziom
tiff	sprzeczka
tiger	Tygrys
tighten	dokręcać
tightness	szczelność
tightrope	lina
tights	rajstopy
tilde	tylda
tile	dachówka
tiling	dekarstwo
till	NO TRANSLATION
tillage	uprawa
tiller	rumpel
tilt	przechylenie
tilting	przechylanie
timber	drzewny
timberland	timberland
timbre	tembr
time	czas
timeless	ponadczasowy
timeliness	aktualność
timely	aktualny
timeout	koniec czasu
timepiece	czasomierz
timer	regulator czasowy
times	czasy
timetable	rozkład jazdy
timewasters	NO TRANSLATION
timid	nieśmiały
timidity	nieśmiałość
timing	wyczucie czasu
tin	NO TRANSLATION
tincture	nastój
tine	NO TRANSLATION
tinfoil	folią aluminiową
tinge	odcień
tingle	swędzić
tingling	mrowienie
tinker	majstrować
tinkering	majsterkowanie
tinkle	NO TRANSLATION
tinkling	dzwonienie
tinnitus	szum w uszach
tinsel	blichtr
tint	odcień
tiny	malutki
tip	Wskazówka
tipper	wywrót
tipster	typer
tipsy	nietrzeźwy
tiptoe	chodzić na palcach
tirade	tyrada
tire	opona
tired	zmęczony
tiredness	zmęczenie
tiredofit	NO TRANSLATION
tireless	niestrudzony
tiresome	nieznośny
tiring	męczący
tissue	papierowa chusteczka
tistheseason	NO TRANSLATION
tit	cycek
titan	tytan
titanic	tytaniczny
titanium	tytan
tithe	dziesięcina
title	tytuł
titled	pod tytulem
titty	titty
titular	NO TRANSLATION
toad	ropucha
toast	toast
toaster	opiekacz
toasty	toasty
tobacco	tytoń
toby	toby
tod	tod
today	dzisiaj
toddler	Brzdąc
toe	palec u nogi
toenail	paznokieć
toffee	toffi
tofu	tofu
toga	NO TRANSLATION
together	razem
togetherness	wspólnota
toil	trud
toilet	toaleta
toils	matnia
token	znak
tolerable	znośny
tolerance	tolerancja
tolerant	tolerancyjny
tolerate	tolerować
toleration	tolerancja
toll	myto
tomahawk	tomahawk
tomato	pomidor
tomatoes	pomidory
tomb	grób
tombstone	nagrobek
tomcat	kocur
tome	Dla mnie
tomorrow	jutro
ton	NO TRANSLATION
tone	ton
toner	toner
tong	NO TRANSLATION
tongs	szczypce
tongue	język
tonic	Tonik
tonnage	tonaż
tonsils	migdałki
toocold	NO TRANSLATION
tool	narzędzie
toolbox	Przybornik
tooling	obróbka
toomuchtodo	NO TRANSLATION
toot	trąbienie
tooth	ząb
toothache	ból zęba
toothbrush	Szczoteczka do zębów
toothed	zębaty
toothless	bezzębny
toothpaste	pasta do zębów
toothpick	wykałaczka
toots	toots
top	Top
topaz	topaz
topic	temat
topical	aktualny
topless	topless
topographic	topograficzny
topographical	topograficzny
topography	topografia
topple	przewracać się
topside	Górna strona
tor	słup
torch	pochodnia
torment	dręczyć
tormented	zadręczany
torn	rozdarty
tornado	tornado
torpedo	torpeda
torque	moment obrotowy
torrent	potok
torrid	skwarny
torsion	skręcenie
torso	tułów
tort	delikt
tortious	tortury
tortoise	żółw
tortuous	kręty
torture	torturować
tortured	torturowany
toss	podrzucenie
tot	NO TRANSLATION
total	całkowity
totality	całość
totally	całkowicie
tote	dźwigać
totem	totem
touch	dotknąć
touchdown	przyziemienie
touched	wzruszony
touching	wzruszające
touchy	drażliwy
tough	twardy
