Word	ro
unjustified	nejustificat
unkind	aspru
unknowable	incognoscibil
unknown	necunoscut
unlawful	ilegal
unleash	dezlănțui
unlicensed	fără licență
unlike	spre deosebire de
unlikely	improbabil
unlimited	nelimitat
unlisted	necatalogat
unload	descărca
unloaded	descărcat
unlock	descuia
unlucky	ghinionist
unmanageable	refractar
unmanned	fără pilot
unmarked	nemarcate
unmarried	necăsătorit
unmask	demasca
unmatched	fără egal
unmistakable	neîndoielnic
unmitigated	fără cruțare
unmoved	nemişcat
unnamed	anonim
unnatural	nefiresc
unnecessary	inutil
unneeded	care nu sunt necesare
unnoticed	neobservat
unnumbered	nereperați
unobserved	neobservat
unobstructed	neobstrucționată
unobtrusive	discret
unoccupied	neocupat
unofficial	neoficial
unopened	nedeschis
unopposed	fără opoziție
unordered	neordonate
unorganised	neorganizat
unorganized	neorganizat
unorthodox	neortodox
unpack	despacheta
unpaid	neplătit
unparalleled	nemaivăzut
unpleasant	neplăcut
unpleasantness	neplăcerilor
unplug	deconectați
unplugged	scos din priză
unpopular	nepopular
unprecedented	fără precedent
unpredictable	imprevizibil
unprepared	nepregătit
unpretentious	modest
unproductive	neproductiv
unprofessional	neprofesional
unprofitable	neprofitabil
unprotected	neprotejat
unproven	nedovedit
unprovoked	neprovocat
unpublished	nepublicat
unpunished	nepedepsit
unqualified	necalificat
unquestionable	necontestat
unquestionably	fără putință de tăgadă
unquestioned	neintrebat
unquote	unquote
unravel	descurca
unreachable	de neatins
unread	necitită
unreal	ireal
unrealistic	nerealiste
unreasonable	nerezonabil
unrecorded	neînregistrat
unregistered	neînregistrat
unregulated	nereglementat
unrelated	fără legătură
unrelenting	inexorabil
unreliable	nedemn de încredere
unremarkable	cufundata
unrepentant	unrepentant
unrequited	neîmpărtășit
unresolved	nerezolvate
unresponsive	nu răspunde
unrest	nelinişte
unrestrained	nestăpânit
unrestricted	fără restricții
unromantic	unromantic
unruly	nesupus
unsafe	nesigur
unsanitary	neigienice
unsatisfactory	nesatisfăcător
unsatisfied	nemulțumit de
unsavory	grețos
unscathed	nevătămat
unscheduled	neprogramate
unscientific	neştiinţific
unscrew	deșuruba
unscrupulous	lipsit de scrupule
unseat	unseat
unseen	nevăzut
unselfish	altruist
unsettled	nelocuit
unsightly	dizgrațios
unsolicited	nesolicitate
unsolved	nerezolvat
unsophisticated	nesofisticat
unsound	nesănătos
unspeakable	negrăit
unspecified	nespecificat
unspoken	secret
unstable	instabil
unsteady	inconstant
unstoppable	de neoprit
unsuccessful	fără succes
unsuitable	nepotrivit
unsung	unsung
unsupervised	nesupravegheați
unsupported	neacceptat
unsure	nesigur
unsurpassed	neîntrecut
unsuspecting	neavizat
unsustainable	nesustenabilă
unsweetened	neindulcit
unsympathetic	unsympathetic
untamed	sireap
untenable	de neconceput
untested	netestat
unthinkable	de necrezut
untidy	neîngrijit
untie	dezlega
untimely	înainte de vreme
untitled	fără titlu
untold	nespus
untouchable	de neatins
untouched	neatins
untoward	obraznic
untraceable	nedetectabil
untrained	neinstruit
untranslated	netradusă
untroubled	netulburat
untrue	neadevărat
untrustworthy	neserios
unturned	neîntoarsă
unused	nefolosit
unusual	neobișnuit
unusually	neobișnuit
unutterable	inexprimabil
unveil	dezvălui
unveiling	dezvelire
unverified	neverificat
unwanted	nedorit
unwarranted	negarantat
unwary	nevigilent
unwashed	nespălat
unwavering	neclintit
unwed	necăsătorită
unwelcome	nepoftit
unwell	bolnav
unwilling	nu doresc
unwillingly	fără voie
unwillingness	refuzul
unwind	se desface
unwise	imprudent
unwitting	neștiutor
unwittingly	involuntar
unworthy	nevrednic
unwrap	desface un pachet
unwritten	nescris
unyielding	neînduplecat
unzip	unzip
upbeat	optimist
upbringing	educație
upcoming	viitoare
update	Actualizați
upgrade	actualizare
upheaval	răsturnare
uphill	în sus
uphold	susține
upholstery	tapiţerie
upkeep	întreținere
upland	Upland
uplands	zonelor de munte
uplift	înălţa
uplifting	înălțător
uplink	legătură în sus
upload	încărcați
upper	superior
uppercut	upercut
uppity	uppity
upright	vertical
uprising	răscoală
uproar	vacarm
upscale	upscale
upset	deranjat
upshot	deznodământ
upstairs	la etaj
upstanding	vertical
upstart	parvenit
uptight	crispat
upward	în sus
upwards	în sus
uranium	uraniu
urban	urban
urchin	pici
urge	îndemn
urgency	urgenţă
urgent	urgent
urinal	pisoar
urinalysis	urinalysis
urinate	urina
urination	urinare
urine	urină
urn	urnă
usable	utilizabil
usage	folosire
use	utilizare
used	folosit
useful	util
usefully	util
usefulness	utilitate
useless	inutil
user	utilizator
usher	introduce
usual	ca de obicei
usurp	uzurpa
usurped	uzurpat
usury	camătă
utensil	ustensilă
uterus	uter
utilitarian	utilitar
utility	utilitate
utilization	folosire
utilize	folosi
utmost	maxim
utopian	utopic
utter	rosti
utterance	enunț
utterly	cu totul
vacancy	post vacant
vacant	vacant
vacate	părăsi
vacation	concediu de odihna
vaccination	vaccinare
vaccine	vaccin
vacuolar	vacuolar
vacuole	vacuole
vacuous	vacuous
vacuum	vid
vagabond	vagabond
vagina	vagin
vaginal	vaginale
vagrancy	vagabondaj
vagrant	vagabond
vague	vag
vagueness	imprecizie
vainly	vainly
valance	Valance
vale	vale
valedictorian	sefa de promotie
valentine	aleasă a inimii
valet	valet
valiant	viteaz
valid	valabil
validate	valida
validation	validare
validity	valabilitate
valium	valium
valley	vale
valor	NO TRANSLATION
valuable	valoros
valuables	valoare
valuation	evaluare
value	valoare
valve	supapă
vamoose	NO TRANSLATION
vamp	căpută
vampire	vampir
van	NO TRANSLATION
vandal	vandal
vandalism	vandalism
vane	giruetă
vanguard	avangardă
vanilla	vanilie
vanish	dispărea
vanished	dispărut
vanishing	dispariție
vanity	vanitate
vanquish	înfrânge
vanquished	învins
vanquishing	vanquishing
vantage	avantaj
vapor	vapori
vara	NO TRANSLATION
variable	variabil
variance	variație
variation	variație
variations	variații
varicella	varicela
varicose	varicoasă
varied	variat
variegated	pestriţ
variety	varietate
various	variat
varmint	varmint
varnish	lac
varsity	Varsity
vary	varia
varying	variabil
vascular	vasculare
vase	vază
vasectomy	vasectomie
vassal	vasal
vast	vast
vat	TVA
vaudeville	vodevil
vault	seif
vaulted	boltit
vaulting	boltire
veal	vițel
vector	vector
veer	a-și schimba direcția
vega	vega
vegan	Vegetarian
vegetable	vegetal
vegetarian	vegetarian
vegetarianism	vegetarianism
vegetation	vegetație
vegetative	vegetativ
veggie	Veggie
vehement	vehement
vehicle	vehicul
veil	voal
veiled	acoperit cu voal
vein	venă
veined	vânos
vellum	pergament
velocity	viteză
velour	velur
velvet	catifea
velvety	catifelat
vena	cavă
vendetta	vendetă
vending	vending
vendor	furnizor
veneer	Fateta dentara
venerable	venerabil
veneration	veneraţie
venereal	veneric
venetian	veneţian
vengeance	răzbunare
vengeful	răzbunător
venison	vânat
venom	venin
venomous	veninos
venous	venos
vent	orificiu
ventilation	ventilare
ventilator	ventilator
venting	ventilare
ventricle	ventricul
ventricular	ventriculară
ventriloquist	ventriloc
venture	aventura
venue	loc de întâlnire
veracity	veridicitate
veranda	verandă
verb	verb
verbal	verbal
verbatim	textual
verbiage	verbiaj
verbose	prolix
verbosity	limbuție
verdant	verde
verdict	verdict
verge	mărgini
verification	verificare
verified	verificate
verify	verifica
verily	într-adevăr
veritable	veritabil
vermin	paraziţi
vermouth	vermut
vernacular	indigen
vernal	vernal
veronica	veronica
versatile	multilateral
versatility	versatilitate
verse	verset
version	versiune
versus	impotriva
vert	vert
vertebra	vertebră
vertebral	vertebral
vertex	zenit
vertical	vertical
vertically	vertical
vertigo	amețeală
verve	vervă
very negative	foarte negativ
very positive	foarte pozitiv
veryangry	NO TRANSLATION
vesicle	veziculă
vesicular	veziculară
vessel	navă
vest	vestă
vested	învestită
vestibule	vestibul
vestige	vestigiu
vet	veterinar
veteran	veteran
veterinarian	medic veterinar
veterinary	veterinar
veto	veto
vexed	contrariat
viability	viabilitate
viable	viabil
viaduct	viaduct
vial	flacon
vibe	atmosfera
vibes	vibe
vibrant	vibrant
vibrate	vibra
vibration	vibrație
vibrator	vibrator
vibratory	vibratoare
vicar	vicar
vicarious	făcut pentru altcineva
vice	viciu
viceroy	vicerege
vicinity	apropiere
vicious	vicios
victim	victimă
victimized	victimizat
victor	Victor
victoria	Victoria
victorious	victorios
victory	victorie
video	video
video game	joc video
videotape	casetă video
vie	NO TRANSLATION
view	vedere
viewer	telespectator
viewing	vizualizare
viewpoint	punct de vedere
vigil	veghe
vigilance	vigilenţă
vigilant	vigilent
vigilante	justițiar
vignette	vinietă
vigor	vigoare
vigorous	viguros
viking	viking
vile	josnic
villa	vilă
village	sat
villager	sătean
villain	ticălos
villainous	mizerabil
vinaigrette	vinaigrette
vindicate	reabilita
vindicated	răzbunați
vindication	justificare
vindictive	răzbunător
vine	vita de vie
vinegar	oţet
vineyard	vie
vintage	epocă
vinyl	vinilin
viola	viola
violate	viola
violation	încălcare
violence	violenţă
violent	violent
violently	violent
violet	violet
violin	vioară
violinist	violonist
viper	viperă
viral	virale
virgin	virgin
virginal	virginal
virginity	virginitate
virility	virilitate
virology	Virusologie
virtual	virtual
virtually	practic
virtue	virtute
virtuoso	virtuos
virtuous	virtuos
virulence	virulenţă
virus	virus
visa	Visa
visage	NO TRANSLATION
viscosity	viscozitate
viscous	viscos
vise	NO TRANSLATION
visibility	vizibilitate
visible	vizibil
visibly	vizibil
vision	viziune
visionary	vizionar
visit	vizita
visitation	vizită
visiting	in vizita
visitor	vizitator
visor	vizieră
vista	perspectivă
visual	vizual
visualize	imagina
vital	vital
vitality	vitalitate
vitals	Semnele vitale
vitamin	vitamină
vitreous	vitros
viva	viva
vivacious	vivace
vivid	viu
vixen	vulpe
vocabulary	vocabular
vocal	vocal
vocalist	dizeur
vocation	vocaţie
vodka	vodcă
vogue	vogă
voice	voce
voiceless	afon
voicemail	mesageria vocală
void	vid
volatile	volatil
volatility	volatilitate
volcanic	vulcanic
volcano	vulcan
volition	voinţă
volley	salvă
volleyball	volei
voltage	Voltaj
voltmeter	voltmetru
volume	volum
volumes	volume
voluminous	voluminos
voluntarily	de bunăvoie
voluntary	voluntar
volunteer	voluntar
volunteering	voluntariat
volunteers	voluntari
voluptuous	voluptos
vomit	vărsătură
vomiting	vărsături
voodoo	Voodoo
voracious	vorace
vortex	vârtej
vote	vot
voter	alegător
voting	vot
votive	votiv
vouch	garanta
voucher	Bon
vow	jurământ
vowel	vocală
voyage	călătorie
voyager	voiajor
voyeur	voyeur
vulgar	vulgar
vulgarity	vulgaritate
vulnerability	vulnerabilitate
vulnerable	vulnerabil
vulture	vultur
wacko	Wacko
wacky	Wacky
wad	tampon
waddle	se clătina
wade	merge cu greu prin apă
wafer	anafură
waffle	vafelă
wag	bâțâi
wage	salariu
wager	pariu
wages	salarizare
wagon	vagon
wail	boci
waist	talie
waistcoat	vestă
waistline	talie
wait	aștepta
waiter	Chelner
waiting	aşteptare
waitinggame	NO TRANSLATION
waitress	chelneriţă
waive	renunța
waiver	renunțare
wake	trezi
walk	mers pe jos
walker	Walker
walking	mers
walkout	ieși
wall	perete
wallaby	Wallaby
wallet	portofel
wallflower	wallflower
wallop	lovitură straşnică
wallow	bălăci
wallpaper	tapet
walnut	nuc
walrus	morsă
waltz	vals
wan	NO TRANSLATION
wand	baghetă
wander	umbla
wanderer	rătăcitor
wandering	rătăcitor
wane	declin
waning	descreștere
wanker	labagiu
wannabe	vrei sa fii
wannasleep	NO TRANSLATION
want	vrei
wanting	doresc
wanton	desfrânată
war	război
warbler	warbler
warcrimes	NO TRANSLATION
ward	cartier
warden	director
wardrobe	dulap pentru haine
ware	articole
warehouse	depozit
warfare	război
warhead	focos
warlike	belicos
warlock	vrăjitor
warlord	warlord
warm	cald
warming	încălzire
warms	încălzește
warmth	căldură
warn	a avertiza
warned	a avertizat
warning	avertizare
warp	urzeală
warpath	Warpath
warped	warped
warrant	mandat
warranted	garantat
warrants	mandate
warranty	garanție
warren	crescătorie de iepuri de casă
warrior	războinic
warship	vas de război
wart	neg
wartime	timp de război
wary	precaut
wash	spalare
washed	spălat
washer	mașină de spălat
washing	spălat
washout	washout
washroom	washroom
wasp	viespe
waste	deşeuri
wastebasket	cos de gunoi
wasted	pierdut
wasteful	risipitor
wasteland	pustietate
wasting	irosirea
watch	ceas
watchdog	câine de pază
watcher	Watcher
watchful	vigilent
watchman	NO TRANSLATION
watchout	ai grija
watchtower	Watchtower
water	apă
water polo	polo pe apă
waterbed	Patul cu apa
watercourse	râu
watered	adăpate
waterfall	cascadă
waterfront	malul mării
watering can	stropitoare
watermelon	pepene
waterproof	rezistent la apă
waterworks	uzină de apă
watery	apos
wave	val
wavelength	lungime de undă
waver	șovăi
wavering	ezitare
waves	valuri
wavy	ondulat
wax	ceară
waxed	cerat
waxy	ceros
way	cale
ways	moduri
wayward	capricios
weak	slab
weaken	slăbi
weakened	slăbit
weakling	slăbănog
weakly	slab
weakness	slăbiciune
wealth	bogatie
wealthy	bogat
weapon	armă
weaponry	armament
wear	purta
wearer	purtator
wearily	obosit
weariness	oboseală
wearing	purtare
weary	obosit
weasel	nevăstuică
weather	vreme
weathered	erodate
weatherman	meteorolog
weatherproof	rezistentă la intemperii
weave	ţese
web	web
website	website
wed	însura
wedded	căsătorit
wedding	nuntă
wedge	pană
wedlock	căsătorie
wee	mititel
weed	buruiană
weeding	plivit
weeds	buruieni
weedy	buruienos
weeeee	NO TRANSLATION
week	săptămână
weekday	zi de lucru
weekend	sfârșit de săptămână
weekly	săptămânal
weenie	Weenie
weep	plânge
weeping	plâns
weeping willow	salcie plângătoare
weepy	plangacioasa
weigh	cântări
weighing	cântărire
weight	greutate
weightless	imponderabilă
weightloss	NO TRANSLATION
weights	greutăți
weighty	cu greutate
weir	stăvilar
weird	ciudat
weirdness	weirdness
weirdo	weirdo
welcome	Bine ati venit
welcomed	a salutat
welcoming	primitor
weld	sudură
welder	sudor
welding	sudare
welfare	bunăstare
wellhead	izvor
wellness	bunastare
welsh	velșă
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	umbla după femei
werewolf	vârcolac
west	vest
westbound	vest
western	vestic
wet	umed
wetback	wetback
whack	lovi cu putere
whale	balenă
whaling	vânătoare
wham	wham
whammy	imprejurare
wharf	debarcader
whatdoido	NO TRANSLATION
whatif	ce-ar fi dacă
whatmakesmesmile	NO TRANSLATION
whatnot	fleacuri
whatsoever	oricare
whatsthepoint	NO TRANSLATION
wheat	grâu
wheel	roată
wheel barrow	NO TRANSLATION
wheelbarrow	roabă
wheelchair	scaun cu rotile
wheels	roți
wheeze	stratagemă
whelp	pui
whereabouts	unde
wherefore	pentru ce
wherewith	cu care
wherewithal	mijloacele necesare
whet	ascuți
whiff	pufăi
whilst	în timp ce
whim	capriciu
whimper	scâncet
whimsical	capricios
whimsy	capricios
whine	se văita
whiny	plângăcios
whip	bici
whiplash	pleasnă
whipped	biciuit
whirl	vârtej
whirlpool	sorb
whirlwind	vârtej de vânt
whisk	Tel
whisker	mustăţi
whiskers	mustati
whiskey	whisky
whisky	whisky
whisper	şoaptă
whispered	șoptit
whistle	fluier
whit	pic
white	alb
whitefish	pește alb
whiteness	albeață
whitewash	lapte de var
whitish	albicios
whittle	ciopli
whiz	fluiera
whole	întreg
wholesale	angro
wholesome	sănătos
wholly	în întregime
whoo	uhu
whoop	tuşi
whopper	huidumă
whopping	enorm
whore	curvă
whorehouse	bordelul
wick	fitil
wicked	rău
wickedness	răutate
wicker	de răchită
wicket	portiță
wide	larg
widely	pe scară largă
widen	largi
widespread	pe scară largă
widow	văduvă
widowed	văduvit
widower	văduv
width	lăţime
wield	mânui
wiener	cârnatul
wienie	NO TRANSLATION
wife	soție
wig	perucă
wiggle	wiggle
wight	individ
wiki	wiki
wild	sălbatic
wildcat	pisică sălbatică
wildebeest	gnu
wilderness	pustie
wildfire	Foc salbatic
wildlife	animale sălbatice
will	voi
willful	intenționat
willies	willies
willing	dispus
willingly	de bunăvoie
willingness	bunăvoință
willow	salcie
willpower	vointa
wilt	ofili
wilted	ofilit
wily	viclean
wimp	wimp
wimpy	Wimpy
win	victorie
wince	tresărire
winch	vinci
wind	vânt
windbag	fanfaron
windfall	pleașcă
winding	serpuit, cotit
windmill	moara de vant
window	fereastră
windowsill	NO TRANSLATION
windpipe	traheea
windshield	parbriz
windy	bătut de vânturi
wine	vin
wine cooler	dispozitiv de racit vinul
wing	aripă
winged	înaripat
winger	Extremă
wingman	camarad
wink	a face cu ochiul
winner	câştigător
winning	câștigător
winnings	Câștiguri
wino	NO TRANSLATION
winter	iarnă
winterbreak	NO TRANSLATION
wintertime	timp de iarna
wintery	de iarnă
wintry	de iarnă
wipe	sterge
wiper	ștergător
wire	sârmă
wired	cu fir
wireless	fără fir
wiretap	wiretap
wiring	cabluri
wis	WIS
wisdom	înţelepciune
wise	înţelept
wish	dori
wishbone	iadeș
wishful	dornic
wishing	care doresc
wishmeluck	urează-mi noroc
wisp	șomoiog
wistful	melancolic
wit	spirit
witch	vrăjitoare
witchcraft	vrăjitorie
withal	pe deasupra
withdraw	retrage
withdrawal	retragere
withdrawals	retrageri
withdrawn	retrase
wither	veșteji
withered	ofilit
withering	ofilire
withhold	reține
withholding	reținere la sursă
withstand	rezista
witless	nătărău
witness	martor
wits	minte
witty	spiritual
wiz	Wiz
wizard	vrăjitor
wobble	clătina
wobbly	wobbly
woe	Vai
