Word	lb
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	gewénkt
soot	Rouscht
soothe	heemlech
soothing	berouegt
sophisticated	raffinéiert
sophistication	erstaunlech
sophomore	sophomore
sopissed	NO TRANSLATION
soppy	Soppler
soprano	Sopran
sorcerer	Zauberer
sorcery	ärer Schéiererei
sordid	sardid
sore	Wüst
soready	soready
sorely	schéissen
soreness	Äerzbëschof
sorghum	Sorghum
sorority	Sororitéit
sorrow	traureg
sorrowful	traureg ginn
sorry	entschëllegt
sort	sortéieren
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	Sortéierung
sos	NO TRANSLATION
soscared	sociared
soscary	sociologesch
soslow	soslow
sostressed	NO TRANSLATION
sosweet	sou séiss
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	Séil
soulful	Séileg
soulless	Onlosheet
soulmate	Séil mateneen
sound	kléngt
sounding	kléngt
soundness	Fräiraum
soundproof	Schallisolatioun
soundtrack	Soundtrack
soup	Zopp
sour	Sauer
source	Quell
sourpuss	Drénkwaasser
south	Süden
southbound	Südbezierk
southeast	südëstlech
southern	Süden
southpaw	Südpol
southwest	bléist
souvenir	Souvenir
sovereign	souverän
sovereignty	Souveränitéit
soviet	Sowjet
sow	z'iessen
soy	Soja
soy sauce	Soja Zooss
soybean	Soja
spa	Spa
space	Plaz
spacecraft	Raumschëffer
spaceman	Astronaut
spaceship	Raumschëff
spacing	Ofstand
spacious	geréckelt
spade	Spat
spaghetti	Spaghetti
spam	Spam
spammers	Spammer mëssbraucht
span	NO TRANSLATION
spandex	Spandex
spaniel	spaniel
spank	Spann
spanking	beetschen
spar	Spar
spare	ze ersetzen
spareribs	Spareribs
sparingly	kaum
spark	Fouss
sparkle	Fonkelen
sparkling	spruddelegt
sparkly	Spektakulär
sparring	Sparring
sparrow	Spatz
sparse	schaarf
spasm	Spasmus
spastic	Spastik
spat	amen
spatial	räifalteg
spatter	rappen
spatula	Spatul
spawn	erbäigecken
spaz	Spazéierter
speak	schwätzt
speakeasy	speakeasy
speaker	seng Mammesprooch ass
speakerphone	Telefon hunn
speaking	schwätzen
spear	Speer
spec	Spekulatioun
special	speziell
specialist	Spezialist
speciality	Spezialitéit
specialize	NO TRANSLATION
specially	speziell
specialty	Spezialitéit
specie	NO TRANSLATION
species	Arten
specific	spezifesch ass
specification	Spezifizéierung
specify	uginn
specimen	Exemplar
speck	speck
speckled	pudding
specs	Spezifizitéiten
spectacle	Spektakel
spectacles	Brëller
spectacular	spektakulär
spectator	Spectator
specter	Gespenst
spectral	spektral
spectrometer	Spektrometer
spectrophotometer	Spektralphotometer
spectroscopy	Spektroskopie
spectrum	Spektrum
speculate	spekuléieren
speculation	Spekulatioun
speculative	spekulativ
speculum	spekuléiert
speech	Ried halen
speechless	vu senger Sprooch
speed	Geschwindegkeet
speedboat	Speedboat
speedily	séier ass
speeding	séier drun
speedometer	Tachometer
speedway	Speedway
speedy	schnell
spell	Zauber
spellbound	Spellbicher
spelling	Schreifweis
spencer	Spencer
spend	verbréngen
spender	Spender
spending	Ausgaben
spent	ausginn
sperm	Spermien
spew	spannend
sphere	Sphär
spherical	Kugel
sphincter	Sphincter
sphinx	Sphinx
spic	Spixt
spice	Gewierz
spicy	schaarf
spider	Spann
spiders	Spann
spiffy	gewalteg
spigot	Spigot
spike	Spikes
spiked	verwinnt
spiky	spéit
spill	Spill
spillin	NO TRANSLATION
spin	Spin
spinach	Spinat
spinal	Spinal
spindle	Spindel
spine	d`Rage
spineless	drénken
spinner	Spinner
spinning	Spann
spinster	Spinster
spiny	Spinn
spiral	Spiral
spire	Tuerm
spirit	Geescht
spirited	geeschter
spirits	Séilen
spiritual	geeschtlech
spirituality	Spiritualitéit
spit	ze spéit
spite	stécht
spiteful	gehandelt huet
spitfire	spitfire
spittoon	Spektakel
splash	oppassen
splat	splat
splatter	Splatter
spleen	Mëllech
splendid	Glanz
splendor	Glanz
splice	splice
spline	Spell
splint	ze sonnen
splinter	Splitter
split	gespuert
splitting	Trennung
splurge	verwinnt
spoil	verdéngen
spoiler	Spoiler
spoiling	verwäerten
spoils	verwäerten
spoke	geschwat hunn
spoken	geschwat hunn
spokesman	Spokesman
spokesperson	Pressespriecher
sponge	Schwamm
spongy	Spongi
sponsor	Sponsor
sponsorship	Sponsoring
spontaneity	Spontanitéit
spontaneous	spontan
spoof	Paräis
spook	Spuk
spooky	gespenstlech
spool	Spool
spoon	Läffel
spoonful	liewensfäeg
sporadic	sporadesch sinn
spore	Spore sinn
sport	Sport
sporting	sportlech
sports	Sport
sports car	Sportsauto
sportsman	Sportler
sportsmanship	Sportveräiner
sportswriter	Sportscar
sporty	sportlech
spot	Plaz
spotless	onméiglech
spotlight	Schampes
spotted	gesat
spotter	Spotter
spotty	iwwerdeems
spousal	Eidechsen
spouse	Fra
spout	Spur
sprain	Spur
sprawl	ze pläeren
spray	sprutzen
spread	verbreet
spreader	Spreader
spree	Streech
spring	Fréijoer
springtime	Fréijoersfoire
sprinkle	erdrécken
sprinkler	Sprinkler
sprinkling	opreegelen
sprint	Sprint
sprite	sprite kommen
sprout	Spross
spruce	Fëllst
spud	verwinnt
spunk	Spann
spunky	spunky
spur	Sturm
spurious	Stierf
spurred	gespuert
spurt	Spur
spy	ze spionéieren
squabble	ze vermëschen
squad	Kader
squadron	squadron
squall	amenagéiert
squamous	Platzen
squander	verréckelen
square	Feld
squash	squash
squat	squat
squatter	squatter
squaw	squaw
squawk	squawk
squeak	ze kräischen
squeaky	kräischen
squeal	matzespillen
squealer	Squealer
squeamish	lauschtert
squeeze	ze kräischen
squeezing	kräfteg sinn
squelch	gedréckt huet
squid	squid
squint	gewinnt
squire	squire
squirm	widdert de Potto gaangen
squirrel	Kaweechelchen
squirt	squirt
squish	squish
squishy	squishy
stab	Stab
stabbed	Stuerm
stability	Stabilitéit
stabilize	stabiliséieren
stabilizer	Stabilisator
stable	stabil ass
staccato	Staccato
stack	Stack
stadium	Stadion
staff	Personal
stag	Hirschrëft
stage	Stuf
stagecoach	Bühn
stagehand	Bühn
stagger	stiermesch
staggering	stierwen
stagnant	stagnant
stagnation	Stagnatioun
staid	staid
stain	Fleesch
stained	gefierft
stainless	Edelmetall
stair	Trap
staircase	Trap geet
stairs	Stack
stairway	Trepplék
stairwell	Treffpunkt
stake	Spill
stakeout	gespaart
stale	gehal
stalemate	ze bleiwen
stalk	Stëck
stalker	bedriwwen
stall	Stall
stallion	Hengscht
stalls	Stänn
stalwart	iwwerwaart
stamina	Konditioun
stamp	Timberen
stampede	ze stampéieren
stance	Haltung
stand	stoen
standard	Standard
standardize	normaliséieren
standardized	standardiséiert
standby	zur Verfügung stoen
standing	steet
standoff	ofgefälscht
standpoint	Standpunkt
standstill	stabel bliwwen
standup	Stéi op
stanza	Stanza
staph	Staph
staple	Haapas
stapler	Vitrinn
star	Stär
star fruit	Stären Uebst
starboard	Bord
starch	Stär
stardom	gären huet
stardust	stäipt
stare	gären
starfish	Stären
stargazing	Stargazing
staring	gestuerwen
stark	stark
starlet	Starlet
starlight	Starlight
starling	Stierpil
starry	Stäeren
stars	Stären
starship	Stären
start	Start
starter	Startnummer
startle	ageholl
startled	erféiert
startling	iwwerrascht
starvation	Hongerr
starve	verhënneren
starved	gehongert huet
starving	Doudesuerteel
stash	stoussen
stat	stat
state	Staat
stately	fest
statement	Ausso
stateroom	Stateroom
stateside	State
statesman	Staatsmann
static	statesch ass
staticky	NO TRANSLATION
statics	Statik
station	Gare
stationary	fest
stationery	Papeterie
statistic	Statistiken
statistical	Statistik
statistician	Statistiker
stator	Stator
statuary	Statuatioun
statue	Statu
statuette	Statuette
stature	Statur
status	Status
statute	Statut
statutory	gesetzlech
staunch	staunch
stave	agehale ginn
stay	bleiwen
stayaway	NO TRANSLATION
stayed	bliwen
stays	bleift
stead	notzen
steadfast	fest
steady	roueg
steak	Steaks
steakhouse	Steakhouse
steal	klauen
stealing	klaut
stealth	Stealth
stealthily	Stealthily
stealthy	klor
steam	Dampzuch
steamboat	Dampboot
steamer	Dampung
steaming	Dampwalz
steamroller	Dampwalz
steamship	Damptschëff
steamy	Steamy
steel	Stol
steep	gär
steeple	steeple
steer	steieren
steering	Steierung
stellar	stellar
stem	Stammzellen
stench	Gestank
stencil	Schabloun
stenographer	Spenographer
step	Schrëtt
stepdaughter	Stiefsäck
stepfather	Stéifpapp
stepmother	Stiefmotto
steppe	Stepp
steps	Schrëtt
stepson	Stapel
stereo	Stereo
stereoscopic	Stereoscopie
stereotype	Stereotyp
stereotyped	stereotypéiert ginn
sterile	steril
sterility	Sterilitéit
sterilize	steriliséieren
sterling	Sterling
stern	hannereneen
sternum	Strum
steroid	Steroid
stethoscope	Stethoskop
stew	gitt
steward	Steward
stewardess	Stewardess
stewardship	Stewardship
stfu	stfu
stick	ugebutt ginn
sticker	Sticker
sticking	geduet
stickler	Stickler
stickup	gefollegt
sticky	pëscheg
stiff	steef
stiffen	versteet
stiffness	Richtegkeet
stifle	verwonnt
stifled	erem verwonnt
stifling	ze vermësschen
stigma	Stigma
stile	NO TRANSLATION
stiletto	Stiletto
stillbirth	Stierwen
stillborn	gestuerwen
stillness	Stëmmung
stillwaiting	NO TRANSLATION
stilts	Stilzt
stimulant	stimulant sinn
stimulate	stimuléieren
stimulating	stimuléieren
stimulation	Stimulatioun
stimulus	Impuls
sting	zeechent
stinger	Steng
stinging	Pech
stingy	knéckeg
stink	stinkt
stinker	ze betraff sinn
stinking	gewäsch
stinky	Stinky
stint	stint
stipend	Stipendien
stipulate	ze definéieren
stipulation	festgeluecht
stir	erofsetzen
stirring	réieren
stitch	Hexagon
stitching	heibannen
stock	Stock
stockade	stockade
stockbroker	Bourse
stockholder	Fonds
stocking	Sträifen
stockings	Strëmp
stockpile	ze léisen
stockroom	Stockraicht
stocks	Stock
stoic	stoesch
stole	geklaut
stolen	geklaut
stomach	Magen
stomachache	Bauchwéi
stomp	stomp
stomped	gehummert
stone	Steen
stoned	verstuerwen
stonewall	stonewall
stoneware	stoneware
stony	Stärekoup
stooge	Stuart
stool	Hocker
stools	Hocker
stoop	stoop
stoopid	stoopid
stop	ophalen
stopover	Arrivée
stoppage	stopp
stopper	Stopp
stopping	ze stoppen
stopwatch	Stoppuet
storage	Späicherplatz
store	gespäichert
storefront	Buttek
storehouse	Lagerhaus
storeroom	Lagerraum
storing	gespäichert
storm	Stuerm
storming	Stuerm
stormy	dréint
story	Geschicht
storybook	Storybook
storyteller	Gunner
storytelling	Storytelling
stound	geklappt
stout	gehal
stove	Hiewel
stow	stow
stowaway	Stowaway
straddle	Trëppel
straight	direkt
straighten	ze straffen
straightforward	einfach
straightway	direkt
strain	bezeechent
strained	ugespaant
strait	Tréirer
straitjacket	Straitjacket
straits	Tréischterin
strand	Strang
stranded	gestuerwen
strange	komesch
stranger	friem
strangle	ze erschloen
strangulation	Strangulatioun hat
strap	Band
strapless	Tréischterin
strapping	Breetband
strata	Strata
strategic	strategesch
strategist	Sträitpist
strategy	Strategie
stratification	Stratifikatioun
stratosphere	Stratosphär
stratum	Stratum
stratus	stratus
straw	Strooss
strawberry	Äerdbier
stray	ze streiken
streak	Streik
streaked	streckt
stream	gestach
streamer	Streamer
streaming	Streaming
streamline	ganz einfach
street	Strooss
streetcar	Stroossbuerger
streetlight	Strooss
strength	Kraaft
strengthen	verstäerken
strengthening	ze verstäerken
strenuous	opreegend
strep	Strep
stress	Stress
stressed	betount
stresses	Stress
stressfree	NO TRANSLATION
stressful	stresseg
stressin	NO TRANSLATION
stressing	betonscht
stressrelief	NO TRANSLATION
stretch	ze streichen
stretcher	gefleegt
stricken	gestuerwen
strict	strikt
stride	ausgeglach
strife	Sträit
strike	Streik
strikeout	ze streiken
striker	Gol
striking	opfäeg
strikingly	opfälleg
string	String verlaangt
strings	Stécker
stringy	knaschteg
strip	Strip
stripe	Sträif
striped	gestreift
stripped	ergréifen
stripper	Stripper
striptease	Striptease
strive	ze streiden
strobe	Strobe
stroke	Schlaag
stroll	Stroll
stroller	Stroum
strolling	bummelen
strong	staark
stronghold	Héichhold
strongly	staark
structural	strukturell
structure	Struktur
strudel	Strudel
struggle	ze kämpfen
strut	gestéiert
stub	Stumm
stubbed	geluet
stubble	erbléckt
stubborn	Häerzstéck
stubbornness	anzesetzen
stubby	Stëst
stucco	Stucco
stuck	stänneg
stuckup	NO TRANSLATION
stud	Stud
studded	opgestallt
student	Schüler
studied	studéiert
studio	Studio
study	studéieren
stuff	Stuff
stuffed animal	d 'Déieren
stuffing	ze stéieren
stuffy	gefleckt
stumble	gestuerwen
stump	Stompel
stumped	stumméiert
stun	stun
stunned	enttäuscht
stunner	stunner
stunning	iwwerraschen
stunt	Stunts
stunted	Stuer
stuntman	Kënschtler
stupefaction	entfeucht
stupefy	enttäuscht
stupendous	iwwerrascht
stupid	onweise sinn
stupidity	Dommheet
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	kräfteg
sturgeon	Äerdmantel
stutter	Stécker
sty	gär
style	Stil
styling	Styling
stylish	stilvoll
stylist	Stylist
suave	opwuessen
sub	Sous
subatomic	subatomesch
subcommittee	Ënnercomité
subconscious	kommunizéieren
subcutaneous	ënnerbruecht
subdivide	subdivideieren
subdivision	Ënnerdeelung
subduction	subduck ginn
subdue	dréit
subdued	gedämpft sinn
subdural	subdural
subito	NO TRANSLATION
subject	Sujet
subjected	ënnerleien
subjection	Ënnerpräis
subjective	subjektiv
subjugation	Eruewerungen
sublet	sublet
sublevel	Ënnerstand
sublimation	Sublimatioun
sublime	sublime
subliminal	ënnerschriwwe ginn
submarine	Ënnerséiboot
submerge	gefuer
submerged	fäeg gemaach ginn
submersible	Erneierbar
submission	Soumissioun
submissive	ënnerlooss
submit	aginn hutt
submitting	ofginn
subordinate	nidderegen
subordination	Ënneruerdnung
subplot	Ënnerlag
subpoena	Sëtzung
subscribe	abonnéieren
subscriber	Abonnent
subscription	Abonnement
subsequence	Duerstellung
subsequent	Duerno
subsequently	duerno
subservient	Ënnerwäsch
subset	subsetéieren
subside	ze nidderegen
subsidence	Bieder sinn
subsidiary	Duechtergesellschaft
subsidize	ze subsidizeiren
subsidy	Subventioun
subsist	ze bleiwen
subsistence	Existenz
subsoil	ergréifen
subspace	subspace
substance	Substanz
substandard	mëttelméisseg
substantial	substantiell
substantially	substantiell
substantiate	ënnermaueren
substantive	materiell
substation	der Statioun
substitute	Auswiesselspiller
substituted	ersat
substitution	Auswiesselung
substructure	Ënnerstëtzung
subterranean	Ufer
subtext	Ënnertitel
subtitle	Ënnertitel
subtle	subtile
subtlety	Nuancen
subtract	subtrahéieren
subtraction	subtraktioun
subtype	Ënnertyp
suburb	Viruert
suburban	Faubourgen
suburbia	Suburbs
suburbs	Banlieue
subversion	Subversion
subversive	subversiv
subvert	ze subvertéieren
subway	Metro
succeed	geléngt
succeeding	Nofolger
success	Erfolleg
successful	erfollegräich
succession	Nofolleg
successive	successiv
successor	Nofolleg
succinct	zimmlech
succubus	Succubus
succulent	Séisswaasser
succumb	ze drun
suck	Saugen
sucker	Sauger
sucking	Saugen
suckling	geliwwert
sucks	eriwwer
suction	suction
sudden	bruecht
suddenly	opginn
suds	Sud
sue	verklot
suede	Velos
suffer	leiden
sufferer	leiden
suffering	Leed
suffice	duer
sufficiency	genuch
sufficient	genuch
sufficiently	genuch
suffix	suffix
suffocate	eremitt
suffocating	erstäerkt
suffocation	Éierlechkeet
sugar	Zocker
suggest	virschloen
suggestion	Suggestioun
suggestive	suggestiv
suicidal	Suizid
suicide	Suizid
suicidebombing	NO TRANSLATION
suit	Kostüm
suitable	gëeegent
suitcase	Koffer
suite	Suite
suitor	deeglech
sulfate	Sulfat
sulfur	Schwiewel
sulk	erwaart
sullen	zillen
sully	sully
sulphur	Schwiewel
sultan	Sultan
sultry	Houwald
sum	Zomm
summarily	summary
summarize	zesummegefaasst
summary	summary
summation	Summatioun
summer	Summer
summerhouse	Summerhaus
summertime	Summer ass
summit	Sommet
summon	schéckt
summons	schéckt
sumo	sumo
sump	Sumpf
sumptuous	Präis
sun	Sonn
sunbeam	Sonnestrahl
sunburn	Sonnebrand
sundae	Sonnden
sunday	Sonndeg
sundial	Sonneliicht
sundown	Sonnden
sundry	zielt
sunflower	Sonneblummen
sunglass	Sunglass
sunglasses	Sonnebrëll ass
sunk	versenkt
sunken	gesenktem Kou
sunless	Sonn ouni Erfolleg
sunlight	Sonneliicht
sunny	sonneg
sunrise	Sonnenopgang
sunroof	Sonnendach
sunscreen	Sonneschutz
sunset	Sonn ënnerhalen
sunshine	Sonn
suntan	gespaart
sunup	Sonnebierg
sup	sup
super	super
superannuation	superannuation
superb	schéinen
superficial	iwwerflächlech
superfluous	iwwerflësseg ass
superhero	superhero
superhuman	ongeheier
superimposed	iwwerlagert
superintendent	superintendent
superior	iwwerzeegt
superiority	Iwwerleeënheet
superlative	superlativ
superman	superman
supermarket	Supermarché
supermodel	Supermodel
supernatant	iwwerdroën
supernatural	iwwerbraucht
supernova	Supernova
superposition	Superpositioun
superpower	super Muecht
supersede	ersetzen
superstar	Superstar
superstition	ubelaangt
superstitious	superstitiös
superstore	Superstore
supervise	iwwerwaacht
supervision	Kontroll
supervisor	Supervisor
supper	Owesstonnen
suppertime	suppertime
supplant	Liwwerant
supple	schlécke loossen
supplement	Zousaz
supplemental	zousätzlech
supplementary	zousätzlech
supplication	ze luewen
supplier	Fournisseur
supplies	Material
supply	Versuergung
support	ënnerstëtzen
supported	ënnerstëtzt
supporter	ënnerstëtzt
supporters	ënnerstëtzt
supporting	ënnerstëtzen
supportive	ënnerstëtzen
suppose	unhuelen
supposed	supposéiert sinn
supposing	zoustinn
supposition	Iwwerleefung
suppress	ze drënner
suppression	Ennerdréckung
supremacy	Iwwerraschung
supreme	héchst
supremely	extrem
surcharge	Opschlag
sure	sécher
surety	séchert
surf	ze surfen
surface	Uewerfläch
surfboard	Surfbrett
surfer	Surfer
surge	gewaltsam
surgeon	Chirurg
surgery	Chirurgie
surgical	chirurgesch
surly	heefeg
surmise	iwwerpréift
surname	Familljenumm
surpassing	iwwergoen
surplus	Boni
surprise	Iwwerraschung
surprised	iwwerrascht
surprises	iwwerrascht
surprising	iwwerrascht
surprisingly	iwwerraschend
surreal	surreal
surrender	opginn
surrendering	erginn
surrogate	Ersatzsatz
surround	ëmginn
surrounding	ronderëm
surroundings	Ëmfeld
surveillance	Iwwerwaachung
survey	Ëmfro
surveying	vermooss
surveyor	Geometer
survival	iwwerlieft
survive	iwwerliewe kann
surviving	iwwerlieft
survivor	iwwerlieft
susceptibility	Sensibilitéit
susceptible	empfindlech
sushi	Sushi
suspect	verdächtegt
suspected	verdächtegt
suspend	z'ënnerbriechen
suspended	suspendéiert
suspenders	Stoussdämpfer
suspense	Spuer
suspension	suspensions
suspicion	Verdacht
suspicions	Verdacht
suspicious	suspekt wor
sustain	ze ënnerhalen
sustained	nohalteg
sustenance	Liewensmëttel
suture	suture
suv	suv
sux	NO TRANSLATION
swab	Wuess
swag	Swag
swagger	schwagger
swallow	schlécken
swami	swami
swamp	Sumpf
swamped	iwwerflësseg
swampy	séiss
swan	Schwäizer
swank	gedauert
swap	gelauschtert
swarm	Schwarm
swarming	verschwannen
swastika	schwastika
swat	schwätzt
sway	stierwen
swear	schwieren
swearing	geschwëdert
sweat	Schweess
sweater	Pullover
sweating	Schwëtzen
sweatshirt	Sweatshirt
sweatshop	Sweatshop
sweaty	décke Schweessen
sweep	ofginn
sweeper	Sweeper
sweeping	ernimmt
sweet	séiss
sweeten	Süß
sweetened	Süß
sweetener	Süßstoff
sweetest	séiss
sweetheart	Frëndin
sweetie	Huesi
sweetness	séiss
sweets	Séissegketen
swell	dréinen
swelling	geschwollen
sweltering	geschwächt
swerve	gedronk
swift	schnell
swiftly	schnell
swig	Fong
swill	Fong
swim	schwammen
swimmer	schwammen
swimming	schwammen
swimsuit	Schwämm
swindle	Bedrugsversuch
swindler	Schindler
swine	Schweinegänger
swing	schwëmmt
swinger	swinger
swinging	schwéieren
swipe	erlaaben
swirl	dréinen
swish	schwetzen
switch	wiesselen
switchblade	switchblade
switchboard	Umeldung bäi
swivel	d 'Schwenk
swollen	geschwollen
swoon	bezeechent
swoop	Vue
sword	Schwäert
swordfish	Schwäert
swordplay	Schwäert
swordsman	Schwäertman
sycamore	sycamore
syllable	Silb
syllabus	Léierplang
symbiotic	symbiotesch sinn
symbol	Symbol
symbolic	symbolesch
symbolically	symbolesch
symbolism	Symbolik
symbolize	symboliséiert
symmetric	symmetrësch sinn
symmetrical	symmetresch ass
symmetry	Symmetrie
sympathetic	sympathesch
sympathize	ze sympathiséieren
sympathy	Sympathien
symphonic	symphonesch
symphony	Symphonie
symposium	Symposium
symptom	Symptom
symptomatic	symptomatesch sinn
synagogue	Synagog
synapse	synapse
synaptic	synaptesch
sync	synchroniséiert
synchronize	synchroniséieren
synchronous	synchron
syncope	syncope
syndicate	Syndikat
syndrome	Syndrom
synergistic	synergistesch sinn
synergy	Synergy
synod	synod
synonym	synonym
synonymous	synonym
synopsis	synopsis
synoptic	synoptesch sinn
syntax	Syntax
synthesis	Synthese
synthesizer	Synthesizer
synthetic	synthetesch ass
syphilis	Syphilis
syringe	Sprëtz
syrup	Sirop
system	System
systematic	systematesch sinn
systematically	systematesch
t-shirt	T-Shirt
tab	Tab
tabasco	Tabasco
tabby	Tabby
tabernacle	Lift
table	Dësch
tableau	NO TRANSLATION
tablecloth	Dësch sëtzen
tablespoon	Dësch
tablet	Tablet
tableware	Dëscher
tabloid	Trikot
taboo	Tabu
tabular	tabellarescht
tabulate	tabuléis
tabulation	Tabulaire
tachometer	Tachometer
tacit	zoumaachen
