Word	be
unemployment	беспрацоўе
unencumbered	незаложенный
unending	бясконцы
unequal	няроўны
unequalled	цудоўны
unequivocal	недвухсэнсоўны
unequivocally	адназначна
unethical	неэтычна
uneven	няроўны
uneventful	беспрэцэдэнтная
unexpected	нечаканы
unexpectedly	нечакана
unexplainable	невытлумачальнае
unexplained	невытлумачальны
unexplored	недаследаваны
unfailing	невычэрпны
unfair	нядобрасумленны
unfairness	несумленнасць
unfaithful	вераломны
unfamiliar	незнаёмы
unfavorable	неспрыяльны
unfeeling	бяздушны
unfettered	вызвалены
unfinished	няскончаны
unfit	непрыдатны
unflinching	бясстрашнасць
unfold	раскрывацца
unfollow	неследовать
unforeseen	неспадзяваны
unforgettable	незабыўны
unforgivable	недаравальны
unforgiving	няўмольны
unfortunate	няшчасны
unfortunately	на жаль
unfounded	неабгрунтаваны
unfreeze	размарожваць
unfriendly	несяброўскі
unfulfilled	нявыкананы
unfurnished	немеблированный
unglued	слабіны
ungodly	бязбожны
ungrateful	няўдзячны
unguarded	неасцярожны
unhand	NO TRANSLATION
unhappiness	няшчасце
unhappy	няшчасны
unharmed	здаровы
unhealthy	нездаровы
unheard	нечуваным
unhelpful	бескарысны
unhindered	бесперашкоднае
unholy	бязбожны
unhook	адчапіць
unicorn	аднарог
unidentified	неапазнаны
unification	аб'яднанне
unified	уніфікаваны
uniform	аднолькавы
uniformed	апрануты ў форму
uniformity	аднастайнасць
uniformly	раўнамерна
unimaginable	няўяўны
unimpeachable	бясспрэчны
unimpeached	бясспрэчны
unimportant	няважны
unimpressed	невпечатлен
unimproved	неапрацаваны
uninfected	неінфіцірованному
uninformed	недасведчаны
uninhabited	бязлюдны
uninitiated	неазнаёмленых
uninspired	невдохновленный
unintelligible	няўцямны
unintended	незнарокавы
unintentional	незнарокавы
unintentionally	неспадзявана
uninterested	аб'ектыўны
uninteresting	нецікавы
uninterrupted	бесперапынны
uninvited	няпрошаны
union	саюз
unique	унікальны
unisex	унісекс
unison	ўнісон
unit	блок
unitary	унітарных
unite	аб'ядноўваць
united	адзіны
unity	адзінства
universal	універсальны
universality	ўніверсальнасць
universe	сусвет
university	універсітэт
unjust	несправядлівы
unjustifiable	неапраўданы
unjustified	неабгрунтаваны
unkind	нядобры
unknowable	неспасціжны
unknown	невядомы
unlawful	незаконнае
unleash	развязаць
unlicensed	Неліцэнзійная
unlike	у адрозненне ад
unlikely	наўрад ці
unlimited	неабмежаваны
unlisted	Unlisted
unload	разгружаць
unloaded	выгружаны
unlock	адамкнуць
unlucky	нешчаслівы
unmanageable	некіравальны
unmanned	беспілотны
unmarked	неазначаным
unmarried	нежанаты
unmask	выкрываць
unmatched	цудоўны
unmistakable	беспамылковы
unmitigated	несмягченный
unmoved	нерухомы
unnamed	неназваную
unnatural	ненатуральны
unnecessary	непатрэбны
unneeded	непатрэбны
unnoticed	незаўважаны
unnumbered	несчитанный
unobserved	незаўважаны
unobstructed	свабодны
unobtrusive	ненадакучлівы
unoccupied	незаняты
unofficial	неафіцыйны
unopened	нераспечатаную
unopposed	адзіны
unordered	незаказанный
unorganised	неарганізаваны
unorganized	неарганізаваны
unorthodox	неортодоксальность
unpack	распакоўваць
unpaid	неаплачаны
unparalleled	бяспрыкладны
unpleasant	непрыемны
unpleasantness	непрывабнасць
unplug	адлучаць
unplugged	адключаны ад сеткі
unpopular	непапулярны
unprecedented	беспрэцэдэнтны
unpredictable	непрадказальны
unprepared	непадрыхтаваны
unpretentious	непатрабавальны
unproductive	непрадуктыўны
unprofessional	непрафесійны
unprofitable	стратны
unprotected	неабаронены
unproven	недаказанай
unprovoked	неспровоцированный
unpublished	неапублікаваны
unpunished	беспакараным
unqualified	некваліфікаваны
unquestionable	бясспрэчны
unquestionably	несумненна
unquestioned	бясспрэчны
unquote	закрываць двукоссі
unravel	разблытваць
unreachable	недасяжны
unread	непрачытаныя
unreal	нерэальны
unrealistic	нерэальны
unreasonable	неабгрунтаваны
unrecorded	незафіксаваных
unregistered	незарэгістраваны
unregulated	нерэгулюемы
unrelated	незвязаны
unrelenting	бязлітасны
unreliable	ненадзейны
unremarkable	нічым не характэрны
unrepentant	нераскаяны
unrequited	неаплачаны
unresolved	нявырашанае
unresponsive	адказваць на запыты
unrest	беспарадкі
unrestrained	нястрыманыя
unrestricted	неабмежаваны
unromantic	неромантичным
unruly	непакорлівы
unsafe	небяспечны
unsanitary	антысанітарных
unsatisfactory	нездавальняючы
unsatisfied	нездаволены
unsavory	непрывабны
unscathed	здаровы
unscheduled	незапланаваны
unscientific	ненаучный
unscrew	адкруціць
unscrupulous	нядобрасумленны
unseat	пазбаўляць месцы
unseen	нябачны
unselfish	бескарыслівы
unsettled	нявырашанае
unsightly	непрывабны
unsolicited	незатребованный
unsolved	нявырашанае
unsophisticated	наіўны
unsound	неабгрунтаваны
unspeakable	невымоўны
unspecified	нявызначаныя
unspoken	нявыказанае
unstable	няўстойлівы
unsteady	няўстойлівы
unstoppable	нястрымны
unsuccessful	няўдалы
unsuitable	непадыходны
unsung	невоспетых
unsupervised	бескантрольны
unsupported	Непадтрымоўваны
unsure	няўпэўнены
unsurpassed	непераўзыдзены
unsuspecting	не падазрае
unsustainable	няўстойлівы
unsweetened	несалодкі
unsympathetic	несімпатычны
untamed	неукрощенный
untenable	неплацежаздольнасці
untested	неправеранай
unthinkable	неймаверны
untidy	неахайны
untie	развязваць
untimely	заўчасна
untitled	без назвы
untold	незлічоная
untouchable	недатыкальны
untouched	некрануты
untoward	неспрыяльны
untraceable	без вестак
untrained	непадрыхтаваны
untranslated	неперакладзеных
untroubled	ціхамірнае
untrue	неадпаведныя
untrustworthy	ненадзейны
unturned	неперевернутый
unused	нявыкарыстаны
unusual	незвычайны
unusually	незвычайна
unutterable	невымоўны
unveil	адкрываць
unveiling	абнародаванне
