Word	kk
vise	NO TRANSLATION
visibility	көріну
visible	көрінетін
visibly	көрінетін
vision	көру
visionary	көрермен
visit	бару
visitation	келу
visiting	бару
visitor	келуші
visor	сөре
vista	виста
visual	көрнекі
visualize	бейнелеу
vital	өмірлік маңызды
vitality	тірі
vitals	ақпараттар
vitamin	дәрумені
vitreous	шыны тәрізді
viva	viva
vivacious	жанұялық
vivid	жарқын
vixen	vixen
vocabulary	лексика
vocal	вокал
vocalist	вокалист
vocation	кәсіп
vodka	арақ
vogue	сән
voice	дауыс
voiceless	дауыссыз
voicemail	дауыстық пошта
void	жарамсыз
volatile	ұшпа
volatility	құбылмалылық
volcanic	вулкандық
volcano	вулкан
volition	ерікті
volley	воллей
volleyball	волейбол
voltage	Вольтаж
voltmeter	вольтметр
volume	көлемі
volumes	көлемі
voluminous	көлемді
voluntarily	өз еркімен
voluntary	ерікті
volunteer	ерікті
volunteering	еріктілік
volunteers	еріктілер
voluptuous	қуатты
vomit	құсу
vomiting	құсу
voodoo	voodoo
voracious	қатерлі
vortex	құйынды
vote	дауыс
voter	сайлаушылар
voting	дауыс беру
votive	дауыс беру
vouch	сенімхат
voucher	ваучер
vow	ант
vowel	дауыссыз
voyage	рейс
voyager	воджер
voyeur	күзетші
vulgar	вульгар
vulgarity	вульгарность
vulnerability	осалдық
vulnerable	осал
vulture	жыртқыш
wacko	wacko
wacky	ақылды
wad	wad
waddle	ведле
wade	wade
wafer	вафли
waffle	вафли
wag	қыдыру
wage	жалақы
wager	ставка
wages	жалақы
wagon	вагон
wail	дауыстап
waist	белдеуі
waistcoat	көкірекше
waistline	белдеуі
wait	күте тұрыңыз
waiter	Даяшы
waiting	күту
waitinggame	NO TRANSLATION
waitress	официант
waive	бас тарту
waiver	бас тарту
wake	ояну
walk	жүру
walker	жаяу жүргінші
walking	жаяу
walkout	шығу
wall	қабырға
wallaby	wallaby
wallet	әмияныңызда
wallflower	қабыршақты гүл
wallop	қабырғалар
wallow	қабырғалар
wallpaper	тұсқағаз
walnut	жаңғақ
walrus	морж
waltz	вальс
wan	NO TRANSLATION
wand	таяқша
wander	тебу
wanderer	таятшы
wandering	қыдырған
wane	төмендеді
waning	төмендеді
wanker	ванкир
wannabe	wannabe
wannasleep	NO TRANSLATION
want	келеді
wanting	келеді
wanton	қалаусыз
war	соғыс
warbler	пышақшы
warcrimes	NO TRANSLATION
ward	қамқорлық
warden	бақылаушы
wardrobe	гардероб
ware	заттар
warehouse	қойма
warfare	соғыс
warhead	боеголовка
warlike	соғысқа ұқсас
warlock	құлпы жоқ
warlord	сарбаздар
warm	жылы
warming	жылыну
warms	жылынады
warmth	жылу
warn	ескерту
warned	ескертті
warning	ескерту
warp	сәндеу
warpath	соғыс жолы
warped	бүлінген
warrant	кепілдік
warranted	кепілдік берді
warrants	кепілдемелер
warranty	кепілдік
warren	warren
warrior	жауынгер
warship	әскери кемелер
wart	соқырлар
wartime	соғыс уақытында
wary	сақ болыңыз
wash	жуу
washed	жуылған
washer	жуу машинасы
washing	жуу
washout	жуу
washroom	жуынатын бөлме
wasp	сүлгімен
waste	жарату
wastebasket	қалдықтар
wasted	жұмсалған
wasteful	ысырапқорлық
wasteland	шөлді
wasting	жұмсау
watch	сағат
watchdog	бақылаушы
watcher	бақылаушы
watchful	сергек
watchman	NO TRANSLATION
watchout	қауіптену
watchtower	күзет мұнарасы
water	су
water polo	су полосы
waterbed	су қоймасы
watercourse	су ағыны
watered	суарылатын
waterfall	сарқырамасы
waterfront	жағалау
watering can	суару мүмкін
watermelon	қарбыз
waterproof	су өтпейтін
waterworks	су құбырлары
watery	сулы
wave	толқыны
wavelength	толқын ұзындығы
waver	ұйқысыз
wavering	күрделі
waves	толқындар
wavy	толқынды
wax	балауыз
waxed	балауыз
waxy	балауыз
way	жол
ways	жолдар
wayward	бұрылыс
weak	әлсіз
weaken	әлсіреді
weakened	әлсіреген
weakling	әлсіздік
weakly	әлсіз
weakness	әлсіздік
wealth	байлық
wealthy	бай
weapon	қару
weaponry	қару-жарақ
wear	кию
wearer	киім
wearily	шаршады
weariness	шаршау
wearing	кию
weary	шаршайды
weasel	шірік
weather	ауа райы
weathered	ауытқып кеткен
weatherman	вегетарианшы
weatherproof	ауа райына төзімді
weave	тоқу
web	желі
website	веб-сайт
wed	үйленді
wedded	үйленді
wedding	үйлену той
wedge	сына
wedlock	некеде
wee	ілгектер
weed	арамшөптер
weeding	отау
weeds	арамшөптер
weedy	қару
weeeee	NO TRANSLATION
week	апта
weekday	демалыс күндері
weekend	демалыс күндері
weekly	апта сайын
weenie	weenie
weep	жылап
weeping	жылап
weeping willow	жусан талдың
weepy	жиренішті
weigh	салмақ
weighing	өлшеу
weight	салмағы
weightless	жеңіл салмағы жоқ
weightloss	NO TRANSLATION
weights	салмақтар
weighty	салмақты
weir	вирус
weird	таңқаларлық
weirdness	елсіздік
weirdo	weirdo
welcome	қош келдіңіз
welcomed	құптады
welcoming	құттықтау
weld	дәнекерлеу
welder	дәнекерлеуші
welding	дәнекерлеу
welfare	әл-ауқат
wellhead	ұңғымалар
wellness	сауықтыру
welsh	галлий
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	венч
werewolf	балауыз
west	батысқа қарай
westbound	батысқа қарай
western	батыс
wet	дымқыл
wetback	нашарлау
whack	шабу
whale	кит
whaling	кит аулау
wham	wham
whammy	қайғылы
wharf	қайық
whatdoido	NO TRANSLATION
whatif	болса не
whatmakesmesmile	NO TRANSLATION
whatnot	ештеңе жоқ
whatsoever	қандай да болмасын
whatsthepoint	NO TRANSLATION
wheat	бидай
wheel	доңғалақ
wheel barrow	NO TRANSLATION
wheelbarrow	дөңгелегі
wheelchair	мүгедектер арбасы
wheels	дөңгелектер
wheeze	шырышты
whelp	жұлдыру
whereabouts	орналасқан жері
wherefore	сондықтан
wherewith	олармен
wherewithal	кез келген
whet	бұлшықет
whiff	сықылды
whilst	әзірге
whim	жымиып
whimper	қытырлақ
whimsical	қызықты
whimsy	ақжүрек
whine	ұлу
whiny	күлді
whip	қамшы
whiplash	қыпшақтау
whipped	қуырылған
whirl	құйылған
whirlpool	гидромассаж
whirlwind	боран
whisk	шапшаңдық
whisker	сиқыршы
whiskers	сиқыршылар
whiskey	виски
whisky	виски
whisper	пышақ
whispered	- деп шығады
whistle	ысқырық
whit	ақ
white	ақ
whitefish	ақбалық
whiteness	ақтығы
whitewash	ағарту
whitish	ақтығы
whittle	ақшылдау
whiz	жыртқыш
whole	тұтас
wholesale	көтерме сату
wholesome	пайдалы
wholly	толығымен
whoo	кім
whoop	соққылар
whopper	ақжарғыш
whopping	қапталған
whore	жезөкше
whorehouse	жезөкше
wick	сықақ
wicked	жаман
wickedness	зұлымдық
wicker	щеткамен
wicket	бөрене
wide	кең
widely	кең
widen	кеңейтеді
widespread	кең таралған
widow	жесір әйел
widowed	жесір қалған
widower	жесір
width	ені
wield	пайдалану
wiener	әйел
wienie	NO TRANSLATION
wife	әйелі
wig	шашты
wiggle	қытырлақ
wight	ерлігі
wiki	wiki
wild	жабайы
wildcat	жабайы
wildebeest	wildebeest
wilderness	шөл дала
wildfire	өрт сөндіру
wildlife	жабайы жануарлар
will	болады
willful	еріксіз
willies	willies
willing	дайын
willingly	ерікті түрде
willingness	дайын
willow	талдың
willpower	ерік күші
wilt	тілек
wilted	соқтығысқан
wily	ақылды
wimp	wimp
wimpy	wimpy
win	жеңу
wince	wince
winch	леб
wind	жел
windbag	желдеткіш
windfall	түсіру
winding	орамдау
windmill	жел диірмені
window	терезе
windowsill	NO TRANSLATION
windpipe	желе құбыры
windshield	шыны
windy	желді
wine	шарап
wine cooler	шарап салқындатқыш
wing	қанат
winged	қанатты
winger	қанатшы
wingman	қанатшы
wink	күледі
winner	жеңімпаз
winning	жеңіске жету
winnings	ұтыстар
wino	NO TRANSLATION
winter	қыста
winterbreak	NO TRANSLATION
wintertime	қысқы уақытта
wintery	жеңіске жету
wintry	қыста
wipe	сүртіңіз
wiper	сыпырғыш
wire	сым
wired	сымды
wireless	сымсыз
wiretap	слайд
wiring	сымдар
wis	ақыл
wisdom	даналық
wise	ақылды
wish	тілегі
wishbone	құсбелгі
wishful	тілегім
wishing	тілейді
wishmeluck	маған сәттілік тіле
wisp	wisp
wistful	әйгілі
wit	ақыл
witch	сиқыршы
witchcraft	сиқыршылық
withal	withal
withdraw	алып тастау
withdrawal	шығу
withdrawals	алып тастау
withdrawn	алынып тасталды
wither	қалдық
withered	қурап қалды
withering	тозуы
withhold	ұстау
withholding	ұстап қалу
withstand	қарсы тұру
witless	ақылсыз
witness	куәгер
