Word	ml
space	സ്ഥലം
spacecraft	ബഹിരാകാശവാഹനം
spaceman	സ്പെയ്സ്മാൻ
spaceship	ശൂന്യാകാശത്ത്
spacing	സ്പെയ്സിംഗ്
spacious	വിശാലമായ
spade	സ്പാഡ്
spaghetti	സ്പാഗെട്ടി
spam	സ്പാം
spammers	സ്പാമർമാർ
span	NO TRANSLATION
spandex	സ്പാൻഡെക്സ്
spaniel	സ്പാനീൽ
spank	ചവിട്ടുക
spanking	ചങ്കൂറ്റമുണ്ടാക്കി
spar	സ്പാർ
spare	ഒഴിവാക്കുക
spareribs	സ്പ്രേരിയബ്സ്
sparingly	വളരെ കുറച്ച് മാത്രം
spark	തീപ്പൊരി
sparkle	തിളക്കം
sparkling	തിളങ്ങുന്ന
sparkly	സ്പാർക്ക്ലി
sparring	വഴക്കമുള്ളവർ
sparrow	കുരുവി
sparse	വിരളമായ
spasm	തളർവാതം
spastic	സ്പേഷ്യൽ
spat	തുപ്പുക
spatial	സ്പേഷ്യൽ
spatter	ചിതറിച്ചുകളയുക
spatula	സ്പാറ്റുകല
spawn	സ്പോൺ
spaz	സ്പാസ്
speak	സംസാരിക്കുക
speakeasy	സ്പെയ്കീസ്
speaker	സ്പീക്കർ
speakerphone	സ്പീക്കർഫോൺ
speaking	സംസാരിക്കുന്നു
spear	കുന്തം
spec	സ്പെൽ
special	പ്രത്യേക
specialist	സ്പെഷ്യലിസ്റ്റ്
speciality	സ്പെഷ്യാലിറ്റി
specialize	NO TRANSLATION
specially	പ്രത്യേകം
specialty	സ്പെഷ്യാലിറ്റി
specie	NO TRANSLATION
species	സ്പീഷീസ്
specific	നിർദ്ദിഷ്ട
specification	സ്പെസിഫിക്കേഷൻ
specify	വ്യക്തമാക്കുക
specimen	മാതൃക
speck	ഡെക്ക്
speckled	പുള്ളികൾ
specs	നവ്യ
spectacle	പ്രദർശനം
spectacles	കണ്ണടകൾ
spectacular	കൗതുകദൃശം
spectator	കാഴ്ചക്കാരന്
specter	സ്പീക്കർ
spectral	സ്പെക്ട്രൽ
spectrometer	സ്പെക്ട്രോമീറ്റർ
spectrophotometer	സ്പെക്ട്രോഫോട്ടോമീറ്റർ
spectroscopy	സ്പെക്ട്രോസ്കോപി
spectrum	സ്പെക്ട്രം
speculate	ഊഹിക്കുക
speculation	ഊഹക്കച്ചവടം
speculative	ഊഹക്കച്ചവടമാണ്
speculum	സ്പെക്ട്രം
speech	സംസാരം
speechless	സംസാരിക്കാത്ത
speed	വേഗത
speedboat	സ്പീഡ്ബോട്ട്
speedily	വേഗം
speeding	വേഗത
speedometer	സ്പീഡ്മീറ്റർ
speedway	സ്പീഡ്വേ
speedy	വേഗത
spell	അക്ഷരപ്പിശക്
spellbound	മയക്കമരുന്ന്
spelling	സ്പെല്ലിംഗ്
spencer	സ്പെൻസർ
spend	ചെലവഴിക്കുക
spender	സ്പെൻഡർ
spending	ചെലവഴിക്കുന്നു
spent	ചെലവഴിച്ചു
sperm	ബീജം
spew	തുളച്ച്
sphere	ഗോളം
spherical	ഗോളാകൃതി
sphincter	സ്ഫിന്ന്റര്
sphinx	സ്ഫിൻക്സ്
spic	സ്പിക്
spice	സുഗന്ധം
spicy	മസാലകൾ
spider	ചിലന്തി
spiders	ചിലന്തികൾ
spiffy	spiffy
spigot	spigot
spike	സ്പൈക്ക്
spiked	കുത്തനെയുള്ളത്
spiky	സ്പൈക്കി
spill	സ്പിൽ
spillin	NO TRANSLATION
spin	സ്പിൻ
spinach	ചീര
spinal	നട്ടെല്ല്
spindle	കതിർ
spine	നട്ടെല്ല്
spineless	സ്പിൻ
spinner	സ്പിന്നർ
spinning	സ്പിന്നിംഗ്
spinster	സ്പിൻസ്റ്റർ
spiny	സ്പിന്നി
spiral	സർപ്പിളക്രമത്തിലാണ്
spire	തുളച്ച്
spirit	ആത്മാവ്
spirited	ദുഖിതമായ
spirits	ആത്മാക്കൾ
spiritual	ആത്മീയം
spirituality	ആത്മീയത
spit	തുളച്ച്
spite	ആയിട്ടും
spiteful	സ്പഷ്ടമായ
spitfire	സ്പിറ്റ്ഫയർ
spittoon	സ്പിടൈറ്റൻ
splash	തെളിച്ചം
splat	തെറിപ്പിക്കുക
splatter	തെളിച്ചം
spleen	പ്ലീഹ
splendid	മനോഹരം
splendor	പ്രശസ്തി
splice	തുളച്ച്
spline	സ്പ്ലൈൻ
splint	പിളർപ്പ്
splinter	പിളർപ്പ്
split	രണ്ടായി പിരിയുക
splitting	വിഭജിക്കൽ
splurge	തെളിച്ചം
spoil	കൊള്ളുക
spoiler	സ്പോയ്ലർ
spoiling	ചീഞ്ഞുപോകുന്നു
spoils	കൊള്ളയടി
spoke	സംസാരിച്ചു
spoken	സംസാരിച്ചു
spokesman	വക്താവ്
spokesperson	വക്താവ്
sponge	സ്പോഞ്ച്
spongy	മത്തങ്ങ
sponsor	സ്പോൺസർ
sponsorship	സ്പോൺസർഷിപ്പ്
spontaneity	സ്വാഭാവികത
spontaneous	സ്വാഭാവികം
spoof	കളങ്കം
spook	സ്പൂക്
spooky	ഭൂതത്തെപ്പോലെ ഭയമുണ്ടാക്കുന്ന
spool	സ്പൂൽ
spoon	കരണ്ടി
spoonful	സ്പൂൺ
sporadic	സ്പന്ദദിക്
spore	സ്പോർ
sport	കായിക
sporting	കായിക
sports	സ്പോർട്സ്
sports car	സ്പോര്ട്സ് കാര്
sportsman	സ്പോർട്സ്മാൻ
sportsmanship	സ്പോർട്സ്മാൻഷിപ്പ്
sportswriter	sportswriter
sporty	കായിക വിനോദമാണ്
spot	പുള്ളി
spotless	സ്പഷ്ടമായ
spotlight	സ്പോട്ട്ലൈറ്റ്
spotted	കണ്ടു
spotter	spotter
spotty	മത്തൻ
spousal	വൃത്തികെട്ട
spouse	ജീവിത പങ്കാളി
spout	ചവറ്റുകൊട്ട
sprain	ഉളുക്ക്
sprawl	സ്ക്രോൾ ചെയ്യുക
spray	സ്പ്രേ
spread	പരക്കുക
spreader	പരന്ന
spree	വഞ്ചിക്കുക
spring	സ്പ്രിംഗ്
springtime	വസന്തകാലം
sprinkle	തളിക്കുക
sprinkler	സ്പ്രിങ്ക്ലർ
sprinkling	തളിക്കലുണ്ട്
sprint	സ്പ്രിന്റ്
sprite	സ്പ്രൈറ്റ്
sprout	മുള
spruce	കഥാപാത്രം
spud	സ്പ്രഡ്
spunk	തുളച്ച്
spunky	തുമ്പിക്കൈ
spur	പ്രേ
spurious	കള്ളൻ
spurred	പ്രചോദിപ്പിച്ചു
spurt	ഇടപെടുക
spy	ചാരൻ
squabble	വിദ്വേഷം
squad	സ്ക്വാഡ്
squadron	സ്ക്വാഡ്രൺ
squall	കഴുത്ത്
squamous	സ്ക്വമന്റ്
squander	squander
square	ചതുരശ്ര
squash	സ്ക്വാഷ്
squat	squat
squatter	ശങ്കർ
squaw	squaw
squawk	squawk
squeak	അസുഖം
squeaky	സുഗമമായി
squeal	അസുഖം
squealer	സ്ക്വലേക്കർ
squeamish	അശ്ലീലം
squeeze	ഞെരുക്കുക
squeezing	ഞെരുക്കം
squelch	തുളച്ച്
squid	കണവ
squint	പുറംതൊലി
squire	തുരങ്കം
squirm	ശാന്തം
squirrel	തുരുത്ത്
squirt	കുപ്പായം
squish	squish
squishy	വിണ്ടുകീറിയ
stab	കുലുക്കി
stabbed	കുത്തേറ്റു
stability	സ്ഥിരത
stabilize	സുസ്ഥിരമാക്കുക
stabilizer	സ്റ്റബിലൈസർ
stable	സ്ഥിരമായത്
staccato	അപരാധം
stack	സ്റ്റാക്ക്
stadium	സ്റ്റേഡിയം
staff	സ്റ്റാഫ്
stag	സ്റ്റാഗ്
stage	സ്റ്റേജ്
stagecoach	stagecoach
stagehand	സ്റ്റോർ ഹാൻഡ്
stagger	വിരസത
staggering	അതിശയോക്തി
stagnant	സ്തംഭനം
stagnation	സ്തംഭനം
staid	സ്റ്റൈൻഡ്
stain	കറ
stained	വൃത്തിയാക്കി
stainless	തുരങ്കം
stair	പടിക
staircase	കടക്കെണി
stairs	പടികൾ
stairway	പടികൾ
stairwell	മട്ടുപ്പാവ്
stake	സ്തംഭം
stakeout	മദ്യപാനം
stale	പഴകിയ
stalemate	സ്തംഭനം
stalk	തണ്ടിൽ
stalker	അസ്പഷ്ടർ
stall	സ്റ്റാൾ
stallion	സ്റ്റാലിയൺ
stalls	സ്റ്റാളുകൾ
stalwart	ദൃഡമായത്
stamina	ദൃഢത
stamp	സ്റ്റാമ്പ്
stampede	സ്റ്റാമ്പ്
stance	നിലപാട്
stand	നിൽക്കൂ
standard	സ്റ്റാൻഡേർഡ്
standardize	സ്റ്റാൻഡേർഡ് ചെയ്യുക
standardized	നിലവാരമുള്ളത്
standby	സ്റ്റാൻഡ് ബൈ
standing	സ്റ്റാന്റിംഗ്
standoff	സ്റ്റാൻഡ്ഓഫ്
standpoint	കാഴ്ചപ്പാട്
standstill	നിലക്കും
standup	എഴുന്നേൽക്കുക
stanza	സ്റ്റാൻസ
staph	സ്റ്റാഫ്
staple	ആഹാരം
stapler	സ്റ്റാപ്ലർ
star	നക്ഷത്രം
star fruit	നക്ഷത്രം
starboard	സ്റ്റാർബോർഡ്
starch	അന്നജം
stardom	മിതത്വം
stardust	മരവിപ്പ്
stare	ഉറ്റുനോക്കുക
starfish	സ്റ്റാർഫിഷ്
stargazing	നിശബ്ദത
staring	തുറിച്ചു നോക്കുക
stark	സ്റ്റാക്ക്
starlet	താരം
starlight	നക്ഷത്രചിഹ്നം
starling	സ്റ്റാർലിംഗ്
starry	നക്ഷത്രചിഹ്നം
stars	നക്ഷത്രങ്ങൾ
starship	സ്റ്റാർഷിപ്പ്
start	ആരംഭിക്കുക
starter	സ്റ്റാർട്ടർ
startle	ആരംഭിക്കുക
startled	ഞെട്ടി
startling	ഞെട്ടി
starvation	പട്ടിണി
starve	പട്ടിണി കിടക്കുക
starved	പട്ടിണികിടന്നു
starving	പട്ടിണി
stash	സ്റ്റാഷ്
stat	stat
state	സംസ്ഥാനം
stately	മാന്യമായ
statement	പ്രസ്താവന
stateroom	വിശാലമായ
stateside	സംസ്ഥാനത്തെ
statesman	സ്റ്റേറ്റ്മാൻ
static	സ്റ്റാറ്റിക്ക്
staticky	NO TRANSLATION
statics	സ്റ്റാറ്റിക്സ്
station	സ്റ്റേഷൻ
stationary	സ്റ്റേഷണറി
stationery	കടലാസ്
statistic	സ്റ്റാറ്റിസ്റ്റിക്
statistical	സ്റ്റാറ്റിസ്റ്റിക്കൽ
statistician	സ്റ്റാറ്റിസ്റ്റിഷ്യൻ
stator	സ്റ്റേറ്റർ
statuary	statuary
statue	പ്രതിമ
statuette	സ്റ്റാൻഡ്യൂട്ട്
stature	വലുപ്പം കൂടിയതാണ്
status	പദവി
statute	ചട്ടക്കൂട്
statutory	നിയമപരമായ
staunch	ശക്തമായ
stave	സ്റ്റേവ്
stay	താമസിക്കുക
stayaway	NO TRANSLATION
stayed	താമസിച്ചു
stays	താമസിക്കുന്നു
stead	പകരം
steadfast	ദൃഢമായത്
steady	സ്ഥിരമായി
steak	സ്റ്റീക്ക്
steakhouse	മാംസഭക്ഷണശാല
steal	മോഷ്ടിക്കുക
stealing	മോഷ്ടിക്കുന്നു
stealth	മോഷ്ടിക്കുന്നു
stealthily	മോഷ്ടിക്കരുതു
stealthy	മോഷ്ടാവ്
steam	നീരാവി
steamboat	സ്റ്റീംബോട്ട്
steamer	സ്റ്റിയർ
steaming	പ്രധാനം
steamroller	സ്റ്റീംറോളർ
steamship	steamship
steamy	ആവേശം
steel	ഉരുക്ക്
steep	കുത്തനെയുള്ള
steeple	സ്റ്റീപ്പിൾ
steer	ഉരുക്കുക
steering	സ്റ്റിയറിംഗ്
stellar	നക്ഷത്രം
stem	കാണ്ഡം
stench	സ്റ്റെഞ്ച്
stencil	സ്റ്റെന്സില്
stenographer	സ്റ്റെനോഗ്രാഫർ
step	ഘട്ടം
stepdaughter	stepdaughter
stepfather	മുത്തച്ഛൻ
stepmother	രണ്ടാനമ്മ
steppe	steppe
steps	ഘട്ടങ്ങൾ
stepson	പടിപടിയായി
stereo	സ്റ്റീരിയോ
stereoscopic	സ്റ്റീരിയോസ്കോപിക്
stereotype	സ്റ്റീരിയോടൈപ്പ്
stereotyped	സ്റ്റീരിയോടൈപ്പ്
sterile	അണുവിമുക്തമായ
sterility	വന്ധ്യത
sterilize	അണുവിമുക്തമാക്കുക
sterling	സ്റ്റെർലിംഗ്
stern	കഠിനമായ
sternum	ഞരമ്പുകൾ
steroid	സ്റ്റിറോയിഡ്
stethoscope	സ്റ്റെതസ്കോപ്പ്
stew	പായസം
steward	ഗൃഹസ്ഥനാണ്
stewardess	സ്റ്റ്യൂവാർഡ്സ്
stewardship	കാര്യസ്ഥൻ
stfu	സ്റ്റഫ്
stick	വടി
sticker	സ്റ്റിക്കർ
sticking	മുകുളം
stickler	സ്റ്റിക്കർ
stickup	കുത്തനെയുള്ള
sticky	പശിമയുള്ള
stiff	ദുശ്ശാഠ്യം
stiffen	ബുദ്ധിമുട്ടുക
stiffness	ദൃഢത
stifle	അടിക്കുക
stifled	തകരുന്നു
stifling	മയക്കുമരുന്ന്
stigma	നിഗൂഢത
stile	NO TRANSLATION
stiletto	സ്റ്റൈൽ ടൈറ്റിൽ
stillbirth	ശവകുടീരം
stillborn	കുഞ്ഞിനെ
stillness	വിശ്രമം
stillwaiting	NO TRANSLATION
stilts	ദൃഢത
stimulant	ഉത്തേജനം
stimulate	ഉത്തേജിപ്പിക്കുക
stimulating	ഉത്തേജിപ്പിക്കുന്നു
stimulation	ഉത്തേജനം
stimulus	ഉത്തേജനം
sting	സ്ട്രിംഗ്
stinger	തട്ടുക
