Word	mi
surf	ngaru
surface	mata
surfboard	poipoi
surfer	whakaheke
surge	tere
surgeon	kaitohutohu
surgery	pokanga
surgical	te mahi
surly	Tuhinga
surmise	Tuhinga
surname	ingoa ingoa
surpassing	nui atu
surplus	Tuhinga
surprise	miharo
surprised	miharo
surprises	maere
surprising	miharo
surprisingly	miharo
surreal	tira
surrender	tuku
surrendering	Tuhinga o mua
surrogate	Tuhinga
surround	taiao
surrounding	a tawhio noa
surroundings	taiao
surveillance	tirotiro
survey	rangahau
surveying	te rangahau
surveyor	kairuri
survival	oranga
survive	ora
surviving	e ora ana
survivor	ora
susceptibility	Tuhinga
susceptible	he ngoikore
sushi	sushi
suspect	whakapae
suspected	whakapaehia
suspend	whakaroa
suspended	whakamutua
suspenders	nga kaipupuri
suspense	whakapae
suspension	whakatupato
suspicion	whakapae
suspicions	whakapae
suspicious	whakapae
sustain	paturu
sustained	tautokohia
sustenance	oranga
suture	suture
suv	Tuhinga
sux	NO TRANSLATION
swab	putea
swag	Tuhinga
swagger	kaitautoko
swallow	horomia
swami	swami
swamp	kauhoe
swamped	pakaru
swampy	kauhoe
swan	Tuhinga
swank	Tuhinga
swap	tahua
swarm	Tuhinga
swarming	ka pupuhi
swastika	swastika
swat	rere
sway	Tuhinga
swear	oati
swearing	kanga
sweat	wera
sweater	Tuhinga o mua
sweating	te wera
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	pupuhi
sweeper	pupuhi
sweeping	pupuhi
sweet	reka
sweeten	reka
sweetened	reka
sweetener	reka
sweetest	reka
sweetheart	aroha
sweetie	reka
sweetness	reka
sweets	potae
swell	pupuhi
swelling	pupuhi
sweltering	whakahou
swerve	rererangi
swift	tere
swiftly	tere
swig	pupuhi
swill	Tuhinga o mua
swim	kaukau
swimmer	kaihoe
swimming	kaukau
swimsuit	kauhoe
swindle	pupuhi
swindler	kaiparau
swine	puaa
swing	ka rere
swinger	swinger
swinging	ka rere
swipe	Tuhinga o mua
swirl	Tuhinga o mua
swish	swish
switch	whakawhiti
switchblade	panuku
switchboard	panuku
swivel	pupuhi
swollen	pupuhi
swoon	pupuhi
swoop	Tuhinga o mua
sword	hoari
swordfish	kohuru
swordplay	swordplay
swordsman	hoariman
sycamore	sycamore
syllable	kupuhipa
syllabus	porotaka
symbiotic	tohu tohu
symbol	tohu
symbolic	tohu
symbolically	tohu
symbolism	tohu
symbolize	tohuhia
symmetric	tohu
symmetrical	tohu
symmetry	tohu
sympathetic	aroha
sympathize	tohungia
sympathy	aroha
symphonic	symphonic
symphony	tangi
symposium	huihuinga
symptom	tohu
symptomatic	tohu tohu
synagogue	whare karakia
synapse	haurona
synaptic	synaptic
sync	tukutahi
synchronize	tukutahi
synchronous	mahi ngātahi
syncope	syncope
syndicate	hoahoa
syndrome	mate
synergistic	synergistic
synergy	Tuhinga
synod	synod
synonym	synonym
synonymous	ano
synopsis	Tuhinga
synoptic	synoptic
syntax	whakawhitinga
synthesis	whakawhitinga
synthesizer	synthesizer
synthetic	waihanga
syphilis	syphilis
syringe	wero
syrup	tire
system	pūnaha
systematic	pūnaha
systematically	pūnaha
t-shirt	t-shirt
tab	ripa
tabasco	tabasco
tabby	tabby
tabernacle	teneti
table	tepu
tableau	NO TRANSLATION
tablecloth	te papaera
tablespoon	punetēpu
tablet	papa
tableware	papaware
tabloid	tabloid
taboo	taboo
tabular	raupapa
tabulate	tohua
tabulation	Tuhinga
tachometer	tachometer
tacit	tacit
tack	tack
tackle	tarai
tackled	ka tautokona
tackling	te tautohe
tacky	taaka
taco	taco
tact	tahua
tactful	maatau
tactic	tikanga
tactical	tikanga
tactics	tikanga
tactile	taapiri
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tūtohu
tail	hiku
tailed	ka whakanuia
tailgate	whanui
tailings	toenga
taillight	Tuhinga
tailor	taihoa
tailoring	whakatairanga
tailpipe	hiku
taint	putea
take	tango
takeoff	tangohanga
takeout	Tuhinga
takeover	Tuhinga
taker	taker
talcum	talcum
tale	korero
talent	taranata
talented	tahua
talisman	talisman
talk	korero
talkative	korerorero
talker	korerorero
tall	roa
tallies	roa
tallow	tallow
tally	Tuhinga o mua
talon	talon
talons	NO TRANSLATION
tambourine	tira
tame	NO TRANSLATION
tamer	tamer
taming	tarai
tamper	tarai
tampon	tampon
tan	tan
tandem	Tuhinga
tang	tang
tangent	tangent
tangerine	tangerine
tangible	tangi
tangle	tangle
tangled	ka pana
tango	tango
tank	tank
tank top	te peke
tanker	kaihoko
tanned	Tuhinga o mua
tantalizing	te whakaoti
tantamount	Tuhinga
tantrum	maama
taoism	Tuhinga o mua
tap	tap
tape	tapiri
tape measure	tapirihia te ine
taper	taper
tapering	taparahi
tapestry	taputapu
tapeworm	Tuhinga o mua
tapioca	tapioca
taps	taahi
tar	tar
tarantula	tarantula
tardiness	Tuhinga o mua
tardy	Tuhinga o mua
target	whāinga
targeted	i whäia
targeting	whāinga
tariff	utu
tarmac	tarmac
tarnish	tarnish
tarot	tarot
tarp	NO TRANSLATION
tarry	tatari
tart	Tuhinga o mua
tartan	tartan
tartar	Tuhinga o mua
task	mahi
tassel	Tuhinga
taste	reka
tasteful	reka
tasteless	kaore ano
tasting	te tihi
tasty	reka
tat	tat
tattler	Tuhinga o mua
tattletale	tattletale
tattoo	tattoo
taught	i whakaako
taunt	tawai
taupe	taupe
taut	taut
tavern	tavern
tawdry	takahuri
tawny	tawny
tax	tāke
taxed	ka tohua
taxi	taxi
taxicab	takoha
taxonomy	Tuhinga
taxpayer	kaihoko
tea	tea
teach	ako
teacher	kaiako
teaching	whakaako
teacup	teacup
teahouse	tea tea
teal	Tuhinga
team	rōpū
teamjesus	NO TRANSLATION
teammate	hoa
teamwork	mahi tahi
teapot	teapot
tear	roimata
tearful	tangi
tearsofjoy	NO TRANSLATION
teary	Teary
tease	Tuhinga
teaser	tīpakonga
teasing	te tawai
teaspoon	tīpune
teat	teat
teatime	teatime
tech	hangarau
technical	hangarau
technicality	hangarau
technician	tohunga
technique	tikanga
techno	hangarau
technological	hangarau
technology	hangarau
ted	Tuhinga o mua
teddy bear	teddy bear
tedious	maatau
tedium	tedium
tee	tee
teeming	Tuhinga
teen	Teen
teenage	taiohi
teenager	taiohi
teens	te taiohi
teensy	taiohi
teeny	teeny
teeth	niho
teething	te mahi
teflon	teflon
telegram	waea
telegraph	waearangi
telekinesis	telekinesis
telemetry	waea
telepathic	telepathic
telepathy	te waea
telephone	waea
telescope	teinecope
telescopic	telescopic
telethon	teleton
teletype	waea nui
televised	whakaata
television	pouaka whakaata
tell	korerotia
teller	Tuhinga o mua
telling	korero
telltale	korero
temp	temp
temper	riri
tempera	mahana
temperament	Tuhinga o mua
temperamental	Tuhinga o mua
temperance	Tuhinga o mua
temperate	maheni
temperature	te pāmahana
tempered	ka whakama
tempest	hau
template	tauira
temple	hiero
tempo	NO TRANSLATION
temporal	taiao
temporarily	he wa poto
temporary	poto
tempt	whakamatautau
temptation	whakamatautau
tempting	whakamatautau
temptress	kaitono
ten	tekau
tenable	Tuhinga ka whai mai
tenacious	te hiahia
tenacity	Tuhinga o mua
tenancy	waitohu
tenant	kaitiaki
tend	Tuhinga
tendency	Tuhinga o mua
tender	ngawari
tenderfoot	Tuhinga o mua
tenderness	ngawari
tending	tiaki
tendon	Tuhinga o mua
tenement	Tuhinga
tenet	Tuhinga o mua
tenets	Tuhinga
tenfold	kotahi tekau
tennis	Tennis
tenor	Tuhinga o mua
tense	Tuhinga o mua
tensile	Tuhinga o mua
tension	toronga
tent	teneti
tentacle	Tuhinga o mua
tentative	Tuhinga
tenth	te tekau
tenths	whakatekau
tenuous	Tuhinga
tenure	Tuhinga
tepee	tepee
tepid	tepid
tequila	tequila
teriyaki	teriyaki
term	tau
terminal	tauranga
terminate	mutu
termination	mutu
terminator	mutunga
terminology	kupu
terminus	mutunga
termite	Tuhinga
terms	kupu
tern	tern
ternary	ternary
terrace	terrace
terrain	whenua
terrestrial	terrestrial
terrible	wehi
terribly	nui
terrier	Tuhinga o mua
terrific	nui
terrified	ka mataku
terrifies	whakawehi
terrify	whakawehi
terrifying	whakawehi
territorial	rohe
territory	rohe
terror	wehi
terrorism	pakanga
terrorist	kaiwhakatuma
terrorists	kaiwhakatuma
terrorize	whakawehi
terse	Tuhinga o mua
tertiary	tertiary
test	whakamātautau
testament	Tuhinga o mua
testicle	Tuhinga
testicular	testicular
testify	taunaki
testimonial	taunaki
testimony	whakaaturanga
testosterone	testosterone
testy	NO TRANSLATION
tetanus	tetanus
tether	Tuhinga
tethered	kohia
tetrahedral	tetrahedral
text	kuputuhi
textbook	pukapuka
textile	Tuhinga
textural	textural
texture	Tuhinga
tgif	Tuhinga o mua
thank	whakawhetai
thankful	whakawhetai
thankgod	whakawhetai
thanking	mihi
thankless	kaore he whakawhetai
thanks	whakawhetai
thanksalot	NO TRANSLATION
thanksgiving	whakawhetai
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	Tuhinga o mua
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	Tuhinga o mua
theater	whare tapere
theatrical	whakaari
theatrics	taurangi
thebest	Tuhinga
theft	tahae
theism	Tuhinga
theistic	Tuhinga o mua
thelife	te oranga
thelittlethings	NO TRANSLATION
theme	kaupapa
theocracy	te ao
theocratic	Tuhinga o mua
theologian	theologian
theological	Teioio
theology	Teoana
theorem	Tuhinga
theoretical	Tuhinga
theory	ariā
therapeutic	rongoa
therapeutics	rongoā
therapist	kaiwhakaora
therapy	te rongoā
thereabouts	kei reira
thereof	Tuhinga o mua
therewith	me taua mea
thermal	Tuhinga o mua
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	te werawera
thermos	Tuhinga o mua
thermostat	Tuhinga o mua
thesaurus	thesaurus
thesis	tuhinga
thick	matotoru
thicken	matotoru
thickening	Tuhinga ka whai mai
thicket	Tuhinga ka whai mai
thickness	matotoru
thief	tahae
thigh	te huha
thimble	Tuhinga
thin	kikokore
thing	mea
things	mea
thingy	Tuhinga
think	whakaaro
thinker	whakaaro
thinking	whakaaro
third	tuatoru
thirds	tuatoru
thirst	matewai
thirsty	matewai
thirteen	tekau ma toru
thirteenth	tekau ma toru
thirty	e toru tekau
thistle	tataramoa
thither	ki reira
thong	Tuhinga
thorn	tataramoa
thorny	tataramoa
thorough	Tuhinga
thoroughbred	Tuhinga
thoroughfare	Tuhinga
thought	whakaaro
thoughtful	whakaaroaro
thoughtfulness	whakaaroaro
thoughtless	whakaarokore
thoughts	whakaaro
thousand	mano
thrash	ka hinga
thread	miro
threat	whakawehi
threaten	whakawehi
threatened	whakawehi
threatening	whakawehi
three	e toru
threefold	e toru nga wa
threesome	Tuhinga o mua
thresh	te patu
threshold	paepae
thrice	e toru
thrift	Tuhinga o mua
thrifty	Tuhinga o mua
thrill	ngahau
thrilled	koa
thriller	Tuhinga o mua
thrilling	te harikoa
thrive	tupu
thriving	Tuhinga o mua
throat	korokoro
throb	pupuhi
throbbing	pupuhi
throes	kae
throne	torona
throng	rōpū
throttle	Tuhinga o mua
throw	maka
throwback	Tuhinga
thrower	kohuru
thrown	maka
thrush	Tuhinga
thrust	pana
thruster	Tuhinga o mua
thud	Tuhinga o mua
thug	Tuhinga o mua
thumb	te tumuaki
thumbprint	Tuhinga o mua
thump	Tuhinga
thumper	pupuhi
thumping	Tuhinga o mua
thunder	whatitiri
thunderbolt	whatitiri
thunderclap	thunderclap
thundering	te whatitiri
thunderstorm	te whatitiri
thunderstruck	thunderstruck
thwart	tarai
thx	Tuhinga o mua
thyme	thyme
thyroid	thyroid
tiara	tiara
tibia	tibia
tic	Tuhinga
tick	tohu
ticked	ka tohua
ticker	tohu
ticket	putea
tickle	tohu
tickled	tohua
ticklish	tohu
tidal	Tuhinga o mua
tidal wave	ngaru ngaru
tidbit	Tuhinga o mua
tide	Tuhinga o mua
tidings	korero
tidy	te whakapai
tie	here
tier	Tuhinga
tiff	tiff
tiger	tiger
tighten	whakapumau
tightness	Tuhinga
tightrope	Tuhinga
tights	tights
tilde	tilde
tile	tira
tiling	te kohinga
till	NO TRANSLATION
tillage	te ngaki
tiller	kaiparau
tilt	whakaheke
tilting	te whakatere
timber	rakau
timberland	timberland
timbre	timbre
time	wa
timeless	korekore
timeliness	waatea
timely	i te wa
timeout	waahi
timepiece	waahi
timer	timer
times	wa
timetable	waahi
timewasters	NO TRANSLATION
timid	timid
timidity	timidity
timing	waahi
tin	NO TRANSLATION
tincture	tincture
tine	NO TRANSLATION
tinfoil	tinfoil
tinge	tinge
tingle	tingle
tingling	tingling
tinker	tinker
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	tinkling
tinnitus	tinnitus
tinsel	Tuhinga
tint	turi
tiny	iti
tip	tohu
tipper	tipu
tipster	Tuhinga
tipsy	tohutohu
tiptoe	Tuhinga
tirade	Tuhinga o mua
tire	te mauiui
tired	ngoikore
tiredness	ngoikore
tiredofit	NO TRANSLATION
tireless	korekore
tiresome	Tuhinga o mua
tiring	pupuhi
tissue	tinana
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titanic
titanium	Titanium
tithe	te whakatekau
title	taitara
titled	i tapahia
titty	Tuhinga
titular	NO TRANSLATION
toad	toha
toast	toka
toaster	toaster
toasty	tohu
tobacco	te paaka
toby	toby
tod	tod
today	i tenei ra
toddler	tamaiti
toe	toe
toenail	haumaru
toffee	hake
tofu	tofu
toga	NO TRANSLATION
together	tahi
togetherness	tahi
toil	mahi
toilet	wharepaku
toils	nga mahi
token	tohu
tolerable	ka taea
tolerance	te manawanui
tolerant	manawanui
tolerate	tohungia
toleration	te whakamana
toll	Tuhinga
tomahawk	tomahawk
tomato	tōmato
tomatoes	tōmato
tomb	urupa
tombstone	kohatu urupa
tomcat	tomcat
tome	Tuhinga
tomorrow	apopo
ton	NO TRANSLATION
tone	reo
toner	toner
tong	NO TRANSLATION
tongs	tongu
tongue	reo
tonic	tonic
tonnage	tahua
tonsils	Tuhinga o mua
toocold	NO TRANSLATION
tool	taputapu
toolbox	pouaka utauta
tooling	taputapu
toomuchtodo	NO TRANSLATION
toot	toho
tooth	niho
toothache	toothache
toothbrush	pupuhi niho
toothed	Tuhinga o mua
toothless	korere
toothpaste	te toothpaste
toothpick	toothpick
toots	toho
top	runga
topaz	topaz
topic	kaupapa
topical	Tuhinga
topless	kore rawa
topographic	topographic
topographical	topographical
topography	topography
topple	whakaheke
topside	Tuhinga o mua
tor	tor
torch	rama
torment	whakamamae
tormented	whakamamaetia
torn	haea
tornado	huringa
torpedo	torpedo
torque	Tuhinga
torrent	awa
torrid	torrid
torsion	torsion
torso	Tuhinga o mua
tort	hara
tortious	he kino
tortoise	te wera
tortuous	kino
torture	whakatupato
tortured	tukinotia
toss	toha
tot	NO TRANSLATION
total	katoa
totality	Tuhinga
totally	tino
tote	tote
totem	totem
touch	pa
touchdown	takahanga
touched	pa
touching	pa
touchy	ka pa
tough	uaua
toughen	toughen
toughness	te uaua
toupee	toupee
tour	haerenga
tourism	tāpoi
tourist	kaitiaki
tourmaline	tourmaline
tournament	whakataetae
tourniquet	takahuri
tout	NO TRANSLATION
tow	tow
towel	toka
tower	pourewa
towering	nui
town	taone
townhouse	whare taone
township	taone
townspeople	nga paone
toxic	toka
toxicity	te mate
toxicology	toxicology
toxin	toxin
toy	toro
toymaker	kaiwhakangungu
trace	tohu
traceable	ka kitea
tracer	kaihoe
traces	Tuhinga
trachea	ara
tracing	te arowhai
track	ara
tracker	tracker
tract	waahi
tractable	tarai
traction	Tuhinga
tractor	taraiwa
trade	hokohoko
trademark	tohu tohu
trader	kaihoko
tradesman	kaihoko
trading	hokohoko
tradition	tikanga
traditional	tikanga tuku iho
traffic	hokohoko
traffic light	he maama hoko
trafficking	hokohoko
tragedies	nga aitua
tragedy	te aitua
tragic	kino
trail	ara
trailer	te whakatangi
train	tereina
train set	raupapa tereina
trained	whakangungu
trainee	kaiwhakaako
trainer	kaiwhakaako
training	whakangungu
trait	tikanga
traitor	kaihoko
traitorous	mate
trajectory	Tuhinga
tram	tram
tramp	takahi
trample	takahia
trampoline	Tuhinga o mua
tramway	tramway
trance	Tuhinga
tranquil	ata noho
tranquility	te ata noho
tranquilizer	te marino
transact	mahi
transaction	hokohoko
transatlantic	transatlantic
transceiver	te whakawhitiwhiti
transcend	whakawhiti
transcendence	Tuhinga
transcendent	Tuhinga
transcendental	transcendental
transcribe	tuhi
transcriber	kaituhi
transcript	tuhinga
transcription	tuhinga tuhi
transfer	whakawhiti
transference	whakawhiti
transferred	whakawhiti
transfixed	whakawhiti
transform	huringa
transformation	huringa
transformer	kaihuri
transfusion	whakawhiti
transgression	hara
transient	Tuhinga
transistor	transistor
transit	whakawhiti
transition	whakawhiti
transitional	whakawhiti
transitive	Tuhinga
transitory	Tuhinga
translate	whakamaori
translation	whakamaori
translator	kaiwhakamaori
translocation	whakawhiti
translucent	translucent
transmission	whakawhiti
transmit	whakawhiti
transmitter	whakawhiti
transmutation	whakawhiti
transom	transom
transparency	whakawhitiwhiti
transparent	mārama
transplant	whakatipu
transplantation	whakatipu
transponder	whakawhiti
transport	waka
transportation	transportation
transporter	kaihoko
transpose	whakawhiti
transposition	transposition
transsexual	transsexual
transverse	whakawhiti
transvestite	transvestite
trap	mahanga
trapdoor	tarai
trapeze	whakaheke
trapped	kua mau
trapper	kaihoe
trapping	kohuru
trappings	nga waahi
traps	nga mahanga
trash	otaota
trashy	Tuhinga
trauma	maimoatanga
traumatic	Tuhinga
travail	NO TRANSLATION
travel	haere
traveler	haere
traveling	haere
traverse	haere
travesty	Tuhinga o mua
trawl	Tuhinga o mua
trawler	kaihoko
tray	pereki
treacherous	tinihanga
treachery	tinihanga
tread	takahia
treadmill	Tuhinga o mua
treason	whakapae
treasure	taonga
treasured	taonga
treasurer	kaitiaki moni
treasures	taonga
treasury	taonga
treat	hamani
treatable	ka taea
treatise	Tuhinga
treatment	maimoatanga
treaty	kirimana
treble	Tuhinga
tree	rakau
trees	rakau
trek	tere
trellis	Tuhinga
tremble	wiri
trembling	te wiri
tremendous	nui
tremendously	nui
tremor	nui
trench	kaukau
trend	Tuhinga
trending	Tuhinga
trendy	Tuhinga
trepidation	Tuhinga o mua
trespass	hara
triad	Tuhinga o mua
triage	Tuhinga
trial	whakamātautau
triangle	tapatoru
triangular	tapatoru
triangulate	tapatoru
triathlon	triathlon
tribal	iwi
tribe	iwi
tribulation	Tuhinga o mua
tribunal	karauna
tribune	rangatira
tributary	te kaipupuri
tribute	takoha
trick	tinihanga
trickery	tinihanga
trickle	Tuhinga o mua
trickster	pupuhi
tricky	ngawari
tricycle	tricycle
trident	kaitiaki
trifle	Tuhinga o mua
trifling	Tuhinga o mua
trig	trig
trigger	tīmata
trigonometry	te papakoki
trillion	piriona
trilogy	Tuhinga o mua
trim	tapiri
trimester	Tuhinga o mua
trimmer	whakapaipai
trimming	te tarai
trine	Tuhinga
trinity	triniti
trinket	trinket
trio	toru
trip	haerenga
tripartite	Tuhinga o mua
tripe	Tuhinga
triple	toru
triplet	Tuhinga o mua
triplicate	Tuhinga o mua
tripod	tripod
tripping	tarai
trite	Tuhinga
tritium	tritium
triumph	Tuhinga o mua
triumphant	ka angitu
trivia	Tuhinga o mua
trivial	iti
troll	Tuhinga
trolley	Tuhinga o mua
trombone	trombone
troop	rōpū
trooper	kaiwhai
troops	nga hoia
trophy	Tuhinga o mua
tropic	nui rawa
tropical	rohewhenua
tropics	nga taiao
trot	trot
trouble	raru
troubled	raruraru
troublemaker	he raruraru
troubles	raru
troublesome	raruraru
trough	Tuhinga o mua
troupe	rōpū
trousers	potae
trout	tohi
trowel	Tuhinga o mua
truce	Tuhinga o mua
truck	taraka
trucker	Tuhinga o mua
truckload	potae
truculent	paraoa
true	Tuhinga
truelove	pono
truffle	Tuhinga o mua
truism	Tuhinga o mua
trump	tetere
trumpet	tetere
trumpeter	whakawera
truncate	turi
truncated	ka poipoia
trundle	Tuhinga
trunk	poraka
truss	Tuhinga
trust	whakawhirinaki
trustee	kaitiaki
trusting	te ti'aturi
trustworthy	pono
trusty	whakawhirinaki
truth	pono
truthful	pono
truthfulness	pono
try	ngana
tryout	Tuhinga
tryouts	tryouts
tsunami	tsunami
tub	pupuhi
tuba	te mihi
tubby	tubby
tube	ngongo
tuberculosis	mate pukupuku
tubing	ngongo
tubular	pupuhi
tubule	potae
tuck	Tuhinga o mua
tucker	tucker
tuesday	Rāhina
tufted	ka takahia
tug	tug
tugboat	tuitoat
tuition	kura
tulip	tulip
tumble	kape
tumbler	NO TRANSLATION
tumbleweed	ka takahia
tummy	tummy
tumor	koko
tumour	koko
tumult	pakanga
tumultuous	pakanga
tun	NO TRANSLATION
tuna	tuna
tunable	ka taea
tune	oro
tunic	Tuhinga
tuning	whakahou
tunnel	kohanga
turban	potae
turbidity	Tuhinga o mua
turbine	turupine
turbo	turbo
turbulence	Tuhinga o mua
turbulent	pupuhi
turd	piko
turf	Tuhinga
turkey	korukoru
turmeric	turmeric
turmoil	raruraru
turn	tahuri
turnaround	hurihuri
turned	tahuri
turning	tahuri
turnip	kapi
turnkey	huringa
turnoff	NO TRANSLATION
turnout	whakawhiti
turnover	Tuhinga
turnpike	turnpike
turntable	whakaheke
turpentine	turpentine
turquoise	turquoise
turret	Tuhinga o mua
turtle	whee
turtleneck	turtleneck
tussle	tussle
tutelage	tutelage
tutor	kaiwhakaako
tutoring	whakangungu
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	twain
twat	Tuhinga
twats	nga manga
tweak	tweak
tweed	tweed
tweet	tweet
tweezers	tweezers
twelfth	tekau ma rua
twelve	tekau ma rua
twentieth	te rua tekau
twenty	rua tekau
twerp	twerp
twig	manga
twilight	Tuhinga o mua
twill	Tuhinga
twin	ruarua
twine	twine
twinge	Tuhinga
twinkle	whakamaha
twins	mahanga
twirl	Tuhinga
twist	whakaheke
twisted	he rereke
twister	tiu
twit	twit
twitch	whakawhiti
twitching	whakawhitinga
twitchy	Tuhinga
two	rua
two step	e rua nga taahiraa
twofaced	NO TRANSLATION
twofold	rua rua
twosome	Tuhinga
tycoon	Tuhinga
tyke	tahua
type	momo
typewriter	kaituhi
typhoid	typhoid
typhoon	huringa
typical	angamaheni
typically	te nuinga
typist	kaituhi
typo	typo
typography	tahua
tyrannical	whakatikatika
tyranny	tukino
tyrant	kino
tyre	te mauiui
ubiquitous	he waahi
ubiquity	Tuhinga
ugliness	ugliness
ugly	kino
uhoh	NO TRANSLATION
ukulele	uku
ulcer	mate
ulterior	Tuhinga o mua
ultimate	Tuhinga
ultimately	i te mutunga
ultimatum	Tuhinga
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	umanga
umpire	umpire
umpteen	umpteen
unabashed	ka tukuna
unabated	kaore i te tau
unable	kaore
unacceptable	kāore e whakaaetia ana
unaccompanied	kaore i uru
unaccountable	kāore e taea te whakaatu
