Word	ny
serial	nyimbo
serialize	serialize
series	mndandanda
serif	serif
serious	zovuta
seriousness	kuwopsa
sermon	ulaliki
serpent	njoka
serpentine	njoka
serrated	amamatira
serum	seramu
servant	mtumiki
serve	tumikira
server	seva
service	utumiki
serviceable	zotheka
servile	otumikira
servitude	ukapolo
sesame	sesame
sess	NO TRANSLATION
session	gawo
sessions	magawo
set	ikani
setback	kusokoneza
sett	NO TRANSLATION
setter	setter
settle	konzani
settled	adakhazikika
settlement	kukhazikika
settler	wothetsera
settlor	kukonza
setup	khazikitsa
seven	Zisanu ndi ziwiri
seventeen	seventeen
seventh	wachinayi
seventy	makumi asanu ndi awiri
sever	yambani
severable	zosasinthika
severally	mwatsatanetsatane
severance	kuchotsa
severe	zovuta
severely	kwambiri
severity	kuuma
sew	kusoka
sewage	kusamba
sewer	kusungunula
sewerage	kusuta
sewing	kusamba
sex	kugonana
sexist	kugonana
sexual	kugonana
sexuality	kugonana
sexy	sexy
shabby	zovuta
shack	mthunzi
shackle	kumangirira
shade	mthunzi
shades	mithunzi
shading	kumeta
shadow	mthunzi
shadowy	mdima
shady	mthunzi
shaft	shaft
shag	shag
shaggy	shaggy
shake	kugwedeza
shakedown	shakedown
shaken	kugwedezeka
shaker	shaker
shaking	kugwedezeka
shaky	osokonezeka
shall	adzatero
shallow	osaya
shallows	mthunzi
sham	sham
shaman	shaman
shambles	zopanda pake
shame	manyazi
shamed	manyazi
shameful	manyazi
shameless	manyazi
shampoo	shampoo
shanghai	shanghai
shank	shank
shanty	shanty
shape	mawonekedwe
shapely	shapely
shard	shard
share	agawana
shareholder	wothandizira
sharing	kugawa
shark	Shaki
sharp	lakuthwa
sharpen	kulimbitsa
sharpened	lakuthwa
sharpener	sharpener
sharpness	mkali
sharpshooter	wogulitsa nsomba
shatter	shatter
shattered	wasweka
shattering	kusweka
shave	meta
shaver	kumeta
shaving	kumeta ndevu
shawl	shawl
sheaf	mtolo
shear	khungu
shears	mitsuko
sheath	mpweya
sheathing	kumeta
shed	kukhetsa
sheen	sheen
sheep	nkhosa
sheepdog	nkhosa
sheepish	nkhosa
sheer	zedi
sheet	pepala
sheik	mtsogoleri
shelf	alumali
shell	chipolopolo
shellfish	nkhono
shelling	kugwidwa
shelter	malo ogona
sheltered	atetezedwa
shelters	malo ogona
shelved	kusungidwa
shepherd	mbusa
sherbet	sherbet
sheriff	sheriff
sherry	sherry
shield	chitetezo
shift	kusintha
shifting	kusuntha
shifty	shifty
shilling	shilling
shimmer	kusindikiza
shimmering	shimmering
shimmy	shimmy
shin	chiwonongeko
shindig	shindig
shine	kuwala
shiner	zovuta
shingle	shingle
shining	kuwala
shiny	yonyezimira
ship	tumizani
shipment	kutumizidwa
shipping	Manyamulidwe
shipshape	chikhomo
shipwreck	ngalawa inasweka
shipyard	chombo
shire	shire
shirt	malaya
shit	mdima
shitday	NO TRANSLATION
shitfaced	amawombera
shithead	shithead
shitless	osasamala
shitload	shitload
shittest	NO TRANSLATION
shitty	wonyansa
shiver	kunjenjemera
shivering	kunjenjemera
shoals	nsalu
shock	kudabwa
shocked	anadabwa
shocker	shocker
shocking	chodabwitsa
shockingly	modabwitsa
shoddy	shoddy
shoe	nsapato
shoelace	shoelace
shoemaker	shoemaker
shoes	nsapato
shoeshine	shoeshine
shook	kunagwedezeka
shoot	kuwombera
shooter	chowombera
shooting	kuwombera
shootout	kuwombera
shop	malonda
shopkeeper	wogulitsa
shoplifter	wogulitsa m'masitolo
shoplifting	kugulitsa m'masitolo
shopper	shopper
shopping	kugula
shore	gombe
shoreline	nyanja
shorn	wadula
short	zochepa
short story	nkhani yachidule
shortage	kusowa
shortcake	zochepa
shortcoming	kusowa kwake
shortcut	njira yachidule
shorten	kuchepetsani
shortening	kuchepetsa
shorthand	shorthand
shortly	posachedwa
shortness	kuchepa
shorts	zazifupi
shortstop	zosakhalitsa
shortwave	shortwave
shot	kuwombera
shotgun	mfuti
shoulder	phemba
shout	kufuula
shove	dulani
shovel	fosholo
shoveling	fosholo
show	kusonyeza
showbiz	showbiz
showboat	chowonekera
showcase	kusonyeza
showdown	chiwonetsero
shower	sambani
showgirl	showgirl
showing	kusonyeza
showoff	onetsetsera
showroom	chipinda chowonetsera
showy	zosangalatsa
shrapnel	shrapnel
shred	kudetsedwa
shrew	wonyenga
shrewd	wochenjera
shriek	shriek
shrill	zosangalatsa
shrimp	shirimpi
shrine	kachisi
shrink	sungani
shrinking	kuchepa
shrivel	sangalalani
shroud	chovala
shrub	shrub
shrubbery	shrubbery
shrug	shrug
shrunk	inagwedezeka
shrunken	shrunken
shudder	kusokoneza
shuddering	kusokoneza
shuffle	sungani
shuffleboard	kuthamanga
shuffling	kusokoneza
shun	pewani
shunned	anasiya
shunt	shunt
shut	tseka
shutdown	Tsekani
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	shutter
shuttle	kutseka
shutup	NO TRANSLATION
shy	wamanyazi
shyness	manyazi
shyster	shyiti
sib	NO TRANSLATION
sibling	mchimwene wanga
sic	sic
sick	odwala
sickbay	sickbay
sicken	wodwala
sickening	odwala
sickle	ngodya
sickly	odwala
sickness	matenda
side	mbali
sidearm	chopondera
sidebar	sidebar
sideboard	mbali
sideburns	sideburns
sidecar	sidecar
sidekick	mbali
sideline	sideline
sideshow	mbali
sidestep	sidestep
sidewalk	msewu wamsewu
sideways	mbali
sidewinder	kumbali
siege	kuzungulira
siesta	siesta
sieve	sieve
sift	sungani
sifting	kupuma
sigh	susa
sight	kuona
sighting	kuona
sightseeing	malo owona malo
sigma	sigma
sign	chizindikiro
signal	chizindikiro
signature	signature
significance	tanthauzo
significant	zofunikira
signification	tanthauzo
signify	kusonyeza
signpost	chizindikiro
silence	chete
silencer	silencer
silent	chete
silently	mwakachetechete
silhouette	zachilendo
silicon	silicon
silicone	silicone
silk	silika
silken	kusweka
silky	silky
sill	sill
silliness	chiwonongeko
silly	zopusa
silo	silo
silt	silt
silver	siliva
silverware	siliva
silvery	silvery
similar	zofanana
similarity	kufanana
simile	NO TRANSLATION
simmer	sammer
simmering	kukumva
simple	zosavuta
simples	NO TRANSLATION
simpleton	zosavuta
simplicity	kuphweka
simplify	khalani osavuta
simplistic	kuphweka
simply	mwachidule
simulate	yerekezerani
simulated	zofanana
simulating	kufanana
simulation	kuyimilira
simulator	simulator
simultaneous	nthawi imodzi
simultaneously	panthawi imodzi
sin	NO TRANSLATION
sincere	moona mtima
sincerity	kudzipereka
sinful	wochimwa
sing	kuimba
singer	woimba
singing	kuimba
single	osakwatiwa
singly	singly
singular	umodzi
singularity	osagwirizana
singularly	mwachindunji
sinister	wochimwa
sink	sinkani
sinker	kumira
sinking	akumira
sinner	wochimwa
sinning	kuchimwa
sinus	sinus
sip	sip
siphon	siphon
sipping	kupuma
sir	bwana
sire	sire
siren	siren
sirloin	sirloin
sissy	sissy
sister	mlongo
sisterhood	ubale
sit	khalani
sitcom	sitcom
site	malo
sith	sith
sitter	sitter
sitting	atakhala
situate	tengani
situated	ilipo
situation	zochitika
six	zisanu ndi chimodzi
sixpence	sixpence
sixteen	khumi ndi zisanu ndi chimodzi
sixth	chachisanu ndi chimodzi
sixty	makumi asanu ndi limodzi
sizable	zovuta
size	kukula
sizzle	sizzle
ska	NO TRANSLATION
skate	yenda momyata
skateboard	skateboard
skater	skater
skating	kusambira
skedaddle	skedaddle
skeet	skeet
skein	skein
skeletal	chigoba
skeleton	mafupa
skeptic	akukayikira
skeptical	osakayikira
skepticism	kukayikira
sketch	masewero
sketching	zojambulajambula
sketchy	zojambulajambula
skewed	skewed
skewer	skewer
ski	thambo
skid	skid
skier	skier
skiff	kusambira
skiing	kusambira
skijump	NO TRANSLATION
skill	luso
skilled	akatswiri
skillet	skillet
skillful	luso
skim	sungani
skimpy	skimpy
skin	khungu
skinny	khungu
skip	tsika
skipper	skipper
skirmish	skirmish
skirt	mketi
skirting	kusambira
skirts	masiketi
skit	skit
skittish	skittish
skull	Tsaga
skunk	skunk
sky	mlengalenga
skylight	kuwala kwawunika
skyline	zam'mwamba
skyscraper	kandimatchi
slab	slab
slack	kupuma
slag	slag
slam	slam
slammer	slammer
slander	miseche
slanderous	miseche
slang	slang
slant	slant
slap	kukwapula
slash	kupha
slashes	amawomba
slate	slate
slates	slates
slaughter	kuphedwa
slaughterhouse	nyumba yophera
slaughtering	kupha
slave	kapolo
slavery	ukapolo
slay	iphani
slayer	wakupha
sleaze	shirani
sleazy	sleazy
sled	NO TRANSLATION
sledding	kusunthira
sledge	sledge
sledgehammer	sledgehammer
sleek	zosalala
sleep	kugona
sleeper	ogona
sleeping	kugona
sleepless	osagona
sleeplessness	kugona
sleepover	woponya manja
sleepy	ogona
sleepyhead	kugona tulo
sleet	sleet
sleeve	malaya
sleeveless	wopanda manja
sleigh	woponya
sleight	kupha
slender	zochepa
sleuth	sleuth
slice	kagawo
slick	otayika
slicker	chotsitsa
slide	slide
slider	slide
sliding	kutayika
slight	pang'ono
slight anticipation	kuyembekezera pang'ono
slight disgust	pang'ono kunyansidwa
slight surprise	kudabwa pang'ono
slight trust	kudalira pang'ono
slightly	pang'ono
slightly negative	zoipa pang'ono
slightly positive	zabwino kwenikweni
slim	zochepa
slime	chotsitsa
slimy	slimy
sling	kuponyera
slingshot	slinghot
slink	slink
slinky	slinky
slip	kutaya
slipper	chotsitsa
slippers	zotchinga
slippery	otchinga
slit	kudula
sliver	chotsitsa
slob	slob
slobber	slobber
slogan	chilankhulo
sloop	sloop
slop	NO TRANSLATION
slope	mtunda
sloppy	osalankhula
slot	slot
sloth	kutaya
slouch	slchch
slough	slough
slow	akuchedwa
slowly	pang'onopang'ono
slowness	kuchepetsa
sludge	sludge
slug	slug
slugger	slugger
sluggish	waulesi
sluice	sluice
slum	slum
slumber	kugona
slump	slump
slur	slur
slurp	slurp
slush	slush
slut	slut
slutty	slutty
sly	sly
smack	sungani
small	zochepa
smaller	zochepa
smallest	kakang'ono kwambiri
smallpox	nthomba
smart	wochenjera
smartass	wopusa wochenjera
smarten	smarten
smarty	smarty
smash	smash
smashed	wasweka
smattering	kusweka
smear	smear
smell	fungo
smelling	kununkhiza
smelly	wodetsedwa
smelt	smelt
smidgen	smidgen
smile	kumwetulira
smiled	anamwetulira
smiles	kumwetulira
smiley	smiley
smiling	akumwetulira
smirk	smirk
smite	kanthe
smith	smith
smithereens	smithereens
smitten	adakanthidwa
smock	smock
smog	smog
smoke	kusuta
smoker	kusuta
smokey	smokey
smoking	Kusuta
smoky	kusuta
smoldering	kusuta
smooch	smooch
smooth	zosalala
smoothie	smoothie
smoothly	bwino
smoothness	zosavuta
smother	kusuta
smudge	smudge
smug	wodwala
smuggle	yambani
smuggler	kusuta
smuggling	kusuta
smut	smut
snack	chotukuka
snacks	kudya
snafu	snafu
snag	sungani
snags	ziphuphu
snail	nkhono
snake	njoka
snakes	njoka
snakeskin	njoka yamoto
snap	sungani
snapper	sungani
snappy	osasintha
snapshot	chithunzi
snare	msampha
snarl	sungani
snarling	kusangalatsa
snatch	kuthandizani
snatcher	wosaka
snazzy	snazzy
sneak	sneak
sneaker	sneaker
sneakers	masewera
sneaking	kunjenjemera
sneaky	osayenerera
sneer	kunyoza
sneeze	shenani
sneezing	kudula
snicker	wosuta
snide	chithunzi
sniff	sungani
snip	chingwe
snipe	sungani
sniper	sniper
snippet	snippet
snippy	osasamala
snitch	sungani
snob	snob
snoop	snoop
snoopy	osasamala
snooty	snooty
snooze	snooze
snore	sungani
snorkel	nkhwangwa
snort	sungani
snot	snot
snotty	zopanda pake
snout	kupuma
snow	chisanu
snowball	snowball
snowboard	snowboard
snowboarder	snowboarder
snowday	chisanu
snowfall	chisanu
snowflake	chipale chofewa
snowing	chisanu
snowmageddon	chipale chofewa
snowman	mvula ya snowman
snowplow	chipale chofewa
snowstorm	chipale chofewa
snowy	chisanu
snub	snub
snubbed	kukwapulidwa
snuff	chimfine
snug	chitukuko
snuggle	sungani
snuggled	anawombera
snuggles	imathamanga
snuggling	kukuwombera
soak	soak
soaked	wathyoka
soaking	akukwera
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sopo
soapbox	bokosi la sopo
soapy	sopo
soar	tuluka
soaring	akukwera
sob	NO TRANSLATION
sober	osamala
soblessed	NO TRANSLATION
sobriety	kudziletsa
soc	soc
soccer	mpira
sociable	kucheza nawo
social	chikhalidwe
socialanxiety	NO TRANSLATION
socialism	chikhalidwe
socialist	chikhalidwe
socialite	chikhalidwe
socialize	kusonkhana
society	anthu
sociology	chikhalidwe cha anthu
sociopath	chikhalidwe
sock	sock
socket	zitsulo
sod	sod
soda	soda
soda/pop	soda / pop
sodding	sodding
sodium	sodium
sofa	sofa
soft	zofewa
softball	softball
soften	kuchepetsa
softener	softener
softening	kuchepetsa
softly	mopepuka
softness	kufatsa
software	software
soggy	soggy
sohappy	wosangalala
soil	nthaka
soiled	wodetsedwa
soiree	soiree
sojourn	kukhala alendo
solace	chitonthozo
solar	dzuwa
solarium	solarium
solder	solder
soldering	soldering
soldier	msilikali
sole	chidendene
solemn	mwatsatanetsatane
solicit	funsani
solicitation	kupempha
solicitor	woweruza
solid	olimba
solidarity	mgwirizano
solidification	kulimbikitsa
solidified	zolimbitsa
solidify	kulimbitsa
solidity	olimba
solitaire	solitaire
solitary	wandekha
solitude	kusungulumwa
solo	solo
solubility	kusungunuka
soluble	sungunuka
solucky	solucky
solution	yankho
solve	kuthetsa
solvency	solvency
solvent	zosungunulira
somad	NO TRANSLATION
somatic	somatic
somber	somber
some anticipation	chiyembekezero china
some disgust	zina zonyansa
some surprise	zina zodabwa
some trust	ena amakhulupirira
somersault	somersault
somethingigetalot	NO TRANSLATION
somewhat negative	zinavuta
somewhat positive	zowoneka bwino
somuchtodo	NO TRANSLATION
son	mwana
sonar	sonar
sonata	sonata
sonervous	NO TRANSLATION
song	nyimbo
songwriter	wolemba nyimbo
sonic	sonic
sonice	NO TRANSLATION
sonnet	sonnet
sonorous	sonorous
soot	mitsizi
soothe	chitonthozo
soothing	zolimbikitsa
sophisticated	zovuta
sophistication	kusinkhasinkha
sophomore	zosangalatsa
sopissed	NO TRANSLATION
soppy	soppy
soprano	soprano
sorcerer	wanyanga
sorcery	matsenga
sordid	zamatsenga
sore	zowawa
soready	soready
sorely	mopweteka kwambiri
soreness	kupweteka
sorghum	manyuchi
sorority	chisala
sorrow	chisoni
sorrowful	chisoni
sorry	pepani
sort	mtundu
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	kusankha
sos	NO TRANSLATION
soscared	zosungidwa
soscary	soscary
soslow	soslow
sostressed	NO TRANSLATION
sosweet	zabwino kwambiri
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	moyo
soulful	soulful
soulless	zosautsa
soulmate	soulmate
sound	zomveka
sounding	kumveka
soundness	kumveka
soundproof	soundproof
soundtrack	soundtrack
soup	supu
sour	zowawa
source	gwero
sourpuss	sourpuss
south	kum'mwera
southbound	kum'mwera
southeast	kum'mwera chakum'mawa
southern	kum'mwera
southpaw	kum'mwera
southwest	kum'mwera chakumadzulo
souvenir	chikumbutso
sovereign	wolamulira
sovereignty	ulamuliro
soviet	soviet
sow	fesa
soy	soy
soy sauce	msuzi wa soya
soybean	soya
spa	spa
space	malo
spacecraft	ndege
spaceman	wokhala naye
spaceship	malo okwera
spacing	malo
spacious	lalikulu
spade	zokha
spaghetti	spaghetti
spam	sipamu
spammers	zosokoneza
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	kupalasa
spar	spar
spare	spare
spareribs	zopumira
sparingly	mochepa
spark	kutuluka
sparkle	imanyezimira
sparkling	yonyezimira
sparkly	mozizwitsa
sparring	kusuntha
sparrow	mpheta
sparse	zochepa
spasm	spasm
spastic	spastic
spat	spat
spatial	malo
spatter	spatter
spatula	spatula
spawn	spawn
spaz	spaz
speak	lankhulani
speakeasy	speakeasy
speaker	wokamba nkhani
speakerphone	foni yamakono
speaking	Kulankhula
spear	mkondo
spec	spec
special	wapadera
specialist	katswiri
speciality	zapadera
specialize	NO TRANSLATION
specially	makamaka
specialty	zapadera
specie	NO TRANSLATION
species	mitundu
specific	enieni
specification	malingaliro
specify	tchulani
specimen	fanizo
speck	speck
speckled	mawangamawanga
specs	zolemba
spectacle	zochititsa chidwi
spectacles	masewera
spectacular	zochititsa chidwi
spectator	woonerera
specter	specter
spectral	masewera
spectrometer	spectrometer
spectrophotometer	spectrophotometer
spectroscopy	zojambulajambula
spectrum	masewera
speculate	sankhani
speculation	malingaliro
speculative	zongopeka
speculum	speculum
speech	kulankhula
speechless	osalankhula
speed	liwiro
speedboat	speedboat
speedily	mwamsanga
speeding	kuthamanga
speedometer	mpikisano wothamanga
speedway	mwamsanga
speedy	mwamsanga
spell	spell
spellbound	spellbound
spelling	kalembedwe
spencer	spencer
spend	gwiritsani ntchito
spender	spender
spending	kugwiritsa ntchito
spent	watha
sperm	umuna
spew	spew
sphere	malo
spherical	ozungulira
sphincter	sphincter
sphinx	sphinx
spic	zonunkhira
spice	zonunkhira
spicy	zokometsera
spider	kangaude
spiders	akangaude
spiffy	spiffy
spigot	spigot
spike	nthenda
spiked	spiked
spiky	spiky
spill	spill
spillin	NO TRANSLATION
spin	spin
spinach	sipinachi
spinal	msana
spindle	kutsitsa
spine	msana
spineless	zopanda pake
spinner	spinner
spinning	kupota
spinster	spinster
spiny	zamatsenga
spiral	kutuluka
spire	spire
spirit	mzimu
spirited	zowawa
spirits	mizimu
spiritual	zauzimu
spirituality	moyo wauzimu
spit	kulavulira
spite	kupweteka
spiteful	zokwiya
spitfire	spitfire
spittoon	kupopera
splash	splash
splat	splat
splatter	splatter
spleen	nthata
splendid	zokongola
splendor	kukongola
splice	splice
spline	spline
splint	kupasuka
splinter	kupunduka
split	Gawa
splitting	kupatukana
splurge	splurge
spoil	kuwonongeka
spoiler	woponda
spoiling	kuwononga
spoils	zofunkha
spoke	analankhula
spoken	adayankhulidwa
spokesman	wolankhulira
spokesperson	wolankhula
sponge	siponji
spongy	spongy
sponsor	wothandizira
sponsorship	thandizo
spontaneity	kudzipatula
spontaneous	mwadzidzidzi
spoof	sungani
spook	kuwononga
spooky	zosapanganika
spool	spool
spoon	supuni
spoonful	supuni
sporadic	sporadic
spore	spore
sport	masewera
sporting	masewera
sports	masewera
sports car	galimoto yamasewera
sportsman	masewera
sportsmanship	sportmanship
sportswriter	wolemba masewera
sporty	masewera
spot	malo
spotless	opanda banga
spotlight	kuwala
spotted	amawona
spotter	spotter
spotty	malowa
spousal	okwatirana
spouse	mkazi
spout	spout
sprain	phokoso
sprawl	kupopera
spray	spray
spread	kufalikira
spreader	kufalitsa
spree	osankhidwa
spring	nyengo
springtime	nyengo yamasika
sprinkle	kuwaza
sprinkler	owaza
sprinkling	kukonkha
sprint	sprint
sprite	sprite
sprout	mphukira
spruce	spruce
spud	spud
spunk	spunk
spunky	spunky
spur	sangalalani
spurious	zonyansa
spurred	anakulira
spurt	spurt
spy	azondi
squabble	squabble
squad	gulu
squadron	squadron
squall	sungani
squamous	squamous
squander	sungani
square	zala
squash	sikwashi
squat	squat
squatter	ochepa
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	kusokoneza
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	Finyani
squeezing	kufinya
squelch	sungani
squid	sikwidi
squint	onetsetsani
squire	sungani
squirm	sangalalani
squirrel	gologololo
squirt	squirt
squish	squish
squishy	squishy
stab	mbola
stabbed	adabedwa
stability	kukhazikika
stabilize	kukhazikika
stabilizer	stabilizer
stable	khola
staccato	staccato
stack	kupaka
stadium	stadium
staff	antchito
stag	nswala
stage	siteji
stagecoach	nsanja
stagehand	stagehand
stagger	kunjenjemera
staggering	kudodometsa
stagnant	wochuluka
stagnation	kupuma
staid	tsono
stain	banga
stained	kudetsedwa
stainless	zosapanga
stair	stair
staircase	stasi
stairs	masitepe
stairway	masitepe
stairwell	masitepe
stake	mtengo
stakeout	pachimake
stale	stale
stalemate	kusokoneza
stalk	phesi
stalker	kupalasa
stall	khola
stallion	stallion
stalls	masitolo
stalwart	chiwonongeko
stamina	mphamvu
stamp	sitampu
stampede	kuponderezedwa
stance	mkhalidwe
stand	imani
standard	miyezo
standardize	onetsetsani
standardized	zovomerezeka
standby	yembekezera
standing	atayima
standoff	choyimira
standpoint	maganizo
standstill	kuyima
standup	imilirani
stanza	stanza
staph	staph
staple	zochepa
stapler	kusinthanitsa
star	nyenyezi
star fruit	chipatso cha nyenyezi
starboard	nyamayi
starch	starch
stardom	mwambo
stardust	kupirira
stare	yang'anani
starfish	starfish
stargazing	kugawidwa
staring	kuyang'ana
stark	zimakhala bwino
starlet	nyenyezi
starlight	nyenyezi
starling	njala
starry	nyenyezi
stars	nyenyezi
starship	starhip
start	kuyamba
starter	kuyamba
startle	chisokonezo
startled	kudabwa
startling	kudabwa
starvation	njala
starve	njala
starved	njala
starving	njala
