Word	xh
theft	ubusela
theism	i -ism
theistic	zobugcisa
thelife	eziphilayo
thelittlethings	NO TRANSLATION
theme	umxholo
theocracy	rhu lumente
theocratic	zentlalo
theologian	wezinkolo
theological	yezobugcisa
theology	ye teyoloji
theorem	i-theorem
theoretical	zifundo
theory	ngcamango
therapeutic	unyango
therapeutics	zonyango
therapist	ngcali
therapy	unyango
thereabouts	khona
thereof	yalo
therewith	ngayo
thermal	thermal
thermocouple	thermocouple
thermodynamics	thermodynamics
thermometer	thermometer
thermos	thermos
thermostat	i-thermostat
thesaurus	i-thesaurus
thesis	isistim
thick	ezinzima
thicken	ukukhupha
thickening	ukuqina
thicket	thicket
thickness	u bunzima
thief	isela
thigh	umlenze
thimble	bhinqa
thin	mncinci
thing	into
things	izinto
thingy	intoy
think	cinga
thinker	ucinga
thinking	ukucinga
third	Isithathu
thirds	yesithathu
thirst	unxaniwe
thirsty	unxaniwe
thirteen	Shumi elinantathu
thirteenth	Ishumi elinantathu
thirty	Amashumi amathathu
thistle	ncazela
thither	apho
thong	thong
thorn	ivava
thorny	ngameva
thorough	ngokupheleleyo
thoroughbred	ngqa ngileyo
thoroughfare	intle
thought	cinga
thoughtful	cingisisa
thoughtfulness	kucinga
thoughtless	engacingi
thoughts	ngcamango
thousand	iwaka
thrash	thrash
thread	intambo
threat	usongelo
threaten	zi songela
threatened	yongelwa
threatening	esongelayo
three	Ntathu
threefold	kathathu
threesome	emithathu
thresh	hlaziya
threshold	umda
thrice	kathathu
thrift	ukunyuka
thrifty	ukutshatyalaliswa
thrill	vuyisa
thrilled	vuyiswa
thriller	nwabisa
thrilling	vuyisa
thrive	kukhula
thriving	phu melela
throat	umqala
throb	umqala
throbbing	ukuphosa
throes	umqala
throne	troneni
throng	isihlwele
throttle	i-throttle
throw	ukuphosa
throwback	ukuphosa
thrower	iphosa
thrown	baphoswe
thrush	thrush
thrust	sithatha
thruster	thruster
thud	thud
thug	thug
thumb	isithupha
thumbprint	thumbprint
thump	thump
thumper	thumper
thumping	thump
thunder	indudumo
thunderbolt	iindudumo
thunderclap	ukuduma
thundering	ukuduma
thunderstorm	iindudumo
thunderstruck	thunderstruck
thwart	thintela
thx	ENKS
thyme	thyme
thyroid	i-thyroid
tiara	tiara
tibia	tibia
tic	titshala
tick	phawula
ticked	ticked
ticker	i ticker
ticket	ithikiti
tickle	krazuka
tickled	krazwanga
ticklish	i-ticklish
tidal	ugugu
tidal wave	iliza elikhulu
tidbit	i-tidbit
tide	uhambo
tidings	iindaba
tidy	efanelekileyo
tie	umtya
tier	umgca
tiff	tiff
tiger	tiger
tighten	qinisa
tightness	ukuqina
tightrope	i-tightrope
tights	iimbombo
tilde	tilde
tile	tile
tiling	ukuthambisa
till	NO TRANSLATION
tillage	ukulima
tiller	ukulima
tilt	kuhamba
tilting	ukucima
timber	imithi
timberland	timberland
timbre	isiqu
time	ixesha
timeless	apheliyo
timeliness	ixesha
timely	ngexesha elifanelekileyo
timeout	kuphele ixesha
timepiece	ikhefu
timer	ixesha
times	maxesha
timetable	thayimthebhile
timewasters	NO TRANSLATION
timid	utyhafile
timidity	utywaba
timing	ixesha
tin	NO TRANSLATION
tincture	ukucoca
tine	NO TRANSLATION
tinfoil	NO TRANSLATION
tinge	tinge
tingle	i-tingle
tingling	ukubetha
tinker	tinker
tinkering	ukuxuba
tinkle	NO TRANSLATION
tinkling	ukuxuba
tinnitus	tinnitus
tinsel	tinsel
tint	tint
tiny	ncinane
tip	ithiphu
tipper	i-tipper
tipster	tipster
tipsy	ziphosa
tiptoe	tiptoe
tirade	tirade
tire	ukukhathala
tired	diniwe
tiredness	ukhathala
tiredofit	NO TRANSLATION
tireless	zikhuni
tiresome	ezinzima
tiring	ukukhathala
tissue	izicubu
tistheseason	NO TRANSLATION
tit	isihloko
titan	titan
titanic	titanic
titanium	titanium
tithe	okweshumi
title	isihloko
titled	zibizwa
titty	titty
titular	NO TRANSLATION
toad	udoti
toast	utywala
toaster	kwiqonga
toasty	i-toasty
tobacco	icuba
toby	ngoku
tod	kudoti
today	namhlanje
toddler	encinci
toe	inzwane
toenail	ngenelo
toffee	iifayili
tofu	tofu
toga	NO TRANSLATION
together	kunye
togetherness	ukudibanisa
toil	sebenza
toilet	ngasese
toils	ukukhangela
token	uphawu
tolerable	nya mezela
tolerance	ukunyamezela
tolerant	nya mezela
tolerate	nya mezela
toleration	nya mezela
toll	Itholi
tomahawk	tomahawk
tomato	itumato
tomatoes	utamatisi
tomb	ngcwabeni
tombstone	ngcwabeni
tomcat	tomcat
tome	kum
tomorrow	ngomso
ton	NO TRANSLATION
tone	ithoni
toner	i toner
tong	NO TRANSLATION
tongs	zintambo
tongue	ulwimi
tonic	tonic
tonnage	tonnage
tonsils	toni
toocold	NO TRANSLATION
tool	sixhobo
toolbox	ibhokisi leethuluzi
tooling	ukusetyenziswa kwezixhobo
toomuchtodo	NO TRANSLATION
toot	toot
tooth	izinyo
toothache	lezinyo
toothbrush	ibhulashi lezinyo
toothed	kuhlutha
toothless	ngqiqweni
toothpaste	inambuzane
toothpick	uzinyo
toots	iifolothi
top	phezulu
topaz	topazi
topic	sihloko
topical	ngqangi
topless	ezingenanto
topographic	lwezobugcisa
topographical	lwezobugcisa
topography	lwezolimo
topple	ukukhupha
topside	ngasentla
tor	tyikitya
torch	itshsi
torment	intlungu
tormented	thu thunyiswa
torn	qhekeka
tornado	nkanyamba
torpedo	torpedo
torque	i torque
torrent	umlambo
torrid	i-torrid
torsion	ngothutho
torso	isibetho
tort	ukuphazamiseka
tortious	ku xhaphaza
tortoise	ufudo
tortuous	kuhlutha
torture	ukuhlushwa
tortured	tshutshiswa
toss	ukuphosa
tot	NO TRANSLATION
total	lilonke
totality	ngokupheleleyo
totally	ngokupheleleyo
tote	ithotho
totem	totem
touch	ku thintela
touchdown	ukuchukumisa
touched	chu kumisa
touching	ukuchukumisa
touchy	ku thintela
tough	nzima
toughen	ekhuni
toughness	ubunzima
toupee	i-toupee
tour	khenketho
tourism	khenketho
tourist	khenketho
tourmaline	i-tourmaline
tournament	umdlalo
tourniquet	i-tourniquet
tout	NO TRANSLATION
tow	udoti
towel	ithawula
tower	inqaba
towering	kakhulu
town	dolophu
townhouse	yedolophu
township	ilokishi
townspeople	abantu base dolophu
toxic	inetyhefu
toxicity	utyhefu
toxicology	utywala
toxin	i toxin
toy	yokudlala
toymaker	i-toymaker
trace	landela
traceable	landela
tracer	umculi
traces	mkhondo
trachea	umkhondo
tracing	ukulandelela
track	ukulandelela
tracker	tracker
tract	phecana
tractable	ezinokusetyenziswa
traction	ukulandelana
tractor	itektare
trade	urhwebo
trademark	uphawu lokuthengisa
trader	mthengisi
tradesman	ngumhwebi
trading	shishini
tradition	isithethe
traditional	zemveli
traffic	zendlela
traffic light	irobhothi
trafficking	ukurhweba
tragedies	ntlekele
tragedy	ntlekele
tragic	buhlungu
trail	indlela
trailer	i trailer
train	qeqesha
train set	uliwe
trained	qeqeshwa
trainee	mqeqeshi
trainer	mqeqeshi
training	qeqesho
trait	mfanelo
traitor	umrhwebi
traitorous	umrhwebi
trajectory	umkhondo
tram	tram
tramp	ukunyathela
trample	ukunyathela
trampoline	trampoline
tramway	tramway
trance	ngqondweni
tranquil	ngoxolo
tranquility	noxolo
tranquilizer	uzinzo
transact	kuhamba
transaction	ukuthengiselana
transatlantic	transatlantic
transceiver	i-transceiver
transcend	kudlula
transcendence	ukudlula
transcendent	ezidlulileyo
transcendental	transcendental
transcribe	bhalela
transcriber	yombhaliso
transcript	ngxelo
transcription	ukubhaliselwa
transfer	tshintshelo
transference	tshintshelo
transferred	idluliselwe
transfixed	zigqityiwe
transform	guqula
transformation	utshintsho
transformer	gu quleli
transfusion	ukudluliselwa
transgression	ukreqo
transient	ngexesha elide
transistor	umtshintshi
transit	ukuhamba
transition	utshintsho
transitional	yenguqu
transitive	eziguqukayo
transitory	ezidlulileyo
translate	gu qulela
translation	gu qulelo
translator	gu quleli
translocation	kuthunyelwa
translucent	zihamba
transmission	ukuhanjiswa
transmit	thumela
transmitter	thumela
transmutation	ukutshintsha
transom	transom
transparency	ngokungafihli
transparent	obala
transplant	ukufakelwa
transplantation	ukufakelwa
transponder	transponder
transport	zothutho
transportation	zokuthutha
transporter	umthutha
transpose	thumela
transposition	ukuguqulwa
transsexual	isini
transverse	ehambayo
transvestite	ezithengisayo
trap	mgibe
trapdoor	umgibe
trapeze	ukufunyanwa
trapped	ba valelwe
trapper	umcuphi
trapping	ukuxuba
trappings	zi thintelo
traps	iimbobe
trash	udoti
trashy	i-trashy
trauma	ngxakini
traumatic	ezibuhlungu
travail	NO TRANSLATION
travel	uhambo
traveler	umhambi
traveling	ohambahambayo
traverse	kuhamba
travesty	ukuhamba
trawl	umzila
trawler	umthungisi
tray	ithreyi
treacherous	buqhetseba
treachery	ukukhohlisa
tread	kuhamba
treadmill	yokunyathela
treason	uhlanga
treasure	buncwane
treasured	ezixabisekileyo
treasurer	nondyebo
treasures	buncwane
treasury	mali
treat	baphathe
treatable	unyango
treatise	ukunyangwa
treatment	unyango
treaty	melwano
treble	kuhamba
tree	umthi
trees	imithi
trek	uhambo
trellis	trellis
tremble	kuthuthumela
trembling	ukuthuthumela
tremendous	kakhulu
tremendously	kakhulu
tremor	ukuthuthumela
trench	umsele
trend	kwindlela
trending	ehamba phambili
trendy	eziqhelekileyo
trepidation	i nkxwaleko
trespass	ityala
triad	triad
triage	udidi
trial	ityala
triangle	unxantathu
triangular	zintathu
triangulate	triangulate
triathlon	triathlon
tribal	zizwe
tribe	isizwe
tribulation	ndezelo
tribunal	inkundla
tribune	ikhosi
tributary	zizintlu
tribute	i ntlawulo
trick	qhinga
trickery	buqhetseba
trickle	ukukhohlisa
trickster	trickster
tricky	buqhetseba
tricycle	tricycle
trident	i-trident
trifle	zifake
trifling	ukuxuba
trig	trig
trigger	ukuqala
trigonometry	trigonometry
trillion	trillion
trilogy	i-trilogy
trim	i-trim
trimester	trimester
trimmer	ukucoca
trimming	ukucoca
trine	zithini
trinity	kathathu
trinket	trinket
trio	trio
trip	uhambo
tripartite	ezintathu
tripe	usu
triple	kathathu
triplet	kathathu
triplicate	kathathu
tripod	i-tripod
tripping	ukunyuka
trite	sithatha
tritium	tritium
triumph	ukuphumelela
triumphant	koyisa
trivia	i ntlanzi
trivial	ncinane
troll	troll
trolley	trolley
trombone	trombone
troop	iqela
trooper	umqhubi
troops	amabutho
trophy	i trophy
tropic	eTropiki
tropical	ezitshisayo
tropics	ezitshisayo
trot	trot
trouble	ngxaki
troubled	zixhalabile
troublemaker	ngxaki
troubles	iingxaki
troublesome	ngxaki
trough	emgodini
troupe	yeqela
trousers	ibhulukhwe
trout	umqala
trowel	i-trowel
truce	ingqungquthela
truck	iloli
trucker	trucker
truckload	iloliwe
truculent	i-truculent
true	EYENYENE
truelove	uthando lokwenyaniso
truffle	truffle
truism	truism
trump	xilongo
trumpet	xilongo
trumpeter	xilongo
truncate	truncate
truncated	zithiniwe
trundle	ukulandelela
trunk	trunk
truss	ukuxhamla
trust	themba
trustee	trustee
trusting	thembela
trustworthy	thembeka
trusty	ethembekileyo
truth	nyaniso
truthful	nyaniso
truthfulness	nyaniso
try	zama
tryout	zama
tryouts	tryouts
tsunami	tsunami
tub	ibhu
tuba	tba
tubby	i tubby
tube	ityhubhu
tuberculosis	isifo sofuba
tubing	ukubheja
tubular	i-tubular
tubule	ibhubhu
tuck	tuck
tucker	tucker
tuesday	uLwesibini
tufted	sitsho
tug	ukukhwela
tugboat	ngqatyana
tuition	zifundo
tulip	i-tulip
tumble	zixhamle
tumbler	NO TRANSLATION
tumbleweed	ziqhwala
tummy	isisu
tumor	isisu
tumour	isisu
tumult	i ngxabano
tumultuous	ixhala
tun	NO TRANSLATION
tuna	ityhuna
tunable	lungiswa
tune	kuluhlu
tunic	ingubo
tuning	ukulungiswa
tunnel	umjelo
turban	ingubo
turbidity	ngxakini
turbine	intambo
turbo	turbo
turbulence	ngxakini
turbulent	ngxakini
turd	turd
turf	i-turf
turkey	ikarikuni
turmeric	i-turmeric
turmoil	ngxakini
turn	guquka
turnaround	Jika ujonge ngemva
turned	yajika
turning	ukujika
turnip	i-turnip
turnkey	ikeykey
turnoff	NO TRANSLATION
turnout	ijike yaba
turnover	tyhila
turnpike	ukujika
turntable	ngxinwa
turpentine	i-turpentine
turquoise	i-turquoise
turret	ngongoma
turtle	ihote
turtleneck	i-turtleneck
tussle	ukuxuba
tutelage	ukufundisa
tutor	mfundisi
tutoring	ukufundisa
tutu	tutu
tux	tux
tuxedo	tuxedo
tv	tv
twain	babini
twat	ngezantsi
twats	iimbophu
tweak	i-tweak
tweed	i-tweed
tweet	tweet
tweezers	zihluma
twelfth	Ishumi elinambini
twelve	Shumi elinambini
twentieth	Amashumi amabini
twenty	Amashumi amabini
twerp	twerp
twig	igatsha
twilight	ukuhlwa
twill	ukuza
twin	iwele
twine	iwele
twinge	twinge
twinkle	ziphosa
twins	mawele
twirl	i-twirl
twist	ukuphika
twisted	ephosakeleyo
twister	ukudibanisa
twit	twit
twitch	ukutshintsha
twitching	ukuxuba
twitchy	twitchy
two	Mbini
two step	nyathelo e zimbini
twofaced	NO TRANSLATION
twofold	zimbini
twosome	ezimbini
tycoon	tycoon
tyke	tyke
type	uhlobo
typewriter	umshicileli
typhoid	typhoid
typhoon	tyhuphon
typical	eziqhelekileyo
typically	ngokuqhelekileyo
typist	umgcini
typo	typo
typography	typography
tyrannical	tyandeni
tyranny	tyharensi
tyrant	umtyholi
tyre	ukukhathala
ubiquitous	ekhoyo
ubiquity	ubunini
ugliness	ukungalungi
ugly	bubi
uhoh	NO TRANSLATION
ukulele	ukulele
ulcer	isilonda
ulterior	yangaphambili
ultimate	gqibela
ultimately	ekugqibeleni
ultimatum	isigxina
ultimo	NO TRANSLATION
ultrasound	ultrasound
ultraviolet	i-ultraviolet
umbilical	umbilical
umbra	umbra
umbrella	isambulela
umpire	umpire
umpteen	umpteen
unabashed	ngahlali
unabated	engabonakaliyo
unable	akakwazi
unacceptable	ayamkelekanga
unaccompanied	ngahambelani
unaccountable	ezingenakubalwa
unaccounted	ezingenakubalwa
unacknowledged	nga fumani
unadulterated	ezingcolileyo
unaffected	nga cha phazeli
unafraid	u soyiki
unaided	ngaxhasi
unaltered	engacatshangwanga
unambiguous	engabonakaliyo
unanimity	ukungahambelani
unanimous	ngokungafaniyo
unanimously	ngokuvumelana
unannounced	zi ngaziwa
unanswered	phenduliwe
unanticipated	ezingalindelekanga
unappreciated	nga xabiswa
unapproved	nga vunywanga
unarmed	engaxhaswanga
unassisted	engavumelekanga
unassuming	ngokungabonakaliyo
unattached	engabandakanyekanga
unattainable	nga fumani
unattended	nga xelwanga
unattractive	ngathandeki
unauthorized	engagunyaziswanga
unavailable	ayitholakali
unavoidable	ku khusela
unaware	nga yaziyo
unbalanced	ukungalingani
unbearable	ukunyamezela
unbeatable	ku xho mekeka
unbeaten	nga zi
unbecoming	ezingabonakaliyo
unbelief	ukungakholwa
unbelievable	kholwayo
unbiased	ukungabi namkhethe
unborn	engakazalwa
unbound	engabonakaliyo
unbounded	ezingenakubalwa
unbreakable	ezingaphukiyo
unbridled	engagqitywanga
unbroken	engabikho
unbutton	ukuxuba
uncalled	nga cwanga
uncanny	engazi
uncaring	engakhathazeki
uncensured	NO TRANSLATION
uncertain	qi niseki
uncertainty	ukungaqiniseki
unchallenged	zichazwe
unchangeable	zi ngatshintshi
unchanged	zitshintshi
uncharted	engatshatanga
uncherished	NO TRANSLATION
uncivilized	engaphilile
unclaimed	zi ngaziwa
uncle	malume
unclean	yinqambi
unclear	ngokucacileyo
uncomfortable	nga phu
uncommon	ngaqhelekanga
uncommonly	ngokuqhelekileyo
uncomplicated	ngxaki
uncompromising	ukungahambelani
unconcerned	engakhathazeki
unconditional	ezingenammiselo
unconfirmed	nga qi ni
unconnected	engaxhunyiwe
unconscionable	zi ngakwazi
unconscious	ngakwazi
unconsciousness	bengazi
unconstitutional	engekho mthethweni
unconstrained	engaxelwanga
uncontested	engavunyelwanga
uncontrollable	a wu lawule
uncontrolled	nga lawuli
unconventional	engavumelaniyo
unconvinced	engaqinisekanga
unconvincing	engavumiyo
uncooked	apheki
uncooperative	engasebenzi
uncorrelated	engavumelekanga
uncouth	kungenanto
uncover	kutyhila
uncritical	ezingabonakaliyo
uncut	ngafuni
undead	ungadluli
undecided	engacacisiwe
undefeated	engadlulanga
undefined	engachazwanga
undeniable	ezingenakukhunjulwa
underage	ngaphantsi
underbelly	ngokunyanisekileyo
undercover	kutyhila
undercurrent	ngaphantsi kwexesha
underdog	ngaphantsi
underestimate	ngqalelo
undergo	bahamba
undergraduate	igraduate
underground	ngaphantsi komhlaba
underhanded	engaphantsi
underlay	zi ngaphantsi
underlie	phantsi
underline	gxi ninisa
underlying	engundoqo
undermine	ukuphazamisa
undermined	zi ngaphantsi
underneath	ngaphantsi
underpaid	ngaphantsi
underpants	izipho
underprivileged	abahluphekileyo
underrated	ngaphantsi
underscore	phawula
undersea	ngaphantsi
undersecretary	ngaphantsi
undersized	ngaphantsi
understaffed	ngaphantsi
understand	baqonde
understandable	kuqondakala
understanding	ukuqonda
understatement	ngaphantsi
understood	kuqondwa
understudy	ukuxhomekeka
undertake	zenze
undertaker	owenzayo
undertaking	u msebenzi
undertow	zenze
underwear	zangaphantsi
underwood	phantsi
underworld	phantsi komhlaba
underwrite	kubhala
underwriter	umbhali
undeserved	obungasifanelanga
undesirable	ezingathandekiyo
undesired	ezingathandekiyo
undetectable	ezingabonakaliyo
undetected	nga fumani
undetermined	engagqitywanga
undeveloped	nga phuhliswa
undignified	ngacingi
undirected	a khululwe
undisclosed	engachazwanga
undiscovered	nga funyanwa
undisputed	engamangalelwa
undisturbed	engaphazamiseki
undivided	nga hlu lekanga
undo	lungisa
undoing	ku rhoxisa
undoubted	ngathandabuzeki
undress	ukugxotha
undressed	nganyanga
undue	engafanelekanga
undying	ukuphazamiseka
unearned	nga fumani
unearth	kuvela
uneasiness	ukungazinzi
uneasy	ngxaki
uneducated	nga fundanga
unemployed	bengasebenzi
unemployment	yokungasebenzi
unencumbered	zi ngaxilwanga
unending	engapheliyo
unequal	lingalingani
unequalled	engalinganiyo
unequivocal	ngokungafanelanga
unequivocally	ngokungaqinisekanga
unethical	ezingekho mthethweni
uneven	ukungalingani
uneventful	ezingabonakaliyo
unexpected	engalindelekanga
unexpectedly	ngokungalindelekanga
unexplainable	ezingachazwanga
unexplained	zichazwe
unexplored	engakhangeli
unfailing	ngokungapheliyo
unfair	ngokungafanelekanga
unfairness	ukungalungi
unfaithful	nga thembeki
unfamiliar	engaqhelekanga
unfavorable	nga lunganga
unfeeling	u bubele
unfettered	ezingabikho
unfinished	engagqitywanga
unfit	nga lunganga
unflinching	ukucima
unfold	kuvela
unfollow	ulandele
unforeseen	ezingalindelekanga
unforgettable	a libaleki
unforgivable	ku xolelwa
unforgiving	nga xoleli
unfortunate	buhlungu
unfortunately	ngelanga
unfounded	ezingenasiseko
unfreeze	ukukhulula
unfriendly	nga buhlobo
unfulfilled	engagqibekanga
unfurnished	engabonakaliyo
unglued	engabonakaliyo
ungodly	abangamhloneli uThixo
ungrateful	nga mbuleli
unguarded	zigcinwe
unhand	NO TRANSLATION
unhappiness	nwabanga
unhappy	nwabanga
unharmed	li nga lunganga
unhealthy	engasondelanga
unheard	a nga yivanga
unhelpful	u nga thandiyo
unhindered	nga phenduli
unholy	ngendawo
unhook	ungenayo
unicorn	unicorn
unidentified	engaziwayo
unification	u manyano
unified	simanyene
uniform	yunifomu
uniformed	yunifom
uniformity	kufana
uniformly	ngokufanayo
unimaginable	ku ngacingi
unimpeachable	ezingenakufumaneka
unimpeached	engagqitywanga
unimportant	ezingabalulekanga
unimpressed	ngathanga
unimproved	engavumelekanga
uninfected	ezingakhuselekanga
uninformed	nga chaziwe
uninhabited	ngahlali
uninitiated	engabonwanga
uninspired	nga fumani
unintelligible	engacacanga
unintended	nga lunganga
unintentional	ngezenzo
unintentionally	ngokungazi
uninterested	engathandekiyo
uninteresting	ngathandeki
uninterrupted	kungaphazamiseki
uninvited	engavunywanga
union	manyano
unique	ekhethekileyo
unisex	unisex
unison	nyanisa
unit	iyunithi
unitary	bunye
unite	ukudibanisa
united	manyene
unity	manyano
universal	yonke
universality	jikelele
universe	iphela
university	yunivesithi
unjust	sikweni
unjustifiable	engabonakaliyo
unjustified	nga lunganga
unkind	buhlungu
unknowable	engaziwayo
unknown	ngaziwa
unlawful	mthethweni
unleash	unleash
unlicensed	engavumelekanga
unlike	ngokungafaniyo
unlikely	akunakwenzeka
unlimited	elingenamkhawulo
unlisted	nga bhalwanga
unload	kukhulula
unloaded	kulayishwa
unlock	uvule
unlucky	nganto
unmanageable	ezingenakuxanduva
unmanned	engabonwanga
unmarked	engabonakaliyo
unmarried	engatshatanga
unmask	kukhulula
unmatched	nga lingani
unmistakable	azinakunakwenzeka
unmitigated	engagqithwanga
unmoved	nga khu lukanga
unnamed	ngegama
unnatural	engavamile
unnecessary	ayimfuneko
unneeded	engenayo
unnoticed	engabonwa
unnumbered	ezingabalwa
unobserved	engabonakaliyo
unobstructed	engagqitywanga
unobtrusive	unobtrusive
unoccupied	ngahlali
unofficial	engafanelekanga
unopened	avuliwe
unopposed	nga thandwanga
unordered	nga ngqi nelwanga
unorganised	nga lungiswa
unorganized	nga lungiswa
unorthodox	unorthodox
unpack	ukukhupha
unpaid	ahlawulwe
unparalleled	ezingafaniyo
unpleasant	ngathandeki
unpleasantness	buhlungu
unplug	vula
unplugged	avuliwe
unpopular	nga thandwanga
unprecedented	nga phambili
unpredictable	nga qi niseki
unprepared	nga lungeli
unpretentious	ukuthobeka
unproductive	kuvelanga
unprofessional	engenzi nzuzo
unprofitable	engenzi nzuzo
unprotected	engakhuselekanga
unproven	engavumelekanga
unprovoked	engavumelekanga
unpublished	engashicilelwa
unpunished	ahlawulwa
unqualified	nga fa nelwanga
unquestionable	ngathandabuzeki
unquestionably	ngokungathandabuzekiyo
unquestioned	ngathanga
unquote	ukungahambelani
unravel	u kuvula
unreachable	ezingenakufumaneka
unread	nga fundwanga
unreal	engenziwanga
unrealistic	ngqiqweni
unreasonable	ngqiqweni
unrecorded	engavumelekanga
