Word	si
shack	ෂැක්
shackle	විලංගුවේ
shade	සෙවන
shades	වර්ණ
shading	සෙවන
shadow	සෙවණැල්ලයි
shadowy	වැරදියි
shady	ශුක්ර තරලය
shaft	පතුවළ
shag	නරකයි
shaggy	රහසිගතයි
shake	සොලවන්න
shakedown	සැනසීමෙනි
shaken	සොලවා ඇත
shaker	ෂේකර්
shaking	සෙලවීම
shaky	අස්ථිරයි
shall	යුතු ය
shallow	නොගැඹුරුය
shallows	නොගැඹුරු
sham	ලජ්ජාවකි
shaman	ෂැමාන්
shambles	පාගා දමයි
shame	ලජ්ජාවකි
shamed	ලැජ්ජාවට පත්විය
shameful	නිර්ලජ්ජිත ය
shameless	නිර්ලජ්ජිතය
shampoo	ෂැම්පු
shanghai	ෂැංහයි
shank	වළල්ල
shanty	පැල්පත්
shape	හැඩය
shapely	සිත් ඇදගන්නා සුළුය
shard	අබලන් විය
share	බෙදාගන්න
shareholder	කොටස්කරුවා
sharing	බෙදාහදා ගැනීම
shark	මෝරා
sharp	තියුණු වේ
sharpen	තියුනු කිරීම
sharpened	තියුනු විය
sharpener	තියටර් වේ
sharpness	තියුණුබව
sharpshooter	ස්පිට්ෂුටර්
shatter	කඩන්න
shattered	බිඳ වැටී ඇත
shattering	සුනුවිසුනු කරවයි
shave	රැවුල බෑමයි
shaver	බ්රේවර්
shaving	රැවුල බෑමයි
shawl	ෂෝලයයි
sheaf	මිටිය
shear	ව්යාකෘති
shears	ෂියර්ස්
sheath	කොපුව
sheathing	කඩදාසි කොළ
shed	වගුරුවා ඇත
sheen	ශේනිය
sheep	බැටළුවන්
sheepdog	බැටළුවා
sheepish	රැවටිල්ලකි
sheer	යථාර්ථය
sheet	පත්රය
sheik	ෂීක්
shelf	සළකුණයි
shell	ශෙලය
shellfish	සප්පයා
shelling	ෂෙල් වෙඩි
shelter	නවාතැන්
sheltered	ආරක්ෂිත විය
shelters	සෙවණක් ඇත
shelved	අත්හිටුවා ඇත
shepherd	එඬේරා
sherbet	ෂර්බෙට්
sheriff	ෂෙරීෆ්
sherry	ෂෙරී
shield	පලිහ
shift	මාරුවයි
shifting	මාරු කිරීම
shifty	විකෘති
shilling	ශිලිං
shimmer	ෂිමර්
shimmering	ලස්සනයි
shimmy	ෂිමී
shin	ෂින්ග්
shindig	නරකයි
shine	බැබළෙන්න
shiner	ෂයිනර්
shingle	ෂින්ග්
shining	බැබළෙන්න
shiny	දිලිසෙනවා
ship	නැව
shipment	නැව්ගත
shipping	නාවික
shipshape	නැංගුරම් ලා
shipwreck	නැව මුහුදුබත් විය
shipyard	නැව් තටාකාංගනය
shire	ෂියර්
shirt	කමිසය
shit	ජරාව
shitday	NO TRANSLATION
shitfaced	සිතමු
shithead	හිනාවෙන්න
shitless	නිර්ලජ්ජිතය
shitload	ෂිට් බරක්
shittest	NO TRANSLATION
shitty	අනිත් අය
shiver	අඬන්න
shivering	වෙව්ලීම
shoals	නොගැඹුරු
shock	කම්පනයයි
shocked	කම්පාවට පත් විය
shocker	කම්පනයකි
shocking	හාස්යජනකය
shockingly	කම්පා කරවනසුළුයි
shoddy	බාලයි
shoe	සපත්තු
shoelace	හිස් ආවරණ
shoemaker	සුනඛයා
shoes	පාවහන්
shoeshine	සපත්තු ඔපය
shook	සොලවන්න
shoot	වෙඩි තියන්න
shooter	වෙඩික්කරුවා
shooting	වෙඩි තැබීම
shootout	වෙඩි තැබීම
shop	සාප්පු
shopkeeper	සාප්පු හිමියෙක්
shoplifter	සොරකම් කරන්නා
shoplifting	සොරකම් කිරීම
shopper	සාප්පු හිමියෙක්
shopping	සාප්පු සවාරි
shore	වෙරළ තීරයයි
shoreline	වෙරළ තීරයයි
shorn	හිසරදයට
short	කෙටි
short story	කෙටි කතාව
shortage	හිඟයක්
shortcake	ෂෝට්කේක්
shortcoming	අඩුපාඩුවකි
shortcut	කෙටිමාර්ගය
shorten	කෙටි කරන්න
shortening	කෙටියි
shorthand	ලඝුලේඛණය
shortly	කෙටියෙන්
shortness	අඩුපාඩුකම් ඇත
shorts	කලිසම්
shortstop	කෙටි කාලය
shortwave	කෙටි කාලීනව
shot	වෙඩි තියලා
shotgun	තුවක්කුවක්
shoulder	උරහිස්
shout	කෑගහන්න
shove	ෂෝව්
shovel	සවලක්
shoveling	සවලක් ඇත
show	පෙන්වන්න
showbiz	නරකයි
showboat	නටන්නෝ
showcase	ප්රදර්ශන කුටිය
showdown	පෙනෙන්නට තිබේ
shower	වැස්ස
showgirl	රඟපෑවේ
showing	පෙන්වීම
showoff	පෙන්වීම
showroom	ප්රදර්ශනාගාරය
showy	දර්ශනයකි
shrapnel	දැම්මා
shred	ඉරිතලා
shrew	නරකයි
shrewd	විචක්ෂන කාරයකි
shriek	මොරගැසුවා
shrill	නටබුන්
shrimp	කුනිස්සා
shrine	සිද්ධස්ථානයකි
shrink	හැකිලීම
shrinking	හැකිලී යයි
shrivel	කොණ්ඩය
shroud	ගුහාව
shrub	පඳුරු
shrubbery	පඳුරු
shrug	උරහිස් සෙලවීම
shrunk	හැකිලී ඇත
shrunken	අඩුවී ඇත
shudder	වෙව්ලන්නට විය
shuddering	වෙව්ලති
shuffle	ටොෆුල්
shuffleboard	ෂෆල්බෝඩ්
shuffling	නැවතිලා
shun	මඟහැරිය යුතුය
shunned	අවුලක් නෑ
shunt	නැමී
shut	වසා දැමුවා
shutdown	වසා දමන්න
shuteye	NO TRANSLATION
shutit	NO TRANSLATION
shutter	ෂුවර්
shuttle	ෂටලය
shutup	NO TRANSLATION
shy	ලැජ්ජයි
shyness	ලැජ්ජාව
shyster	නරකයි
sib	NO TRANSLATION
sibling	සහෝදර සහෝදරියන්
sic	සිකු
sick	අසනීපයි
sickbay	ලෙඩබෙයා
sicken	ලෙඩේ
sickening	අසනීපයි
sickle	දෑකැත්ත
sickly	ලෙඩේ
sickness	අසනීප වේ
side	පැත්ත
sidearm	sidearm
sidebar	පැත්තේ
sideboard	පොකට් එකයි
sideburns	පැදිය
sidecar	සයිඩ්කාර්
sidekick	සයිඩ්කික්
sideline	පැත්තකි
sideshow	පාර්ශ්වයෙනි
sidestep	උපකාරී වේ
sidewalk	මගී වේගයයි
sideways	පැත්තකට වෙන්න
sidewinder	මග පාදාගන්නවා
siege	වටලනු ලැබීය
siesta	සයෙස්ටා
sieve	පෙරනයක්
sift	වැඩේ
sifting	විභේදනයකි
sigh	සැනසුම් සුසුමක්
sight	පෙනෙන්නට තිබේ
sighting	පෙනෙන්නට තිබේ
sightseeing	දකුණට
sigma	සිග්මා
sign	සංඥාවක්
signal	සංඥාවක්
signature	අත්සන
significance	වැදගත්කමකි
significant	සැලකිය යුතු
signification	අර්ථ දැක්වීම
signify	සලකුනු කරයි
signpost	සාධකයක්
silence	නිශ්ශබ්දතාව
silencer	සයිලන්සර්
silent	නිහඬයි
silently	නිහඬව සිටියේය
silhouette	සිහිකල්පනාව
silicon	සිලිකන්
silicone	සිලිකන්
silk	සිල්ක්
silken	සිලන්
silky	සිල්වර්
sill	වැරදියි
silliness	නරකයි
silly	මෝඩයි
silo	සෙමෙන්
silt	රොන්මඩ
silver	රිදී
silverware	රිදී
silvery	රිදී
similar	සමාන
similarity	සමානකමක් ඇත
simile	NO TRANSLATION
simmer	හිරිවැටෙයි
simmering	හුරුබුහුටි
simple	සරල
simples	NO TRANSLATION
simpleton	හිසරදයකි
simplicity	සරළයි
simplify	සරළයි
simplistic	සරළයි
simply	සරලවම
simulate	අනුකරණය කරන්න
simulated	අනුකරණය කරයි
simulating	අනුකරණය කරයි
simulation	සමාකරණ
simulator	සිමියුලේටර්
simultaneous	සමගාමීව
simultaneously	සමාන්තරව
sin	NO TRANSLATION
sincere	අවංක ය
sincerity	අවංකභාවය
sinful	පව්කාර ස්වභාවයයි
sing	ගායනා කරන්න
singer	ගායිකාවක්
singing	ගායනා කිරීමයි
single	තනි
singly	තනි පුද්ගලයෙක්
singular	ඒක වචන
singularity	ඒකීයභාවය
singularly	ඒකයි
sinister	නරකයි
sink	ගිලී ඇත
sinker	ගිලී යයි
sinking	ගිලෙමින් පවතී
sinner	පව්කාරයෙකි
sinning	පව් කිරීමයි
sinus	සයිනස්
sip	ගෙල
siphon	සිෆෝනය
sipping	බොඳවුණා
sir	සර්
sire	මිනිහෙක්
siren	සයිරන්
sirloin	සර්ලොන්ටින්
sissy	වැසිකිළිය
sister	සහෝදරිය
sisterhood	සහෝදරත්වය
sit	වාඩි වෙන්න
sitcom	sitcom
site	අඩවිය
sith	කිවුවා
sitter	දැරිය
sitting	වාඩි විය
situate	පිහිටයි
situated	පිහිටා ඇත
situation	තත්ත්වය
six	හය
sixpence	හයියෙන්
sixteen	දහසය
sixth	හය වන
sixty	හැටක්ම
sizable	සැලකිය යුතු ය
size	ප්රමාණය
sizzle	සිස්ල්
ska	NO TRANSLATION
skate	ස්කේට්
skateboard	ස්කේට්බෝඩ්
skater	ස්ලැබ්
skating	ස්කීං
skedaddle	ස්ෙකදඬේඩ්
skeet	ස්කීට්
skein	සීන්
skeletal	අස්ථි පද්ධතියයි
skeleton	ඇටසැකිල්ල
skeptic	සංශයවාදී වීම
skeptical	සැක සහිතය
skepticism	සංශයවාදය
sketch	ස්කීච්
sketching	උචිතය
sketchy	නොලැබේ
skewed	කඩා වැටේ
skewer	කූඩුවක්
ski	ස්කී
skid	ඩ්රයිව්
skier	හිමිකරුවෙකි
skiff	හයිය
skiing	සැහැල්ලුයි
skijump	NO TRANSLATION
skill	කුසලතා
skilled	නිපුනතාවයට පත්විය
skillet	සිමෙන්ති
skillful	දක්ෂයි
skim	යොදය රහිත
skimpy	මෝඩයි
skin	සම
skinny	වියළි ස්වභාවයක්
