Word	tr
smog	dumanlı sis
smoke	duman
smoker	sigara tiryakisi
smokey	dumanlı
smoking	sigara içmek
smoky	dumanlı
smoldering	yanan
smooch	öpüşmek
smooth	pürüzsüz
smoothie	iki yüzlü
smoothly	düzgünce
smoothness	pürüzsüzlük
smother	boğmak
smudge	lekelemek
smug	kendini beğenmiş
smuggle	gizlice sokmak
smuggler	kaçakçı
smuggling	kaçakçılık
smut	sürme hastalığı
snack	abur cubur
snacks	atıştırmalıklar
snafu	karışıklık
snag	engel
snags	kırılmaların
snail	salyangoz
snake	yılan
snakes	yılan
snakeskin	yılan derisi
snap	ani
snapper	balığı
snappy	çabuk
snapshot	enstantane fotoğraf
snare	tuzak
snarl	söylenmek
snarling	hırlama
snatch	kapmak
snatcher	hırsızı
snazzy	şık
sneak	gizlice
sneaker	Spor ayakkabı
sneakers	Spor ayakkabı
sneaking	sinsi
sneaky	sinsi
sneer	alay
sneeze	hapşırma
sneezing	hapşırma
snicker	kişneme
snide	küçümseyen
sniff	koklamak
snip	kelepir
snipe	su çulluğu
sniper	Keskin nisanci
snippet	pasajı
snippy	snippy
snitch	fitnelemek
snob	snob
snoop	meraklı
snoopy	meraklı
snooty	küçümseyen
snooze	şekerleme
snore	horlama
snorkel	şnorkel
snort	homurdanma
snot	sümük
snotty	sümüklü
snout	burun
snow	kar
snowball	kartopu
snowboard	snowboard
snowboarder	kayakçı
snowday	karlı gün
snowfall	kar yağışı
snowflake	kar tanesi
snowing	kar yağışı
snowmageddon	snowmageddon
snowman	kardan adam
snowplow	Kar küreme
snowstorm	kar fırtınası
snowy	kar yağışlı
snub	haddini bildirmek
snubbed	snubbed
snuff	enfiye
snug	rahat
snuggle	sokulmak
snuggled	snuggled
snuggles	Snuggles
snuggling	snuggling
soak	emmek
soaked	batırılmış
soaking	ıslatma
soangry	NO TRANSLATION
soannoyed	NO TRANSLATION
soap	sabun
soapbox	sandık
soapy	sabunlu
soar	yükselmek
soaring	yükselen
sob	NO TRANSLATION
sober	ölçülü
soblessed	NO TRANSLATION
sobriety	itidal
soc	soc
soccer	Futbol
sociable	hoşsohbet
social	sosyal
socialanxiety	NO TRANSLATION
socialism	sosyalizm
socialist	sosyalist
socialite	sosyetenin renkli siması
socialize	sosyalleştirmek
society	toplum
sociology	sosyoloji
sociopath	Sosyopat
sock	çorap
socket	priz
sod	herif
soda	soda
soda/pop	soda / açılır
sodding	sodding
sodium	sodyum
sofa	kanepe
soft	yumuşak
softball	softbol
soften	yumuşatmak
softener	yumuşatıcı
softening	yumuşama
softly	usulca
softness	yumuşaklık
software	yazılım
soggy	hantal
sohappy	çok mutlu
soil	toprak
soiled	kirli
soiree	suare
sojourn	geçici olarak kalmak
solace	teselli
solar	güneş
solarium	solaryum
solder	lehim
soldering	lehimleme
soldier	asker
sole	Tek
solemn	ağırbaşlı
solicit	istemek
solicitation	talep
solicitor	avukat
solid	katı
solidarity	Dayanışma
solidification	katılaşma
solidified	katılaşmış
solidify	sağlamlaştırmak
solidity	katılık
solitaire	Solitaire
solitary	yalnız
solitude	yalnızlık
solo	solo
solubility	çözünürlük
soluble	çözünür
solucky	NO TRANSLATION
solution	çözüm
solve	çözmek
solvency	ödeme gücü
solvent	çözücü
somad	NO TRANSLATION
somatic	bedensel
somber	kasvetli
some anticipation	biraz beklenti
some disgust	biraz iğrenme
some surprise	biraz sürpriz
some trust	biraz güven
somersault	takla
somethingigetalot	NO TRANSLATION
somewhat negative	biraz olumsuz
somewhat positive	biraz olumlu
somuchtodo	NO TRANSLATION
son	oğul
sonar	sonar
sonata	sonat
sonervous	NO TRANSLATION
song	şarkı
songwriter	söz yazarı
sonic	sonik
sonice	NO TRANSLATION
sonnet	sone
sonorous	dolgun
soot	is
soothe	yatıştırmak
soothing	yatıştırıcı
sophisticated	sofistike
sophistication	yapmacıklık
sophomore	ikinci sınıf öğrencisi
sopissed	NO TRANSLATION
soppy	sulugöz
soprano	soprano
sorcerer	büyücü
sorcery	büyücülük
sordid	çıkarcı
sore	Boğaz
soready	çok hazır
sorely	şiddetle
soreness	ağrı
sorghum	süpürge darısı
sorority	kızlar birliği
sorrow	üzüntü
sorrowful	kederli
sorry	afedersiniz
sort	çeşit
sorter	NO TRANSLATION
sortie	NO TRANSLATION
sorting	sınıflandırma
sos	NO TRANSLATION
soscared	çok korkmuş
soscary	çok korkutucu
soslow	çok yavaş
sostressed	NO TRANSLATION
sosweet	NO TRANSLATION
sothankful	NO TRANSLATION
sou	NO TRANSLATION
soul	ruh
soulful	duygulu
soulless	ruhsuz
soulmate	ruh ikizi
sound	ses
sounding	sondaj
soundness	sağlamlık
soundproof	ses geçirmez
soundtrack	film müziği
soup	çorba
sour	Ekşi
source	kaynak
sourpuss	sourpuss
south	güney
southbound	güneye
southeast	güneydoğu
southern	güney
southpaw	solak
southwest	güneybatısında
souvenir	hatıra
sovereign	egemen
sovereignty	egemenlik
soviet	Sovyet
sow	ekmek
soy	soya
soy sauce	soya sosu
soybean	soya fasulyesi
spa	spa
space	uzay
spacecraft	uzay aracı
spaceman	uzay adamı
spaceship	uzay gemisi
spacing	aralık
spacious	geniş
spade	kürek
spaghetti	Spagetti
spam	istenmeyen e
spammers	spam
span	NO TRANSLATION
spandex	tayt
spaniel	spanyel
spank	şaplak
spanking	şaplak
spar	seren
spare	yedek
spareribs	Kaburga
sparingly	idareli
spark	kıvılcım
sparkle	pırıltı
sparkling	köpüklü
sparkly	ışıltılı
sparring	fikir tartışması
sparrow	serçe
sparse	seyrek
spasm	spazm
spastic	spastik
spat	atışma
spatial	uzaysal
spatter	kirletmek
spatula	spatula
spawn	yumurtlamak
spaz	spastiğin
speak	konuşmak
speakeasy	gizli bar
speaker	konuşmacı
speakerphone	hoparlör
speaking	konuşuyorum
spear	mızrak
spec	spec
special	özel
specialist	uzman
speciality	uzmanlık
specialize	NO TRANSLATION
specially	özel olarak
specialty	uzmanlık
specie	NO TRANSLATION
species	Türler
specific	özel
specification	Şartname
specify	belirtmek
specimen	örnek
speck	benek
speckled	benekli
specs	gözlük
spectacle	manzara
spectacles	gözlük
spectacular	muhteşem
spectator	seyirci
specter	hayalet
spectral	spektral
spectrometer	spektrometre
spectrophotometer	spektrofotometre
spectroscopy	spektroskopisi
spectrum	spektrum
speculate	spekülasyon yapmak
speculation	spekülasyon
speculative	spekülatif
speculum	spekulum
speech	konuşma
speechless	suskun
speed	hız
speedboat	sürat teknesi
speedily	hızla
speeding	hız yapma
speedometer	hız göstergesi
speedway	yarış pisti
speedy	hızlı
spell	harf harf kodlamak
spellbound	büyülenmiş
spelling	yazım
spencer	kısa palto
spend	harcamak
spender	müsrif
spending	harcama
spent	harcanmış
sperm	sperm
spew	kusmak
sphere	küre
spherical	küresel
sphincter	sfinkter
sphinx	sfenks
spic	Meksikalı
spice	baharat
spicy	baharatlı
spider	örümcek
spiders	örümcekler
spiffy	şık
spigot	tıkaç
spike	başak
spiked	çivili
spiky	dikenli
spill	dökmek
spillin	NO TRANSLATION
spin	çevirmek
spinach	ıspanak
spinal	belkemiği
spindle	iğ
spine	omurga
spineless	omurgasız
spinner	topaç
spinning	döndürme
spinster	kız kurusu
spiny	dikenli
spiral	sarmal
spire	helezon
spirit	ruh
spirited	canlı
spirits	alkollü içkiler
spiritual	manevi
spirituality	tinsellik
spit	tükürmek
spite	nispet
spiteful	kindar
spitfire	püsküren volkan
spittoon	tükürük hokkası
splash	sıçrama
splat	uyarısı
splatter	sıçramak
spleen	dalak
splendid	görkemli
splendor	görkem
splice	ek yeri
spline	kama
splint	cebire
splinter	kıymık
split	Bölünmüş
splitting	bölme
splurge	savurganlık
spoil	yağma
spoiler	spoiler
spoiling	bozma
spoils	memuriyet
spoke	konuştu
spoken	konuşulmuş
spokesman	sözcü
spokesperson	sözcü
sponge	sünger
spongy	süngersi
sponsor	sponsor
sponsorship	kefillik
spontaneity	doğallık
spontaneous	doğal
spoof	sazanlama
spook	hortlak
spooky	ürpertici
spool	makara
spoon	kaşık
spoonful	kaşık dolusu
sporadic	tek tük
spore	spor
sport	spor
sporting	spor
sports	Spor Dalları
sports car	Spor araba
sportsman	sporcu
sportsmanship	sportmenlik
sportswriter	spor yazarı
sporty	sportif
spot	yer
spotless	lekesiz
spotlight	spot
spotted	benekli
spotter	gözcü
spotty	sivilceli
spousal	eş
spouse	eş
spout	oluk ağzı
sprain	burkulma
sprawl	yayılma
spray	sprey
spread	YAYILMIŞ
spreader	yayıcı
spree	cümbüş
spring	bahar
springtime	bahar
sprinkle	tutam
sprinkler	fıskiye
sprinkling	tutam
sprint	sürat koşusu
sprite	peri
sprout	filiz
spruce	ladin
spud	çapalamak
spunk	cesaret
spunky	cesur
spur	mahmuz
spurious	sahte
spurred	mahmuzlu
spurt	hamle
spy	casus
squabble	hırgür
squad	takım
squadron	filo
squall	fırtına
squamous	pullu
squander	boşa harcama
square	kare
squash	kabak
squat	bodur
squatter	gecekonducu
squaw	zevce
squawk	şikâyet
squeak	gıcırtı
squeaky	gıcırtılı
squeal	ispiyon
squealer	muhbir
squeamish	alıngan
squeeze	sıkmak
squeezing	sıkma
squelch	çiğnemek
squid	kalamar
squint	şaşı
squire	bey
squirm	kıvırmak
squirrel	sincap
squirt	fışkırtma
squish	ezmek
squishy	squishy
stab	bıçaklama
stabbed	bıçaklandı
stability	istikrar
stabilize	dengelemek
stabilizer	stabilizatör
stable	kararlı
staccato	kesik kesik
stack	yığın
stadium	stadyum
staff	Personel
stag	erkeklere özel
stage	evre
stagecoach	posta arabası
stagehand	stagehand
stagger	sersemleme
staggering	sarsıcı
stagnant	durgun
stagnation	durgunluk
staid	vakur
stain	leke
stained	lekeli
stainless	paslanmaz
stair	basamak
staircase	merdiven
stairs	merdivenler
stairway	merdiven
stairwell	merdiven boşluğu
stake	kazık
stakeout	polis baskısı
stale	bayat
stalemate	çıkmaz
stalk	sap
stalker	Takipçisi
stall	ahır
stallion	aygır
stalls	tezgahları
stalwart	korkusuz
stamina	dayanma gücü
stamp	kaşe
stampede	izdiham
stance	duruş
stand	durmak
standard	standart
standardize	standartlaştırmak
standardized	standartlaştırılmış
standby	yanında olmak
standing	ayakta
standoff	soğukluk
standpoint	bakış açısı
standstill	duraklama
standup	ayağa kalk
stanza	dörtlük
staph	stafilokok
staple	Elyaf
stapler	zımba
star	star
star fruit	Yıldız meyvesi
starboard	sancak
starch	nişasta
stardom	yıldızlık
stardust	yıldız tozu
stare	bakıyorum
starfish	denizyıldızı
stargazing	alle
staring	bakmak
stark	sade
starlet	yıldızcık
starlight	yıldız ışığı
starling	sığırcık
starry	yıldızlı
stars	yıldızlar
starship	yıldızgemisi
start	başla
starter	marş
startle	korkutmak
startled	ürküttü
startling	şaşırtıcı
starvation	açlık
starve	açlıktan öldürmek
starved	açlıktan
starving	çok aç
stash	saklamak
stat	Stat
state	belirtmek, bildirmek
stately	görkemli
statement	Beyan
stateroom	özel vagon
stateside	Amerika'da
statesman	devlet adamı
static	statik
staticky	NO TRANSLATION
statics	statik
station	istasyon
stationary	sabit
stationery	Kırtasiye
statistic	istatistik
statistical	istatistiksel
statistician	istatistikçi
stator	stator
statuary	heykel
statue	heykel
statuette	heykelcik
stature	boy
status	durum
statute	tüzük
statutory	yasal
staunch	sadık
stave	çıta
stay	kalmak
stayaway	NO TRANSLATION
stayed	kaldı
stays	kalır
stead	başkasının yeri
steadfast	kararlı
steady	istikrarlı
steak	Biftek
steakhouse	biftekçi
steal	çalmak
stealing	çalma
stealth	gizlilik
stealthily	sinsice
stealthy	gizli
steam	buhar
steamboat	vapur
steamer	vapur
steaming	buharlama
steamroller	zorla elde etmek
steamship	vapur
steamy	buharlı
steel	çelik
steep	dik
steeple	çan kulesi
steer	yönlendirmek
steering	yönetim
stellar	yıldız gibi
stem	kök
stench	pis koku
stencil	şablon
stenographer	stenograf
step	adım
stepdaughter	üvey kız
stepfather	üvey baba
stepmother	üvey anne
steppe	bozkır
steps	adımlar
stepson	üvey oğul
stereo	müzik seti
stereoscopic	stereoskopik
stereotype	klişe
stereotyped	klişeleşmiş
sterile	steril
sterility	kısırlık
sterilize	sterilize etmek
sterling	som
stern	kıç
sternum	göğüs kemiği
steroid	steroid
stethoscope	stetoskop
stew	Güveç
steward	kamarot
stewardess	hostes
stewardship	idare
stfu	stfu
stick	Çubuk
sticker	etiket
sticking	yapışkan
stickler	inatçı
stickup	soymak
sticky	yapışkan
stiff	katı
stiffen	pekiştirmek
stiffness	sertlik
stifle	bastırmak
stifled	stifled
stifling	boğucu
stigma	leke
stile	NO TRANSLATION
stiletto	kama
stillbirth	ölü doğum
stillborn	ölü doğmuş
stillness	durgunluk
stillwaiting	NO TRANSLATION
stilts	tahta bacakları
stimulant	uyarıcı
stimulate	canlandırmak
stimulating	uyarıcı
stimulation	uyarım
stimulus	uyarıcı
sting	acı
stinger	ısırgan otu
stinging	sızlatan
stingy	paragöz
stink	pis koku
stinker	gıcık
stinking	pis kokulu
stinky	kokmuş
stint	görev
stipend	ücret
stipulate	şart koşmak
stipulation	şart
stir	karıştırma
stirring	karıştırma
stitch	dikiş
stitching	dikiş
stock	Stok
stockade	şarampol
stockbroker	borsa simsarı
stockholder	hissedar
stocking	çorap
stockings	çorap
stockpile	stoklamak
stockroom	stockroom
stocks	hisse senetleri
stoic	acılara katlanan
stole	çaldı
stolen	çalıntı
stomach	mide
stomachache	karın ağrısı
stomp	basmak
stomped	stomped
stone	taş
stoned	sarhoş
stonewall	taş duvar
stoneware	kumlu taştan kap
stony	taşlı
stooge	yardakçı
stool	dışkı
stools	tabureler
stoop	eğilmek
stoopid	stoopid
stop	durdurmak
stopover	mola
stoppage	peklik
stopper	durdurucu
stopping	Durduruluyor
stopwatch	kronometre
storage	depolama
store	mağaza
storefront	Vitrin
storehouse	ambar
storeroom	depo
storing	depolanması
storm	fırtına
storming	fırtınası
stormy	fırtınalı
story	Öykü
storybook	hikaye kitabı
storyteller	öykücü
storytelling	hikaye anlatımı
stound	NO TRANSLATION
stout	sağlam
stove	soba, fırın, ocak
stow	istif etmek
stowaway	kaçak yolcu
straddle	apışıp kalmak
straight	Düz
straighten	düzleştirmek
straightforward	basit
straightway	straightway
strain	Gerginlik
strained	gergin
strait	boğaz
straitjacket	deli gömleği
straits	boğazlar
strand	iplik
stranded	mahsur
strange	garip
stranger	yabancı
strangle	boğmak
strangulation	boğma
strap	kayış
strapless	askısız
strapping	bant
strata	Strata
strategic	stratejik
strategist	stratejist
strategy	strateji
stratification	katmanlaşma
stratosphere	stratosfer
stratum	tabaka
stratus	stratus
straw	Saman
strawberry	çilek
stray	başıboş
streak	meç
streaked	damarlı
stream	Akış
streamer	flama
streaming	yayın Akışı
streamline	kolaylaştırmak
street	sokak
streetcar	tramvay
streetlight	sokak lambası
strength	kuvvet
strengthen	güçlendirmek
strengthening	güçlendirme
strenuous	yorucu
strep	strep
stress	stres
stressed	stresli
stresses	gerilmeler
stressfree	NO TRANSLATION
stressful	stresli
stressin	NO TRANSLATION
stressing	vurgulayarak
stressrelief	NO TRANSLATION
stretch	Uzatmak
stretcher	sedye
stricken	muzdârip
strict	sıkı
stride	uzun adımlarla yürümek
strife	kavga
strike	vuruş
strikeout	çizili
striker	forvet
striking	dikkat çekici
strikingly	çarpıcı
string	sicim
strings	Teller
stringy	lifli
strip	şerit
stripe	şerit
striped	çizgili
stripped	sıyrılmıştır
stripper	striptizci
striptease	striptiz
strive	çabalamak
strobe	stroboskop
stroke	inme
stroll	gezinti
stroller	bebek arabası
strolling	gezinme
strong	kuvvetli
stronghold	kale
strongly	şiddetle
structural	yapısal
structure	yapı
strudel	turta
struggle	mücadele
strut	payanda
stub	koçan
stubbed	stubbed
stubble	anız
stubborn	inatçı
stubbornness	inatçılık
stubby	güdük
stucco	sıva
stuck	sıkışmış
stuckup	NO TRANSLATION
stud	damızlık
studded	çivili
student	Öğrenci
studied	okudu
studio	stüdyo
study	ders çalışma
stuff	şey
stuffed animal	doldurulmuş hayvan
stuffing	İstifleme
stuffy	havasız
stumble	yanılmak
stump	kütük
stumped	stumped
stun	sersemletmek
stunned	hayrete
stunner	afet
stunning	çarpıcı
stunt	hüner
stunted	bodur
stuntman	dublör
stupefaction	şaşalama
stupefy	şaşırtmak
stupendous	muazzam
stupid	aptal
stupidity	aptallık
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	sersemlik
sturdy	sağlam
sturgeon	mersin balığı
stutter	gevelemek
sty	arpacık
style	stil
styling	stil
stylish	şık
stylist	stilist
suave	tatlı
sub	alt
subatomic	atomaltı
subcommittee	alt komite
subconscious	bilinçaltı
subcutaneous	derialtı
subdivide	bir kez daha bölmek
subdivision	altbölüm
subduction	yitim
subdue	boyun eğdirmek
subdued	bastırılmış
subdural	subdural
subito	NO TRANSLATION
subject	konu
subjected	tabi
subjection	boyun eğme
subjective	öznel
subjugation	boyun eğdirme
sublet	devren kiraya vermek
sublevel	alt düzey
sublimation	yüceltme
sublime	yüce
subliminal	bilinçaltı
submarine	denizaltı
submerge	batırmak
submerged	batık
submersible	denizaltı
submission	boyun eğme
submissive	itaatkâr
submit	Gönder
submitting	göndererek
subordinate	ast
subordination	itaat
subplot	subplot
subpoena	mahkeme çağrısı
subscribe	abone ol
subscriber	abone
subscription	abone
subsequence	altdizi
subsequent	sonraki
subsequently	sonradan
subservient	itaat eden
subset	alt küme
subside	çökmek
subsidence	çökme
subsidiary	bağlı
subsidize	sübvanse
subsidy	sübvansiyon
subsist	geçindirmek
subsistence	geçim
subsoil	toprakaltı
subspace	Alt uzay
substance	madde
substandard	standartların altında
substantial	önemli
substantially	esasen
substantiate	kanıtlamak
substantive	asli
substation	şube
substitute	vekil
substituted	ikame edilmiş
substitution	ikame
substructure	altyapı
subterranean	yeraltı
subtext	subtext
subtitle	alt yazı
subtle	ince
subtlety	incelik
subtract	çıkarmak
subtraction	çıkarma
subtype	alt türü
suburb	kenar mahalle
suburban	banliyö
suburbia	kenar mahalleler
suburbs	banliyöler
subversion	yıkılma
subversive	yıkıcı
subvert	yıkmak
subway	metro
succeed	başarılı olmak
succeeding	başarılı
success	başarı
successful	başarılı
succession	HALEFİYET
successive	ardışık
successor	halef
succinct	özlü
succubus	succubus
succulent	etli
succumb	ölmek
suck	emmek
sucker	enayi
sucking	emme
suckling	süt kuzusu
sucks	berbat
suction	emme
sudden	ani
suddenly	aniden
suds	köpük
sue	talep etmek
suede	süet
suffer	acı çekmek
sufferer	hasta
suffering	çile
suffice	yeterli
sufficiency	yeterlik
sufficient	yeterli
sufficiently	yeteri kadar
suffix	sonek
suffocate	boğmak
suffocating	boğucu
suffocation	boğulma
sugar	şeker
suggest	önermek
suggestion	öneri
suggestive	imalı
suicidal	intihar niteliğinde
suicide	intihar
suicidebombing	NO TRANSLATION
suit	takım elbise
suitable	uygun
suitcase	bavul
suite	süit
suitor	talip
sulfate	sülfat
sulfur	sülfür
sulk	somurtkanlık
sullen	suratsız
sully	kirletmek
sulphur	sülfür
sultan	sultan
sultry	boğucu
sum	toplam
summarily	özetle
summarize	özetlemek
summary	özet
summation	toplam
summer	yaz
summerhouse	Yazlık
summertime	yaz
summit	zirve
summon	çağırmak
summons	celp
sumo	sumo
sump	lağım çukuru
sumptuous	görkemli
sun	Güneş
sunbeam	güneş ışını
sunburn	güneş yanığı
sundae	dondurma
sunday	Pazar
sundial	güneş saati
sundown	gün batımı
sundry	muhtelif
sunflower	ayçiçeği
sunglass	Güneş gözlüğü
sunglasses	Güneş gözlüğü
sunk	çökük
sunken	batık
sunless	güneşsiz
sunlight	Güneş ışığı
sunny	güneşli
sunrise	gündoğumu
sunroof	sunroof
sunscreen	güneş
sunset	gün batımı
sunshine	gunes isigi
suntan	bronz ten
sunup	gündoğumu
sup	yudum
super	Süper
superannuation	emeklilik
superb	muhteşem
superficial	yüzeysel
superfluous	gereksiz
superhero	süper kahraman
superhuman	insanüstü
superimposed	üst üste
superintendent	başkomiser
superior	üstün
superiority	üstünlük
superlative	üstün
superman	Süpermen
supermarket	süpermarket
supermodel	Süper model
supernatant	süpernatan
supernatural	doğaüstü
supernova	süpernova
superposition	üstüne koyma
superpower	süper güç
supersede	yerini almak
superstar	süperstar
