Word	fr
truss	ferme
trust	confiance
trustee	curateur
trusting	confiant
trustworthy	digne de confiance
trusty	sûr
truth	vérité
truthful	véridique
truthfulness	véracité
try	essayer
tryout	Essaie
tryouts	essais
tsunami	tsunami
tub	cuve
tuba	tuba
tubby	tubby
tube	tube
tuberculosis	tuberculose
tubing	tubes
tubular	tubulaire
tubule	tubule
tuck	coincer
tucker	tucker
tuesday	Mardi
tufted	huppé
tug	remorqueur
tugboat	remorqueur
tuition	cours
tulip	tulipe
tumble	chute
tumbler	NO TRANSLATION
tumbleweed	tumbleweed
tummy	ventre
tumor	tumeur
tumour	tumeur
tumult	tumulte
tumultuous	tumultueux
tun	NO TRANSLATION
tuna	thon
tunable	accordable
tune	régler
tunic	tunique
tuning	réglage
tunnel	tunnel
turban	turban
turbidity	turbidité
turbine	turbine
turbo	turbo
turbulence	turbulence
turbulent	turbulent
turd	merde
turf	gazon
turkey	dinde
turmeric	Safran des Indes
turmoil	la tourmente
turn	tour
turnaround	tourner autour
turned	tourné
turning	tournant
turnip	navet
turnkey	clé en main
turnoff	NO TRANSLATION
turnout	s'avérer
turnover	rotation
turnpike	autoroute à péage
turntable	plaque tournante
turpentine	essence de térébenthine
turquoise	turquoise
turret	tourelle
turtle	tortue
turtleneck	col roulé
tussle	lutte
tutelage	tutelle
tutor	tuteur
tutoring	tutorat
tutu	tutu
tux	smoking
tuxedo	smoking
tv	la télé
twain	Twain
twat	chatte
twats	twats
tweak	tordre
tweed	tweed
tweet	tweet
tweezers	pince à épiler
twelfth	douzième
twelve	Douze
twentieth	vingtième
twenty	vingt
twerp	andouille
twig	brindille
twilight	crépuscule
twill	sergé
twin	double
twine	ficelle
twinge	pincement
twinkle	scintillement
twins	jumeaux
twirl	tournoiement
twist	torsion
twisted	tordu
twister	tornade
twit	crétin
twitch	tic
twitching	contraction
twitchy	nerveux
two	deux
two step	deux étapes
twofaced	NO TRANSLATION
twofold	double
twosome	couple
tycoon	magnat
tyke	chien bâtard
type	type
typewriter	machine à écrire
typhoid	typhoïde
typhoon	typhon
typical	typique
typically	typiquement
typist	dactylographe
typo	faute de frappe
typography	typographie
tyrannical	tyrannique
tyranny	tyrannie
tyrant	tyran
tyre	pneu
ubiquitous	omniprésent
ubiquity	ubiquité
ugliness	la laideur
ugly	laid
uhoh	NO TRANSLATION
ukulele	ukulélé
ulcer	ulcère
ulterior	ultérieur
ultimate	ultime
ultimately	en fin de compte
ultimatum	ultimatum
ultimo	NO TRANSLATION
ultrasound	ultrason
ultraviolet	ultra-violet
umbilical	ombilical
umbra	ombre
umbrella	parapluie
umpire	arbitre
umpteen	énormément
unabashed	nullement intimidé
unabated	sans répit
unable	incapable
unacceptable	inacceptable
unaccompanied	non accompagné
unaccountable	inexplicable
unaccounted	non comptabilisé
unacknowledged	non acquitté
unadulterated	pur
unaffected	non affecté
unafraid	sans peur
unaided	sans aide
unaltered	inchangé
unambiguous	non ambigu
unanimity	unanimité
unanimous	unanime
unanimously	à l'unanimité
unannounced	sans préavis
unanswered	sans réponse
unanticipated	imprévu
unappreciated	méconnu
unapproved	non approuvé
unarmed	sans armes
unassisted	sans aide
unassuming	modeste
unattached	libre
unattainable	inaccessible
unattended	sans surveillance
unattractive	peu attrayant
unauthorized	non autorisé
unavailable	indisponible
unavoidable	inévitable
unaware	ignorant
unbalanced	déséquilibré
unbearable	insupportable
unbeatable	imbattable
unbeaten	invaincu
unbecoming	inconvenant
unbelief	incrédulité
unbelievable	incroyable
unbiased	impartial
unborn	à naître
unbound	non lié
unbounded	sans bornes
unbreakable	incassable
unbridled	débridé
unbroken	ininterrompu
unbutton	déboutonner
uncalled	non déplacé
uncanny	étrange
uncaring	indifférent
uncensured	NO TRANSLATION
uncertain	incertain
uncertainty	incertitude
unchallenged	incontesté
unchangeable	non modifiable
unchanged	inchangé
uncharted	inexploré
uncherished	NO TRANSLATION
uncivilized	sauvage
unclaimed	non réclamés
uncle	oncle
unclean	impur
unclear	pas clair
uncomfortable	inconfortable
uncommon	rare
uncommonly	singulièrement
uncomplicated	sans complication
uncompromising	intransigeant
unconcerned	indifférent
unconditional	inconditionnel
unconfirmed	non confirmé
unconnected	sans rapport
unconscionable	déraisonnable
unconscious	inconscient
unconsciousness	inconscience
unconstitutional	inconstitutionnel
unconstrained	non contraint
uncontested	incontesté
uncontrollable	incontrôlable
uncontrolled	incontrôlé
unconventional	non conventionnel
unconvinced	non convaincu
unconvincing	peu convaincant
uncooked	non cuit
uncooperative	peu coopératif
uncorrelated	non corrélé
uncouth	grossier
uncover	devoiler
uncritical	non critique
uncut	non coupé
undead	Mort-vivant
undecided	indécis
undefeated	invaincu
undefined	indéfini
undeniable	indéniable
underage	mineur
underbelly	ventre
undercover	à l'abri
undercurrent	sous-courant
underdog	opprimé
underestimate	sous-estimer
undergo	subir
undergraduate	premier cycle
underground	souterrain
underhanded	sournois
underlay	thibaude
underlie	sous-jacente
underline	souligner
underlying	sous
undermine	saper
undermined	miné
underneath	sous
underpaid	sous-payés
underpants	slip
underprivileged	défavorisé
underrated	méconnu
underscore	souligner
undersea	sous-marin
undersecretary	sous-secretaire
undersized	trop petit
understaffed	en sous-effectif
understand	comprendre
understandable	compréhensible
understanding	compréhension
understatement	euphémisme
understood	compris
understudy	en cours d'étude
undertake	entreprendre
undertaker	pompes funèbres
undertaking	entreprise
undertow	reflux
underwear	sous-vêtements
underwood	underwood
underworld	monde souterrain
underwrite	souscrire
underwriter	souscripteur
undeserved	immérité
undesirable	indésirable
undesired	indésirable
undetectable	indétectable
undetected	non détecté
undetermined	indéterminé
undeveloped	non développé
undignified	indigne
undirected	non orienté
undisclosed	non dévoilé
undiscovered	non découvert
undisputed	incontesté
undisturbed	paisible
undivided	indivise
undo	annuler
undoing	perte
undoubted	indubitable
undress	déshabiller
undressed	déshabillé
undue	indu
undying	éternel
unearned	non gagné
unearth	dénicher
uneasiness	malaise
uneasy	inquiet
uneducated	sans instruction
unemployed	sans emploi
unemployment	chômage
unencumbered	non encombré
unending	interminable
unequal	inégal
unequalled	inégalé
unequivocal	sans équivoque
unequivocally	sans équivoque
unethical	immoral
uneven	inégal
uneventful	sans incidents
unexpected	inattendu
unexpectedly	de façon inattendue
unexplainable	inexplicable
unexplained	inexpliqué
unexplored	inexploré
unfailing	infaillible
unfair	injuste
unfairness	injustice
unfaithful	infidèle
unfamiliar	inconnu
unfavorable	défavorable
unfeeling	insensible
unfettered	sans entrave
unfinished	inachevé
unfit	inapte
unflinching	sans broncher
unfold	se dérouler
unfollow	ne pas suivre
unforeseen	imprévu
unforgettable	inoubliable
unforgivable	impardonnable
unforgiving	impitoyable
unfortunate	malheureux
unfortunately	malheureusement
unfounded	sans fondement
unfreeze	dégeler
unfriendly	hostile
unfulfilled	insatisfait
unfurnished	non meublé
unglued	décollé
ungodly	impie
ungrateful	ingrat
unguarded	non gardé
unhand	NO TRANSLATION
unhappiness	le malheur
unhappy	malheureux
unharmed	sain et sauf
unhealthy	mauvais pour la santé
unheard	inouï
unhelpful	peu serviable
unhindered	sans entraves
unholy	impie
unhook	décrocher
unicorn	Licorne
unidentified	non identifié
unification	unification
unified	unifié
uniform	uniforme
uniformed	en uniforme
uniformity	uniformité
uniformly	uniformément
unimaginable	inimaginable
unimpeachable	irréprochable
unimpeached	non éventré
unimportant	sans importance
unimpressed	pas impressionné
unimproved	non amélioré
uninfected	non infecté
uninformed	mal informé
uninhabited	inhabité
uninitiated	non initié
uninspired	sans inspiration
unintelligible	inintelligible
unintended	involontaire
unintentional	involontaire
unintentionally	involontairement
uninterested	indifférent
uninteresting	inintéressant
uninterrupted	ininterrompu
uninvited	sans invitation
union	syndicat
unique	unique
unisex	unisexe
unison	unisson
unit	unité
unitary	unitaire
unite	unir
united	uni
unity	unité
universal	universel
universality	universalité
universe	univers
university	Université
unjust	injuste
unjustifiable	injustifiable
unjustified	injustifié
unkind	méchant
unknowable	inconnaissable
unknown	inconnu
unlawful	illicite
unleash	déchaîner
unlicensed	sans licence
unlike	contrairement à
unlikely	improbable
unlimited	illimité
unlisted	non répertorié
unload	décharger
unloaded	déchargé
unlock	ouvrir
unlucky	malchanceux
unmanageable	ingérable
unmanned	sans équipage
unmarked	non marqué
unmarried	célibataire
unmask	démasquer
unmatched	incomparable
unmistakable	indubitable
unmitigated	absolu
unmoved	insensible
unnamed	anonyme
unnatural	non naturel
unnecessary	inutile
unneeded	inutile
unnoticed	inaperçu
unnumbered	sans nombre
unobserved	non observé
unobstructed	sans obstruction
unobtrusive	discret
unoccupied	inoccupé
unofficial	non officiel
unopened	non ouvert
unopposed	sans opposition
unordered	non ordonné
unorganised	non organisé
unorganized	non organisé
unorthodox	peu orthodoxe
unpack	déballer
unpaid	non payé
unparalleled	sans précédent
unpleasant	désagréable
unpleasantness	désagrément
unplug	débrancher
unplugged	débranché
unpopular	impopulaire
unprecedented	sans précédent
unpredictable	imprévisible
unprepared	non préparé
unpretentious	sans prétention
unproductive	improductif
unprofessional	peu professionnel
unprofitable	peu rentable
unprotected	non protégé
unproven	non prouvé
unprovoked	sans provocation
unpublished	non publié
unpunished	impuni
unqualified	sans réserve
unquestionable	incontestable
unquestionably	incontestablement
unquestioned	incontesté
unquote	fin de citation
unravel	démêler
unreachable	inaccessible
unread	non lu
unreal	irréel
unrealistic	irréaliste
unreasonable	déraisonnable
unrecorded	non enregistré
unregistered	non enregistré
unregulated	non réglementé
unrelated	sans rapport
unrelenting	implacable
unreliable	non fiable
unremarkable	banal
unrepentant	impénitent
unrequited	non partagé
unresolved	non résolu
unresponsive	ne répond pas
unrest	troubles
unrestrained	effréné
unrestricted	libre
unromantic	peu romantique
unruly	indiscipliné
unsafe	peu sûr
unsanitary	insalubre
unsatisfactory	insatisfaisant
unsatisfied	insatisfait
unsavory	peu recommandable
unscathed	indemne
unscheduled	non programmée
unscientific	peu scientifique
unscrew	dévisser
unscrupulous	sans scrupules
unseat	désarçonner
unseen	invisible
unselfish	généreux
unsettled	instable
unsightly	disgracieux
unsolicited	non sollicité
unsolved	non résolu
unsophisticated	simple
unsound	pas bien
unspeakable	indicible
unspecified	non spécifié
unspoken	non-dit
unstable	instable
unsteady	instable
unstoppable	inarrêtable
unsuccessful	infructueux
unsuitable	inapproprié
unsung	méconnu
unsupervised	sans surveillance
unsupported	non pris en charge
unsure	incertain
unsurpassed	inégalée
unsuspecting	sans méfiance
unsustainable	insoutenable
unsweetened	non sucré
unsympathetic	antipathique
untamed	sauvage
untenable	intenable
untested	non testé
unthinkable	impensable
untidy	désordonné
untie	délier
untimely	prématuré
untitled	sans titre
untold	inconnu
untouchable	intouchable
untouched	intacte
untoward	fâcheux
untraceable	introuvable
untrained	non formé
untranslated	non traduit
untroubled	tranquille
untrue	faux
untrustworthy	indigne de confiance
unturned	non retourné
unused	inutilisé
unusual	inhabituel
unusually	exceptionnellement
unutterable	indicible
unveil	dévoiler
unveiling	dévoilement
unverified	non vérifié
unwanted	indésirable
unwarranted	injustifié
unwary	imprudent
unwashed	non lavé
unwavering	inébranlable
unwed	non marié
unwelcome	importun
unwell	indisposé
unwilling	ne voulant pas
unwillingly	contre son gré
unwillingness	réticence
unwind	se détendre
unwise	imprudent
unwitting	involontaire
unwittingly	involontairement
unworthy	indigne
unwrap	déballer
unwritten	non écrit
unyielding	inflexible
unzip	décompresser
upbeat	optimiste
upbringing	éducation
upcoming	prochain
update	mettre à jour
upgrade	améliorer
upheaval	bouleversement
uphill	montée
uphold	défendre
upholstery	tapisserie
upkeep	entretien
upland	haut-plateau
uplands	hautes terres
uplift	soulèvement
uplifting	édifiant
uplink	liaison montante
upload	télécharger
upper	plus haut
uppercut	uppercut
uppity	supériorité
upright	droit
uprising	soulèvement
uproar	tumulte
upscale	haut de gamme
upset	dérangé
upshot	résultat
upstairs	en haut
upstanding	droit
upstart	parvenu
uptight	crispé
upward	vers le haut
upwards	vers le haut
uranium	uranium
urban	Urbain
urchin	oursin
urge	exhorter
urgency	urgence
urgent	urgent
urinal	urinoir
urinalysis	analyse d'urine
urinate	uriner
urination	miction
urine	urine
urn	urne
usable	utilisable
usage	usage
use	utilisation
used	utilisé
useful	utile
usefully	utilement
usefulness	utilité
useless	inutile
user	utilisateur
usher	huissier
usual	habituel
usurp	usurper
usurped	usurpé
usury	usure
utensil	ustensile
uterus	utérus
utilitarian	utilitaire
utility	utilitaire
utilization	utilisation
utilize	utiliser
utmost	maximum
utopian	utopique
utter	prononcer
utterance	énonciation
utterly	totalement
vacancy	poste vacant
vacant	vacant
vacate	quitter
vacation	vacances
vaccination	vaccination
vaccine	vaccin
vacuolar	vacuolaire
vacuole	vacuole
vacuous	vide
vacuum	vide
vagabond	vagabond
vagina	vagin
vaginal	vaginal
vagrancy	vagabondage
vagrant	vagabond
vague	vague
vagueness	imprécision
vainly	vainement
valance	lambrequin
vale	vallée
valedictorian	valedictorien
valentine	Valentin
valet	valet
valiant	vaillant
valid	valide
validate	valider
validation	validation
validity	validité
valium	Valium
valley	vallée
valor	NO TRANSLATION
valuable	de valeur
valuables	objets de valeur
valuation	évaluation
value	valeur
valve	soupape
vamoose	NO TRANSLATION
vamp	vamp
vampire	vampire
van	NO TRANSLATION
vandal	vandale
vandalism	vandalisme
vane	girouette
vanguard	avant-garde
vanilla	vanille
vanish	disparaître
vanished	disparu
vanishing	disparition
vanity	vanité
vanquish	vaincre
vanquished	vaincu
vanquishing	vaincre
vantage	avantage
vapor	vapeur
vara	NO TRANSLATION
variable	variable
variance	variance
variation	variation
variations	variations
varicella	varicelle
varicose	variqueux
varied	varié
variegated	panaché
variety	variété
various	divers
varmint	varmin
varnish	vernis
varsity	université
vary	varier
varying	variant
vascular	vasculaire
vase	vase
vasectomy	vasectomie
vassal	vassal
vast	vaste
vat	T.V.A
vaudeville	vaudeville
vault	voûte
vaulted	voûté
vaulting	voûte
veal	veau
vector	vecteur
veer	virer
vega	vega
vegan	végétalien
vegetable	légume
vegetarian	végétarien
vegetarianism	végétarisme
vegetation	végétation
vegetative	végétatif
veggie	végétarien
vehement	véhément
vehicle	véhicule
veil	voile
veiled	voilé
vein	veine
veined	veiné
vellum	vélin
velocity	rapidité
velour	velour
velvet	velours
velvety	velouté
vena	vena
vendetta	Vendetta
vending	vente
vendor	vendeur
veneer	vernis
venerable	vénérable
veneration	vénération
venereal	vénérien
venetian	vénitien
vengeance	vengeance
vengeful	vengeur
venison	venaison
venom	venin
venomous	venimeux
venous	veineux
vent	évent
ventilation	ventilation
ventilator	ventilateur
venting	ventilation
ventricle	ventricule
ventricular	ventriculaire
ventriloquist	ventriloque
venture	entreprise
venue	lieu
veracity	véracité
veranda	véranda
verb	verbe
verbal	verbal
verbatim	textuellement
verbiage	verbiage
verbose	verbeux
verbosity	verbosité
verdant	verdoyant
verdict	verdict
