Word	yi
vampire	וואַמפּיר
van	NO TRANSLATION
vandal	וואַנדאַל
vandalism	וואַנדאַליזאַם
vane	vane
vanguard	וואַנגאַרד
vanilla	וואַניל
vanish	פאַרשווינדן
vanished	פאַרשווונדן
vanishing	vanishing
vanity	גאַדלעס
vanquish	וואַנגקוויש
vanquished	פארווארפן
vanquishing	וואַנווישינג
vantage	vantage
vapor	פארע
vara	NO TRANSLATION
variable	variable
variance	דיווייסאַז
variation	variation
variations	ווערייישאַנז
varicella	varicella
varicose	varicose
varied	varied
variegated	variegated
variety	פאַרשיידנקייַט
various	פאַרשידן
varmint	varmint
varnish	וואַרניש
varsity	וואַרסיטי
vary	בייַטן
varying	varying
vascular	וואַסקיאַלער
vase	vase
vasectomy	וואַסעקטאַמי
vassal	vassal
vast	וואַסט
vat	שטאָף
vaudeville	וואַודוויללע
vault	vault
vaulted	vaulted
vaulting	vaulting
veal	וואָג
vector	vector
veer	וועער
vega	vega
vegan	vegan
vegetable	גרינס
vegetarian	וועגעטאַריער
vegetarianism	וועדזשאַטעריאַניזאַם
vegetation	וועדזשאַטיישאַן
vegetative	vegetative
veggie	veggie
vehement	vehement
vehicle	vehicle
veil	צודעק
veiled	veiled
vein	וועין
veined	וועינעד
vellum	vellum
velocity	גיכקייַט
velour	velor
velvet	סאַמעט
velvety	וועלוואַטי
vena	vena
vendetta	vendetta
vending	ווענדינג
vendor	פאַרקויפער
veneer	וואַניר
venerable	venerable
veneration	veneration
venereal	venereal
venetian	ווענעטיאַן
vengeance	נעקאָמע
vengeful	ווענדזשאַבאַל
venison	וועניסאָן
venom	גיפט
venomous	גיפט
venous	venous
vent	ויסמיידן
ventilation	ווענטאַליישאַן
ventilator	ווענטילאַטאָר
venting	ווענטינג
ventricle	ווענטריקאַל
ventricular	ווענטריקולאַר
ventriloquist	ווענטרילאָקוויסט
venture	venture
venue	ווענוע
veracity	veracity
veranda	veranda
verb	ווערב
verbal	מינדלעך
verbatim	NO TRANSLATION
verbiage	verbiage
verbose	verbose
verbosity	ווערבאָסי
verdant	גרין
verdict	ווערדיק
verge	גרענעץ
verification	וועריפיקאַטיאָן
verified	וועראַפייד
verify	באַשטעטיקן
verily	פארוואר
veritable	אמת
vermin	vermin
vermouth	ווערמוט
vernacular	ווערנולער
vernal	vernal
veronica	veronica
versatile	ווערסאַטאַל
versatility	ווערסאַטילאַטי
verse	פסוק
version	ווערסיע
versus	אנטקעגן
vert	ווערט
vertebra	ווערטבער
vertebral	vertebral
vertex	ווערטעקס
vertical	ווערטיקאַל
vertically	ווערטיקלי
vertigo	ווערטיגאָו
verve	verve
very negative	זייער נעגאַטיוו
very positive	זייער positive
veryangry	NO TRANSLATION
vesicle	וועסיקלע
vesicular	וועסיקולאַר
vessel	שיף
vest	קלייד
vested	וועסט
vestibule	vestibule
vestige	וואָל
vet	vet
veteran	וועטעראַן
veterinarian	וועטערינאַרי
veterinary	וועטערינאַרי
veto	veto
vexed	וועקסעד
viability	viability
viable	viable
viaduct	וויאַדוקט
vial	וויאַל
vibe	vibe
vibes	vibes
vibrant	vibrant
vibrate	וויברע
vibration	ווייבריישאַן
vibrator	וויבראַטאָר
vibratory	vibratory
vicar	vicar
vicarious	וויקאַריאָוס
vice	וויצע
viceroy	viceroy
vicinity	געגנט
vicious	ראָצכיש
victim	קאָרבן
victimized	וויקיפעדיע
victor	וויקטאָר
victoria	victoria
victorious	וויקטאָריאַס
victory	נצחון
video	ווידעא
video game	ווידעא שפּיל
videotape	videotape
vie	NO TRANSLATION
view	view
viewer	viewer
viewing	viewing
viewpoint	Viewpoint
vigil	וויידאַל
vigilance	vigilance
vigilant	ווידזשאַלאַנט
vigilante	vigilante
vignette	vignette
vigor	vigor
vigorous	קראַפטיק
viking	וויקינג
vile	מאָדנע
villa	ווילאַ
village	דאָרף
villager	ווילידזשערז
villain	ראָשע
villainous	villainous
vinaigrette	ווינאַיגרעטטע
vindicate	ויסמעקן
vindicated	יידיד
vindication	vindication
vindictive	vindictive
vine	ווייַנשטאָק
vinegar	עסיק
vineyard	ווייַנגאָרטן
vintage	vintage
vinyl	וויינאַל
viola	viola
violate	אָנרירן
violation	הילעל
violence	גוואַלד
violent	גוואַלדיק
violently	violently
violet	פיאַלקע
violin	פֿידל
violinist	violinist
viper	ווייפּער
viral	וויראַל
virgin	צעלקע
virginal	virginal
virginity	ווירגין
virility	וויריליטי
virology	וויראַלאַדזשי
virtual	ווירטואַל
virtually	virtually
virtue	virtue
virtuoso	virtuoso
virtuous	ווירטואָוס
virulence	ווירולענסע
virus	ווירוס
visa	וויזע
visage	NO TRANSLATION
viscosity	וויסקאָסיטי
viscous	וויסקאַס
vise	NO TRANSLATION
visibility	זעעוודיקייט
visible	קענטיק
visibly	וויזאַבלי
vision	vision
visionary	וויסיאָנאַרי
visit	באַזוכן
visitation	וויזאַטיישאַן
visiting	visiting
visitor	גאַסט
visor	visor
vista	וויסטאַ
visual	visual
visualize	visualize
vital	vital
vitality	ווייטאַלאַטי
vitals	vitals
vitamin	וויטאַמין
vitreous	vitreous
viva	וויוואַ
vivacious	לעבעדיק
vivid	לעבעדיק
vixen	וויקסען
vocabulary	וואָקאַבולאַרי
vocal	שטים
vocalist	וואָקאַליסט
vocation	וואָקאַטיאָן
vodka	וואָדקאַ
vogue	vogue
voice	קול
voiceless	ווויסלאַס
voicemail	וואָיסעמאַיל
void	void
volatile	וואַלאַטאַל
volatility	וואַלאַטילאַטי
volcanic	וואַלקאַניק
volcano	ווולקאַן
volition	וואָליטיאָן
volley	וואַלי
volleyball	נעצבאָל
voltage	וואָולטידזש
voltmeter	voltmeter
volume	באַנד
volumes	volumes
voluminous	voluminous
voluntarily	וואַלאַנטעראַלי
voluntary	וואַלאַנטערי
volunteer	פרייַוויליקער
volunteering	volunteering
volunteers	וואַלאַנטירז
voluptuous	וואָלופּטואָוס
vomit	ברעכן
vomiting	וואַמאַטינג
voodoo	voodoo
voracious	וואָריישאַס
vortex	וואָרטעקס
vote	שטימען
voter	וויילער
voting	שטימען
votive	וואָטיווע
vouch	vouch
voucher	וואַוטשער
vow	וועד
vowel	vowel
voyage	voyage
voyager	voyager
voyeur	לידער
vulgar	פּראָסט
vulgarity	vulgarity
vulnerability	ווולנעראַביליטי
vulnerable	שפּירעוודיק
vulture	ווולטורע
wacko	וואַקאָו
wacky	וואַקי
wad	וואַד
waddle	וואַדלד
wade	wade
wafer	wafer
waffle	וואַפליע
wag	וואַג
wage	לוין
wager	wager
wages	לוין
wagon	וואָגן
wail	wail
waist	טאַליע
waistcoat	וואַיסטקאָאַט
waistline	וואַיסטלינע
wait	וואַרטן
waiter	קעלנער
waiting	ווארטן
waitinggame	NO TRANSLATION
waitress	קעלנערין
waive	אָפּלייקענונג
waiver	דערווייַז
wake	וועקן
walk	גיין
walker	וואָקער
walking	גיין
walkout	ארויסגיין
wall	וואַנט
wallaby	wallaby
wallet	wallet
wallflower	wallflower
wallop	wallop
wallow	wallow
wallpaper	טאַפּעטן
walnut	וועלשענער נוס
walrus	walrus
waltz	וואָלס
wan	NO TRANSLATION
wand	שטעקל
wander	וואַנדערן
wanderer	וואַנדערער
wandering	וואַנדערינג
wane	וויין
waning	וואַנינג
wanker	וואַנדערער
wannabe	wannabe
wannasleep	NO TRANSLATION
want	ווילן
wanting	פעלנדיק
wanton	wanton
war	מלחמה
warbler	warbler
warcrimes	NO TRANSLATION
ward	ward
warden	warden
wardrobe	גאַרדעראָב
ware	ווער
warehouse	וואַרעהאָוסע
warfare	מלחמה
warhead	וואָריער
warlike	warlike
warlock	warlock
warlord	וואָרלאָרד
warm	וואַרעם
warming	אָנוואַרעמען
warms	וואַרמס
warmth	warmth
warn	וואָרענען
warned	געווארנט
warning	ווארענונג
warp	warp
warpath	וואָרפּאַט
warped	וואָרפּט
warrant	וואָראַנטי
warranted	warranted
warrants	וואָראַנץ
warranty	וואָראַנטי
warren	warren
warrior	וואָריער
warship	וואָרשיפּ
wart	ווארטן
wartime	ווארטן
wary	wary
wash	וואַש
washed	געוואשן
washer	וואַשער
washing	וואַשינג
washout	washout
washroom	קלאָזעט
wasp	וועספּ
waste	waste
wastebasket	ווייסטבאַסקאַט
wasted	ווייסטאַד
wasteful	wasteful
wasteland	wasteland
wasting	ווייסטינג
watch	וואַך
watchdog	וואַטשדאָג
watcher	וואַטשער
watchful	וואך
watchman	NO TRANSLATION
watchout	היט זיך
watchtower	וואַטטשטאָ
water	וואַסער
water polo	וואַסער פּאָלאָ
waterbed	וואָטערד
watercourse	וואַסער קאַטער
watered	וואָטערד
waterfall	וואַסערפאַל
waterfront	וואָטערפראַנט
watering can	וואסערונג קאנע
watermelon	קאַווענע
waterproof	וואסער באשיצט
waterworks	וואַסערוואָרקס
watery	וואָטערי
wave	כוואַליע
wavelength	ווייוולענגט
waver	waver
wavering	wavering
waves	כוואליעס
wavy	ווייווי
wax	וואַקס
waxed	waxed
waxy	וואַקס
way	וועג
ways	ways
wayward	ווייווערד
weak	שוואַך
weaken	וויקאַן
weakened	וויקאַנד
weakling	שוואַנגער
weakly	שוואַך
weakness	שוואַכקייַט
wealth	עשירות
wealthy	רייַך
weapon	וואָפן
weaponry	וואָפן
wear	wear
wearer	טרעגער
wearily	wearily
weariness	וויקנאַס
wearing	טראגען
weary	מיד
weasel	וויזעלע
weather	weather
weathered	וועדערד
weatherman	וועטערמאַן
weatherproof	וועטערפּראָאָף
weave	weave
web	וועב
website	website
wed	wed
wedded	חתונה
wedding	חתונה
wedge	וועדזש
wedlock	חתונה
wee	ווי
weed	וויד
weeding	weeding
weeds	weeds
weedy	weedy
weeeee	NO TRANSLATION
week	week
weekday	וויקדיי
weekend	סוף וואך
weekly	וואכנשריפט
weenie	weenie
weep	וויינען
weeping	געוויין
weeping willow	געוויין ווילאָו
weepy	weepy
weigh	weigh
weighing	weighing
weight	וואָג
weightless	weightless
weightloss	NO TRANSLATION
weights	ווייץ
weighty	weighty
weir	weir
weird	weird
weirdness	weirdness
weirdo	weirdo
welcome	welcome
welcomed	וועלקאַמד
welcoming	היימלאַנד
weld	וועלד
welder	וועלדער
welding	וועלדינג
welfare	welfare
wellhead	געזונטהייט
wellness	wellness
welsh	וועלש
welt	NO TRANSLATION
wen	NO TRANSLATION
wench	ווייניקער
werewolf	ווערעוואָלף
west	מערב
westbound	westbound
western	מערב
wet	נאַס
wetback	wetback
whack	whack
whale	ווייל
whaling	וואָולינג
wham	wham
whammy	whammy
wharf	wharf
whatdoido	NO TRANSLATION
whatif	וואס אויב
whatmakesmesmile	NO TRANSLATION
whatnot	whatnot
whatsoever	whatsoever
whatsthepoint	NO TRANSLATION
wheat	ווייץ
wheel	ראָד
wheel barrow	NO TRANSLATION
wheelbarrow	wheelbarrow
wheelchair	wheelchair
wheels	wheels
wheeze	wheeze
whelp	whelp
whereabouts	כוועראַבאַוץ
wherefore	דעריבער
wherewith	wherewith
wherewithal	wherewithal
whet	whet
whiff	טיף
whilst	וויילסט
whim	קוים
whimper	whimper
whimsical	כווימזיקאַל
whimsy	whimsy
whine	whine
whiny	whiny
whip	פראָפּ
whiplash	whiplash
whipped	וויפּט
whirl	whirl
whirlpool	ווהירלפּאָאָל
whirlwind	whirlwind
whisk	whisk
whisker	whisker
whiskers	ווהיסערס
whiskey	whisky
whisky	whisky
whisper	שושקען
whispered	שעפּטשען
whistle	פייַף
whit	whit
white	ווייַס
whitefish	ווייַס פיש
whiteness	whiteness
whitewash	whitewash
whitish	whitish
whittle	פראָסטיק
whiz	whiz
whole	גאַנץ
wholesale	כאָולסייל
wholesome	געזונט
wholly	wholly
whoo	whoo
whoop	whoop
whopper	whopper
whopping	whopping
whore	כאָרז
whorehouse	כאָרכאַוס
wick	וויק
wicked	wicked
wickedness	mechanicity
wicker	וויקקער
wicket	wicket
wide	ברייט
widely	וויידלי
widen	ברייט
widespread	וויידספּרעד
widow	אלמנה
widowed	widowed
widower	widower
width	ברייט
wield	ווילד
wiener	וויענער
wienie	NO TRANSLATION
wife	פרוי
wig	פּערל
wiggle	וויידאַל
wight	wight
wiki	wiki
wild	ווילד
wildcat	wildcat
wildebeest	ווילד בייז
wilderness	מדבר
wildfire	ווילדפירע
wildlife	וויילדלייף
will	וועט
willful	ווילד
willies	willies
willing	גרייט
willingly	גערן
willingness	גרייטקייט
willow	ווילאָו
willpower	willpower
wilt	וואָל
wilted	ווילטיד
wily	wily
wimp	וואַמפּ
wimpy	וואַמפּי
win	געווינען
wince	wince
winch	ווינטש
wind	ווינט
windbag	windbag
windfall	ווינטפאַל
winding	וויינדינג
windmill	windmill
window	פענצטער
windowsill	NO TRANSLATION
windpipe	windpipe
windshield	ווינטשויב
windy	ווינטיק
wine	ווייַן
wine cooler	ווייַן קולער
wing	פליגל
winged	winged
winger	ווייער
wingman	wingman
wink	ווינקען
winner	געווינער
winning	ווינינג
winnings	ווינינגז
wino	NO TRANSLATION
winter	ווינטער
winterbreak	NO TRANSLATION
wintertime	wintertime
wintery	ווינטער
wintry	ווינטרי
wipe	ווישן
wiper	ווייפּער
wire	דראָט
wired	ווייערד
wireless	wireless
wiretap	ווירעטאַפּ
wiring	וויירינג
wis	געווינען
wisdom	חכמה
wise	קלוג
wish	ווינטשן
wishbone	וואַנטבאָנע
wishful	ווישפול
wishing	וואַנדערינג
wishmeluck	וואונטש מיר מזל
wisp	wisp
wistful	ווייסטפאַל
wit	wit
witch	מעכאַשייפע
witchcraft	וויטשקראַפט
withal	withal
withdraw	צוריקציען
withdrawal	צוריקציען
withdrawals	וויטהדראַוואַלז
withdrawn	withdrawn
wither	wither
withered	פאַרדאַרט
withering	withering
withhold	אָפּגעהיט
withholding	מיטהאלטן
withstand	וויטסטאַנד
witless	קענטיק
witness	עדות
wits	וויץ
witty	וויציק
wiz	וויז
wizard	מאַזעק
wobble	וואָבבלע
wobbly	וואָבבלי
woe	וויי
woeful	וואָכעדיק
woefully	woefully
wok	וואָק
wokemeup	NO TRANSLATION
wolf	וואָלף
wolverine	וואָלווערינע
woman	פרוי
womanhood	פרויקייט
womanizer	פרויערייזער
womanly	פרויען
womb	womb
wonder	ווונדער
wonderful	ווונדערלעך
wonderfully	ווונדערלעך
wonderment	wonderment
wondrous	וואַנדראָוס
wont	NO TRANSLATION
woo	woo
wood	האָלץ
woodcut	woodcut
wooden	ווודאַן
woodland	ווודלאַנד
woodlands	וואָאָדלאַנדס
woodpecker	וואָאָדפּעקקער
woods	וואַלד
woodshed	woodshed
woodsman	וואַלדמאַן
woodwork	woodwork
woody	woody
woof	וואָף
woohoo	woohoo
wooing	wooing
wool	וואָל
woolen	וואָלען
woolly	וואָללי
woot	וואָאָט
woozy	woozy
wop	wop
word	word
wording	wording
words	ווערטער
wordy	wordy
work	אַרבעט
workaholic	workaholic
workbook	workbook
worker	worker
working	working
workings	workings
workload	workload
workman	workman
