Word	fy
span	NO TRANSLATION
spandex	spandex
spaniel	spaniel
spank	spank
spanking	spanking
spar	spar
spare	spare
spareribs	spareribs
sparingly	sparich
spark	Fonk
sparkle	sparkle
sparkling	sparkling
sparkly	sparkly
sparring	sparring
sparrow	spear
sparse	sparse
spasm	spasm
spastic	spastysk
spat	spat
spatial	romtlik
spatter	spatter
spatula	spatula
spawn	spawn
spaz	spaz
speak	sprekke
speakeasy	speakeasy
speaker	sprekker
speakerphone	speakerphone
speaking	sprekke
spear	spear
spec	spec
special	spesjaal
specialist	spesjalist
speciality	spesjaliteit
specialize	NO TRANSLATION
specially	spesjaal
specialty	spesjaliteit
specie	NO TRANSLATION
species	soarten
specific	beskaat
specification	spesifikaasje
specify	oanfange
specimen	specimen
speck	speck
speckled	speckled
specs	specs
spectacle	spektakel
spectacles	lêzers
spectacular	spektakulêr
spectator	spectator
specter	spesters
spectral	spektral
spectrometer	spektrometer
spectrophotometer	spektrophotometer
spectroscopy	spektroskopy
spectrum	spektrum
speculate	spekulearje
speculation	spekulaasje
speculative	spekulatyf
speculum	spekulum
speech	speech
speechless	sprekke
speed	faasje
speedboat	speedboat
speedily	snel
speeding	rapper
speedometer	speedometer
speedway	Speedway
speedy	fluch
spell	tsjoen
spellbound	spellbound
spelling	stavering
spencer	spencer
spend	fertsjinje
spender	spender
spending	útjeften
spent	ferbrutsen
sperm	sperma
spew	spew
sphere	sphere
spherical	spherical
sphincter	sphincter
sphinx	sphinx
spic	spic
spice	spice
spicy	spicy
spider	spin
spiders	spinnen
spiffy	spiffy
spigot	spigot
spike	spike
spiked	spiked
spiky	spiky
spill	fergrieme
spillin	NO TRANSLATION
spin	spinne
spinach	spinach
spinal	spinale
spindle	spindle
spine	rêch
spineless	spinlos
spinner	spinner
spinning	spinnend
spinster	spinster
spiny	spiny
spiral	spiraal
spire	spire
spirit	geast
spirited	frjemd
spirits	geasten
spiritual	geastlik
spirituality	Spiritualiteit
spit	spuie
spite	spite
spiteful	spitich
spitfire	spitfire
spittoon	spittoon
splash	splash
splat	splat
splatter	splatter
spleen	spleen
splendid	prachtich
splendor	pracht
splice	splice
spline	spline
splint	splint
splinter	splinter
split	spjalte
splitting	splitsing
splurge	splurge
spoil	bedjerre
spoiler	spoiler
spoiling	spoiling
spoils	spoils
spoke	sprekt
spoken	sprutsen
spokesman	sprekker
spokesperson	sprekkers
sponge	spûns
spongy	spongy
sponsor	sponsor
sponsorship	sponsoring
spontaneity	spontaneity
spontaneous	spontaan
spoof	spoof
spook	spook
spooky	spooky
spool	spool
spoon	leppel
spoonful	spoonful
sporadic	sporadyk
spore	spore
sport	sport
sporting	sporting
sports	sport
sports car	sportauto
sportsman	sportman
sportsmanship	sportfoarsjenning
sportswriter	sportwriter
sporty	sportyf
spot	plak
spotless	spotless
spotlight	spotlight
spotted	spotted
spotter	spotter
spotty	spotty
spousal	spousal
spouse	echtgenoat
spout	spout
sprain	ferstûking
sprawl	sprawl
spray	spray
spread	ferbrekke
spreader	spreker
spree	spree
spring	maitiid
springtime	springtime
sprinkle	sprinkelen
sprinkler	sprinkler
sprinkling	sprinkling
sprint	Sprint
sprite	sprite
sprout	sprotte
spruce	spruce
spud	spud
spunk	spûn
spunky	spunky
spur	spur
spurious	spurius
spurred	sprake
spurt	spurt
spy	spion
squabble	squabble
squad	squad
squadron	squadron
squall	squall
squamous	squamous
squander	ferwiderje
square	fjouwerkant
squash	squash
squat	knibbel
squatter	squatter
squaw	squaw
squawk	squawk
squeak	squeak
squeaky	squeaky
squeal	squeal
squealer	squealer
squeamish	squeamish
squeeze	knipe
squeezing	squeezing
squelch	swelch
squid	squid
squint	skuorre
squire	squire
squirm	squirm
squirrel	earm
squirt	skuorre
squish	squish
squishy	squishy
stab	stekke
stabbed	stabbed
stability	stabiliteit
stabilize	stabilisearje
stabilizer	stabilizer
stable	stâl
staccato	staccato
stack	steapelje
stadium	stadium
staff	personiel
stag	stag
stage	podium
stagecoach	stagecoach
stagehand	boartersguod
stagger	stagger
staggering	staggering
stagnant	stagnant
stagnation	stagnaasje
staid	staid
stain	flek
stained	stof
stainless	rost
stair	trep
staircase	trep
stairs	treppen
stairway	trep
stairwell	treppenwulf
stake	stake
stakeout	stakeout
stale	stale
stalemate	bliuwend
stalk	stalk
stalker	stalker
stall	stall
stallion	stallion
stalls	stalls
stalwart	stalwart
stamina	kondysje
stamp	stamp
stampede	stampede
stance	stean
stand	stean
standard	standert
standardize	standertisearje
standardized	standardisearre
standby	stand-by
standing	stean
standoff	standoff
standpoint	standert
standstill	standstill
standup	opstean
stanza	stanza
staph	staph
staple	stapel
stapler	stapler
star	stjer
star fruit	stjer fruit
starboard	starboard
starch	setmoal
stardom	stoarn
stardust	stoarst
stare	stoarje
starfish	starfish
stargazing	stargazing
staring	staring
stark	stark
starlet	starlet
starlight	starlight
starling	starling
starry	starry
stars	stjerren
starship	stjerren
start	start
starter	starter
startle	begjinne
startled	ferrast
startling	frjemd
starvation	stjer
starve	stjerre
starved	ferhurde
starving	stjerre
stash	stash
stat	stat
state	steat
stately	stately
statement	ferklearring
stateroom	stateroom
stateside	stateide
statesman	steatsman
static	static
staticky	NO TRANSLATION
statics	statyke
station	stasjon
stationary	stationary
stationery	tydskrift
statistic	statistyk
statistical	statistysk
statistician	statistyk
stator	stator
statuary	statún
statue	stânbyld
statuette	statuette
stature	stature
status	status
statute	statuten
statutory	wetjouwing
staunch	staunch
stave	staverje
stay	bliuwe
stayaway	NO TRANSLATION
stayed	bliuwt
stays	bliuwt
stead	stead
steadfast	steadfast
steady	steady
steak	steak
steakhouse	steakhouse
steal	stelle
stealing	stealing
stealth	stealth
stealthily	stealthily
stealthy	stealthy
steam	steam
steamboat	steamboat
steamer	steamer
steaming	steaming
steamroller	steamroller
steamship	steamship
steamy	steamy
steel	stiel
steep	steil
steeple	steeple
steer	steer
steering	bestjoering
stellar	stellare
stem	stem
stench	stank
stencil	stencil
stenographer	stenograaf
step	stap
stepdaughter	styfdochter
stepfather	styfheit
stepmother	styfmem
steppe	stappe
steps	stappen
stepson	stapson
stereo	stereo
stereoscopic	stereoskopysk
stereotype	stereotype
stereotyped	stereotyped
sterile	steryl
sterility	sterility
sterilize	sterilisearje
sterling	sterling
stern	stern
sternum	sternum
steroid	steroid
stethoscope	stethoskop
stew	stew
steward	steward
stewardess	stewardess
stewardship	stewardship
stfu	stfu
stick	stôk
sticker	sticker
sticking	hingje
stickler	stickler
stickup	stomp
sticky	klebrig
stiff	stiff
stiffen	stiffen
stiffness	stiffness
stifle	stifle
stifled	stifle
stifling	stifling
stigma	stigma
stile	NO TRANSLATION
stiletto	stiletto
stillbirth	stillbirth
stillborn	ferstoarn
stillness	stilte
stillwaiting	NO TRANSLATION
stilts	stilten
stimulant	stimulant
stimulate	stimulearje
stimulating	stimulearje
stimulation	stimulearring
stimulus	stimulus
sting	stekke
stinger	stinger
stinging	stinging
stingy	stingy
stink	stank
stinker	stinker
stinking	stinkende
stinky	stinky
stint	stint
stipend	stipend
stipulate	stipulate
stipulation	stipulaasje
stir	rûze
stirring	oproppe
stitch	stitch
stitching	stitching
stock	stock
stockade	stockade
stockbroker	stockbroker
stockholder	stockholder
stocking	stokje
stockings	stokken
stockpile	stockpile
stockroom	stockroom
stocks	stocks
stoic	stoik
stole	stole
stolen	stole
stomach	mage
stomachache	pinemage
stomp	stomp
stomped	stompet
stone	stien
stoned	stoned
stonewall	stiennen muorre
stoneware	stoneware
stony	stony
stooge	stoege
stool	stool
stools	stoelen
stoop	stoop
stoopid	stoopid
stop	ophâlde
stopover	stopover
stoppage	stoppage
stopper	stopper
stopping	stopping
stopwatch	stopwatch
storage	opslach
store	winkel
storefront	winkelje
storehouse	spoarhûs
storeroom	opslach
storing	spoaren
storm	stoarm
storming	stoarmjend
stormy	stoarmich
story	ferhaal
storybook	ferhaalboek
storyteller	ferteller
storytelling	ferhaaltsje
stound	stoar
stout	stout
stove	kachel
stow	stow
stowaway	stowaway
straddle	straddle
straight	rjocht
straighten	rjochtsje
straightforward	direkteur
straightway	fuort fuort
strain	strain
strained	begelaat
strait	strait
straitjacket	straitjacket
straits	straits
strand	strân
stranded	stranded
strange	frjemd
stranger	frjemd
strangle	strakke
strangulation	strangulaasje
strap	strap
strapless	strapless
strapping	strapping
strata	straten
strategic	strategysk
strategist	strategist
strategy	strategy
stratification	stratifikaasje
stratosphere	stratosphere
stratum	stratum
stratus	stratus
straw	strie
strawberry	strawberry
stray	streekje
streak	streak
streaked	streak
stream	stream
streamer	streamer
streaming	streaming
streamline	streamline
street	strjitte
streetcar	strjittecar
streetlight	strjitteljocht
strength	sterkte
strengthen	fersterkje
strengthening	fersterking
strenuous	oanstekke
strep	strep
stress	klam
stressed	betocht
stresses	betinkt
stressfree	NO TRANSLATION
stressful	stress
stressin	NO TRANSLATION
stressing	gewurde
stressrelief	NO TRANSLATION
stretch	streekje
stretcher	stretcher
stricken	stricken
strict	strikt
stride	stride
strife	striid
strike	slaan
strikeout	skrasse
striker	striker
striking	opfallend
strikingly	opfallend
string	string
strings	strings
stringy	stringy
strip	strip
stripe	streep
striped	striped
stripped	ôfbrekke
stripper	stripper
striptease	striptease
strive	stribje
strobe	strobe
stroke	stroke
stroll	stroll
stroller	stroller
strolling	strolling
strong	sterk
stronghold	heulehold
strongly	sterk
structural	strukturele
structure	struktuer
strudel	strudel
struggle	striid
strut	strut
stub	stub
stubbed	stutsen
stubble	stjelp
stubborn	stoarmich
stubbornness	húshâlding
stubby	stubby
stucco	stucco
stuck	stutsen
stuckup	NO TRANSLATION
stud	stud
studded	Wetter - Agrarwetter
student	studint
studied	studearje
studio	studio
study	studearje
stuff	guod
stuffed animal	opset bist
stuffing	stof
stuffy	stof
stumble	stroffelje
stump	stump
stumped	stomp
stun	stun
stunned	stunned
stunner	stunner
stunning	spannend
stunt	stunt
stunted	stunted
stuntman	stuntman
stupefaction	stupefaction
stupefy	stupefy
stupendous	geweldich
stupid	stom
stupidity	dommens
stupidpeople	NO TRANSLATION
stupidrain	NO TRANSLATION
stupor	stupor
sturdy	sterk
sturgeon	sturgeon
stutter	stutter
sty	sty
style	styl
styling	styling
stylish	stylich
stylist	stylist
suave	suave
sub	sub
subatomic	subatomisch
subcommittee	subcommittee
subconscious	ûnbewust
subcutaneous	subkutane
subdivide	subdivide
subdivision	subdivision
subduction	subduction
subdue	subdue
subdued	ferwurde
subdural	subdural
subito	NO TRANSLATION
subject	ûnderwerp
subjected	ûnderwurpen
subjection	ûnderwerp
subjective	subjektyf
subjugation	subjugation
sublet	sublet
sublevel	sublevel
sublimation	sublimaasje
sublime	sublime
subliminal	subliminêr
submarine	submarine
submerge	submerge
submerged	submerged
submersible	submersibel
submission	submission
submissive	submissive
submit	submit
submitting	yntsjinjen
subordinate	ûndersteande
subordination	subordination
subplot	subplot
subpoena	subpoena
subscribe	abonnearje
subscriber	abonnemint
subscription	ynskriuwing
subsequence	de folgjende
subsequent	folgjend
subsequently	letter
subservient	subservient
subset	subset
subside	ferdylgje
subsidence	boaiemdelgong
subsidiary	subsidiary
subsidize	subsidiearje
subsidy	subsydzje
subsist	bestjoere
subsistence	bestean
subsoil	ûndergrûn
subspace	subspace
substance	stof
substandard	menswearde
substantial	geweldig
substantially	yn wêzen
substantiate	fersterkje
substantive	ynhâldlik
substation	substation
substitute	ferfange
substituted	substitút
substitution	substitution
substructure	substructure
subterranean	subterranean
subtext	subtext
subtitle	subtitle
subtle	subtle
subtlety	subtiliteit
subtract	subtrahearje
subtraction	subtraction
subtype	subtype
suburb	foarstêd
suburban	suburban
suburbia	suburbia
suburbs	suburbs
subversion	subversion
subversive	subversive
subvert	subvert
subway	metro
succeed	slagje
succeeding	opfolgje
success	sukses
successful	suksesfol
succession	suksesje
successive	opinoar
successor	opfolger
succinct	succinct
succubus	succubus
succulent	succulent
succumb	succumb
suck	sûgje
sucker	sûker
sucking	sûgje
suckling	sûgje
sucks	sûget
suction	suction
sudden	hommels
suddenly	ynienen
suds	suds
sue	sue
suede	suede
suffer	lije
sufferer	leed
suffering	lijen
suffice	genôch
sufficiency	foldwaan
sufficient	foldwaande
sufficiently	genôch
suffix	suffix
suffocate	oansette
suffocating	opfallend
suffocation	oandwaning
sugar	sûker
suggest	suggerearje
suggestion	suggestje
suggestive	suggestive
suicidal	suicidal
suicide	selsmoard
suicidebombing	NO TRANSLATION
suit	kostúm
suitable	geskikt
suitcase	koffer
suite	suite
suitor	suitor
sulfate	sulfate
sulfur	sulver
sulk	sulk
sullen	sullen
sully	sully
sulphur	sulver
sultan	sultan
sultry	sultry
sum	som
summarily	summarily
summarize	summarize
summary	gearfetting
summation	summaat
summer	simmer
summerhouse	Simmer hûs
summertime	summertime
summit	top
summon	oproppe
summons	oproppe
sumo	sumo
sump	sump
sumptuous	geweldich
sun	sinne
sunbeam	sunbeam
sunburn	sunburn
sundae	sundae
sunday	snein
sundial	sundial
sundown	sundown
sundry	allegearre
sunflower	sânflower
sunglass	sunglass
sunglasses	sjabloanen
sunk	sunk
sunken	sunken
sunless	sûnder sûnens
sunlight	sunlight
sunny	sinnich
sunrise	sunrise
sunroof	sunroof
sunscreen	sunscreen
sunset	sinneûndergong
sunshine	sinneskyn
suntan	suntan
sunup	sunup
sup	sup
super	super
superannuation	superannuation
superb	superb
superficial	oerflakkich
superfluous	geweldich
superhero	superhero
superhuman	superhuman
superimposed	oerfalt
superintendent	superintendint
superior	better
superiority	superioriteit
superlative	superlative
superman	superman
supermarket	supermerk
supermodel	supermodel
supernatant	supernatant
supernatural	boppennatuerlik
supernova	supernova
superposition	superposysje
superpower	superpower
supersede	supersede
superstar	superstar
superstition	byleauwe
superstitious	superstitious
superstore	superstore
supervise	opsicht
supervision	opsicht
supervisor	supervisor
supper	iten
suppertime	suppertime
supplant	fersnelling
supple	gûle
supplement	oanfolling
supplemental	oanfoljend
supplementary	oanfollend
supplication	ferplichting
supplier	leveransier
supplies	foarsjenningen
supply	leverje
support	stypje
supported	stipe
supporter	supporter
supporters	supporters
supporting	stipe
supportive	stypje
suppose	mije
supposed	tink
supposing	miskien
supposition	fertsjinwurdiging
suppress	ûnderdrukke
suppression	ûnderdrukking
supremacy	supremasy
supreme	supreme
supremely	supremely
surcharge	surcharge
sure	wis
surety	wiidweidich
surf	surf
surface	oerflak
surfboard	surfboard
surfer	Surfer
surge	oerwâld
surgeon	sjirurch
surgery	surgery
surgical	chirurgie
surly	ferkeard
surmise	oertsjûgje
surname	efternamme
surpassing	oertsjûge
surplus	oerskot
surprise	ferrassing
surprised	ferrast
surprises	ferrassingen
surprising	ferrassend
surprisingly	ferrassend
surreal	surreal
surrender	oerjefte
surrendering	oerleverjen
surrogate	oardielje
surround	omjouwing
surrounding	omjouwing
surroundings	omjouwing
surveillance	tafersjoch
survey	ûndersyk
surveying	ûndersykje
surveyor	Undersiker
survival	oerlibjen
survive	oerlibje
surviving	oerlibjen
survivor	oerlibbe
susceptibility	susceptibiliteit
susceptible	susceptible
sushi	sushi
suspect	fertochte
suspected	fertocht
suspend	suspend
suspended	fermoarde
suspenders	suspenders
suspense	spanning
suspension	oplieding
suspicion	fertinking
suspicions	fertochten
suspicious	fertrouwe
sustain	ûnderhâld
sustained	stipe
sustenance	fermogen
suture	sutsje
suv	suv
sux	NO TRANSLATION
swab	swab
swag	swag
swagger	swagger
swallow	swallow
swami	swami
swamp	sompe
swamped	swampet
swampy	swampy
swan	swan
swank	swank
swap	wikselje
swarm	swarm
swarming	swarming
swastika	swastika
swat	swat
sway	swaan
swear	swarre
swearing	swarren
sweat	swit
sweater	sweater
sweating	swiest
sweatshirt	sweatshirt
sweatshop	sweatshop
sweaty	sweaty
sweep	sweep
sweeper	Sweeper
sweeping	ferdwine
sweet	swiet
sweeten	sweeten
sweetened	sûget
sweetener	sûker
sweetest	sweetest
sweetheart	sweetheart
sweetie	sweetie
sweetness	sweetness
sweets	sweets
swell	swell
swelling	swelling
sweltering	sweltering
swerve	swerve
swift	swift
swiftly	fluch
swig	swig
swill	swol
swim	swimme
swimmer	swimmer
swimming	swimme
swimsuit	swimsuit
swindle	swindle
swindler	swindler
swine	swine
swing	swaaie
swinger	swinger
swinging	swingend
swipe	swipe
swirl	swirl
swish	swish
switch	omskeakelje
switchblade	switchblade
switchboard	switchboard
swivel	pylk
swollen	swollen
swoon	swoon
swoop	swoop
sword	swurd
swordfish	swurd
swordplay	swurd
swordsman	swordsman
sycamore	sycamore
syllable	syllabele
syllabus	syllabus
symbiotic	symboalysk
symbol	symboal
symbolic	symboalysk
symbolically	symboalysk
symbolism	symboalisme
symbolize	symbolisearje
symmetric	symmetrysk
symmetrical	symmetrysk
symmetry	symmetry
sympathetic	sympatyktysk
sympathize	sympatisearje
sympathy	sympaty
symphonic	symfoanysk
symphony	symfony
symposium	sympoasium
symptom	symptoom
symptomatic	symptomatyk
synagogue	synagoge
synapse	synapse
synaptic	synaptysk
sync	sync
synchronize	syngronisearje
synchronous	synchronisearre
syncope	synkopje
syndicate	syndikaat
syndrome	syndroom
synergistic	synergistysk
synergy	synergy
synod	synod
synonym	synonym
synonymous	synonym
synopsis	synopsis
synoptic	synoptysk
syntax	syntaksis
synthesis	syntesis
synthesizer	synthesizer
synthetic	syntetysk
syphilis	syphilis
syringe	syringe
syrup	sjerp
system	systeem
systematic	systematysk
systematically	systematysk
t-shirt	t-shirt
tab	tab
tabasco	tabasco
tabby	tabby
tabernacle	tabernakel
table	tafel
tableau	NO TRANSLATION
tablecloth	tablecloth
tablespoon	tablespoon
tablet	tablet
tableware	tableware
tabloid	tabloid
taboo	taboe
tabular	tabulair
tabulate	tabulatearje
tabulation	tabulaasje
tachometer	tachometer
tacit	tacit
tack	tack
tackle	tackle
tackled	tackled
tackling	tackling
tacky	tacky
taco	taco
tact	Takt
tactful	tûk
tactic	taktyk
tactical	taktysk
tactics	taktyk
tactile	taktile
tad	NO TRANSLATION
tadpole	tadpole
taffeta	taffeta
taffy	taffy
tag	tag
tail	sturt
tailed	tailed
tailgate	ticht
tailings	skuorren
taillight	efterljocht
tailor	kleanmakker
tailoring	tailoring
tailpipe	tailpipe
taint	ticht
take	nimme
takeoff	útlûke
takeout	útnimme
takeover	oernimme
taker	taker
talcum	talcum
tale	tale
talent	talint
talented	talint
talisman	talisman
talk	prate
talkative	sprektaal
talker	sprekker
tall	grut
tallies	tallies
tallow	tallow
tally	tally
talon	talon
talons	NO TRANSLATION
tambourine	tambourine
tame	NO TRANSLATION
tamer	tamer
taming	taming
tamper	tamper
tampon	tampon
tan	tan
tandem	tandem
tang	tang
tangent	tangint
tangerine	tangerine
tangible	tangbere
tangle	tangle
tangled	tangele
tango	tango
tank	tank
tank top	himdsje
tanker	tanker
tanned	bûn
tantalizing	tantalizing
tantamount	tantamount
tantrum	trekker
taoism	Taoisme
tap	tap
tape	tape
tape measure	mjitlint
taper	taper
tapering	taperjend
tapestry	Tapestry
tapeworm	tapeworm
tapioca	tapioca
taps	taps
tar	tar
tarantula	tarantula
tardiness	tardiness
tardy	tardy
target	doel
targeted	rjochte
targeting	op te rjochtsjen
tariff	tarif
tarmac	tarmac
tarnish	fergriemje
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	tart
tartan	tartan
tartar	tartar
task	taak
tassel	tassel
