Word	cs
sullen	Sullen
sully	Srdce
sulphur	síra
sultan	sultán
sultry	dusný
sum	součet
summarily	souhrnně
summarize	shrnout
summary	souhrn
summation	součet
summer	letní
summerhouse	letní dům
summertime	léto
summit	summit
summon	předvolat
summons	předvolání
sumo	sumo
sump	jímka
sumptuous	luxusní
sun	slunce
sunbeam	sluneční paprsek
sunburn	úžeh
sundae	zmrzlinový pohár
sunday	Neděle
sundial	sluneční hodiny
sundown	západ slunce
sundry	různé
sunflower	slunečnice
sunglass	sluneční brýle
sunglasses	sluneční brýle
sunk	potopen
sunken	potopen
sunless	bez slunce
sunlight	slunečním světlem
sunny	slunný
sunrise	svítání
sunroof	střešní okno
sunscreen	opalovací krém
sunset	západ slunce
sunshine	Sluneční svit
suntan	opálení
sunup	východ slunce
sup	sup
super	super
superannuation	superannuation
superb	nádherný
superficial	povrchní
superfluous	nadbytečný
superhero	super hrdina
superhuman	nadlidský
superimposed	překrývá
superintendent	veliteli
superior	nadřízený
superiority	nadřazenost
superlative	superlativ
superman	superman
supermarket	supermarket
supermodel	supermodel
supernatant	supernatant
supernatural	nadpřirozený
supernova	supernova
superposition	superpozice
superpower	supervelmoc
supersede	nahrazují
superstar	superstar
superstition	pověra
superstitious	pověrčivý
superstore	superstore
supervise	dohlížet
supervision	dozor
supervisor	dozorce
supper	večeře
suppertime	večeře
supplant	nahradit
supple	pružný
supplement	doplněk
supplemental	doplňkové
supplementary	doplňkový
supplication	prosba
supplier	dodavatele
supplies	spotřebního materiálu
supply	zásobování
support	Podpěra, podpora
supported	podporovány
supporter	příznivce
supporters	příznivců
supporting	vedlejší
supportive	podporující
suppose	předpokládat
supposed	předpokládané
supposing	předpokládat
supposition	předpoklad
suppress	potlačit
suppression	potlačení
supremacy	svrchovanost
supreme	nejvyšší
supremely	nadměrně
surcharge	příplatek
sure	Tak určitě
surety	záruka
surf	surfovat
surface	povrch
surfboard	surf
surfer	surfer
surge	nárůst
surgeon	chirurg
surgery	chirurgická operace
surgical	chirurgický
surly	nevrlý
surmise	domněnka
surname	příjmení
surpassing	překonávání
surplus	přebytek
surprise	překvapení
surprised	překvapený
surprises	překvapení
surprising	překvapující
surprisingly	překvapivě
surreal	nadreálný
surrender	kapitulace
surrendering	vzdání se
surrogate	náhrada
surround	surround
surrounding	okolní
surroundings	okolí
surveillance	dohled
survey	průzkum
surveying	geodetické práce
surveyor	zeměměřič
survival	přežití
survive	přežít
surviving	přežívající
survivor	Pozůstalý
susceptibility	citlivost
susceptible	citlivý
sushi	sushi
suspect	tušit
suspected	podezření
suspend	pozastavit
suspended	pozastaveno
suspenders	podvazky
suspense	napětí
suspension	suspenze
suspicion	podezření
suspicions	podezření
suspicious	podezřelý
sustain	udržet
sustained	trvalé
sustenance	výživa
suture	steh
suv	suv
sux	sux
swab	tampon
swag	lup
swagger	naparování
swallow	polykat
swami	swami
swamp	bažina
swamped	bažen
swampy	bažinatý
swan	labuť
swank	vychloubání
swap	swap
swarm	roj
swarming	rojení
swastika	svastika
swat	S.W.A.T
sway	houpat
swear	přísahat
swearing	přísahám
sweat	potit se
sweater	svetr
sweating	pocení
sweatshirt	mikina
sweatshop	cukrárna
sweaty	zpocený
sweep	zametat
sweeper	zametač
sweeping	zametání
sweet	sladký
sweeten	osladit
sweetened	slazené
sweetener	sladidlo
sweetest	nejsladší
sweetheart	miláček
sweetie	zlatíčko
sweetness	sladkost
sweets	cukroví
swell	bobtnání
swelling	otok
sweltering	bobtnání
swerve	říznout
swift	rychlý
swiftly	rychle
swig	lok
swill	pomyje
swim	plavat
swimmer	plavec
swimming	plavání
swimsuit	plavky
swindle	podvod
swindler	podvodník
swine	svině
swing	houpačka
swinger	swinger
swinging	houpající se
swipe	výpad
swirl	vír
swish	svištění
switch	přepínač
switchblade	přepínač
switchboard	rozvaděč
swivel	otočit
swollen	oteklý
swoon	omdlít
swoop	přepadnout
sword	meč
swordfish	mečoun
swordplay	šerm
swordsman	šermíř
sycamore	klen
syllable	slabika
syllabus	syllabus
symbiotic	symbiotické
symbol	symbol
symbolic	symbolický
symbolically	symbolicky
symbolism	symbolismus
symbolize	symbolizovat
symmetric	symetrický
symmetrical	symetrický
symmetry	symetrie
sympathetic	soucitný
sympathize	sympatizovat
sympathy	sympatie
symphonic	symfonický
symphony	symfonie
symposium	symposium
symptom	příznak
symptomatic	symptomatická
synagogue	synagoga
synapse	synapse
synaptic	synaptický
sync	synchronizace
synchronize	synchronizovat
synchronous	synchronní
syncope	synkopa
syndicate	syndikát
syndrome	syndrom
synergistic	synergický
synergy	synergie
synod	synod
synonym	synonymum
synonymous	synonymní
synopsis	synopse
synoptic	synoptický
syntax	syntax
synthesis	syntéza
synthesizer	syntetizér
synthetic	syntetický
syphilis	syfilis
syringe	stříkačka
syrup	sirup
system	Systém
systematic	systematický
systematically	systematicky
t-shirt	tričko
tab	záložka
tabasco	Tabasco
tabby	mourek
tabernacle	svatostánek
table	stůl
tableau	NO TRANSLATION
tablecloth	ubrus
tablespoon	lžíce
tablet	tableta
tableware	stolní nádobí
tabloid	bulvár
taboo	tabu
tabular	tabelární
tabulate	tabelovat
tabulation	tabulka
tachometer	tachometr
tacit	tichý
tack	připínáček
tackle	řešit
tackled	řešeno
tackling	řešení problémů
tacky	lepkavý
taco	taco
tact	takt
tactful	taktní
tactic	taktika
tactical	taktický
tactics	taktika
tactile	taktilní
tad	NO TRANSLATION
tadpole	pulec
taffeta	taft
taffy	karamela
tag	štítek
tail	ocas
tailed	tailed
tailgate	zadní dveře
tailings	hlušiny
taillight	zadní světlo
tailor	Krejčí
tailoring	krejčovství
tailpipe	výfuku
taint	poskvrnit
take	vzít
takeoff	vzlétnout
takeout	takeout
takeover	převzít
taker	taker
talcum	mastek
tale	příběh
talent	talent
talented	talentovaný
talisman	talisman
talk	mluvit
talkative	hovorný
talker	mluvka
tall	vysoký
tallies	shromáždění
tallow	lůj
tally	shoda
talon	dráp
talons	NO TRANSLATION
tambourine	tamburína
tame	NO TRANSLATION
tamer	tamer
taming	zkrocení
tamper	manipulovat
tampon	tampon
tan	opálení
tandem	tandem
tang	tang
tangent	tečna
tangerine	mandarinka
tangible	hmatatelný
tangle	spleť
tangled	Spletený
tango	tango
tank	nádrž
tank top	tílko
tanker	tanker
tanned	vyčiněné
tantalizing	tantalizující
tantamount	rovnost
tantrum	rapl
taoism	taoismu
tap	klepněte na tlačítko
tape	páska
tape measure	svinovací metr
taper	kužel
tapering	zužující se
tapestry	gobelín
tapeworm	tasemnice
tapioca	tapioka
taps	kohouty
tar	dehet
tarantula	tarantule
tardiness	tardiness
tardy	pozdní
target	cílová
targeted	cílené
targeting	cílení
tariff	tarif
tarmac	asfaltovat
tarnish	zakalit
tarot	tarot
tarp	NO TRANSLATION
tarry	tarry
tart	dortík
tartan	tartan
tartar	zubní kámen
task	úkol
tassel	střapec
taste	chuť
tasteful	vkusný
tasteless	bez chuti
tasting	degustace
tasty	Chutný
tat	tat
tattler	tattler
tattletale	třpytivé
tattoo	tetování
taught	vyučován
taunt	posměch
taupe	taupe
taut	napnutý
tavern	taverna
tawdry	naparáděný
tawny	tawny
tax	daň
taxed	zdaněny
taxi	taxi
taxicab	taxík
taxonomy	taxonomie
taxpayer	poplatník
tea	čaj
teach	učit
teacher	učitel
teaching	výuka
teacup	šálek
teahouse	čajovna
teal	teal
team	tým
teamjesus	NO TRANSLATION
teammate	spoluhráč
teamwork	týmová práce
teapot	konvice na čaj
tear	roztržení
tearful	slzný
tearsofjoy	NO TRANSLATION
teary	teary
tease	vtipálek
teaser	teaser
teasing	škádlení
teaspoon	čajová lžička
teat	dudlík
teatime	čas na čaj
tech	tech
technical	technický
technicality	technické povahy
technician	technik
technique	technika
techno	techno
technological	technologický
technology	technika
ted	ted
teddy bear	Medvídek
tedious	únavné
tedium	nuda
tee	tee
teeming	teeming
teen	teen
teenage	dospívající
teenager	teenager
teens	puberťáci
teensy	teensy
teeny	malinký
teeth	zuby
teething	teething
teflon	teflon
telegram	telegram
telegraph	telegrafovat
telekinesis	telekineze
telemetry	telemetrie
telepathic	telepatický
telepathy	telepatie
telephone	telefon
telescope	dalekohled
telescopic	teleskopický
telethon	telethon
teletype	teletype
televised	televizní vysílání
television	televize
tell	sdělit
teller	pokladník
telling	vyprávění
telltale	prozrazující
temp	temp
temper	zmírnit
tempera	tempera
temperament	temperament
temperamental	temperamentní
temperance	střídmost
temperate	mírný
temperature	teplota
tempered	temperované
tempest	bouře
template	šablona
temple	chrám
tempo	NO TRANSLATION
temporal	temporální
temporarily	dočasně
temporary	dočasný
tempt	pokoušet
temptation	pokušení
tempting	lákavý
temptress	temptress
ten	deset
tenable	udržitelné
tenacious	houževnatý
tenacity	houževnatost
tenancy	nájem
tenant	nájemce
tend	tendenci
tendency	tendence
tender	nabídka
tenderfoot	nováček
tenderness	něha
tending	chování
tendon	šlach
tenement	nájem
tenet	tenet
tenets	principy
tenfold	desetkrát
tennis	tenis
tenor	tenor
tense	čas
tensile	tahový
tension	napětí
tent	stan
tentacle	chapadlo
tentative	orientační
tenth	desátý
tenths	desetiny
tenuous	tenký
tenure	držba
tepee	tepee
tepid	vlažný
tequila	tequila
teriyaki	teriyaki
term	období
terminal	terminál
terminate	vypovědět
termination	ukončení
terminator	terminátor
terminology	terminologie
terminus	konec
termite	termit
terms	podmínky
tern	rybák
ternary	trojice
terrace	terasa
terrain	terén
terrestrial	pozemní
terrible	hrozný
terribly	strašně
terrier	teriér
terrific	úžasný
terrified	vyděšený
terrifies	děsí
terrify	vyděsit
terrifying	děsivé
territorial	územní
territory	území
terror	teror
terrorism	terorismus
terrorist	terorista
terrorists	teroristů
terrorize	terorizovat
terse	terse
tertiary	terciární
test	test
testament	testament
testicle	varle
testicular	testikulární
testify	svědčit
testimonial	svědectví
testimony	svědectví
testosterone	testosteronu
testy	NO TRANSLATION
tetanus	tetanus
tether	popruh
tethered	vázané
tetrahedral	tetrahedral
text	text
textbook	učebnice
textile	textil
textural	texturální
texture	textura
tgif	tgif
thank	poděkovat
thankful	vděčný
thankgod	díky bohu
thanking	děkuji
thankless	nevděčný
thanks	dík
thanksalot	NO TRANSLATION
thanksgiving	díkůvzdání
thankyougod	NO TRANSLATION
thankyoujesus	NO TRANSLATION
thankyoulord	NO TRANSLATION
thatch	kštice
thatmoment	NO TRANSLATION
thaumaturgy	thaumaturgy
thaw	rozmrazit
theater	divadlo
theatrical	divadelní
theatrics	teatry
thebest	nejlepší
theft	krádež
theism	teismus
theistic	theistic
thelife	život
thelittlethings	NO TRANSLATION
theme	téma
theocracy	teokracie
theocratic	teokratický
theologian	teolog
theological	teologický
theology	teologie
theorem	teorém
theoretical	teoretický
theory	teorie
therapeutic	terapeutický
therapeutics	terapeutiky
therapist	terapeut
therapy	terapie
thereabouts	v okolí
thereof	z nich
therewith	s nimi
thermal	tepelný
thermocouple	termočlánek
thermodynamics	termodynamika
thermometer	teploměr
thermos	termoska
thermostat	termostat
thesaurus	tezauru
thesis	teze
thick	tlustý
thicken	zahustit
thickening	zahušťování
thicket	houští
thickness	tloušťka
thief	zloděj
thigh	stehno
thimble	náprstek
thin	tenký
thing	věc
things	věci
thingy	věc
think	myslet si
thinker	myslitel
thinking	myslící
third	Třetí
thirds	třetiny
thirst	žízeň
thirsty	žíznivý
thirteen	13
thirteenth	třináctý
thirty	třicet
thistle	bodlák
thither	tam
thong	řemen
thorn	trn
thorny	trnitý
thorough	důkladný
thoroughbred	plnokrevník
thoroughfare	silnice
thought	myslel
thoughtful	ohleduplný
thoughtfulness	ohleduplnost
thoughtless	bezohledný
thoughts	myšlenky
thousand	tisíc
thrash	mlátit
thread	vlákno
threat	ohrožení
threaten	hrozí
threatened	ohroženo
threatening	hrozivý
three	tři
threefold	třikrát
threesome	trojice
thresh	mlátit
threshold	práh
thrice	třikrát
thrift	šetrnost
thrifty	šetrný
thrill	vzrušení
thrilled	nadšený
thriller	thriller
thrilling	napínavý
thrive	prospívat
thriving	prosperující
throat	hrdlo
throb	pulzovat
throbbing	pulzující
throes	porodní bolesti
throne	trůn
throng	dav
throttle	plyn
throw	hod
throwback	návrat zpět
thrower	vrhač
thrown	hodil
thrush	drozd
thrust	tah
thruster	prototyp
thud	thud
thug	thug
thumb	palec
thumbprint	otisk palce
thump	bouře
thumper	thumper
thumping	bzučení
thunder	hrom
thunderbolt	blesk
thunderclap	zahřmění
thundering	hrom
thunderstorm	bouřka
thunderstruck	ohromený
thwart	překazit
thx	díky
thyme	tymián
thyroid	Štítná žláza
tiara	diadém
tibia	tibie
tic	tic
tick	klíště
ticked	zaškrtnuto
ticker	ticker
ticket	lístek
tickle	šimrání
tickled	zašklebený
ticklish	lechtivý
tidal	přílivu
tidal wave	přílivová vlna
tidbit	lahůdka
tide	slapy
tidings	poselství
tidy	uklidit
tie	kravata
tier	tier
tiff	tiff
tiger	tygr
tighten	utáhněte
tightness	těsnost
tightrope	lano
tights	punčocháče
tilde	tilde
tile	dlaždice
tiling	obklady
till	NO TRANSLATION
tillage	obdělávání půdy
tiller	kormidlem
tilt	náklon
tilting	naklonění
timber	dřevo
timberland	dřevo
timbre	témbr
time	čas
timeless	nadčasový
timeliness	včasnost
timely	včas
timeout	Časový limit
timepiece	hodinky
timer	časovač
times	časy
timetable	jízdní řád
timewasters	NO TRANSLATION
timid	plachý
timidity	plachost
timing	načasování
tin	NO TRANSLATION
tincture	tinktura
tine	NO TRANSLATION
tinfoil	staniol
tinge	nádech
tingle	chvění
tingling	brnění
tinker	dráteník
tinkering	tinkering
tinkle	NO TRANSLATION
tinkling	chvění
tinnitus	tinnitus
tinsel	pozlátko
tint	nádech
tiny	drobný
tip	tip
tipper	sklápěč
tipster	tipter
tipsy	opilý
tiptoe	chodit po špičkách
tirade	tiráda
tire	pneumatika
tired	unavený
tiredness	únava
tiredofit	NO TRANSLATION
tireless	neúnavný
tiresome	únavné
tiring	únavné
tissue	tkáň
tistheseason	NO TRANSLATION
tit	tit
titan	titan
titanic	titánský
titanium	titan
tithe	desátek
title	titul
titled	název
titty	titty
titular	NO TRANSLATION
toad	ropucha
toast	přípitek
toaster	topinkovač
toasty	toasty
tobacco	tabák
toby	toby
tod	tod
today	dnes
toddler	batole
toe	prst
toenail	toenail
toffee	karamela
tofu	tofu
toga	NO TRANSLATION
together	spolu
togetherness	jednotnost
toil	dřina
toilet	toaleta
toils	tenata
token	žeton
tolerable	přijatelné
tolerance	tolerance
tolerant	tolerantní
tolerate	tolerovat
toleration	tolerance
toll	mýtné
tomahawk	tomahavk
tomato	rajče
tomatoes	rajčata
tomb	hrobka
tombstone	náhrobek
tomcat	kocour
tome	ke mě
tomorrow	zítra
ton	NO TRANSLATION
tone	tón
toner	toner
tong	NO TRANSLATION
tongs	kleště
tongue	jazyk
tonic	tonikum
tonnage	tonáž
tonsils	mandle
toocold	NO TRANSLATION
tool	nástroj
toolbox	panel nástrojů
tooling	nástrojů
toomuchtodo	NO TRANSLATION
toot	houkání
tooth	zub
toothache	bolest zubů
toothbrush	Kartáček na zuby
toothed	ozubený
toothless	bezzubý
toothpaste	zubní pasta
toothpick	párátko
toots	toots
top	horní
topaz	topas
topic	téma
topical	aktuální
topless	topless
topographic	topografické
topographical	topografické
topography	topografie
topple	zbavit se
topside	nahoře
tor	tor
torch	pochodeň
torment	trápení
tormented	trápení
torn	roztržený
tornado	tornádo
torpedo	torpédo
torque	točivý moment
torrent	torrent
torrid	vášnivý
torsion	kroucení
torso	trup
tort	přečin
tortious	pátrání
tortoise	želva
tortuous	klikatý
torture	mučení
tortured	mučen
toss	hození
tot	NO TRANSLATION
total	celkový
totality	celek
totally	naprosto
tote	vozit
totem	totem
touch	dotek
touchdown	přistání
touched	dotkl
touching	dojemný
touchy	nedůtklivý
tough	těžké
toughen	tvrdší
toughness	houževnatost
toupee	tupé
tour	prohlídka
tourism	cestovní ruch
tourist	turistické
tourmaline	turmalín
tournament	turnaj
tourniquet	turniket
tout	NO TRANSLATION
tow	vlek
towel	ručník
tower	věž
towering	tyčící se
town	město
townhouse	městský dům
township	okres
townspeople	obyvatelé města
toxic	toxický
toxicity	toxicity
toxicology	toxikologie
toxin	toxin
toy	hračka
toymaker	výrobce hraček
trace	stopa
traceable	sledovatelné
tracer	tracer
traces	stopy
trachea	průdušnice
tracing	sledování
track	dráha
tracker	tracker
tract	trakt
tractable	povolný
traction	trakce
tractor	traktor
trade	obchod
trademark	ochranná známka
trader	obchodník
tradesman	živnostník
trading	obchodování
tradition	tradice
traditional	tradiční
traffic	provoz
traffic light	Semafor
trafficking	obchodování s lidmi
tragedies	tragédie
tragedy	tragédie
tragic	tragický
trail	stezka
trailer	přívěs
train	vlak
train set	vlaková souprava
trained	vyškolení
trainee	praktikant
trainer	trenér
training	výcvik
trait	vlastnost
traitor	zrádce
traitorous	zrádný
trajectory	trajektorie
tram	tramvaj
tramp	tramp
trample	dupat
trampoline	trampolína
tramway	tramvaj
trance	trans
tranquil	klidný
tranquility	klid
tranquilizer	sedativum
transact	obchodovat
transaction	transakce
transatlantic	transatlantický
transceiver	vysílač
transcend	přesahovat
