Word	uk
shed	сарай
sheen	блиск
sheep	овець
sheepdog	вівчарка
sheepish	похмурий
sheer	чистий
sheet	аркуш
sheik	шейк
shelf	полиця
shell	оболонка
shellfish	молюски
shelling	обстріл
shelter	притулок
sheltered	притулок
shelters	притулки
shelved	на полиці
shepherd	пастух
sherbet	шербет
sheriff	шериф
sherry	херес
shield	щит
shift	зміна
shifting	переміщення
shifty	зсувний
shilling	шилінг
shimmer	мерехтіти
shimmering	мерехтіння
shimmy	шіммі
shin	гомілка
shindig	шіндіг
shine	світити
shiner	блискавка
shingle	галька
shining	світиться
shiny	блискучий
ship	корабель
shipment	відвантаження
shipping	Доставка
shipshape	корабель
shipwreck	корабельна аварія
shipyard	верфі
shire	шейр
shirt	сорочка
shit	дерьмо
shitday	NO TRANSLATION
shitfaced	потрясений
shithead	дерьмо
shitless	безситна
shitload	shitload
shittest	NO TRANSLATION
shitty	дерьмо
shiver	тремтять
shivering	тремтіння
shoals	мілини
shock	шок
shocked	шокований
shocker	шокер
shocking	шокуюче
shockingly	шокуюче
shoddy	потворений
shoe	взуття
shoelace	шнурок
shoemaker	чоботар
shoes	взуття
shoeshine	взуття
shook	потряс
shoot	стріляти
shooter	шутер
shooting	стрілянина
shootout	перестрілка
shop	магазин
shopkeeper	крамарем
shoplifter	продавщиця
shoplifting	кражування магазинів
shopper	покупця
shopping	шопінг
shore	берег
shoreline	берегова лінія
shorn	обрізати
short	короткий
short story	коротка розповідь
shortage	дефіцит
shortcake	пряник
shortcoming	недолік
shortcut	ярлик
shorten	скоротити
shortening	скорочення
shorthand	стенограма
shortly	незабаром
shortness	задишка
shorts	шорти
shortstop	shortstop
shortwave	короткохвильова хвиля
shot	вистрілений
shotgun	дробовик
shoulder	плече
shout	кричати
shove	штовхати
shovel	лопата
shoveling	струшування
show	показати
showbiz	шоу-бізнес
showboat	шоу-бот
showcase	вітрина
showdown	виявлення
shower	душ
showgirl	шоузірка
showing	показати
showoff	Випендрюватися
showroom	виставочний зал
showy	шоуальний
shrapnel	шрапнель
shred	шматочка
shrew	хитрість
shrewd	нахабний
shriek	крик
shrill	пронизливий
shrimp	креветки
shrine	святиня
shrink	скоротити
shrinking	скорочується
shrivel	розсипати
shroud	плащаниця
shrub	чагарник
shrubbery	чагарник
shrug	знизать плечима
shrunk	зменшився
shrunken	зірвався
shudder	здригати
